t,transactions_transfers_volume_miners_net
2012-07-24,-961.2651252418891
2012-07-25,8894.6175313551
2012-07-26,1242.59054117724
2012-07-27,6880.781952408401
2012-07-28,1388.2126309443101
2012-07-29,1112.471707627199
2012-07-30,691.7142358747988
2012-07-31,2451.448353140302
2012-08-01,6997.4287615697995
2012-08-02,10562.7463871979
2012-08-03,-531.1657452707987
2012-08-04,4498.930957171899
2012-08-05,3356.421832755501
2012-08-06,-462.14677104190014
2012-08-07,2156.3946893110005
2012-08-08,8541.058003690367
2012-08-09,-1591.8470832403982
2012-08-10,1329.5246382552805
2012-08-11,931.5285256578118
2012-08-12,1632.0642541605102
2012-08-13,-651.7006955243014
2012-08-14,6936.690073621401
2012-08-15,138.83006808370192
2012-08-16,4750.462878300405
2012-08-17,-4250.168391999696
2012-08-18,-3438.2829063518984
2012-08-19,-98709.73553765689
2012-08-20,-3238.728313269701
2012-08-21,-934.5476428664042
2012-08-22,636.5699157453018
2012-08-23,-163.98891125089722
2012-08-24,1580.7779450462804
2012-08-25,1609.6095642797773
2012-08-26,337.3326898318992
2012-08-27,-99983.1204246621
2012-08-28,-680.4288924017001
2012-08-29,1303.038322730119
2012-08-30,-3393.1467687291624
2012-08-31,-150379.60520088612
2012-09-01,1156.7650887449
2012-09-02,1263.678074714
2012-09-03,-1287.4534988784999
2012-09-04,1126.9188414002438
2012-09-05,-1719.7918527494003
2012-09-06,520.1734771125975
2012-09-07,-281.11313563123804
2012-09-08,333.0774205152393
2012-09-09,1111.8518996067087
2012-09-10,-156548.42689199207
2012-09-11,-1640.8083588174904
2012-09-12,-712.6043001943199
2012-09-13,1151.7459629588702
2012-09-14,1050.3053555840888
2012-09-15,1324.158217790391
2012-09-16,1017.93872631269
2012-09-17,172.60084585271943
2012-09-18,757.2421835977002
2012-09-19,-1017.9084995877201
2012-09-20,-1367.7243391193479
2012-09-21,-2955.191106722399
2012-09-22,-394.85518121192035
2012-09-23,-41.76776624522063
2012-09-24,-2151.770969232133
2012-09-25,354.2736233830092
2012-09-26,-1582.0356443684304
2012-09-27,-1448.5056728419022
2012-09-28,-8566.76654781299
2012-09-29,563.1026409724091
2012-09-30,1864.4064306029104
2012-10-01,-4280.158922217479
2012-10-02,886.666689723841
2012-10-03,-3479.886648178319
2012-10-04,-2790.684530039269
2012-10-05,116.93471461764057
2012-10-06,2501.085891538989
2012-10-07,-600.1093973487496
2012-10-08,-670.1641642746017
2012-10-09,-690.3749452538905
2012-10-10,915.623584612571
2012-10-11,-993.5330831825504
2012-10-12,20.23051187477904
2012-10-13,1908.98594118452
2012-10-14,903.2505694807787
2012-10-15,-0.3968505662996904
2012-10-16,901.9405056421692
2012-10-17,-1796.2880222254098
2012-10-18,-1016.5212868420986
2012-10-19,-2107.5937356101695
2012-10-20,2941.4040561066713
2012-10-21,497.6711807847187
2012-10-22,647.6150626807903
2012-10-23,-1988.9268710705
2012-10-24,1500.50761361697
2012-10-25,-2420.869804129292
2012-10-26,1303.1471515221583
2012-10-27,882.7234454910304
2012-10-28,1012.0162463227916
2012-10-29,1160.785551472689
2012-10-30,-2167.138334888423
2012-10-31,-1599.8340883168185
2012-11-01,1250.1641743133905
2012-11-02,1589.4883079860501
2012-11-03,965.2344391945289
2012-11-04,998.5194547117289
2012-11-05,817.9501563512895
2012-11-06,-4855.391415456479
2012-11-07,-160.6432258163004
2012-11-08,-1031.835631721562
2012-11-09,80.15763984532168
2012-11-10,860.8497441655509
2012-11-11,892.0096099938783
2012-11-12,-568.6297401740794
2012-11-13,-1508.5986672101517
2012-11-14,599.1944085159976
2012-11-15,1245.8031523483405
2012-11-16,-409.5999799997917
2012-11-17,-279.5427847647006
2012-11-18,564.1299165104192
2012-11-19,-96.59427758473976
2012-11-20,-1886.9710006064997
2012-11-21,-152.699386945269
2012-11-22,978.1056140063083
2012-11-23,-1336.9745721930994
2012-11-24,1315.9908183685002
2012-11-25,-391.34941174422056
2012-11-26,-3593.97198667096
2012-11-27,-174.18960913299998
2012-11-28,-2187.0701299555076
2012-11-29,-1894.6640354166411
2012-11-30,-3063.112883709239
2012-12-01,1164.2393769457112
2012-12-02,57.291503694659696
2012-12-03,-2994.6464658572995
2012-12-04,-4722.316139032449
2012-12-05,-844.924116165319
2012-12-06,-1003.3945671887013
2012-12-07,-83.60842724163012
2012-12-08,543.0248061434595
2012-12-09,-1290.1272172854005
2012-12-10,-39.46730353448038
2012-12-11,-790.7474045547096
2012-12-12,-3272.417088060798
2012-12-13,-4285.49905245951
2012-12-14,139.76569865564943
2012-12-15,-490.24331303643976
2012-12-16,151.66148593306025
2012-12-17,-2342.4693389886006
2012-12-18,-1770.9304872203802
2012-12-19,-263.8748181753708
2012-12-20,-482.61756844486945
2012-12-21,-1086.5238138701707
2012-12-22,32.342001714219805
2012-12-23,217.02643376925062
2012-12-24,-699.8629117462951
2012-12-25,694.5767734268902
2012-12-26,127.5521129143799
2012-12-27,-732.8485694471701
2012-12-28,-1352.7983177250599
2012-12-29,899.2137474268802
2012-12-30,422.6549946114892
2012-12-31,-1411.5824210051978
2013-01-01,1139.845488032899
2013-01-02,-1810.9458586545006
2013-01-03,-1085.5031028808098
2013-01-04,-1530.3820790639193
2013-01-05,398.6537970392501
2013-01-06,307.6419396600795
2013-01-07,-2095.966491456571
2013-01-08,-998.949682062861
2013-01-09,-1946.2111626628384
2013-01-10,606.0025977064497
2013-01-11,-214.74795363185967
2013-01-12,167.4792133913288
2013-01-13,192.04207450580998
2013-01-14,-707.9890148424402
2013-01-15,-33.64895351582982
2013-01-16,230.60658066674932
2013-01-17,-951.2577840455406
2013-01-18,-1266.0171680169206
2013-01-19,37.27822605542951
2013-01-20,349.8470592563908
2013-01-21,-4367.96163886363
2013-01-22,-1441.3015793802988
2013-01-23,-939.7429403824026
2013-01-24,-3197.8360711397036
2013-01-25,909.1905032286013
2013-01-26,1070.3544081870987
2013-01-27,449.20675746829875
2013-01-28,-1193.1893751200005
2013-01-29,-421.7428268046933
2013-01-30,-573.4811086820991
2013-01-31,-644.136644832095
2013-02-01,-1427.4867789615419
2013-02-02,476.59017111761204
2013-02-03,-851.1008696606004
2013-02-04,588.7140052317991
2013-02-05,-608.2385697276895
2013-02-06,208.54541802307904
2013-02-07,618.7766820102388
2013-02-08,-958.5171018346309
2013-02-09,-548.6316902851004
2013-02-10,141.07835909051937
2013-02-11,400.34318562297995
2013-02-12,-1054.1543780192496
2013-02-13,-858.2057810291935
2013-02-14,-1476.7943996272415
2013-02-15,497.36777462245846
2013-02-16,-99.10725514372916
2013-02-17,-265.2736666350811
2013-02-18,-2742.9782954603597
2013-02-19,-1075.0188455102007
2013-02-20,-194.9927667660977
2013-02-21,-150.43031781575883
2013-02-22,228.5365789637017
2013-02-23,549.0481160117688
2013-02-24,-418.3132422693898
2013-02-25,-4115.861462517229
2013-02-26,265.29984426142073
2013-02-27,500.9667065083604
2013-02-28,-4369.454889408461
2013-03-01,-81.39898748505948
2013-03-02,1200.0296924735303
2013-03-03,-122.60139876528046
2013-03-04,310.25671919718025
2013-03-05,-1974.3291063689212
2013-03-06,-7853.1233782915515
2013-03-07,-535.78704541158
2013-03-08,2027.8528554036302
2013-03-09,-1985.6146769306888
2013-03-10,634.1859469252322
2013-03-11,-287.5445772027688
2013-03-12,213.5952267511202
2013-03-13,-3341.382230366011
2013-03-14,1888.2473013195413
2013-03-15,1202.2681438621084
2013-03-16,468.4332928240401
2013-03-17,1406.948645345301
2013-03-18,1261.4851955537906
2013-03-19,-1696.6798687101527
2013-03-20,-3487.8595633066398
2013-03-21,-1717.9802755784985
2013-03-22,575.0893251484995
2013-03-23,389.69141332309846
2013-03-24,-859.8812159613699
2013-03-25,17456.722988251302
2013-03-26,13201.204700515895
2013-03-27,4782.504890667138
2013-03-28,-1859.430384736279
2013-03-29,4966.205286307751
2013-03-30,-1210.2178458359795
2013-03-31,249.22429016817114
2013-04-01,-748.0427014921188
2013-04-02,-1013.5344226473308
2013-04-03,-5213.97201526732
2013-04-04,-2717.5104223466406
2013-04-05,-563.9964203291092
2013-04-06,-782.3951628314489
2013-04-07,-1961.3108350555003
2013-04-08,-3860.891788902398
2013-04-09,-1956.8503096426984
2013-04-10,-6651.7597572215
2013-04-11,-465.62221305300045
2013-04-12,-89.99021159145013
2013-04-13,355.8171070342496
2013-04-14,-106.76471093207965
2013-04-15,-1048.2656901374203
2013-04-16,-1040.488301048239
2013-04-17,-2941.8729685115904
2013-04-18,1226.57837342516
2013-04-19,-1827.8574690385303
2013-04-20,169.5460816128989
2013-04-21,-1429.3967530670798
2013-04-22,721.9139330586004
2013-04-23,721.9903376084294
2013-04-24,-4187.86520934011
2013-04-25,1062.0544344828013
2013-04-26,45.2342400774387
2013-04-27,-43385.058804965694
2013-04-28,1333.94350124428
2013-04-29,909.5219624654892
2013-04-30,1071.0597739333298
2013-05-01,-1409.22772359392
2013-05-02,682.3642282398305
2013-05-03,2618.8523175130313
2013-05-04,-1109.46042505701
2013-05-05,1060.5334039895606
2013-05-06,995.5434614838005
2013-05-07,691.4887303674595
2013-05-08,-3986.7535410070986
2013-05-09,-2388.227924110881
2013-05-10,540.8794564956588
2013-05-11,1142.041762825219
2013-05-12,1764.3921103187104
2013-05-13,855.6871276360989
2013-05-14,-560.8515481738805
2013-05-15,-6945.168751569158
2013-05-16,1370.8955006193
2013-05-17,-6.708172647618994
2013-05-18,767.0548260322712
2013-05-19,1106.9662527435494
2013-05-20,236.76646464226997
2013-05-21,1406.7262221609499
2013-05-22,1799.8947874125106
2013-05-23,-4505.945905933759
2013-05-24,781.2818452379697
2013-05-25,1346.31710189359
2013-05-26,860.4987616938597
2013-05-27,-257.4632626698103
2013-05-28,1333.6269461841412
2013-05-29,-3559.26351015841
2013-05-30,691.222450204049
2013-05-31,2165.0675941033305
2013-06-01,2451.70526052502
2013-06-02,1427.13691335793
2013-06-03,1331.599616760861
2013-06-04,1938.5731202376091
2013-06-05,-4205.027022193939
2013-06-06,2432.41300128438
2013-06-07,-133.66737161906167
2013-06-08,531.8115203079797
2013-06-09,1015.3696200412196
2013-06-10,-120.03224020206017
2013-06-11,1572.2446009751784
2013-06-12,-5515.953618476393
2013-06-13,791.5162426664601
2013-06-14,-2250.0137994902198
2013-06-15,-226.79345276819004
2013-06-16,803.9635265383995
2013-06-17,141.89624186943
2013-06-18,-120.2773246086299
2013-06-19,-6847.802208982049
2013-06-20,506.49594708373024
2013-06-21,535.1171763190505
2013-06-22,773.79898583061
2013-06-23,1662.21818571329
2013-06-24,1017.2782255496304
2013-06-25,-771.0751589401898
2013-06-26,-4834.124953447749
2013-06-27,1330.0863850729302
2013-06-28,-2815.3518994002106
2013-06-29,-3090.208565599838
2013-06-30,-590.4991892183207
2013-07-01,-9008.336514842551
2013-07-02,-1388.8284048278501
2013-07-03,-11536.099454058547
2013-07-04,647.0191045099391
2013-07-05,831.9175079101196
2013-07-06,1926.0590179882302
2013-07-07,1673.1395503702506
2013-07-08,1671.1347021289803
2013-07-09,185.82029718593094
2013-07-10,-3194.9282547643415
2013-07-11,1260.968214750289
2013-07-12,-402.2184667110305
2013-07-13,1347.5925536433797
2013-07-14,1806.5684459821696
2013-07-15,780.3582498297801
2013-07-16,1126.4417590497396
2013-07-17,-3847.8828970023997
2013-07-18,-796.5148536361594
2013-07-19,293.59729680185956
2013-07-20,202.84641474916043
2013-07-21,1128.4617385794809
2013-07-22,317.06990085695907
2013-07-23,106.85297920275934
2013-07-24,-3742.34628854566
2013-07-25,474.50151072530934
2013-07-26,652.9897580079887
2013-07-27,1395.7545955901905
2013-07-28,859.2809735065193
2013-07-29,822.4650357584496
2013-07-30,1279.1488553560494
2013-07-31,-3624.655852916111
2013-08-01,976.9483405568608
2013-08-02,1751.2717749159
2013-08-03,588.00831001589
2013-08-04,1231.0913759774594
2013-08-05,708.4351763461009
2013-08-06,869.2902648450299
2013-08-07,-3842.5700343990093
2013-08-08,1318.2085831959712
2013-08-09,974.1696574292391
2013-08-10,-2071.6125513550505
2013-08-11,2060.1355060719607
2013-08-12,640.7157564003
2013-08-13,1179.0519204512984
2013-08-14,-4615.446247035141
2013-08-15,-1051.9720870687788
2013-08-16,616.2294875013104
2013-08-17,1862.3201457510495
2013-08-18,1291.7673412260292
2013-08-19,-258.4257579089908
2013-08-20,-102.03952478960036
2013-08-21,-1280.1743142821106
2013-08-22,1001.9876067367204
2013-08-23,2647.167117993381
2013-08-24,1906.581039930281
2013-08-25,617.9755649635699
2013-08-26,-393.4618187603801
2013-08-27,-282.7083913664701
2013-08-28,-2325.41802304829
2013-08-29,1360.7964510884094
2013-08-30,-2493.51363654509
2013-08-31,-1621.0562130959715
2013-09-01,1092.5445465245602
2013-09-02,1034.2870255223606
2013-09-03,-268.93094744594964
2013-09-04,-2392.3225957675604
2013-09-05,2322.7592650570696
2013-09-06,-418.3151444010182
2013-09-07,648.1638175508197
2013-09-08,790.6266205647707
2013-09-09,6714.649829167682
2013-09-10,1007.5336323622805
2013-09-11,1192.8697611855387
2013-09-12,1394.7573186336913
2013-09-13,547.6423190586702
2013-09-14,1207.9936132633302
2013-09-15,72.90462372858019
2013-09-16,-177.56895509058995
2013-09-17,119.01174297023135
2013-09-18,-2869.093442064551
2013-09-19,1120.3652283114097
2013-09-20,952.2415064571896
2013-09-21,100.07880409712016
2013-09-22,1494.0141280875705
2013-09-23,1780.2619760420503
2013-09-24,827.7952325993301
2013-09-25,-917.358287819251
2013-09-26,-1146.7069670519495
2013-09-27,863.3760109263485
2013-09-28,2652.17870022972
2013-09-29,-28.243245651599864
2013-09-30,-650.9348981579906
2013-10-01,980.3158277984594
2013-10-02,-4406.413224703679
2013-10-03,547.8564732303203
2013-10-04,302.88850655562965
2013-10-05,540.3971550336801
2013-10-06,1053.3565773363907
2013-10-07,-488.42642909525966
2013-10-08,-771.4182182517307
2013-10-09,-1552.9437727922405
2013-10-10,2681.4122750084707
2013-10-11,-1313.6162273096206
2013-10-12,1957.0761492377296
2013-10-13,955.9224642169593
2013-10-14,-1911.917007634751
2013-10-15,1366.2179699180797
2013-10-16,-1179.8633717715393
2013-10-17,665.6924265741509
2013-10-18,1918.6962340748396
2013-10-19,582.2755200815182
2013-10-20,-1327.5564973986602
2013-10-21,-1896.6086037655286
2013-10-22,-1981.482551153029
2013-10-23,-1460.8285518767516
2013-10-24,1014.54960751833
2013-10-25,925.8193172329593
2013-10-26,2082.5137535514905
2013-10-27,-1637.1266759932405
2013-10-28,468.95833423647946
2013-10-29,-1513.84450185888
2013-10-30,-182.26270481532993
2013-10-31,-842.1232448143592
2013-11-01,-538.97217870034
2013-11-02,375.8776105957304
2013-11-03,1849.8597466543906
2013-11-04,196.24344380493858
2013-11-05,-753.965760804469
2013-11-06,-2510.860949676102
2013-11-07,-1190.117778893491
2013-11-08,-4012.273627285069
2013-11-09,-1982.9829523854205
2013-11-10,-2848.395598187478
2013-11-11,-197.83734439984983
2013-11-12,-276.9702811725401
2013-11-13,-2606.6142580435007
2013-11-14,-1018.3236569820801
2013-11-15,1729.1031625318992
2013-11-16,-1092.8660319833098
2013-11-17,-2756.939445067849
2013-11-18,-3839.31829619747
2013-11-19,-7227.415197840109
2013-11-20,-445.34133705643126
2013-11-21,3571.2633477386007
2013-11-22,-781.561210389209
2013-11-23,-1258.0470185326194
2013-11-24,261.42309346079037
2013-11-25,39.25240980723174
2013-11-26,-4193.7615963545795
2013-11-27,-2623.2515075496303
2013-11-28,-3836.274118511469
2013-11-29,-2422.5321185553094
2013-11-30,1703.3582442042607
2013-12-01,-1703.9590523347988
2013-12-02,-1259.7827063326404
2013-12-03,196.1342321919292
2013-12-04,-244.20654531019045
2013-12-05,2280.147386202001
2013-12-06,-1634.5759744373318
2013-12-07,908.0545483421192
2013-12-08,1392.6423492255208
2013-12-09,-542.9292264412088
2013-12-10,539.2796454558911
2013-12-11,68.41764043266994
2013-12-12,190.84870117279934
2013-12-13,-307.0236738270405
2013-12-14,-153.29266045935128
2013-12-15,156.03748148509112
2013-12-16,213.50427202672108
2013-12-17,-333.66298713272954
2013-12-18,-337.00761778912965
2013-12-19,1409.4690077285113
2013-12-20,728.2559111208902
2013-12-21,247.4052107009593
2013-12-22,1419.0111000738607
2013-12-23,784.8996410519003
2013-12-24,807.4707136391698
2013-12-25,508.7358612442895
2013-12-26,1163.4329844439198
2013-12-27,-162.07348030718003
2013-12-28,76.34357657527016
2013-12-29,265.42320768172885
2013-12-30,576.44097730059
2013-12-31,787.0089204359911
2014-01-01,1044.7550402426696
2014-01-02,-1705.9406393280697
2014-01-03,-1314.8539444608004
2014-01-04,-398.3131935070505
2014-01-05,-2535.913238594031
2014-01-06,-288.4263772909908
2014-01-07,149.11829429544014
2014-01-08,-242.2907841233
2014-01-09,70.53343004722046
2014-01-10,86.11245783626055
2014-01-11,863.7384962167207
2014-01-12,914.9885696446399
2014-01-13,-1187.6415965655697
2014-01-14,1726.4658509179708
2014-01-15,-593.1203118421699
2014-01-16,127.04155153175998
2014-01-17,-468.27494271678006
2014-01-18,642.6126628598613
2014-01-19,-988.6480510328283
2014-01-20,485.1827564285595
2014-01-21,81.97888404222977
2014-01-22,-255.25524182103072
2014-01-23,1235.4525818062293
2014-01-24,-406.305091738951
2014-01-25,1157.8388851484005
2014-01-26,-348.0385790784103
2014-01-27,131.26192215849915
2014-01-28,222.67020079163922
2014-01-29,1283.5201615597489
2014-01-30,-592.9924418476494
2014-01-31,1452.3193466421994
2014-02-01,1309.7610452502286
2014-02-02,1694.0153239224692
2014-02-03,-1329.2045659938394
2014-02-04,445.20727289779006
2014-02-05,402.91299645347954
2014-02-06,626.9481819275998
2014-02-07,462.6049370250812
2014-02-08,-217.95696764624063
2014-02-09,383.5355606179105
2014-02-10,665.4170407355305
2014-02-11,900.3923722140398
2014-02-12,695.8757960457306
2014-02-13,2584.6441098646883
2014-02-14,721.7450075081797
2014-02-15,646.6000652470111
2014-02-16,1014.8522307523099
2014-02-17,1775.5410351400797
2014-02-18,-5114.72606191075
2014-02-19,1634.97790918612
2014-02-20,-305.1517913141306
2014-02-21,-338.3397918800101
2014-02-22,1310.49499463944
2014-02-23,1246.2284967161095
2014-02-24,-964.0141654980889
2014-02-25,-2596.6859725294617
2014-02-26,2837.9113109372493
2014-02-27,-391.54651979019036
2014-02-28,2705.6039252437304
2014-03-01,1209.2625741391803
2014-03-02,-1319.9276110729797
2014-03-03,-5411.22391843942
2014-03-04,-1481.8380989570414
2014-03-05,884.8729944143297
2014-03-06,-371.46953219330953
2014-03-07,-225.46577728228021
2014-03-08,2017.6843295630397
2014-03-09,-748.9456720538001
2014-03-10,107.02873497986002
2014-03-11,338.35034992885903
2014-03-12,388.1130301232806
2014-03-13,718.2309633766808
2014-03-14,464.29346660770034
2014-03-15,1935.813679755479
2014-03-16,-1563.3637286261592
2014-03-17,121.59065521769935
2014-03-18,-1328.8042262282606
2014-03-19,219.43412181981057
2014-03-20,-1057.2464096409303
2014-03-21,884.9388396809309
2014-03-22,-837.4131305107785
2014-03-23,1728.7937796607603
2014-03-24,-1917.6116365670805
2014-03-25,516.7790373461603
2014-03-26,722.59775563123
2014-03-27,-831.4972736071004
2014-03-28,1306.7770210116796
2014-03-29,2560.5045716240797
2014-03-30,-957.8025853898689
2014-03-31,1124.4787789723505
2014-04-01,1573.6915162548898
2014-04-02,645.880136334069
2014-04-03,-931.2907290223211
2014-04-04,2315.02553324199
2014-04-05,2298.9801648592693
2014-04-06,-3586.842861632709
2014-04-07,-431.1088787220706
2014-04-08,-915.3691695661391
2014-04-09,-630.7560788169803
2014-04-10,765.0539518684709
2014-04-11,-743.9726285063207
2014-04-12,1274.4767558397007
2014-04-13,135.08458156190045
2014-04-14,-498.3273612021494
2014-04-15,1470.1485062004813
2014-04-16,289.31824463911016
2014-04-17,-963.4287422096895
2014-04-18,757.1996523881799
2014-04-19,2515.72408802555
2014-04-20,1064.2905361802805
2014-04-21,803.5029879636195
2014-04-22,-2220.23990684448
2014-04-23,1005.27501773738
2014-04-24,720.9663650758812
2014-04-25,-279.3100094825795
2014-04-26,1863.70659527022
2014-04-27,1537.8757331055203
2014-04-28,-752.6439953549007
2014-04-29,1401.40408686014
2014-04-30,-544.6096601086101
2014-05-01,2172.9415147064706
2014-05-02,-1257.5999994290896
2014-05-03,1616.78124893324
2014-05-04,428.91529201299
2014-05-05,-313.61203435097013
2014-05-06,2308.060701500289
2014-05-07,1036.4846340044396
2014-05-08,1740.43821449487
2014-05-09,1233.02107521999
2014-05-10,1585.6160905083507
2014-05-11,1850.0789756902386
2014-05-12,-801.8793682038886
2014-05-13,626.24017680204
2014-05-14,681.7414790031407
2014-05-15,2041.2847280202395
2014-05-16,1854.3317527480003
2014-05-17,1253.1555770787008
2014-05-18,2267.9282421397797
2014-05-19,-4900.276592408112
2014-05-20,-117.80199600705964
2014-05-21,606.4808251132699
2014-05-22,894.14541093567
2014-05-23,-275.92208723683143
2014-05-24,991.9474042858997
2014-05-25,748.5661624559307
2014-05-26,-2431.84612863288
2014-05-27,-375.57250645485055
2014-05-28,1010.8307942460906
2014-05-29,-545.2763114247
2014-05-30,-71.35909058424022
2014-05-31,1817.3913787013794
2014-06-01,487.2768050072009
2014-06-02,263.86095292089067
2014-06-03,625.1882356022015
2014-06-04,343.68788074611166
2014-06-05,-2058.3059929685105
2014-06-06,419.2666969389106
2014-06-07,1939.0629132571403
2014-06-08,732.0716468168794
2014-06-09,235.39717122077946
2014-06-10,173.94875593891902
2014-06-11,-1589.5583857316396
2014-06-12,474.9276419691705
2014-06-13,924.3380721247204
2014-06-14,2235.7522775682396
2014-06-15,2254.5516914598184
2014-06-16,584.5928736162996
2014-06-17,529.8255772508801
2014-06-18,-340.3494595453203
2014-06-19,863.1319385658398
2014-06-20,1522.2479357930906
2014-06-21,2185.77055602598
2014-06-22,2071.5391887154997
2014-06-23,461.7699807681902
2014-06-24,2553.6041616678604
2014-06-25,1828.7820159145394
2014-06-26,1730.0591113894702
2014-06-27,1860.553978988759
2014-06-28,2217.822717565221
2014-06-29,1919.66150899471
2014-06-30,-2286.1281059232506
2014-07-01,-95.10909576769063
2014-07-02,-785.5999820694096
2014-07-03,455.66735953805073
2014-07-04,1487.415227379709
2014-07-05,1178.72228839407
2014-07-06,1818.3151259432198
2014-07-07,-513.4180155328604
2014-07-08,1164.4098519653298
2014-07-09,1914.5146431634512
2014-07-10,394.2309103455409
2014-07-11,1194.9725388820598
2014-07-12,1887.5009980718905
2014-07-13,1693.10292831776
2014-07-14,-774.5726994905499
2014-07-15,1675.4752604089304
2014-07-16,-5228.837350122069
2014-07-17,885.7785028365906
2014-07-18,1466.0542374932102
2014-07-19,2407.7943374473107
2014-07-20,1817.8881328879997
2014-07-21,-5070.97607450838
2014-07-22,765.4870733171792
2014-07-23,341.50997808137936
2014-07-24,730.1590708787489
2014-07-25,1757.92043733532
2014-07-26,1256.74383342606
2014-07-27,-802.9036282544494
2014-07-28,383.1643835849695
2014-07-29,1615.3331611661906
2014-07-30,683.3406921880305
2014-07-31,84.00567117720038
2014-08-01,147.00010420295985
2014-08-02,1279.6408186817098
2014-08-03,1251.5058737096301
2014-08-04,-481.2867332614296
2014-08-05,-3845.9533030028397
2014-08-06,-5646.725484372299
2014-08-07,1960.6511428933795
2014-08-08,265.9515159452503
2014-08-09,1920.0119900962204
2014-08-10,1359.2099834527999
2014-08-11,704.5524913239497
2014-08-12,1669.2055320543905
2014-08-13,373.3408881761602
2014-08-14,894.3417692414496
2014-08-15,324.66371389646883
2014-08-16,2463.5333400219697
2014-08-17,846.5196007340592
2014-08-18,1330.4492603887693
2014-08-19,1576.9067970782708
2014-08-20,-121.38622286809914
2014-08-21,1047.0673695188898
2014-08-22,1060.98405103614
2014-08-23,1623.7903890244697
2014-08-24,117.13411156136135
2014-08-25,-2945.69675084613
2014-08-26,926.5700631008294
2014-08-27,-4613.527417942382
2014-08-28,-179.4775482763498
2014-08-29,-43311.720606669965
2014-08-30,901.0497142726908
2014-08-31,1860.1223068599902
2014-09-01,-9094.253020441149
2014-09-02,651.7556194360286
2014-09-03,1120.0856473182803
2014-09-04,252.0168399703216
2014-09-05,2070.61699100903
2014-09-06,-1907.3555254644189
2014-09-07,773.4214167097398
2014-09-08,761.07199247875
2014-09-09,-908.1497135167301
2014-09-10,-3516.5645529718086
2014-09-11,-2559.483042080339
2014-09-12,-3132.46701828635
2014-09-13,77.00976368222928
2014-09-14,1257.938439727819
2014-09-15,-4781.043333045559
2014-09-16,479.0139093182497
2014-09-17,4104.177181283099
2014-09-18,546.3805101100706
2014-09-19,1563.82111699485
2014-09-20,1990.3484078572606
2014-09-21,1915.8056113628509
2014-09-22,556.0020167215698
2014-09-23,-2.6109151118689624
2014-09-24,-433.72947846028
2014-09-25,1037.2981284500192
2014-09-26,-128.43730528301967
2014-09-27,1731.8124625182627
2014-09-28,-1694.5286776986513
2014-09-29,392.2631657733691
2014-09-30,-1578.9658306780393
2014-10-01,1558.2329635630003
2014-10-02,835.3476397872796
2014-10-03,-3430.877449139719
2014-10-04,1705.8131562887297
2014-10-05,82.23060514137069
2014-10-06,793.3330503275201
2014-10-07,116.21892887841022
2014-10-08,-1046.50156340769
2014-10-09,1519.2207011422797
2014-10-10,-15284.51575936735
2014-10-11,988.4238857188298
2014-10-12,1277.5276479765898
2014-10-13,770.1099871781498
2014-10-14,737.2335511820297
2014-10-15,963.8313456048099
2014-10-16,1845.7755201006003
2014-10-17,-1761.10919076265
2014-10-18,2400.88786118754
2014-10-19,-448.762749777311
2014-10-20,1075.94208540595
2014-10-21,570.1482657050701
2014-10-22,-1653.5307369416996
2014-10-23,2484.8218103870895
2014-10-24,3047.2575293742702
2014-10-25,580.80245932046
2014-10-26,1749.1358453857324
2014-10-27,-885.2464276985193
2014-10-28,95.05935337159008
2014-10-29,-2261.55220321867
2014-10-30,685.1298577504085
2014-10-31,1827.3632412788393
2014-11-01,626.7218457994504
2014-11-02,946.5420214211299
2014-11-03,793.7959923321414
2014-11-04,-12718.650017395099
2014-11-05,-178.97023363382004
2014-11-06,787.2626929466501
2014-11-07,-230.40268994281996
2014-11-08,1944.3638876304203
2014-11-09,1298.8267749267793
2014-11-10,-1842.9524671667987
2014-11-11,-5550.701611625341
2014-11-12,-814.7107229780413
2014-11-13,324.87460181137067
2014-11-14,-2770.6532141080606
2014-11-15,1769.5234121362396
2014-11-16,980.2755805993402
2014-11-17,-18437.41007159197
2014-11-18,-3260.8765195026
2014-11-19,548.1903763648297
2014-11-20,-102.51358636728946
2014-11-21,1593.73850868915
2014-11-22,1651.0872350743211
2014-11-23,1535.1828520598601
2014-11-24,394.17747338585013
2014-11-25,-1131.8717613523404
2014-11-26,-3349.3402025978294
2014-11-27,1320.81663357987
2014-11-28,1258.12289541041
2014-11-29,1700.36895838197
2014-11-30,-1260.23225398275
2014-12-01,-495.0442762040793
2014-12-02,-4285.30777833245
2014-12-03,-68.5877587265195
2014-12-04,-2817.83244021878
2014-12-05,1424.7775371848002
2014-12-06,788.3066847002701
2014-12-07,461.3938799080097
2014-12-08,2088.74985316948
2014-12-09,874.1283657099293
2014-12-10,300.8920702659593
2014-12-11,368.0814371407796
2014-12-12,1698.1825127020725
2014-12-13,1793.1048535781106
2014-12-14,684.8947203987896
2014-12-15,-3241.8889851719086
2014-12-16,816.5024028199014
2014-12-17,1371.9383955526291
2014-12-18,489.25669665705027
2014-12-19,-1326.3308648456104
2014-12-20,1304.9252446281903
2014-12-21,-4429.61872582656
2014-12-22,-978.2922259487677
2014-12-23,-6207.21166572958
2014-12-24,540.9292447902199
2014-12-25,1060.7223056713506
2014-12-26,428.1509231234295
2014-12-27,1239.2249959267401
2014-12-28,3675.7025788636997
2014-12-29,282.4530664475287
2014-12-30,1239.7381640835697
