t,transactions_transfers_volume_miners_net
2014-12-31,427.93731886572095
2015-01-01,1885.7362125739696
2015-01-02,18.08022041151071
2015-01-03,319.73715355287095
2015-01-04,579.50713829078
2015-01-05,734.0493941515497
2015-01-06,694.5075375151091
2015-01-07,-397.76843310590084
2015-01-08,-6888.051523810571
2015-01-09,797.8998909604602
2015-01-10,1506.7271983515502
2015-01-11,1836.82556856286
2015-01-12,574.9598675983598
2015-01-13,170.4443355043304
2015-01-14,-565.5152145371585
2015-01-15,-8293.769563677302
2015-01-16,1653.4442022755702
2015-01-17,1119.3153406138895
2015-01-18,1384.89439770613
2015-01-19,1899.0139287722504
2015-01-20,-150.90536784106052
2015-01-21,-10432.52239118695
2015-01-22,244.6838078708006
2015-01-23,885.2828465227203
2015-01-24,1378.9217729409888
2015-01-25,576.68312558558
2015-01-26,1113.6324122833003
2015-01-27,-2027.0471279025987
2015-01-28,-2646.8522838746503
2015-01-29,-308.15987139705976
2015-01-30,-1567.9516783484205
2015-01-31,1238.88769897163
2015-02-01,801.9499905632601
2015-02-02,68.94984982220922
2015-02-03,-144.0648334132611
2015-02-04,-1183.2614312268797
2015-02-05,-816.34674357944
2015-02-06,2022.7384017639702
2015-02-07,736.6267150586505
2015-02-08,-2659.520874023059
2015-02-09,1196.6995019782503
2015-02-10,-4400.187181032841
2015-02-11,127.24440607605993
2015-02-12,-1759.5897121934195
2015-02-13,-2325.52667521088
2015-02-14,1281.5200232840189
2015-02-15,820.8991389692505
2015-02-16,784.7365055713199
2015-02-17,1464.8825601827807
2015-02-18,1034.3687796939194
2015-02-19,-143.17948545513082
2015-02-20,1597.20727896187
2015-02-21,513.7105109100698
2015-02-22,1672.0888759623404
2015-02-23,730.6098961042198
2015-02-24,-1553.5975856040404
2015-02-25,-495.1557322662993
2015-02-26,335.75178653940975
2015-02-27,916.4449034149793
2015-02-28,-378.7652703378799
2015-03-01,534.0642591264896
2015-03-02,-7501.92698320444
2015-03-03,-2094.41954412193
2015-03-04,542.7148301000097
2015-03-05,-163.55351563576914
2015-03-06,956.1047351274701
2015-03-07,1173.1198416813195
2015-03-08,919.51016633276
2015-03-09,-2559.569147555221
2015-03-10,733.5221123526594
2015-03-11,988.8273786641394
2015-03-12,657.83090303977
2015-03-13,-502.8288376649589
2015-03-14,743.7399867264903
2015-03-15,726.2805085146301
2015-03-16,-568.6992941150493
2015-03-17,-2288.79661104457
2015-03-18,-185.71056275550018
2015-03-19,378.5611988455603
2015-03-20,692.0052088890507
2015-03-21,1024.7569688117092
2015-03-22,616.6267638690101
2015-03-23,587.1360044837002
2015-03-24,-895.5714879805801
2015-03-25,986.184014464689
2015-03-26,-158.3282279130608
2015-03-27,1531.32647566261
2015-03-28,1187.9163690941996
2015-03-29,1039.0710502530997
2015-03-30,-546.7155382788997
2015-03-31,463.8639439939002
2015-04-01,-682.5576772050899
2015-04-02,-2994.61822084281
2015-04-03,1106.1192695770296
2015-04-04,1195.88447709599
2015-04-05,905.6206580531207
2015-04-06,-375.22467187346
2015-04-07,-107.50718451809917
2015-04-08,379.3723679659097
2015-04-09,987.0434226936591
2015-04-10,1256.0444850783501
2015-04-11,1183.3621979611203
2015-04-12,547.5085694968402
2015-04-13,-4601.054153708479
2015-04-14,159.7550782774806
2015-04-15,-98.0403392774897
2015-04-16,-565.2297231900302
2015-04-17,292.35654056765
2015-04-18,281.17282701367003
2015-04-19,752.3368243598502
2015-04-20,508.2852239294689
2015-04-21,1316.2334396050996
2015-04-22,-348.02174956696035
2015-04-23,793.2677166533504
2015-04-24,479.44662918586073
2015-04-25,858.76711053913
2015-04-26,1053.7589310764106
2015-04-27,-1090.7108132306212
2015-04-28,1.2034327602405028
2015-04-29,574.09160836005
2015-04-30,232.00475342578056
2015-05-01,147.15352087537212
2015-05-02,618.12953027514
2015-05-03,502.82122582771035
2015-05-04,-1738.9095745433797
2015-05-05,42.78132594262024
2015-05-06,1200.2352560038103
2015-05-07,52.529977362249156
2015-05-08,984.8927403219996
2015-05-09,-78.42001980282976
2015-05-10,511.1461705163597
2015-05-11,-10424.180031687192
2015-05-12,-767.91762768846
2015-05-13,555.2115058638892
2015-05-14,780.1729748256494
2015-05-15,1129.0950757144597
2015-05-16,733.3139539852205
2015-05-17,1383.9196731706002
2015-05-18,333.4084071533407
2015-05-19,-902.7625714760397
2015-05-20,595.6750293695709
2015-05-21,152.57141377198968
2015-05-22,410.7527031657896
2015-05-23,304.97937970797057
2015-05-24,747.8618041076211
2015-05-25,882.5206484853893
2015-05-26,-61.46886000068025
2015-05-27,-1087.3756350217595
2015-05-28,559.9967122516605
2015-05-29,-414.5013321567103
2015-05-30,167.45596093386985
2015-05-31,555.3742626500607
2015-06-01,-8993.81437172953
2015-06-02,1753.2004150765306
2015-06-03,397.88019207705975
2015-06-04,929.189674302449
2015-06-05,761.4680307509793
2015-06-06,1151.489566569781
2015-06-07,1041.1302747546301
2015-06-08,-1574.7648069388488
2015-06-09,166.1933950513103
2015-06-10,-1304.54943131839
2015-06-11,355.75491951369986
2015-06-12,1049.1456117634498
2015-06-13,1071.8949459747087
2015-06-14,577.6869341051497
2015-06-15,-5496.90215318222
2015-06-16,-3004.1221520700606
2015-06-17,590.75306709914
2015-06-18,-790.78629977328
2015-06-19,-9839.390880770941
2015-06-20,723.94720070942
2015-06-21,681.2256773618406
2015-06-22,494.77972898737016
2015-06-23,-1797.9870562031801
2015-06-24,1307.7527147328906
2015-06-25,884.3540610949808
2015-06-26,1363.2650291826603
2015-06-27,1530.5685957297283
2015-06-28,797.7774927467594
2015-06-29,1044.4589105309706
2015-06-30,67.19447319877008
2015-07-01,-266.4482410307901
2015-07-02,8.526958989420564
2015-07-03,1556.1340047590488
2015-07-04,1764.8229258889492
2015-07-05,1180.50839156157
2015-07-06,-3101.366051790151
2015-07-07,879.5652677152793
2015-07-08,-12032.342885161761
2015-07-09,-236.26664771641026
2015-07-10,722.8172851106501
2015-07-11,1346.5546855799603
2015-07-12,1361.7847402299894
2015-07-13,10.755650329940181
2015-07-14,503.66635819781004
2015-07-15,733.8886347036291
2015-07-16,-328.0725609355104
2015-07-17,-1298.9927022541801
2015-07-18,1419.8899242967796
2015-07-19,-189.397413398131
2015-07-20,653.4397494500199
2015-07-21,1101.7874543827265
2015-07-22,1668.0751361410298
2015-07-23,1079.79585742182
2015-07-24,1253.5796360752806
2015-07-25,-18333.69142425325
2015-07-26,1156.8453110638393
2015-07-27,-1731.2902651845698
2015-07-28,-1973.93242279364
2015-07-29,1285.33562772384
2015-07-30,1158.66195375091
2015-07-31,-3831.522841044379
2015-08-01,1695.4634001165905
2015-08-02,1410.3811206920568
2015-08-03,-1885.0087729912093
2015-08-04,731.2606461138998
2015-08-05,-439.03113354054994
2015-08-06,465.6670729133675
2015-08-07,1423.2083996266879
2015-08-08,-11260.31053125854
2015-08-09,1100.5680432768195
2015-08-10,-204.18877506667923
2015-08-11,199.27043205209975
2015-08-12,353.0535528987102
2015-08-13,1646.999885047443
2015-08-14,1159.79413594357
2015-08-15,1185.12518594817
2015-08-16,1031.4108341885399
2015-08-17,1905.1710920730507
2015-08-18,-775.9334865955998
2015-08-19,1501.2634732924207
2015-08-20,915.1573074735702
2015-08-21,1885.6402648472704
2015-08-22,-447.6245915219906
2015-08-23,1887.142828653957
2015-08-24,996.0596130938397
2015-08-25,-6386.22126270755
2015-08-26,1964.0967935806007
2015-08-27,1763.5569938328722
2015-08-28,1185.067373772355
2015-08-29,1571.2283091027684
2015-08-30,1066.58792466768
2015-08-31,-4340.9640746141595
2015-09-01,-666.3381494944797
2015-09-02,621.9607934389196
2015-09-03,510.14025734138977
2015-09-04,1154.5461264644314
2015-09-05,991.2336645917894
2015-09-06,658.6364175129697
2015-09-07,220.5119415911704
2015-09-08,-6948.826898861132
2015-09-09,1384.9523909201998
2015-09-10,-3964.1897667369103
2015-09-11,1354.8851490381667
2015-09-12,1115.0838093587472
2015-09-13,615.2349384019999
2015-09-14,2106.1527472728417
2015-09-15,1462.6844171012299
2015-09-16,112.5051100246801
2015-09-17,242.35306496826024
2015-09-18,611.9958657882398
2015-09-19,840.0354193928206
2015-09-20,369.8239550150297
2015-09-21,-1258.3333670032202
2015-09-22,1386.8355118148893
2015-09-23,2026.251649067005
2015-09-24,337.9810979828203
2015-09-25,-6077.699451753961
2015-09-26,1205.8556331794994
2015-09-27,1875.2868226530118
2015-09-28,-2119.551388358849
2015-09-29,444.04321928464924
2015-09-30,1372.9503783963296
2015-10-01,1468.5851315568248
2015-10-02,-1155.63698993475
2015-10-03,1445.5354733681897
2015-10-04,1424.0139382770199
2015-10-05,-543.3737929243498
2015-10-06,-1419.182630239401
2015-10-07,-4199.705208531521
2015-10-08,-631.7348950221494
2015-10-09,1138.1128060381384
2015-10-10,576.3544319462108
2015-10-11,1046.1952219444597
2015-10-12,-9765.2649588889
2015-10-13,1472.06017197227
2015-10-14,-665.2998867384204
2015-10-15,1829.5591374983196
2015-10-16,925.87513333057
2015-10-17,941.4526104633405
2015-10-18,1480.5922681868906
2015-10-19,-7589.554963561101
2015-10-20,1850.02203002845
2015-10-21,1283.5016953652798
2015-10-22,1201.6946899286704
2015-10-23,1597.047253166671
2015-10-24,-4058.945251135814
2015-10-25,1210.31072981245
2015-10-26,1363.2133482011095
2015-10-27,-377.38511586046934
2015-10-28,626.1207192052802
2015-10-29,-5669.31187774838
2015-10-30,1748.4164056519594
2015-10-31,1440.2690110600997
2015-11-01,2263.11766595575
2015-11-02,-6752.140093512051
2015-11-03,-1212.7659081523088
2015-11-04,-5189.60665729333
2015-11-05,-4430.752060346979
2015-11-06,-3237.235048201289
2015-11-07,1399.5925260634099
2015-11-08,1372.386431503497
2015-11-09,1094.3509073184296
2015-11-10,-2299.3455193546897
2015-11-11,-709.2175112657796
2015-11-12,1706.820019738349
2015-11-13,129.0269709040922
2015-11-14,1027.8641346527897
2015-11-15,1258.4985563150499
2015-11-16,-1052.8894195462008
2015-11-17,-1557.8037325490704
2015-11-18,1064.5663092381096
2015-11-19,496.4905075926399
2015-11-20,654.2145873273903
2015-11-21,1844.7206461582823
2015-11-22,2215.6521999332863
2015-11-23,-1003.4063742851913
2015-11-24,1049.4378833464698
2015-11-25,644.1589589866389
2015-11-26,-5513.207706251541
2015-11-27,-6621.099173955721
2015-11-28,1490.8057379728502
2015-11-29,1142.4451950530506
2015-11-30,426.8245843463392
2015-12-01,-32.001610815740605
2015-12-02,1221.393076644481
2015-12-03,759.9226337916098
2015-12-04,1526.6352036931194
2015-12-05,1838.39311954087
2015-12-06,-2758.7168276788198
2015-12-07,-1207.8738330074802
2015-12-08,-2039.878615748139
2015-12-09,1376.4138920933506
2015-12-10,1270.27320604545
2015-12-11,937.0742478500497
2015-12-12,38.90562796209997
2015-12-13,1301.052862026871
2015-12-14,222.4728707660597
2015-12-15,1822.6289002848107
2015-12-16,1251.344256100519
2015-12-17,796.8802092476608
2015-12-18,1505.0027371817096
2015-12-19,441.6532233365424
2015-12-20,1766.02765901551
2015-12-21,-9338.84284176865
2015-12-22,-576.6011014683891
2015-12-23,1546.1223558292018
2015-12-24,1223.1011223932205
2015-12-25,1900.55973009542
2015-12-26,1115.5952333832506
2015-12-27,2577.5704451962492
2015-12-28,-4839.272563009688
2015-12-29,1338.12995958393
2015-12-30,1628.41536530555
2015-12-31,-2357.6730479140597
2016-01-01,946.4969262964746
2016-01-02,1351.3269697966898
2016-01-03,586.1261735017001
2016-01-04,1677.2628085207598
2016-01-05,298.493996399201
2016-01-06,-5290.893369439571
2016-01-07,-716.993679784041
2016-01-08,1661.9425679032597
2016-01-09,1072.3165840345487
2016-01-10,1496.7581561567313
2016-01-11,64.90536232841805
2016-01-12,609.7251410310419
2016-01-13,1365.917018030178
2016-01-14,-1417.2390761484912
2016-01-15,937.044561267387
2016-01-16,1400.9118078202955
2016-01-17,1650.3163193462265
2016-01-18,1957.10468806872
2016-01-19,1057.934133758998
2016-01-20,-4561.821994245342
2016-01-21,386.68971750466153
2016-01-22,1867.19585273424
2016-01-23,1883.9500647383784
2016-01-24,1467.3094079325506
2016-01-25,1208.0138363211695
2016-01-26,1555.3164736271397
2016-01-27,1379.9755802011296
2016-01-28,-3145.2492247124646
2016-01-29,-1887.8401689796692
2016-01-30,2841.9712238805005
2016-01-31,-949.5966469488403
2016-02-01,1222.9291348493798
2016-02-02,600.1398562548002
2016-02-03,707.8345151920294
2016-02-04,1357.8564715786201
2016-02-05,-10635.85945918234
2016-02-06,-6496.128860893279
2016-02-07,1412.6129443393997
2016-02-08,1080.7016905283608
2016-02-09,-4416.041349234519
2016-02-10,1527.6123678270833
2016-02-11,2779.876551449605
2016-02-12,-901.95549756131
2016-02-13,-3184.64158968067
2016-02-14,995.8255705276297
2016-02-15,-1571.7367115650104
2016-02-16,-2411.264474887383
2016-02-17,-315.24607236277916
2016-02-18,-5484.65835474127
2016-02-19,1283.4626981304218
2016-02-20,853.2722834307497
2016-02-21,712.6957329648326
2016-02-22,685.3165047847883
2016-02-23,1883.5203440242994
2016-02-24,-3153.05926412786
2016-02-25,1408.7400131481095
2016-02-26,1238.91168217408
2016-02-27,-830.9656884412398
2016-02-28,377.7574210603884
2016-02-29,1517.3182785383847
2016-03-01,1086.9893701516999
2016-03-02,1995.9762562897554
2016-03-03,867.7789626227604
2016-03-04,1447.6152251778158
2016-03-05,-1138.9736052577873
2016-03-06,1408.5488291693891
2016-03-07,-12125.900469074211
2016-03-08,1427.3720123125863
2016-03-09,2185.5102743161697
2016-03-10,1495.167077566347
2016-03-11,1425.9491237165012
2016-03-12,-576.6608202677339
2016-03-13,1063.836825499352
2016-03-14,737.6869279026805
2016-03-15,-3371.579391963941
2016-03-16,1213.9453470631397
2016-03-17,886.4736654779094
2016-03-18,745.4353186576709
2016-03-19,1111.2814710341622
2016-03-20,-1302.3810380262603
2016-03-21,554.3528569100804
2016-03-22,859.20437860724
2016-03-23,1239.5133203151008
2016-03-24,-3044.5523848020703
2016-03-25,1315.7796428977426
2016-03-26,1108.5684313237643
2016-03-27,1046.100480958965
2016-03-28,1832.7536994744196
2016-03-29,1412.7333970009408
2016-03-30,869.6363349616499
2016-03-31,492.67906760908
2016-04-01,1301.4437743447334
2016-04-02,1244.0521331089012
2016-04-03,1183.628677998944
2016-04-04,1561.5858372583502
2016-04-05,-3598.054657715381
2016-04-06,1646.4110740996566
2016-04-07,695.3240976100496
2016-04-08,1246.6504527492511
2016-04-09,1255.4412479101402
2016-04-10,1505.1059102678723
2016-04-11,964.4072897086658
2016-04-12,1379.8177216674599
2016-04-13,1205.3430276024105
2016-04-14,-999.6971601019504
2016-04-15,555.1391840414658
2016-04-16,-21183.66348144543
2016-04-17,3092.9532734367554
2016-04-18,-1667.0192214792405
2016-04-19,1228.58049741584
2016-04-20,1540.1449811417478
2016-04-21,-358.0969328091496
2016-04-22,1041.0347297432309
2016-04-23,50.448318378819295
2016-04-24,1942.4897406739185
2016-04-25,-603.9775028097802
2016-04-26,-3271.993530433904
2016-04-27,850.2744877845421
2016-04-28,279.31316129242987
2016-04-29,1549.4932053604043
2016-04-30,64.8854114311398
2016-05-01,2440.699234007756
2016-05-02,-209.69626406482985
2016-05-03,1277.7772091428787
2016-05-04,1419.4951198972203
2016-05-05,1219.5357423454552
2016-05-06,205.87955660629996
2016-05-07,1393.0218958281603
2016-05-08,1097.0082226757004
2016-05-09,367.9214293236191
2016-05-10,-24.060629194740613
2016-05-11,606.30790495783
2016-05-12,-5969.50761223403
2016-05-13,203.4593847660799
2016-05-14,724.4082073987697
2016-05-15,906.1290170573952
2016-05-16,938.93571693172
2016-05-17,985.5552321831192
2016-05-18,1162.2574451988094
2016-05-19,123.9927450885798
2016-05-20,1535.6791787789898
2016-05-21,76.02201552511997
2016-05-22,2623.5132260152086
2016-05-23,-3053.6908423040104
2016-05-24,264.14768733653
2016-05-25,791.3801155831102
2016-05-26,764.2611389240501
2016-05-27,642.1669502718496
2016-05-28,336.3995158241105
2016-05-29,1125.7714803974009
2016-05-30,-919.9244783882205
2016-05-31,-1044.0269117610205
2016-06-01,-3793.83618618079
2016-06-02,1177.326247908481
2016-06-03,1901.8726452623205
2016-06-04,-825.3295378969597
2016-06-05,1685.10358597936
2016-06-06,1379.96241651348
2016-06-07,-696.912192962729
2016-06-08,1202.5301232561296
2016-06-09,1296.8690320737296
2016-06-10,649.3214834290902
2016-06-11,1697.5477789268602
2016-06-12,-2155.476775788973
2016-06-13,-21838.366719291436
2016-06-14,1527.297940840459
2016-06-15,-2521.456228384409
2016-06-16,339.7413652567593
2016-06-17,995.2812209504891
2016-06-18,1103.40485922879
2016-06-19,172.02340172460117
2016-06-20,-5867.188964092079
2016-06-21,253.92242091795015
2016-06-22,946.3744360198102
2016-06-23,562.9330673122804
2016-06-24,1409.4133779043996
2016-06-25,1661.0892365027398
2016-06-26,967.9994231358601
2016-06-27,877.9746339007602
2016-06-28,-1253.7955380952499
2016-06-29,-3237.44045213327
2016-06-30,822.4287350784307
2016-07-01,127.60818474612825
2016-07-02,1115.7647495421402
2016-07-03,1086.7532130227592
2016-07-04,494.375934854389
2016-07-05,395.7007288072391
2016-07-06,1005.9644793840193
2016-07-07,-1419.1339820510402
2016-07-08,589.247751913701
2016-07-09,1031.8563669720797
2016-07-10,-2286.2599538401896
2016-07-11,-1872.34806781714
2016-07-12,32.28204208055013
2016-07-13,375.0325617825122
2016-07-14,417.953731201565
2016-07-15,-2676.932684473691
2016-07-16,855.8977893126134
2016-07-17,-66.08840751148182
2016-07-18,858.8997766950397
2016-07-19,-715.5901636947297
2016-07-20,62.52564026837217
2016-07-21,451.65262883123796
2016-07-22,365.70377194991033
2016-07-23,716.0385220243527
2016-07-24,375.55026293033416
2016-07-25,448.75764184983336
2016-07-26,569.6569317364304
2016-07-27,-298.06111326539076
2016-07-28,911.2890216934495
2016-07-29,-1409.1929687047054
2016-07-30,807.2573638190149
2016-07-31,347.66762508717056
2016-08-01,1172.4941655187304
2016-08-02,-1173.03175041435
2016-08-03,2498.8155489311503
2016-08-04,187.36826934335477
2016-08-05,201.80749560266895
2016-08-06,388.23903676186
2016-08-07,-370.0000252201303
2016-08-08,314.2924421840971
2016-08-09,-1190.645294798141
2016-08-10,-8201.51395815656
2016-08-11,760.8009995933464
2016-08-12,-1171.6968376198956
2016-08-13,503.56656357911015
2016-08-14,542.1571394191647
2016-08-15,-442.6777329842889
2016-08-16,-166.56922528210998
2016-08-17,367.2565372398749
2016-08-18,-1358.0959727229197
2016-08-19,89.1276697805381
2016-08-20,375.64398122175066
2016-08-21,482.36371073542205
2016-08-22,-2560.0675247828012
2016-08-23,-1098.3219506495502
2016-08-24,-1240.3635730771316
2016-08-25,146.39001754344918
2016-08-26,226.31231020899895
2016-08-27,501.5504150023737
2016-08-28,401.81970167370173
2016-08-29,-119.47696658737732
2016-08-30,240.90864390811112
2016-08-31,-2023.5634938573905
2016-09-01,317.4858276049358
2016-09-02,463.0079688827209
2016-09-03,129.88048818626612
2016-09-04,509.9124903435111
2016-09-05,-563.8618922598969
2016-09-06,292.94624956555003
2016-09-07,-98.42215894149376
2016-09-08,307.44252349142016
2016-09-09,425.7359365827772
2016-09-10,88.35781096674214
2016-09-11,-11.983780623919756
2016-09-12,225.55416250974804
2016-09-13,411.31099000797417
2016-09-14,53.04821372286824
2016-09-15,512.8239353615131
2016-09-16,850.6618164003567
2016-09-17,-28.47073451160668
2016-09-18,-3350.3009685704333
2016-09-19,-1079.8699455277358
2016-09-20,539.0417922050883
2016-09-21,268.28386289051605
2016-09-22,348.3068059238758
2016-09-23,-308.87614582072
2016-09-24,539.8133093459899
2016-09-25,574.7459038482007
2016-09-26,217.11170956453566
2016-09-27,-41.26869234483593
2016-09-28,385.57646437389303
2016-09-29,470.9978969566521
2016-09-30,-636.2385504033891
2016-10-01,800.1104176928327
2016-10-02,363.6111867130621
2016-10-03,-3497.111492215925
2016-10-04,8.183287433661008
2016-10-05,396.4485395111983
2016-10-06,436.67640778143345
2016-10-07,-1953.8859923816265
2016-10-08,-107.95119877190746
2016-10-09,786.3410120032122
2016-10-10,-698.5409235667069
2016-10-11,-655.8861106258
2016-10-12,-337.3937801773095
2016-10-13,-375.4918309743557
2016-10-14,-3363.8717393535694
2016-10-15,287.3551272773043
2016-10-16,426.33593380868
2016-10-17,475.61411040998587
2016-10-18,-2457.7543612154673
2016-10-19,392.3910765396042
2016-10-20,306.3429150102238
2016-10-21,646.7141764820217
2016-10-22,307.1965031225359
2016-10-23,16.601104021815445
2016-10-24,-60.75639223676376
2016-10-25,127.77424939927027
2016-10-26,146.348803915487
2016-10-27,30.124540902389526
2016-10-28,-1618.8248642765948
2016-10-29,-372.48628533630426
2016-10-30,720.8817934834124
2016-10-31,383.61945295788496
2016-11-01,-575.7262760269248
2016-11-02,234.85514436516792
2016-11-03,203.60376542865015
2016-11-04,215.86084538121395
2016-11-05,-207.42422842477777
2016-11-06,740.0907108387455
2016-11-07,-85.6729792132312
2016-11-08,362.39580363738196
2016-11-09,-2527.211531049844
2016-11-10,473.79573070478546
2016-11-11,189.5166422062689
2016-11-12,-256.3914358885313
2016-11-13,350.0085165458122
2016-11-14,824.368492838445
2016-11-15,252.48349871042365
2016-11-16,-441.77822907005657
2016-11-17,224.39163663075578
2016-11-18,-91.80481172533837
2016-11-19,417.92892269660433
2016-11-20,225.375190875807
2016-11-21,-725.7408619078142
2016-11-22,-67.63919163957507
2016-11-23,-788.2158509968699
2016-11-24,469.21784131513914
2016-11-25,547.7544844361651
2016-11-26,669.8871276922541
2016-11-27,-186.9800000345872
2016-11-28,-473.1741265299802
2016-11-29,457.41161157995725
2016-11-30,-327.69608802997436
2016-12-01,404.30097374984894
2016-12-02,215.63896556520717
2016-12-03,586.2011212578077
2016-12-04,-2678.638822947451
2016-12-05,218.8846792118602
2016-12-06,411.43943581675603
2016-12-07,-465.7855900077602
2016-12-08,225.56646156459465
2016-12-09,-189.48822497497122
2016-12-10,-420.8748185754648
2016-12-11,1316.5505345706893
2016-12-12,910.4876830566529
2016-12-13,-463.979001008639
2016-12-14,2.8008706829300536
2016-12-15,-411.4017579641909
2016-12-16,-333.5013888194769
2016-12-17,-607.2875152035404
2016-12-18,444.5369116633749
2016-12-19,-1118.4262345711722
2016-12-20,-420.3413734381702
2016-12-21,459.72433804629054
2016-12-22,-1704.7769173176202
2016-12-23,-483.10079678974625
2016-12-24,297.0449072628385
2016-12-25,412.47044756738774
2016-12-26,79.66932465937998
2016-12-27,-1616.859039236681
2016-12-28,-811.0642836129146
2016-12-29,393.8427148040339
2016-12-30,19.03031588097656
2016-12-31,-885.4642454666914
2017-01-01,1960.8210843523962
2017-01-02,214.01351420231686
2017-01-03,-1471.4977605423815
2017-01-04,-988.6241233149603
2017-01-05,-2432.4812224193793
2017-01-06,9.729118781948728
2017-01-07,460.30487756503953
2017-01-08,698.222659437904
2017-01-09,-376.90345926714417
2017-01-10,619.8423536394257
2017-01-11,-3456.51953969015
2017-01-12,532.1848378327693
2017-01-13,188.79681684486968
2017-01-14,429.5408724370959
2017-01-15,601.5202562066952
2017-01-16,440.4051267794289
2017-01-17,443.6537150935005
2017-01-18,429.8825132406603
2017-01-19,573.8061702710972
2017-01-20,758.5322504408205
2017-01-21,420.8647614964302
2017-01-22,704.394065119671
2017-01-23,-229.3614033887261
2017-01-24,-10.562529377793908
2017-01-25,971.646930965328
2017-01-26,-168.80013983646768
2017-01-27,864.6371237525727
2017-01-28,-25.35656228389462
2017-01-29,-1586.3250192495439
2017-01-30,226.6958296885805
2017-01-31,109.97591228909846
2017-02-01,181.8279277337665
2017-02-02,697.388886202308
2017-02-03,-217.0540824412792
2017-02-04,-479.7089509997245
2017-02-05,-36.11329543520469
2017-02-06,53.358125316661926
2017-02-07,688.9286827413027
2017-02-08,-9349.835246201223
2017-02-09,1195.8653836328135
2017-02-10,1283.6373588875454
2017-02-11,97.91806913865526
2017-02-12,779.7708719693724
2017-02-13,-504.23170506198903
2017-02-14,1010.4332215671193
2017-02-15,134.7863225486792
2017-02-16,-795.9341132720369
2017-02-17,19.720768261190187
2017-02-18,626.2317242792581
2017-02-19,852.673149583748
2017-02-20,493.86184250117526
2017-02-21,-265.21212560972344
2017-02-22,-2474.1405285012775
2017-02-23,447.5130274842345
2017-02-24,-168.45339431419097
2017-02-25,1030.8610320847065
2017-02-26,706.0293667826504
2017-02-27,-136.13597618027643
2017-02-28,693.3025234254146
2017-03-01,-978.9358895854375
2017-03-02,-468.1853613934163
2017-03-03,-557.6786623189132
2017-03-04,74.38519859191365
2017-03-05,949.9318403366392
2017-03-06,-974.1265075632591
2017-03-07,392.69378915599714
2017-03-08,-1062.467321575039
2017-03-09,547.6306979766798
2017-03-10,-783.8289535819686
2017-03-11,1057.4670232111098
2017-03-12,337.0614928578011
2017-03-13,687.0057572559051
2017-03-14,-789.1579663969337
2017-03-15,619.9683422135251
2017-03-16,626.5042192254932
2017-03-17,834.9749636948623
2017-03-18,148.18900317121188
2017-03-19,-447.36638161498104
2017-03-20,110.60553038177454
2017-03-21,527.7090701349671
2017-03-22,488.0572328384533
2017-03-23,-5604.392191738161
2017-03-24,181.55462471332157
2017-03-25,835.1255078004601
2017-03-26,389.7397227944484
2017-03-27,-460.16090645417125
2017-03-28,-726.3089034322475
2017-03-29,-5236.944557325231
2017-03-30,1237.597946629348
2017-03-31,481.4442228045202
2017-04-01,-1092.8461787720398
2017-04-02,976.4098804213018
2017-04-03,632.6404477714427
2017-04-04,415.157368821948
2017-04-05,-63.5623298807991
2017-04-06,-105.19114587058948
2017-04-07,-743.5766795323384
2017-04-08,799.8028199314283
2017-04-09,605.4087634986997
2017-04-10,151.5410986727352
2017-04-11,1366.8338420554562
2017-04-12,-184.99728349741235
2017-04-13,-3951.6806608964916
2017-04-14,-1444.3111301817485
2017-04-15,-240.95678863280955
2017-04-16,422.18884526798
2017-04-17,-337.5000346685724
2017-04-18,-1409.738766880107
2017-04-19,500.34785508210007
2017-04-20,214.03653591041484
2017-04-21,656.0695218559256
2017-04-22,21.343290424753377
2017-04-23,939.5345996154501
2017-04-24,249.10042885553025
2017-04-25,729.3458618232644
2017-04-26,-1647.9556873780502
2017-04-27,648.5406592838312
2017-04-28,-897.7582916124215
2017-04-29,119.24087684339793
2017-04-30,219.42625394365223
2017-05-01,483.83130747639143
2017-05-02,-2111.375778433575
2017-05-03,-3050.6337251339287
2017-05-04,1343.657859435646
2017-05-05,-258.0159088140781
2017-05-06,901.8869383606398
2017-05-07,95.7911663858822
2017-05-08,1091.791544502431
2017-05-09,-3576.454554953917
2017-05-10,226.05189859440952
2017-05-11,-83.13969293915488
2017-05-12,-330.48425956815845
2017-05-13,-4.096841082433457
2017-05-14,149.17665483953806
2017-05-15,-2219.6000120864383
2017-05-16,-1702.396767900469
2017-05-17,-1251.8388840018156
2017-05-18,-832.1986677735244
2017-05-19,744.8627185317746
2017-05-20,1312.66536775952
2017-05-21,-1921.2527231713716
2017-05-22,-714.8071313016935
2017-05-23,-2639.9885696506185
2017-05-24,-3623.332388368115
2017-05-25,344.58345116410874
2017-05-26,784.3856642348951
2017-05-27,411.6629845441021
2017-05-28,105.57636994879385
2017-05-29,-96.27823855924453
2017-05-30,747.9264060940518
2017-05-31,-1121.4040773496654
2017-06-01,1307.8980860168726
2017-06-02,169.3297574971557
2017-06-03,-25.68395641215284
2017-06-04,752.5113838219763
2017-06-05,-430.31166207636716
2017-06-06,-1629.7370254919433
2017-06-07,-470.57450222096986
2017-06-08,-2673.6285446516217
2017-06-09,328.95969979513484
2017-06-10,-271.5961425546475
2017-06-11,466.5562964999658
2017-06-12,15.64712450518391
2017-06-13,-3295.9697893150033
2017-06-14,92.14536576605451
2017-06-15,-296.94241887143335
