t,market_mvrv_less_155
2010-07-17,0.999999985950726
2010-07-18,1.39530206499361
2010-07-19,1.04916639865485
2010-07-20,0.966367460810932
2010-07-21,1.04889468735727
2010-07-22,0.900046994460738
2010-07-23,0.896988247416401
2010-07-24,0.83307543239703
2010-07-25,0.789142945984223
2010-07-26,0.914404656490738
2010-07-27,0.979886571929241
2010-07-28,0.962504859874425
2010-07-29,1.12953762114547
2010-07-30,1.04068611375529
2010-07-31,1.09746394350123
2010-08-01,0.986142470508541
2010-08-02,0.967186986788679
2010-08-03,0.968936367196625
2010-08-04,0.938212274887148
2010-08-05,0.989486036635387
2010-08-06,1.00705394203598
2010-08-07,0.957633629491019
2010-08-08,0.989475649872239
2010-08-09,1.14114074513035
2010-08-10,1.07312230835711
2010-08-11,1.06448802499167
2010-08-12,1.11226153468291
2010-08-13,1.0210496364943
2010-08-14,1.05918854285036
2010-08-15,1.03072713494565
2010-08-16,1.03360609230732
2010-08-17,1.10244191276425
2010-08-18,1.06546645804413
2010-08-19,1.04380454674262
2010-08-20,1.02521956624471
2010-08-21,1.03962066742661
2010-08-22,1.03390132592872
2010-08-23,1.01611178611401
2010-08-24,1.01691971868594
2010-08-25,1.01339454161173
2010-08-26,1.00079338516561
2010-08-27,1.01609125631049
2010-08-28,1.00957537518734
2010-08-29,1.0008318131689
2010-08-30,1.01693931170067
2010-08-31,0.939521300902156
2010-09-01,0.963763797193346
2010-09-02,0.991776261726709
2010-09-03,0.95765242164089
2010-09-04,0.982873761286884
2010-09-05,0.969170673376074
2010-09-06,0.970675942968688
2010-09-07,0.970514876978734
2010-09-08,0.970839605354283
2010-09-09,0.965886751342669
2010-09-10,0.977405904461124
2010-09-11,1.00745940029302
2010-09-12,0.973815590619519
2010-09-13,0.984584544905969
2010-09-14,0.981572737341269
2010-09-15,0.95610083962833
2010-09-16,0.978802140495061
2010-09-17,0.942514802135577
2010-09-18,0.969638084759403
2010-09-19,0.996546967092144
2010-09-20,0.98719415285773
2010-09-21,0.995670310638427
2010-09-22,0.986045588204104
2010-09-23,0.990275053222738
2010-09-24,0.988666950440727
2010-09-25,0.985813679657047
2010-09-26,0.988591723148711
2010-09-27,0.989134556567285
2010-09-28,0.98529292012439
2010-09-29,0.984402451796366
2010-09-30,0.985892351297513
2010-10-01,0.98718318171546
2010-10-02,0.980979111000206
2010-10-03,0.97661245643576
2010-10-04,0.980907112239226
2010-10-05,0.982593065865258
2010-10-06,1.00687641037175
2010-10-07,1.06866272883917
2010-10-08,1.35207693291013
2010-10-09,1.42954119803331
2010-10-10,1.43709983594694
2010-10-11,1.39736555353786
2010-10-12,1.38933746285821
2010-10-13,1.52079761155968
2010-10-14,1.46316219265847
2010-10-15,1.46571407445509
2010-10-16,1.3940848713058
2010-10-17,1.40067413286817
2010-10-18,1.39724022584866
2010-10-19,1.32008647443028
2010-10-20,1.33660362176728
2010-10-21,1.41220430031789
2010-10-22,1.39343228583575
2010-10-23,1.37302639695714
2010-10-24,1.47305348178317
2010-10-25,1.66271306293363
2010-10-26,1.83370488836727
2010-10-27,2.19759550437067
2010-10-28,1.90014896003649
2010-10-29,2.05199773202587
2010-10-30,2.11046508073791
2010-10-31,1.99513818369913
2010-11-01,2.00759965203752
2010-11-02,1.95608439952538
2010-11-03,1.92661561623194
2010-11-04,1.96024916260794
2010-11-05,2.41101392408066
2010-11-06,3.20527780048523
2010-11-07,2.76755417509971
2010-11-08,1.6648677459247
2010-11-09,1.42579977882787
2010-11-10,1.60994595517543
2010-11-11,1.51237074330197
2010-11-12,1.81147897307243
2010-11-13,1.83976365878056
2010-11-14,1.83903096288787
2010-11-15,1.73275634188124
2010-11-16,1.44540429862731
2010-11-17,1.58138490732677
2010-11-18,1.70046421342603
2010-11-19,1.72988853436317
2010-11-20,1.76911869078872
2010-11-21,1.71593418454599
2010-11-22,1.75542809005494
2010-11-23,1.73976077791947
2010-11-24,1.7295684765661
2010-11-25,1.69592433899215
2010-11-26,1.72883452072145
2010-11-27,1.71214051635126
2010-11-28,1.6347620148935
2010-11-29,1.40171350979208
2010-11-30,1.25632465680713
2010-12-01,1.3757154833678
2010-12-02,1.52545092162356
2010-12-03,1.49802644659145
2010-12-04,1.22713650042742
2010-12-05,1.15845171100324
2010-12-06,1.21268989909174
2010-12-07,1.40080965010011
2010-12-08,1.40911591885391
2010-12-09,1.13304979134234
2010-12-10,1.20155643197616
2010-12-11,1.34351324118441
2010-12-12,1.29496271004104
2010-12-13,1.34720937722535
2010-12-14,1.44351276341527
2010-12-15,1.39402137480103
2010-12-16,1.44767373473768
2010-12-17,1.38696149676892
2010-12-18,1.38776171202042
2010-12-19,1.37988813944823
2010-12-20,1.52389078166892
2010-12-21,1.35573962040386
2010-12-22,1.40738982945141
2010-12-23,1.39428499157681
2010-12-24,1.38588913676782
2010-12-25,1.38862765832262
2010-12-26,1.45569486706571
2010-12-27,1.44924714826487
2010-12-28,1.52524510480294
2010-12-29,1.59867028294585
2010-12-30,1.58760026583047
2010-12-31,1.5802274134733
2011-01-01,1.57078074992734
2011-01-02,1.55944072652265
2011-01-03,1.52389022783733
2011-01-04,1.53725239351316
2011-01-05,1.52963360106395
2011-01-06,1.518256641861
2011-01-07,1.61865228377347
2011-01-08,1.62308184822076
2011-01-09,1.61517912626591
2011-01-10,1.60912172930813
2011-01-11,1.57879247759504
2011-01-12,1.53223170933219
2011-01-13,1.48575125327854
2011-01-14,1.84837684829767
2011-01-15,1.76526698973839
2011-01-16,1.74791911920905
2011-01-17,1.56337530298448
2011-01-18,1.39700434218776
2011-01-19,1.38505226686268
2011-01-20,1.71527288961013
2011-01-21,1.8321890545799
2011-01-22,1.91486597693964
2011-01-23,1.87104542901688
2011-01-24,1.7583224325668
2011-01-25,1.70363208076009
2011-01-26,1.69761241421678
2011-01-27,1.53568807328573
2011-01-28,1.57602970693561
2011-01-29,1.57457310271371
2011-01-30,1.70871232900449
2011-01-31,1.91403971260997
2011-02-01,2.36903256660505
2011-02-02,2.29337287511897
2011-02-03,2.20072235007197
2011-02-04,2.52018396217927
2011-02-05,2.74803008361377
2011-02-06,2.62982355207653
2011-02-07,2.47580783223003
2011-02-08,2.52402044578086
2011-02-09,2.87767548872466
2011-02-10,2.53061939404873
2011-02-11,2.71659187953669
2011-02-12,2.69709738985783
2011-02-13,2.58320568484587
2011-02-14,2.56906627966734
2011-02-15,2.48150012133574
2011-02-16,2.40463054166822
2011-02-17,2.4057451488337
2011-02-18,2.0528684669507
2011-02-19,2.15359798045783
2011-02-20,1.90463588989225
2011-02-21,1.85731089700528
2011-02-22,1.98645319015425
2011-02-23,1.97104881678343
2011-02-24,2.15488615383932
2011-02-25,1.95650708149136
2011-02-26,2.02838909931743
2011-02-27,1.84736509333397
2011-02-28,1.78644458437215
2011-03-01,1.64535054505926
2011-03-02,1.66601211119355
2011-03-03,1.65585966955279
2011-03-04,1.5802236532987
2011-03-05,1.58732802376893
2011-03-06,1.53884317286958
2011-03-07,1.53299294760006
2011-03-08,1.49608012005517
2011-03-09,1.48205392965782
2011-03-10,1.59218029926293
2011-03-11,1.49710120254944
2011-03-12,1.54526807605852
2011-03-13,1.48473507341219
2011-03-14,1.47210435100857
2011-03-15,1.42627615086733
2011-03-16,1.39475999173713
2011-03-17,1.33299879592857
2011-03-18,1.31716122083903
2011-03-19,1.23163325915453
2011-03-20,1.19094121726126
2011-03-21,1.21687541322017
2011-03-22,1.29201060411164
2011-03-23,1.34791636692124
2011-03-24,1.36615925248949
2011-03-25,1.38545083723574
2011-03-26,1.32809314181255
2011-03-27,1.28310000168831
2011-03-28,1.23670309720099
2011-03-29,1.22341918685068
2011-03-30,1.21072765554785
2011-03-31,1.19863004837689
2011-04-01,1.18057624209733
2011-04-02,1.1918040388147
2011-04-03,1.18566420458194
2011-04-04,1.03474806954368
2011-04-05,1.07910987114414
2011-04-06,1.12201746151152
2011-04-07,1.14125936604818
2011-04-08,1.13275036824614
2011-04-09,1.1244227640281
2011-04-10,1.10878185867757
2011-04-11,1.15703949616692
2011-04-12,1.27300401094231
2011-04-13,1.38157931553455
2011-04-14,1.45806974775878
2011-04-15,1.42848039629491
2011-04-16,1.5083796605248
2011-04-17,1.61264796248969
2011-04-18,1.61452566965104
2011-04-19,1.65228403773341
2011-04-20,1.56483628478555
2011-04-21,1.63747685258127
2011-04-22,1.87716370515489
2011-04-23,2.15617576827858
2011-04-24,2.06897115652256
2011-04-25,2.00005410882141
2011-04-26,2.21700805734134
2011-04-27,2.31624535659381
2011-04-28,2.6155442883398
2011-04-29,2.66526936214419
2011-04-30,2.74903302903008
2011-05-01,2.32859919006421
2011-05-02,2.42202732832251
2011-05-03,2.49494820148721
2011-05-04,2.31381653332054
2011-05-05,2.22974112314386
2011-05-06,2.21464652469687
2011-05-07,2.30701620371524
2011-05-08,2.41512866483312
2011-05-09,2.33442361240176
2011-05-10,3.30579885828385
2011-05-11,2.98959286565702
2011-05-12,3.24912951873185
2011-05-13,3.62090476554232
2011-05-14,2.82565086942691
2011-05-15,2.65860540051177
2011-05-16,2.82861111537214
2011-05-17,2.47911162434025
2011-05-18,2.27279363126701
2011-05-19,2.28846171783144
2011-05-20,1.82335321960651
2011-05-21,2.1084939411365
2011-05-22,2.2364506054077
