t,mining_miners_unspent_supply
2012-08-20,2109128.50080307
2012-08-21,2108073.25456964
2012-08-22,2109099.86771794
2012-08-23,2109015.28718046
2012-08-24,2110129.14866936
2012-08-25,2111431.32263169
2012-08-26,2111911.59766266
2012-08-27,2111666.89479297
2012-08-28,2110804.1417985
2012-08-29,2111795.93019237
2012-08-30,2108179.04728461
2012-08-31,2107828.88440681
2012-09-01,2109838.2778029
2012-09-02,2110655.53724427
2012-09-03,2109552.31569364
2012-09-04,2110531.37891451
2012-09-05,2108591.61423616
2012-09-06,2109072.62252312
2012-09-07,2108680.83976139
2012-09-08,2108822.05595499
2012-09-09,2109922.13103177
2012-09-10,2110570.83230368
2012-09-11,2108770.70511485
2012-09-12,2107574.37940415
2012-09-13,2108111.42049903
2012-09-14,2109098.80062726
2012-09-15,2110423.13120879
2012-09-16,2111123.40301334
2012-09-17,2111401.70368707
2012-09-18,2112154.5509686
2012-09-19,2111492.78840978
2012-09-20,2109512.74789081
2012-09-21,2109681.1173605
2012-09-22,2109588.46082948
2012-09-23,2109467.00979248
2012-09-24,2106834.08432823
2012-09-25,2106765.08266219
2012-09-26,2105136.10407242
2012-09-27,2103466.33196069
2012-09-28,2103820.32772719
2012-09-29,2104492.85301219
2012-09-30,2106142.00010607
2012-10-01,2102186.87767415
2012-10-02,2103057.36033943
2012-10-03,2099413.29920711
2012-10-04,2097039.21633654
2012-10-05,2097559.90279672
2012-10-06,2099828.45793209
2012-10-07,2099351.1831415
2012-10-08,2098487.10593545
2012-10-09,2097761.82963901
2012-10-10,2098489.52900932
2012-10-11,2097892.50086562
2012-10-12,2098370.82165777
2012-10-13,2100035.47858844
2012-10-14,2100803.53874217
2012-10-15,2100888.94153246
2012-10-16,2101684.54465366
2012-10-17,2099865.89689459
2012-10-18,2098627.38351926
2012-10-19,2096746.75474776
2012-10-20,2099392.15812671
2012-10-21,2099667.78862436
2012-10-22,2099962.07713503
2012-10-23,2098410.0961997
2012-10-24,2099957.93465617
2012-10-25,2097500.21359389
2012-10-26,2099055.26193317
2012-10-27,2099727.98295822
2012-10-28,2100304.31689749
2012-10-29,2101892.00692886
2012-10-30,2099522.15329072
2012-10-31,2097747.12387316
2012-11-01,2099235.27556699
2012-11-02,2100509.25482146
2012-11-03,2101279.11834623
2012-11-04,2102258.55424468
2012-11-05,2102890.66492916
2012-11-06,2097443.78447437
2012-11-07,2097100.38166761
2012-11-08,2096351.22305262
2012-11-09,2096211.33472173
2012-11-10,2097053.56858575
2012-11-11,2097148.47397008
2012-11-12,2096503.52823901
2012-11-13,2095066.41044619
2012-11-14,2091092.32547704
2012-11-15,2092336.73527701
2012-11-16,2091785.98917152
2012-11-17,2091507.9831488
2012-11-18,2091956.39395851
2012-11-19,2091779.37378142
2012-11-20,2089931.54650595
2012-11-21,2089457.45058725
2012-11-22,2089831.27263481
2012-11-23,2088045.76414975
2012-11-24,2089314.65377666
2012-11-25,2088906.9346682
2012-11-26,2085290.09707592
2012-11-27,2085007.55588919
2012-11-28,2082611.71168978
2012-11-29,2080424.93320382
2012-11-30,2077332.91877604
2012-12-01,2078356.94749133
2012-12-02,2078354.21030972
2012-12-03,2075221.59379976
2012-12-04,2075246.55955934
2012-12-05,2074214.03534112
2012-12-06,2073782.78230776
2012-12-07,2071998.17307165
2012-12-08,2072441.75892084
2012-12-09,2071676.4355007
2012-12-10,2071443.68186591
2012-12-11,2070444.8835788
2012-12-12,2067337.55181641
2012-12-13,2063420.40572449
2012-12-14,2063550.75517205
2012-12-15,2063516.4251807
2012-12-16,2063599.16494562
2012-12-17,2060620.00769155
2012-12-18,2058991.68563753
2012-12-19,2059165.34048612
2012-12-20,2058745.56911229
2012-12-21,2057942.81212631
2012-12-22,2058024.68523798
2012-12-23,2057958.21859783
2012-12-24,2056376.30243556
2012-12-25,2057151.13275631
2012-12-26,2057412.89251461
2012-12-27,2056595.16967151
2012-12-28,2055470.02168915
2012-12-29,2056041.46072828
2012-12-30,2056325.11040799
2012-12-31,2055217.65507042
2013-01-01,2056288.08000348
2013-01-02,2054263.95033243
2013-01-03,2052975.87369342
2013-01-04,2051561.97880129
2013-01-05,2051777.67890721
2013-01-06,2052103.9320836
2013-01-07,2050330.21768372
2013-01-08,2048395.78516842
2013-01-09,2046790.63676009
2013-01-10,2047211.322101
2013-01-11,2046887.41231279
2013-01-12,2047182.20242068
2013-01-13,2047639.02688895
2013-01-14,2046978.36613374
2013-01-15,2047021.29876309
2013-01-16,2047230.8935627
2013-01-17,2046600.75940044
2013-01-18,2046010.85782542
2013-01-19,2046596.74059274
2013-01-20,2046673.04674706
2013-01-21,2042678.27444873
2013-01-22,2041597.22486523
2013-01-23,2040770.54466723
2013-01-24,2039173.42457015
2013-01-25,2039579.4377913
2013-01-26,2040721.58569122
2013-01-27,2041048.96799523
2013-01-28,2039635.53160251
2013-01-29,2039609.70855668
2013-01-30,2039311.55160754
2013-01-31,2039256.77666859
2013-02-01,2038037.53363268
2013-02-02,2037890.31624561
2013-02-03,2037957.34058774
2013-02-04,2038017.19060582
2013-02-05,2037698.45664718
2013-02-06,2037965.07009982
2013-02-07,2038210.75133415
2013-02-08,2037028.63964155
2013-02-09,2036825.36133426
2013-02-10,2036894.04338422
2013-02-11,2036940.64665137
2013-02-12,2037037.35008526
2013-02-13,2036347.3409541
2013-02-14,2034939.37151837
2013-02-15,2034837.572452
2013-02-16,2034737.2480146
2013-02-17,2034864.95382413
2013-02-18,2032369.29451811
2013-02-19,2031325.33007812
2013-02-20,2031401.59136971
2013-02-21,2031275.48398575
2013-02-22,2031372.52296073
2013-02-23,2031860.14739844
2013-02-24,2031249.72294066
2013-02-25,2026724.12316028
2013-02-26,2026370.47916337
2013-02-27,2026414.68830278
2013-02-28,2024811.04130059
2013-03-01,2024139.93566822
2013-03-02,2024579.2015688
2013-03-03,2024584.49293277
2013-03-04,2024327.88915158
2013-03-05,2022951.39606935
2013-03-06,2018163.26550691
2013-03-07,2018072.60261721
2013-03-08,2018365.64957554
2013-03-09,2016514.9767388
2013-03-10,2016407.01358886
2013-03-11,2015826.34369796
2013-03-12,2015911.67361302
2013-03-13,2015523.24156474
2013-03-14,2014617.6155406
2013-03-15,2014825.29973319
2013-03-16,2014292.19937676
2013-03-17,2014677.42561251
2013-03-18,2014602.78871762
2013-03-19,2012419.57434308
2013-03-20,2011925.79509043
2013-03-21,2010252.77505734
2013-03-22,2009930.54979909
2013-03-23,2010105.50845036
2013-03-24,2009608.03448147
2013-03-25,2008229.71766704
2013-03-26,2007351.82646992
2013-03-27,2005673.7024224
2013-03-28,2002967.53942668
2013-03-29,2002743.51652012
2013-03-30,2001838.53854226
2013-03-31,2001839.54502258
2013-04-01,2001421.80867269
2013-04-02,2000530.35586185
2013-04-03,1996535.55459343
2013-04-04,1995902.19835641
2013-04-05,1994327.99485575
2013-04-06,1992346.77975613
2013-04-07,1989830.04572713
2013-04-08,1985375.54952722
2013-04-09,1982277.16255491
2013-04-10,1980197.73804264
2013-04-11,1979714.0620845
2013-04-12,1979120.43240897
2013-04-13,1979255.15159809
2013-04-14,1979174.96217371
2013-04-15,1978890.63852552
2013-04-16,1978477.02768696
2013-04-17,1977743.77050473
2013-04-18,1977838.29286773
2013-04-19,1976976.76242744
2013-04-20,1976838.41946194
2013-04-21,1975717.59344505
2013-04-22,1975793.41259628
2013-04-23,1975561.93675105
2013-04-24,1973731.43087025
2013-04-25,1973598.66500162
2013-04-26,1973858.57749743
2013-04-27,1973753.98036279
2013-04-28,1974078.53828678
2013-04-29,1973885.74191965
2013-04-30,1973795.92433216
2013-05-01,1972843.48238025
2013-05-02,1972486.55977799
2013-05-03,1971972.89388779
2013-05-04,1972676.43613672
2013-05-05,1972655.0284853
2013-05-06,1972713.90346701
2013-05-07,1972500.66178836
2013-05-08,1972377.38433713
2013-05-09,1971653.37832749
2013-05-10,1971683.18424278
2013-05-11,1971718.66015374
2013-05-12,1972051.66296247
2013-05-13,1971703.44632277
2013-05-14,1970405.17081855
2013-05-15,1969308.17465096
2013-05-16,1969432.19663044
2013-05-17,1969072.63600398
2013-05-18,1969572.82841878
2013-05-19,1969828.8116199
2013-05-20,1969573.8546151
2013-05-21,1970080.09929478
2013-05-22,1970481.04305751
2013-05-23,1970052.24574492
2013-05-24,1970562.97745857
2013-05-25,1971297.79614826
2013-05-26,1971564.43020287
2013-05-27,1970860.89635891
2013-05-28,1972097.78038023
2013-05-29,1970703.31212292
2013-05-30,1971044.91455675
2013-05-31,1972027.48244622
2013-06-01,1974252.06416099
2013-06-02,1975353.73611441
2013-06-03,1976040.11752265
2013-06-04,1977832.75517949
2013-06-05,1974148.89934653
2013-06-06,1975438.48058412
2013-06-07,1974664.84477743
2013-06-08,1975756.99577155
2013-06-09,1976459.96676959
2013-06-10,1977438.21530388
2013-06-11,1978750.87488934
2013-06-12,1973485.14811294
2013-06-13,1973889.81332491
2013-06-14,1971451.67848909
2013-06-15,1971136.32911033
2013-06-16,1971415.32682639
2013-06-17,1971845.3448738
2013-06-18,1972017.23384703
2013-06-19,1965779.85695301
2013-06-20,1965723.37897738
2013-06-21,1966945.70095982
2013-06-22,1967852.27444202
2013-06-23,1969305.06739591
2013-06-24,1969719.82077605
2013-06-25,1969763.39394994
2013-06-26,1964229.13597427
2013-06-27,1965071.51481355
2013-06-28,1962897.74706117
2013-06-29,1960071.15904665
2013-06-30,1959172.58699481
2013-07-01,1950532.69098698
2013-07-02,1949192.09720669
2013-07-03,1937940.89017931
2013-07-04,1938431.4032098
2013-07-05,1939029.66295421
2013-07-06,1940918.09036304
2013-07-07,1940632.37604018
2013-07-08,1941384.26680917
2013-07-09,1942149.4351269
2013-07-10,1938462.39976767
2013-07-11,1939491.49794182
2013-07-12,1939500.48858129
2013-07-13,1940457.30023217
2013-07-14,1941968.79906033
2013-07-15,1942336.70807339
2013-07-16,1942941.39087878
2013-07-17,1938934.35171508
2013-07-18,1939211.58762871
2013-07-19,1940379.64962331
2013-07-20,1941514.35390418
2013-07-21,1942441.4257366
2013-07-22,1942921.9395972
2013-07-23,1943087.43912605
2013-07-24,1939349.85410917
2013-07-25,1939391.30763212
2013-07-26,1940272.85253096
2013-07-27,1941449.949369
2013-07-28,1941831.40480363
2013-07-29,1942371.00490121
2013-07-30,1943907.71041789
2013-07-31,1940147.95166611
2013-08-01,1940806.05241733
2013-08-02,1941566.50498045
2013-08-03,1942053.17233577
2013-08-04,1943431.37191837
2013-08-05,1942983.98707653
2013-08-06,1944567.9140345
2013-08-07,1940818.05410035
2013-08-08,1941679.30227521
2013-08-09,1941909.31317522
2013-08-10,1939896.20509475
2013-08-11,1941072.35412187
2013-08-12,1941536.55051949
2013-08-13,1942404.13412683
2013-08-14,1937768.37281997
2013-08-15,1937381.10876074
2013-08-16,1937652.47215849
2013-08-17,1938830.53404716
2013-08-18,1939451.26283362
2013-08-19,1938610.08159431
2013-08-20,1938326.37835207
2013-08-21,1936088.62038076
2013-08-22,1936613.75568341
2013-08-23,1937234.63898153
2013-08-24,1937849.42439456
2013-08-25,1938316.06228109
2013-08-26,1937980.06147889
2013-08-27,1937876.60045687
2013-08-28,1936155.30628546
2013-08-29,1936741.99584541
2013-08-30,1936575.84725887
2013-08-31,1937269.92864092
2013-09-01,1938369.60663776
2013-09-02,1938940.56942595
2013-09-03,1939848.51738545
2013-09-04,1937181.40762492
2013-09-05,1937842.72388815
2013-09-06,1937969.60771007
2013-09-07,1938351.99482858
2013-09-08,1938601.53637784
2013-09-09,1938692.56390328
2013-09-10,1938961.41558245
2013-09-11,1937712.0388246
2013-09-12,1937903.88168812
2013-09-13,1939069.23198579
2013-09-14,1939520.80002148
2013-09-15,1939880.28172496
2013-09-16,1938520.80220883
2013-09-17,1938889.36228544
2013-09-18,1936400.12552927
2013-09-19,1936669.62586152
2013-09-20,1937414.05864187
2013-09-21,1937204.6777229
2013-09-22,1938032.78160314
2013-09-23,1937610.11447131
2013-09-24,1937937.63646707
2013-09-25,1937438.4455686
2013-09-26,1937269.46104087
2013-09-27,1938265.98615168
2013-09-28,1940063.72958732
2013-09-29,1940366.21475111
2013-09-30,1939486.31356295
2013-10-01,1939607.82269172
2013-10-02,1936552.98030448
2013-10-03,1936473.83030628
2013-10-04,1936544.51317758
2013-10-05,1937203.74648799
2013-10-06,1937712.31104311
2013-10-07,1938468.01931072
2013-10-08,1938593.59562008
2013-10-09,1936632.33660698
2013-10-10,1936749.85802557
2013-10-11,1938024.91459641
2013-10-12,1939020.95002394
2013-10-13,1939240.40216444
2013-10-14,1940057.69326938
2013-10-15,1940274.27278184
2013-10-16,1939712.10958651
2013-10-17,1940283.88179145
2013-10-18,1940990.02943426
2013-10-19,1942170.13569242
2013-10-20,1942632.54829264
2013-10-21,1941457.53138996
2013-10-22,1941587.18111336
2013-10-23,1940370.59144866
2013-10-24,1940555.15730778
2013-10-25,1940126.95211242
2013-10-26,1940902.38376011
2013-10-27,1940215.70498576
2013-10-28,1940497.23063448
2013-10-29,1937860.49761077
2013-10-30,1938244.75699284
2013-10-31,1936751.15734123
2013-11-01,1936070.62988813
2013-11-02,1936296.74506757
2013-11-03,1936345.14775388
2013-11-04,1935972.08807008
2013-11-05,1936143.31017597
2013-11-06,1936111.82451545
2013-11-07,1936186.08574598
2013-11-08,1933660.74252456
2013-11-09,1933775.65428908
2013-11-10,1932262.3139835
2013-11-11,1930825.506835
2013-11-12,1931353.19017832
2013-11-13,1928826.7872552
2013-11-14,1927239.24870837
2013-11-15,1927564.66375162
2013-11-16,1927309.86365046
2013-11-17,1925646.10577619
2013-11-18,1923208.68116839
2013-11-19,1917842.32071094
2013-11-20,1917517.65699157
2013-11-21,1917879.22128831
2013-11-22,1916528.6492909
2013-11-23,1916216.09790006
2013-11-24,1916538.97504639
2013-11-25,1916199.4221273
2013-11-26,1914646.9052091
2013-11-27,1913261.84723523
2013-11-28,1913140.95743079
2013-11-29,1911799.15009611
2013-11-30,1912574.25410218
2013-12-01,1910629.4066054
2013-12-02,1910502.71692711
2013-12-03,1910898.14917857
2013-12-04,1910494.93898775
2013-12-05,1911832.30492893
2013-12-06,1911604.29799331
2013-12-07,1912624.38163103
2013-12-08,1913190.92263187
2013-12-09,1912118.07459771
2013-12-10,1912294.5246096
2013-12-11,1912268.82921412
2013-12-12,1912537.1486213
2013-12-13,1912845.38846568
2013-12-14,1913198.85383593
2013-12-15,1913573.17340045
2013-12-16,1915013.83606245
2013-12-17,1914862.94911245
2013-12-18,1914750.71074851
2013-12-19,1915310.77321024
2013-12-20,1915670.53905524
2013-12-21,1915461.0925677
2013-12-22,1916714.79279837
2013-12-23,1917218.27538756
2013-12-24,1917753.41643742
2013-12-25,1918121.46982118
2013-12-26,1918891.01383628
2013-12-27,1918888.47714196
2013-12-28,1918781.19904807
2013-12-29,1918675.54284813
2013-12-30,1919107.27338315
2013-12-31,1920101.60412841
2014-01-01,1920955.12225632
2014-01-02,1919886.99952954
2014-01-03,1919987.89692327
2014-01-04,1918880.40841992
2014-01-05,1917184.79698719
2014-01-06,1916677.67798158
2014-01-07,1917524.37068377
2014-01-08,1917041.33240864
2014-01-09,1917310.44448819
2014-01-10,1917836.67174847
2014-01-11,1918192.38591598
2014-01-12,1919148.4255424
2014-01-13,1918140.59096076
2014-01-14,1919832.61852588
2014-01-15,1919603.9978863
2014-01-16,1919580.3322701
2014-01-17,1919309.01484422
2014-01-18,1919682.24254977
2014-01-19,1918055.24591157
2014-01-20,1917469.98809542
2014-01-21,1917942.08146825
2014-01-22,1917165.50718011
2014-01-23,1918730.96507863
2014-01-24,1918934.05965885
2014-01-25,1920022.39049663
2014-01-26,1919403.57897157
2014-01-27,1919612.77595013
2014-01-28,1919612.54770641
2014-01-29,1919418.10263891
2014-01-30,1920160.11201086
2014-01-31,1921299.53625799
2014-02-01,1922091.08340276
2014-02-02,1923314.30407514
2014-02-03,1922619.38620456
2014-02-04,1923069.51944988
2014-02-05,1923339.81685899
2014-02-06,1924291.71728469
2014-02-07,1925329.99819336
2014-02-08,1924706.8464056
2014-02-09,1925453.83726992
2014-02-10,1926220.90311194
2014-02-11,1927235.14547828
2014-02-12,1927711.2251
2014-02-13,1929686.22613928
2014-02-14,1930384.31210213
2014-02-15,1930638.46120297
2014-02-16,1931080.68443205
2014-02-17,1932316.03080059
2014-02-18,1928289.01075041
2014-02-19,1929772.10849434
2014-02-20,1929487.30765689
2014-02-21,1929280.07951944
2014-02-22,1930167.53625513
2014-02-23,1931834.04727378
2014-02-24,1930813.24906533
2014-02-25,1927893.05642496
2014-02-26,1927144.52831621
2014-02-27,1926951.91234541
2014-02-28,1928851.43011904
2014-03-01,1929519.50476762
2014-03-02,1928284.63713904
2014-03-03,1924292.64250566
2014-03-04,1924305.88621303
2014-03-05,1925203.89324781
2014-03-06,1926124.38474871
2014-03-07,1926376.27690091
2014-03-08,1928133.6516256
2014-03-09,1926937.91824552
2014-03-10,1926109.24101265
2014-03-11,1926282.12553667
2014-03-12,1926844.57233943
2014-03-13,1927313.80268805
2014-03-14,1928425.35261741
2014-03-15,1928825.8341343
2014-03-16,1927469.00428631
2014-03-17,1927592.54981962
2014-03-18,1926959.01371088
2014-03-19,1927548.31410202
2014-03-20,1926544.58709107
2014-03-21,1927407.15905616
2014-03-22,1926546.76950634
2014-03-23,1927283.6088263
2014-03-24,1926142.25972168
2014-03-25,1926443.98149057
2014-03-26,1926581.08951314
2014-03-27,1926432.71182723
2014-03-28,1927421.98800826
2014-03-29,1929605.35375217
2014-03-30,1928594.10262458
2014-03-31,1930136.13497383
2014-04-01,1931799.09616902
2014-04-02,1932703.74595241
2014-04-03,1932156.55570443
2014-04-04,1933553.12047019
2014-04-05,1935874.4870229
2014-04-06,1932082.08216688
2014-04-07,1931673.90967294
2014-04-08,1930269.08790531
2014-04-09,1929905.09636194
2014-04-10,1931001.93976779
2014-04-11,1930833.45444199
2014-04-12,1932513.84687653
2014-04-13,1932438.16256927
2014-04-14,1931975.15112386
2014-04-15,1933269.72103943
2014-04-16,1933689.1136463
2014-04-17,1933032.82618683
2014-04-18,1933684.88379624
2014-04-19,1935777.55203508
2014-04-20,1936642.83679516
2014-04-21,1937575.37440389
2014-04-22,1935266.75315889
2014-04-23,1936076.30689746
2014-04-24,1936224.10999967
2014-04-25,1937413.08576115
2014-04-26,1939024.49421568
2014-04-27,1939804.35616279
2014-04-28,1939107.67620799
2014-04-29,1940113.36686886
2014-04-30,1940027.30540659
2014-05-01,1942299.16248905
2014-05-02,1941582.48031309
2014-05-03,1943003.38528529
2014-05-04,1942747.77414202
2014-05-05,1942588.98218928
2014-05-06,1944414.08359626
2014-05-07,1944483.67318633
2014-05-08,1945999.7256235
2014-05-09,1946957.77236534
2014-05-10,1947843.06834152
2014-05-11,1947929.45388066
2014-05-12,1946732.76112904
2014-05-13,1946750.04165905
2014-05-14,1947361.49991868
2014-05-15,1948755.87607601
2014-05-16,1950129.2490761
2014-05-17,1951304.54330597
2014-05-18,1953579.27651916
2014-05-19,1951343.0280551
2014-05-20,1948228.04563883
2014-05-21,1948468.61012185
2014-05-22,1949502.68617745
2014-05-23,1948907.71526333
2014-05-24,1949491.93987344
2014-05-25,1950609.4183733
2014-05-26,1950362.28695599
2014-05-27,1949760.30208649
2014-05-28,1950274.99090215
2014-05-29,1951123.84540426
2014-05-30,1951354.01730891
2014-05-31,1953345.42358292
2014-06-01,1953243.86035728
2014-06-02,1951715.67224822
2014-06-03,1951876.83079046
2014-06-04,1952524.14538143
2014-06-05,1952561.4829322
2014-06-06,1953500.41640127
2014-06-07,1954782.15230868
2014-06-08,1954692.11836879
2014-06-09,1954827.98025676
2014-06-10,1953731.47613196
2014-06-11,1951756.14136581
2014-06-12,1951450.8000763
2014-06-13,1951347.98000967
2014-06-14,1952840.7659708
2014-06-15,1954137.80600237
2014-06-16,1954261.55200201
2014-06-17,1955180.25953252
2014-06-18,1954577.05673885
2014-06-19,1954466.53832128
2014-06-20,1955724.83484472
2014-06-21,1957700.88453554
2014-06-22,1958674.32747861
2014-06-23,1956745.11854832
2014-06-24,1958625.68655594
2014-06-25,1959305.59169368
2014-06-26,1960864.93054509
2014-06-27,1961443.2894561
2014-06-28,1962764.34731796
2014-06-29,1963870.33034649
2014-06-30,1961468.75486243
2014-07-01,1961121.34556961
2014-07-02,1961343.25259549
2014-07-03,1961675.60583412
2014-07-04,1962927.89526274
2014-07-05,1963816.14115135
2014-07-06,1964805.32547597
2014-07-07,1963784.2055355
2014-07-08,1964797.88744393
2014-07-09,1966096.86021713
2014-07-10,1965691.99601275
2014-07-11,1966776.95942951
2014-07-12,1967929.82305011
2014-07-13,1969189.42883436
2014-07-14,1968197.45726249
2014-07-15,1969189.50097897
2014-07-16,1970021.69048285
2014-07-17,1970161.15613123
2014-07-18,1971330.96766623
2014-07-19,1973017.25892451
2014-07-20,1974684.44540615
2014-07-21,1974186.21530852
2014-07-22,1974593.75452649
2014-07-23,1974514.64471969
2014-07-24,1974779.45138196
2014-07-25,1976168.21162732
2014-07-26,1977242.19903942
2014-07-27,1978013.58186792
2014-07-28,1978129.68754852
2014-07-29,1979870.21357562
2014-07-30,1980422.91351675
2014-07-31,1979907.59198612
2014-08-01,1979526.17853921
2014-08-02,1980591.89011386
2014-08-03,1981531.09568612
2014-08-04,1980960.06468168
2014-08-05,1978508.76190286
2014-08-06,1978910.60797665
2014-08-07,1980500.47139507
2014-08-08,1981243.58088481
2014-08-09,1982782.60257934
2014-08-10,1983406.5990974
2014-08-11,1983514.02441526
2014-08-12,1984946.29994421
2014-08-13,1985495.16719796
2014-08-14,1986512.05272925
2014-08-15,1986850.09713597
2014-08-16,1988899.73799304
2014-08-17,1989743.81689421
2014-08-18,1990748.3300358
2014-08-19,1992229.23229047
2014-08-20,1991807.13745886
2014-08-21,1994028.78822199
2014-08-22,1994778.42718669
2014-08-23,1993893.3452525
2014-08-24,1993588.64631426
2014-08-25,1993711.78386253
2014-08-26,1994391.99476279
2014-08-27,1996925.07028441
2014-08-28,1997454.32118184
2014-08-29,1954854.43417572
2014-08-30,1957135.63307747
2014-08-31,1959092.83888762
2014-09-01,1958506.80783886
2014-09-02,1958429.29363537
2014-09-03,1959924.99633915
2014-09-04,1960611.52364986
2014-09-05,1961435.07488874
2014-09-06,1961719.94335039
2014-09-07,1962348.73178934
2014-09-08,1963670.62108868
2014-09-09,1963082.54313927
2014-09-10,1960550.77944322
2014-09-11,1957182.71192635
2014-09-12,1955244.40185084
2014-09-13,1956310.42722701
2014-09-14,1956578.81206487
2014-09-15,1952948.98753718
2014-09-16,1953288.62148776
2014-09-17,1955068.88180651
2014-09-18,1955725.09163925
2014-09-19,1956787.24334225
2014-09-20,1958705.0168708
2014-09-21,1960196.15742699
2014-09-22,1960629.64174095
2014-09-23,1961410.39126991
2014-09-24,1961912.2447909
2014-09-25,1963720.01741162
2014-09-26,1964187.39572432
2014-09-27,1966036.89976739
2014-09-28,1964199.71086344
2014-09-29,1965055.72959111
2014-09-30,1963204.06813505
2014-10-01,1964662.41488289
2014-10-02,1965350.47674547
2014-10-03,1961719.79449015
2014-10-04,1963634.51405422
2014-10-05,1963301.88746646
2014-10-06,1964362.21794732
2014-10-07,1964631.63146875
2014-10-08,1964001.30703802
2014-10-09,1966041.50823792
2014-10-10,1950550.01993036
2014-10-11,1951390.35058919
2014-10-12,1952421.28855773
2014-10-13,1953295.48881977
2014-10-14,1954104.52490861
2014-10-15,1954943.487349
2014-10-16,1956650.461322
2014-10-17,1954576.09025526
2014-10-18,1955729.93515833
2014-10-19,1955628.60829446
2014-10-20,1956466.62155675
2014-10-21,1956786.84684142
2014-10-22,1956131.19982353
2014-10-23,1957528.84192611
2014-10-24,1959383.08140381
2014-10-25,1959684.13268042
2014-10-26,1961155.77384043
2014-10-27,1961134.91230558
2014-10-28,1961499.81019748
2014-10-29,1961854.057663
2014-10-30,1962444.08648586
2014-10-31,1964787.53930132
2014-11-01,1964908.49061049
2014-11-02,1966327.5627549
2014-11-03,1966571.38734008
2014-11-04,1953998.8545388
2014-11-05,1953638.26549795
2014-11-06,1954022.7491332
2014-11-07,1954579.93032911
2014-11-08,1956323.12794616
2014-11-09,1957408.16657149
2014-11-10,1955739.19828722
2014-11-11,1947828.40291976
2014-11-12,1947427.91944878
2014-11-13,1948327.56311067
2014-11-14,1945130.48991598
2014-11-15,1947293.04949927
2014-11-16,1948053.76938423
2014-11-17,1929442.4994965
2014-11-18,1926054.36060437
2014-11-19,1926580.19293667
2014-11-20,1927672.06158099
2014-11-21,1929682.54544946
2014-11-22,1931293.98687544
2014-11-23,1932605.43463523
2014-11-24,1932964.88971018
2014-11-25,1932071.73798279
2014-11-26,1928958.68812873
2014-11-27,1930499.49017793
2014-11-28,1931861.9529741
2014-11-29,1933278.33784361
2014-11-30,1932332.47759242
2014-12-01,1931385.47876825
2014-12-02,1927057.74687128
2014-12-03,1926591.64087151
2014-12-04,1926766.97022642
2014-12-05,1928525.14622637
2014-12-06,1929082.0987927
2014-12-07,1929601.41950763
2014-12-08,1932021.27611606
2014-12-09,1932141.21888693
2014-12-10,1932741.03102198
2014-12-11,1934027.8250737
2014-12-12,1935379.20509242
2014-12-13,1937318.79655334
2014-12-14,1937065.69645018
2014-12-15,1933522.44575072
2014-12-16,1933798.07613349
2014-12-17,1934897.03414111
2014-12-18,1935399.53468601
2014-12-19,1933882.34161502
2014-12-20,1934541.22960708
2014-12-21,1930650.63716261
2014-12-22,1928556.81565977
2014-12-23,1923321.79723967
2014-12-24,1923850.06535566
2014-12-25,1924730.35453704
2014-12-26,1925384.01373733
2014-12-27,1926496.18770787
2014-12-28,1928394.78748108
2014-12-29,1929080.69558212
2014-12-30,1931096.98719039
2014-12-31,1930606.70031784
2015-01-01,1932494.78479714
2015-01-02,1932815.68645954
2015-01-03,1933501.66480838
2015-01-04,1934141.58859073
2015-01-05,1935427.48930596
2015-01-06,1936086.38411185
2015-01-07,1935743.91260986
2015-01-08,1929045.13017864
2015-01-09,1929655.30301008
2015-01-10,1930737.0977054
2015-01-11,1932593.67809951
2015-01-12,1933034.16260086
2015-01-13,1932913.34961203
2015-01-14,1933455.75406478
2015-01-15,1924117.23620655
2015-01-16,1925324.53121641
2015-01-17,1926218.79238775
2015-01-18,1927641.55591323
2015-01-19,1929015.78310411
2015-01-20,1928907.23462545
2015-01-21,1919322.29043188
2015-01-22,1919798.574878
2015-01-23,1920666.78337307
2015-01-24,1922111.17351593
2015-01-25,1922744.49789355
2015-01-26,1924195.07491296
2015-01-27,1922342.89432048
2015-01-28,1919605.65787419
2015-01-29,1919100.98649091
2015-01-30,1917904.9863456
2015-01-31,1918761.4002239
2015-02-01,1919615.25613576
2015-02-02,1919584.29242221
2015-02-03,1918905.13161781
2015-02-04,1917851.17508726
2015-02-05,1916781.79436828
2015-02-06,1918489.54839873
2015-02-07,1919003.00763467
2015-02-08,1916034.08334803
2015-02-09,1917114.37369414
2015-02-10,1912774.26099759
2015-02-11,1911299.41192312
2015-02-12,1909863.11357998
2015-02-13,1908923.90768127
2015-02-14,1909682.21699729
2015-02-15,1910334.77179757
2015-02-16,1910862.40671316
2015-02-17,1912599.02776152
2015-02-18,1913359.65089145
2015-02-19,1913252.19449069
2015-02-20,1913821.66094737
2015-02-21,1914228.31613295
2015-02-22,1915757.95104478
2015-02-23,1916801.41495736
2015-02-24,1915480.95276911
2015-02-25,1914441.92133219
2015-02-26,1914471.56766661
2015-02-27,1915741.98423929
2015-02-28,1915769.20789609
2015-03-01,1916322.16736558
2015-03-02,1911293.63308666
2015-03-03,1909347.54973026
2015-03-04,1909717.66786528
2015-03-05,1909309.68017385
2015-03-06,1910053.18288529
2015-03-07,1911117.20401106
2015-03-08,1912097.70088344
2015-03-09,1912160.37666068
