t,mining_miners_unspent_supply
2015-03-10,1913200.91462941
2015-03-11,1913808.10924229
2015-03-12,1914707.59647975
2015-03-13,1914150.79449176
2015-03-14,1914427.09508435
2015-03-15,1915261.92459445
2015-03-16,1914817.91395165
2015-03-17,1912570.96024509
2015-03-18,1912914.67478568
2015-03-19,1913275.68056208
2015-03-20,1913997.06396149
2015-03-21,1914808.67340229
2015-03-22,1915272.33519969
2015-03-23,1915660.05084344
2015-03-24,1916169.31989738
2015-03-25,1917152.08543801
2015-03-26,1916709.85063538
2015-03-27,1918132.97200261
2015-03-28,1919052.65980138
2015-03-29,1919960.1405902
2015-03-30,1919508.71276586
2015-03-31,1920039.87661658
2015-04-01,1919100.70428268
2015-04-02,1915986.68061372
2015-04-03,1917135.23084408
2015-04-04,1918286.0695577
2015-04-05,1919014.43745719
2015-04-06,1919199.23772332
2015-04-07,1919479.96186842
2015-04-08,1919967.98512049
2015-04-09,1920743.71156835
2015-04-10,1921635.15221392
2015-04-11,1922393.37430666
2015-04-12,1922512.1922098
2015-04-13,1918189.8253333
2015-04-14,1918258.80585373
2015-04-15,1917936.06866072
2015-04-16,1917285.23209452
2015-04-17,1917431.13242019
2015-04-18,1918252.99672842
2015-04-19,1918681.89610165
2015-04-20,1919499.65957618
2015-04-21,1920853.36276055
2015-04-22,1920602.6125512
2015-04-23,1920954.62407936
2015-04-24,1921469.1018539
2015-04-25,1922223.18243256
2015-04-26,1923048.32721706
2015-04-27,1922372.44796659
2015-04-28,1922332.19892604
2015-04-29,1922693.16972701
2015-04-30,1923051.12864535
2015-05-01,1923479.09578171
2015-05-02,1924520.91214408
2015-05-03,1924903.71185555
2015-05-04,1923454.58004322
2015-05-05,1924095.14723307
2015-05-06,1925299.04332247
2015-05-07,1925163.94495075
2015-05-08,1926046.79420852
2015-05-09,1925881.98701489
2015-05-10,1926178.88318952
2015-05-11,1916091.21705722
2015-05-12,1914685.58120064
2015-05-13,1915647.79137831
2015-05-14,1916386.87021051
2015-05-15,1917295.6017043
2015-05-16,1917682.9680313
2015-05-17,1918978.05823813
2015-05-18,1919391.07068548
2015-05-19,1918296.53674109
2015-05-20,1918686.52359207
2015-05-21,1918721.46097693
2015-05-22,1919241.8499671
2015-05-23,1918893.07659789
2015-05-24,1919541.16266396
2015-05-25,1920226.83538082
2015-05-26,1920638.02956598
2015-05-27,1919425.56482928
2015-05-28,1919741.41931899
2015-05-29,1919986.44205347
2015-05-30,1919936.40282665
2015-05-31,1920962.75498483
2015-06-01,1911804.61228747
2015-06-02,1913620.64380861
2015-06-03,1913820.83035743
2015-06-04,1915133.15932757
2015-06-05,1915951.72890653
2015-06-06,1916643.89263645
2015-06-07,1917130.05764386
2015-06-08,1915979.73222084
2015-06-09,1916253.69355469
2015-06-10,1915536.27638177
2015-06-11,1916291.84090454
2015-06-12,1916984.21925275
2015-06-13,1918202.01843596
2015-06-14,1918239.31968544
2015-06-15,1915510.19559363
2015-06-16,1912455.1239401
2015-06-17,1912458.28303121
2015-06-18,1912269.50627149
2015-06-19,1902210.62802133
2015-06-20,1902934.977128
2015-06-21,1903297.07243445
2015-06-22,1903999.23692003
2015-06-23,1902457.16130272
2015-06-24,1904049.68103874
2015-06-25,1904786.16066391
2015-06-26,1906122.43113999
2015-06-27,1907333.82063724
2015-06-28,1908247.86657133
2015-06-29,1909579.0999318
2015-06-30,1909495.35600549
2015-07-01,1909343.8320605
2015-07-02,1909850.56183114
2015-07-03,1911362.93627126
2015-07-04,1913090.88418781
2015-07-05,1914332.86401438
2015-07-06,1911683.85348789
2015-07-07,1912553.6291436
2015-07-08,1901528.45034971
2015-07-09,1901254.57071826
2015-07-10,1901981.50802238
2015-07-11,1903305.02042841
2015-07-12,1905011.23804312
2015-07-13,1905138.3416975
2015-07-14,1905738.56105622
2015-07-15,1906681.80557601
2015-07-16,1906758.59075933
2015-07-17,1905505.30948116
2015-07-18,1906801.87988187
2015-07-19,1906506.1330658
2015-07-20,1906780.16165312
2015-07-21,1907603.43838743
2015-07-22,1909241.98486029
2015-07-23,1910119.93528483
2015-07-24,1911650.35099799
2015-07-25,1893083.26261953
2015-07-26,1894494.25113952
2015-07-27,1892766.29167981
2015-07-28,1891801.93470725
2015-07-29,1892728.45200742
2015-07-30,1893882.82513042
2015-07-31,1890226.13330949
2015-08-01,1891709.35533705
2015-08-02,1893075.95931039
2015-08-03,1891120.94075326
2015-08-04,1891843.24402872
2015-08-05,1890622.61631835
2015-08-06,1891653.7656345
2015-08-07,1893081.64772052
2015-08-08,1882051.50671952
2015-08-09,1882734.17759641
2015-08-10,1882924.21377534
2015-08-11,1882696.43752047
2015-08-12,1883101.3406843
2015-08-13,1884978.49163561
2015-08-14,1886160.52251746
2015-08-15,1887298.17372879
2015-08-16,1888234.31727395
2015-08-17,1890434.56282976
2015-08-18,1889719.56207773
2015-08-19,1891354.09500544
2015-08-20,1892325.934501
2015-08-21,1894333.02926435
2015-08-22,1893335.1312639
2015-08-23,1895212.89971684
2015-08-24,1896909.26545128
2015-08-25,1890107.04245282
2015-08-26,1892343.37912943
2015-08-27,1894006.03858416
2015-08-28,1895187.58972961
2015-08-29,1896426.6393544
2015-08-30,1897379.66286032
2015-08-31,1893673.30283668
2015-09-01,1893324.08385366
2015-09-02,1894113.74111369
2015-09-03,1894715.0799655
2015-09-04,1895837.53570016
2015-09-05,1897051.99622001
2015-09-06,1897590.75404286
2015-09-07,1897803.6698147
2015-09-08,1890974.80742582
2015-09-09,1892607.31736767
2015-09-10,1888614.57867712
2015-09-11,1890205.19555446
2015-09-12,1891260.57712087
2015-09-13,1891755.903376
2015-09-14,1893674.70664696
2015-09-15,1895054.20024131
2015-09-16,1894389.37082405
2015-09-17,1894850.35729774
2015-09-18,1896186.88303112
2015-09-19,1897510.08445987
2015-09-20,1898040.69525875
2015-09-21,1896587.7660051
2015-09-22,1898139.52772437
2015-09-23,1900271.31490272
2015-09-24,1900421.78677052
2015-09-25,1894749.35508221
2015-09-26,1895908.46162651
2015-09-27,1897844.50856474
2015-09-28,1895714.07441421
2015-09-29,1896010.55026766
2015-09-30,1897111.42206899
2015-10-01,1898698.39105055
2015-10-02,1897629.50660869
2015-10-03,1898995.01828807
2015-10-04,1900245.73960775
2015-10-05,1899539.33598681
2015-10-06,1897588.203944
2015-10-07,1893788.7993527
2015-10-08,1893451.46864597
2015-10-09,1894472.84427467
2015-10-10,1895411.96887081
2015-10-11,1896602.34483807
2015-10-12,1886804.38026026
2015-10-13,1888005.29497748
2015-10-14,1887571.48351996
2015-10-15,1889408.62704741
2015-10-16,1890335.98837452
2015-10-17,1891192.57033539
2015-10-18,1893020.55622549
2015-10-19,1885226.45800296
2015-10-20,1886284.90811793
2015-10-21,1887821.83328356
2015-10-22,1889089.72339225
2015-10-23,1890595.9017354
2015-10-24,1886373.86432778
2015-10-25,1887665.81637518
2015-10-26,1888310.72419369
2015-10-27,1888081.31497376
2015-10-28,1889201.83910149
2015-10-29,1883804.75178685
2015-10-30,1885424.93009965
2015-10-31,1886934.71293757
2015-11-01,1888374.78231915
2015-11-02,1883590.73734976
2015-11-03,1882555.09216574
2015-11-04,1877965.61624782
2015-11-05,1874140.82137161
2015-11-06,1870345.86050064
2015-11-07,1871991.25788141
2015-11-08,1872708.1412004
2015-11-09,1874408.38516134
2015-11-10,1872120.33929172
2015-11-11,1871466.98682486
2015-11-12,1873378.03290619
2015-11-13,1873352.3253696
2015-11-14,1874223.37969365
2015-11-15,1875232.38717211
2015-11-16,1874128.84559364
2015-11-17,1872380.73140592
2015-11-18,1873612.65067568
2015-11-19,1874132.41291021
2015-11-20,1874551.82679482
2015-11-21,1876138.66601272
2015-11-22,1877960.929153
2015-11-23,1877922.04463902
2015-11-24,1879009.64591524
2015-11-25,1879882.98826767
2015-11-26,1874777.29508547
2015-11-27,1868129.35170232
2015-11-28,1869639.41813039
2015-11-29,1870648.30132065
2015-11-30,1871529.91985672
2015-12-01,1871912.05331403
2015-12-02,1873304.35043229
2015-12-03,1874221.852411
2015-12-04,1875614.41034411
2015-12-05,1876801.63302993
2015-12-06,1874524.5999516
2015-12-07,1873132.44064935
2015-12-08,1871410.15667829
2015-12-09,1872773.73596538
2015-12-10,1872797.81496672
2015-12-11,1874252.25955415
2015-12-12,1875231.41489115
2015-12-13,1876695.09583048
2015-12-14,1877231.73742593
2015-12-15,1879038.84753902
2015-12-16,1879245.10915931
2015-12-17,1880808.99041129
2015-12-18,1882240.41685773
2015-12-19,1882185.83731021
2015-12-20,1883812.19012906
2015-12-21,1874760.98334376
2015-12-22,1874184.57725721
2015-12-23,1875779.8837216
2015-12-24,1876903.79523818
2015-12-25,1878619.03284796
2015-12-26,1880013.5502965
2015-12-27,1882597.95829262
2015-12-28,1877558.8507695
2015-12-29,1879185.459425
2015-12-30,1880749.03017139
2015-12-31,1878305.04868028
2016-01-01,1879472.87957916
2016-01-02,1880745.63711202
2016-01-03,1881718.3979928
2016-01-04,1883385.84542043
2016-01-05,1883621.22248357
2016-01-06,1878465.78160394
2016-01-07,1877623.59144501
2016-01-08,1879196.37612885
2016-01-09,1880066.54682737
2016-01-10,1881690.08948626
2016-01-11,1881938.22239942
2016-01-12,1881851.62995043
2016-01-13,1882909.45172141
2016-01-14,1881322.47540033
2016-01-15,1882728.55024753
2016-01-16,1884168.45670178
2016-01-17,1885949.44385057
2016-01-18,1887805.68303144
2016-01-19,1888784.30971261
2016-01-20,1884503.00131951
2016-01-21,1885402.23135038
2016-01-22,1887502.65345204
2016-01-23,1889450.40693982
2016-01-24,1890747.43655889
2016-01-25,1892192.14786879
2016-01-26,1893550.5398799
2016-01-27,1894690.19876352
2016-01-28,1891491.15309643
2016-01-29,1889533.08386737
2016-01-30,1892276.82099335
2016-01-31,1891053.39834989
2016-02-01,1892383.43456131
2016-02-02,1892886.41423864
2016-02-03,1893438.78380027
2016-02-04,1894021.76445432
2016-02-05,1884120.84745876
2016-02-06,1876630.6598668
2016-02-07,1878746.79501908
2016-02-08,1879864.41506501
2016-02-09,1875236.58608601
2016-02-10,1877144.84070255
2016-02-11,1879753.4038367
2016-02-12,1877973.65612728
2016-02-13,1873912.67645593
2016-02-14,1875507.77246066
2016-02-15,1876688.60061717
2016-02-16,1874263.12951599
2016-02-17,1874313.20033336
2016-02-18,1868747.37089298
2016-02-19,1870151.81230609
2016-02-20,1871016.42637254
2016-02-21,1871894.62541282
2016-02-22,1872786.78182246
2016-02-23,1873721.92893424
2016-02-24,1870729.65353449
2016-02-25,1872104.73681125
2016-02-26,1873320.7180892
2016-02-27,1872378.50526865
2016-02-28,1873003.50224416
2016-02-29,1874565.75062544
2016-03-01,1875746.6483261
2016-03-02,1877503.3361806
2016-03-03,1878213.35586326
2016-03-04,1879766.89677499
2016-03-05,1878557.92362018
2016-03-06,1879617.30045866
2016-03-07,1867541.10677618
2016-03-08,1868992.86472165
2016-03-09,1871194.19035169
2016-03-10,1872566.51031428
2016-03-11,1873517.62337924
2016-03-12,1873984.02736588
2016-03-13,1875118.63482662
2016-03-14,1875667.96038539
2016-03-15,1872681.54973999
2016-03-16,1873504.67728552
2016-03-17,1874397.50279477
2016-03-18,1875174.82564629
2016-03-19,1876225.79781788
2016-03-20,1874969.79609267
2016-03-21,1875715.1058167
2016-03-22,1876594.22746119
2016-03-23,1877777.72330909
2016-03-24,1874797.87063001
2016-03-25,1875958.60699187
2016-03-26,1876966.52508207
2016-03-27,1877971.54974272
2016-03-28,1878983.0813248
2016-03-29,1881126.7421728
2016-03-30,1881882.1440622
2016-03-31,1882253.96775694
2016-04-01,1883845.41150201
2016-04-02,1885084.69318982
2016-04-03,1886301.77294205
2016-04-04,1887966.50510536
2016-04-05,1884049.24511045
2016-04-06,1885923.31501137
2016-04-07,1886421.07880458
2016-04-08,1887650.88670891
2016-04-09,1888838.46786947
2016-04-10,1890303.25242447
2016-04-11,1891262.63953293
2016-04-12,1892379.26768252
2016-04-13,1893499.82864589
2016-04-14,1892669.52158853
2016-04-15,1893336.92075892
2016-04-16,1872170.18422155
2016-04-17,1874522.97821598
2016-04-18,1872700.59423916
2016-04-19,1874431.28309808
2016-04-20,1875952.69794381
2016-04-21,1875191.53628805
2016-04-22,1876326.52764494
2016-04-23,1876436.85750204
2016-04-24,1878446.46192308
2016-04-25,1877984.42432236
2016-04-26,1874488.31627255
2016-04-27,1875928.80314287
2016-04-28,1876634.07465551
2016-04-29,1877449.77744131
2016-04-30,1877943.47861494
2016-05-01,1880616.77918141
2016-05-02,1879543.71325293
2016-05-03,1881142.02585137
2016-05-04,1882268.68100196
2016-05-05,1883478.1529643
2016-05-06,1883812.15022841
2016-05-07,1885921.93785335
2016-05-08,1887008.7102326
2016-05-09,1887316.16753172
2016-05-10,1886834.44383866
2016-05-11,1887349.2243476
2016-05-12,1881094.51914952
2016-05-13,1881105.75955569
2016-05-14,1882080.90338429
2016-05-15,1883057.28717437
2016-05-16,1883563.65225719
2016-05-17,1884516.69595499
2016-05-18,1885296.98269479
2016-05-19,1885537.20625907
2016-05-20,1886645.06164066
2016-05-21,1886684.55476709
2016-05-22,1889264.21488511
2016-05-23,1886133.06692071
2016-05-24,1886330.87303593
2016-05-25,1887268.66385292
2016-05-26,1888360.63692694
2016-05-27,1889244.77173782
2016-05-28,1890137.56148318
2016-05-29,1891410.98746514
2016-05-30,1891413.82717474
2016-05-31,1890000.99285759
2016-06-01,1886544.10780976
2016-06-02,1886888.87815231
2016-06-03,1888084.69605299
2016-06-04,1888632.69179075
2016-06-05,1890235.13310411
2016-06-06,1891462.50110183
2016-06-07,1890742.54932489
2016-06-08,1891747.79213622
2016-06-09,1893083.68045636
2016-06-10,1893597.1312889
2016-06-11,1895361.23044392
2016-06-12,1893684.1734259
2016-06-13,1869147.87210942
2016-06-14,1870651.60873379
2016-06-15,1867676.2815316
2016-06-16,1867892.22483585
2016-06-17,1869615.0930853
2016-06-18,1870677.77468843
2016-06-19,1870783.76862209
2016-06-20,1865687.09747191
2016-06-21,1864987.65357267
2016-06-22,1866546.7952366
2016-06-23,1866836.68010674
2016-06-24,1867412.58470779
2016-06-25,1869504.74925699
2016-06-26,1868808.25167117
2016-06-27,1869615.70210351
2016-06-28,1869320.40320331
2016-06-29,1867612.47452779
2016-06-30,1868387.48780232
2016-07-01,1869378.21063805
2016-07-02,1871031.13540438
2016-07-03,1872403.85142686
2016-07-04,1872933.11195116
2016-07-05,1873259.08658082
2016-07-06,1873675.89517896
2016-07-07,1872697.54278283
2016-07-08,1873567.77436136
2016-07-09,1873777.02078457
2016-07-10,1871853.46644813
2016-07-11,1869683.00639117
2016-07-12,1869804.16191007
2016-07-13,1870216.20334706
2016-07-14,1870611.78530375
2016-07-15,1868588.82299247
2016-07-16,1869637.00971596
2016-07-17,1869530.73128196
2016-07-18,1870237.77905686
2016-07-19,1869482.65437486
2016-07-20,1869564.21125154
2016-07-21,1870102.31638035
2016-07-22,1870461.28036748
2016-07-23,1871035.99708044
2016-07-24,1871465.4888437
2016-07-25,1872085.49451166
2016-07-26,1872496.93803578
2016-07-27,1872710.7751666
2016-07-28,1873712.76206219
2016-07-29,1872136.19853465
2016-07-30,1872905.10212932
2016-07-31,1873468.7679729
2016-08-01,1874553.47109619
2016-08-02,1874414.38787507
2016-08-03,1875724.78151592
2016-08-04,1875393.1060456
2016-08-05,1875693.17178498
2016-08-06,1875998.86527808
2016-08-07,1876486.25610278
2016-08-08,1876949.19726802
2016-08-09,1875902.62895155
2016-08-10,1868448.64177653
2016-08-11,1869201.79335428
2016-08-12,1868067.61628365
2016-08-13,1868594.14789607
2016-08-14,1869260.87626488
2016-08-15,1868563.0243345
2016-08-16,1868497.92525206
2016-08-17,1869148.06025197
2016-08-18,1868097.98584279
2016-08-19,1868280.29847393
2016-08-20,1868651.11558532
2016-08-21,1869080.77410198
2016-08-22,1866599.81094868
2016-08-23,1865181.96474947
2016-08-24,1864418.94751206
2016-08-25,1865029.24831304
2016-08-26,1865295.4338755
2016-08-27,1865813.39784717
2016-08-28,1866137.23748641
2016-08-29,1865952.11233291
2016-08-30,1866232.47294675
2016-08-31,1864332.18239052
2016-09-01,1864744.48893976
2016-09-02,1865261.5444249
2016-09-03,1865279.62655962
2016-09-04,1865864.20899938
2016-09-05,1865265.48202429
2016-09-06,1865580.29539288
2016-09-07,1865444.93980525
2016-09-08,1865607.76846386
2016-09-09,1866041.45998259
2016-09-10,1866121.46502483
2016-09-11,1866195.10726037
2016-09-12,1866288.87170663
2016-09-13,1866707.35961061
2016-09-14,1866754.99573084
2016-09-15,1867114.17855272
2016-09-16,1867744.74546714
2016-09-17,1867976.99098514
2016-09-18,1864700.04916799
2016-09-19,1863653.09029645
2016-09-20,1864152.4862458
2016-09-21,1864579.47324695
2016-09-22,1865028.17014942
2016-09-23,1864708.99876359
2016-09-24,1865300.50822835
2016-09-25,1865788.61061549
2016-09-26,1865951.84446127
2016-09-27,1865723.45917675
2016-09-28,1866123.53513393
2016-09-29,1866602.64874391
2016-09-30,1865880.41529991
2016-10-01,1866575.81691066
2016-10-02,1867112.18154199
2016-10-03,1863674.39319824
2016-10-04,1863465.26742731
2016-10-05,1863985.00596676
2016-10-06,1864450.32702639
2016-10-07,1862669.9356921
2016-10-08,1862534.81839334
2016-10-09,1863324.69522139
2016-10-10,1862543.06148549
2016-10-11,1861937.77482513
2016-10-12,1861687.51908977
2016-10-13,1861692.09062704
2016-10-14,1858635.80583936
2016-10-15,1859065.34630021
2016-10-16,1859628.14477917
2016-10-17,1859999.62478577
2016-10-18,1857573.540428
2016-10-19,1857934.98775144
2016-10-20,1858219.54251649
2016-10-21,1858798.68697143
2016-10-22,1859191.35307869
2016-10-23,1859348.92596312
2016-10-24,1859125.12283346
2016-10-25,1859293.58322901
2016-10-26,1859355.63745291
2016-10-27,1859292.95964753
2016-10-28,1857881.43299448
2016-10-29,1857552.55571954
2016-10-30,1858454.18730395
2016-10-31,1858882.44881616
2016-11-01,1858148.4591907
2016-11-02,1858701.18257715
2016-11-03,1858773.33034409
2016-11-04,1858817.98628542
2016-11-05,1858980.41463859
2016-11-06,1859669.0054566
2016-11-07,1859585.50844283
2016-11-08,1860137.37974243
2016-11-09,1857815.67355958
2016-11-10,1858259.03283651
2016-11-11,1858448.6283486
2016-11-12,1858126.4758564
2016-11-13,1858444.99819412
2016-11-14,1859271.81228465
2016-11-15,1859451.41868629
2016-11-16,1858968.21890722
2016-11-17,1859242.88475748
2016-11-18,1859222.60951816
2016-11-19,1859585.04818264
2016-11-20,1859845.22342681
2016-11-21,1859108.05292275
2016-11-22,1858983.32204283
2016-11-23,1858899.58378615
2016-11-24,1859326.00379425
2016-11-25,1860084.34521314
2016-11-26,1860537.35715767
2016-11-27,1860371.30673262
2016-11-28,1860060.26494197
2016-11-29,1860525.40734715
2016-11-30,1860150.06355414
2016-12-01,1860496.57735048
2016-12-02,1860778.85088626
2016-12-03,1861207.5244256
2016-12-04,1858701.84992608
2016-12-05,1859081.79886617
2016-12-06,1859459.00599001
2016-12-07,1859204.41244682
2016-12-08,1859384.15542994
2016-12-09,1859206.45953135
2016-12-10,1858833.86702138
2016-12-11,1860166.7227586
2016-12-12,1860934.7844677
2016-12-13,1860574.66264382
2016-12-14,1861208.3683261
2016-12-15,1860923.09474383
2016-12-16,1860727.10628957
2016-12-17,1859907.53637664
2016-12-18,1860356.31366261
2016-12-19,1859222.06840465
2016-12-20,1857991.27262977
2016-12-21,1858378.55390692
2016-12-22,1856800.40148981
2016-12-23,1856675.3842096
2016-12-24,1856969.59664936
2016-12-25,1857444.07475063
2016-12-26,1857003.62860359
2016-12-27,1856233.41529138
2016-12-28,1855418.43242713
2016-12-29,1856200.38495941
2016-12-30,1856268.96959528
2016-12-31,1856228.82827269
2017-01-01,1857186.21109023
2017-01-02,1857526.15077649
2017-01-03,1856390.50610055
2017-01-04,1855516.5883962
2017-01-05,1855137.05012824
2017-01-06,1854893.10686834
2017-01-07,1855515.10934086
2017-01-08,1856339.17359408
2017-01-09,1855815.2990249
2017-01-10,1856335.12657771
2017-01-11,1853886.01979965
2017-01-12,1854250.58486031
2017-01-13,1854288.91935525
2017-01-14,1854471.87655521
2017-01-15,1855184.65793968
2017-01-16,1855695.16910416
2017-01-17,1855385.40914038
2017-01-18,1855931.76975814
2017-01-19,1856460.02647457
2017-01-20,1857175.79131927
2017-01-21,1857370.63064316
2017-01-22,1858216.90602584
2017-01-23,1857892.02906062
2017-01-24,1857231.24871571
2017-01-25,1857963.19250841
2017-01-26,1857792.64814103
2017-01-27,1858605.74958789
2017-01-28,1858417.45213196
2017-01-29,1856790.28964633
2017-01-30,1857032.37444786
2017-01-31,1857072.29032349
2017-02-01,1857317.51095017
2017-02-02,1857799.06253788
2017-02-03,1857754.84465735
2017-02-04,1857166.96042095
2017-02-05,1857296.51144688
2017-02-06,1857356.84993496
2017-02-07,1858031.80432801
2017-02-08,1848552.28727941
2017-02-09,1848197.52258876
2017-02-10,1847929.74260022
2017-02-11,1848520.67046188
2017-02-12,1848285.79894062
2017-02-13,1847945.11454089
2017-02-14,1849028.62773925
2017-02-15,1849081.60467257
2017-02-16,1849467.42050461
2017-02-17,1849327.17807356
2017-02-18,1850194.89668425
2017-02-19,1850869.87380913
2017-02-20,1851415.55698977
2017-02-21,1851695.93242643
2017-02-22,1849301.97944207
2017-02-23,1849792.03692701
2017-02-24,1849680.03123401
2017-02-25,1850781.58377817
2017-02-26,1851528.2527646
2017-02-27,1851541.80131922
2017-02-28,1852361.23782255
2017-03-01,1852207.40327039
2017-03-02,1852053.05984159
2017-03-03,1851900.38595787
2017-03-04,1851959.43242111
2017-03-05,1852998.86911623
2017-03-06,1852435.49656335
2017-03-07,1852939.92483945
2017-03-08,1851828.98010279
2017-03-09,1852397.38503024
2017-03-10,1851755.65561428
2017-03-11,1852854.29175477
2017-03-12,1853238.500684
2017-03-13,1853754.32151924
2017-03-14,1853842.93282454
2017-03-15,1854182.71730245
2017-03-16,1855223.70718167
2017-03-17,1855692.7563703
2017-03-18,1855796.68215424
2017-03-19,1856055.89693154
2017-03-20,1856390.27664055
2017-03-21,1856970.76503437
2017-03-22,1857497.26283126
2017-03-23,1852008.06381903
2017-03-24,1852307.63453939
2017-03-25,1853148.61745942
2017-03-26,1853642.86529212
2017-03-27,1853138.16677219
2017-03-28,1852746.96964197
2017-03-29,1847650.130376
2017-03-30,1848435.0441638
2017-03-31,1848985.31112682
2017-04-01,1847955.9742456
2017-04-02,1848998.32408979
2017-04-03,1849536.45346274
2017-04-04,1849719.79243921
2017-04-05,1849518.19093378
2017-04-06,1849462.43950345
2017-04-07,1848884.9232965
2017-04-08,1849616.03230735
2017-04-09,1850444.01597394
2017-04-10,1850738.58678876
2017-04-11,1851838.71217457
2017-04-12,1851685.96026404
2017-04-13,1847657.38926625
2017-04-14,1846251.85662425
2017-04-15,1845941.74011287
2017-04-16,1846427.7315868
2017-04-17,1845025.07868118
2017-04-18,1844708.33043944
2017-04-19,1845160.20813546
2017-04-20,1845294.55386442
2017-04-21,1845928.18087572
2017-04-22,1845787.66700213
2017-04-23,1846746.19651987
2017-04-24,1847189.58497587
2017-04-25,1847043.42148673
2017-04-26,1845704.31163237
2017-04-27,1846521.92954817
2017-04-28,1845495.01107435
2017-04-29,1845329.51223095
2017-04-30,1845104.37084936
2017-05-01,1845487.68384912
2017-05-02,1843939.20006594
2017-05-03,1840762.22270812
2017-05-04,1840588.47251701
2017-05-05,1840499.39538078
2017-05-06,1841126.31079637
2017-05-07,1841845.08701496
2017-05-08,1842407.72436692
2017-05-09,1839133.87024606
2017-05-10,1839429.44652862
2017-05-11,1838994.7758892
2017-05-12,1839445.02039667
2017-05-13,1839921.21406569
2017-05-14,1839978.09325097
2017-05-15,1839118.43830021
2017-05-16,1837879.06992249
2017-05-17,1837542.03020054
2017-05-18,1836929.03703538
2017-05-19,1837625.7673699
2017-05-20,1838830.86001781
2017-05-21,1836918.63226164
2017-05-22,1834441.54457878
2017-05-23,1831635.93032335
2017-05-24,1828448.21784096
2017-05-25,1828780.56486133
2017-05-26,1829492.44956919
2017-05-27,1829979.70360115
2017-05-28,1829385.45160564
2017-05-29,1829056.48841996
2017-05-30,1829849.27968005
2017-05-31,1828898.64512447
2017-06-01,1829834.27538843
2017-06-02,1829889.08047615
2017-06-03,1829658.52129003
2017-06-04,1830105.22532056
2017-06-05,1829595.40899789
2017-06-06,1828828.13002566
2017-06-07,1828810.45879647
2017-06-08,1828439.6530046
2017-06-09,1828791.63851684
2017-06-10,1828850.34057175
2017-06-11,1829357.13497985
2017-06-12,1829267.85253129
2017-06-13,1825831.05473986
2017-06-14,1826103.46743075
2017-06-15,1825422.35415637
2017-06-16,1825261.6278349
2017-06-17,1825314.39193218
2017-06-18,1826012.80515187
2017-06-19,1825217.96093212
2017-06-20,1825881.41030515
2017-06-21,1825799.12751567
2017-06-22,1825860.98410503
2017-06-23,1825787.94138222
2017-06-24,1825989.18150198
2017-06-25,1825888.01885791
2017-06-26,1823569.25076817
2017-06-27,1823570.10517872
2017-06-28,1823685.31388331
2017-06-29,1823329.67968345
2017-06-30,1822844.02399077
2017-07-01,1823047.23594051
2017-07-02,1823593.0557653
2017-07-03,1823332.02078328
2017-07-04,1823670.96830614
2017-07-05,1823627.86173032
2017-07-06,1823091.63450085
2017-07-07,1823347.90492788
2017-07-08,1823481.23052913
2017-07-09,1823902.15187846
2017-07-10,1823969.98397581
2017-07-11,1824048.28406325
2017-07-12,1824017.65551086
2017-07-13,1823925.30071877
2017-07-14,1823962.77287643
2017-07-15,1823926.67078444
2017-07-16,1823762.25898809
2017-07-17,1823845.19663003
2017-07-18,1824013.50969718
2017-07-19,1824008.77154528
2017-07-20,1822823.48120831
2017-07-21,1823064.90724869
2017-07-22,1823629.47679095
2017-07-23,1824447.14292185
2017-07-24,1823728.34027967
2017-07-25,1823811.82593577
2017-07-26,1824056.16123666
2017-07-27,1823107.78190887
2017-07-28,1823338.60814855
2017-07-29,1824086.19605254
2017-07-30,1824629.43650468
2017-07-31,1823463.34102891
2017-08-01,1823573.80117623
2017-08-02,1824251.40276615
2017-08-03,1824905.43965976
2017-08-04,1825347.15136611
2017-08-05,1824542.19826217
2017-08-06,1824763.0754373
2017-08-07,1824941.29348143
2017-08-08,1824576.72972715
2017-08-09,1824707.88647125
2017-08-10,1825088.73194519
2017-08-11,1823661.09004733
2017-08-12,1821352.83083014
2017-08-13,1821629.84011633
2017-08-14,1821442.02726156
2017-08-15,1822523.52202868
2017-08-16,1822426.86337456
2017-08-17,1822253.99360066
2017-08-18,1821906.03339853
2017-08-19,1821759.26618181
2017-08-20,1821067.99311259
2017-08-21,1820931.82474584
2017-08-22,1816796.15372751
2017-08-23,1817723.48941663
2017-08-24,1818071.95904712
2017-08-25,1817733.2577517
2017-08-26,1817993.71906595
2017-08-27,1818157.33132834
2017-08-28,1818081.80967263
2017-08-29,1815263.44518975
2017-08-30,1814786.34745849
2017-08-31,1814022.99612309
2017-09-01,1813775.83209395
2017-09-02,1814218.47911759
2017-09-03,1814668.03621934
2017-09-04,1814200.7310476
2017-09-05,1814800.10074139
2017-09-06,1814306.42357192
2017-09-07,1814875.44470937
2017-09-08,1815394.53525263
2017-09-09,1815214.75207483
2017-09-10,1815501.15024331
2017-09-11,1816413.16739537
2017-09-12,1817215.60662954
2017-09-13,1816478.82508909
2017-09-14,1815962.52782833
2017-09-15,1816218.01080936
2017-09-16,1814804.3008531
2017-09-17,1815427.85673052
2017-09-18,1815663.25716864
2017-09-19,1814775.04586933
2017-09-20,1814868.20928573
2017-09-21,1815706.9149809
2017-09-22,1814926.44862806
2017-09-23,1815940.32609925
2017-09-24,1816060.90417281
2017-09-25,1814876.69425089
2017-09-26,1815031.0069509
2017-09-27,1815528.50527269
