t,indicators_sopr_more_155
2012-01-18,0.554209013295715
2012-01-19,0.546013238645157
2012-01-20,0.465131068753567
2012-01-21,0.592544196744198
2012-01-22,0.4879389887125
2012-01-23,0.620146644598357
2012-01-24,0.783277057130963
2012-01-25,0.786123728590039
2012-01-26,0.387184630721118
2012-01-27,0.351556357086545
2012-01-28,0.49138694469488
2012-01-29,0.472062596370021
2012-01-30,0.439156225384651
2012-01-31,0.363476419464994
2012-02-01,0.568151032818446
2012-02-02,0.522676367820216
2012-02-03,0.446405141847951
2012-02-04,0.418033949454764
2012-02-05,0.717524775298353
2012-02-06,0.360406083476218
2012-02-07,0.775995695051958
2012-02-08,0.443539095012778
2012-02-09,0.444401851115478
2012-02-10,0.377583655408351
2012-02-11,0.881641932858397
2012-02-12,1.17502365153429
2012-02-13,0.414048577813515
2012-02-14,0.283054413769334
2012-02-15,0.319649313438775
2012-02-16,0.678154112336456
2012-02-17,0.412244905785014
2012-02-18,0.243741866961459
2012-02-19,0.391499650202477
2012-02-20,0.350831740844466
2012-02-21,0.429736195805424
2012-02-22,0.443939984233746
2012-02-23,0.65178713388043
2012-02-24,0.567601666627998
2012-02-25,0.97404645489727
2012-02-26,0.389091299396883
2012-02-27,0.393140145229053
2012-02-28,1.71673258945242
2012-02-29,0.237039520947491
2012-03-01,0.637571232860293
2012-03-02,0.536479394981823
2012-03-03,0.654574227795801
2012-03-04,0.360578418522866
2012-03-05,0.483243497390622
2012-03-06,0.464701052827886
2012-03-07,0.727567509736318
2012-03-08,0.525599181857506
2012-03-09,0.717785910935486
2012-03-10,0.48735353717428
2012-03-11,0.453401195385193
2012-03-12,0.550229729565443
2012-03-13,0.876253433248852
2012-03-14,0.44391019396769
2012-03-15,0.790456075373425
2012-03-16,0.448103301298533
2012-03-17,0.390780986149332
2012-03-18,0.340919298616081
2012-03-19,0.416083337925247
2012-03-20,0.569640255597154
2012-03-21,0.330948428209816
2012-03-22,0.409965531939415
2012-03-23,2.55746612228156
2012-03-24,0.368111974541762
2012-03-25,0.466179317962386
2012-03-26,0.456414961249825
2012-03-27,0.476833547904616
2012-03-28,0.790069716490634
2012-03-29,0.308735043707886
2012-03-30,0.276437939129153
2012-03-31,0.842724883136881
2012-04-01,0.701293895551043
2012-04-02,0.526797502611967
2012-04-03,0.295851638575136
2012-04-04,0.758685050323866
2012-04-05,1.36292419287772
2012-04-06,2.263717709102
2012-04-07,0.521206534750127
2012-04-08,1.09977323034837
2012-04-09,1.19766737332431
2012-04-10,0.734407311812469
2012-04-11,0.799339656516992
2012-04-12,1.53979149261372
2012-04-13,1.25038656051782
2012-04-14,0.735503795381487
2012-04-15,2.4042779361704
2012-04-16,2.08403361055927
2012-04-17,0.530910929465213
2012-04-18,1.08431420306623
2012-04-19,1.09434040162365
2012-04-20,0.866658643148233
2012-04-21,0.380999531424057
2012-04-22,0.868104566200562
2012-04-23,0.298370132015446
2012-04-24,0.582329892650177
2012-04-25,1.5351389868599
2012-04-26,0.299589314860695
2012-04-27,0.649107889822174
2012-04-28,0.870124927426129
2012-04-29,0.472755072055914
2012-04-30,0.334721936895556
2012-05-01,0.980787148093079
2012-05-02,0.68423239341549
2012-05-03,1.16131558492537
2012-05-04,1.06467905005277
2012-05-05,0.953985198018345
2012-05-06,0.296292712556986
2012-05-07,0.67014303856242
2012-05-08,0.844133581483676
2012-05-09,1.49281827705186
2012-05-10,1.54756985827104
2012-05-11,0.622316579120976
2012-05-12,12.3903388693907
2012-05-13,0.449046428543844
2012-05-14,0.802348006737798
2012-05-15,0.684667800620798
2012-05-16,0.420389378890732
2012-05-17,0.418719977543697
2012-05-18,0.252724318938661
2012-05-19,0.652377849936781
2012-05-20,0.229631270675146
2012-05-21,0.23689425900882
2012-05-22,0.689179921175659
2012-05-23,1.37218059313578
2012-05-24,0.209518953447011
2012-05-25,1.44974758004345
2012-05-26,0.202659716732084
2012-05-27,1.27917313182883
2012-05-28,0.605413528252102
2012-05-29,0.66587740480017
2012-05-30,0.774250224060584
2012-05-31,0.472337715312762
2012-06-01,1.21565800236224
2012-06-02,1.30098690272449
2012-06-03,0.841981181777405
2012-06-04,0.45290804728494
2012-06-05,1.17731541569193
2012-06-06,1.10460136172325
2012-06-07,0.967987606122044
2012-06-08,1.30874521420427
2012-06-09,1.03231335844759
2012-06-10,1.43056431732069
2012-06-11,1.01873655040145
2012-06-12,0.651597646825255
2012-06-13,0.922122274399913
2012-06-14,0.482033545744933
2012-06-15,0.556725146695274
2012-06-16,0.841503671383027
2012-06-17,1.21890651179216
2012-06-18,0.708623162467888
2012-06-19,0.444196205213942
2012-06-20,0.514818560956372
2012-06-21,1.03174142157477
2012-06-22,1.56249905726268
2012-06-23,1.53443417720059
2012-06-24,0.904752454533085
2012-06-25,0.982235461785539
2012-06-26,1.39897003071313
2012-06-27,0.966569463089681
2012-06-28,0.986238998039702
2012-06-29,0.736396487307035
2012-06-30,0.704132865843975
2012-07-01,1.42520911260105
2012-07-02,1.0633543565448
2012-07-03,0.960665879233771
2012-07-04,1.34241884280628
2012-07-05,0.954072008584721
2012-07-06,1.01416815026192
2012-07-07,0.498871402708267
2012-07-08,1.54976230345796
2012-07-09,0.894720168804115
2012-07-10,0.39957144882506
2012-07-11,4.43759577028397
2012-07-12,1.13429992879243
2012-07-13,1.26874095877837
2012-07-14,0.402200927129284
2012-07-15,1.333724832411
2012-07-16,1.0637789668516
2012-07-17,1.28969529785493
2012-07-18,1.04428663854553
2012-07-19,1.2315554988981
2012-07-20,1.39618488040925
2012-07-21,1.56045004199692
2012-07-22,1.15168586737232
2012-07-23,1.59515129109405
2012-07-24,1.42651207705541
2012-07-25,1.1259651363248
2012-07-26,1.41743560309357
2012-07-27,1.92241761699118
2012-07-28,1.38590160684069
2012-07-29,1.37352442686393
2012-07-30,1.47973526643473
2012-07-31,1.30601137263328
2012-08-01,2.00761702710991
2012-08-02,2.22309581632543
2012-08-03,1.21315149861719
2012-08-04,1.37518766877251
2012-08-05,1.69068649334601
2012-08-06,2.04410961281119
2012-08-07,0.947106001155571
2012-08-08,1.74393221636436
2012-08-09,1.85841391543218
2012-08-10,1.30413248342738
2012-08-11,1.60823175716527
2012-08-12,1.82010661611926
2012-08-13,1.43537340570403
2012-08-14,2.53138932287222
2012-08-15,2.44687168376069
2012-08-16,1.84378412928479
2012-08-17,3.02450673552076
2012-08-18,2.16685853337883
2012-08-19,1.79868329775661
2012-08-20,1.55658441499909
2012-08-21,1.79430462502528
2012-08-22,2.28218933830063
2012-08-23,1.02264876426086
2012-08-24,1.80070835430694
2012-08-25,1.65654603890117
2012-08-26,1.4310519513251
2012-08-27,2.28236036827667
2012-08-28,4.27761556551577
2012-08-29,1.52314811873696
2012-08-30,2.09234132761912
2012-08-31,2.03602414995293
2012-09-01,2.34328590470138
2012-09-02,0.755166371536049
2012-09-03,1.23647227699892
2012-09-04,1.94849997509233
2012-09-05,1.59981739728816
2012-09-06,1.83901406829768
2012-09-07,1.76466581512615
2012-09-08,1.67337647698755
2012-09-09,1.5148443627905
2012-09-10,2.0068195332095
2012-09-11,1.82924858537432
2012-09-12,1.26303698683602
2012-09-13,2.11934665303063
2012-09-14,2.10265510082476
2012-09-15,1.69553180742554
2012-09-16,1.58444860012164
2012-09-17,1.22037662270276
2012-09-18,1.14527719900817
2012-09-19,2.37823525635032
2012-09-20,1.90470433170927
2012-09-21,1.47359363860597
2012-09-22,1.72577495119222
2012-09-23,1.6873720663993
2012-09-24,1.2835767535017
2012-09-25,1.26321654710368
2012-09-26,2.00631782527412
2012-09-27,2.35081287367332
2012-09-28,3.55851094591674
2012-09-29,2.35809809478974
2012-09-30,2.16595772721979
2012-10-01,2.19767877817387
2012-10-02,2.52362667383301
2012-10-03,1.1879356777164
2012-10-04,3.36456021210507
2012-10-05,2.16754590835692
2012-10-06,1.83128357571514
2012-10-07,2.03379332067894
2012-10-08,1.88081089029755
2012-10-09,2.21288177597118
2012-10-10,1.4768284677444
2012-10-11,2.33018071877159
2012-10-12,2.3101858057948
2012-10-13,2.16033413290238
2012-10-14,2.43762291726349
2012-10-15,2.32302297361525
2012-10-16,2.07716106889129
2012-10-17,4.99125673322968
2012-10-18,3.26269690928217
2012-10-19,3.45166434034696
2012-10-20,1.74753747771266
2012-10-21,2.27443669683227
2012-10-22,1.81259904090754
2012-10-23,1.69783120411252
2012-10-24,1.80973680874447
2012-10-25,2.91796922891261
2012-10-26,1.69691049974604
2012-10-27,1.60250632241514
2012-10-28,2.24120040752299
2012-10-29,1.90943156351778
2012-10-30,1.86099759607944
2012-10-31,2.10933030065107
2012-11-01,1.71308553485947
2012-11-02,1.70771137370181
2012-11-03,2.08399079264262
2012-11-04,1.94096013528747
2012-11-05,1.68937378741526
2012-11-06,1.81594264046688
2012-11-07,1.72298291430743
2012-11-08,2.03542633214774
2012-11-09,0.92752379444948
2012-11-10,1.74329902974624
2012-11-11,1.80382558756895
2012-11-12,2.74218264740609
2012-11-13,2.17380498723344
2012-11-14,1.32053030783258
2012-11-15,1.86251668406937
2012-11-16,2.22200864226287
2012-11-17,1.82077195866634
2012-11-18,2.16887159708555
2012-11-19,3.07587379158893
2012-11-20,2.07797650356672
2012-11-21,2.28607582770702
2012-11-22,1.97611314687993
2012-11-23,4.46495754039277
2012-11-24,1.36832566363655
2012-11-25,2.29976407458659
2012-11-26,2.29955160556633
2012-11-27,1.71308811030914
2012-11-28,2.7645414056348
2012-11-29,2.281603093859
2012-11-30,2.76529094337698
2012-12-01,0.795683019444935
2012-12-02,2.33574518389188
2012-12-03,2.16907447405819
2012-12-04,10.6109317705582
2012-12-05,2.12655541454597
2012-12-06,2.20335623587179
2012-12-07,3.10973635190393
2012-12-08,2.309230441601
2012-12-09,2.56503159539685
2012-12-10,1.68505461754661
2012-12-11,2.00889775645717
2012-12-12,3.71399168778582
2012-12-13,2.95308491587422
2012-12-14,2.67480393926925
2012-12-15,1.48712416653417
2012-12-16,2.76381921432203
2012-12-17,2.08434942538097
2012-12-18,2.19750521928853
2012-12-19,2.29834084712704
2012-12-20,3.76814324867941
2012-12-21,2.38639959440754
2012-12-22,2.20440283537777
2012-12-23,1.72185579074287
2012-12-24,2.18198588199801
2012-12-25,2.19573345746745
2012-12-26,2.09883975635592
2012-12-27,1.86189207243674
2012-12-28,2.01318197155223
2012-12-29,1.95320412235475
2012-12-30,1.76703272634393
2012-12-31,9.31224267523787
2013-01-01,1.94261574909492
2013-01-02,1.98619320681411
2013-01-03,2.27519815739194
2013-01-04,2.22613662731785
2013-01-05,2.08492515584961
2013-01-06,1.60830137081681
2013-01-07,1.79457069105509
2013-01-08,2.07217852456092
2013-01-09,1.00231120532069
2013-01-10,1.63708379480484
2013-01-11,2.07316186936768
2013-01-12,1.84260369291573
2013-01-13,2.49947199922885
2013-01-14,1.93902217808009
2013-01-15,1.47206728547657
2013-01-16,2.00034102658351
2013-01-17,2.48133628988597
2013-01-18,2.36940884947183
2013-01-19,2.353754985513
2013-01-20,2.34463309831549
2013-01-21,2.13091924861138
2013-01-22,2.5261910641683
2013-01-23,2.4214447733082
2013-01-24,1.66656081380961
2013-01-25,1.89836191063784
2013-01-26,1.64537540175836
2013-01-27,2.7425254769839
2013-01-28,2.84128349452348
2013-01-29,2.56032644032057
2013-01-30,2.62888339062788
2013-01-31,2.86075737979874
2013-02-01,3.84223843622609
2013-02-02,1.52200151497926
2013-02-03,2.68525971435247
2013-02-04,1.58248271452222
2013-02-05,4.76867942474578
2013-02-06,1.67712044258726
2013-02-07,2.06531276386332
2013-02-08,2.8903722290013
2013-02-09,1.74809871290534
2013-02-10,2.92740287688395
2013-02-11,3.04168697859613
2013-02-12,3.69596766780191
2013-02-13,3.02059934852523
2013-02-14,3.13903381100409
2013-02-15,3.82584605109018
2013-02-16,3.84516722554459
2013-02-17,3.53024289504236
2013-02-18,3.52769526059388
2013-02-19,3.76362402383299
2013-02-20,2.69464275751084
2013-02-21,4.52504588703355
2013-02-22,3.98324768967313
2013-02-23,3.16210678653088
2013-02-24,2.7322575901645
2013-02-25,6.49205215688001
2013-02-26,3.38560073024207
2013-02-27,4.60913179442697
2013-02-28,4.03458132326958
2013-03-01,3.97305472167849
2013-03-02,4.35383005763792
2013-03-03,3.64718692451984
2013-03-04,3.84537944455318
2013-03-05,4.03677335489222
2013-03-06,4.87122166860661
2013-03-07,5.21826688815798
2013-03-08,4.72210921212871
2013-03-09,6.71317497253129
2013-03-10,5.05610228637072
2013-03-11,5.89004268334686
2013-03-12,4.96577696366454
2013-03-13,4.99097183783373
2013-03-14,9.15251191705712
2013-03-15,6.08546788715508
2013-03-16,4.55389823403022
2013-03-17,7.05940484378686
2013-03-18,6.10545140742166
2013-03-19,8.05758899951349
2013-03-20,7.30277210400942
2013-03-21,8.47230563082552
2013-03-22,9.03119122999318
2013-03-23,7.34022685615658
2013-03-24,7.75873465769098
2013-03-25,7.58825470843593
2013-03-26,10.7479908360372
2013-03-27,9.86494281032012
2013-03-28,10.3780683306986
2013-03-29,9.77245039406233
2013-03-30,9.52215942161501
2013-03-31,9.19378845848766
2013-04-01,14.1792962962948
2013-04-02,12.9637335425124
2013-04-03,11.9507228123583
2013-04-04,15.8502994248175
2013-04-05,15.4262594732222
2013-04-06,18.9100252193017
2013-04-07,18.3146011807036
2013-04-08,26.2047145875979
2013-04-09,34.2340831637441
2013-04-10,19.5034288398052
2013-04-11,10.2764862976241
2013-04-12,7.89930202745205
2013-04-13,13.5062253540652
2013-04-14,9.52319002783683
2013-04-15,10.774054144579
2013-04-16,8.68646767898358
2013-04-17,8.92078612957925
2013-04-18,11.1058381017595
2013-04-19,15.6062820749504
2013-04-20,16.7912579667234
2013-04-21,8.10739530726047
2013-04-22,12.5899892010858
2013-04-23,23.7607839949646
2013-04-24,15.289428794027
2013-04-25,20.50777571026
2013-04-26,14.9768885194186
2013-04-27,18.3026024130076
2013-04-28,13.637096758662
2013-04-29,16.7889971854716
2013-04-30,16.4897421440442
2013-05-01,17.0999601567004
2013-05-02,12.7686005637488
2013-05-03,9.43908088824064
2013-05-04,9.57769232565021
2013-05-05,10.6336188931854
2013-05-06,10.8632765520682
2013-05-07,16.6309811840669
2013-05-08,10.020541259633
2013-05-09,16.1764778834774
2013-05-10,10.5273385389828
2013-05-11,12.597445125273
2013-05-12,13.0612742694854
2013-05-13,11.9008386888111
2013-05-14,13.3536614524676
2013-05-15,12.3110339660121
2013-05-16,11.0610055850845
2013-05-17,12.420965074022
2013-05-18,11.9836243793369
2013-05-19,11.1841966070068
2013-05-20,14.8905657180356
2013-05-21,13.0089331702336
2013-05-22,13.349021756533
2013-05-23,13.3608620259768
2013-05-24,11.4746580083767
2013-05-25,13.5181374610527
2013-05-26,13.0374261510905
2013-05-27,14.2893311425447
2013-05-28,20.2069973521865
2013-05-29,10.6788473493669
2013-05-30,14.5578247434761
2013-05-31,55.4413788104535
2013-06-01,10.2219701492855
2013-06-02,12.037724835766
2013-06-03,11.3252536904107
2013-06-04,53.4284838006825
2013-06-05,8.0718100554816
2013-06-06,15.5931385982718
2013-06-07,14.2677196553233
2013-06-08,15.399112333892
2013-06-09,11.821155516852
2013-06-10,10.3200057387931
2013-06-11,26.6570171798156
2013-06-12,10.7289987260796
2013-06-13,16.0272611657267
2013-06-14,22.9402505138475
2013-06-15,20.6290930158262
2013-06-16,17.058385249204
2013-06-17,9.26723203109486
2013-06-18,9.64708152224737
2013-06-19,15.207420049607
2013-06-20,14.6745626139047
2013-06-21,8.65462436557828
2013-06-22,8.45084116489084
2013-06-23,26.5403976418411
2013-06-24,9.38496447108288
2013-06-25,10.0524906512207
2013-06-26,8.015180819245
2013-06-27,11.0543052175197
2013-06-28,20.4265277525597
2013-06-29,25.3280323552222
2013-06-30,37.6359206110642
2013-07-01,16.6274669360931
2013-07-02,9.15159026391183
2013-07-03,15.071027572834
2013-07-04,8.06801044862536
2013-07-05,5.53977388051664
2013-07-06,5.73965791717202
2013-07-07,4.26139638843855
2013-07-08,6.6225592320119
2013-07-09,8.14394865367913
2013-07-10,5.77057650625204
2013-07-11,7.07407071766935
2013-07-12,8.76129682814066
2013-07-13,4.62248218655057
2013-07-14,7.96469199349889
2013-07-15,8.75715255021731
