t,transactions_transfers_to_exchanges_count
2015-08-24,10064
2015-08-25,10228
2015-08-26,9315
2015-08-27,9225
2015-08-28,9044
2015-08-29,8180
2015-08-30,8212
2015-08-31,9341
2015-09-01,9104
2015-09-02,8350
2015-09-03,8798
2015-09-04,8706
2015-09-05,9727
2015-09-06,9387
2015-09-07,9501
2015-09-08,10263
2015-09-09,8911
2015-09-10,9109
2015-09-11,9728
2015-09-12,8653
2015-09-13,9944
2015-09-14,9763
2015-09-15,9949
2015-09-16,9829
2015-09-17,10352
2015-09-18,10465
2015-09-19,9186
2015-09-20,9174
2015-09-21,9561
2015-09-22,9978
2015-09-23,8792
2015-09-24,9225
2015-09-25,9478
2015-09-26,8973
2015-09-27,8440
2015-09-28,10380
2015-09-29,10576
2015-09-30,10639
2015-10-01,9809
2015-10-02,9958
2015-10-03,9794
2015-10-04,8845
2015-10-05,9454
2015-10-06,9803
2015-10-07,8934
2015-10-08,8643
2015-10-09,7514
2015-10-10,10049
2015-10-11,7663
2015-10-12,8365
2015-10-13,9093
2015-10-14,8481
2015-10-15,9845
2015-10-16,9287
2015-10-17,11855
2015-10-18,9310
2015-10-19,9979
2015-10-20,9952
2015-10-21,9901
2015-10-22,10644
2015-10-23,10310
2015-10-24,10886
2015-10-25,10546
2015-10-26,9972
2015-10-27,11867
2015-10-28,12017
2015-10-29,12864
2015-10-30,14164
2015-10-31,14297
2015-11-01,12130
2015-11-02,14180
2015-11-03,18116
2015-11-04,21760
2015-11-05,17517
2015-11-06,15480
2015-11-07,15374
2015-11-08,12418
2015-11-09,15169
2015-11-10,14433
2015-11-11,14244
2015-11-12,13779
2015-11-13,13374
2015-11-14,13551
2015-11-15,13771
2015-11-16,13306
2015-11-17,12751
2015-11-18,12030
2015-11-19,12294
2015-11-20,12120
2015-11-21,13564
2015-11-22,10898
2015-11-23,11410
2015-11-24,11790
2015-11-25,11698
2015-11-26,15641
2015-11-27,13113
2015-11-28,15323
2015-11-29,11729
2015-11-30,16355
2015-12-01,14506
2015-12-02,13702
2015-12-03,11679
2015-12-04,12016
2015-12-05,18235
2015-12-06,17399
2015-12-07,16384
2015-12-08,16453
2015-12-09,17766
2015-12-10,16291
2015-12-11,16374
2015-12-12,18385
2015-12-13,17051
2015-12-14,19087
2015-12-15,18848
2015-12-16,18313
2015-12-17,17168
2015-12-18,17332
2015-12-19,20700
2015-12-20,18103
2015-12-21,21056
2015-12-22,19089
2015-12-23,17402
2015-12-24,18147
2015-12-25,16470
2015-12-26,18528
2015-12-27,12965
2015-12-28,13331
2015-12-29,13184
2015-12-30,13255
2015-12-31,12203
2016-01-01,10736
2016-01-02,14230
2016-01-03,12728
2016-01-04,14479
2016-01-05,14814
2016-01-06,14353
2016-01-07,17546
2016-01-08,15810
2016-01-09,18399
2016-01-10,15442
2016-01-11,15889
2016-01-12,16812
2016-01-13,15754
2016-01-14,16264
2016-01-15,18423
2016-01-16,21305
2016-01-17,22187
2016-01-18,19109
2016-01-19,17432
2016-01-20,19795
2016-01-21,24494
2016-01-22,22360
2016-01-23,21657
2016-01-24,24228
2016-01-25,22434
2016-01-26,26708
2016-01-27,24600
2016-01-28,25763
2016-01-29,26605
2016-01-30,22342
2016-01-31,23100
2016-02-01,29158
2016-02-02,29507
2016-02-03,21980
2016-02-04,19781
2016-02-05,23356
2016-02-06,26953
2016-02-07,30705
2016-02-08,25595
2016-02-09,24870
2016-02-10,25568
2016-02-11,22161
2016-02-12,20300
2016-02-13,19278
2016-02-14,21621
2016-02-15,23171
2016-02-16,21101
2016-02-17,24089
2016-02-18,22024
2016-02-19,21994
2016-02-20,24039
2016-02-21,23801
2016-02-22,27070
2016-02-23,32543
2016-02-24,31240
2016-02-25,25396
2016-02-26,22027
2016-02-27,20352
2016-02-28,26034
2016-02-29,30978
2016-03-01,32145
2016-03-02,33559
2016-03-03,28700
2016-03-04,26438
2016-03-05,30856
2016-03-06,20562
2016-03-07,21547
2016-03-08,24854
2016-03-09,23474
2016-03-10,20157
2016-03-11,20972
2016-03-12,20719
2016-03-13,19503
2016-03-14,24446
2016-03-15,24489
2016-03-16,26159
2016-03-17,26193
2016-03-18,26970
2016-03-19,20158
2016-03-20,21530
2016-03-21,23864
2016-03-22,23181
2016-03-23,20669
2016-03-24,23141
2016-03-25,21403
2016-03-26,19207
2016-03-27,21612
2016-03-28,23689
2016-03-29,24107
2016-03-30,23737
2016-03-31,25937
2016-04-01,28659
2016-04-02,22868
2016-04-03,22229
2016-04-04,22146
2016-04-05,23374
2016-04-06,24896
2016-04-07,25678
2016-04-08,26010
2016-04-09,24120
2016-04-10,25434
2016-04-11,28250
2016-04-12,27393
2016-04-13,23947
2016-04-14,23813
2016-04-15,23675
2016-04-16,21230
2016-04-17,24609
2016-04-18,26150
2016-04-19,26833
2016-04-20,23200
2016-04-21,22396
2016-04-22,22338
2016-04-23,21594
2016-04-24,22648
2016-04-25,24900
2016-04-26,29912
2016-04-27,30022
2016-04-28,35342
2016-04-29,44860
2016-04-30,33128
2016-05-01,25952
2016-05-02,26111
2016-05-03,27550
2016-05-04,28384
2016-05-05,27142
2016-05-06,30207
2016-05-07,25806
2016-05-08,25150
2016-05-09,29919
2016-05-10,32079
2016-05-11,30038
2016-05-12,29164
2016-05-13,32896
2016-05-14,32435
2016-05-15,30207
2016-05-16,35181
2016-05-17,35804
2016-05-18,38594
2016-05-19,28720
2016-05-20,26277
2016-05-21,23424
2016-05-22,24051
2016-05-23,26803
2016-05-24,33545
2016-05-25,32452
2016-05-26,27885
2016-05-27,28592
2016-05-28,25068
2016-05-29,21757
2016-05-30,26431
2016-05-31,24660
2016-06-01,24474
2016-06-02,25325
2016-06-03,26503
2016-06-04,24808
2016-06-05,22643
2016-06-06,23985
2016-06-07,26326
2016-06-08,27167
2016-06-09,28661
2016-06-10,27605
2016-06-11,29071
2016-06-12,27314
2016-06-13,34073
2016-06-14,31209
2016-06-15,31677
2016-06-16,33451
2016-06-17,35003
2016-06-18,34347
2016-06-19,29785
2016-06-20,32442
2016-06-21,31491
2016-06-22,32101
2016-06-23,29488
2016-06-24,28893
2016-06-25,26906
2016-06-26,23246
2016-06-27,23629
2016-06-28,24161
2016-06-29,24204
2016-06-30,25151
2016-07-01,21763
2016-07-02,22923
2016-07-03,18321
2016-07-04,22429
2016-07-05,24230
2016-07-06,24133
2016-07-07,25554
2016-07-08,27944
2016-07-09,22676
2016-07-10,18420
2016-07-11,25864
2016-07-12,25143
2016-07-13,24790
2016-07-14,25459
2016-07-15,27374
2016-07-16,21766
2016-07-17,20431
2016-07-18,24807
2016-07-19,25709
2016-07-20,26189
2016-07-21,24700
2016-07-22,26933
2016-07-23,23854
2016-07-24,24953
2016-07-25,27848
2016-07-26,31566
2016-07-27,28582
2016-07-28,27163
2016-07-29,27530
2016-07-30,24548
2016-07-31,22890
2016-08-01,25517
2016-08-02,32226
2016-08-03,26531
2016-08-04,25933
2016-08-05,23731
2016-08-06,22006
2016-08-07,22798
2016-08-08,24879
2016-08-09,26740
2016-08-10,28322
2016-08-11,30531
2016-08-12,26445
2016-08-13,21944
2016-08-14,23065
2016-08-15,22998
2016-08-16,27693
2016-08-17,26173
2016-08-18,27927
2016-08-19,25916
2016-08-20,21765
2016-08-21,19417
2016-08-22,23047
2016-08-23,23934
2016-08-24,24546
2016-08-25,22989
2016-08-26,21956
2016-08-27,20798
2016-08-28,22074
2016-08-29,23886
2016-08-30,24519
2016-08-31,23238
2016-09-01,24406
2016-09-02,24722
2016-09-03,24575
2016-09-04,22322
2016-09-05,26814
2016-09-06,28500
2016-09-07,31256
2016-09-08,27003
2016-09-09,24064
2016-09-10,21119
2016-09-11,21148
2016-09-12,23448
2016-09-13,25522
2016-09-14,24673
2016-09-15,25243
2016-09-16,24592
2016-09-17,24447
2016-09-18,22012
2016-09-19,23668
2016-09-20,26447
2016-09-21,24436
2016-09-22,24744
2016-09-23,23907
2016-09-24,22701
2016-09-25,22344
2016-09-26,26571
2016-09-27,26380
2016-09-28,26863
2016-09-29,27112
2016-09-30,28639
2016-10-01,26290
2016-10-02,22895
2016-10-03,31658
2016-10-04,33970
2016-10-05,35653
2016-10-06,39297
2016-10-07,38482
2016-10-08,36100
2016-10-09,24983
2016-10-10,25608
2016-10-11,29172
2016-10-12,29121
2016-10-13,23577
2016-10-14,27187
2016-10-15,25452
2016-10-16,27107
2016-10-17,29003
2016-10-18,28350
2016-10-19,23610
2016-10-20,29388
2016-10-21,33797
2016-10-22,25917
2016-10-23,22168
2016-10-24,24997
2016-10-25,28465
2016-10-26,26094
2016-10-27,32769
2016-10-28,27413
2016-10-29,24743
2016-10-30,22525
2016-10-31,26404
2016-11-01,27243
2016-11-02,30149
2016-11-03,31128
2016-11-04,28555
2016-11-05,26904
2016-11-06,27183
2016-11-07,33038
2016-11-08,32959
2016-11-09,30214
2016-11-10,28293
2016-11-11,26337
2016-11-12,25629
2016-11-13,25219
2016-11-14,29164
2016-11-15,31769
2016-11-16,34463
2016-11-17,34178
2016-11-18,34272
2016-11-19,34512
2016-11-20,36479
2016-11-21,44479
2016-11-22,50134
2016-11-23,44123
2016-11-24,41770
2016-11-25,36777
2016-11-26,33103
2016-11-27,31236
2016-11-28,33473
2016-11-29,30523
2016-11-30,34896
2016-12-01,31380
2016-12-02,31017
2016-12-03,28409
2016-12-04,23688
2016-12-05,28188
2016-12-06,31354
2016-12-07,31081
2016-12-08,28538
2016-12-09,28375
2016-12-10,25626
2016-12-11,24460
2016-12-12,27650
2016-12-13,31471
2016-12-14,31495
2016-12-15,28470
2016-12-16,28579
2016-12-17,25325
2016-12-18,23117
2016-12-19,28922
2016-12-20,27848
2016-12-21,30139
2016-12-22,32886
2016-12-23,33821
2016-12-24,27369
2016-12-25,22896
2016-12-26,26978
2016-12-27,32003
2016-12-28,35117
2016-12-29,34237
2016-12-30,32967
2016-12-31,28877
2017-01-01,24343
2017-01-02,35367
2017-01-03,34785
2017-01-04,40437
2017-01-05,38767
2017-01-06,41007
2017-01-07,37291
2017-01-08,33716
2017-01-09,36036
2017-01-10,38226
2017-01-11,37257
2017-01-12,35339
2017-01-13,32903
2017-01-14,28898
2017-01-15,29087
2017-01-16,32244
2017-01-17,35103
2017-01-18,35021
2017-01-19,35083
2017-01-20,35505
2017-01-21,32651
2017-01-22,30738
2017-01-23,30205
2017-01-24,33607
2017-01-25,35672
2017-01-26,37916
2017-01-27,33310
2017-01-28,31513
2017-01-29,32837
2017-01-30,32940
2017-01-31,38923
2017-02-01,44551
2017-02-02,40005
2017-02-03,41763
2017-02-04,35085
2017-02-05,34122
2017-02-06,30977
2017-02-07,36130
2017-02-08,35798
2017-02-09,41829
2017-02-10,37211
2017-02-11,32108
2017-02-12,30397
2017-02-13,35372
2017-02-14,37809
2017-02-15,36889
2017-02-16,36939
2017-02-17,40763
2017-02-18,37665
2017-02-19,32430
2017-02-20,35578
2017-02-21,37193
2017-02-22,37334
2017-02-23,40440
2017-02-24,41645
2017-02-25,37092
2017-02-26,34179
2017-02-27,38512
2017-02-28,38544
2017-03-01,41402
2017-03-02,45240
2017-03-03,44844
2017-03-04,36620
2017-03-05,34452
2017-03-06,37517
2017-03-07,39730
2017-03-08,36692
2017-03-09,39604
2017-03-10,39476
2017-03-11,35985
2017-03-12,31897
2017-03-13,42158
2017-03-14,41741
2017-03-15,42491
2017-03-16,54391
2017-03-17,50505
2017-03-18,44832
2017-03-19,44174
2017-03-20,45219
2017-03-21,45482
2017-03-22,50369
2017-03-23,46024
2017-03-24,44565
2017-03-25,35678
2017-03-26,32686
2017-03-27,35979
2017-03-28,41441
2017-03-29,38573
2017-03-30,40167
2017-03-31,40349
2017-04-01,34956
2017-04-02,39590
2017-04-03,44486
2017-04-04,37245
2017-04-05,45310
2017-04-06,42449
2017-04-07,39866
2017-04-08,31215
2017-04-09,33083
2017-04-10,38699
2017-04-11,42267
2017-04-12,40963
2017-04-13,38123
2017-04-14,43272
2017-04-15,39946
2017-04-16,36119
2017-04-17,38891
2017-04-18,41926
2017-04-19,42969
2017-04-20,38834
2017-04-21,45494
2017-04-22,35586
2017-04-23,35555
2017-04-24,33671
2017-04-25,45263
2017-04-26,43987
2017-04-27,43477
2017-04-28,45366
2017-04-29,49159
2017-04-30,42598
2017-05-01,50230
2017-05-02,52249
2017-05-03,46953
2017-05-04,62083
2017-05-05,53692
2017-05-06,58082
2017-05-07,61197
2017-05-08,71758
2017-05-09,60886
2017-05-10,54429
2017-05-11,52190
2017-05-12,56252
2017-05-13,57396
2017-05-14,60151
2017-05-15,61132
2017-05-16,52701
2017-05-17,71024
2017-05-18,63946
2017-05-19,69866
2017-05-20,67441
2017-05-21,71181
2017-05-22,73412
2017-05-23,79376
2017-05-24,77339
2017-05-25,75656
2017-05-26,66710
2017-05-27,68075
2017-05-28,60859
2017-05-29,54330
2017-05-30,60866
2017-05-31,61875
2017-06-01,64674
2017-06-02,62366
2017-06-03,71863
2017-06-04,61212
2017-06-05,68365
2017-06-06,72160
2017-06-07,79914
2017-06-08,66169
2017-06-09,65482
2017-06-10,62346
2017-06-11,53945
2017-06-12,64481
2017-06-13,73330
2017-06-14,67633
2017-06-15,65927
2017-06-16,57426
2017-06-17,50649
2017-06-18,45049
2017-06-19,65607
2017-06-20,72380
2017-06-21,66136
2017-06-22,61387
2017-06-23,55416
2017-06-24,50486
2017-06-25,41348
2017-06-26,60702
2017-06-27,60570
2017-06-28,56910
2017-06-29,48079
2017-06-30,53223
2017-07-01,43384
2017-07-02,39715
2017-07-03,49785
2017-07-04,50471
2017-07-05,45022
2017-07-06,43551
2017-07-07,53478
2017-07-08,43912
2017-07-09,33945
2017-07-10,49745
2017-07-11,60351
2017-07-12,52810
2017-07-13,45699
2017-07-14,44041
2017-07-15,39425
2017-07-16,41256
2017-07-17,43551
2017-07-18,51826
2017-07-19,44721
2017-07-20,45754
2017-07-21,51037
2017-07-22,42529
2017-07-23,29507
2017-07-24,40701
2017-07-25,45675
2017-07-26,38691
2017-07-27,34835
2017-07-28,47932
2017-07-29,40204
2017-07-30,36114
2017-07-31,47272
2017-08-01,21015
2017-08-02,43350
2017-08-03,40443
2017-08-04,43798
2017-08-05,49530
2017-08-06,40978
2017-08-07,53288
2017-08-08,60220
2017-08-09,55089
2017-08-10,66219
2017-08-11,70601
2017-08-12,59845
2017-08-13,65088
2017-08-14,65708
2017-08-15,78706
2017-08-16,63326
2017-08-17,76003
2017-08-18,71959
2017-08-19,61414
2017-08-20,48268
2017-08-21,57705
2017-08-22,47803
2017-08-23,71923
2017-08-24,48957
2017-08-25,51319
2017-08-26,48508
2017-08-27,52405
2017-08-28,53518
2017-08-29,67087
2017-08-30,63661
2017-08-31,66170
2017-09-01,68629
2017-09-02,61019
2017-09-03,46016
2017-09-04,76130
2017-09-05,70993
2017-09-06,66499
2017-09-07,59227
2017-09-08,65969
2017-09-09,44764
2017-09-10,42865
2017-09-11,50599
2017-09-12,56792
2017-09-13,59809
2017-09-14,65464
2017-09-15,76730
2017-09-16,45174
2017-09-17,37003
2017-09-18,44871
2017-09-19,49803
2017-09-20,42514
2017-09-21,47502
2017-09-22,45240
2017-09-23,33056
2017-09-24,29967
2017-09-25,40995
2017-09-26,46150
2017-09-27,51609
2017-09-28,53414
2017-09-29,49831
2017-09-30,40435
2017-10-01,38315
2017-10-02,57592
2017-10-03,51852
2017-10-04,43783
2017-10-05,49793
2017-10-06,52925
2017-10-07,42284
2017-10-08,46338
2017-10-09,58825
2017-10-10,56981
2017-10-11,52336
2017-10-12,59189
2017-10-13,68371
2017-10-14,52424
2017-10-15,50062
2017-10-16,59396
2017-10-17,57915
2017-10-18,54089
2017-10-19,58732
2017-10-20,58015
2017-10-21,55102
2017-10-22,55045
2017-10-23,55880
2017-10-24,72353
2017-10-25,56572
2017-10-26,48392
2017-10-27,48020
2017-10-28,34370
2017-10-29,56280
2017-10-30,54326
2017-10-31,51482
2017-11-01,62779
2017-11-02,69970
2017-11-03,62064
2017-11-04,49985
2017-11-05,45909
2017-11-06,53043
2017-11-07,59594
2017-11-08,64683
2017-11-09,74076
2017-11-10,67107
2017-11-11,51086
2017-11-12,57475
2017-11-13,67457
2017-11-14,54322
2017-11-15,64936
2017-11-16,65773
2017-11-17,66783
2017-11-18,57382
2017-11-19,54804
2017-11-20,76249
2017-11-21,80608
2017-11-22,73105
2017-11-23,73146
2017-11-24,67332
2017-11-25,66119
2017-11-26,72466
2017-11-27,85642
2017-11-28,94336
2017-11-29,111501
2017-11-30,94386
2017-12-01,91367
2017-12-02,71120
2017-12-03,88195
2017-12-04,116664
2017-12-05,124282
2017-12-06,168028
2017-12-07,132121
2017-12-08,129596
2017-12-09,124898
2017-12-10,99274
2017-12-11,107656
2017-12-12,128646
2017-12-13,158465
2017-12-14,232490
2017-12-15,165128
2017-12-16,143136
2017-12-17,162815
2017-12-18,171074
2017-12-19,189032
2017-12-20,186174
2017-12-21,188456
2017-12-22,206587
2017-12-23,151894
2017-12-24,120692
2017-12-25,93115
2017-12-26,101203
2017-12-27,142932
2017-12-28,143835
2017-12-29,189211
2017-12-30,209309
2017-12-31,137742
2018-01-01,114989
2018-01-02,186152
2018-01-03,233877
2018-01-04,269228
2018-01-05,195828
2018-01-06,168750
2018-01-07,172309
2018-01-08,158640
2018-01-09,175148
2018-01-10,177693
2018-01-11,165574
2018-01-12,134557
2018-01-13,119770
2018-01-14,103444
2018-01-15,118487
2018-01-16,160308
2018-01-17,177921
2018-01-18,157724
2018-01-19,103455
2018-01-20,90488
2018-01-21,81216
2018-01-22,94210
2018-01-23,89929
2018-01-24,91291
2018-01-25,86662
2018-01-26,81395
2018-01-27,62775
2018-01-28,70417
2018-01-29,73687
2018-01-30,84047
2018-01-31,77425
2018-02-01,95351
2018-02-02,107070
2018-02-03,68225
2018-02-04,55430
2018-02-05,82103
2018-02-06,101882
2018-02-07,77635
2018-02-08,43093
2018-02-09,58361
2018-02-10,64918
2018-02-11,47952
2018-02-12,56245
2018-02-13,53317
2018-02-14,65312
2018-02-15,71024
2018-02-16,58653
2018-02-17,58093
2018-02-18,49391
2018-02-19,54647
2018-02-20,59192
2018-02-21,57885
2018-02-22,55869
2018-02-23,55491
2018-02-24,45129
2018-02-25,42149
2018-02-26,52245
2018-02-27,59623
2018-02-28,51915
2018-03-01,66276
2018-03-02,60465
2018-03-03,51495
2018-03-04,43743
2018-03-05,56359
2018-03-06,54949
2018-03-07,60392
2018-03-08,56760
2018-03-09,64808
2018-03-10,42631
2018-03-11,39533
2018-03-12,48162
2018-03-13,49579
2018-03-14,53867
2018-03-15,60753
2018-03-16,49964
2018-03-17,39929
2018-03-18,52903
2018-03-19,52715
2018-03-20,51504
2018-03-21,51425
2018-03-22,46108
2018-03-23,48845
2018-03-24,42315
2018-03-25,33423
2018-03-26,49036
2018-03-27,46269
2018-03-28,42332
2018-03-29,53155
2018-03-30,54981
2018-03-31,35678
2018-04-01,34158
2018-04-02,39782
2018-04-03,50855
2018-04-04,43983
2018-04-05,42225
2018-04-06,43603
2018-04-07,34271
2018-04-08,29986
2018-04-09,40072
2018-04-10,44347
2018-04-11,43954
2018-04-12,55592
2018-04-13,60314
2018-04-14,36063
2018-04-15,41516
2018-04-16,46718
2018-04-17,50105
2018-04-18,50056
2018-04-19,55617
2018-04-20,59986
2018-04-21,47940
2018-04-22,41230
2018-04-23,52707
2018-04-24,69441
2018-04-25,60121
2018-04-26,52181
2018-04-27,55355
2018-04-28,47134
2018-04-29,49662
2018-04-30,57598
2018-05-01,52452
2018-05-02,52771
2018-05-03,60571
2018-05-04,56807
2018-05-05,47877
2018-05-06,41046
2018-05-07,49860
2018-05-08,51452
2018-05-09,50989
2018-05-10,51500
2018-05-11,64718
2018-05-12,48283
2018-05-13,39302
2018-05-14,52431
2018-05-15,49168
2018-05-16,47729
2018-05-17,43438
2018-05-18,47466
2018-05-19,33526
2018-05-20,32224
2018-05-21,42463
2018-05-22,43415
2018-05-23,56721
2018-05-24,48877
2018-05-25,41664
2018-05-26,30817
2018-05-27,29877
2018-05-28,41381
2018-05-29,47003
2018-05-30,42374
2018-05-31,42960
2018-06-01,43701
2018-06-02,34777
2018-06-03,33810
2018-06-04,41218
2018-06-05,41267
2018-06-06,39916
2018-06-07,37693
2018-06-08,38865
2018-06-09,28599
2018-06-10,45322
2018-06-11,47409
2018-06-12,46158
2018-06-13,47945
2018-06-14,45371
2018-06-15,39858
2018-06-16,26456
2018-06-17,24721
2018-06-18,36625
2018-06-19,35598
2018-06-20,35775
2018-06-21,37357
2018-06-22,48252
2018-06-23,31888
2018-06-24,36695
2018-06-25,38617
2018-06-26,33597
2018-06-27,34049
2018-06-28,34479
2018-06-29,41845
2018-06-30,35259
2018-07-01,28242
2018-07-02,39296
2018-07-03,40762
2018-07-04,38071
2018-07-05,38850
2018-07-06,41524
2018-07-07,28247
2018-07-08,27622
2018-07-09,35044
2018-07-10,42117
2018-07-11,37478
2018-07-12,36961
2018-07-13,39244
2018-07-14,29186
2018-07-15,26266
2018-07-16,36825
2018-07-17,45217
2018-07-18,47340
2018-07-19,39228
2018-07-20,41330
2018-07-21,29831
2018-07-22,26952
2018-07-23,41966
2018-07-24,48746
2018-07-25,46884
2018-07-26,42354
2018-07-27,41295
2018-07-28,29482
2018-07-29,27567
2018-07-30,39653
2018-07-31,43315
2018-08-01,39823
2018-08-02,38098
2018-08-03,43994
2018-08-04,33566
2018-08-05,29867
2018-08-06,36102
2018-08-07,39559
2018-08-08,47741
2018-08-09,39590
2018-08-10,40660
2018-08-11,36399
2018-08-12,27801
2018-08-13,39554
2018-08-14,52108
2018-08-15,44635
2018-08-16,38833
2018-08-17,42597
2018-08-18,30399
2018-08-19,25555
2018-08-20,34649
2018-08-21,34875
2018-08-22,38253
2018-08-23,33947
2018-08-24,36331
2018-08-25,30200
2018-08-26,26422
2018-08-27,36678
2018-08-28,42062
2018-08-29,37433
2018-08-30,35332
2018-08-31,37810
2018-09-01,33514
2018-09-02,29801
2018-09-03,35869
2018-09-04,37306
2018-09-05,44227
2018-09-06,46199
2018-09-07,39213
2018-09-08,29602
2018-09-09,30169
2018-09-10,36778
2018-09-11,37968
2018-09-12,39020
2018-09-13,36434
2018-09-14,34773
2018-09-15,26768
2018-09-16,24236
2018-09-17,37398
2018-09-18,36357
2018-09-19,34582
2018-09-20,38928
2018-09-21,54915
2018-09-22,33790
2018-09-23,29718
2018-09-24,36291
2018-09-25,40902
2018-09-26,37253
2018-09-27,36350
2018-09-28,39781
2018-09-29,31108
2018-09-30,31529
2018-10-01,39796
2018-10-02,37400
2018-10-03,33809
2018-10-04,33904
2018-10-05,34816
2018-10-06,26881
2018-10-07,24469
2018-10-08,35233
2018-10-09,33674
2018-10-10,35691
2018-10-11,49082
2018-10-12,38773
2018-10-13,25951
2018-10-14,25799
2018-10-15,45000
2018-10-16,36910
2018-10-17,37600
2018-10-18,35832
2018-10-19,33760
2018-10-20,27045
2018-10-21,26439
2018-10-22,35876
2018-10-23,35346
2018-10-24,34307
2018-10-25,36059
2018-10-26,33675
2018-10-27,25471
2018-10-28,25283
2018-10-29,35578
2018-10-30,34131
2018-10-31,34819
2018-11-01,34932
2018-11-02,38405
2018-11-03,27430
2018-11-04,28398
2018-11-05,39475
2018-11-06,40859
2018-11-07,38317
2018-11-08,35291
2018-11-09,36939
2018-11-10,26791
2018-11-11,27566
2018-11-12,37523
2018-11-13,37206
2018-11-14,51850
2018-11-15,53493
2018-11-16,40689
2018-11-17,30566
2018-11-18,29151
2018-11-19,51404
2018-11-20,65168
2018-11-21,43504
2018-11-22,35547
2018-11-23,38973
2018-11-24,31920
2018-11-25,43335
2018-11-26,42280
2018-11-27,37543
2018-11-28,41500
2018-11-29,39700
2018-11-30,36942
2018-12-01,29182
2018-12-02,25254
2018-12-03,34849
2018-12-04,37481
2018-12-05,36550
2018-12-06,41841
2018-12-07,49003
2018-12-08,29608
2018-12-09,27705
2018-12-10,35188
2018-12-11,32722
2018-12-12,32067
2018-12-13,32572
2018-12-14,35199
2018-12-15,29011
2018-12-16,25449
2018-12-17,38899
2018-12-18,36010
2018-12-19,44694
2018-12-20,42973
2018-12-21,42749
2018-12-22,28633
2018-12-23,29909
2018-12-24,41021
2018-12-25,31779
2018-12-26,32227
2018-12-27,35754
2018-12-28,39707
2018-12-29,28532
2018-12-30,26739
2018-12-31,29432
2019-01-01,24648
2019-01-02,34340
2019-01-03,35121
2019-01-04,35816
2019-01-05,29168
2019-01-06,29850
2019-01-07,36648
2019-01-08,37154
2019-01-09,37667
2019-01-10,45258
2019-01-11,39077
2019-01-12,27339
2019-01-13,26758
2019-01-14,36050
2019-01-15,35814
2019-01-16,36025
2019-01-17,34073
2019-01-18,34977
2019-01-19,28069
2019-01-20,28082
2019-01-21,33380
2019-01-22,35574
2019-01-23,33544
2019-01-24,36135
2019-01-25,35307
2019-01-26,32268
2019-01-27,30888
2019-01-28,42385
2019-01-29,36254
2019-01-30,35770
2019-01-31,38056
2019-02-01,37683
2019-02-02,28211
2019-02-03,25463
2019-02-04,33772
2019-02-05,37661
2019-02-06,35817
2019-02-07,32522
2019-02-08,37951
2019-02-09,28988
2019-02-10,26030
2019-02-11,33343
2019-02-12,34794
2019-02-13,37556
2019-02-14,33553
2019-02-15,33687
2019-02-16,30536
2019-02-17,28652
2019-02-18,43733
2019-02-19,43436
2019-02-20,39298
2019-02-21,36989
2019-02-22,40201
2019-02-23,32753
2019-02-24,38284
2019-02-25,41303
2019-02-26,39878
2019-02-27,37952
2019-02-28,38243
2019-03-01,38728
2019-03-02,30257
2019-03-03,28253
2019-03-04,39511
2019-03-05,41669
2019-03-06,37577
2019-03-07,40544
2019-03-08,42320
2019-03-09,35148
2019-03-10,31207
2019-03-11,42771
2019-03-12,44710
2019-03-13,43164
2019-03-14,46149
2019-03-15,44737
2019-03-16,38455
2019-03-17,33190
2019-03-18,47363
2019-03-19,47026
2019-03-20,47355
2019-03-21,45451
2019-03-22,45200
2019-03-23,35505
2019-03-24,33917
2019-03-25,45681
2019-03-26,45939
2019-03-27,51400
2019-03-28,46205
2019-03-29,45107
2019-03-30,37981
2019-03-31,38306
2019-04-01,49008
2019-04-02,73931
2019-04-03,69080
2019-04-04,57741
2019-04-05,52701
2019-04-06,37659
2019-04-07,36696
2019-04-08,52134
2019-04-09,48237
2019-04-10,49271
2019-04-11,51569
2019-04-12,45440
2019-04-13,31669
2019-04-14,32495
2019-04-15,45439
2019-04-16,43278
2019-04-17,43030
2019-04-18,46508
2019-04-19,42638
2019-04-20,33204
2019-04-21,35032
2019-04-22,43258
2019-04-23,49124
2019-04-24,55775
2019-04-25,49318
2019-04-26,52359
2019-04-27,36198
2019-04-28,36913
2019-04-29,47535
2019-04-30,47487
2019-05-01,42500
2019-05-02,44181
2019-05-03,51257
2019-05-04,39492
2019-05-05,35857
2019-05-06,46109
2019-05-07,48059
2019-05-08,43274
2019-05-09,46461
2019-05-10,45177
2019-05-11,49620
2019-05-12,47594
2019-05-13,58204
2019-05-14,58604
2019-05-15,74069
2019-05-16,76451
2019-05-17,68117
2019-05-18,49822
2019-05-19,50635
2019-05-20,63005
2019-05-21,65685
2019-05-22,61702
2019-05-23,56565
2019-05-24,62260
2019-05-25,45039
2019-05-26,42589
2019-05-27,68616
2019-05-28,63735
2019-05-29,68214
2019-05-30,65477
2019-05-31,53459
2019-06-01,50142
2019-06-02,49520
2019-06-03,51568
2019-06-04,65731
2019-06-05,55217
2019-06-06,48971
2019-06-07,46964
2019-06-08,34818
2019-06-09,35341
2019-06-10,51434
2019-06-11,51779
2019-06-12,47709
2019-06-13,53325
2019-06-14,54841
2019-06-15,47827
2019-06-16,51141
2019-06-17,58277
2019-06-18,59102
2019-06-19,56587
2019-06-20,53524
2019-06-21,58924
