t,addresses_accumulation_balance
2017-11-13,2411058.28754979
2017-11-14,2422837.84101024
2017-11-15,2416422.92452758
2017-11-16,2420653.23324651
2017-11-17,2376957.92187361
2017-11-18,2373288.33855834
2017-11-19,2370124.19364358
2017-11-20,2371481.76681888
2017-11-21,2379932.18956778
2017-11-22,2394361.39219109
2017-11-23,2412409.60519477
2017-11-24,2400605.86415314
2017-11-25,2404218.29161255
2017-11-26,2405984.34546027
2017-11-27,2405441.34796041
2017-11-28,2399437.13471715
2017-11-29,2387653.01679319
2017-11-30,2397564.21549338
2017-12-01,2390399.62266799
2017-12-02,2389021.83592732
2017-12-03,2386547.17485872
2017-12-04,2394321.89087962
2017-12-05,2373327.27643358
2017-12-06,2378386.39534669
2017-12-07,2359875.34384577
2017-12-08,2357156.64928313
2017-12-09,2369785.75971406
2017-12-10,2365592.45811221
2017-12-11,2369178.13916266
2017-12-12,2368312.99837088
2017-12-13,2348826.8097139
2017-12-14,2348519.85189309
2017-12-15,2348254.82255671
2017-12-16,2348773.33548952
2017-12-17,2348783.43006247
2017-12-18,2335489.128363
2017-12-19,2322758.00840154
2017-12-20,2276480.52239122
2017-12-21,2262693.29145582
2017-12-22,2256132.67977863
2017-12-23,2254859.00582243
2017-12-24,2250432.98055625
2017-12-25,2233186.65059118
2017-12-26,2218929.91782244
2017-12-27,2215385.04217552
2017-12-28,2211954.94332557
2017-12-29,2208079.61426094
2017-12-30,2149697.20719526
2017-12-31,2150241.89483455
2018-01-01,2157061.05628063
2018-01-02,2150200.43640399
2018-01-03,2148957.42569498
2018-01-04,2138300.86372215
2018-01-05,2118134.04931024
2018-01-06,2098805.17767273
2018-01-07,2055183.77213366
2018-01-08,2058456.5975161
2018-01-09,2053300.4659437
2018-01-10,2055816.65187229
2018-01-11,2040819.09311196
2018-01-12,2038614.94544758
2018-01-13,2096558.10933085
2018-01-14,2106285.87651964
2018-01-15,2108442.98578919
2018-01-16,2092828.03092781
2018-01-17,2089152.61755971
2018-01-18,2087106.57945434
2018-01-19,2105926.96699303
2018-01-20,2111724.93532229
2018-01-21,2113409.69043145
2018-01-22,2113107.24573639
2018-01-23,2114124.93496171
2018-01-24,2114311.94311692
2018-01-25,2122698.05157794
2018-01-26,2120945.94189883
2018-01-27,2116530.4950345
2018-01-28,2078481.98385294
2018-01-29,2077037.5346078
2018-01-30,2074680.86655449
2018-01-31,2081763.59175692
2018-02-01,2064476.14497077
2018-02-02,2056481.72167638
2018-02-03,2050237.15546726
2018-02-04,2048398.20846501
2018-02-05,2045333.62478951
2018-02-06,2044320.96508086
2018-02-07,2035384.73545085
2018-02-08,2028895.14415616
2018-02-09,2026920.87639286
2018-02-10,2027905.56013436
2018-02-11,2030303.48237011
2018-02-12,2015486.22493878
2018-02-13,2023124.97511527
2018-02-14,2029262.92994687
2018-02-15,2031773.86804895
2018-02-16,2030473.59859288
2018-02-17,2028821.82199694
2018-02-18,2034435.92515994
2018-02-19,2033819.71294626
2018-02-20,2029338.07718987
2018-02-21,2033566.37928383
2018-02-22,2020010.07291229
2018-02-23,2018939.07517874
2018-02-24,2026733.771593
2018-02-25,2026662.51065587
2018-02-26,2022762.77165225
2018-02-27,2020328.80763149
2018-02-28,1997233.80700037
2018-03-01,1997490.83791648
2018-03-02,1998791.98242617
2018-03-03,1993220.60031597
2018-03-04,1996840.07196997
2018-03-05,1995223.7232426
2018-03-06,1997736.32785536
2018-03-07,1998015.35438785
2018-03-08,2008227.97935974
2018-03-09,2010314.67875623
2018-03-10,2015345.59000446
2018-03-11,2014910.9620992
2018-03-12,2014451.76718261
2018-03-13,2028512.94488882
2018-03-14,2029119.3818911
2018-03-15,2035331.16381299
2018-03-16,2038746.24205254
2018-03-17,2038666.02051206
2018-03-18,2032961.28164513
2018-03-19,2036609.5034911
2018-03-20,2034454.24299145
2018-03-21,2039370.950901
2018-03-22,2035957.88598362
2018-03-23,2042027.6260321
2018-03-24,2043479.70272573
2018-03-25,2068285.4101024
2018-03-26,2069088.27514031
2018-03-27,2073709.9971761
2018-03-28,2072236.17577095
2018-03-29,2066849.88127697
2018-03-30,2075993.61330231
2018-03-31,2075726.85612239
2018-04-01,2083202.68534916
2018-04-02,2085693.77893093
2018-04-03,2084802.61403122
2018-04-04,2082525.05390536
2018-04-05,2082489.51414621
2018-04-06,2081625.21391062
2018-04-07,2082043.80622672
2018-04-08,2082355.26661981
2018-04-09,2085038.44662298
2018-04-10,2082538.63402309
2018-04-11,2082114.134713
2018-04-12,2083825.69914911
2018-04-13,2081354.15520357
2018-04-14,2083145.95714217
2018-04-15,2086212.64319682
2018-04-16,2077552.06840914
2018-04-17,2084830.87487892
2018-04-18,2083892.00358767
2018-04-19,2058377.99455332
2018-04-20,2039567.82530308
2018-04-21,2048501.45655236
2018-04-22,2051622.42125363
2018-04-23,2056411.38772388
2018-04-24,2057026.56833043
2018-04-25,2057253.76198213
2018-04-26,2055601.58290035
2018-04-27,2054237.70889622
2018-04-28,2056202.73008024
2018-04-29,2057625.45943776
2018-04-30,2060767.87661594
2018-05-01,2063665.05063048
2018-05-02,2074818.53634266
2018-05-03,2084160.38637719
2018-05-04,2066860.83746666
2018-05-05,2068230.87298079
2018-05-06,2073192.85529199
2018-05-07,2027325.19546651
2018-05-08,2024967.23116658
2018-05-09,2027179.98466043
2018-05-10,2037561.4925135
2018-05-11,2040088.63951646
2018-05-12,2042814.40069106
2018-05-13,2036496.58739803
2018-05-14,2036742.22389493
2018-05-15,2040661.34230869
2018-05-16,2040237.81914642
2018-05-17,1997841.55597894
2018-05-18,2008328.03733752
2018-05-19,2010500.1321999
2018-05-20,2012659.70215767
2018-05-21,2003066.811725
2018-05-22,2001542.18105688
2018-05-23,2000063.9515048
2018-05-24,2001827.90741664
2018-05-25,2005128.83459893
2018-05-26,2010099.11889421
2018-05-27,2009363.56362499
2018-05-28,2011093.38089718
2018-05-29,2007053.76497707
2018-05-30,1912562.34598619
2018-05-31,1914930.15211922
2018-06-01,1917614.8071187
2018-06-02,1916695.22912864
2018-06-03,1919921.65134439
2018-06-04,1916106.68333499
2018-06-05,1915479.37523043
2018-06-06,1919272.44288484
2018-06-07,1919299.1678636
2018-06-08,1920857.66421313
2018-06-09,1923947.77415434
2018-06-10,1924808.18419421
2018-06-11,1924760.34020842
2018-06-12,1927176.45710056
2018-06-13,1924414.21524487
2018-06-14,1932162.93945609
2018-06-15,1938443.30531345
2018-06-16,1940579.93458164
2018-06-17,1941094.21690874
2018-06-18,1941502.66720802
2018-06-19,1945188.99356911
2018-06-20,1947741.4438222
2018-06-21,1941942.12803637
2018-06-22,1941114.03307965
2018-06-23,1944833.43750195
2018-06-24,1939982.10740198
2018-06-25,1933957.68540614
2018-06-26,1936057.67378299
2018-06-27,1980759.92453992
2018-06-28,1978792.16836026
2018-06-29,1974869.88311409
2018-06-30,1975664.76401929
2018-07-01,1961856.69863761
2018-07-02,1961242.065382
2018-07-03,1969326.34101819
2018-07-04,1973432.01586361
2018-07-05,1975307.60646341
2018-07-06,1940929.63840314
2018-07-07,1942716.46054925
2018-07-08,1910055.33762828
2018-07-09,1910600.53926439
2018-07-10,1910924.21137201
2018-07-11,1901998.59258224
2018-07-12,1902321.85262862
2018-07-13,1899000.14588059
2018-07-14,1898190.61885931
2018-07-15,1896149.10002922
2018-07-16,1895603.88693799
2018-07-17,1898854.55171757
2018-07-18,1894968.76329617
2018-07-19,1888846.16025799
2018-07-20,1890971.49848343
2018-07-21,1880764.94432216
2018-07-22,1880803.91652374
2018-07-23,1884732.5860667
2018-07-24,1885039.59557096
2018-07-25,1883074.81958411
2018-07-26,1886198.93960925
2018-07-27,1883316.50217826
2018-07-28,1886770.26762089
2018-07-29,1887432.83748037
2018-07-30,1893082.51510834
2018-07-31,1888451.21826478
2018-08-01,1888190.46392545
2018-08-02,1888697.40545751
2018-08-03,1892218.16088294
2018-08-04,1892985.1937867
2018-08-05,1892206.3913051
2018-08-06,1890792.02113036
2018-08-07,1891531.41598932
2018-08-08,1890094.85812976
2018-08-09,1888863.81611573
2018-08-10,1899666.47746161
2018-08-11,1901961.15528166
2018-08-12,1905163.35014034
2018-08-13,1896501.33487816
2018-08-14,1897653.40533185
2018-08-15,1894478.17017986
2018-08-16,1978667.07740409
2018-08-17,1976470.34587956
2018-08-18,1981959.49705214
2018-08-19,1975808.94285598
2018-08-20,1974819.82741712
2018-08-21,1968610.98696688
2018-08-22,1970799.85868723
2018-08-23,1976149.65862969
2018-08-24,1977320.6652925
2018-08-25,1976330.09406704
2018-08-26,1979711.58629886
2018-08-27,1975226.45747705
2018-08-28,1970337.65031058
2018-08-29,1966781.63612884
2018-08-30,1966705.85354137
2018-08-31,1963170.82376543
2018-09-01,1963729.51058089
2018-09-02,1963163.90669739
2018-09-03,1964766.71456877
2018-09-04,1960311.14012652
2018-09-05,1960813.68390319
2018-09-06,1958574.19510714
2018-09-07,1961683.3930775
2018-09-08,1961344.0331268
2018-09-09,1959067.26775303
2018-09-10,1955882.69638241
2018-09-11,1957122.62900765
2018-09-12,1959770.70408721
2018-09-13,1955137.96403191
2018-09-14,1962078.35421773
2018-09-15,1955656.12907079
2018-09-16,1957458.85509088
2018-09-17,1958828.14051349
2018-09-18,1959301.97822941
2018-09-19,1956031.40415134
2018-09-20,1960020.14805055
2018-09-21,1951068.36848065
2018-09-22,1957819.45339114
2018-09-23,1958168.94536552
2018-09-24,1955828.96775983
2018-09-25,1963661.76530645
2018-09-26,1965911.39275601
2018-09-27,1951948.40192127
2018-09-28,1957275.57906577
2018-09-29,1960359.69453346
2018-09-30,1961828.96534829
2018-10-01,1956438.2297194
2018-10-02,1959805.98507819
2018-10-03,1963012.99440873
2018-10-04,1963625.67717066
2018-10-05,1965951.26737253
2018-10-06,1968678.52284109
2018-10-07,1969756.45921671
2018-10-08,1968911.23597538
2018-10-09,1970088.55121452
2018-10-10,1969487.71175639
2018-10-11,1968168.45349995
2018-10-12,1969377.08703448
2018-10-13,1969501.92811435
2018-10-14,1975277.62936516
2018-10-15,1971632.10904142
2018-10-16,1979913.54138957
2018-10-17,1979540.85843371
2018-10-18,1981082.24210962
2018-10-19,1988111.86261981
2018-10-20,1985615.20113368
2018-10-21,1984808.25694782
2018-10-22,1983644.33224578
2018-10-23,1983365.90301734
2018-10-24,1981576.71073778
2018-10-25,1993701.64712663
2018-10-26,1991704.6066335
2018-10-27,1992613.76627487
2018-10-28,1984760.59768095
2018-10-29,1984768.18676815
2018-10-30,1981906.98959134
2018-10-31,1979175.16588413
2018-11-01,1989748.17037293
2018-11-02,1996870.278974
2018-11-03,1996327.22614976
2018-11-04,1988188.81089439
2018-11-05,1987887.81325647
2018-11-06,1987771.40293064
2018-11-07,1986396.95286644
2018-11-08,1984067.48781423
2018-11-09,1989532.60814355
2018-11-10,1990474.86642525
2018-11-11,1991965.10713143
2018-11-12,1989143.50796088
2018-11-13,1987827.91833093
2018-11-14,1985366.65879635
2018-11-15,1982588.14256775
2018-11-16,1990879.67679606
2018-11-17,1988800.02323909
2018-11-18,1988577.02094339
2018-11-19,1982862.62285486
2018-11-20,1979944.75829136
2018-11-21,1983180.01309244
2018-11-22,1985098.14825739
2018-11-23,1986733.64298396
2018-11-24,1987101.72338861
2018-11-25,1986833.35167046
2018-11-26,1988852.00746535
2018-11-27,1997729.13706603
2018-11-28,1995598.81821074
2018-11-29,2000435.61381278
2018-11-30,1999908.74557642
2018-12-01,2000205.69256464
2018-12-02,2000989.71348741
2018-12-03,2001475.26638186
2018-12-04,1997983.2578683
2018-12-05,1998644.11663176
2018-12-06,1989412.81526877
2018-12-07,1989101.10645465
2018-12-08,1988315.65878401
2018-12-09,1988922.91275412
2018-12-10,1989474.65188289
2018-12-11,1986999.52098444
2018-12-12,1984111.99507243
2018-12-13,1983956.74015183
2018-12-14,1982871.54152822
2018-12-15,1984587.7810312
2018-12-16,1987203.18703662
2018-12-17,1988254.68847369
2018-12-18,1988255.54131552
2018-12-19,1989507.22867862
2018-12-20,1986807.45760771
2018-12-21,1997894.32313702
2018-12-22,1999718.22094187
2018-12-23,1982375.17303033
2018-12-24,1980873.71506866
2018-12-25,1978779.91199872
2018-12-26,1975951.43222386
2018-12-27,1980756.92678914
2018-12-28,1980851.16963699
2018-12-29,1924984.43704257
2018-12-30,1926684.36951399
2018-12-31,1931925.04749588
2019-01-01,1932978.14138768
2019-01-02,1937490.26044068
2019-01-03,1932413.47036048
2019-01-04,1935743.78857379
2019-01-05,1936702.26932158
2019-01-06,1936167.90765085
2019-01-07,1936737.94868652
2019-01-08,1935936.92388597
2019-01-09,1934199.14479671
2019-01-10,1936900.00602176
2019-01-11,1939099.14668325
2019-01-12,1936228.16063022
2019-01-13,1937723.65961038
2019-01-14,1937485.24813882
2019-01-15,1930974.15730071
2019-01-16,1931590.12126353
2019-01-17,1930993.32494948
2019-01-18,1933848.63308565
2019-01-19,1937896.42237564
2019-01-20,1936308.74857758
2019-01-21,1933572.52325201
2019-01-22,1929909.95871529
2019-01-23,1930216.10968538
2019-01-24,1932389.26066302
2019-01-25,1937001.74812946
2019-01-26,1937176.93889998
2019-01-27,1936702.1747212
2019-01-28,1941796.1869279
2019-01-29,1931636.05956167
2019-01-30,1934295.67657917
2019-01-31,1937540.54931642
2019-02-01,1934572.52619174
2019-02-02,1934472.02520119
2019-02-03,1935623.71096162
2019-02-04,1936459.61937342
2019-02-05,1946214.31378187
2019-02-06,1935272.51662987
2019-02-07,1937010.87609977
2019-02-08,1943249.40957201
2019-02-09,1942113.70310462
2019-02-10,1945291.63763606
2019-02-11,1947855.13487259
2019-02-12,1949063.45584716
2019-02-13,1928414.85547276
2019-02-14,1928368.70763891
2019-02-15,1930448.72302275
2019-02-16,1929182.457009
2019-02-17,1928980.12447406
2019-02-18,1930635.13396141
2019-02-19,1929914.23435404
2019-02-20,1920041.8082507
2019-02-21,1927197.73970154
2019-02-22,1929285.07284273
2019-02-23,1936379.04146746
2019-02-24,1937877.41870718
2019-02-25,1930525.55268944
2019-02-26,1930825.1798675
2019-02-27,1937490.19375341
2019-02-28,1932490.92776487
2019-03-01,1935976.34412104
2019-03-02,1936232.60716089
2019-03-03,1936045.94729839
2019-03-04,1933749.66955808
2019-03-05,1940070.74634364
2019-03-06,1939131.03249464
2019-03-07,1939282.1526998
2019-03-08,1932150.02498228
2019-03-09,1933607.13083827
2019-03-10,1931884.23331307
2019-03-11,1930677.80692818
2019-03-12,1924685.62957942
2019-03-13,1927782.8093
2019-03-14,1927913.4852474
2019-03-15,1932854.01217683
2019-03-16,1931662.09470637
2019-03-17,1931276.86112736
2019-03-18,1934194.8697029
2019-03-19,1930251.2838467
2019-03-20,1931362.46854557
2019-03-21,1931245.92904597
2019-03-22,1935868.79812601
2019-03-23,1937764.27174383
2019-03-24,1939390.16035455
2019-03-25,1937403.94914797
2019-03-26,1935272.45980694
2019-03-27,1942552.43085627
2019-03-28,1940782.69950352
2019-03-29,1956545.86734406
2019-03-30,1957106.63446843
2019-03-31,1965433.11755762
2019-04-01,1961575.21908768
2019-04-02,1964616.94429496
2019-04-03,1972194.40164779
2019-04-04,1974718.83792631
2019-04-05,1975354.82614979
2019-04-06,1977039.26982992
2019-04-07,1979360.05179007
2019-04-08,1979994.1729237
2019-04-09,1978130.07498158
2019-04-10,1989369.36112751
2019-04-11,1987831.89955163
2019-04-12,1999265.93644328
2019-04-13,1998126.88211573
2019-04-14,2000674.48478102
2019-04-15,2000897.76099395
2019-04-16,2000826.45810001
2019-04-17,1996430.52363965
2019-04-18,1997929.08012321
2019-04-19,2009623.81319477
2019-04-20,2010938.37656444
2019-04-21,2011787.01263273
2019-04-22,2012497.09731851
2019-04-23,2026771.8659044
2019-04-24,2033785.32895745
2019-04-25,2013291.86130513
2019-04-26,2006876.57805512
2019-04-27,2011058.74195933
2019-04-28,2012176.19754281
2019-04-29,2010609.73595725
2019-04-30,2008306.48993969
2019-05-01,2009116.65597527
2019-05-02,2009916.23528433
2019-05-03,2010879.81466668
2019-05-04,2010902.10081838
2019-05-05,2014184.62024749
2019-05-06,2016666.01747469
2019-05-07,2017492.73585596
2019-05-08,2025958.05515508
2019-05-09,2026070.82655085
2019-05-10,2027904.06516873
2019-05-11,2023622.80452778
2019-05-12,2034518.48504817
2019-05-13,2044312.74279966
2019-05-14,2057784.21532522
2019-05-15,2057295.73899967
2019-05-16,2038938.13142464
2019-05-17,2035526.31529215
2019-05-18,2029779.93771048
2019-05-19,2036818.59037325
2019-05-20,2036302.15935277
2019-05-21,2043588.63788362
2019-05-22,2043195.03152251
2019-05-23,2041559.93294488
2019-05-24,2043796.03091701
2019-05-25,2044426.15179689
2019-05-26,2041991.78446035
2019-05-27,2039255.61528492
2019-05-28,2029899.24198488
2019-05-29,2031907.13591563
2019-05-30,2035653.33510659
2019-05-31,2040609.91231619
2019-06-01,2050757.9469805
2019-06-02,2055624.52503169
2019-06-03,2045684.9888554
2019-06-04,2046538.32304436
2019-06-05,2056563.6480661
2019-06-06,2057119.53215847
2019-06-07,2068425.32045858
2019-06-08,2068221.19586855
2019-06-09,2068698.63589005
2019-06-10,2066252.87048256
2019-06-11,2067245.736291
2019-06-12,2091948.40525598
2019-06-13,2099091.94129759
2019-06-14,2109176.30122972
2019-06-15,2117574.81382122
2019-06-16,2120633.7366577
2019-06-17,2111310.24249046
2019-06-18,2112614.98000773
2019-06-19,2141807.32928241
2019-06-20,2141988.70063883
2019-06-21,2149088.41345687
2019-06-22,2146133.08718134
2019-06-23,2142416.64444603
2019-06-24,2142683.96081197
2019-06-25,2149915.20282816
2019-06-26,2150945.48367157
2019-06-27,2114225.77640933
2019-06-28,2135084.22933148
2019-06-29,2138518.59483288
2019-06-30,2134504.17078712
2019-07-01,2132845.31214923
2019-07-02,2129475.0670798
2019-07-03,2140391.01456415
2019-07-04,2147248.46925519
2019-07-05,2140283.20683878
2019-07-06,2141234.85627266
2019-07-07,2142002.65728933
2019-07-08,2146955.50331214
2019-07-09,2147515.86526216
2019-07-10,2135325.68792813
2019-07-11,2136431.94568191
2019-07-12,2137188.59891833
2019-07-13,2134889.87626948
2019-07-14,2132221.61954827
2019-07-15,2134582.19679517
2019-07-16,2133988.63575798
2019-07-17,2118396.56331354
2019-07-18,2113580.2395317
2019-07-19,2142423.51829386
2019-07-20,2142998.14805992
2019-07-21,2142378.45570499
2019-07-22,2140011.9281034
2019-07-23,2143619.34387554
2019-07-24,2170112.29839513
2019-07-25,2185998.95676084
2019-07-26,2189306.09593389
2019-07-27,2189809.21329011
2019-07-28,2190479.43301675
2019-07-29,2198242.91710548
2019-07-30,2188941.96069258
2019-07-31,2191858.42738566
2019-08-01,2191193.58205385
2019-08-02,2189018.77652982
2019-08-03,2190751.09381934
2019-08-04,2191364.99486581
2019-08-05,2198609.49136788
2019-08-06,2241747.02653217
2019-08-07,2255891.42151437
2019-08-08,2249766.54476878
2019-08-09,2250888.65432911
2019-08-10,2248923.55424087
2019-08-11,2248609.85127803
2019-08-12,2249546.03432079
2019-08-13,2222254.26220416
2019-08-14,2186348.44246895
2019-08-15,2187819.63451169
2019-08-16,2191315.84567224
2019-08-17,2189393.60490134
2019-08-18,2190667.7826547
2019-08-19,2191514.87306936
2019-08-20,2187201.36223235
2019-08-21,2195564.84855909
2019-08-22,2203865.8997087
2019-08-23,2272532.3157629
2019-08-24,2275606.05142268
2019-08-25,2273779.42838292
2019-08-26,2270582.02904426
2019-08-27,2277701.05686087
2019-08-28,2240601.97459562
2019-08-29,2239644.82596095
2019-08-30,2242124.62649673
2019-08-31,2240373.90161674
2019-09-01,2242514.47945772
2019-09-02,2194292.90498099
2019-09-03,2189850.55761905
2019-09-04,2191066.42305332
2019-09-05,2187169.21041589
2019-09-06,2278911.62167063
2019-09-07,2285407.50979876
2019-09-08,2284750.41171809
2019-09-09,2294986.4802132
2019-09-10,2287813.42887075
2019-09-11,2285449.69927076
2019-09-12,2289800.75799336
2019-09-13,2292573.87594477
2019-09-14,2291521.01537161
2019-09-15,2291877.84746186
2019-09-16,2290041.62900447
2019-09-17,2293654.77528203
2019-09-18,2293036.70070351
2019-09-19,2295141.67204884
2019-09-20,2270477.77417862
2019-09-21,2269081.80414266
2019-09-22,2267452.89311305
2019-09-23,2264639.93834319
2019-09-24,2267988.69040039
2019-09-25,2260855.65911806
2019-09-26,2261402.79146814
2019-09-27,2268933.63616912
2019-09-28,2267480.83699932
2019-09-29,2268215.49509125
2019-09-30,2269412.03675318
2019-10-01,2268540.73142521
2019-10-02,2268969.73195471
2019-10-03,2265272.43672541
2019-10-04,2264156.17035499
2019-10-05,2263657.41259616
2019-10-06,2264344.70486637
2019-10-07,2253054.66979372
2019-10-08,2255419.07027687
2019-10-09,2259268.29356512
2019-10-10,2268869.68702051
2019-10-11,2279487.5820069
2019-10-12,2274968.79976019
2019-10-13,2275835.39276709
2019-10-14,2270094.38639618
2019-10-15,2268784.01681613
2019-10-16,2271396.98146708
2019-10-17,2286496.51756298
2019-10-18,2285429.09143587
2019-10-19,2285031.985462
2019-10-20,2285088.29373815
2019-10-21,2303315.44417593
2019-10-22,2311174.38860889
2019-10-23,2308694.06017526
2019-10-24,2307095.05172859
2019-10-25,2298533.59500725
2019-10-26,2293952.1960266
2019-10-27,2293151.54969002
2019-10-28,2287438.40360088
2019-10-29,2286424.56405145
2019-10-30,2291311.0311782
2019-10-31,2277058.19923492
2019-11-01,2339565.23481103
2019-11-02,2338577.03089612
2019-11-03,2342505.07628354
2019-11-04,2343007.25965177
2019-11-05,2341392.52812761
