t,addresses_accumulation_balance
2012-10-04,2014053.44280772
2012-10-05,2022774.04315889
2012-10-06,2028600.83983902
2012-10-07,2030443.29896158
2012-10-08,2039245.75294493
2012-10-09,2039629.8586329
2012-10-10,2040592.92994886
2012-10-11,2040448.9007473
2012-10-12,2032954.91955371
2012-10-13,2031651.29617335
2012-10-14,2028599.93212606
2012-10-15,2041379.82779971
2012-10-16,2041968.41026194
2012-10-17,2040852.75255815
2012-10-18,2049050.6134835
2012-10-19,2046091.86401767
2012-10-20,2052401.19087838
2012-10-21,2061774.79471503
2012-10-22,2070220.93712394
2012-10-23,2073960.01584013
2012-10-24,2076705.89758217
2012-10-25,2066227.96505
2012-10-26,2049511.39597071
2012-10-27,2057340.15274847
2012-10-28,2064292.06965645
2012-10-29,2071898.22876529
2012-10-30,2078083.94814306
2012-10-31,2107707.78014434
2012-11-01,2122356.94250516
2012-11-02,2124935.53486283
2012-11-03,2115721.39893178
2012-11-04,2106752.8940443
2012-11-05,2105912.20689251
2012-11-06,2104475.40065044
2012-11-07,2101894.42770204
2012-11-08,2103720.07205917
2012-11-09,2106087.28338383
2012-11-10,2106836.01324815
2012-11-11,2110775.54167627
2012-11-12,2121465.24632169
2012-11-13,2128436.4135343
2012-11-14,2126155.63044516
2012-11-15,2130588.53445886
2012-11-16,2137527.36120593
2012-11-17,2142170.68858061
2012-11-18,2145188.6240045
2012-11-19,2134753.80535369
2012-11-20,2127357.82790715
2012-11-21,2127365.02682991
2012-11-22,2129788.85010283
2012-11-23,2130908.75209976
2012-11-24,2137218.49890817
2012-11-25,2144498.42532603
2012-11-26,2147303.56036808
2012-11-27,2147480.82241601
2012-11-28,2139851.37788391
2012-11-29,2146043.19713598
2012-11-30,2161748.54103481
2012-12-01,2163632.73488479
2012-12-02,2164563.17176989
2012-12-03,2161856.46238351
2012-12-04,2169691.93439313
2012-12-05,2167112.7711318
2012-12-06,2167325.39268787
2012-12-07,2173597.6520576
2012-12-08,2175030.83411009
2012-12-09,2176583.14859466
2012-12-10,2172239.13731158
2012-12-11,2175537.53040764
2012-12-12,2184954.5314498
2012-12-13,2181569.96160961
2012-12-14,2185620.21852371
2012-12-15,2187076.07276288
2012-12-16,2186562.76254955
2012-12-17,2188769.54894102
2012-12-18,2212643.02597449
2012-12-19,2211482.38903053
2012-12-20,2206892.88536363
2012-12-21,2214549.11970249
2012-12-22,2219235.97507026
2012-12-23,2218884.09739895
2012-12-24,2218135.7701373
2012-12-25,2215334.29113925
2012-12-26,2220443.4563032
2012-12-27,2216913.08569896
2012-12-28,2221946.76989565
2012-12-29,2237730.23291483
2012-12-30,2224227.64389924
2012-12-31,2225168.01630853
2013-01-01,2226248.11165009
2013-01-02,2249678.61370035
2013-01-03,2237359.33265049
2013-01-04,2233909.47043297
2013-01-05,2233968.70160225
2013-01-06,2237300.45668639
2013-01-07,2234242.37174549
2013-01-08,2230799.05949068
2013-01-09,2235902.74265753
2013-01-10,2240305.32053685
2013-01-11,2241415.20448151
2013-01-12,2245421.65257293
2013-01-13,2234560.56760118
2013-01-14,2230025.34246046
2013-01-15,2237852.571369
2013-01-16,2242659.53745795
2013-01-17,2241144.78585083
2013-01-18,2258427.27742491
2013-01-19,2263584.97481666
2013-01-20,2268734.23478065
2013-01-21,2274031.79720146
2013-01-22,2288437.19562913
2013-01-23,2289552.37446987
2013-01-24,2274336.57295516
2013-01-25,2287452.58812193
2013-01-26,2299010.94346608
2013-01-27,2296389.60883382
2013-01-28,2295235.79427232
2013-01-29,2258153.77735399
2013-01-30,2284692.46704339
2013-01-31,2289079.24876657
2013-02-01,2288535.84062695
2013-02-02,2292816.24928736
2013-02-03,2298005.05311277
2013-02-04,2305166.25184907
2013-02-05,2270325.93360792
2013-02-06,2276284.24643366
2013-02-07,2292284.45851969
2013-02-08,2301073.39540544
2013-02-09,2308928.76461986
2013-02-10,2311990.67571524
2013-02-11,2317065.20082194
2013-02-12,2323202.93251948
2013-02-13,2328758.37663177
2013-02-14,2324319.53861389
2013-02-15,2305491.80453112
2013-02-16,2263882.69835347
2013-02-17,2270164.12643669
2013-02-18,2284885.11645357
2013-02-19,2289963.47113421
2013-02-20,2287500.46928387
2013-02-21,2289181.64981481
2013-02-22,2298595.40293183
2013-02-23,2281225.61768663
2013-02-24,2291890.56190136
2013-02-25,2206868.97667623
2013-02-26,2210748.63122392
2013-02-27,2216251.75207493
2013-02-28,2232512.11770442
2013-03-01,2239432.59970455
2013-03-02,2240232.28695613
2013-03-03,2207131.42750869
2013-03-04,2220073.49402585
2013-03-05,2226116.47792623
2013-03-06,2220660.19003682
2013-03-07,2215331.88588613
2013-03-08,2259849.58888642
2013-03-09,2274116.75404018
2013-03-10,2264781.72627601
2013-03-11,2264644.37512842
2013-03-12,2264387.69116138
2013-03-13,2286393.39924379
2013-03-14,2287250.63199139
2013-03-15,2299161.27486773
2013-03-16,2315767.09106693
2013-03-17,2304650.31897654
2013-03-18,2306632.88244429
2013-03-19,2296895.96287557
2013-03-20,2290043.69062999
2013-03-21,2301548.74084968
2013-03-22,2310628.11827814
2013-03-23,2309112.64596978
2013-03-24,2325948.00327484
2013-03-25,2327660.73552952
2013-03-26,2340678.27052315
2013-03-27,2330473.87969903
2013-03-28,2291988.76456296
2013-03-29,2298433.02453368
2013-03-30,2313568.87508244
2013-03-31,2307583.05031151
2013-04-01,2343058.65131555
2013-04-02,2357235.31641326
2013-04-03,2350989.60745406
2013-04-04,2351265.23879165
2013-04-05,2304716.29376114
2013-04-06,2311754.62249632
2013-04-07,2320151.84803042
2013-04-08,2289466.71274379
2013-04-09,2225898.24229769
2013-04-10,2196321.00487829
2013-04-11,2173576.02113249
2013-04-12,2158346.72534431
2013-04-13,2156589.36526982
2013-04-14,2173364.39889847
2013-04-15,2172567.38683766
2013-04-16,2151501.73099437
2013-04-17,2151842.42002153
2013-04-18,2139486.26272856
2013-04-19,2137975.76836536
2013-04-20,2145233.88663061
2013-04-21,2159000.37895369
2013-04-22,2165520.35679928
2013-04-23,2164107.0153651
2013-04-24,2134085.81397636
2013-04-25,2117526.02143603
2013-04-26,2131530.04531111
2013-04-27,2118392.16900301
2013-04-28,2116585.50011887
2013-04-29,2132688.33237268
2013-04-30,2137841.44918688
2013-05-01,2118061.99910501
2013-05-02,2128556.01126495
2013-05-03,2124531.72640808
2013-05-04,2122235.02450038
2013-05-05,2131674.53236843
2013-05-06,2134603.28364554
2013-05-07,2137084.05661378
2013-05-08,2134248.32321767
2013-05-09,2138083.28660623
2013-05-10,2119190.70085375
2013-05-11,2118108.23830402
2013-05-12,2127848.44533752
2013-05-13,2133970.94463805
2013-05-14,2137213.32055643
2013-05-15,2140988.83613665
2013-05-16,2161793.41478573
2013-05-17,2166124.73274487
2013-05-18,2172299.61472041
2013-05-19,2175311.17920896
2013-05-20,2180266.08053124
2013-05-21,2183095.59642909
2013-05-22,2185540.69370892
2013-05-23,2191003.48887704
2013-05-24,2205949.3992155
2013-05-25,2172331.07593833
2013-05-26,2175610.64098377
2013-05-27,2180690.48628358
2013-05-28,2175991.30810074
2013-05-29,2180777.66354447
2013-05-30,2186105.26512883
2013-05-31,2189603.60319717
2013-06-01,2193453.30323525
2013-06-02,2176165.78472843
2013-06-03,2181194.30545498
2013-06-04,2182546.45895114
2013-06-05,2186478.83490321
2013-06-06,2171578.06427576
2013-06-07,2165513.85182872
2013-06-08,2169132.58232945
2013-06-09,2164328.13020658
2013-06-10,2180083.23065181
2013-06-11,2174705.32481217
2013-06-12,2177839.66164898
2013-06-13,2183759.50216071
2013-06-14,2195404.59361849
2013-06-15,2195489.91248643
2013-06-16,2199778.09232526
2013-06-17,2202365.15342313
2013-06-18,2207623.09966451
2013-06-19,2213284.21258395
2013-06-20,2207390.46472965
2013-06-21,2224255.62545916
2013-06-22,2229723.66649724
2013-06-23,2228848.4915153
2013-06-24,2235537.54213047
2013-06-25,2235804.04854096
2013-06-26,2232052.05886519
2013-06-27,2237012.34164962
2013-06-28,2248945.07972153
2013-06-29,2248311.35722246
2013-06-30,2252935.15677824
2013-07-01,2238155.70321299
2013-07-02,2225040.70032623
2013-07-03,2226380.52542104
2013-07-04,2227584.70829429
2013-07-05,2229522.73890391
2013-07-06,2234328.28632432
2013-07-07,2228845.180031
2013-07-08,2238514.42807977
2013-07-09,2240698.61741054
2013-07-10,2241990.45097342
2013-07-11,2247525.19429547
2013-07-12,2255068.29066007
2013-07-13,2259465.20049662
2013-07-14,2273188.1339011
2013-07-15,2278506.20430048
2013-07-16,2275960.51373708
2013-07-17,2308216.52675157
2013-07-18,2286478.40493878
2013-07-19,2295437.34103099
2013-07-20,2299292.35916503
2013-07-21,2297257.55081982
2013-07-22,2294521.1888119
2013-07-23,2295861.3296018
2013-07-24,2296151.07379337
2013-07-25,2290170.74374639
2013-07-26,2288391.46555486
2013-07-27,2290947.38104145
2013-07-28,2293508.39113474
2013-07-29,2288972.60203059
2013-07-30,2292021.16518029
2013-07-31,2290740.54787534
2013-08-01,2296983.80756007
2013-08-02,2296440.01074906
2013-08-03,2296158.5276896
2013-08-04,2297211.41316482
2013-08-05,2295875.78299619
2013-08-06,2297988.51328565
2013-08-07,2293438.60226325
2013-08-08,2286897.66780914
2013-08-09,2295257.36018701
2013-08-10,2291861.69575767
2013-08-11,2295673.36525867
2013-08-12,2292609.92899172
2013-08-13,2333055.33484523
2013-08-14,2339612.53043379
2013-08-15,2266199.59857906
2013-08-16,2238840.87829496
2013-08-17,2263865.68425318
2013-08-18,2262426.44870264
2013-08-19,2255912.24617311
2013-08-20,2292540.51022257
2013-08-21,2305716.77831444
2013-08-22,2302364.98417078
2013-08-23,2312583.43012925
2013-08-24,2319654.39160879
2013-08-25,2317116.96469378
2013-08-26,2318017.41123385
2013-08-27,2327811.7431135
2013-08-28,2337038.44988142
2013-08-29,2337528.56664866
2013-08-30,2343081.05822027
2013-08-31,2348229.79400942
2013-09-01,2353359.11328435
2013-09-02,2347575.95075703
2013-09-03,2287162.17223763
2013-09-04,2281213.19559608
2013-09-05,2293795.78996364
2013-09-06,2298452.16878688
2013-09-07,2302081.58948207
2013-09-08,2300563.31760169
2013-09-09,2300750.62024895
2013-09-10,2298700.15965763
2013-09-11,2296728.09473799
2013-09-12,2296835.51142236
2013-09-13,2297917.14070859
2013-09-14,2300406.1325959
2013-09-15,2303741.7908105
2013-09-16,2306723.26133691
2013-09-17,2309502.55567853
2013-09-18,2314853.97951295
2013-09-19,2367854.19056733
2013-09-20,2371133.06508578
2013-09-21,2370285.96358167
2013-09-22,2366990.75576959
2013-09-23,2369260.39410177
2013-09-24,2362201.37624924
2013-09-25,2343743.4430798
2013-09-26,2345756.16704409
2013-09-27,2346662.89903632
2013-09-28,2352802.36642203
2013-09-29,2355098.34751338
2013-09-30,2353662.72470891
2013-10-01,2357958.08056077
2013-10-02,2382070.85200139
2013-10-03,2378578.76734683
2013-10-04,2382988.08207032
2013-10-05,2384118.49845248
2013-10-06,2387399.04091095
2013-10-07,2393212.81916005
2013-10-08,2400101.77829782
2013-10-09,2409158.73162451
2013-10-10,2428081.45259057
2013-10-11,2426064.08548629
2013-10-12,2410076.62988124
2013-10-13,2418017.24204847
2013-10-14,2417894.62248743
2013-10-15,2464175.67078138
2013-10-16,2429615.69436238
2013-10-17,2433649.74305104
2013-10-18,2453632.75405283
2013-10-19,2449432.72894427
2013-10-20,2450819.082435
2013-10-21,2454172.56929843
2013-10-22,2450277.77503906
2013-10-23,2430187.9140124
2013-10-24,2432926.00337717
2013-10-25,2580201.17794036
2013-10-26,2589494.32818583
2013-10-27,2586717.34144335
2013-10-28,2590158.11385329
2013-10-29,2610800.16168504
2013-10-30,2601620.98439876
2013-10-31,2606823.11641731
2013-11-01,2584627.51330212
2013-11-02,2594078.57349608
2013-11-03,2590525.25854003
2013-11-04,2603816.48647832
2013-11-05,2623493.39851924
2013-11-06,2624771.06127144
2013-11-07,2614983.12250483
2013-11-08,2626550.2886472
2013-11-09,2630428.57149692
2013-11-10,2633862.14554476
2013-11-11,2638384.69458815
2013-11-12,2636910.98440534
2013-11-13,2633637.48527381
2013-11-14,2654110.15250594
2013-11-15,2646288.74184058
2013-11-16,2643225.37463045
2013-11-17,2661948.94430655
2013-11-18,2661040.04803579
2013-11-19,2661598.86801264
2013-11-20,2666272.43334375
2013-11-21,2667284.99394328
2013-11-22,2698228.12557125
2013-11-23,2671120.57837041
2013-11-24,2666688.80192292
2013-11-25,2669803.48583198
2013-11-26,2626638.81813754
2013-11-27,2614131.54409488
2013-11-28,2621939.00846256
2013-11-29,2595965.40323531
2013-11-30,2586667.39705474
2013-12-01,2588176.47853351
2013-12-02,2587546.1201434
2013-12-03,2596546.09517259
2013-12-04,2622919.29030437
2013-12-05,2639232.80024184
2013-12-06,2639713.44541539
2013-12-07,2641357.12093464
2013-12-08,2647710.61216232
2013-12-09,2666772.58877152
2013-12-10,2686285.07423192
2013-12-11,2670160.70304903
2013-12-12,2671385.20507447
2013-12-13,2660591.77087057
2013-12-14,2659671.60212402
2013-12-15,2659352.90295099
2013-12-16,2649735.91801392
2013-12-17,2653217.18017492
2013-12-18,2653065.97831799
2013-12-19,2686570.73193547
2013-12-20,2690346.7537124
2013-12-21,2699487.49127839
2013-12-22,2714310.49505089
2013-12-23,2697317.76348961
2013-12-24,2690863.13211381
2013-12-25,2789697.57965918
2013-12-26,2801716.30638085
2013-12-27,2802564.80424308
2013-12-28,2804753.16890934
2013-12-29,2814240.36928062
2013-12-30,2820550.22181307
2013-12-31,2738269.6267597
2014-01-01,2739645.3225757
2014-01-02,2739802.71846127
2014-01-03,2783133.37372943
2014-01-04,2694221.13695462
2014-01-05,2691911.89729488
2014-01-06,2696697.52615882
2014-01-07,2699440.46993858
2014-01-08,2695970.33803191
2014-01-09,2694431.91185016
2014-01-10,2668861.1692869
2014-01-11,2675603.60409311
2014-01-12,2683095.60642083
2014-01-13,2693162.50375679
2014-01-14,2696723.61730749
2014-01-15,2696871.25118864
2014-01-16,2689662.42641462
2014-01-17,2689535.78599901
2014-01-18,2690107.89276116
2014-01-19,2692071.58611991
2014-01-20,2693781.88805596
2014-01-21,2700306.07023084
2014-01-22,2700620.86837099
2014-01-23,2699008.30872002
2014-01-24,2734008.15204575
2014-01-25,2733335.87643647
2014-01-26,2731694.31124175
2014-01-27,2733536.56912078
2014-01-28,2734010.09377283
2014-01-29,2720975.48133966
2014-01-30,2720577.95715149
2014-01-31,2718182.88337123
2014-02-01,2721136.20591468
2014-02-02,2721904.48728234
2014-02-03,2718154.09376713
2014-02-04,2720724.06313341
2014-02-05,2698475.85575793
2014-02-06,3242715.76436794
2014-02-07,3250190.41134386
2014-02-08,3245045.00293121
2014-02-09,3245231.61988093
2014-02-10,3246924.56393854
2014-02-11,3258157.6653095
2014-02-12,3218488.71891264
2014-02-13,3219540.18243063
2014-02-14,3222429.80310328
2014-02-15,3224126.53148241
2014-02-16,3228147.63016388
2014-02-17,3233266.15272146
2014-02-18,3205108.33428561
2014-02-19,3203061.39816366
2014-02-20,3208481.89407628
2014-02-21,3217548.46282686
2014-02-22,3220695.23475541
2014-02-23,3224719.50832907
2014-02-24,3232188.95775696
2014-02-25,3171118.03744082
2014-02-26,3172818.47910729
2014-02-27,3175783.25167716
2014-02-28,3162009.08263148
2014-03-01,3129535.47766277
2014-03-02,3130295.16679482
2014-03-03,3139851.1431502
2014-03-04,3154803.66134444
2014-03-05,3151068.56725162
2014-03-06,3162383.70572949
2014-03-07,2968910.79493512
2014-03-08,2973328.23890382
2014-03-09,2865818.76970484
2014-03-10,2874250.97540584
2014-03-11,2877282.52406411
2014-03-12,2873420.89535854
2014-03-13,2883518.27118813
2014-03-14,2963735.30140676
2014-03-15,3089748.81960148
2014-03-16,3092768.67936875
2014-03-17,3100026.31666217
2014-03-18,3105020.27404138
2014-03-19,3126086.47017414
2014-03-20,3130693.37723109
2014-03-21,3134316.20880395
2014-03-22,3129658.92338479
2014-03-23,3131469.7446269
2014-03-24,3133255.4320324
2014-03-25,3141171.59118652
2014-03-26,3142906.20796807
2014-03-27,3145564.08305164
2014-03-28,3157873.01558471
2014-03-29,3157380.99653012
2014-03-30,3149208.92666874
2014-03-31,3155395.98838498
2014-04-01,3153763.0786677
2014-04-02,3154962.81400733
2014-04-03,3146554.30915663
2014-04-04,3146206.23898705
2014-04-05,3145446.50445298
2014-04-06,3146974.22849532
2014-04-07,3151385.45382372
2014-04-08,3149188.72901419
2014-04-09,3146054.32413337
2014-04-10,3134173.63303718
2014-04-11,3140609.30213663
2014-04-12,3142358.69000929
2014-04-13,3143754.93151629
2014-04-14,3146577.99190251
2014-04-15,3143371.56330401
2014-04-16,3142305.1605817
2014-04-17,3156447.40522904
2014-04-18,3161783.65730104
2014-04-19,3163961.8859095
2014-04-20,3166597.70989522
2014-04-21,3170763.92861766
2014-04-22,3158902.85690548
2014-04-23,3180072.59884864
2014-04-24,3174469.36611328
2014-04-25,3177045.44962706
2014-04-26,3178182.94286057
2014-04-27,3178901.26215462
2014-04-28,3181835.7256352
2014-04-29,3185513.6248565
2014-04-30,3176808.98539393
2014-05-01,3177406.73835951
2014-05-02,3176484.92709433
2014-05-03,3177554.98075588
2014-05-04,3180284.27132763
2014-05-05,3181774.96621251
2014-05-06,3179127.17938946
2014-05-07,3177736.19871887
2014-05-08,3180774.70477951
2014-05-09,3182508.86537739
2014-05-10,3183687.75474198
2014-05-11,3182014.53010338
2014-05-12,3183152.88251476
2014-05-13,3184614.62054629
2014-05-14,3183572.08328161
2014-05-15,3183375.13659346
2014-05-16,3183885.55940845
2014-05-17,3185034.15412079
2014-05-18,3184097.85742466
2014-05-19,3189255.32059986
2014-05-20,3178341.73353619
2014-05-21,3181009.09288977
2014-05-22,3181142.10319467
2014-05-23,3184139.6136631
2014-05-24,3183591.78935835
2014-05-25,3197642.86963514
2014-05-26,3201005.49590322
2014-05-27,3190005.09721978
2014-05-28,3192941.03007002
2014-05-29,3190584.55287027
2014-05-30,3184688.79287724
2014-05-31,3186562.58557083
2014-06-01,3192264.18641562
2014-06-02,3192655.51346759
2014-06-03,3195105.07546248
2014-06-04,3189579.99155681
2014-06-05,3193570.24561055
2014-06-06,3189802.15420985
2014-06-07,3185439.88140346
2014-06-08,3186769.41775758
2014-06-09,3185378.95591754
2014-06-10,3121066.49231775
2014-06-11,3063277.72174031
2014-06-12,2966832.40847944
2014-06-13,2958912.35157588
2014-06-14,2958715.25693415
2014-06-15,2954493.40569096
2014-06-16,2959125.14847962
2014-06-17,2964356.88436622
2014-06-18,2965027.19708538
2014-06-19,2962105.66559711
2014-06-20,2960583.29842013
2014-06-21,2960964.57275706
2014-06-22,2961776.37560807
2014-06-23,2961520.69753275
2014-06-24,2996829.88672367
2014-06-25,2994897.72934685
2014-06-26,2997212.85699305
2014-06-27,2996951.13798938
2014-06-28,2998234.97207953
2014-06-29,2985749.71730858
2014-06-30,2985582.21541255
2014-07-01,2973989.68308764
2014-07-02,2972849.74024289
2014-07-03,2961791.22396578
2014-07-04,2961707.39969226
2014-07-05,2959881.3009
2014-07-06,2962216.9254772
2014-07-07,2955789.79595376
2014-07-08,2960004.28535579
2014-07-09,2961556.74571477
2014-07-10,2963176.02819297
2014-07-11,2964186.61082192
2014-07-12,2964784.2259409
2014-07-13,2965041.12018688
2014-07-14,2966942.66024773
2014-07-15,2965077.18832929
2014-07-16,2958955.80029114
2014-07-17,2958232.88615572
2014-07-18,2959338.39227186
2014-07-19,2953400.11351765
2014-07-20,2954108.68018974
2014-07-21,2958738.33208511
2014-07-22,2964758.38699954
2014-07-23,2966333.62486309
2014-07-24,2959803.55153372
2014-07-25,2961652.59788237
2014-07-26,2962837.32747038
2014-07-27,2965851.08941442
2014-07-28,2970431.29776153
2014-07-29,2971264.44110558
2014-07-30,2973110.00579413
2014-07-31,2980799.6414805
2014-08-01,2987232.84805901
2014-08-02,2984968.3556914
2014-08-03,2987270.47545701
2014-08-04,2988239.54695318
2014-08-05,3003453.57268366
2014-08-06,3006878.01219696
2014-08-07,3003737.50033852
2014-08-08,3003394.17409058
2014-08-09,3003967.84708354
2014-08-10,2979195.7298708
2014-08-11,2980296.91389622
2014-08-12,2979831.18105005
2014-08-13,2979045.09772506
2014-08-14,2985592.45045623
2014-08-15,2987379.56968265
2014-08-16,2983919.60716444
2014-08-17,2986436.99623603
2014-08-18,2992254.09430314
2014-08-19,2997254.69653057
2014-08-20,2998767.92321798
2014-08-21,2993733.35202187
2014-08-22,2997425.96961226
2014-08-23,2997925.83120891
2014-08-24,2993960.352925
2014-08-25,2993365.67336955
2014-08-26,2996383.21523924
2014-08-27,3002151.34582275
2014-08-28,3002206.42533641
2014-08-29,3032277.02996837
2014-08-30,3045093.90365581
2014-08-31,3046212.06033244
2014-09-01,3048664.16291454
2014-09-02,3040285.81061104
2014-09-03,3043426.34460059
2014-09-04,3044672.82559048
2014-09-05,3050475.43361527
2014-09-06,3049094.16551543
2014-09-07,3046246.56480233
2014-09-08,3043458.15625483
2014-09-09,3026665.91991172
2014-09-10,3030476.74800085
2014-09-11,3032698.5019499
2014-09-12,3033977.93498654
2014-09-13,3035115.10954857
2014-09-14,3038217.80529634
2014-09-15,3036109.53083163
2014-09-16,3035027.78434104
2014-09-17,3034202.85594677
2014-09-18,3042041.65766503
2014-09-19,3039164.97133807
2014-09-20,3056736.96367401
2014-09-21,3061050.13266837
2014-09-22,3064769.7485305
2014-09-23,3062229.09908528
2014-09-24,3063680.36929464
2014-09-25,3064755.50582794
2014-09-26,3068363.71755546
2014-09-27,3071283.20578149
2014-09-28,3069426.24213207
2014-09-29,3082382.96991806
2014-09-30,3075769.2192585
2014-10-01,3057322.39791289
2014-10-02,3052513.08712152
2014-10-03,3041121.00273135
2014-10-04,3038312.40689048
2014-10-05,3041147.58564854
2014-10-06,3054568.34903556
2014-10-07,3044661.775681
2014-10-08,3045391.89590383
2014-10-09,3054052.94497979
2014-10-10,3064346.46791663
2014-10-11,3075784.6936498
2014-10-12,3077070.65486171
2014-10-13,3080059.52996732
2014-10-14,3063585.78693478
2014-10-15,3070010.01227867
2014-10-16,3074365.51605601
2014-10-17,3067533.24146718
2014-10-18,3068893.9738078
2014-10-19,3071481.63548449
2014-10-20,3072387.23883665
2014-10-21,3074926.60596167
2014-10-22,3098852.3319009
2014-10-23,3097975.04602335
2014-10-24,3108851.14716725
2014-10-25,3108125.91618131
2014-10-26,3110685.71172321
2014-10-27,3112744.95230296
2014-10-28,3114559.42073432
2014-10-29,3115969.78706246
2014-10-30,3107234.41471241
2014-10-31,3111413.1630208
2014-11-01,3112039.774491
2014-11-02,3109107.9615592
2014-11-03,3109071.9966015
2014-11-04,3111870.92849564
2014-11-05,3122328.59371431
2014-11-06,3131127.3682926
2014-11-07,3135237.76693215
2014-11-08,3129750.19645598
2014-11-09,3126059.56859003
2014-11-10,3118592.74587938
2014-11-11,3128036.20874666
2014-11-12,3126096.09288419
2014-11-13,3116162.18738922
2014-11-14,3118231.609922
2014-11-15,3118776.67105857
2014-11-16,3116117.19290946
2014-11-17,3117081.91266703
2014-11-18,3124956.31501425
2014-11-19,3123550.80474009
2014-11-20,3126627.34321204
2014-11-21,3124714.28527745
2014-11-22,3125173.45959003
2014-11-23,3120335.30965605
2014-11-24,3115908.05249477
2014-11-25,3113659.93765541
2014-11-26,3120740.41675961
2014-11-27,3120103.34620697
2014-11-28,3120969.44673245
2014-11-29,3123155.03557996
2014-11-30,3125293.38708508
2014-12-01,3128144.61614683
2014-12-02,3150250.64991623
2014-12-03,3150610.64605477
2014-12-04,3149433.64808803
2014-12-05,3157903.22898265
2014-12-06,3153410.90434447
2014-12-07,3158240.03943362
2014-12-08,3069708.35170447
2014-12-09,3061833.5428879
2014-12-10,3066684.08455946
2014-12-11,3062359.38164673
2014-12-12,3064089.87982486
2014-12-13,3066338.05804399
2014-12-14,3068317.89541791
2014-12-15,3067438.05450523
2014-12-16,3071338.72650847
2014-12-17,3077934.54499439
2014-12-18,3079460.19463302
2014-12-19,3082857.17019683
2014-12-20,3086480.72158186
2014-12-21,3081426.94554288
2014-12-22,3090655.93884243
2014-12-23,3087853.6979822
2014-12-24,3155137.49672544
2014-12-25,3155188.90383119
2014-12-26,3152600.39534819
2014-12-27,3153451.29113339
2014-12-28,3157362.46635037
2014-12-29,3156145.53973518
2014-12-30,3091690.70275505
2014-12-31,3098790.83625848
2015-01-01,3100556.08498768
2015-01-02,3105975.16812902
2015-01-03,3105398.14287333
2015-01-04,3127872.36007446
2015-01-05,3129094.88525348
2015-01-06,3131775.89734804
2015-01-07,3115374.30908443
2015-01-08,3116491.65075936
2015-01-09,3120603.15801368
2015-01-10,3128381.22008141
2015-01-11,3131030.00095579
2015-01-12,3138767.62100761
2015-01-13,3142240.28306701
2015-01-14,3104313.64540196
2015-01-15,3121075.65646506
2015-01-16,3123304.69357776
2015-01-17,3125907.57839268
2015-01-18,3130947.0745574
2015-01-19,3135685.21418866
2015-01-20,3137893.9493243
2015-01-21,3153461.46535788
2015-01-22,3155734.03622873
2015-01-23,3166001.07723562
2015-01-24,3165989.36920172
2015-01-25,3168290.58389581
2015-01-26,3163924.04004458
2015-01-27,3163701.06619948
2015-01-28,3176736.43029491
2015-01-29,3190356.20824124
2015-01-30,3193134.9733066
2015-01-31,3195190.43237227
2015-02-01,3193626.17962764
2015-02-02,3187034.708857
2015-02-03,3184561.11685946
2015-02-04,3186033.57759287
2015-02-05,3181416.12877377
2015-02-06,3180258.11573464
2015-02-07,3180575.2484192
2015-02-08,3179397.89355245
2015-02-09,3185812.22201855
2015-02-10,3188768.38418588
2015-02-11,3183010.71020255
2015-02-12,3185538.23681768
2015-02-13,3182670.63122173
2015-02-14,3182503.28345112
2015-02-15,3187042.07095183
2015-02-16,3194510.71930452
2015-02-17,3196953.41765047
2015-02-18,3199112.2241654
2015-02-19,3201093.26974853
2015-02-20,3185095.2803987
2015-02-21,3186350.46605125
2015-02-22,3187626.25332495
2015-02-23,3190563.46320922
2015-02-24,3195849.91391262
2015-02-25,3207058.35278453
2015-02-26,3208040.55035512
2015-02-27,3207472.97803465
2015-02-28,3200557.50843166
2015-03-01,3191066.26400889
2015-03-02,3192287.97062971
2015-03-03,3192401.50881126
2015-03-04,3189613.48975464
2015-03-05,3196653.04348275
2015-03-06,3192846.02360617
2015-03-07,3193581.01681117
2015-03-08,3199134.08129329
2015-03-09,3219101.08568533
2015-03-10,3192772.28248291
2015-03-11,3194173.91859409
2015-03-12,3190676.27286843
2015-03-13,3190646.79877208
2015-03-14,3190001.49238038
2015-03-15,3190250.24121391
2015-03-16,3189621.02060565
2015-03-17,3188841.72169805
2015-03-18,3195899.34739169
2015-03-19,3203030.89055635
2015-03-20,3202056.15062145
2015-03-21,3200736.07832365
2015-03-22,3195386.23031867
2015-03-23,3157929.99648172
2015-03-24,3161093.94245181
2015-03-25,3160864.76713118
2015-03-26,3157853.2047252
2015-03-27,3156638.74686592
2015-03-28,3156030.08178034
2015-03-29,3157130.58027058
2015-03-30,3167636.98525379
2015-03-31,3174972.64161626
2015-04-01,3181303.49873745
2015-04-02,3175900.68765853
2015-04-03,3179744.90919925
2015-04-04,3181170.65513414
2015-04-05,3182752.616683
2015-04-06,3179172.11748019
2015-04-07,3182411.39095957
2015-04-08,3185974.69223461
2015-04-09,3185019.03139815
2015-04-10,3183814.50456224
2015-04-11,3186223.00119935
2015-04-12,3189246.38301741
2015-04-13,3196566.5359352
2015-04-14,3199516.77383143
2015-04-15,3213087.37249145
2015-04-16,3216127.63721882
2015-04-17,3217309.64754021
2015-04-18,3216887.66674714
2015-04-19,3222901.32817634
2015-04-20,3223010.51754927
2015-04-21,3218745.47222304
2015-04-22,3221584.48857417
2015-04-23,3151170.36089962
2015-04-24,3150508.17901822
