t,addresses_non_zero_count
2013-09-23,1916796
2013-09-24,1920919
2013-09-25,1924397
2013-09-26,1928572
2013-09-27,1929114
2013-09-28,1930747
2013-09-29,1928893
2013-09-30,1932822
2013-10-01,1934305
2013-10-02,1926017
2013-10-03,1919874
2013-10-04,1922808
2013-10-05,1924266
2013-10-06,1926300
2013-10-07,1928723
2013-10-08,1933108
2013-10-09,1938778
2013-10-10,1944187
2013-10-11,1947458
2013-10-12,1951740
2013-10-13,1955539
2013-10-14,1960384
2013-10-15,1967395
2013-10-16,1973623
2013-10-17,1977478
2013-10-18,1981446
2013-10-19,1983483
2013-10-20,1991390
2013-10-21,1994200
2013-10-22,2000453
2013-10-23,2001305
2013-10-24,2001692
2013-10-25,2001961
2013-10-26,2005171
2013-10-27,2008696
2013-10-28,2010085
2013-10-29,2015068
2013-10-30,2018971
2013-10-31,2021599
2013-11-01,2025161
2013-11-02,2029895
2013-11-03,2029751
2013-11-04,2033220
2013-11-05,2035528
2013-11-06,2025250
2013-11-07,2032572
2013-11-08,2036190
2013-11-09,2040973
2013-11-10,2043160
2013-11-11,2038582
2013-11-12,2045476
2013-11-13,2049807
2013-11-14,2056868
2013-11-15,2064533
2013-11-16,2072470
2013-11-17,2077607
2013-11-18,2089599
2013-11-19,2095962
2013-11-20,2104763
2013-11-21,2077325
2013-11-22,2083866
2013-11-23,2094201
2013-11-24,2097606
2013-11-25,2107522
2013-11-26,2120872
2013-11-27,2133326
2013-11-28,2150643
2013-11-29,2167354
2013-11-30,2186237
2013-12-01,2188858
2013-12-02,2202465
2013-12-03,2216359
2013-12-04,2225065
2013-12-05,2236761
2013-12-06,2246821
2013-12-07,2257047
2013-12-08,2263540
2013-12-09,2279416
2013-12-10,2287060
2013-12-11,2294710
2013-12-12,2301485
2013-12-13,2309158
2013-12-14,2304015
2013-12-15,2294453
2013-12-16,2300169
2013-12-17,2304244
2013-12-18,2308961
2013-12-19,2315337
2013-12-20,2314967
2013-12-21,2316974
2013-12-22,2314314
2013-12-23,2332010
2013-12-24,2340573
2013-12-25,2345474
2013-12-26,2351545
2013-12-27,2360118
2013-12-28,2357827
2013-12-29,2349855
2013-12-30,2361793
2013-12-31,2364900
2014-01-01,2370151
2014-01-02,2374458
2014-01-03,2379222
2014-01-04,2384959
2014-01-05,2389111
2014-01-06,2395758
2014-01-07,2404967
2014-01-08,2422152
2014-01-09,2430361
2014-01-10,2434834
2014-01-11,2438197
2014-01-12,2444273
2014-01-13,2456774
2014-01-14,2461206
2014-01-15,2470511
2014-01-16,2471325
2014-01-17,2481966
2014-01-18,2487894
2014-01-19,2493316
2014-01-20,2497109
2014-01-21,2503182
2014-01-22,2511022
2014-01-23,2512804
2014-01-24,2520493
2014-01-25,2523819
2014-01-26,2530827
2014-01-27,2543647
2014-01-28,2548867
2014-01-29,2557307
2014-01-30,2563653
2014-01-31,2571264
2014-02-01,2579168
2014-02-02,2581668
2014-02-03,2590259
2014-02-04,2596547
2014-02-05,2602329
2014-02-06,2610772
2014-02-07,2615550
2014-02-08,2621661
2014-02-09,2625912
2014-02-10,2638950
2014-02-11,2644091
2014-02-12,2580948
2014-02-13,2573552
2014-02-14,2573437
2014-02-15,2575026
2014-02-16,2577367
2014-02-17,2580004
2014-02-18,2582631
2014-02-19,2586438
2014-02-20,2593527
2014-02-21,2599250
2014-02-22,2602461
2014-02-23,2607400
2014-02-24,2617756
2014-02-25,2624437
2014-02-26,2629667
2014-02-27,2637584
2014-02-28,2626614
2014-03-01,2629858
2014-03-02,2633203
2014-03-03,2647822
2014-03-04,2655239
2014-03-05,2657881
2014-03-06,2663543
2014-03-07,2670071
2014-03-08,2680095
2014-03-09,2691645
2014-03-10,2692729
2014-03-11,2691399
2014-03-12,2691580
2014-03-13,2698914
2014-03-14,2677320
2014-03-15,2677376
2014-03-16,2682610
2014-03-17,2695794
2014-03-18,2703367
2014-03-19,2716363
2014-03-20,2718903
2014-03-21,2718038
2014-03-22,2712752
2014-03-23,2716211
2014-03-24,2726179
2014-03-25,2731683
2014-03-26,2737040
2014-03-27,2742533
2014-03-28,2749470
2014-03-29,2756824
2014-03-30,2768170
2014-03-31,2772627
2014-04-01,2779491
2014-04-02,2785223
2014-04-03,2770906
2014-04-04,2775182
2014-04-05,2775461
2014-04-06,2789185
2014-04-07,2791693
2014-04-08,2796884
2014-04-09,2798639
2014-04-10,2803050
2014-04-11,2807151
2014-04-12,2806554
2014-04-13,2818738
2014-04-14,2821766
2014-04-15,2816109
2014-04-16,2809474
2014-04-17,2810183
2014-04-18,2813446
2014-04-19,2811947
2014-04-20,2821014
2014-04-21,2822656
2014-04-22,2831236
2014-04-23,2839019
2014-04-24,2839459
2014-04-25,2843039
2014-04-26,2847107
2014-04-27,2851978
2014-04-28,2858967
2014-04-29,2858877
2014-04-30,2860920
2014-05-01,2866328
2014-05-02,2871158
2014-05-03,2874070
2014-05-04,2881186
2014-05-05,2887707
2014-05-06,2893590
2014-05-07,2898938
2014-05-08,2900310
2014-05-09,2902220
2014-05-10,2906579
2014-05-11,2915912
2014-05-12,2919308
2014-05-13,2922245
2014-05-14,2926504
2014-05-15,2930998
2014-05-16,2928563
2014-05-17,2918538
2014-05-18,2921756
2014-05-19,2901240
2014-05-20,2900906
2014-05-21,2903788
2014-05-22,2907666
2014-05-23,2913386
2014-05-24,2917085
2014-05-25,2927467
2014-05-26,2930996
2014-05-27,2934900
2014-05-28,2936623
2014-05-29,2939711
2014-05-30,2944685
2014-05-31,2947137
2014-06-01,2956192
2014-06-02,2959021
2014-06-03,2963733
2014-06-04,2971586
2014-06-05,2972585
2014-06-06,2969029
2014-06-07,2974338
2014-06-08,2982152
2014-06-09,2980860
2014-06-10,2974820
2014-06-11,2975692
2014-06-12,2976939
2014-06-13,2976084
2014-06-14,2977757
2014-06-15,2989807
2014-06-16,2990086
2014-06-17,2997293
2014-06-18,3001607
2014-06-19,3002298
2014-06-20,3007663
2014-06-21,3009746
2014-06-22,3021259
2014-06-23,3023059
2014-06-24,3023624
2014-06-25,3027808
2014-06-26,3032351
2014-06-27,3035866
2014-06-28,3036109
2014-06-29,3046372
2014-06-30,3050329
2014-07-01,3051451
2014-07-02,3053305
2014-07-03,3058115
2014-07-04,3064968
2014-07-05,3072677
2014-07-06,3086040
2014-07-07,3092638
2014-07-08,3095445
2014-07-09,3101096
2014-07-10,3104530
2014-07-11,3106873
2014-07-12,3114747
2014-07-13,3125018
2014-07-14,3130775
2014-07-15,3135633
2014-07-16,3142804
2014-07-17,3144353
2014-07-18,3141503
2014-07-19,3148099
2014-07-20,3162849
2014-07-21,3162402
2014-07-22,3165106
2014-07-23,3170437
2014-07-24,3172386
2014-07-25,3175939
2014-07-26,3180367
2014-07-27,3189081
2014-07-28,3192138
2014-07-29,3197126
2014-07-30,3200496
2014-07-31,3196691
2014-08-01,3202127
2014-08-02,3205534
2014-08-03,3216171
2014-08-04,3208429
2014-08-05,3215386
2014-08-06,3218718
2014-08-07,3219270
2014-08-08,3222400
2014-08-09,3227332
2014-08-10,3234057
2014-08-11,3238724
2014-08-12,3244946
2014-08-13,3249142
2014-08-14,3249116
2014-08-15,3247700
2014-08-16,3247327
2014-08-17,3261603
2014-08-18,3267493
2014-08-19,3272177
2014-08-20,3281286
2014-08-21,3288800
2014-08-22,3293867
2014-08-23,3297724
2014-08-24,3307651
2014-08-25,3310690
2014-08-26,3317390
2014-08-27,3316965
2014-08-28,3325332
2014-08-29,3328262
2014-08-30,3331381
2014-08-31,3343044
2014-09-01,3354934
2014-09-02,3353451
2014-09-03,3357818
2014-09-04,3364936
2014-09-05,3372292
2014-09-06,3380240
2014-09-07,3406741
2014-09-08,3411814
2014-09-09,3386625
2014-09-10,3347941
2014-09-11,3355750
2014-09-12,3364005
2014-09-13,3371546
2014-09-14,3391288
2014-09-15,3393081
2014-09-16,3398547
2014-09-17,3402933
2014-09-18,3410323
2014-09-19,3416117
2014-09-20,3417482
2014-09-21,3433699
2014-09-22,3434387
2014-09-23,3430917
2014-09-24,3443309
2014-09-25,3447402
2014-09-26,3454384
2014-09-27,3453885
2014-09-28,3468816
2014-09-29,3471139
2014-09-30,3475558
2014-10-01,3495921
2014-10-02,3503193
2014-10-03,3521945
2014-10-04,3532736
2014-10-05,3550667
2014-10-06,3558487
2014-10-07,3562137
2014-10-08,3568628
2014-10-09,3575777
2014-10-10,3585123
2014-10-11,3588157
2014-10-12,3588989
2014-10-13,3598957
2014-10-14,3591294
2014-10-15,3596761
2014-10-16,3603917
2014-10-17,3610154
2014-10-18,3612651
2014-10-19,3625965
2014-10-20,3627148
2014-10-21,3626807
2014-10-22,3629032
2014-10-23,3626692
2014-10-24,3628575
2014-10-25,3640949
2014-10-26,3643398
2014-10-27,3645231
2014-10-28,3650608
2014-10-29,3658167
2014-10-30,3662403
2014-10-31,3663750
2014-11-01,3664951
2014-11-02,3686556
2014-11-03,3684713
2014-11-04,3689118
2014-11-05,3695276
2014-11-06,3683495
2014-11-07,3654554
2014-11-08,3648439
2014-11-09,3669371
2014-11-10,3667298
2014-11-11,3669072
2014-11-12,3676626
2014-11-13,3682439
2014-11-14,3694168
2014-11-15,3699204
2014-11-16,3717038
2014-11-17,3715189
2014-11-18,3722694
2014-11-19,3729458
2014-11-20,3731057
2014-11-21,3735954
2014-11-22,3741101
2014-11-23,3761850
2014-11-24,3761907
2014-11-25,3763003
2014-11-26,3770065
2014-11-27,3774791
2014-11-28,3784003
2014-11-29,3785073
2014-11-30,3789099
2014-12-01,3797285
2014-12-02,3794940
2014-12-03,3796258
2014-12-04,3795981
2014-12-05,3807372
2014-12-06,3809098
2014-12-07,3836100
2014-12-08,3828317
2014-12-09,3832305
2014-12-10,3833403
2014-12-11,3834615
2014-12-12,3843754
2014-12-13,3846542
2014-12-14,3868640
2014-12-15,3867303
2014-12-16,3872842
2014-12-17,3878243
2014-12-18,3878568
2014-12-19,3882449
2014-12-20,3893479
2014-12-21,3902958
2014-12-22,3891365
2014-12-23,3881145
2014-12-24,3885413
2014-12-25,3885417
2014-12-26,3895200
2014-12-27,3898904
2014-12-28,3913391
2014-12-29,3910588
2014-12-30,3917504
2014-12-31,3921684
2015-01-01,3925385
2015-01-02,3933664
2015-01-03,3943161
2015-01-04,3950735
2015-01-05,3948173
2015-01-06,3949107
2015-01-07,3955438
2015-01-08,3962724
2015-01-09,3967666
2015-01-10,3989724
2015-01-11,3989569
2015-01-12,3991136
2015-01-13,3989734
2015-01-14,4003924
2015-01-15,4011995
2015-01-16,4018272
2015-01-17,4041811
2015-01-18,4048787
2015-01-19,4042631
2015-01-20,4048963
2015-01-21,4052728
2015-01-22,4059945
2015-01-23,4065145
2015-01-24,4065612
2015-01-25,4082353
2015-01-26,4085746
2015-01-27,4088714
2015-01-28,4086087
2015-01-29,4092213
2015-01-30,4098657
2015-01-31,4119825
2015-02-01,4126764
2015-02-02,4122124
2015-02-03,4128410
2015-02-04,4135840
2015-02-05,4132519
2015-02-06,4145529
2015-02-07,4143249
2015-02-08,4162951
2015-02-09,4164219
2015-02-10,4167023
2015-02-11,4168000
2015-02-12,4189388
2015-02-13,4223763
2015-02-14,4221128
2015-02-15,4234254
2015-02-16,4245023
2015-02-17,4257901
2015-02-18,4258556
2015-02-19,4263035
2015-02-20,4258987
2015-02-21,4269671
2015-02-22,4278117
2015-02-23,4282577
2015-02-24,4287100
2015-02-25,4292471
2015-02-26,4298488
2015-02-27,4304017
2015-02-28,4318274
2015-03-01,4318462
2015-03-02,4307116
2015-03-03,4303288
2015-03-04,4306074
2015-03-05,4309911
2015-03-06,4309231
2015-03-07,4324212
2015-03-08,4323854
2015-03-09,4328734
2015-03-10,4330575
2015-03-11,4338296
2015-03-12,4329678
2015-03-13,4328031
2015-03-14,4348684
2015-03-15,4361149
2015-03-16,4362210
2015-03-17,4372703
2015-03-18,4358266
2015-03-19,4328629
2015-03-20,4337676
2015-03-21,4357536
2015-03-22,4363029
2015-03-23,4373343
2015-03-24,4377217
2015-03-25,4385573
2015-03-26,4388373
2015-03-27,4396141
2015-03-28,4412798
2015-03-29,4414192
2015-03-30,4412130
2015-03-31,4422393
2015-04-01,4428051
2015-04-02,4432871
2015-04-03,4436421
2015-04-04,4455533
2015-04-05,4455001
2015-04-06,4455266
2015-04-07,4459485
2015-04-08,4466926
2015-04-09,4472265
2015-04-10,4481045
2015-04-11,4500861
2015-04-12,4512754
2015-04-13,4506937
2015-04-14,4509099
2015-04-15,4514108
2015-04-16,4524244
2015-04-17,4531149
2015-04-18,4550481
2015-04-19,4549308
2015-04-20,4555914
2015-04-21,4558535
2015-04-22,4565477
2015-04-23,4570542
2015-04-24,4561175
2015-04-25,4585323
2015-04-26,4585131
2015-04-27,4593146
2015-04-28,4592698
2015-04-29,4598118
2015-04-30,4603372
2015-05-01,4610593
2015-05-02,4635466
2015-05-03,4646477
2015-05-04,4644066
2015-05-05,4647825
2015-05-06,4649588
2015-05-07,4658210
2015-05-08,4684274
2015-05-09,4683805
2015-05-10,4674181
2015-05-11,4677283
2015-05-12,4672520
2015-05-13,4682767
2015-05-14,4688822
2015-05-15,4696600
2015-05-16,4715057
2015-05-17,4713513
2015-05-18,4723031
2015-05-19,4727648
2015-05-20,4733749
2015-05-21,4740798
2015-05-22,4745892
2015-05-23,4751974
2015-05-24,4763426
2015-05-25,4767592
2015-05-26,4770643
2015-05-27,4772342
2015-05-28,4778359
2015-05-29,4795428
2015-05-30,4813938
2015-05-31,4823995
2015-06-01,4827683
2015-06-02,4826496
2015-06-03,4832599
2015-06-04,4835120
2015-06-05,4839687
2015-06-06,4855784
2015-06-07,4859157
2015-06-08,4866698
2015-06-09,4873126
2015-06-10,4855726
2015-06-11,4857400
2015-06-12,4866483
2015-06-13,4871232
2015-06-14,4877927
2015-06-15,4886085
2015-06-16,4893280
2015-06-17,4884047
2015-06-18,4882728
2015-06-19,4905755
2015-06-20,4920276
2015-06-21,4923015
2015-06-22,4931223
2015-06-23,4937942
2015-06-24,4945214
2015-06-25,4947167
2015-06-26,4953525
2015-06-27,4964410
2015-06-28,4974640
2015-06-29,4976797
2015-06-30,4979470
2015-07-01,4985718
2015-07-02,4995122
2015-07-03,4999007
2015-07-04,5009005
2015-07-05,5021422
2015-07-06,5029299
2015-07-07,5045826
2015-07-08,5063049
2015-07-09,5065777
2015-07-10,5063799
2015-07-11,5077259
2015-07-12,5084018
2015-07-13,5088351
2015-07-14,5086418
2015-07-15,5095646
2015-07-16,5096737
2015-07-17,5098031
2015-07-18,5107116
2015-07-19,5119943
2015-07-20,5128049
2015-07-21,5144006
2015-07-22,5157115
2015-07-23,5159148
2015-07-24,5161085
2015-07-25,5164349
2015-07-26,5180806
2015-07-27,5189671
2015-07-28,5191501
2015-07-29,5196260
2015-07-30,5203984
2015-07-31,5206074
2015-08-01,5210105
2015-08-02,5224128
2015-08-03,5224909
2015-08-04,5243472
2015-08-05,5243035
2015-08-06,5246668
2015-08-07,5247191
2015-08-08,5262346
2015-08-09,5266636
2015-08-10,5265328
2015-08-11,5268720
2015-08-12,5279346
2015-08-13,5285314
2015-08-14,5294294
2015-08-15,5305871
2015-08-16,5315884
2015-08-17,5322113
2015-08-18,5324858
2015-08-19,5331788
2015-08-20,5336360
2015-08-21,5344225
2015-08-22,5360400
2015-08-23,5374005
2015-08-24,5373263
2015-08-25,5383507
2015-08-26,5393323
2015-08-27,5409803
2015-08-28,5415799
2015-08-29,5429631
2015-08-30,5444853
2015-08-31,5443326
2015-09-01,5447450
2015-09-02,5455181
2015-09-03,5460280
2015-09-04,5469243
2015-09-05,5489431
2015-09-06,5502669
2015-09-07,5525468
2015-09-08,5546214
2015-09-09,5569017
2015-09-10,5584442
2015-09-11,5631698
2015-09-12,5651167
2015-09-13,5668309
2015-09-14,5668195
2015-09-15,5673811
2015-09-16,5679578
2015-09-17,5697398
2015-09-18,5702896
2015-09-19,5706156
2015-09-20,5756808
2015-09-21,5794420
2015-09-22,5836609
2015-09-23,5846048
2015-09-24,5853026
2015-09-25,5856266
2015-09-26,5845289
2015-09-27,5832775
2015-09-28,5829590
2015-09-29,5802168
2015-09-30,5800470
2015-10-01,5808746
2015-10-02,5805008
2015-10-03,5812408
2015-10-04,5838451
2015-10-05,5840131
2015-10-06,5826755
2015-10-07,5834060
2015-10-08,5843026
2015-10-09,5850334
2015-10-10,5874736
2015-10-11,5889253
2015-10-12,5881890
2015-10-13,5881490
2015-10-14,5885176
2015-10-15,5891081
2015-10-16,5893352
2015-10-17,5901060
2015-10-18,5907745
2015-10-19,5903442
2015-10-20,5886274
2015-10-21,5890782
2015-10-22,5902798
2015-10-23,5881419
2015-10-24,5905800
2015-10-25,5894035
2015-10-26,5843864
2015-10-27,5866747
2015-10-28,5878850
2015-10-29,5859972
2015-10-30,5866323
2015-10-31,5890317
2015-11-01,5900653
2015-11-02,5884088
2015-11-03,5909667
2015-11-04,5916062
2015-11-05,5917948
2015-11-06,5936476
2015-11-07,5954631
2015-11-08,5986716
2015-11-09,5970432
2015-11-10,5967695
2015-11-11,5974981
2015-11-12,5993554
2015-11-13,6014637
2015-11-14,6050749
2015-11-15,6058496
2015-11-16,6043156
2015-11-17,6046376
2015-11-18,6052259
2015-11-19,6063943
2015-11-20,6076803
2015-11-21,6087811
2015-11-22,6110749
2015-11-23,6115407
2015-11-24,6135016
2015-11-25,6136579
2015-11-26,6135703
2015-11-27,6144939
2015-11-28,6182428
2015-11-29,6173940
2015-11-30,6176374
2015-12-01,6193096
2015-12-02,6212465
2015-12-03,6208580
2015-12-04,6215439
2015-12-05,6246868
2015-12-06,6275138
2015-12-07,6260799
2015-12-08,6277787
2015-12-09,6284074
2015-12-10,6305011
2015-12-11,6347837
2015-12-12,6384964
2015-12-13,6419323
2015-12-14,6398648
2015-12-15,6434542
2015-12-16,6447005
2015-12-17,6469123
2015-12-18,6489212
2015-12-19,6545584
2015-12-20,6582504
2015-12-21,6592910
2015-12-22,6624527
2015-12-23,6640914
2015-12-24,6671842
2015-12-25,6710106
2015-12-26,6737021
2015-12-27,6752875
2015-12-28,6767435
2015-12-29,6765386
2015-12-30,6797784
2015-12-31,6793548
2016-01-01,6810666
2016-01-02,6795517
2016-01-03,6814427
2016-01-04,6822805
2016-01-05,6830653
2016-01-06,6840668
2016-01-07,6864539
2016-01-08,6862118
2016-01-09,6884952
2016-01-10,6908046
2016-01-11,6915764
2016-01-12,6936933
2016-01-13,6939085
2016-01-14,6947432
2016-01-15,6959470
2016-01-16,6962699
2016-01-17,6988156
2016-01-18,6988025
2016-01-19,6991563
2016-01-20,6908020
2016-01-21,6909860
2016-01-22,6889516
2016-01-23,6904117
2016-01-24,6938843
2016-01-25,6942376
2016-01-26,6955163
2016-01-27,6961265
2016-01-28,6961913
2016-01-29,6931692
2016-01-30,6938101
2016-01-31,6954651
2016-02-01,6865489
2016-02-02,6769891
2016-02-03,6681549
2016-02-04,6713051
2016-02-05,6726755
2016-02-06,6764361
2016-02-07,6826022
2016-02-08,6845512
2016-02-09,6854232
2016-02-10,6868138
2016-02-11,6898771
2016-02-12,6936075
2016-02-13,6968131
2016-02-14,6998000
2016-02-15,7021585
2016-02-16,7049513
2016-02-17,7078999
2016-02-18,7116595
2016-02-19,7119601
2016-02-20,7146703
2016-02-21,7171530
2016-02-22,7227478
2016-02-23,7240333
2016-02-24,7255946
2016-02-25,7254201
2016-02-26,7268828
2016-02-27,7280220
2016-02-28,7349128
2016-02-29,7387624
2016-03-01,7426849
2016-03-02,7436662
2016-03-03,7443069
2016-03-04,7390059
2016-03-05,7374331
2016-03-06,7384486
2016-03-07,7394336
2016-03-08,7405840
2016-03-09,7328335
2016-03-10,7353688
2016-03-11,7376938
2016-03-12,7401268
2016-03-13,7419247
2016-03-14,7436091
2016-03-15,7457824
2016-03-16,7481006
2016-03-17,7501867
2016-03-18,7524115
2016-03-19,7556920
2016-03-20,7583326
2016-03-21,7591485
2016-03-22,7619438
2016-03-23,7648212
2016-03-24,7654896
2016-03-25,7678512
2016-03-26,7626207
2016-03-27,7628694
2016-03-28,7557522
2016-03-29,7378755
2016-03-30,7341347
2016-03-31,7354278
2016-04-01,7338289
2016-04-02,7311207
2016-04-03,7315813
2016-04-04,7331670
2016-04-05,7343507
2016-04-06,7366765
2016-04-07,7397960
2016-04-08,7425305
2016-04-09,7452063
2016-04-10,7506068
2016-04-11,7523725
2016-04-12,7546708
2016-04-13,7547079
2016-04-14,7556267
2016-04-15,7584259
2016-04-16,7599472
2016-04-17,7614938
2016-04-18,7633829
2016-04-19,7654761
2016-04-20,7658634
2016-04-21,7686359
2016-04-22,7699462
2016-04-23,7732485
2016-04-24,7751380
2016-04-25,7769373
2016-04-26,7790212
2016-04-27,7806105
2016-04-28,7823124
2016-04-29,7841059
2016-04-30,7859753
2016-05-01,7889048
2016-05-02,7902198
2016-05-03,7915678
2016-05-04,7916953
2016-05-05,7929036
2016-05-06,7945551
2016-05-07,7958864
2016-05-08,7977480
2016-05-09,8002233
2016-05-10,8022295
2016-05-11,8036881
2016-05-12,8056834
2016-05-13,8079821
2016-05-14,8092124
2016-05-15,8109859
2016-05-16,8151637
2016-05-17,8175481
2016-05-18,8196268
2016-05-19,8216726
2016-05-20,8230982
2016-05-21,8201132
2016-05-22,8187268
2016-05-23,8214703
2016-05-24,8225555
2016-05-25,8237122
2016-05-26,8258911
2016-05-27,8256662
2016-05-28,8261395
2016-05-29,8280971
2016-05-30,8266081
2016-05-31,8291255
2016-06-01,8313528
2016-06-02,8335283
2016-06-03,8358560
2016-06-04,8388151
2016-06-05,8411003
2016-06-06,8432002
2016-06-07,8471006
2016-06-08,8502780
2016-06-09,8535811
2016-06-10,8556467
2016-06-11,8580246
2016-06-12,8588866
2016-06-13,8592578
2016-06-14,8622314
2016-06-15,8633233
2016-06-16,8671104
2016-06-17,8678897
2016-06-18,8668474
2016-06-19,8679647
2016-06-20,8726525
2016-06-21,8734599
2016-06-22,8731755
2016-06-23,8757971
2016-06-24,8784408
2016-06-25,8778955
2016-06-26,8771818
2016-06-27,8785779
2016-06-28,8799358
2016-06-29,8820865
2016-06-30,8841827
2016-07-01,8837872
2016-07-02,8846482
2016-07-03,8881858
2016-07-04,8906900
2016-07-05,8913554
2016-07-06,8939220
2016-07-07,8956737
2016-07-08,8974787
2016-07-09,9007591
2016-07-10,9037648
2016-07-11,9056462
2016-07-12,9081280
2016-07-13,9114157
2016-07-14,9118078
2016-07-15,9143852
2016-07-16,9147380
2016-07-17,9149439
2016-07-18,9161687
2016-07-19,9178965
2016-07-20,9196280
2016-07-21,9219784
2016-07-22,9240554
2016-07-23,9237113
2016-07-24,9256610
2016-07-25,9269218
2016-07-26,9296056
2016-07-27,9307824
2016-07-28,9319050
2016-07-29,9323920
2016-07-30,9361317
2016-07-31,9325890
2016-08-01,9336364
2016-08-02,9346154
2016-08-03,9363335
2016-08-04,9376867
2016-08-05,9401731
2016-08-06,9431486
2016-08-07,9431097
2016-08-08,9439218
2016-08-09,9475807
2016-08-10,9488078
2016-08-11,9503108
2016-08-12,9521477
2016-08-13,9568720
2016-08-14,9600622
2016-08-15,9572646
2016-08-16,9591987
2016-08-17,9605810
2016-08-18,9607639
2016-08-19,9626229
2016-08-20,9666096
2016-08-21,9697139
2016-08-22,9705826
2016-08-23,9717988
2016-08-24,9746171
2016-08-25,9781581
2016-08-26,9805998
2016-08-27,9832918
2016-08-28,9844942
2016-08-29,9836288
2016-08-30,9849595
2016-08-31,9859623
2016-09-01,9874874
2016-09-02,9902728
2016-09-03,9918487
2016-09-04,9942607
2016-09-05,9957934
2016-09-06,9982639
2016-09-07,9990205
2016-09-08,10017080
2016-09-09,10029565
2016-09-10,10057964
2016-09-11,10104534
2016-09-12,10113932
2016-09-13,10115422
2016-09-14,10137171
2016-09-15,10168121
2016-09-16,10192438
2016-09-17,10211024
2016-09-18,10228175
2016-09-19,10251540
2016-09-20,10284674
2016-09-21,10315822
2016-09-22,10339638
2016-09-23,10372107
2016-09-24,10393125
2016-09-25,10426872
2016-09-26,10444270
2016-09-27,10458442
2016-09-28,10480970
2016-09-29,10507724
2016-09-30,10535872
2016-10-01,10563114
2016-10-02,10586624
2016-10-03,10600416
2016-10-04,10635388
2016-10-05,10661998
2016-10-06,10695149
2016-10-07,10734367
2016-10-08,10773095
2016-10-09,10808894
2016-10-10,10836790
2016-10-11,10846138
2016-10-12,10852885
2016-10-13,10832375
2016-10-14,10864222
2016-10-15,10885003
2016-10-16,10905907
2016-10-17,10923512
2016-10-18,10938727
2016-10-19,10952807
2016-10-20,10962523
2016-10-21,10988944
2016-10-22,10993101
2016-10-23,10980630
2016-10-24,10966403
2016-10-25,10956602
2016-10-26,10933979
2016-10-27,10948399
2016-10-28,10984293
2016-10-29,11019744
2016-10-30,11044598
2016-10-31,11076192
2016-11-01,11064139
2016-11-02,11097845
2016-11-03,11137611
2016-11-04,11180195
2016-11-05,11227355
2016-11-06,11266019
2016-11-07,11299742
2016-11-08,11333243
2016-11-09,11354579
2016-11-10,11392155
2016-11-11,11433879
2016-11-12,11472044
2016-11-13,11506832
2016-11-14,11536326
2016-11-15,11580191
2016-11-16,11617109
2016-11-17,11649880
2016-11-18,11696286
2016-11-19,11750692
2016-11-20,11787959
2016-11-21,11848502
2016-11-22,11907684
2016-11-23,11919733
2016-11-24,11941878
2016-11-25,11971317
2016-11-26,11982809
2016-11-27,12002625
2016-11-28,12016927
2016-11-29,12041448
2016-11-30,12089021
2016-12-01,12058576
2016-12-02,12130047
2016-12-03,12133280
2016-12-04,12092544
2016-12-05,12122014
2016-12-06,12169468
2016-12-07,12171015
2016-12-08,12193980
2016-12-09,12224379
2016-12-10,12247002
2016-12-11,12276270
2016-12-12,12307471
2016-12-13,12335326
2016-12-14,12392203
2016-12-15,12438781
2016-12-16,12474534
2016-12-17,12518819
2016-12-18,12522749
2016-12-19,12548098
2016-12-20,12583794
2016-12-21,12604748
2016-12-22,12630008
2016-12-23,12670737
2016-12-24,12686338
2016-12-25,12698896
2016-12-26,12717976
2016-12-27,12755216
2016-12-28,12793570
2016-12-29,12833287
2016-12-30,12859246
2016-12-31,12899561
2017-01-01,12920338
2017-01-02,12924541
2017-01-03,12970232
2017-01-04,13014419
2017-01-05,13041659
2017-01-06,13095478
2017-01-07,13125040
2017-01-08,13135621
2017-01-09,13177366
2017-01-10,13210192
2017-01-11,13241422
2017-01-12,13273133
2017-01-13,13328038
2017-01-14,13344439
2017-01-15,13359751
2017-01-16,13370281
2017-01-17,13396439
2017-01-18,13435649
2017-01-19,13448405
2017-01-20,13485281
2017-01-21,13500914
2017-01-22,13516310
2017-01-23,13489240
2017-01-24,13483850
2017-01-25,13487238
2017-01-26,13469180
2017-01-27,13448579
2017-01-28,13453900
2017-01-29,13434016
2017-01-30,13426811
2017-01-31,13469311
2017-02-01,13491009
2017-02-02,13486363
2017-02-03,13556519
2017-02-04,13580818
2017-02-05,13589853
2017-02-06,13567573
2017-02-07,13622250
2017-02-08,13660100
2017-02-09,13686576
2017-02-10,13715726
2017-02-11,13729370
2017-02-12,13731014
2017-02-13,13743822
2017-02-14,13789347
2017-02-15,13834615
2017-02-16,13824636
2017-02-17,13878358
2017-02-18,13887190
2017-02-19,13911380
2017-02-20,13929643
2017-02-21,13951822
2017-02-22,13991056
2017-02-23,14046324
2017-02-24,14084841
2017-02-25,14103145
2017-02-26,14073948
2017-02-27,14105193
2017-02-28,14151551
2017-03-01,14196837
2017-03-02,14232826
2017-03-03,14296923
2017-03-04,14333986
2017-03-05,14351919
2017-03-06,14401804
2017-03-07,14442650
2017-03-08,14462865
2017-03-09,14493576
2017-03-10,14504532
2017-03-11,14511343
2017-03-12,14494495
2017-03-13,14504258
2017-03-14,14517546
2017-03-15,14548456
2017-03-16,14606615
