t,distribution_gini
2010-04-23,0.474965153368613
2010-04-24,0.47550340134698
2010-04-25,0.476334224946667
2010-04-26,0.47623230877649
2010-04-27,0.477994828532816
2010-04-28,0.478585432892236
2010-04-29,0.47935962308765
2010-04-30,0.479758432874371
2010-05-01,0.480144673816217
2010-05-02,0.480893189716779
2010-05-03,0.481595147996921
2010-05-04,0.482482789466097
2010-05-05,0.4832262435284
2010-05-06,0.48412955905704
2010-05-07,0.485090335661586
2010-05-08,0.486238662730092
2010-05-09,0.487300998591234
2010-05-10,0.488168138843221
2010-05-11,0.488828890338798
2010-05-12,0.489721997585517
2010-05-13,0.490551253915508
2010-05-14,0.491320504156542
2010-05-15,0.491922221621218
2010-05-16,0.492670259668511
2010-05-17,0.493788174719682
2010-05-18,0.494956015714757
2010-05-19,0.495898091212424
2010-05-20,0.496805908323753
2010-05-21,0.497914350199213
2010-05-22,0.498606382244185
2010-05-23,0.50001459741587
2010-05-24,0.501282000153743
2010-05-25,0.502118638654664
2010-05-26,0.503219103476316
2010-05-27,0.5039291429651
2010-05-28,0.504685462340414
2010-05-29,0.505736834647085
2010-05-30,0.506580712762989
2010-05-31,0.507482370869339
2010-06-01,0.508211269986788
2010-06-02,0.508960151506217
2010-06-03,0.509882110591786
2010-06-04,0.510448359359467
2010-06-05,0.511235373021366
2010-06-06,0.511914690175059
2010-06-07,0.512737407620252
2010-06-08,0.513601877360579
2010-06-09,0.514108812583321
2010-06-10,0.515022796822232
2010-06-11,0.51558234018719
2010-06-12,0.516330467098799
2010-06-13,0.517333041646597
2010-06-14,0.518144305680444
2010-06-15,0.518875058990579
2010-06-16,0.519739921336675
2010-06-17,0.520488374220659
2010-06-18,0.521169522168219
2010-06-19,0.522120973167192
2010-06-20,0.522596792365534
2010-06-21,0.52325556630027
2010-06-22,0.524078994059333
2010-06-23,0.524661154277827
2010-06-24,0.525353013962177
2010-06-25,0.525813347169278
2010-06-26,0.526460783656135
2010-06-27,0.527037620250174
2010-06-28,0.527715410364323
2010-06-29,0.528597632464845
2010-06-30,0.529498894452729
2010-07-01,0.53050784027118
2010-07-02,0.530779488401868
2010-07-03,0.53227508657617
2010-07-04,0.532938211849853
2010-07-05,0.533766858359311
2010-07-06,0.534150664149094
2010-07-07,0.534692791666543
2010-07-08,0.535386076420954
2010-07-09,0.536044903629373
2010-07-10,0.536365974287142
2010-07-11,0.538456263746103
2010-07-12,0.546131347366698
2010-07-13,0.54658858606265
2010-07-14,0.549573222319579
2010-07-15,0.552056976271573
2010-07-16,0.554803207827425
2010-07-17,0.555341091455241
2010-07-18,0.556564887756142
2010-07-19,0.557927521084528
2010-07-20,0.558677881539
2010-07-21,0.559332132230749
2010-07-22,0.559929834483267
2010-07-23,0.560619872324249
2010-07-24,0.560829235733705
2010-07-25,0.561306975242316
2010-07-26,0.562099798624439
2010-07-27,0.56284022255261
2010-07-28,0.563388511370418
2010-07-29,0.563699907308906
2010-07-30,0.564290558535181
2010-07-31,0.564264086307329
2010-08-01,0.564801470748977
2010-08-02,0.565178047579877
2010-08-03,0.565494682276469
2010-08-04,0.566019117591096
2010-08-05,0.566391095010286
2010-08-06,0.566872786893484
2010-08-07,0.566765519323642
2010-08-08,0.56746282630724
2010-08-09,0.56831895400118
2010-08-10,0.569068009521265
2010-08-11,0.569742220984149
2010-08-12,0.570345129820485
2010-08-13,0.570982996821258
2010-08-14,0.571676922160886
2010-08-15,0.572036458818376
2010-08-16,0.573214226569933
2010-08-17,0.573770340011092
2010-08-18,0.574336535862933
2010-08-19,0.574960273906238
2010-08-20,0.575428156568889
2010-08-21,0.575768914569617
2010-08-22,0.576433006155658
2010-08-23,0.577277985720998
2010-08-24,0.577858994043901
2010-08-25,0.578515858424576
2010-08-26,0.578941025274288
2010-08-27,0.579263464126707
2010-08-28,0.579706428407128
2010-08-29,0.580164850747325
2010-08-30,0.580712715686103
2010-08-31,0.581530463634731
2010-09-01,0.581798876886747
2010-09-02,0.582372382049281
2010-09-03,0.582900953064434
2010-09-04,0.583322651670125
2010-09-05,0.583765977276646
2010-09-06,0.584359444423325
2010-09-07,0.584949234817908
2010-09-08,0.58541132245425
2010-09-09,0.585750748775903
2010-09-10,0.58622721038839
2010-09-11,0.586494302352282
2010-09-12,0.587195049259683
2010-09-13,0.58790472756591
2010-09-14,0.588364833046743
2010-09-15,0.589012241513633
2010-09-16,0.589931218423248
2010-09-17,0.590626394155268
2010-09-18,0.591543355471011
2010-09-19,0.592293247415927
2010-09-20,0.593109292858705
2010-09-21,0.594099705931901
2010-09-22,0.59481237597562
2010-09-23,0.595236733067532
2010-09-24,0.596487183603642
2010-09-25,0.597285198493049
2010-09-26,0.59781522113371
2010-09-27,0.59883766277922
2010-09-28,0.599336730611758
2010-09-29,0.600213756815125
2010-09-30,0.601050874886236
2010-10-01,0.60181911438449
2010-10-02,0.602028374548061
2010-10-03,0.602791951097699
2010-10-04,0.603318391088764
2010-10-05,0.603902747471143
2010-10-06,0.604907925199148
2010-10-07,0.605456375207761
2010-10-08,0.605891728456081
2010-10-09,0.606518861679056
2010-10-10,0.607235241820059
2010-10-11,0.607749356438331
2010-10-12,0.608281124288158
2010-10-13,0.608868387102848
2010-10-14,0.609226436942543
2010-10-15,0.609777999369294
2010-10-16,0.610598932825987
2010-10-17,0.611433568919086
2010-10-18,0.611949200294105
2010-10-19,0.612877570072983
2010-10-20,0.613778685416837
2010-10-21,0.614232000249872
2010-10-22,0.614887471045849
2010-10-23,0.615459427712194
2010-10-24,0.61623317340276
2010-10-25,0.616842063109643
2010-10-26,0.617550996303368
2010-10-27,0.618340087822635
2010-10-28,0.618901983812615
2010-10-29,0.619491775182862
2010-10-30,0.620156976357593
2010-10-31,0.620570543389187
2010-11-01,0.620917915337977
2010-11-02,0.621309988975914
2010-11-03,0.621774390822474
2010-11-04,0.622198610607501
2010-11-05,0.622843232468581
2010-11-06,0.623484515325288
2010-11-07,0.624314819820075
2010-11-08,0.625280201197904
2010-11-09,0.626189608547347
2010-11-10,0.6266829759684
2010-11-11,0.6274301519216
2010-11-12,0.62798520140668
2010-11-13,0.628257220685647
2010-11-14,0.629017319570382
2010-11-15,0.630063348838031
2010-11-16,0.631130053425425
2010-11-17,0.631884766563492
2010-11-18,0.632532633367932
2010-11-19,0.633085410309419
2010-11-20,0.633663920651353
2010-11-21,0.634485759441713
2010-11-22,0.635125448373051
2010-11-23,0.635794800876398
2010-11-24,0.63676585791247
2010-11-25,0.637656729066081
2010-11-26,0.638707441388637
2010-11-27,0.639696658106875
2010-11-28,0.640251494520489
2010-11-29,0.640829849423987
2010-11-30,0.641929090666769
2010-12-01,0.643585306301988
2010-12-02,0.64468720565329
2010-12-03,0.645567624552393
2010-12-04,0.646546466682809
2010-12-05,0.647552613553115
2010-12-06,0.648496633177148
2010-12-07,0.650009988853499
2010-12-08,0.650961728543341
2010-12-09,0.651969531858053
2010-12-10,0.653028866045981
2010-12-11,0.655045024244511
2010-12-12,0.657292850319407
2010-12-13,0.659248000000456
2010-12-14,0.660972411103106
2010-12-15,0.662211446954039
2010-12-16,0.663025110188411
2010-12-17,0.663667219374842
2010-12-18,0.664763164121104
2010-12-19,0.665695032099361
2010-12-20,0.666422854111763
2010-12-21,0.66739119728081
2010-12-22,0.668116783588429
2010-12-23,0.669094527272336
2010-12-24,0.669787452725991
2010-12-25,0.670691396541105
2010-12-26,0.671217210985217
2010-12-27,0.672092976177534
2010-12-28,0.672571923411518
2010-12-29,0.673180400083802
2010-12-30,0.674229419556162
2010-12-31,0.674862280448198
2011-01-01,0.675457288765983
2011-01-02,0.676092777548829
2011-01-03,0.677146194579421
2011-01-04,0.677860705048149
2011-01-05,0.678261981339208
2011-01-06,0.67903805876159
2011-01-07,0.679523153155174
2011-01-08,0.680054422328825
2011-01-09,0.680739134427511
2011-01-10,0.681377544882298
2011-01-11,0.681966194513352
2011-01-12,0.682595725072835
2011-01-13,0.682983804352642
2011-01-14,0.683782888134228
2011-01-15,0.684495126594101
2011-01-16,0.685241812406936
2011-01-17,0.685875754414191
2011-01-18,0.686385663645682
2011-01-19,0.687071114638042
2011-01-20,0.687502079570475
2011-01-21,0.688452755368958
2011-01-22,0.6893113436659
2011-01-23,0.690145522284856
2011-01-24,0.690713812878616
2011-01-25,0.691452637740171
2011-01-26,0.692068122711339
2011-01-27,0.692673633694068
2011-01-28,0.693472892941893
2011-01-29,0.694053490762902
2011-01-30,0.694243094213016
2011-01-31,0.695186997815732
2011-02-01,0.695835522328972
2011-02-02,0.696272203171991
2011-02-03,0.69667047744181
2011-02-04,0.697189858123919
2011-02-05,0.697457888149302
2011-02-06,0.697936820734168
2011-02-07,0.698150564305113
2011-02-08,0.698408039246462
2011-02-09,0.699753066597405
2011-02-10,0.702696860047469
2011-02-11,0.707938709910359
2011-02-12,0.710991009842779
2011-02-13,0.713234753065546
2011-02-14,0.715226206823033
2011-02-15,0.715990030988518
2011-02-16,0.716731514612363
2011-02-17,0.718996803020686
2011-02-18,0.721119985519505
2011-02-19,0.722575592559942
2011-02-20,0.723935120976533
2011-02-21,0.72613784830421
2011-02-22,0.728278648102365
2011-02-23,0.730139812763291
2011-02-24,0.731539958993596
2011-02-25,0.733249459017846
2011-02-26,0.735202858864683
2011-02-27,0.736799093263762
2011-02-28,0.737885832231697
2011-03-01,0.741570925989027
2011-03-02,0.742781254054137
2011-03-03,0.744367201487428
2011-03-04,0.74559139468108
2011-03-05,0.747176825733298
2011-03-06,0.748549628464232
2011-03-07,0.749756060542028
2011-03-08,0.750560259577353
2011-03-09,0.75118712468592
2011-03-10,0.751207830805641
2011-03-11,0.752470058567389
2011-03-12,0.75289546170045
2011-03-13,0.753317253612681
2011-03-14,0.753993424083052
2011-03-15,0.75443735219995
2011-03-16,0.754993936131738
2011-03-17,0.755623301406702
2011-03-18,0.756112364709019
2011-03-19,0.756544866840253
2011-03-20,0.757024146726597
2011-03-21,0.759816505800585
2011-03-22,0.761250619323652
2011-03-23,0.765900450614913
2011-03-24,0.768074803252088
2011-03-25,0.769074132773422
2011-03-26,0.769897045960729
2011-03-27,0.770720428276062
2011-03-28,0.771793474748816
2011-03-29,0.772463397432207
2011-03-30,0.773020822933038
2011-03-31,0.773663139735198
2011-04-01,0.774188995611299
2011-04-02,0.774558689028566
2011-04-03,0.775236252087373
2011-04-04,0.776714711204145
2011-04-05,0.777631990453524
2011-04-06,0.778456098471301
2011-04-07,0.778889176622556
2011-04-08,0.779662495555702
2011-04-09,0.780639978041695
2011-04-10,0.781318585638303
2011-04-11,0.78233251778574
2011-04-12,0.783518904947784
2011-04-13,0.783918011072393
2011-04-14,0.784269716811518
2011-04-15,0.784576752009001
2011-04-16,0.784738696624272
2011-04-17,0.785121323784756
2011-04-18,0.78585364596859
2011-04-19,0.787226922358597
2011-04-20,0.788002169892304
2011-04-21,0.787857700069078
2011-04-22,0.788359670696469
2011-04-23,0.789094516401283
2011-04-24,0.789486679721259
2011-04-25,0.790292236560897
2011-04-26,0.790936626170302
2011-04-27,0.791880022357449
2011-04-28,0.792774603231889
2011-04-29,0.793813342127717
2011-04-30,0.795271098918118
2011-05-01,0.796408748345546
2011-05-02,0.796909244754576
2011-05-03,0.797461126978599
2011-05-04,0.7982898075706
2011-05-05,0.799029322071048
2011-05-06,0.79957727983318
2011-05-07,0.799993481675649
2011-05-08,0.800857990360939
2011-05-09,0.801848036159011
2011-05-10,0.80252993922479
2011-05-11,0.804222246344847
2011-05-12,0.804747257884039
2011-05-13,0.805740603697267
2011-05-14,0.806799991689959
2011-05-15,0.807996904626587
2011-05-16,0.814262297278461
2011-05-17,0.817228591020557
2011-05-18,0.820599938663081
2011-05-19,0.825317977018846
2011-05-20,0.828107481642975
2011-05-21,0.830051306074952
2011-05-22,0.831220963736891
2011-05-23,0.832389113262857
2011-05-24,0.83498827871685
2011-05-25,0.838194929985153
2011-05-26,0.839600966428141
2011-05-27,0.840302815685902
2011-05-28,0.841804241041486
2011-05-29,0.84266162080444
2011-05-30,0.84474342534646
2011-05-31,0.846644210091304
2011-06-01,0.847268517200198
2011-06-02,0.847983306817584
2011-06-03,0.849089443181226
2011-06-04,0.851431143739676
2011-06-05,0.85232639035812
2011-06-06,0.853143918434832
2011-06-07,0.854105039743687
2011-06-08,0.855137048091207
2011-06-09,0.856947458980437
2011-06-10,0.858201802916158
2011-06-11,0.859456383010852
2011-06-12,0.861326986235393
2011-06-13,0.862925503806702
2011-06-14,0.863990105698969
2011-06-15,0.861915872836529
2011-06-16,0.864385355014271
2011-06-17,0.865188689114494
2011-06-18,0.867311130008193
2011-06-19,0.869513655852818
2011-06-20,0.871650841984266
2011-06-21,0.873999570939216
2011-06-22,0.875816279162071
2011-06-23,0.87723346624882
2011-06-24,0.877903434122286
2011-06-25,0.877423202477233
2011-06-26,0.879176054100983
2011-06-27,0.880982609753922
2011-06-28,0.881125480408497
2011-06-29,0.883769911059088
2011-06-30,0.884895468414761
2011-07-01,0.890623830070032
2011-07-02,0.899584256704934
2011-07-03,0.901395614758386
2011-07-04,0.902445133880282
2011-07-05,0.903398203372961
2011-07-06,0.90517061506747
2011-07-07,0.906747952421507
2011-07-08,0.909061535622563
2011-07-09,0.911186018805125
2011-07-10,0.915410460257812
2011-07-11,0.916844933381275
2011-07-12,0.918372675673264
2011-07-13,0.920576324403213
2011-07-14,0.923350196883825
2011-07-15,0.925224006163958
2011-07-16,0.926611211407581
2011-07-17,0.92837195165834
2011-07-18,0.929703045169294
2011-07-19,0.931053455638852
2011-07-20,0.932457724899165
2011-07-21,0.934045321109412
2011-07-22,0.935168042504272
2011-07-23,0.936086234575508
2011-07-24,0.937535034457591
2011-07-25,0.938956637655498
2011-07-26,0.939827887197503
2011-07-27,0.940916513103887
2011-07-28,0.942195868868446
2011-07-29,0.943066533076039
2011-07-30,0.944018125719409
2011-07-31,0.944960990463779
2011-08-01,0.945855753651509
2011-08-02,0.946139723160548
2011-08-03,0.946212706297768
2011-08-04,0.946358187175511
2011-08-05,0.947006206760791
2011-08-06,0.947811799477162
2011-08-07,0.948530391485548
2011-08-08,0.948451022461081
2011-08-09,0.949371668084594
2011-08-10,0.949375790439216
2011-08-11,0.949434829067731
2011-08-12,0.949419450088998
2011-08-13,0.949677648342736
2011-08-14,0.950218163928017
2011-08-15,0.950311757686408
2011-08-16,0.950399357138042
2011-08-17,0.950787022901248
2011-08-18,0.951172357429035
2011-08-19,0.951859632805077
2011-08-20,0.952433319498959
2011-08-21,0.953120602973493
2011-08-22,0.953993840524345
2011-08-23,0.954610014471727
2011-08-24,0.955145818928595
2011-08-25,0.955785740972369
2011-08-26,0.95617831012259
2011-08-27,0.956562859609339
2011-08-28,0.957059584696876
2011-08-29,0.957241665908071
2011-08-30,0.957159431929601
2011-08-31,0.957112608965435
2011-09-01,0.957176027774129
2011-09-02,0.957188971717205
2011-09-03,0.957169659714726
2011-09-04,0.957224209447443
2011-09-05,0.957385546638041
2011-09-06,0.957398754715478
2011-09-07,0.957421090439636
2011-09-08,0.957547746407911
2011-09-09,0.957969312218367
2011-09-10,0.957952466847213
2011-09-11,0.958055955345577
2011-09-12,0.958029641507486
2011-09-13,0.957950350532075
2011-09-14,0.957937196456578
2011-09-15,0.95792234406345
2011-09-16,0.95777332847182
2011-09-17,0.95779273749479
2011-09-18,0.957872288955188
2011-09-19,0.957913351028341
2011-09-20,0.958393583480438
2011-09-21,0.958393822835319
2011-09-22,0.958697648073392
2011-09-23,0.959212343744036
2011-09-24,0.959787091114246
2011-09-25,0.96033309644443
2011-09-26,0.960704942464696
2011-09-27,0.961075025674935
2011-09-28,0.960997477152215
2011-09-29,0.961011066894397
2011-09-30,0.961018851791937
2011-10-01,0.96099430998968
2011-10-02,0.960949213569854
2011-10-03,0.960962007867966
2011-10-04,0.961039204917655
2011-10-05,0.961028443409423
2011-10-06,0.961046231611431
2011-10-07,0.961047753603656
2011-10-08,0.961065217948275
2011-10-09,0.961020258629053
2011-10-10,0.960967507160853
2011-10-11,0.960914281924004
2011-10-12,0.960891056029701
2011-10-13,0.960873959757287
2011-10-14,0.960805849208139
2011-10-15,0.960822376182805
2011-10-16,0.960798391614583
2011-10-17,0.960804758601736
2011-10-18,0.960781876716811
2011-10-19,0.960793992313081
2011-10-20,0.960759974562024
2011-10-21,0.96064622925619
2011-10-22,0.960638064800043
2011-10-23,0.960627309008047
2011-10-24,0.960666852780824
2011-10-25,0.960689964894668
2011-10-26,0.960648729021977
2011-10-27,0.960738572561423
2011-10-28,0.960718916221125
2011-10-29,0.960745008870966
2011-10-30,0.960801571828976
2011-10-31,0.960676663896041
2011-11-01,0.960774672540267
2011-11-02,0.960732937867044
2011-11-03,0.960823627330005
2011-11-04,0.960831177415447
2011-11-05,0.960836120484236
2011-11-06,0.960852136990391
2011-11-07,0.960893505729355
2011-11-08,0.960796615332236
2011-11-09,0.960755375992157
2011-11-10,0.960747413930179
2011-11-11,0.960816549187106
2011-11-12,0.960804687294671
2011-11-13,0.960753436662177
2011-11-14,0.960814687831142
2011-11-15,0.96081210182398
2011-11-16,0.960839045199954
2011-11-17,0.960804083386815
2011-11-18,0.960843732634557
2011-11-19,0.960787782067267
2011-11-20,0.960717630293151
2011-11-21,0.96071514824169
2011-11-22,0.960739324727892
2011-11-23,0.960772251766472
2011-11-24,0.9607917469185
2011-11-25,0.960798870469835
2011-11-26,0.96073066826091
2011-11-27,0.960793394587709
2011-11-28,0.960936460870463
2011-11-29,0.961004929146494
2011-11-30,0.960984770823048
2011-12-01,0.961023440841033
2011-12-02,0.961028036270469
2011-12-03,0.96109741072458
2011-12-04,0.961069173963761
2011-12-05,0.961089126515047
2011-12-06,0.958822513278996
2011-12-07,0.961146507849058
2011-12-08,0.961122641744166
2011-12-09,0.960744823235191
2011-12-10,0.960472764681407
2011-12-11,0.960378742238879
2011-12-12,0.960287529171306
2011-12-13,0.960316943775108
2011-12-14,0.960315193245729
2011-12-15,0.960324169983029
2011-12-16,0.960253853657146
2011-12-17,0.960230049515144
2011-12-18,0.960255774646275
2011-12-19,0.960209261257477
2011-12-20,0.96017129734965
2011-12-21,0.960079260085344
2011-12-22,0.959944150803733
2011-12-23,0.959930202540149
2011-12-24,0.9599686934007
2011-12-25,0.95997054375083
2011-12-26,0.960047823798532
2011-12-27,0.960158231393155
2011-12-28,0.96018636620371
2011-12-29,0.960151437678531
2011-12-30,0.960116863045496
2011-12-31,0.960151383831893
2012-01-01,0.960166302289752
2012-01-02,0.96018117839108
2012-01-03,0.960240173166202
2012-01-04,0.96022494532489
2012-01-05,0.960233426367504
2012-01-06,0.960196930348943
2012-01-07,0.960157365682009
2012-01-08,0.960195406120119
2012-01-09,0.960231692000222
2012-01-10,0.96023749849995
2012-01-11,0.960226303464826
2012-01-12,0.960082798483947
2012-01-13,0.960207096311054
2012-01-14,0.960169016541042
2012-01-15,0.960211374608513
2012-01-16,0.960227908384245
2012-01-17,0.96018666026392
2012-01-18,0.960164274459239
2012-01-19,0.960218288587377
2012-01-20,0.960271320004588
2012-01-21,0.960244226694847
2012-01-22,0.960254160698161
2012-01-23,0.960238239207523
2012-01-24,0.960277120825925
2012-01-25,0.960271754180599
2012-01-26,0.960242982098494
2012-01-27,0.96027896728454
2012-01-28,0.960243770632895
2012-01-29,0.960288498010792
2012-01-30,0.960245125235833
2012-01-31,0.960290995640362
2012-02-01,0.960330350377515
2012-02-02,0.960392556915562
2012-02-03,0.960468018000792
2012-02-04,0.960553486545643
2012-02-05,0.960616319196137
2012-02-06,0.960599987651383
2012-02-07,0.960603074862664
2012-02-08,0.960609122183863
2012-02-09,0.960634650649294
2012-02-10,0.960699806393697
2012-02-11,0.960686393653611
2012-02-12,0.960696321146446
2012-02-13,0.960692426060206
2012-02-14,0.960609340558597
2012-02-15,0.960394116705716
2012-02-16,0.960251928592004
2012-02-17,0.960209461139247
2012-02-18,0.960178988758347
2012-02-19,0.960180820882232
2012-02-20,0.960194395570012
2012-02-21,0.960148149413338
2012-02-22,0.960124275622483
2012-02-23,0.960330101037119
2012-02-24,0.960363932397707
2012-02-25,0.960383509171101
2012-02-26,0.960439861904226
2012-02-27,0.960444167512246
2012-02-28,0.96045117211601
2012-02-29,0.960503340138674
2012-03-01,0.960499744012034
2012-03-02,0.960473397505451
2012-03-03,0.960412304895477
2012-03-04,0.960383810978507
2012-03-05,0.960472445088692
2012-03-06,0.960539248035879
2012-03-07,0.960553394373263
2012-03-08,0.960551894772519
2012-03-09,0.960567697586059
2012-03-10,0.960542198750565
2012-03-11,0.960569836724312
2012-03-12,0.96053040628355
2012-03-13,0.960539300609996
2012-03-14,0.96052759331923
2012-03-15,0.960487778348347
2012-03-16,0.960447990961083
2012-03-17,0.960593381675686
2012-03-18,0.960671863846936
2012-03-19,0.960646428046484
2012-03-20,0.960688790997658
2012-03-21,0.960688864046159
2012-03-22,0.960692095847851
2012-03-23,0.9607390105619
2012-03-24,0.960760070277666
2012-03-25,0.960788113921358
2012-03-26,0.960808453107477
2012-03-27,0.960821059706802
2012-03-28,0.960838440258133
2012-03-29,0.960848398637301
2012-03-30,0.960816324721455
2012-03-31,0.960843175523246
2012-04-01,0.960874432235469
2012-04-02,0.960897904511874
2012-04-03,0.960927513600145
2012-04-04,0.961021898576024
2012-04-05,0.96106045640112
2012-04-06,0.961099131879926
2012-04-07,0.961215998248313
2012-04-08,0.961273015566495
2012-04-09,0.96122477952981
2012-04-10,0.961213553170264
2012-04-11,0.961293124449976
2012-04-12,0.96131631220208
2012-04-13,0.961323098261981
2012-04-14,0.961386149777197
2012-04-15,0.961523333415314
2012-04-16,0.961534408402301
2012-04-17,0.961649535628862
2012-04-18,0.96179213849479
2012-04-19,0.961827760503684
2012-04-20,0.961840834575948
2012-04-21,0.96191997916738
2012-04-22,0.961989171670525
2012-04-23,0.962046922618516
2012-04-24,0.962046844753443
2012-04-25,0.962074890709343
2012-04-26,0.962169564704711
2012-04-27,0.96224477139595
2012-04-28,0.96226375400379
2012-04-29,0.962289730838541
2012-04-30,0.962320026753059
2012-05-01,0.962349294426491
2012-05-02,0.962454125840045
2012-05-03,0.962521135226785
2012-05-04,0.962631504677545
2012-05-05,0.962708377370962
2012-05-06,0.962822469347372
2012-05-07,0.962787489628897
2012-05-08,0.962843704514232
2012-05-09,0.962929097004825
2012-05-10,0.962934041692017
2012-05-11,0.962990084420647
2012-05-12,0.963046813917472
2012-05-13,0.963093453401422
2012-05-14,0.963104715675384
2012-05-15,0.963169035516184
2012-05-16,0.963196951450296
2012-05-17,0.963215222691844
2012-05-18,0.96321997915194
2012-05-19,0.96323713466122
2012-05-20,0.963251375743252
2012-05-21,0.963254572291828
2012-05-22,0.963338686135897
2012-05-23,0.96339626358984
2012-05-24,0.963400073495504
2012-05-25,0.963431066226695
2012-05-26,0.963466420973883
2012-05-27,0.963503264462185
2012-05-28,0.963561745097083
2012-05-29,0.963595965085273
2012-05-30,0.963610812046585
2012-05-31,0.963680754157052
2012-06-01,0.963571808043766
2012-06-02,0.963581474046608
2012-06-03,0.963590016071915
2012-06-04,0.963633359495293
2012-06-05,0.963799115489493
2012-06-06,0.963784780416049
2012-06-07,0.963810354486067
2012-06-08,0.963961812225161
2012-06-09,0.96403489141267
2012-06-10,0.964097963614439
2012-06-11,0.964075439847489
2012-06-12,0.964154916247712
2012-06-13,0.964220561339088
2012-06-14,0.964326896057986
2012-06-15,0.964340544117357
2012-06-16,0.964396433977691
2012-06-17,0.964405973710086
2012-06-18,0.964521988288779
2012-06-19,0.964582215667456
2012-06-20,0.964676208885734
2012-06-21,0.964669674056888
2012-06-22,0.964646037259388
2012-06-23,0.964696785465431
2012-06-24,0.964755694258442
2012-06-25,0.964809130809217
2012-06-26,0.964910093895672
2012-06-27,0.965007502159122
2012-06-28,0.965146427590041
2012-06-29,0.965226420661481
2012-06-30,0.96534333236939
2012-07-01,0.965608421015467
2012-07-02,0.965768378008571
2012-07-03,0.965913923088166
2012-07-04,0.966053091576978
2012-07-05,0.966099881176486
2012-07-06,0.966256571501978
2012-07-07,0.966384534819399
2012-07-08,0.966455778683288
2012-07-09,0.9665277030274
2012-07-10,0.966670951339815
2012-07-11,0.966811367722927
2012-07-12,0.966894339562539
2012-07-13,0.966927445579153
2012-07-14,0.966962468462164
2012-07-15,0.967044566948313
2012-07-16,0.967132451208736
2012-07-17,0.967187394239629
2012-07-18,0.96732086718553
2012-07-19,0.967288752488819
2012-07-20,0.967235018671003
