t,entities_net_growth_count
2014-02-12,3451
2014-02-13,3140
2014-02-14,3614
2014-02-15,2736
2014-02-16,2701
2014-02-17,5757
2014-02-18,2760
2014-02-19,3135
2014-02-20,2770
2014-02-21,3515
2014-02-22,2161
2014-02-23,2299
2014-02-24,5481
2014-02-25,4522
2014-02-26,3619
2014-02-27,3948
2014-02-28,4645
2014-03-01,3454
2014-03-02,2678
2014-03-03,7174
2014-03-04,4273
2014-03-05,3388
2014-03-06,3712
2014-03-07,3156
2014-03-08,7015
2014-03-09,2307
2014-03-10,5554
2014-03-11,1888
2014-03-12,2712
2014-03-13,3920
2014-03-14,1749
2014-03-15,-2195
2014-03-16,804
2014-03-17,12096
2014-03-18,1885
2014-03-19,5349
2014-03-20,104
2014-03-21,-771
2014-03-22,-99
2014-03-23,-264
2014-03-24,5360
2014-03-25,1336
2014-03-26,3111
2014-03-27,1474
2014-03-28,3250
2014-03-29,3290
2014-03-30,5238
2014-03-31,1335
2014-04-01,2537
2014-04-02,1144
2014-04-03,1869
2014-04-04,2343
2014-04-05,991
2014-04-06,4866
2014-04-07,1730
2014-04-08,1947
2014-04-09,1951
2014-04-10,1947
2014-04-11,1011
2014-04-12,1665
2014-04-13,5931
2014-04-14,2696
2014-04-15,1532
2014-04-16,1033
2014-04-17,1449
2014-04-18,1635
2014-04-19,544
2014-04-20,4723
2014-04-21,1926
2014-04-22,3100
2014-04-23,2783
2014-04-24,2990
2014-04-25,2472
2014-04-26,1190
2014-04-27,4526
2014-04-28,1982
2014-04-29,2663
2014-04-30,2426
2014-05-01,2278
2014-05-02,2519
2014-05-03,1301
2014-05-04,4523
2014-05-05,2481
2014-05-06,3614
2014-05-07,2130
2014-05-08,2963
2014-05-09,2394
2014-05-10,1496
2014-05-11,4426
2014-05-12,1714
2014-05-13,2463
2014-05-14,2096
2014-05-15,3849
2014-05-16,3377
2014-05-17,2102
2014-05-18,4373
2014-05-19,2042
2014-05-20,2060
2014-05-21,1977
2014-05-22,3004
2014-05-23,3040
2014-05-24,1589
2014-05-25,4454
2014-05-26,2712
2014-05-27,3984
2014-05-28,2633
2014-05-29,2529
2014-05-30,1896
2014-05-31,1238
2014-06-01,3545
2014-06-02,1755
2014-06-03,1473
2014-06-04,1624
2014-06-05,2051
2014-06-06,2052
2014-06-07,849
2014-06-08,3866
2014-06-09,1158
2014-06-10,2578
2014-06-11,2103
2014-06-12,1580
2014-06-13,1494
2014-06-14,2452
2014-06-15,5872
2014-06-16,2911
2014-06-17,3129
2014-06-18,2630
2014-06-19,2610
2014-06-20,3346
2014-06-21,2107
2014-06-22,5189
2014-06-23,2405
2014-06-24,2141
2014-06-25,1804
2014-06-26,2330
2014-06-27,3276
2014-06-28,1739
2014-06-29,5787
2014-06-30,1480
2014-07-01,2011
2014-07-02,2936
2014-07-03,2685
2014-07-04,4369
2014-07-05,3634
2014-07-06,7611
2014-07-07,1634
2014-07-08,625
2014-07-09,2280
2014-07-10,2379
2014-07-11,2384
2014-07-12,1248
2014-07-13,6307
2014-07-14,3235
2014-07-15,2546
2014-07-16,2772
2014-07-17,1805
2014-07-18,2889
2014-07-19,2597
2014-07-20,5920
2014-07-21,3059
2014-07-22,1996
2014-07-23,3466
2014-07-24,3378
2014-07-25,2820
2014-07-26,2005
2014-07-27,4212
2014-07-28,2779
2014-07-29,2734
2014-07-30,2876
2014-07-31,2518
2014-08-01,2955
2014-08-02,2181
2014-08-03,4528
2014-08-04,4149
2014-08-05,5259
2014-08-06,3706
2014-08-07,2896
2014-08-08,3603
2014-08-09,2326
2014-08-10,4965
2014-08-11,3464
2014-08-12,3003
2014-08-13,3035
2014-08-14,3187
2014-08-15,1634
2014-08-16,7733
2014-08-17,7257
2014-08-18,3545
2014-08-19,1381
2014-08-20,2910
2014-08-21,3619
2014-08-22,3057
2014-08-23,1537
2014-08-24,5230
2014-08-25,2357
2014-08-26,3009
2014-08-27,3379
2014-08-28,4329
2014-08-29,573
2014-08-30,2198
2014-08-31,4890
2014-09-01,6476
2014-09-02,2877
2014-09-03,3072
2014-09-04,2356
2014-09-05,7574
2014-09-06,3699
2014-09-07,12296
2014-09-08,5313
2014-09-09,4972
2014-09-10,7333
2014-09-11,4388
2014-09-12,3789
2014-09-13,5187
2014-09-14,15259
2014-09-15,2795
2014-09-16,6319
2014-09-17,1131
2014-09-18,3399
2014-09-19,2122
2014-09-20,1672
2014-09-21,4257
2014-09-22,1761
2014-09-23,578
2014-09-24,3607
2014-09-25,3295
2014-09-26,2274
2014-09-27,1713
2014-09-28,5542
2014-09-29,3596
2014-09-30,4428
2014-10-01,7906
2014-10-02,2328
2014-10-03,4357
2014-10-04,5919
2014-10-05,8667
2014-10-06,5259
2014-10-07,4637
2014-10-08,4579
2014-10-09,4673
2014-10-10,5054
2014-10-11,3130
2014-10-12,6968
2014-10-13,5099
2014-10-14,3926
2014-10-15,4420
2014-10-16,4534
2014-10-17,4355
2014-10-18,3762
2014-10-19,6002
2014-10-20,2754
2014-10-21,3012
2014-10-22,3391
2014-10-23,3858
2014-10-24,2760
2014-10-25,4279
2014-10-26,2835
2014-10-27,3959
2014-10-28,3608
2014-10-29,2723
2014-10-30,2396
2014-10-31,5525
2014-11-01,3683
2014-11-02,12017
2014-11-03,2877
2014-11-04,4804
2014-11-05,3204
2014-11-06,4039
2014-11-07,2661
2014-11-08,1467
2014-11-09,7105
2014-11-10,3454
2014-11-11,3345
2014-11-12,4715
2014-11-13,3594
2014-11-14,4596
2014-11-15,3537
2014-11-16,5396
2014-11-17,2727
2014-11-18,2707
2014-11-19,2708
2014-11-20,3780
2014-11-21,2948
2014-11-22,2428
2014-11-23,5241
2014-11-24,2762
2014-11-25,2537
2014-11-26,2687
2014-11-27,2937
2014-11-28,3564
2014-11-29,2224
2014-11-30,6412
2014-12-01,4331
2014-12-02,3726
2014-12-03,3003
2014-12-04,3239
2014-12-05,4042
2014-12-06,3042
2014-12-07,5921
2014-12-08,2898
2014-12-09,5301
2014-12-10,3440
2014-12-11,2928
2014-12-12,4441
2014-12-13,2513
2014-12-14,5819
2014-12-15,5656
2014-12-16,2945
2014-12-17,4250
2014-12-18,4149
2014-12-19,4003
2014-12-20,4145
2014-12-21,5128
2014-12-22,3338
2014-12-23,3983
2014-12-24,3214
2014-12-25,2491
2014-12-26,4017
2014-12-27,4552
2014-12-28,8005
2014-12-29,2574
2014-12-30,2651
2014-12-31,3100
2015-01-01,1375
2015-01-02,4259
2015-01-03,3000
2015-01-04,3333
2015-01-05,2977
2015-01-06,3509
2015-01-07,3158
2015-01-08,2539
2015-01-09,4228
2015-01-10,5395
2015-01-11,3516
2015-01-12,2680
2015-01-13,2616
2015-01-14,13172
2015-01-15,4731
2015-01-16,5076
2015-01-17,4789
2015-01-18,3329
2015-01-19,4539
2015-01-20,4156
2015-01-21,3251
2015-01-22,3507
2015-01-23,3761
2015-01-24,4566
2015-01-25,6782
2015-01-26,4469
2015-01-27,3198
2015-01-28,2600
2015-01-29,2173
2015-01-30,2693
2015-01-31,4648
2015-02-01,2635
2015-02-02,1587
2015-02-03,2768
2015-02-04,3184
2015-02-05,2622
2015-02-06,6163
2015-02-07,3129
2015-02-08,4920
2015-02-09,3801
2015-02-10,2451
2015-02-11,3397
2015-02-12,6815
2015-02-13,9706
2015-02-14,5100
2015-02-15,6962
2015-02-16,3706
2015-02-17,6979
2015-02-18,2956
2015-02-19,2875
2015-02-20,2923
2015-02-21,3535
2015-02-22,4284
2015-02-23,3156
2015-02-24,2210
2015-02-25,3802
2015-02-26,2979
2015-02-27,2567
2015-02-28,3990
2015-03-01,3480
2015-03-02,5338
2015-03-03,2197
2015-03-04,2600
2015-03-05,3975
2015-03-06,2366
2015-03-07,2552
2015-03-08,3916
2015-03-09,2201
2015-03-10,3212
2015-03-11,3306
2015-03-12,3340
2015-03-13,2169
2015-03-14,2828
2015-03-15,3403
2015-03-16,3079
2015-03-17,2478
2015-03-18,2494
2015-03-19,2894
2015-03-20,3279
2015-03-21,3489
2015-03-22,7942
2015-03-23,8385
2015-03-24,3026
2015-03-25,4504
2015-03-26,2148
2015-03-27,2367
2015-03-28,2826
2015-03-29,8143
2015-03-30,3796
2015-03-31,3073
2015-04-01,3192
2015-04-02,3413
2015-04-03,2511
2015-04-04,3449
2015-04-05,3949
2015-04-06,2626
2015-04-07,3690
2015-04-08,2958
2015-04-09,4550
2015-04-10,3129
2015-04-11,3715
2015-04-12,5808
2015-04-13,2364
2015-04-14,3484
2015-04-15,3282
2015-04-16,2671
2015-04-17,2732
2015-04-18,3060
2015-04-19,3836
2015-04-20,2960
2015-04-21,2669
2015-04-22,2691
2015-04-23,2707
2015-04-24,2301
2015-04-25,2689
2015-04-26,4996
2015-04-27,2331
2015-04-28,2709
2015-04-29,3261
2015-04-30,1983
2015-05-01,2729
2015-05-02,4377
2015-05-03,4912
2015-05-04,4348
2015-05-05,-83
2015-05-06,2758
2015-05-07,3850
2015-05-08,3893
2015-05-09,2324
2015-05-10,2885
2015-05-11,2783
2015-05-12,2964
2015-05-13,3167
2015-05-14,3844
2015-05-15,2980
2015-05-16,2990
2015-05-17,3623
2015-05-18,7338
2015-05-19,913
2015-05-20,2985
2015-05-21,2821
2015-05-22,3218
2015-05-23,2050
2015-05-24,2702
2015-05-25,2788
2015-05-26,5876
2015-05-27,3361
2015-05-28,2686
2015-05-29,6814
2015-05-30,8723
2015-05-31,7369
2015-06-01,1530
2015-06-02,2134
2015-06-03,263
2015-06-04,-1034
2015-06-05,3181
2015-06-06,4065
2015-06-07,2401
2015-06-08,9015
2015-06-09,5742
2015-06-10,17277
2015-06-11,1039
2015-06-12,4202
2015-06-13,-816
2015-06-14,3219
2015-06-15,5558
2015-06-16,2517
2015-06-17,2561
2015-06-18,5588
2015-06-19,17699
2015-06-20,3046
2015-06-21,4336
2015-06-22,5625
2015-06-23,3398
2015-06-24,3447
2015-06-25,3556
2015-06-26,4949
2015-06-27,3145
2015-06-28,3549
2015-06-29,3835
2015-06-30,9127
2015-07-01,2936
2015-07-02,4788
2015-07-03,4777
2015-07-04,4960
2015-07-05,5346
2015-07-06,6810
2015-07-07,6986
2015-07-08,7302
2015-07-09,4865
2015-07-10,1392
2015-07-11,7883
2015-07-12,4408
2015-07-13,4062
2015-07-14,455
2015-07-15,2337
2015-07-16,4988
2015-07-17,3468
2015-07-18,3424
2015-07-19,5977
2015-07-20,6185
2015-07-21,14443
2015-07-22,9932
2015-07-23,1627
2015-07-24,3827
2015-07-25,2232
2015-07-26,4798
2015-07-27,5244
2015-07-28,4168
2015-07-29,3056
2015-07-30,2600
2015-07-31,3267
2015-08-01,1547
2015-08-02,6099
2015-08-03,4122
2015-08-04,4587
2015-08-05,6239
2015-08-06,2728
2015-08-07,2692
2015-08-08,1776
2015-08-09,3655
2015-08-10,3623
2015-08-11,5016
2015-08-12,6975
2015-08-13,5056
2015-08-14,6787
2015-08-15,5550
2015-08-16,7169
2015-08-17,4836
2015-08-18,5807
2015-08-19,4235
2015-08-20,4155
2015-08-21,4529
2015-08-22,6468
2015-08-23,8008
2015-08-24,4482
2015-08-25,6314
2015-08-26,3260
2015-08-27,9241
2015-08-28,6971
2015-08-29,3075
2015-08-30,5163
2015-08-31,3135
2015-09-01,6206
2015-09-02,5299
2015-09-03,5123
2015-09-04,5186
2015-09-05,1805
2015-09-06,10578
2015-09-07,22150
2015-09-08,24456
2015-09-09,21524
2015-09-10,13341
2015-09-11,31827
2015-09-12,12489
2015-09-13,3965
2015-09-14,2956
2015-09-15,4564
2015-09-16,4953
2015-09-17,8352
2015-09-18,7869
2015-09-19,-1051
2015-09-20,28447
2015-09-21,44168
2015-09-22,36323
2015-09-23,5264
2015-09-24,2791
2015-09-25,2860
2015-09-26,-1432
2015-09-27,2999
2015-09-28,4467
2015-09-29,4093
2015-09-30,6054
2015-10-01,3194
2015-10-02,1979
2015-10-03,2444
2015-10-04,6584
2015-10-05,4630
2015-10-06,90
2015-10-07,5065
2015-10-08,5193
2015-10-09,6263
2015-10-10,2062
2015-10-11,5212
2015-10-12,1144
2015-10-13,5143
2015-10-14,1319
2015-10-15,4417
2015-10-16,1826
2015-10-17,1952
2015-10-18,3214
2015-10-19,3871
2015-10-20,5428
2015-10-21,4667
2015-10-22,5509
2015-10-23,7229
2015-10-24,428
2015-10-25,1434
2015-10-26,5873
2015-10-27,9824
2015-10-28,5310
2015-10-29,6582
2015-10-30,9054
2015-10-31,4203
2015-11-01,-4207
2015-11-02,6862
2015-11-03,10085
2015-11-04,6025
2015-11-05,7353
2015-11-06,2712
2015-11-07,2630
2015-11-08,25187
2015-11-09,4212
2015-11-10,4899
2015-11-11,6325
2015-11-12,5064
2015-11-13,4556
2015-11-14,2577
2015-11-15,4597
2015-11-16,5898
2015-11-17,5538
2015-11-18,3805
2015-11-19,3954
2015-11-20,5150
2015-11-21,-210
2015-11-22,6716
2015-11-23,5079
2015-11-24,5883
2015-11-25,4718
2015-11-26,4174
2015-11-27,5203
2015-11-28,2476
2015-11-29,5859
2015-11-30,5378
2015-12-01,6055
2015-12-02,5554
2015-12-03,2931
2015-12-04,656
2015-12-05,3906
2015-12-06,7156
2015-12-07,5025
2015-12-08,6822
2015-12-09,5673
2015-12-10,6000
2015-12-11,7913
2015-12-12,2527
2015-12-13,7142
2015-12-14,6605
2015-12-15,7970
2015-12-16,7715
2015-12-17,6489
2015-12-18,6679
2015-12-19,4661
2015-12-20,6430
2015-12-21,6068
2015-12-22,9752
2015-12-23,2102
2015-12-24,4258
2015-12-25,4059
2015-12-26,1774
2015-12-27,6029
2015-12-28,5031
2015-12-29,5614
2015-12-30,5213
2015-12-31,4244
2016-01-01,2253
2016-01-02,1953
2016-01-03,4705
2016-01-04,5199
2016-01-05,5222
2016-01-06,4202
2016-01-07,5967
2016-01-08,3039
2016-01-09,4602
2016-01-10,6535
2016-01-11,6940
2016-01-12,8598
2016-01-13,1897
2016-01-14,4075
2016-01-15,3761
2016-01-16,-934
2016-01-17,2491
2016-01-18,10573
2016-01-19,-3330
2016-01-20,5942
2016-01-21,-740
2016-01-22,2349
2016-01-23,4421
2016-01-24,3223
2016-01-25,4930
2016-01-26,3532
2016-01-27,-207
2016-01-28,6199
2016-01-29,-1767
2016-01-30,3969
2016-01-31,9069
2016-02-01,6293
2016-02-02,7010
2016-02-03,1325
2016-02-04,7950
2016-02-05,2933
2016-02-06,7589
2016-02-07,10148
2016-02-08,1902
2016-02-09,5509
2016-02-10,6325
2016-02-11,4717
2016-02-12,8569
2016-02-13,4875
2016-02-14,4102
2016-02-15,4601
2016-02-16,6283
2016-02-17,4692
2016-02-18,9244
2016-02-19,6081
2016-02-20,2293
2016-02-21,6347
2016-02-22,8138
2016-02-23,7373
2016-02-24,6466
2016-02-25,11566
2016-02-26,6717
2016-02-27,-662
2016-02-28,3690
2016-02-29,7232
2016-03-01,7963
2016-03-02,2140
2016-03-03,3182
2016-03-04,2971
2016-03-05,3887
2016-03-06,4448
2016-03-07,4842
2016-03-08,3794
2016-03-09,4771
2016-03-10,6047
2016-03-11,8143
2016-03-12,7511
2016-03-13,5168
2016-03-14,7021
2016-03-15,7652
2016-03-16,5346
2016-03-17,5819
2016-03-18,5505
2016-03-19,4735
2016-03-20,5783
2016-03-21,6446
2016-03-22,6028
2016-03-23,4607
2016-03-24,5594
2016-03-25,5292
2016-03-26,3832
2016-03-27,3416
2016-03-28,5052
2016-03-29,8271
2016-03-30,6257
2016-03-31,6476
2016-04-01,7854
2016-04-02,7006
2016-04-03,6944
2016-04-04,11091
2016-04-05,9110
2016-04-06,8553
2016-04-07,9426
2016-04-08,9812
2016-04-09,7254
2016-04-10,7570
2016-04-11,8295
2016-04-12,10466
2016-04-13,6571
2016-04-14,6507
2016-04-15,7709
2016-04-16,6007
2016-04-17,6721
2016-04-18,10052
2016-04-19,8116
2016-04-20,7058
2016-04-21,10444
2016-04-22,8121
2016-04-23,5986
2016-04-24,6472
2016-04-25,9861
2016-04-26,9356
2016-04-27,4739
2016-04-28,5265
2016-04-29,5926
2016-04-30,4399
2016-05-01,5262
2016-05-02,8589
2016-05-03,7259
2016-05-04,4362
2016-05-05,6426
2016-05-06,6510
2016-05-07,3761
2016-05-08,3920
2016-05-09,10107
2016-05-10,9367
2016-05-11,6200
2016-05-12,8017
2016-05-13,5972
2016-05-14,6190
2016-05-15,4300
2016-05-16,18480
2016-05-17,7991
2016-05-18,8264
2016-05-19,6801
2016-05-20,5370
2016-05-21,6259
2016-05-22,4994
2016-05-23,10087
2016-05-24,8098
2016-05-25,4213
2016-05-26,7697
2016-05-27,9498
2016-05-28,7684
2016-05-29,8420
2016-05-30,9507
2016-05-31,10578
2016-06-01,10207
2016-06-02,9373
2016-06-03,10006
2016-06-04,8661
2016-06-05,6509
2016-06-06,10599
2016-06-07,10817
2016-06-08,8299
2016-06-09,7364
2016-06-10,6549
2016-06-11,5138
2016-06-12,5697
2016-06-13,8654
2016-06-14,4657
2016-06-15,8057
2016-06-16,7892
2016-06-17,9224
2016-06-18,7746
2016-06-19,6045
2016-06-20,11747
2016-06-21,10761
2016-06-22,7583
2016-06-23,9126
2016-06-24,8931
2016-06-25,7202
2016-06-26,5183
2016-06-27,9028
2016-06-28,9000
2016-06-29,6178
2016-06-30,5248
2016-07-01,6522
2016-07-02,6138
2016-07-03,4840
2016-07-04,8986
2016-07-05,9315
2016-07-06,7812
2016-07-07,10184
2016-07-08,5508
2016-07-09,7909
2016-07-10,5425
2016-07-11,9323
2016-07-12,6531
2016-07-13,7257
2016-07-14,5246
2016-07-15,5331
2016-07-16,6408
2016-07-17,5304
2016-07-18,10367
2016-07-19,6650
2016-07-20,6240
2016-07-21,5864
2016-07-22,6176
2016-07-23,5418
2016-07-24,4979
2016-07-25,8042
2016-07-26,7220
2016-07-27,8139
2016-07-28,5360
2016-07-29,7263
2016-07-30,6885
2016-07-31,5274
2016-08-01,8338
2016-08-02,13063
2016-08-03,11607
2016-08-04,10639
2016-08-05,9395
2016-08-06,7793
2016-08-07,376
2016-08-08,1297
2016-08-09,9033
2016-08-10,7681
2016-08-11,7965
2016-08-12,9677
2016-08-13,8436
2016-08-14,5754
2016-08-15,9626
2016-08-16,10374
2016-08-17,9554
2016-08-18,8761
2016-08-19,9585
2016-08-20,13527
2016-08-21,8399
2016-08-22,12279
2016-08-23,13348
2016-08-24,10142
2016-08-25,11023
2016-08-26,9798
2016-08-27,6389
2016-08-28,5361
2016-08-29,6011
2016-08-30,9563
2016-08-31,6997
2016-09-01,7359
2016-09-02,6833
2016-09-03,6297
2016-09-04,5455
2016-09-05,9221
2016-09-06,10135
2016-09-07,7491
2016-09-08,10422
2016-09-09,5961
2016-09-10,7843
2016-09-11,5931
2016-09-12,10598
2016-09-13,9154
2016-09-14,7957
2016-09-15,8588
2016-09-16,9569
2016-09-17,11912
2016-09-18,6589
2016-09-19,10602
2016-09-20,8533
2016-09-21,9234
2016-09-22,8053
2016-09-23,7156
2016-09-24,8246
2016-09-25,6061
2016-09-26,9474
2016-09-27,12458
2016-09-28,9273
2016-09-29,10494
2016-09-30,10144
2016-10-01,9619
2016-10-02,8025
2016-10-03,14891
2016-10-04,15122
2016-10-05,13979
2016-10-06,12944
2016-10-07,13377
2016-10-08,10962
2016-10-09,7274
2016-10-10,11264
2016-10-11,11451
2016-10-12,8998
2016-10-13,10354
2016-10-14,11555
2016-10-15,9306
2016-10-16,8677
2016-10-17,13741
2016-10-18,11730
2016-10-19,10101
2016-10-20,16493
2016-10-21,12022
2016-10-22,9642
2016-10-23,8369
2016-10-24,14069
2016-10-25,14226
2016-10-26,15220
2016-10-27,18675
2016-10-28,14471
2016-10-29,13718
2016-10-30,7346
2016-10-31,15232
2016-11-01,14278
2016-11-02,15791
2016-11-03,17750
2016-11-04,18461
2016-11-05,15623
2016-11-06,10339
2016-11-07,18866
2016-11-08,17813
2016-11-09,17038
2016-11-10,15819
2016-11-11,15661
2016-11-12,14353
2016-11-13,9781
2016-11-14,17799
2016-11-15,18457
2016-11-16,16629
2016-11-17,14853
2016-11-18,19541
2016-11-19,16019
2016-11-20,11803
2016-11-21,19771
2016-11-22,16488
2016-11-23,14243
2016-11-24,19113
2016-11-25,15544
2016-11-26,14753
2016-11-27,9735
2016-11-28,18713
2016-11-29,14717
2016-11-30,18310
2016-12-01,14567
2016-12-02,28332
2016-12-03,12658
2016-12-04,9438
2016-12-05,23501
2016-12-06,24306
2016-12-07,16855
2016-12-08,16789
2016-12-09,16912
2016-12-10,14481
2016-12-11,12809
2016-12-12,20791
2016-12-13,19733
2016-12-14,17219
2016-12-15,14357
2016-12-16,15427
2016-12-17,13649
2016-12-18,9178
2016-12-19,18362
2016-12-20,15989
2016-12-21,17386
2016-12-22,16562
2016-12-23,18118
2016-12-24,12079
2016-12-25,6311
2016-12-26,12577
2016-12-27,14977
2016-12-28,16789
2016-12-29,15750
2016-12-30,14041
2016-12-31,12305
2017-01-01,11507
2017-01-02,12267
2017-01-03,17018
2017-01-04,16949
2017-01-05,13966
2017-01-06,18162
2017-01-07,13577
2017-01-08,11780
2017-01-09,19051
2017-01-10,16677
2017-01-11,14368
2017-01-12,16693
2017-01-13,16236
2017-01-14,10999
2017-01-15,8383
2017-01-16,15175
2017-01-17,18209
2017-01-18,14863
2017-01-19,15743
2017-01-20,15265
2017-01-21,10496
2017-01-22,7214
2017-01-23,13646
2017-01-24,19596
2017-01-25,11572
2017-01-26,8577
2017-01-27,11953
2017-01-28,10900
2017-01-29,9341
2017-01-30,15109
2017-01-31,14644
2017-02-01,19653
2017-02-02,13404
2017-02-03,16618
2017-02-04,9118
2017-02-05,8272
2017-02-06,14438
2017-02-07,19174
2017-02-08,11290
2017-02-09,9700
2017-02-10,11823
2017-02-11,8117
2017-02-12,7486
2017-02-13,15682
2017-02-14,14193
2017-02-15,12366
2017-02-16,12619
2017-02-17,15983
2017-02-18,12713
2017-02-19,8464
2017-02-20,14952
2017-02-21,15358
2017-02-22,14043
2017-02-23,16202
2017-02-24,17051
2017-02-25,6900
2017-02-26,5110
2017-02-27,12210
2017-02-28,16907
2017-03-01,12765
2017-03-02,16135
2017-03-03,18807
2017-03-04,10190
2017-03-05,7888
2017-03-06,15592
2017-03-07,15552
2017-03-08,10232
2017-03-09,15951
2017-03-10,3979
2017-03-11,6116
2017-03-12,6366
2017-03-13,13871
2017-03-14,12093
2017-03-15,11427
2017-03-16,10554
2017-03-17,7993
2017-03-18,8447
2017-03-19,8113
2017-03-20,13868
2017-03-21,14585
2017-03-22,8232
2017-03-23,10114
2017-03-24,10077
2017-03-25,11937
2017-03-26,7923
2017-03-27,15131
2017-03-28,13315
2017-03-29,12454
2017-03-30,7626
2017-03-31,12326
2017-04-01,7210
2017-04-02,4973
2017-04-03,9642
2017-04-04,13963
2017-04-05,9451
2017-04-06,10602
2017-04-07,10078
2017-04-08,9782
2017-04-09,8394
2017-04-10,14331
2017-04-11,12317
2017-04-12,8998
2017-04-13,12025
2017-04-14,13085
2017-04-15,5335
2017-04-16,6235
2017-04-17,10714
2017-04-18,14231
2017-04-19,10276
2017-04-20,9135
2017-04-21,11645
2017-04-22,11291
2017-04-23,6579
2017-04-24,13681
2017-04-25,15137
2017-04-26,13801
2017-04-27,11802
2017-04-28,16006
2017-04-29,5235
2017-04-30,9864
2017-05-01,10943
2017-05-02,13134
2017-05-03,13796
2017-05-04,11036
2017-05-05,14726
2017-05-06,10354
2017-05-07,3553
2017-05-08,11668
2017-05-09,17798
2017-05-10,13750
2017-05-11,18272
2017-05-12,15830
2017-05-13,12186
2017-05-14,6293
2017-05-15,14790
2017-05-16,14190
2017-05-17,15112
2017-05-18,7556
2017-05-19,10899
2017-05-20,7721
2017-05-21,11101
2017-05-22,15923
2017-05-23,17115
2017-05-24,15621
2017-05-25,17738
2017-05-26,20340
2017-05-27,9864
2017-05-28,-312
2017-05-29,11083
2017-05-30,12776
2017-05-31,11397
2017-06-01,10674
2017-06-02,8333
2017-06-03,3182
2017-06-04,2410
2017-06-05,11874
2017-06-06,17288
2017-06-07,6148
2017-06-08,7730
2017-06-09,11911
2017-06-10,7908
2017-06-11,6694
2017-06-12,14142
2017-06-13,17362
2017-06-14,11889
2017-06-15,10656
2017-06-16,12815
2017-06-17,6592
2017-06-18,6542
2017-06-19,10073
2017-06-20,20875
2017-06-21,33669
2017-06-22,12411
2017-06-23,8149
2017-06-24,6452
2017-06-25,6206
2017-06-26,9375
2017-06-27,15418
2017-06-28,6472
2017-06-29,9533
2017-06-30,6903
2017-07-01,4332
2017-07-02,5723
2017-07-03,6580
2017-07-04,17119
2017-07-05,8564
2017-07-06,10186
2017-07-07,29218
2017-07-08,8978
2017-07-09,8457
2017-07-10,1933
2017-07-11,11964
2017-07-12,11253
2017-07-13,9654
2017-07-14,10629
2017-07-15,7052
2017-07-16,6980
2017-07-17,14283
2017-07-18,14995
2017-07-19,11499
2017-07-20,13764
2017-07-21,10804
2017-07-22,7618
2017-07-23,7782
2017-07-24,6003
2017-07-25,14602
2017-07-26,15438
2017-07-27,15872
2017-07-28,19378
2017-07-29,13136
2017-07-30,18364
2017-07-31,26219
2017-08-01,17882
2017-08-02,10084
2017-08-03,14248
2017-08-04,12053
2017-08-05,7937
2017-08-06,8308
2017-08-07,12512
2017-08-08,16102
2017-08-09,16848
2017-08-10,20689
2017-08-11,21050
2017-08-12,16527
2017-08-13,11902
2017-08-14,23740
2017-08-15,21798
2017-08-16,18061
2017-08-17,13315
2017-08-18,15433
2017-08-19,11266
2017-08-20,13401
2017-08-21,16601
2017-08-22,21141
2017-08-23,11585
2017-08-24,15926
2017-08-25,20214
2017-08-26,7678
2017-08-27,3675
2017-08-28,13141
2017-08-29,13736
2017-08-30,13602
2017-08-31,15163
2017-09-01,15870
2017-09-02,13022
2017-09-03,9528
2017-09-04,13674
2017-09-05,18947
2017-09-06,18635
2017-09-07,13393
2017-09-08,10819
2017-09-09,10412
2017-09-10,10137
2017-09-11,15065
2017-09-12,15889
2017-09-13,14103
2017-09-14,14930
2017-09-15,21792
2017-09-16,14567
2017-09-17,10257
2017-09-18,19582
2017-09-19,14798
2017-09-20,16053
2017-09-21,12372
2017-09-22,16467
2017-09-23,4998
2017-09-24,3035
2017-09-25,13337
2017-09-26,12589
2017-09-27,13473
2017-09-28,15866
2017-09-29,14721
2017-09-30,12999
2017-10-01,9833
2017-10-02,2213
2017-10-03,15654
2017-10-04,17294
2017-10-05,13710
2017-10-06,11519
2017-10-07,31069
2017-10-08,5480
2017-10-09,11633
2017-10-10,17564
2017-10-11,24825
2017-10-12,23494
2017-10-13,26559
2017-10-14,14825
2017-10-15,17044
2017-10-16,27939
2017-10-17,34900
2017-10-18,41198
2017-10-19,27493
2017-10-20,26370
2017-10-21,15848
2017-10-22,17703
2017-10-23,33943
2017-10-24,26331
2017-10-25,18891
2017-10-26,18543
2017-10-27,23737
2017-10-28,16161
2017-10-29,10609
2017-10-30,17330
2017-10-31,27601
2017-11-01,21161
2017-11-02,27341
2017-11-03,31507
2017-11-04,15106
2017-11-05,21082
2017-11-06,24922
2017-11-07,18525
2017-11-08,21825
2017-11-09,22487
2017-11-10,24449
2017-11-11,17010
2017-11-12,12871
2017-11-13,26573
2017-11-14,15586
2017-11-15,16624
2017-11-16,18551
2017-11-17,12627
2017-11-18,16199
2017-11-19,17383
2017-11-20,25643
2017-11-21,27260
2017-11-22,24379
2017-11-23,23591
2017-11-24,22797
2017-11-25,22051
2017-11-26,31074
2017-11-27,37611
2017-11-28,37023
2017-11-29,47652
2017-11-30,41942
2017-12-01,37448
2017-12-02,31741
2017-12-03,30172
2017-12-04,33161
2017-12-05,36068
2017-12-06,47469
2017-12-07,62990
2017-12-08,68354
2017-12-09,35804
2017-12-10,24216
2017-12-11,40983
