t,daily_volume
2020-11-18 21:50:00,911267.45952543
2020-11-18 21:50:00,226510.997240994
2020-11-18 21:50:00,1695.92515933
2020-11-18 21:50:00,220436.934599493
2020-11-18 21:50:00,353739.355743949
2020-11-18 21:50:00,86544.35150491
2020-11-18 21:50:00,110112.6477
2020-11-18 21:50:00,35524.3786086316
2020-11-18 21:50:00,407918.775184173
