t,transactions_transfers_volume_miners_to_exchanges
2014-03-03,1695.42538333477
2014-03-04,460.457175944508
2014-03-05,89.0836218135275
2014-03-06,130.682081922818
2014-03-07,301.170241622169
2014-03-08,65.3601453653066
2014-03-09,197.676766050096
2014-03-10,311.406577359294
2014-03-11,142.368532109484
2014-03-12,214.936035231936
2014-03-13,127.475271870415
2014-03-14,229.204579634178
2014-03-15,72.8449549384387
2014-03-16,217.571164811199
2014-03-17,254.378623841484
2014-03-18,1058.48695049198
2014-03-19,214.80603300452
2014-03-20,429.359017962005
2014-03-21,928.072907199248
2014-03-22,1115.92197431027
2014-03-23,138.953612441886
2014-03-24,519.672109452524
2014-03-25,269.426963422692
2014-03-26,166.778749486951
2014-03-27,2299.45376040988
2014-03-28,304.434267568142
2014-03-29,91.995675107381
2014-03-30,171.59556389791
2014-03-31,335.14754374342
2014-04-01,370.04583379278
2014-04-02,1297.0647248419
2014-04-03,911.132716153901
2014-04-04,355.767159658389
2014-04-05,141.191920583321
2014-04-06,351.907128861481
2014-04-07,80.4088520297661
2014-04-08,192.504682602446
2014-04-09,675.001179152875
2014-04-10,1106.62186079806
2014-04-11,445.720385472772
2014-04-12,176.92628102963
2014-04-13,595.020230734176
2014-04-14,279.164539935813
2014-04-15,582.607429419759
2014-04-16,471.568861284942
2014-04-17,500.233078962254
2014-04-18,150.709184370085
2014-04-19,144.285450436638
2014-04-20,130.997095920259
2014-04-21,252.180036816541
2014-04-22,712.28758007536
2014-04-23,257.770956385074
2014-04-24,488.344098907141
2014-04-25,1645.54292041948
2014-04-26,591.543135397899
2014-04-27,320.844776899834
2014-04-28,690.362335387294
2014-04-29,397.200397066566
2014-04-30,269.472905400587
2014-05-01,488.54077812979
2014-05-02,319.224789537695
2014-05-03,100.769114145587
2014-05-04,120.025080409097
2014-05-05,166.063086486131
2014-05-06,191.073084787765
2014-05-07,329.790314020403
2014-05-08,198.247978048948
2014-05-09,267.232011278671
2014-05-10,167.744884462541
2014-05-11,71.6432279329736
2014-05-12,389.744046136311
2014-05-13,183.48017677663
2014-05-14,336.880442707268
2014-05-15,434.821858275424
2014-05-16,398.923447862573
2014-05-17,163.9363868679
2014-05-18,93.6355705706592
2014-05-19,728.242135793601
2014-05-20,291.34419962057
2014-05-21,501.762692612941
2014-05-22,291.348901478755
2014-05-23,496.940380720364
2014-05-24,251.609744998942
2014-05-25,302.532794272404
2014-05-26,230.188891437108
2014-05-27,460.986119807885
2014-05-28,268.096600520879
2014-05-29,189.227788107538
2014-05-30,541.727879656615
2014-05-31,338.957719602782
2014-06-01,363.129761816397
2014-06-02,667.533151448438
2014-06-03,653.974271862203
2014-06-04,344.201943104661
2014-06-05,298.173571550865
2014-06-06,96.5813311029843
2014-06-07,190.888599268949
