t,addresses_profit_relative
2010-12-21,0.9243460073671724
2010-12-22,0.949163368958963
2010-12-23,0.9390980361716992
2010-12-24,0.9347503018669309
2010-12-25,0.9376646992649211
2010-12-26,0.9686021505376344
2010-12-27,0.9675598351073648
2010-12-28,0.9841250383083052
2010-12-29,0.9947052702454551
2010-12-30,0.9934768328266549
2010-12-31,0.9905683376504647
2011-01-01,0.9860220608344222
2011-01-02,0.9845409308817282
2011-01-03,0.9811744020371661
2011-01-04,0.9853094536386307
2011-01-05,0.9825317604355717
2011-01-06,0.9808831529952245
2011-01-07,0.9955363874898212
2011-01-08,0.995578814400433
2011-01-09,0.990366435581165
2011-01-10,0.9918444916649208
2011-01-11,0.9873221138769842
2011-01-12,0.9752468611768911
2011-01-13,0.970491265235488
2011-01-14,0.9967734707595788
2011-01-15,0.9913171690694627
2011-01-16,0.9869011864759583
2011-01-17,0.9750429782441165
2011-01-18,0.9505230295766938
2011-01-19,0.9478528060508472
2011-01-20,0.992369673133295
2011-01-21,0.9982496396316889
2011-01-22,0.9996623605402232
2011-01-23,0.9937747760974893
2011-01-24,0.9864116906316807
2011-01-25,0.9800636793830695
2011-01-26,0.9827038063292985
2011-01-27,0.9909507545903027
2011-01-28,0.9932755006986492
2011-01-29,0.9911243463102847
2011-01-30,0.9987092282925556
2011-01-31,0.9984790984675106
2011-02-01,0.9960457705677868
2011-02-02,0.9925027499565796
2011-02-03,0.9885924962047278
2011-02-04,0.9988159528691484
2011-02-05,0.9988439807522795
2011-02-06,0.9947179287353336
2011-02-07,0.9943352984418468
2011-02-08,0.99945295404814
2011-02-09,0.9987817462592444
2011-02-10,0.9837110883890025
2011-02-11,0.9932538569424965
2011-02-12,0.9892432822562736
2011-02-13,0.9797338340051908
2011-02-14,0.9839464790293091
2011-02-15,0.9648740677428693
2011-02-16,0.9472498488927963
2011-02-17,0.943385192841212
2011-02-18,0.900508135574896
2011-02-19,0.9098970598129583
2011-02-20,0.8882649445803752
2011-02-21,0.8783599209664372
2011-02-22,0.9044648028220923
2011-02-23,0.8971179449694565
2011-02-24,0.9409528505073047
2011-02-25,0.8907008798031714
2011-02-26,0.9129954957845163
2011-02-27,0.8617174642460738
2011-02-28,0.8521770019283467
2011-03-01,0.8726012459106804
2011-03-02,0.9029006146005096
2011-03-03,0.8950443091242141
2011-03-04,0.8430974192277384
2011-03-05,0.8470383232504203
2011-03-06,0.8287290794340613
2011-03-07,0.8283974771840708
2011-03-08,0.814909745983001
2011-03-09,0.8129438288945421
2011-03-10,0.9023777769767749
2011-03-11,0.8252268885398808
2011-03-12,0.8755639052758798
2011-03-13,0.8318089552238805
2011-03-14,0.8383977240126231
2011-03-15,0.8105305859472874
2011-03-16,0.7949993439024681
2011-03-17,0.7703718683828603
2011-03-18,0.7710339253025225
2011-03-19,0.7661686232657418
2011-03-20,0.7593438047026542
2011-03-21,0.7636071759177886
2011-03-22,0.7822029059809142
2011-03-23,0.7999127960345144
2011-03-24,0.8233841883113189
2011-03-25,0.8419425698627655
2011-03-26,0.7962891946762914
2011-03-27,0.7547117051619037
2011-03-28,0.7370675674164215
2011-03-29,0.7359618215066233
2011-03-30,0.7330621499066418
2011-03-31,0.7297135707879848
2011-04-01,0.7208287774869399
2011-04-02,0.7274178104053622
2011-04-03,0.7217215134424794
2011-04-04,0.6957849059072374
2011-04-05,0.7052606449932722
2011-04-06,0.7132651737852326
2011-04-07,0.7209249676584735
2011-04-08,0.7136992337370632
2011-04-09,0.7111158683435911
2011-04-10,0.7004063263194941
2011-04-11,0.7393798152641212
2011-04-12,0.8297874601487779
2011-04-13,0.9264626261982866
2011-04-14,0.9640909138496006
2011-04-15,0.9517651244062193
2011-04-16,0.9786711026817406
2011-04-17,0.9997569789311299
2011-04-18,0.9968487505664871
2011-04-19,0.997713734373689
2011-04-20,0.9756000502659908
2011-04-21,0.9991453080539081
2011-04-22,0.9997194163860831
2011-04-23,0.9965976515497282
2011-04-24,0.9868702858739175
2011-04-25,0.9832899193838994
2011-04-26,0.9989839692932942
2011-04-27,0.9929994780312568
2011-04-28,0.9925027248927869
2011-04-29,0.9979006298110566
2011-04-30,0.9901633390167375
2011-05-01,0.9746215315423844
2011-05-02,0.9782417230473598
2011-05-03,0.9852252108547843
2011-05-04,0.9805784671714408
2011-05-05,0.9606505095724346
2011-05-06,0.975151306401614
2011-05-07,0.9896839418924225
2011-05-08,0.9985079721098055
2011-05-09,0.9807583859990278
2011-05-10,0.999214735821619
2011-05-11,0.9852384630237497
2011-05-12,0.9996921922644069
2011-05-13,0.998221923206305
2011-05-14,0.9666647601616716
2011-05-15,0.9727252973575565
2011-05-16,0.9754248966467616
2011-05-17,0.916934033457753
2011-05-18,0.8848098678539372
2011-05-19,0.8741954562850085
2011-05-20,0.8235636962055695
2011-05-21,0.8493026256589614
2011-05-22,0.8845649101554613
2011-05-23,0.9270782044113597
2011-05-24,0.9578892963500776
2011-05-25,0.9936306755660507
2011-05-26,0.9951204780977811
2011-05-27,0.9622727882619436
2011-05-28,0.9362468267916423
2011-05-29,0.9471116816431322
2011-05-30,0.9852124702296624
2011-05-31,0.9602212118231819
2011-06-01,0.9979495114128842
2011-06-02,0.9997757763743039
2011-06-03,0.9975688035993566
2011-06-04,0.9998617970744623
2011-06-05,0.9580337627976533
2011-06-06,0.9734644224065564
2011-06-07,0.9983505910382113
2011-06-08,0.9890070270193844
2011-06-09,0.9597316838717767
2011-06-10,0.9023905888173491
2011-06-11,0.8138802977262686
2011-06-12,0.8711421415490682
2011-06-13,0.8620728664115788
2011-06-14,0.8624989352431249
2011-06-15,0.8460931078448505
2011-06-16,0.7619948607151532
2011-06-17,0.745932328595872
2011-06-18,0.7834880348976987
2011-06-19,0.7734549731551396
2011-06-20,0.7889503950126296
2011-06-21,0.8220593038447181
2011-06-22,0.8424535447240588
2011-06-23,0.8503991591940786
2011-06-24,0.8817803807380936
2011-06-25,0.7887051516059607
2011-06-26,0.6356581632927821
2011-06-27,0.63378478467887
2011-06-28,0.6512930651575245
2011-06-29,0.6576388817592888
2011-06-30,0.5842207851537516
2011-07-01,0.5458585131777896
2011-07-02,0.5238566602491918
2011-07-03,0.5290514556956378
2011-07-04,0.47971607346511025
2011-07-05,0.4705643524157532
2011-07-06,0.5195763192736902
2011-07-07,0.5156798541722928
2011-07-08,0.49212053277067125
2011-07-09,0.49944755836928906
2011-07-10,0.5359657083277017
2011-07-11,0.4492061384373162
2011-07-12,0.4230776394854582
2011-07-13,0.40622789676998133
2011-07-14,0.4552641362523587
2011-07-15,0.3727122889617621
2011-07-16,0.3895811571250463
2011-07-17,0.35845156100086056
2011-07-18,0.4326804884044907
2011-07-19,0.4476492802802255
2011-07-20,0.4122339920347987
2011-07-21,0.4022160235549357
2011-07-22,0.44239857701190805
2011-07-23,0.4463879331567981
2011-07-24,0.5520526798917359
2011-07-25,0.5770676365152629
2011-07-26,0.4978663768447546
2011-07-27,0.5007131102578168
2011-07-28,0.3311766088989087
2011-07-29,0.34505776078033495
2011-07-30,0.3577545347921788
2011-07-31,0.3233917497836022
2011-08-01,0.27980305263239685
2011-08-02,0.26920385131971
2011-08-03,0.26198897099428003
2011-08-04,0.27221858932440923
2011-08-05,0.26057709329084794
2011-08-06,0.20542646312848742
2011-08-07,0.25265828902851617
2011-08-08,0.25115622987963415
2011-08-09,0.298880265159431
2011-08-10,0.314266603008572
2011-08-11,0.29741291800806285
2011-08-12,0.301716540262274
2011-08-13,0.3318280793487316
2011-08-14,0.35168695834066244
2011-08-15,0.360718340875312
2011-08-16,0.3529208679366641
2011-08-17,0.36215979960428424
2011-08-18,0.34005809335466997
2011-08-19,0.39725170906182045
2011-08-20,0.3835472801220132
2011-08-21,0.3686575945558387
2011-08-22,0.34490342616093145
2011-08-23,0.32740387222734424
2011-08-24,0.30901278351222816
2011-08-25,0.25957140741680945
2011-08-26,0.2229359725987098
2011-08-27,0.23828231058090332
2011-08-28,0.2689229815589648
2011-08-29,0.2670572954131608
2011-08-30,0.25344454957626855
2011-08-31,0.2182461030775695
2011-09-01,0.22231327246169574
2011-09-02,0.2510143907414721
2011-09-03,0.23375938697318008
2011-09-04,0.21796104441067551
2011-09-05,0.1929149924979646
2011-09-06,0.17432251989723652
2011-09-07,0.18740929323722808
2011-09-08,0.16528072001717412
2011-09-09,0.16165426502249342
2011-09-10,0.15951405640460317
2011-09-11,0.16916287206871117
2011-09-12,0.17257321143107857
2011-09-13,0.1690872126996494
2011-09-14,0.16578104948170613
2011-09-15,0.1590993330268187
2011-09-16,0.16130279210213153
2011-09-17,0.15948236635988036
2011-09-18,0.1750062622720331
2011-09-19,0.1817179638348907
2011-09-20,0.1990161180658321
2011-09-21,0.18301999827687426
2011-09-22,0.17664013749286378
2011-09-23,0.19047319826099934
2011-09-24,0.1790747278468606
2011-09-25,0.16463560609107503
2011-09-26,0.1561074688458307
2011-09-27,0.1458439399205328
2011-09-28,0.1462356833608891
2011-09-29,0.15371492098844589
2011-09-30,0.18090505927120865
2011-10-01,0.1753544647858038
2011-10-02,0.1759065466050134
2011-10-03,0.18033170213402772
2011-10-04,0.17266652336046806
2011-10-05,0.16143428258795278
2011-10-06,0.14975569409203526
2011-10-07,0.144130696808332
2011-10-08,0.1454919370025301
2011-10-09,0.14683852176309772
2011-10-10,0.14484598809882662
2011-10-11,0.14827162007975708
2011-10-12,0.15786180338157255
2011-10-13,0.1501140388288305
2011-10-14,0.14685288744215377
2011-10-15,0.14240230100205525
2011-10-16,0.14121097259814627
2011-10-17,0.13878457253751686
2011-10-18,0.1359611307028223
2011-10-19,0.13713831272713822
2011-10-20,0.14124796972558265
2011-10-21,0.14621523650619042
2011-10-22,0.1553543938569888
2011-10-23,0.1551408614068098
2011-10-24,0.14075980383139508
2011-10-25,0.14852048941684745
2011-10-26,0.1516044832282768
2011-10-27,0.1588375343460764
2011-10-28,0.16402007727955428
2011-10-29,0.1698012225409423
2011-10-30,0.16293088762989136
2011-10-31,0.1648835987648785
2011-11-01,0.1561931640585729
2011-11-02,0.16776061599729633
2011-11-03,0.15844164382360837
2011-11-04,0.1538053799348208
2011-11-05,0.1493607334300424
2011-11-06,0.15102327575981533
2011-11-07,0.15511676926218748
2011-11-08,0.1566641879182888
2011-11-09,0.1494637166530092
2011-11-10,0.1449553837867738
2011-11-11,0.16604271265371462
2011-11-12,0.16054164234658347
2011-11-13,0.15763068986812948
2011-11-14,0.1313837323355251
2011-11-15,0.13636933429498999
2011-11-16,0.14334359421395299
2011-11-17,0.13430691405788808
2011-11-18,0.13146201208178437
2011-11-19,0.13501053238913777
2011-11-20,0.13342424512045206
2011-11-21,0.1437601487730757
2011-11-22,0.1466423918877751
2011-11-23,0.14776006845242412
2011-11-24,0.1522719691366082
2011-11-25,0.15626335499105443
2011-11-26,0.1541415289293586
2011-11-27,0.15675801711329695
2011-11-28,0.16303921975738384
2011-11-29,0.16683411103274995
2011-11-30,0.17724700877714508
2011-12-01,0.1894152226049011
2011-12-02,0.19060564108011183
2011-12-03,0.16238535909861143
2011-12-04,0.16815457728054892
2011-12-05,0.1676595973828991
2011-12-06,0.19070671080435378
2011-12-07,0.18442019192387485
2011-12-08,0.18377286681148233
2011-12-09,0.17478520303512773
2011-12-10,0.1957649580384616
2011-12-11,0.20780189399779833
2011-12-12,0.20267514051387933
2011-12-13,0.2129252077661364
2011-12-14,0.1932971370398814
2011-12-15,0.21003944385942994
2011-12-16,0.2032873144977169
2011-12-17,0.20917675203802047
2011-12-18,0.2065338177155679
2011-12-19,0.22333134604603982
2011-12-20,0.22870227214904984
2011-12-21,0.22319423478015032
2011-12-22,0.22531235900769842
2011-12-23,0.22933216068996823
2011-12-24,0.22996632936996425
2011-12-25,0.24037190937893044
2011-12-26,0.2306074481667423
2011-12-27,0.24067796610169492
2011-12-28,0.2430921597732233
2011-12-29,0.241523528438047
2011-12-30,0.2467128185996748
2011-12-31,0.2525183387849686
2012-01-01,0.28330279295027133
2012-01-02,0.2769913199661867
2012-01-03,0.252023371412395
2012-01-04,0.3276886689674077
2012-01-05,0.357632075041161
2012-01-06,0.3493302964313477
2012-01-07,0.35394071431202606
2012-01-08,0.36703235442611915
2012-01-09,0.3289408389751899
2012-01-10,0.33924961825235844
2012-01-11,0.35634271342309465
2012-01-12,0.3418864759391319
2012-01-13,0.3299999123399108
2012-01-14,0.35247055609838096
2012-01-15,0.36751246646001545
2012-01-16,0.3365187092758777
2012-01-17,0.2966909595030154
2012-01-18,0.308979339880587
2012-01-19,0.3285403490314456
2012-01-20,0.32927682047321344
2012-01-21,0.3095657343301587
2012-01-22,0.3205336380576603
2012-01-23,0.3348362382751738
2012-01-24,0.3188589584340303
2012-01-25,0.2977656888851976
2012-01-26,0.2453331212679665
2012-01-27,0.24458514001416554
2012-01-28,0.30189802638391283
2012-01-29,0.25755212785984327
2012-01-30,0.28173157843908225
2012-01-31,0.27663894897832647
2012-02-01,0.33024730653691703
2012-02-02,0.3336959342300402
2012-02-03,0.3236617373168659
2012-02-04,0.3118803980553701
2012-02-05,0.29935600051451355
2012-02-06,0.2594019892548694
2012-02-07,0.3071124345105725
2012-02-08,0.30683927841172554
2012-02-09,0.32495131367658614
2012-02-10,0.3339969131586855
2012-02-11,0.29084984056100677
2012-02-12,0.2703019032101209
2012-02-13,0.23883994414217488
2012-02-14,0.1933040407120867
2012-02-15,0.19215768982836653
2012-02-16,0.19292752993269813
2012-02-17,0.19747314945756309
2012-02-18,0.19675939251307925
2012-02-19,0.2045330535861194
2012-02-20,0.20676532626967895
2012-02-21,0.1995008269028027
2012-02-22,0.21675106408034858
2012-02-23,0.2578533393600379
2012-02-24,0.2604389811500675
2012-02-25,0.2265562535693889
2012-02-26,0.246060307122401
2012-02-27,0.2525282141325327
2012-02-28,0.23373642050553897
2012-02-29,0.2343246244197402
2012-03-01,0.24727453255015494
2012-03-02,0.21655041694454613
2012-03-03,0.21010435331504215
2012-03-04,0.23438937250876515
2012-03-05,0.22860028855226308
2012-03-06,0.2767644067458603
2012-03-07,0.2540325924353442
2012-03-08,0.2587112701358867
2012-03-09,0.2359774964838256
2012-03-10,0.22831415509416125
2012-03-11,0.2516445766525416
2012-03-12,0.25548009815691913
2012-03-13,0.30147792497752485
2012-03-14,0.3121639939724549
2012-03-15,0.3061619249981117
2012-03-16,0.3039454225294382
2012-03-17,0.27788169028835313
2012-03-18,0.2867270881149749
2012-03-19,0.1984209453121814
2012-03-20,0.22146226146304296
2012-03-21,0.21513996668427254
2012-03-22,0.20604952056973325
2012-03-23,0.19704771323422124
2012-03-24,0.20028646107285336
2012-03-25,0.19231142513296323
2012-03-26,0.20607245167840352
2012-03-27,0.23786363856628276
2012-03-28,0.23974603625242163
2012-03-29,0.22794253931363717
2012-03-30,0.2595671921263164
2012-03-31,0.2709588300941366
2012-04-01,0.23712884094089895
2012-04-02,0.29564154969262707
2012-04-03,0.2916252646651374
2012-04-04,0.25756349327199723
2012-04-05,0.281336561216092
2012-04-06,0.28309407973412354
2012-04-07,0.20478454210099634
2012-04-08,0.22620385745305913
2012-04-09,0.23970333745364647
2012-04-10,0.24606535747991895
2012-04-11,0.27558728498797697
2012-04-12,0.2790209324030043
2012-04-13,0.31517833641475146
2012-04-14,0.29283177493178697
2012-04-15,0.31247146402769155
2012-04-16,0.3005141432813297
2012-04-17,0.31377939087896484
2012-04-18,0.32680428949351564
2012-04-19,0.31715646951097465
2012-04-20,0.35100020947619925
2012-04-21,0.3288907773292732
2012-04-22,0.32422785490540623
2012-04-23,0.3079865935118249
2012-04-24,0.2982917399606799
2012-04-25,0.325312125742644
2012-04-26,0.30719931805301637
2012-04-27,0.31168229474593906
2012-04-28,0.28062186272157635
2012-04-29,0.23640621474640755
2012-04-30,0.2651069186299497
2012-05-01,0.29808590754865166
2012-05-02,0.2971710979004073
2012-05-03,0.3230819405566573
2012-05-04,0.315888430421836
2012-05-05,0.29235830232432725
2012-05-06,0.2982334013984283
2012-05-07,0.2946030312822265
2012-05-08,0.29724361141079125
2012-05-09,0.2714133719854438
2012-05-10,0.2643390560651045
2012-05-11,0.2652205372950504
2012-05-12,0.26215283650756066
2012-05-13,0.24797920193247688
2012-05-14,0.29786774339368216
2012-05-15,0.2978440330452995
2012-05-16,0.31581133758762403
2012-05-17,0.3317964872965286
2012-05-18,0.3444414386738744
2012-05-19,0.3400116604904732
2012-05-20,0.33208342919656203
2012-05-21,0.3242108718746818
2012-05-22,0.3261759373237686
2012-05-23,0.353965467669446
2012-05-24,0.3453939275941748
2012-05-25,0.355223921078763
2012-05-26,0.3302590798302892
2012-05-27,0.3289720411267555
2012-05-28,0.36011622878876975
2012-05-29,0.3641260170208307
2012-05-30,0.35124238036102035
2012-05-31,0.3718527197301362
2012-06-01,0.3772762632024381
2012-06-02,0.32370755628204173
2012-06-03,0.3647712865970292
2012-06-04,0.38149580419166285
2012-06-05,0.39817186961046463
2012-06-06,0.39691829329458156
2012-06-07,0.4352401896594643
2012-06-08,0.4378835957051985
2012-06-09,0.41651669988932305
2012-06-10,0.3951727996330591
2012-06-11,0.43354048114566807
2012-06-12,0.44996327940374475
2012-06-13,0.4581020823412269
2012-06-14,0.46380788874194295
2012-06-15,0.4812762033742022
2012-06-16,0.47065732755526074
2012-06-17,0.4502645744915276
2012-06-18,0.4606596089347236
2012-06-19,0.4829470175088684
2012-06-20,0.49077397337248224
2012-06-21,0.4861679716999881
2012-06-22,0.4653704233369109
2012-06-23,0.45377540046414216
2012-06-24,0.44117892038179246
2012-06-25,0.4400350522261263
2012-06-26,0.4701694110574391
2012-06-27,0.4905087863406278
2012-06-28,0.4814550641940086
2012-06-29,0.4965185769071658
2012-06-30,0.5003627825491149
2012-07-01,0.475842635833146
2012-07-02,0.5066606925792707
2012-07-03,0.43425463005766785
2012-07-04,0.44901895852305657
2012-07-05,0.4888806819591166
2012-07-06,0.5012716632751066
2012-07-07,0.5140129464016779
2012-07-08,0.5115004459231155
2012-07-09,0.5169480893170307
2012-07-10,0.5283788758202606
2012-07-11,0.5261940352108763
2012-07-12,0.5399967265137506
2012-07-13,0.5355257146101376
2012-07-14,0.5267495761688905
2012-07-15,0.5360794479043932
2012-07-16,0.5670583138586061
2012-07-17,0.5804914582684606
2012-07-18,0.5899946111011317
2012-07-19,0.5707434407229482
2012-07-20,0.5552532504868526
2012-07-21,0.5740271224839836
2012-07-22,0.5462669027602746
2012-07-23,0.5490007028898054
2012-07-24,0.5422361592556846
2012-07-25,0.5753109117472915
2012-07-26,0.574281148049821
2012-07-27,0.5776755239338544
2012-07-28,0.5729623108939227
2012-07-29,0.5374481076875804
2012-07-30,0.5996170586758182
2012-07-31,0.6086135272056515
2012-08-01,0.613639970342235
2012-08-02,0.6304137232495325
2012-08-03,0.6419887112215432
2012-08-04,0.6304391938612897
2012-08-05,0.6356632987610934
2012-08-06,0.6472960462032832
2012-08-07,0.6391890080856685
2012-08-08,0.6737232463154944
2012-08-09,0.6701560606504672
2012-08-10,0.6966630703814178
2012-08-11,0.7053767792441018
2012-08-12,0.7020863920677379
2012-08-13,0.7162732228999721
2012-08-14,0.7141077221294244
2012-08-15,0.7333778402639641
2012-08-16,0.7519811599634381
2012-08-17,0.6537967442388019
2012-08-18,0.6518632781964483
2012-08-19,0.4399034275507615
2012-08-20,0.5584098713811526
2012-08-21,0.5534922291147342
2012-08-22,0.5408499980121656
2012-08-23,0.5741659146816323
2012-08-24,0.5978320484615433
2012-08-25,0.595430606311578
2012-08-26,0.5992103161801774
2012-08-27,0.6078003719003717
2012-08-28,0.6220042047957071
2012-08-29,0.5917967494953291
2012-08-30,0.5778669545903556
2012-08-31,0.5458285242900405
2012-09-01,0.5425093637452102
2012-09-02,0.5613652599170286
2012-09-03,0.5817256943615218
2012-09-04,0.5733315608824889
2012-09-05,0.6527099913745075
2012-09-06,0.6700214696275621
2012-09-07,0.6466256382897645
2012-09-08,0.6516468671920389
2012-09-09,0.6419830401928251
2012-09-10,0.669391162056512
2012-09-11,0.681803798771228
2012-09-12,0.6842501513361489
2012-09-13,0.6847264491885199
2012-09-14,0.7151634394222118
2012-09-15,0.7082679240759985
2012-09-16,0.7190088016500628
2012-09-17,0.717393571532862
2012-09-18,0.7286077134960806
2012-09-19,0.7300837631155707
2012-09-20,0.7083501283251237
2012-09-21,0.7115807248521047
2012-09-22,0.7045132959258356
2012-09-23,0.7003309159717884
2012-09-24,0.69206120803186
2012-09-25,0.6978236885846625
2012-09-26,0.722386762800666
2012-09-27,0.7204374923349648
2012-09-28,0.6825449330444358
2012-09-29,0.7331646220679212
2012-09-30,0.7307708484136102
2012-10-01,0.7324481379035112
2012-10-02,0.7492151453562904
2012-10-03,0.7295500633922976
2012-10-04,0.7316547158191097
2012-10-05,0.7212350806177813
2012-10-06,0.703691474104975
2012-10-07,0.6166583902090774
2012-10-08,0.6176793466868647
2012-10-09,0.6316175899811111
2012-10-10,0.6611518560905237
2012-10-11,0.6662153172173771
2012-10-12,0.6239587237842619
2012-10-13,0.6123152777291585
2012-10-14,0.5904480362502728
2012-10-15,0.6135797762086921
2012-10-16,0.6310023908541411
2012-10-17,0.6329639686531254
2012-10-18,0.6549887122773111
2012-10-19,0.6004323609772115
2012-10-20,0.5871673584627378
2012-10-21,0.5904146903231913
2012-10-22,0.6119827289587861
2012-10-23,0.6064101971625068
2012-10-24,0.577818638358382
2012-10-25,0.471302087206629
2012-10-26,0.4398502189808561
2012-10-27,0.4558268303187359
2012-10-28,0.48182076015710934
2012-10-29,0.4742929819888208
2012-10-30,0.49906417393130975
2012-10-31,0.5460887621450258
2012-11-01,0.46955296029757965
2012-11-02,0.4676675257193696
2012-11-03,0.4795486336808715
2012-11-04,0.5094384915871942
2012-11-05,0.4961638049575284
2012-11-06,0.514169369809629
2012-11-07,0.5188827593185129
2012-11-08,0.4974505358615004
2012-11-09,0.502284941397913
2012-11-10,0.5210486744804005
2012-11-11,0.4498643317775616
2012-11-12,0.556677632522297
2012-11-13,0.5199996734080684
2012-11-14,0.5450723837247741
2012-11-15,0.5996891766732368
2012-11-16,0.6590850259720089
2012-11-17,0.6571432304701713
2012-11-18,0.6273237806950612
2012-11-19,0.6545659483646677
2012-11-20,0.6632043200189943
2012-11-21,0.641926077610725
2012-11-22,0.7393151045939804
2012-11-23,0.734375294901812
2012-11-24,0.7450122103392114
2012-11-25,0.7554796892781159
2012-11-26,0.6971669804166745
2012-11-27,0.6813263016467463
2012-11-28,0.7181551314010935
2012-11-29,0.7507234691118267
2012-11-30,0.7560049341653691
2012-12-01,0.7492379122513187
2012-12-02,0.7298712522718318
2012-12-03,0.7674099291112589
2012-12-04,0.80057937540982
2012-12-05,0.7773771145601382
2012-12-06,0.7872085845598453
2012-12-07,0.7970157133853574
2012-12-08,0.8146418413209984
2012-12-09,0.7696360139306787
2012-12-10,0.7988606119475473
