t,o
2010-07-16,"{'0001_001': 0, '001_01': 8.20616742427423e-06, '01_1': 5.22979195706855e-06, '100_1k': 0.0910924171928763, '10_100': 0.443997979702798, '10k_100k': 0.259460727174644, '1_10': 0.00176574276260198, '1k_10k': 0.203669697207698, 'above_100k': 0, 'less_0001': 0}"
2010-07-17,"{'0001_001': 0, '001_01': 8.68585310649231e-06, '01_1': 6.05130911101791e-06, '100_1k': 0.091564431480963, '10_100': 0.443790948294224, '10k_100k': 0.262332441475248, '1_10': 0.00175740077866768, '1k_10k': 0.200540040808679, 'above_100k': 0, 'less_0001': 0}"
2010-07-18,"{'0001_001': 0, '001_01': 9.65061132141148e-06, '01_1': 6.27710336625622e-06, '100_1k': 0.0924345414726827, '10_100': 0.443294133344936, '10k_100k': 0.26731791904161, '1_10': 0.00175431985960638, '1k_10k': 0.195183158566477, 'above_100k': 0, 'less_0001': 0}"
2010-07-19,"{'0001_001': 0, '001_01': 1.05372835914062e-05, '01_1': 6.57929239068033e-06, '100_1k': 0.0930356384645154, '10_100': 0.442783837603112, '10k_100k': 0.264113845089675, '1_10': 0.001758890205191, '1k_10k': 0.198290672061524, 'above_100k': 0, 'less_0001': 0}"
2010-07-20,"{'0001_001': 0, '001_01': 1.10928891905183e-05, '01_1': 6.86524021442324e-06, '100_1k': 0.0937903723342974, '10_100': 0.442392120144809, '10k_100k': 0.264203935991986, '1_10': 0.00174750519724512, '1k_10k': 0.197848108202257, 'above_100k': 0, 'less_0001': 0}"
2010-07-21,"{'0001_001': 0, '001_01': 1.14107098574982e-05, '01_1': 7.44602045164027e-06, '100_1k': 0.0937779551242618, '10_100': 0.442247088708142, '10k_100k': 0.235597950687147, '1_10': 0.001746523365874, '1k_10k': 0.197472605449158, 'above_100k': 0.0291390199351086, 'less_0001': 0}"
2010-07-22,"{'0001_001': 0, '001_01': 1.16745587602238e-05, '01_1': 7.90931267039748e-06, '100_1k': 0.0947038312526905, '10_100': 0.44169575261874, '10k_100k': 0.262294062275793, '1_10': 0.00174194288994117, '1k_10k': 0.199544827091405, 'above_100k': 0, 'less_0001': 0}"
2010-07-23,"{'0001_001': 0, '001_01': 1.19598191288421e-05, '01_1': 8.09627382519604e-06, '100_1k': 0.0955520061816725, '10_100': 0.441297527331006, '10k_100k': 0.259366318470608, '1_10': 0.00173285158262263, '1k_10k': 0.202031240341137, 'above_100k': 0, 'less_0001': 0}"
2010-07-24,"{'0001_001': 0, '001_01': 1.24071957739613e-05, '01_1': 7.79195869862302e-06, '100_1k': 0.0963744872434505, '10_100': 0.441159748853469, '10k_100k': 0.228291251999365, '1_10': 0.00172625279283208, '1k_10k': 0.20332241983416, 'above_100k': 0.029105640122251, 'less_0001': 0}"
2010-07-25,"{'0001_001': 0, '001_01': 1.27162104982656e-05, '01_1': 7.42205664205254e-06, '100_1k': 0.0967047724176962, '10_100': 0.440672411818329, '10k_100k': 0.227553036568766, '1_10': 0.00171918045314873, '1k_10k': 0.203464480059557, 'above_100k': 0.0298659804153631, 'less_0001': 0}"
2010-07-26,"{'0001_001': 0, '001_01': 1.30749712957319e-05, '01_1': 7.42767233192056e-06, '100_1k': 0.0981497072873403, '10_100': 0.439821934313295, '10k_100k': 0.22686804825152, '1_10': 0.00170225523409925, '1k_10k': 0.203660286050434, 'above_100k': 0.0297772662196833, 'less_0001': 0}"
2010-07-27,"{'0001_001': 0, '001_01': 1.3466679869294e-05, '01_1': 8.31199694453482e-06, '100_1k': 0.0980158261779809, '10_100': 0.439630025603667, '10k_100k': 0.227562281979828, '1_10': 0.00171360389288897, '1k_10k': 0.203948979389756, 'above_100k': 0.0291075042790658, 'less_0001': 0}"
2010-07-28,"{'0001_001': 0, '001_01': 1.36668924257817e-05, '01_1': 8.22891974263461e-06, '100_1k': 0.0987652697821425, '10_100': 0.439445363472175, '10k_100k': 0.226666028897167, '1_10': 0.00171849531549836, '1k_10k': 0.203403592391918, 'above_100k': 0.029979354328931, 'less_0001': 0}"
2010-07-29,"{'0001_001': 0, '001_01': 1.38941022266453e-05, '01_1': 8.10113983150023e-06, '100_1k': 0.0995462207605642, '10_100': 0.439030801924176, '10k_100k': 0.226121095151378, '1_10': 0.00171180349866217, '1k_10k': 0.204071028249418, 'above_100k': 0.0294970551737445, 'less_0001': 0}"
2010-07-30,"{'0001_001': 0, '001_01': 1.4156161383609e-05, '01_1': 8.30502288233147e-06, '100_1k': 0.099844593873712, '10_100': 0.438482463430384, '10k_100k': 0.225960824886992, '1_10': 0.00170486565404161, '1k_10k': 0.205447620518292, 'above_100k': 0.0285371704523121, 'less_0001': 0}"
2010-07-31,"{'0001_001': 0, '001_01': 1.42503554063835e-05, '01_1': 8.40463004517945e-06, '100_1k': 0.10024973285903, '10_100': 0.438404904917457, '10k_100k': 0.225233354049263, '1_10': 0.00169925269400449, '1k_10k': 0.205669659840433, 'above_100k': 0.0287204406543613, 'less_0001': 0}"
2010-08-01,"{'0001_001': 0, '001_01': 1.43534795468497e-05, '01_1': 9.16345778224231e-06, '100_1k': 0.100305775991964, '10_100': 0.438187429544059, '10k_100k': 0.224481742842793, '1_10': 0.0017009487136559, '1k_10k': 0.205894692784196, 'above_100k': 0.0294058931860037, 'less_0001': 0}"
2010-08-02,"{'0001_001': 0, '001_01': 1.44247615339692e-05, '01_1': 9.60538390945243e-06, '100_1k': 0.100716621708056, '10_100': 0.437679715787425, '10k_100k': 0.223890739453266, '1_10': 0.00169981367668734, '1k_10k': 0.206320612364081, 'above_100k': 0.0296684668650407, 'less_0001': 0}"
2010-08-03,"{'0001_001': 0, '001_01': 1.46482777739275e-05, '01_1': 9.28962506064176e-06, '100_1k': 0.100933822163698, '10_100': 0.437356149421304, '10k_100k': 0.223481535795966, '1_10': 0.00168996881280754, '1k_10k': 0.206430787996396, 'above_100k': 0.0300837979069929, 'less_0001': 0}"
2010-08-04,"{'0001_001': 0, '001_01': 1.47068574901917e-05, '01_1': 9.49052329115323e-06, '100_1k': 0.101747198430679, '10_100': 0.43670218820799, '10k_100k': 0.225676396640327, '1_10': 0.00169919599933691, '1k_10k': 0.203836191081395, 'above_100k': 0.0303146322594905, 'less_0001': 0}"
2010-08-05,"{'0001_001': 0, '001_01': 1.47811476449943e-05, '01_1': 9.62179439507365e-06, '100_1k': 0.101557042677228, '10_100': 0.436396895222967, '10k_100k': 0.225026362697443, '1_10': 0.00169255709827043, '1k_10k': 0.203412873335057, 'above_100k': 0.0318898660269943, 'less_0001': 0}"
2010-08-06,"{'0001_001': 0, '001_01': 1.48887331106621e-05, '01_1': 1.0383076986516e-05, '100_1k': 0.101177895069619, '10_100': 0.436050156007312, '10k_100k': 0.224632312069605, '1_10': 0.00169056671202562, '1k_10k': 0.204569777191319, 'above_100k': 0.0318540211400217, 'less_0001': 0}"
2010-08-07,"{'0001_001': 0, '001_01': 1.48461074230537e-05, '01_1': 1.02403028474242e-05, '100_1k': 0.102161461019367, '10_100': 0.435836237449937, '10k_100k': 0.223663112415647, '1_10': 0.00168654742963735, '1k_10k': 0.204676663740605, 'above_100k': 0.0319508915345367, 'less_0001': 0}"
2010-08-08,"{'0001_001': 0, '001_01': 1.50245530523753e-05, '01_1': 9.91970673122957e-06, '100_1k': 0.102675396336876, '10_100': 0.435088839645998, '10k_100k': 0.223095564036276, '1_10': 0.00168073371906931, '1k_10k': 0.205379101864391, 'above_100k': 0.0320554201376065, 'less_0001': 0}"
2010-08-09,"{'0001_001': 0, '001_01': 1.52889437783406e-05, '01_1': 9.94340730470697e-06, '100_1k': 0.102522325084612, '10_100': 0.434716197787305, '10k_100k': 0.222435699560931, '1_10': 0.00168123807427253, '1k_10k': 0.208046937030112, 'above_100k': 0.0305723701116839, 'less_0001': 0}"
2010-08-10,"{'0001_001': 0, '001_01': 1.54283810144423e-05, '01_1': 1.01649326316709e-05, '100_1k': 0.10139489002441, '10_100': 0.434273668072684, '10k_100k': 0.222251396773327, '1_10': 0.00167627767624034, '1k_10k': 0.208446193568839, 'above_100k': 0.0319319805708539, 'less_0001': 0}"
2010-08-11,"{'0001_001': 0, '001_01': 1.56644646708536e-05, '01_1': 1.04257945497212e-05, '100_1k': 0.102514567084006, '10_100': 0.433807992295275, '10k_100k': 0.218663886816511, '1_10': 0.00167417967743248, '1k_10k': 0.207738405610342, 'above_100k': 0.035574878257213, 'less_0001': 0}"
2010-08-12,"{'0001_001': 0, '001_01': 1.58163843025943e-05, '01_1': 1.2402620493825e-05, '100_1k': 0.102370539770159, '10_100': 0.43346468028533, '10k_100k': 0.218231078483728, '1_10': 0.00167687216136207, '1k_10k': 0.209825667035112, 'above_100k': 0.0344029432595125, 'less_0001': 0}"
2010-08-13,"{'0001_001': 0, '001_01': 1.5729640068507e-05, '01_1': 1.50391757582296e-05, '100_1k': 0.101939765080307, '10_100': 0.432757442045501, '10k_100k': 0.221929553760468, '1_10': 0.00167320539964668, '1k_10k': 0.206530894232196, 'above_100k': 0.0351383706660553, 'less_0001': 0}"
2010-08-14,"{'0001_001': 0, '001_01': 1.55923368353172e-05, '01_1': 1.8126125157858e-05, '100_1k': 0.101672617352285, '10_100': 0.432129403229707, '10k_100k': 0.221120772765134, '1_10': 0.00166555068920117, '1k_10k': 0.208305046081092, 'above_100k': 0.0350728914205874, 'less_0001': 0}"
2010-08-15,"{'0001_001': 0, '001_01': 1.5554453986415e-05, '01_1': 1.92146407470425e-05, '100_1k': 0.101925067992122, '10_100': 0.431790348468, '10k_100k': 0.219713902546858, '1_10': 0.00166253935504615, '1k_10k': 0.209013515360191, 'above_100k': 0.0358598571830495, 'less_0001': 0}"
2010-08-16,"{'0001_001': 0, '001_01': 1.54630952318869e-05, '01_1': 2.35316110247964e-05, '100_1k': 0.101850709458416, '10_100': 0.430969579128084, '10k_100k': 0.219466049854442, '1_10': 0.00166203402282104, '1k_10k': 0.212229104663519, 'above_100k': 0.0337835281664612, 'less_0001': 0}"
2010-08-17,"{'0001_001': 0, '001_01': 1.54149927490266e-05, '01_1': 2.63395078735533e-05, '100_1k': 0.102200990788381, '10_100': 0.430564638850267, '10k_100k': 0.219100211869384, '1_10': 0.00166231501474756, '1k_10k': 0.212171047151617, 'above_100k': 0.0342590418249814, 'less_0001': 0}"
2010-08-18,"{'0001_001': 0, '001_01': 1.54861753638668e-05, '01_1': 2.94399895447663e-05, '100_1k': 0.101538108203648, '10_100': 0.43040953445255, '10k_100k': 0.218755615853894, '1_10': 0.00165756175405574, '1k_10k': 0.213290077930693, 'above_100k': 0.0343041756402515, 'less_0001': 0}"
2010-08-19,"{'0001_001': 0, '001_01': 1.57584624592671e-05, '01_1': 2.91733723482078e-05, '100_1k': 0.10152144709716, '10_100': 0.430041369954113, '10k_100k': 0.218294617277383, '1_10': 0.00165255835605506, '1k_10k': 0.213698179158077, 'above_100k': 0.0347468963224047, 'less_0001': 0}"
2010-08-20,"{'0001_001': 0, '001_01': 1.58003661545809e-05, '01_1': 2.91623550638117e-05, '100_1k': 0.101374772480034, '10_100': 0.42947040250471, '10k_100k': 0.217735692111757, '1_10': 0.0016496670115949, '1k_10k': 0.215491100851707, 'above_100k': 0.034233402318979, 'less_0001': 0}"
2010-08-21,"{'0001_001': 0, '001_01': 1.59415494169501e-05, '01_1': 2.91352860981324e-05, '100_1k': 0.10178353959577, '10_100': 0.429084726873238, '10k_100k': 0.217237114002462, '1_10': 0.00164482534976374, '1k_10k': 0.218332400630038, 'above_100k': 0.0318723167132136, 'less_0001': 0}"
2010-08-22,"{'0001_001': 0, '001_01': 1.6126605335058e-05, '01_1': 2.87818592188799e-05, '100_1k': 0.10182891912939, '10_100': 0.428440917070338, '10k_100k': 0.216669102332273, '1_10': 0.00164112033578396, '1k_10k': 0.219327919960931, 'above_100k': 0.0320471127067302, 'less_0001': 0}"
2010-08-23,"{'0001_001': 0, '001_01': 1.6323575866063e-05, '01_1': 2.94408760661261e-05, '100_1k': 0.102196988522691, '10_100': 0.427743039907339, '10k_100k': 0.21606457565547, '1_10': 0.00163887280193745, '1k_10k': 0.219563767505528, 'above_100k': 0.0327469911551016, 'less_0001': 0}"
2010-08-24,"{'0001_001': 0, '001_01': 1.66135107821134e-05, '01_1': 2.93735480568571e-05, '100_1k': 0.102551794831411, '10_100': 0.427399847751047, '10k_100k': 0.215807838196112, '1_10': 0.0016349411347797, '1k_10k': 0.218815639642477, 'above_100k': 0.0337439513853342, 'less_0001': 0}"
2010-08-25,"{'0001_001': 0, '001_01': 1.66220456358917e-05, '01_1': 2.94642119177319e-05, '100_1k': 0.102788151832047, '10_100': 0.426717566773342, '10k_100k': 0.217849163574083, '1_10': 0.00163231105789439, '1k_10k': 0.217790737738084, 'above_100k': 0.033175982766996, 'less_0001': 0}"
2010-08-26,"{'0001_001': 0, '001_01': 1.67195269979247e-05, '01_1': 2.9024890037459e-05, '100_1k': 0.102637699205137, '10_100': 0.426215636216505, '10k_100k': 0.220040865604239, '1_10': 0.0016303614080426, '1k_10k': 0.216711155487686, 'above_100k': 0.0327185376613545, 'less_0001': 0}"
2010-08-27,"{'0001_001': 0, '001_01': 1.69141011616398e-05, '01_1': 2.90123456790123e-05, '100_1k': 0.102881244465281, '10_100': 0.42603406261395, '10k_100k': 0.223340508933688, '1_10': 0.00162391519508257, '1k_10k': 0.215069203521384, 'above_100k': 0.0310051388237746, 'less_0001': 0}"
2010-08-28,"{'0001_001': 0, '001_01': 1.70872465467519e-05, '01_1': 2.88313180777354e-05, '100_1k': 0.103322353315511, '10_100': 0.42569069770298, '10k_100k': 0.223010934018798, '1_10': 0.00162542467980578, '1k_10k': 0.215432985637123, 'above_100k': 0.0308716860811575, 'less_0001': 0}"
2010-08-29,"{'0001_001': 0, '001_01': 1.72121366441909e-05, '01_1': 2.89859958506224e-05, '100_1k': 0.103576032157702, '10_100': 0.425258184647433, '10k_100k': 0.222622808609959, '1_10': 0.00162587136929461, '1k_10k': 0.216609024896395, 'above_100k': 0.030261880186722, 'less_0001': 0}"
2010-08-30,"{'0001_001': 0, '001_01': 1.74791957965031e-05, '01_1': 2.92174093103314e-05, '100_1k': 0.102939393547218, '10_100': 0.424927580271648, '10k_100k': 0.222232470978012, '1_10': 0.00162312958625063, '1k_10k': 0.217751025637837, 'above_100k': 0.0304797033739274, 'less_0001': 0}"
2010-08-31,"{'0001_001': 0, '001_01': 1.75796958324777e-05, '01_1': 2.92538739673029e-05, '100_1k': 0.102240280464938, '10_100': 0.424221046661055, '10k_100k': 0.218335935690374, '1_10': 0.00161841137861408, '1k_10k': 0.219500895238675, 'above_100k': 0.0340365969965436, 'less_0001': 0}"
2010-09-01,"{'0001_001': 0, '001_01': 1.76935958252802e-05, '01_1': 2.9944594846025e-05, '100_1k': 0.102300747326375, '10_100': 0.423993044710888, '10k_100k': 0.217950459992269, '1_10': 0.0016124855044453, '1k_10k': 0.220230965081948, 'above_100k': 0.0338646591934029, 'less_0001': 0}"
2010-09-02,"{'0001_001': 0, '001_01': 1.78844221382095e-05, '01_1': 2.98330891134943e-05, '100_1k': 0.102454329655634, '10_100': 0.423488974616311, '10k_100k': 0.217899022709153, '1_10': 0.00160481187151197, '1k_10k': 0.219420705706967, 'above_100k': 0.0350844379291721, 'less_0001': 0}"
2010-09-03,"{'0001_001': 0, '001_01': 1.80315664314128e-05, '01_1': 3.01321699987168e-05, '100_1k': 0.102278727062749, '10_100': 0.423124267932914, '10k_100k': 0.217632944950597, '1_10': 0.00160265109713846, '1k_10k': 0.220476643141383, 'above_100k': 0.0348366020787887, 'less_0001': 0}"
2010-09-04,"{'0001_001': 0, '001_01': 1.81869387410224e-05, '01_1': 3.03158326996198e-05, '100_1k': 0.102370334523947, '10_100': 0.422821914967316, '10k_100k': 0.217346796225884, '1_10': 0.00159896301417214, '1k_10k': 0.221778110637529, 'above_100k': 0.0340353778597125, 'less_0001': 0}"
2010-09-05,"{'0001_001': 0, '001_01': 1.83657826664623e-05, '01_1': 2.98942205529153e-05, '100_1k': 0.10278144769789, '10_100': 0.422434048750319, '10k_100k': 0.214257948796566, '1_10': 0.00159630538095968, '1k_10k': 0.225684874035566, 'above_100k': 0.0331971153354796, 'less_0001': 0}"
2010-09-06,"{'0001_001': 0, '001_01': 1.8499629879899e-05, '01_1': 3.02521866537471e-05, '100_1k': 0.102686875589668, '10_100': 0.422097281791213, '10k_100k': 0.213474832343117, '1_10': 0.00159116709590229, '1k_10k': 0.226833153989469, 'above_100k': 0.033267937374098, 'less_0001': 0}"
2010-09-07,"{'0001_001': 0, '001_01': 1.852304252233e-05, '01_1': 2.99742983942795e-05, '100_1k': 0.10246531541848, '10_100': 0.421348021477187, '10k_100k': 0.213320164389139, '1_10': 0.0015872356668448, '1k_10k': 0.227916041937171, 'above_100k': 0.0333147237702624, 'less_0001': 0}"
2010-09-08,"{'0001_001': 0, '001_01': 1.85426428217728e-05, '01_1': 2.99673689102198e-05, '100_1k': 0.102476786145075, '10_100': 0.420942437054483, '10k_100k': 0.213004162064018, '1_10': 0.00158494902169911, '1k_10k': 0.228164941149735, 'above_100k': 0.0337782145532574, 'less_0001': 0}"
2010-09-09,"{'0001_001': 0, '001_01': 1.86051851705191e-05, '01_1': 3.04061303260891e-05, '100_1k': 0.102643434530853, '10_100': 0.420670269347383, '10k_100k': 0.212644980188482, '1_10': 0.00158393021060466, '1k_10k': 0.228940622689027, 'above_100k': 0.033467751718153, 'less_0001': 0}"
2010-09-10,"{'0001_001': 0, '001_01': 1.88463528474409e-05, '01_1': 3.06964627739626e-05, '100_1k': 0.102646980561799, '10_100': 0.420378738096268, '10k_100k': 0.212201499917795, '1_10': 0.00158102970747809, '1k_10k': 0.229750227011344, 'above_100k': 0.0333919818896941, 'less_0001': 0}"
2010-09-11,"{'0001_001': 0, '001_01': 1.88915950322475e-05, '01_1': 2.99302041877548e-05, '100_1k': 0.103087609647764, '10_100': 0.419905193674319, '10k_100k': 0.211861329530108, '1_10': 0.0015777157930608, '1k_10k': 0.23022002751466, 'above_100k': 0.0332993020408678, 'less_0001': 0}"
2010-09-12,"{'0001_001': 0, '001_01': 1.89653431392303e-05, '01_1': 3.0007052337296e-05, '100_1k': 0.10275447561961, '10_100': 0.419390386359183, '10k_100k': 0.211483941164618, '1_10': 0.0015745113842434, '1k_10k': 0.230817416381322, 'above_100k': 0.0339302966955471, 'less_0001': 0}"
2010-09-13,"{'0001_001': 0, '001_01': 1.91532961903638e-05, '01_1': 2.98546137868802e-05, '100_1k': 0.103121110232764, '10_100': 0.418717598702999, '10k_100k': 0.210176530262573, '1_10': 0.00157411397153947, '1k_10k': 0.232102131479804, 'above_100k': 0.0342595074403432, 'less_0001': 0}"
2010-09-14,"{'0001_001': 0, '001_01': 1.92023259131132e-05, '01_1': 2.95455116692988e-05, '100_1k': 0.101539319646061, '10_100': 0.418332849515054, '10k_100k': 0.210068313654709, '1_10': 0.00157329723496528, '1k_10k': 0.235004667719661, 'above_100k': 0.0334328043919681, 'less_0001': 0}"
2010-09-15,"{'0001_001': 0, '001_01': 1.92668996710485e-05, '01_1': 2.91853761929182e-05, '100_1k': 0.101300794137314, '10_100': 0.417877642556191, '10k_100k': 0.213237312854123, '1_10': 0.00157337369138597, '1k_10k': 0.232429260422134, 'above_100k': 0.0335331640629886, 'less_0001': 0}"
2010-09-16,"{'0001_001': 0, '001_01': 1.93240351203692e-05, '01_1': 2.92179120868155e-05, '100_1k': 0.101165293651895, '10_100': 0.416945725333791, '10k_100k': 0.214379767993015, '1_10': 0.00156403891730074, '1k_10k': 0.231781501808781, 'above_100k': 0.0341151303480105, 'less_0001': 0}"
2010-09-17,"{'0001_001': 0, '001_01': 1.93988527960744e-05, '01_1': 2.89687406090159e-05, '100_1k': 0.100966031103673, '10_100': 0.416275512777561, '10k_100k': 0.214105644134326, '1_10': 0.00156126879898195, '1k_10k': 0.233326642207221, 'above_100k': 0.0337165333848311, 'less_0001': 0}"
2010-09-18,"{'0001_001': 0, '001_01': 1.95204452018599e-05, '01_1': 2.87818441418862e-05, '100_1k': 0.100921071108373, '10_100': 0.415417591038429, '10k_100k': 0.216339446136197, '1_10': 0.00155831815387333, '1k_10k': 0.232786345880314, 'above_100k': 0.0329289253934709, 'less_0001': 0}"
2010-09-19,"{'0001_001': 0, '001_01': 1.98135194447194e-05, '01_1': 2.88254983965159e-05, '100_1k': 0.10119655052957, '10_100': 0.414945459269648, '10k_100k': 0.218311155102445, '1_10': 0.00155337770959121, '1k_10k': 0.230582079580446, 'above_100k': 0.0333627387904583, 'less_0001': 0}"
2010-09-20,"{'0001_001': 0, '001_01': 2.00087352736512e-05, '01_1': 2.90452565026654e-05, '100_1k': 0.101169283467896, '10_100': 0.414284126063625, '10k_100k': 0.221192348939783, '1_10': 0.00154944511821449, '1k_10k': 0.229677119678461, 'above_100k': 0.0320786227402439, 'less_0001': 0}"
2010-09-21,"{'0001_001': 0, '001_01': 2.03205698096966e-05, '01_1': 2.92219735935089e-05, '100_1k': 0.101588503065811, '10_100': 0.413583836894291, '10k_100k': 0.223802182342399, '1_10': 0.00154734856688143, '1k_10k': 0.227407578519113, 'above_100k': 0.032021008068102, 'less_0001': 0}"
2010-09-22,"{'0001_001': 0, '001_01': 2.04417821949383e-05, '01_1': 2.9574845298386e-05, '100_1k': 0.101970051739215, '10_100': 0.413074385822687, '10k_100k': 0.22315388411865, '1_10': 0.00154249067985611, '1k_10k': 0.228080969276629, 'above_100k': 0.0321282017354688, 'less_0001': 0}"
2010-09-23,"{'0001_001': 0, '001_01': 2.03954059774284e-05, '01_1': 3.07962807406227e-05, '100_1k': 0.102057159312338, '10_100': 0.412805252000588, '10k_100k': 0.225520102442192, '1_10': 0.00154328427708407, '1k_10k': 0.225756530689867, 'above_100k': 0.0322664795912115, 'less_0001': 0}"
2010-09-24,"{'0001_001': 0, '001_01': 2.04167935960881e-05, '01_1': 3.16831760990227e-05, '100_1k': 0.102377516313953, '10_100': 0.411594420870048, '10k_100k': 0.224939946218597, '1_10': 0.0015460967913721, '1k_10k': 0.227557724093145, 'above_100k': 0.0319321957431895, 'less_0001': 0}"
2010-09-25,"{'0001_001': 0, '001_01': 2.04922977101276e-05, '01_1': 3.15329306179377e-05, '100_1k': 0.102385927787335, '10_100': 0.410803764575039, '10k_100k': 0.22864510939241, '1_10': 0.00154222709065183, '1k_10k': 0.224664071421841, 'above_100k': 0.0319068745043955, 'less_0001': 0}"
2010-09-26,"{'0001_001': 0, '001_01': 2.05601666210495e-05, '01_1': 3.12011179445388e-05, '100_1k': 0.102059879310197, '10_100': 0.410142390076282, '10k_100k': 0.227843889151616, '1_10': 0.00154032498811212, '1k_10k': 0.225513415481438, 'above_100k': 0.0328483397077901, 'less_0001': 0}"
2010-09-27,"{'0001_001': 0, '001_01': 2.06388269993695e-05, '01_1': 3.09446636888307e-05, '100_1k': 0.10227304670452, '10_100': 0.409055916872933, '10k_100k': 0.227415277171541, '1_10': 0.0015342354139386, '1k_10k': 0.225967144381493, 'above_100k': 0.0337027959648868, 'less_0001': 0}"
2010-09-28,"{'0001_001': 2.4039788119195e-09, '001_01': 2.0672986377709e-05, '01_1': 3.12160420181888e-05, '100_1k': 0.102223863467753, '10_100': 0.408554944578814, '10k_100k': 0.225335330398607, '1_10': 0.00152274332430341, '1k_10k': 0.228597366002419, 'above_100k': 0.0337138607906516, 'less_0001': 5.07691563467492e-12}"
2010-09-29,"{'0001_001': 2.39955912859264e-09, '001_01': 2.0680850758089e-05, '01_1': 3.37202068971724e-05, '100_1k': 0.101490937879617, '10_100': 0.408039634464159, '10k_100k': 0.227703878641638, '1_10': 0.00151642134066225, '1k_10k': 0.228218847800321, 'above_100k': 0.0329758764113203, 'less_0001': 5.06758179226698e-12}"
2010-09-30,"{'0001_001': 2.39503883590482e-09, '001_01': 2.0658760294542e-05, '01_1': 3.63073941225339e-05, '100_1k': 0.100412855487801, '10_100': 0.407573995544796, '10k_100k': 0.228962983445717, '1_10': 0.00151124171879226, '1k_10k': 0.229086292037185, 'above_100k': 0.0323956632111947, 'less_0001': 5.05803547492579e-12}"
2010-10-01,"{'0001_001': 0, '001_01': 2.06081380796613e-05, '01_1': 4.0176392695305e-05, '100_1k': 0.100232232874247, '10_100': 0.407114248605085, '10k_100k': 0.227832035308832, '1_10': 0.00151022224360208, '1k_10k': 0.231792947854628, 'above_100k': 0.0314575283944752, 'less_0001': 1.88356263228786e-10}"
2010-10-02,"{'0001_001': 0, '001_01': 2.05845303977358e-05, '01_1': 4.43343177968597e-05, '100_1k': 0.100035160205977, '10_100': 0.407011423111942, '10k_100k': 0.258057900334701, '1_10': 0.00151758054787432, '1k_10k': 0.233313016763083, 'above_100k': 0, 'less_0001': 1.88228366092406e-10}"
2010-10-03,"{'0001_001': 0, '001_01': 2.05196811428023e-05, '01_1': 4.63596814642454e-05, '100_1k': 0.100400981456799, '10_100': 0.406296427607348, '10k_100k': 0.263003710989037, '1_10': 0.00151621130109866, '1k_10k': 0.228715789095255, 'above_100k': 0, 'less_0001': 1.87854726893276e-10}"
2010-10-04,"{'0001_001': 0, '001_01': 2.0494066536569e-05, '01_1': 4.85662370538868e-05, '100_1k': 0.100469304871467, '10_100': 0.40593062070151, '10k_100k': 0.255863100554312, '1_10': 0.0015123301569289, '1k_10k': 0.236155583224682, 'above_100k': 0, 'less_0001': 1.87510625306787e-10}"
2010-10-05,"{'0001_001': 0, '001_01': 2.04547966836307e-05, '01_1': 5.05903256053388e-05, '100_1k': 0.100504558914358, '10_100': 0.405375052415718, '10k_100k': 0.254324309359471, '1_10': 0.0015091099170857, '1k_10k': 0.238215924083839, 'above_100k': 0, 'less_0001': 1.87238829854458e-10}"
2010-10-06,"{'0001_001': 0, '001_01': 2.03856639578164e-05, '01_1': 5.21257883470128e-05, '100_1k': 0.0998741291403584, '10_100': 0.404741536830626, '10k_100k': 0.234219791467837, '1_10': 0.0015153965451422, '1k_10k': 0.23303343433871, 'above_100k': 0.0265432000381752, 'less_0001': 1.86846249284215e-10}"
2010-10-07,"{'0001_001': 0, '001_01': 2.03587337540484e-05, '01_1': 5.24003629548485e-05, '100_1k': 0.10015158126621, '10_100': 0.404302124015174, '10k_100k': 0.239507198990284, '1_10': 0.00151711278338731, '1k_10k': 0.230338595446847, 'above_100k': 0.0241106282148981, 'less_0001': 1.86490283863593e-10}"
2010-10-08,"{'0001_001': 0, '001_01': 2.02953255194235e-05, '01_1': 5.28131475734089e-05, '100_1k': 0.100290244645271, '10_100': 0.403977237669814, '10k_100k': 0.236054823748464, '1_10': 0.00151439795507356, '1k_10k': 0.231028368992509, 'above_100k': 0.0270618183296273, 'less_0001': 1.86148967903797e-10}"
2010-10-09,"{'0001_001': 0, '001_01': 2.02738907611275e-05, '01_1': 5.47237363860681e-05, '100_1k': 0.0992743475495824, '10_100': 0.403461388242507, '10k_100k': 0.241207516370884, '1_10': 0.00151266252253962, '1k_10k': 0.22992549112686, 'above_100k': 0.0245435963746797, 'less_0001': 1.85800037961469e-10}"
2010-10-10,"{'0001_001': 0, '001_01': 2.02240677084073e-05, '01_1': 5.69925904112508e-05, '100_1k': 0.0996239929957147, '10_100': 0.402957925515662, '10k_100k': 0.267792407131188, '1_10': 0.00151088618983356, '1k_10k': 0.228037571324074, 'above_100k': 0, 'less_0001': 1.85408528067808e-10}"
2010-10-11,"{'0001_001': 0, '001_01': 2.017662017889e-05, '01_1': 5.7982017444732e-05, '100_1k': 0.0996833786385925, '10_100': 0.402509713705432, '10k_100k': 0.267205581747073, '1_10': 0.001515203289497, '1k_10k': 0.229007963796722, 'above_100k': 0, 'less_0001': 1.85060201103588e-10}"
