t,o
2011-11-28,"{'1d_1w': 0.0305076438903684, '1m_3m': 0.0909794485265323, '1w_1m': 0.0906462584436535, '1y_2y': 0.16528939865391, '24h': 0.0907540289655525, '2y_3y': 0.136125264256987, '3m_6m': 0.22468477309166, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.171013182882291, '7y_10y': 0, 'more_10y': 0}"
2011-11-29,"{'1d_1w': 0.0379906208866652, '1m_3m': 0.0898565642922811, '1w_1m': 0.0911414350955022, '1y_2y': 0.165000509884419, '24h': 0.0844668496945933, '2y_3y': 0.135849745637195, '3m_6m': 0.224211810841991, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.171482462379453, '7y_10y': 0, 'more_10y': 0}"
2011-11-30,"{'1d_1w': 0.0410941811077647, '1m_3m': 0.0888103336659337, '1w_1m': 0.0907189939977198, '1y_2y': 0.167019142757581, '24h': 0.0829431496893562, '2y_3y': 0.135534486529604, '3m_6m': 0.216167927479035, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.177711783486447, '7y_10y': 0, 'more_10y': 0}"
2011-12-01,"{'1d_1w': 0.0421681081230672, '1m_3m': 0.0880374635250275, '1w_1m': 0.0917497634028486, '1y_2y': 0.166616713442766, '24h': 0.0815202781672552, '2y_3y': 0.135485250009638, '3m_6m': 0.214747238001064, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.17967518404328, '7y_10y': 0, 'more_10y': 0}"
2011-12-02,"{'1d_1w': 0.0500237329782619, '1m_3m': 0.0877331669803924, '1w_1m': 0.0919157289602795, '1y_2y': 0.166468956091613, '24h': 0.0738499173790743, '2y_3y': 0.135685655411478, '3m_6m': 0.212401392782716, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.181921448132335, '7y_10y': 0, 'more_10y': 0}"
2011-12-03,"{'1d_1w': 0.047637185310061, '1m_3m': 0.0873860250991338, '1w_1m': 0.0973909350735393, '1y_2y': 0.166233082240666, '24h': 0.0713700759714234, '2y_3y': 0.135809913295539, '3m_6m': 0.211596640049296, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.182576141677744, '7y_10y': 0, 'more_10y': 0}"
2011-12-04,"{'1d_1w': 0.0503994799620463, '1m_3m': 0.0875613584487181, '1w_1m': 0.0972140992975891, '1y_2y': 0.166149169464282, '24h': 0.0691593654430042, '2y_3y': 0.135326341082092, '3m_6m': 0.210760929961873, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.183429255058915, '7y_10y': 0, 'more_10y': 0}"
2011-12-05,"{'1d_1w': 0.0393369045809983, '1m_3m': 0.08761978492874, '1w_1m': 0.10800631397939, '1y_2y': 0.165886459231828, '24h': 0.0697336294158974, '2y_3y': 0.135214525111057, '3m_6m': 0.202365345261854, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.191837036210052, '7y_10y': 0, 'more_10y': 0}"
2011-12-06,"{'1d_1w': 0.0364464366361994, '1m_3m': 0.0844533555453306, '1w_1m': 0.110722393086717, '1y_2y': 0.165727324100051, '24h': 0.070575402915008, '2y_3y': 0.135278551881122, '3m_6m': 0.200879491060097, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.195923437522105, '7y_10y': 0, 'more_10y': 0}"
2011-12-07,"{'1d_1w': 0.0341043366158165, '1m_3m': 0.0847293756463458, '1w_1m': 0.112921601354274, '1y_2y': 0.165927475516348, '24h': 0.0730999755673312, '2y_3y': 0.135401184399655, '3m_6m': 0.195995541154932, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.19782050846764, '7y_10y': 0, 'more_10y': 0}"
2011-12-08,"{'1d_1w': 0.0292837935178299, '1m_3m': 0.084529287469187, '1w_1m': 0.117550984791404, '1y_2y': 0.165575187971535, '24h': 0.073769370682742, '2y_3y': 0.135036116375982, '3m_6m': 0.194842535558317, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.199412722356684, '7y_10y': 0, 'more_10y': 0}"
2011-12-09,"{'1d_1w': 0.0344523233015151, '1m_3m': 0.0983496678209169, '1w_1m': 0.104179902652239, '1y_2y': 0.165379054486396, '24h': 0.0677997629018884, '2y_3y': 0.135133088507198, '3m_6m': 0.192816959272171, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.201889239782551, '7y_10y': 0, 'more_10y': 0}"
2011-12-10,"{'1d_1w': 0.0609240937102849, '1m_3m': 0.0984352685664153, '1w_1m': 0.105607703031569, '1y_2y': 0.165023972099964, '24h': 0.0399546408957436, '2y_3y': 0.135251190521689, '3m_6m': 0.191651523685117, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.203151606215263, '7y_10y': 0, 'more_10y': 0}"
2011-12-11,"{'1d_1w': 0.0619472922005398, '1m_3m': 0.0957877049928048, '1w_1m': 0.105892262978643, '1y_2y': 0.164388428937523, '24h': 0.039866807466947, '2y_3y': 0.134853090835041, '3m_6m': 0.173256792706976, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.224007618608803, '7y_10y': 0, 'more_10y': 0}"
2011-12-12,"{'1d_1w': 0.0651259775511171, '1m_3m': 0.0899893128740218, '1w_1m': 0.106375695206957, '1y_2y': 0.164280674382616, '24h': 0.0357992832095492, '2y_3y': 0.135004892254672, '3m_6m': 0.175256622364552, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.22816754088482, '7y_10y': 0, 'more_10y': 0}"
2011-12-13,"{'1d_1w': 0.0731807213196691, '1m_3m': 0.0890260942732762, '1w_1m': 0.108976374914216, '1y_2y': 0.164085074297366, '24h': 0.0252534601924244, '2y_3y': 0.135183921321974, '3m_6m': 0.167946022871021, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.236348329539426, '7y_10y': 0, 'more_10y': 0}"
2011-12-14,"{'1d_1w': 0.072042380584238, '1m_3m': 0.0897530579129451, '1w_1m': 0.109585813556859, '1y_2y': 0.163825517470072, '24h': 0.0255301194088058, '2y_3y': 0.135344608197824, '3m_6m': 0.165760614624499, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.238157886975363, '7y_10y': 0, 'more_10y': 0}"
2011-12-15,"{'1d_1w': 0.0687705288615138, '1m_3m': 0.0904373815948432, '1w_1m': 0.109620550811296, '1y_2y': 0.163643278699781, '24h': 0.0279295224001965, '2y_3y': 0.135533877944516, '3m_6m': 0.164758000979516, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.239306857439846, '7y_10y': 0, 'more_10y': 0}"
2011-12-16,"{'1d_1w': 0.0667124345055787, '1m_3m': 0.117076815163707, '1w_1m': 0.0844726698901964, '1y_2y': 0.163242539037416, '24h': 0.0289802453464279, '2y_3y': 0.135578286771789, '3m_6m': 0.154751998401463, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.249185009615879, '7y_10y': 0, 'more_10y': 0}"
2011-12-17,"{'1d_1w': 0.0716131630399105, '1m_3m': 0.117468838256769, '1w_1m': 0.0874805490773726, '1y_2y': 0.162793589725481, '24h': 0.0205820877422011, '2y_3y': 0.13591173781453, '3m_6m': 0.153745245004104, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.250404788073292, '7y_10y': 0, 'more_10y': 0}"
2011-12-18,"{'1d_1w': 0.0698246036692862, '1m_3m': 0.118692650780508, '1w_1m': 0.0906503683279935, '1y_2y': 0.163146088961202, '24h': 0.0177772174003972, '2y_3y': 0.136300335277521, '3m_6m': 0.150158242175874, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.253450492142032, '7y_10y': 0, 'more_10y': 0}"
2011-12-19,"{'1d_1w': 0.0594409857867795, '1m_3m': 0.118739341337428, '1w_1m': 0.0915532720589581, '1y_2y': 0.166536163165435, '24h': 0.0285256368370886, '2y_3y': 0.136018026125369, '3m_6m': 0.14792219956078, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.251264373864248, '7y_10y': 0, 'more_10y': 0}"
2011-12-20,"{'1d_1w': 0.0577503680938557, '1m_3m': 0.118383306003286, '1w_1m': 0.0900426606374763, '1y_2y': 0.166012727398381, '24h': 0.0333588700918993, '2y_3y': 0.135896625013418, '3m_6m': 0.14679904999768, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.25175639150116, '7y_10y': 0, 'more_10y': 0}"
2011-12-21,"{'1d_1w': 0.0665902478923153, '1m_3m': 0.12002203770352, '1w_1m': 0.0902211663626719, '1y_2y': 0.165987112356857, '24h': 0.0230637418623656, '2y_3y': 0.136191549331315, '3m_6m': 0.143042906367316, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.254881236861982, '7y_10y': 0, 'more_10y': 0}"
2011-12-22,"{'1d_1w': 0.0679164706873511, '1m_3m': 0.122035233090264, '1w_1m': 0.0892287982748125, '1y_2y': 0.165727262276004, '24h': 0.0208309188591612, '2y_3y': 0.136348125646003, '3m_6m': 0.14199699042585, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.255916199480074, '7y_10y': 0, 'more_10y': 0}"
2011-12-23,"{'1d_1w': 0.0659617920659494, '1m_3m': 0.122402237316691, '1w_1m': 0.0929672451504486, '1y_2y': 0.165400997961348, '24h': 0.018768395957519, '2y_3y': 0.13654105157106, '3m_6m': 0.138674370830984, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.259283907886645, '7y_10y': 0, 'more_10y': 0}"
2011-12-24,"{'1d_1w': 0.0676615023613075, '1m_3m': 0.122964336576973, '1w_1m': 0.0918272290105423, '1y_2y': 0.165607893342404, '24h': 0.0178097060254914, '2y_3y': 0.136768798716618, '3m_6m': 0.13227232566227, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.265088207046189, '7y_10y': 0, 'more_10y': 0}"
2011-12-25,"{'1d_1w': 0.0678052324012809, '1m_3m': 0.123460765658503, '1w_1m': 0.0905954163493716, '1y_2y': 0.165256489302652, '24h': 0.0190224672528376, '2y_3y': 0.136939743227193, '3m_6m': 0.130451041568877, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.266468842982455, '7y_10y': 0, 'more_10y': 0}"
2011-12-26,"{'1d_1w': 0.0622357783584851, '1m_3m': 0.127172059219927, '1w_1m': 0.090554799828536, '1y_2y': 0.164842452175321, '24h': 0.0212857752074146, '2y_3y': 0.137070068923958, '3m_6m': 0.12962226249979, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.267216802531135, '7y_10y': 0, 'more_10y': 0}"
2011-12-27,"{'1d_1w': 0.0566078825702757, '1m_3m': 0.127441739051757, '1w_1m': 0.0975818051464221, '1y_2y': 0.164366836747601, '24h': 0.0193774456924346, '2y_3y': 0.1373656132605, '3m_6m': 0.12789055378578, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.269368122490938, '7y_10y': 0, 'more_10y': 0}"
2011-12-28,"{'1d_1w': 0.0569962090483229, '1m_3m': 0.138013460987944, '1w_1m': 0.0892602879463339, '1y_2y': 0.164182734272156, '24h': 0.0172594285413029, '2y_3y': 0.137395100434821, '3m_6m': 0.122503283027514, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.274389494488533, '7y_10y': 0, 'more_10y': 0}"
2011-12-29,"{'1d_1w': 0.052055852334429, '1m_3m': 0.140320276130324, '1w_1m': 0.0892084843303996, '1y_2y': 0.163875944017648, '24h': 0.0206298531334134, '2y_3y': 0.13759566806891, '3m_6m': 0.116628672331578, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.279685248401307, '7y_10y': 0, 'more_10y': 0}"
2011-12-30,"{'1d_1w': 0.054523921003679, '1m_3m': 0.14298750579902, '1w_1m': 0.08821149053904, '1y_2y': 0.163458177708837, '24h': 0.0164791439904494, '2y_3y': 0.137767424289806, '3m_6m': 0.116333640064199, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.28023869535409, '7y_10y': 0, 'more_10y': 0}"
2011-12-31,"{'1d_1w': 0.0533859837489082, '1m_3m': 0.149150830798275, '1w_1m': 0.083355814568457, '1y_2y': 0.163192065592052, '24h': 0.0166243544334022, '2y_3y': 0.137906124208777, '3m_6m': 0.115216016530508, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.281168808869923, '7y_10y': 0, 'more_10y': 0}"
2012-01-01,"{'1d_1w': 0.0541934870156391, '1m_3m': 0.14939826438114, '1w_1m': 0.0838294624928469, '1y_2y': 0.162830033092922, '24h': 0.0216630125911592, '2y_3y': 0.138055324302391, '3m_6m': 0.106666559240605, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.283363855634792, '7y_10y': 0, 'more_10y': 0}"
2012-01-02,"{'1d_1w': 0.0604154207813861, '1m_3m': 0.149416920504622, '1w_1m': 0.0845991823039045, '1y_2y': 0.16322373442323, '24h': 0.0160370854288297, '2y_3y': 0.138156069876077, '3m_6m': 0.105970034389592, '3y_5y': 0, '5y_7y': 0, '6m_12m': 0.28218155104503, '7y_10y': 0, 'more_10y': 0}"
2012-01-03,"{'1d_1w': 0.0607908128157721, '1m_3m': 0.149572798525298, '1w_1m': 0.0842726604128832, '1y_2y': 0.162908413714362, '24h': 0.0166340798677283, '2y_3y': 0.138349423052959, '3m_6m': 0.105003416408417, '3y_5y': 6.23052959501558e-06, '5y_7y': 0, '6m_12m': 0.282462163426891, '7y_10y': 0, 'more_10y': 0}"
2012-01-04,"{'1d_1w': 0.0586556891601256, '1m_3m': 0.149357769153989, '1w_1m': 0.0839380967955901, '1y_2y': 0.162556461609815, '24h': 0.0194613401238625, '2y_3y': 0.138563466937236, '3m_6m': 0.104598273902797, '3y_5y': 6.22475085434705e-06, '5y_7y': 0, '6m_12m': 0.282862676320794, '7y_10y': 0, 'more_10y': 0}"
2012-01-05,"{'1d_1w': 0.0547798620026332, '1m_3m': 0.145287149862597, '1w_1m': 0.0816949067455108, '1y_2y': 0.163341645880188, '24h': 0.0280933786064429, '2y_3y': 0.13879127839001, '3m_6m': 0.106535922222331, '3y_5y': 6.21906017562626e-06, '5y_7y': 0, '6m_12m': 0.281469635986312, '7y_10y': 0, 'more_10y': 0}"
2012-01-06,"{'1d_1w': 0.0618674462038568, '1m_3m': 0.144720030319147, '1w_1m': 0.0792894988188955, '1y_2y': 0.162910817067789, '24h': 0.0245912301699416, '2y_3y': 0.139010371069847, '3m_6m': 0.104422467331194, '3y_5y': 6.21245348425454e-06, '5y_7y': 0, '6m_12m': 0.283181925323367, '7y_10y': 0, 'more_10y': 0}"
2012-01-07,"{'1d_1w': 0.0701918878776426, '1m_3m': 0.146638549402301, '1w_1m': 0.0777301499800336, '1y_2y': 0.162757194996927, '24h': 0.0165601666190144, '2y_3y': 0.139217767187296, '3m_6m': 0.103094275110429, '3y_5y': 6.20536019013224e-06, '5y_7y': 0, '6m_12m': 0.283803802225107, '7y_10y': 0, 'more_10y': 0}"
2012-01-08,"{'1d_1w': 0.0628701359778294, '1m_3m': 0.146615242451651, '1w_1m': 0.0846994781746928, '1y_2y': 0.162304739396145, '24h': 0.0179568239746581, '2y_3y': 0.139442840670989, '3m_6m': 0.101903921340769, '3y_5y': 6.19908997359188e-06, '5y_7y': 0, '6m_12m': 0.284200617683487, '7y_10y': 0, 'more_10y': 0}"
2012-01-09,"{'1d_1w': 0.0603816439377734, '1m_3m': 0.144530519362268, '1w_1m': 0.0821293399817003, '1y_2y': 0.161881239122046, '24h': 0.0254921362421667, '2y_3y': 0.139598474095542, '3m_6m': 0.101045576043217, '3y_5y': 8.66991169075664e-05, '5y_7y': 0, '6m_12m': 0.284854370859833, '7y_10y': 0, 'more_10y': 0}"
2012-01-10,"{'1d_1w': 0.067666367702786, '1m_3m': 0.144492392957643, '1w_1m': 0.0823313942020456, '1y_2y': 0.161884488461536, '24h': 0.0196697406101312, '2y_3y': 0.139470497899381, '3m_6m': 0.100272805057968, '3y_5y': 0.000464054350045477, '5y_7y': 0, '6m_12m': 0.283748257520999, '7y_10y': 0, 'more_10y': 0}"
2012-01-11,"{'1d_1w': 0.068424180946783, '1m_3m': 0.144984158804327, '1w_1m': 0.0831122731162093, '1y_2y': 0.161769983313954, '24h': 0.018159097795778, '2y_3y': 0.139116054694261, '3m_6m': 0.0999101557347474, '3y_5y': 0.00103231708824766, '5y_7y': 0, '6m_12m': 0.283491777269398, '7y_10y': 0, 'more_10y': 0}"
2012-01-12,"{'1d_1w': 0.0677235977905326, '1m_3m': 0.144875082930813, '1w_1m': 0.0872708196666893, '1y_2y': 0.161356228057489, '24h': 0.0190793425928894, '2y_3y': 0.138682878087039, '3m_6m': 0.0996018023407508, '3y_5y': 0.001609243671531, '5y_7y': 0, '6m_12m': 0.279801003627155, '7y_10y': 0, 'more_10y': 0}"
2012-01-13,"{'1d_1w': 0.0596072108631478, '1m_3m': 0.145567783815347, '1w_1m': 0.0902231456301061, '1y_2y': 0.161700650599227, '24h': 0.0245884480651125, '2y_3y': 0.138292449419067, '3m_6m': 0.0982666457067087, '3y_5y': 0.00230509604052645, '5y_7y': 0, '6m_12m': 0.279448568626713, '7y_10y': 0, 'more_10y': 0}"
2012-01-14,"{'1d_1w': 0.069087888427389, '1m_3m': 0.145307809714381, '1w_1m': 0.088665703713146, '1y_2y': 0.163852662814742, '24h': 0.0167835711677999, '2y_3y': 0.137842657674596, '3m_6m': 0.0982357039729372, '3y_5y': 0.00298242477668802, '5y_7y': 0, '6m_12m': 0.277241576505418, '7y_10y': 0, 'more_10y': 0}"
2012-01-15,"{'1d_1w': 0.0692989393229691, '1m_3m': 0.144192796244895, '1w_1m': 0.0894666584592956, '1y_2y': 0.163808671383914, '24h': 0.0151764849677646, '2y_3y': 0.137296572963118, '3m_6m': 0.0999408012941238, '3y_5y': 0.00371590825100397, '5y_7y': 0, '6m_12m': 0.277103165881068, '7y_10y': 0, 'more_10y': 0}"
2012-01-16,"{'1d_1w': 0.0615291896026036, '1m_3m': 0.143547304477972, '1w_1m': 0.0960889591321795, '1y_2y': 0.163769397783479, '24h': 0.0172719982850244, '2y_3y': 0.136803351955307, '3m_6m': 0.100033293586082, '3y_5y': 0.00429638471193365, '5y_7y': 0, '6m_12m': 0.276653966600347, '7y_10y': 0, 'more_10y': 0}"
2012-01-17,"{'1d_1w': 0.0592710439428401, '1m_3m': 0.142218180499114, '1w_1m': 0.0973402816950309, '1y_2y': 0.166302663752363, '24h': 0.021045975070953, '2y_3y': 0.136340248819827, '3m_6m': 0.0984332446657009, '3y_5y': 0.00485161782061369, '5y_7y': 0, '6m_12m': 0.274196742504225, '7y_10y': 0, 'more_10y': 0}"
2012-01-18,"{'1d_1w': 0.0602293168990896, '1m_3m': 0.142646388812529, '1w_1m': 0.095121042546133, '1y_2y': 0.16622505380641, '24h': 0.021761965444385, '2y_3y': 0.135778561075079, '3m_6m': 0.0981451895886176, '3y_5y': 0.00542514249213836, '5y_7y': 0, '6m_12m': 0.274667336019005, '7y_10y': 0, 'more_10y': 0}"
2012-01-19,"{'1d_1w': 0.0636103550866866, '1m_3m': 0.143500249898568, '1w_1m': 0.0886778167595731, '1y_2y': 0.166003251970008, '24h': 0.0240586165197624, '2y_3y': 0.135267001705877, '3m_6m': 0.0979484629099638, '3y_5y': 0.00600309266963661, '5y_7y': 0, '6m_12m': 0.27493113739761, '7y_10y': 0, 'more_10y': 0}"
2012-01-20,"{'1d_1w': 0.0619376015478929, '1m_3m': 0.144777432133546, '1w_1m': 0.094701614383106, '1y_2y': 0.165990601250341, '24h': 0.0184321083118833, '2y_3y': 0.134723729239598, '3m_6m': 0.0980571852428197, '3y_5y': 0.00657405079976213, '5y_7y': 0, '6m_12m': 0.274805614187254, '7y_10y': 0, 'more_10y': 0}"
2012-01-21,"{'1d_1w': 0.0630708417419689, '1m_3m': 0.145201408034771, '1w_1m': 0.0945824931898294, '1y_2y': 0.165617948677137, '24h': 0.0156678729271572, '2y_3y': 0.134459789924973, '3m_6m': 0.0988287412073236, '3y_5y': 0.00706966773847803, '5y_7y': 0, '6m_12m': 0.275501119877191, '7y_10y': 0, 'more_10y': 0}"
2012-01-22,"{'1d_1w': 0.0646074672304176, '1m_3m': 0.14541362091287, '1w_1m': 0.0957603799585462, '1y_2y': 0.165523947630142, '24h': 0.0127880508677739, '2y_3y': 0.134133823304429, '3m_6m': 0.0983493878191588, '3y_5y': 0.00755334708189779, '5y_7y': 0, '6m_12m': 0.27586983347128, '7y_10y': 0, 'more_10y': 0}"
2012-01-23,"{'1d_1w': 0.0630494253002926, '1m_3m': 0.14510783430733, '1w_1m': 0.0964817795685354, '1y_2y': 0.165392980885245, '24h': 0.0140044930792928, '2y_3y': 0.13387216241495, '3m_6m': 0.0980319479364508, '3y_5y': 0.00797341989595369, '5y_7y': 0, '6m_12m': 0.276085794445978, '7y_10y': 0, 'more_10y': 0}"
2012-01-24,"{'1d_1w': 0.0589625740297823, '1m_3m': 0.143197465215559, '1w_1m': 0.0973865213776985, '1y_2y': 0.164991900963506, '24h': 0.0176600033714427, '2y_3y': 0.132995004886391, '3m_6m': 0.0980957551298714, '3y_5y': 0.00912106034693379, '5y_7y': 0, '6m_12m': 0.277589417006175, '7y_10y': 0, 'more_10y': 0}"
2012-01-25,"{'1d_1w': 0.055185502645069, '1m_3m': 0.143051523193398, '1w_1m': 0.0988630307754729, '1y_2y': 0.164668097650214, '24h': 0.0207115672878377, '2y_3y': 0.132136489125394, '3m_6m': 0.0972694469845739, '3y_5y': 0.0101990626601899, '5y_7y': 0, '6m_12m': 0.27791495553246, '7y_10y': 0, 'more_10y': 0}"
2012-01-26,"{'1d_1w': 0.0515052981033594, '1m_3m': 0.141904434400786, '1w_1m': 0.105004273977585, '1y_2y': 0.164934663522952, '24h': 0.0200362823206004, '2y_3y': 0.131921650427423, '3m_6m': 0.0956612169439091, '3y_5y': 0.0106782678682487, '5y_7y': 0, '6m_12m': 0.278353503988146, '7y_10y': 0, 'more_10y': 0}"
2012-01-27,"{'1d_1w': 0.0518724122730136, '1m_3m': 0.139784468899643, '1w_1m': 0.105253136374297, '1y_2y': 0.164668330373051, '24h': 0.0195580424984544, '2y_3y': 0.131534187039666, '3m_6m': 0.0977114577655635, '3y_5y': 0.0112295686183726, '5y_7y': 0, '6m_12m': 0.27838781646176, '7y_10y': 0, 'more_10y': 0}"
2012-01-28,"{'1d_1w': 0.0564858277907467, '1m_3m': 0.140722193024773, '1w_1m': 0.105064082062748, '1y_2y': 0.16436719976809, '24h': 0.0153574904945122, '2y_3y': 0.131168542594892, '3m_6m': 0.0966077322168137, '3y_5y': 0.0117674628101186, '5y_7y': 0, '6m_12m': 0.278458610143002, '7y_10y': 0, 'more_10y': 0}"
2012-01-29,"{'1d_1w': 0.0571694764078704, '1m_3m': 0.141250057773757, '1w_1m': 0.105047223899582, '1y_2y': 0.164294992577475, '24h': 0.0149513993049355, '2y_3y': 0.130767803525499, '3m_6m': 0.0950943213904873, '3y_5y': 0.0123635678193349, '5y_7y': 0, '6m_12m': 0.279060154138152, '7y_10y': 0, 'more_10y': 0}"
2012-01-30,"{'1d_1w': 0.0577424455052108, '1m_3m': 0.141517330171092, '1w_1m': 0.105520041180905, '1y_2y': 0.163902505215602, '24h': 0.0137246593554628, '2y_3y': 0.130412511616889, '3m_6m': 0.0945295597073416, '3y_5y': 0.0129276989145422, '5y_7y': 0, '6m_12m': 0.279722204961189, '7y_10y': 0, 'more_10y': 0}"
2012-01-31,"{'1d_1w': 0.0536427087979461, '1m_3m': 0.148445127593056, '1w_1m': 0.0989129564024517, '1y_2y': 0.164225812054483, '24h': 0.0179581367711738, '2y_3y': 0.129784029712163, '3m_6m': 0.0941576906887842, '3y_5y': 0.0135531402285458, '5y_7y': 0, '6m_12m': 0.279319347197404, '7y_10y': 0, 'more_10y': 0}"
2012-02-01,"{'1d_1w': 0.0514871554692058, '1m_3m': 0.147660330635356, '1w_1m': 0.0996750470230629, '1y_2y': 0.165222445375085, '24h': 0.020836339781054, '2y_3y': 0.129333516450201, '3m_6m': 0.0931275230422039, '3y_5y': 0.0140569481330568, '5y_7y': 0, '6m_12m': 0.278599615559379, '7y_10y': 0, 'more_10y': 0}"
2012-02-02,"{'1d_1w': 0.052530389227356, '1m_3m': 0.147965888153329, '1w_1m': 0.10058771475299, '1y_2y': 0.165044792169601, '24h': 0.0185422514775061, '2y_3y': 0.128790970493273, '3m_6m': 0.0920527861976469, '3y_5y': 0.0146370569599166, '5y_7y': 0, '6m_12m': 0.279847053307585, '7y_10y': 0, 'more_10y': 0}"
2012-02-03,"{'1d_1w': 0.0530408696003483, '1m_3m': 0.148652479291567, '1w_1m': 0.099748280681529, '1y_2y': 0.165139413432361, '24h': 0.0183923030517492, '2y_3y': 0.12841546729283, '3m_6m': 0.0911484426264886, '3y_5y': 0.0152808888942683, '5y_7y': 0, '6m_12m': 0.280180739733694, '7y_10y': 0, 'more_10y': 0}"
2012-02-04,"{'1d_1w': 0.055714814828218, '1m_3m': 0.149961286427414, '1w_1m': 0.0974983371908327, '1y_2y': 0.164938036163216, '24h': 0.0171285404448946, '2y_3y': 0.128118233814603, '3m_6m': 0.0851082631176688, '3y_5y': 0.0158528549662628, '5y_7y': 0, '6m_12m': 0.28567851554701, '7y_10y': 0, 'more_10y': 0}"
2012-02-05,"{'1d_1w': 0.0567514888861648, '1m_3m': 0.151745900472085, '1w_1m': 0.0969390147977502, '1y_2y': 0.163253434666094, '24h': 0.0145997912787807, '2y_3y': 0.129188460655559, '3m_6m': 0.0851668906005518, '3y_5y': 0.0164493880559147, '5y_7y': 0, '6m_12m': 0.285904514045821, '7y_10y': 0, 'more_10y': 0}"
2012-02-06,"{'1d_1w': 0.0552604277329697, '1m_3m': 0.152608270071592, '1w_1m': 0.0975239510520446, '1y_2y': 0.163042784262547, '24h': 0.0152924069679643, '2y_3y': 0.128839232514908, '3m_6m': 0.0846043551111341, '3y_5y': 0.0170686294391734, '5y_7y': 0, '6m_12m': 0.285758827290279, '7y_10y': 0, 'more_10y': 0}"
2012-02-07,"{'1d_1w': 0.0523175061128262, '1m_3m': 0.141397527460431, '1w_1m': 0.0984280647442843, '1y_2y': 0.163125756494991, '24h': 0.0159398097625825, '2y_3y': 0.128214155022585, '3m_6m': 0.0972541817698564, '3y_5y': 0.0178023217807153, '5y_7y': 0, '6m_12m': 0.285519561914476, '7y_10y': 0, 'more_10y': 0}"
2012-02-08,"{'1d_1w': 0.0507133302374375, '1m_3m': 0.1461246808587, '1w_1m': 0.0949781022568632, '1y_2y': 0.162844011832278, '24h': 0.0162882130657363, '2y_3y': 0.128023808490896, '3m_6m': 0.0971636575208907, '3y_5y': 0.0183471241097574, '5y_7y': 0, '6m_12m': 0.285515957664279, '7y_10y': 0, 'more_10y': 0}"
2012-02-09,"{'1d_1w': 0.0520098012813405, '1m_3m': 0.148357989527244, '1w_1m': 0.0950412486716194, '1y_2y': 0.162800215926434, '24h': 0.0128311943389613, '2y_3y': 0.127592938456815, '3m_6m': 0.09664935241822, '3y_5y': 0.0189812763754357, '5y_7y': 0, '6m_12m': 0.285734870013158, '7y_10y': 0, 'more_10y': 0}"
2012-02-10,"{'1d_1w': 0.0485000905587291, '1m_3m': 0.148229882066548, '1w_1m': 0.0958051669577668, '1y_2y': 0.163586462882519, '24h': 0.0159330746911873, '2y_3y': 0.127150181955982, '3m_6m': 0.096319253282891, '3y_5y': 0.0196091332880198, '5y_7y': 0, '6m_12m': 0.284865642249456, '7y_10y': 0, 'more_10y': 0}"
2012-02-11,"{'1d_1w': 0.0471299864082461, '1m_3m': 0.148690569896704, '1w_1m': 0.0981837061077769, '1y_2y': 0.161603621823183, '24h': 0.0168379181956165, '2y_3y': 0.126590843694974, '3m_6m': 0.0954589527625511, '3y_5y': 0.0203066100156852, '5y_7y': 0, '6m_12m': 0.285196663491642, '7y_10y': 0, 'more_10y': 0}"
