t,transactions_transfers_from_exchanges_count
2015-08-25,10009
2015-08-26,8975
2015-08-27,9176
2015-08-28,9019
2015-08-29,8223
2015-08-30,7992
2015-08-31,9180
2015-09-01,8728
2015-09-02,8031
2015-09-03,8793
2015-09-04,8581
2015-09-05,8338
2015-09-06,8903
2015-09-07,9062
2015-09-08,9609
2015-09-09,8664
2015-09-10,8519
2015-09-11,8714
2015-09-12,7202
2015-09-13,7469
2015-09-14,8249
2015-09-15,8123
2015-09-16,8143
2015-09-17,10484
2015-09-18,9149
2015-09-19,8173
2015-09-20,8909
2015-09-21,9396
2015-09-22,9926
2015-09-23,8426
2015-09-24,9118
2015-09-25,9400
2015-09-26,8120
2015-09-27,9188
2015-09-28,9815
2015-09-29,10141
2015-09-30,10913
2015-10-01,10304
2015-10-02,9628
2015-10-03,8698
2015-10-04,9152
2015-10-05,10168
2015-10-06,9918
2015-10-07,9928
2015-10-08,9872
2015-10-09,8820
2015-10-10,8561
2015-10-11,9504
2015-10-12,9834
2015-10-13,9957
2015-10-14,9476
2015-10-15,10519
2015-10-16,10753
2015-10-17,10939
2015-10-18,10162
2015-10-19,11103
2015-10-20,11016
2015-10-21,11168
2015-10-22,10985
2015-10-23,10303
2015-10-24,9310
2015-10-25,10334
2015-10-26,10921
2015-10-27,12656
2015-10-28,12682
2015-10-29,14542
2015-10-30,15695
2015-10-31,12760
2015-11-01,11375
2015-11-02,13569
2015-11-03,17105
2015-11-04,18943
2015-11-05,26171
2015-11-06,15232
2015-11-07,12693
2015-11-08,14258
2015-11-09,14145
2015-11-10,13958
2015-11-11,13688
2015-11-12,13185
2015-11-13,12281
2015-11-14,12592
2015-11-15,14542
2015-11-16,13106
2015-11-17,11593
2015-11-18,12436
2015-11-19,12004
2015-11-20,11691
2015-11-21,10808
2015-11-22,12387
2015-11-23,10952
2015-11-24,11233
2015-11-25,11356
2015-11-26,14049
2015-11-27,13721
2015-11-28,12211
2015-11-29,13511
2015-11-30,15154
2015-12-01,14553
2015-12-02,13872
2015-12-03,11199
2015-12-04,12327
2015-12-05,15228
2015-12-06,21419
2015-12-07,18451
2015-12-08,17744
2015-12-09,19264
2015-12-10,17735
2015-12-11,20590
2015-12-12,19200
2015-12-13,21388
2015-12-14,21515
2015-12-15,20925
2015-12-16,20882
2015-12-17,19512
2015-12-18,19790
2015-12-19,19507
2015-12-20,21953
2015-12-21,25023
2015-12-22,21700
2015-12-23,22299
2015-12-24,22536
2015-12-25,20380
2015-12-26,16939
2015-12-27,14779
2015-12-28,14993
2015-12-29,14135
2015-12-30,13059
2015-12-31,11709
2016-01-01,10264
2016-01-02,11859
2016-01-03,13245
2016-01-04,12123
2016-01-05,13819
2016-01-06,13104
2016-01-07,15331
2016-01-08,14331
2016-01-09,13294
2016-01-10,14649
2016-01-11,14635
2016-01-12,14557
2016-01-13,14959
2016-01-14,14427
2016-01-15,16354
2016-01-16,15707
2016-01-17,18185
2016-01-18,17164
2016-01-19,13353
2016-01-20,18186
2016-01-21,19432
2016-01-22,17634
2016-01-23,19513
2016-01-24,17131
2016-01-25,18048
2016-01-26,21714
2016-01-27,18831
2016-01-28,19768
2016-01-29,21547
2016-01-30,23185
2016-01-31,21244
2016-02-01,23519
2016-02-02,21610
2016-02-03,15746
2016-02-04,18546
2016-02-05,19824
2016-02-06,24968
2016-02-07,20514
2016-02-08,17658
2016-02-09,18024
2016-02-10,19028
2016-02-11,22325
2016-02-12,20210
2016-02-13,22904
2016-02-14,20927
2016-02-15,25065
2016-02-16,23889
2016-02-17,23955
2016-02-18,22402
2016-02-19,23074
2016-02-20,28814
2016-02-21,25283
2016-02-22,28095
2016-02-23,32237
2016-02-24,29136
2016-02-25,22036
2016-02-26,19422
2016-02-27,23775
2016-02-28,31202
2016-02-29,31298
2016-03-01,27490
2016-03-02,25955
2016-03-03,22167
2016-03-04,19671
2016-03-05,23218
2016-03-06,17291
2016-03-07,18650
2016-03-08,19222
2016-03-09,23898
2016-03-10,18442
2016-03-11,21146
2016-03-12,24047
2016-03-13,15486
2016-03-14,20308
2016-03-15,19677
2016-03-16,18198
2016-03-17,19247
2016-03-18,20915
2016-03-19,22328
2016-03-20,18703
2016-03-21,20014
2016-03-22,19080
2016-03-23,17467
2016-03-24,19935
2016-03-25,16658
2016-03-26,18646
2016-03-27,18959
2016-03-28,18454
2016-03-29,19218
2016-03-30,18543
2016-03-31,20608
2016-04-01,24259
2016-04-02,25154
2016-04-03,21054
2016-04-04,20440
2016-04-05,18800
2016-04-06,20317
2016-04-07,20272
2016-04-08,19493
2016-04-09,24884
2016-04-10,17066
2016-04-11,19015
2016-04-12,20068
2016-04-13,17479
2016-04-14,17255
2016-04-15,17530
2016-04-16,17801
2016-04-17,24716
2016-04-18,18266
2016-04-19,17956
2016-04-20,17706
2016-04-21,16211
2016-04-22,16235
2016-04-23,17450
2016-04-24,22109
2016-04-25,18840
2016-04-26,21057
2016-04-27,18464
2016-04-28,19745
2016-04-29,22211
2016-04-30,17455
2016-05-01,18554
2016-05-02,18340
2016-05-03,21605
2016-05-04,18575
2016-05-05,20387
2016-05-06,24557
2016-05-07,17123
2016-05-08,16971
2016-05-09,19021
2016-05-10,21092
2016-05-11,19168
2016-05-12,17746
2016-05-13,20025
2016-05-14,21795
2016-05-15,16350
2016-05-16,19220
2016-05-17,21652
2016-05-18,20239
2016-05-19,19086
2016-05-20,17709
2016-05-21,21230
2016-05-22,17160
2016-05-23,20257
2016-05-24,21288
2016-05-25,23531
2016-05-26,23365
2016-05-27,27331
2016-05-28,29689
2016-05-29,22333
2016-05-30,21173
2016-05-31,21588
2016-06-01,19854
2016-06-02,19075
2016-06-03,19443
2016-06-04,23562
2016-06-05,20601
2016-06-06,20428
2016-06-07,21538
2016-06-08,19887
2016-06-09,22004
2016-06-10,21954
2016-06-11,25393
2016-06-12,24243
2016-06-13,26121
2016-06-14,25683
2016-06-15,24921
2016-06-16,26589
2016-06-17,26239
2016-06-18,29825
2016-06-19,22123
2016-06-20,23175
2016-06-21,24847
2016-06-22,24005
2016-06-23,22787
2016-06-24,22418
2016-06-25,24949
2016-06-26,18004
2016-06-27,18084
2016-06-28,18568
2016-06-29,17692
2016-06-30,18808
2016-07-01,19484
2016-07-02,23025
2016-07-03,17544
2016-07-04,17417
2016-07-05,18224
2016-07-06,16399
2016-07-07,17352
2016-07-08,18345
2016-07-09,18193
2016-07-10,13563
2016-07-11,16786
2016-07-12,17918
2016-07-13,16851
2016-07-14,16597
2016-07-15,18160
2016-07-16,21998
2016-07-17,17937
2016-07-18,16782
2016-07-19,17451
2016-07-20,17275
2016-07-21,16231
2016-07-22,17412
2016-07-23,19950
2016-07-24,14502
2016-07-25,17427
2016-07-26,18823
2016-07-27,19325
2016-07-28,17229
2016-07-29,17531
2016-07-30,19923
2016-07-31,17420
2016-08-01,18096
2016-08-02,19050
2016-08-03,20334
2016-08-04,17088
2016-08-05,17261
2016-08-06,19140
2016-08-07,14924
2016-08-08,16802
2016-08-09,17747
2016-08-10,17840
2016-08-11,18425
2016-08-12,17545
2016-08-13,14833
2016-08-14,14520
2016-08-15,16507
2016-08-16,19491
2016-08-17,16938
2016-08-18,19319
2016-08-19,20610
2016-08-20,15920
2016-08-21,14535
2016-08-22,17592
2016-08-23,18008
2016-08-24,20633
2016-08-25,17878
2016-08-26,17156
2016-08-27,15847
2016-08-28,19892
2016-08-29,17369
2016-08-30,18258
2016-08-31,19051
2016-09-01,17056
2016-09-02,17245
2016-09-03,19157
2016-09-04,17121
2016-09-05,18571
2016-09-06,18302
2016-09-07,18055
2016-09-08,17379
2016-09-09,17678
2016-09-10,18598
2016-09-11,14591
2016-09-12,16819
2016-09-13,17543
2016-09-14,16505
2016-09-15,17233
2016-09-16,18136
2016-09-17,18918
2016-09-18,14132
2016-09-19,15871
2016-09-20,18590
2016-09-21,18075
2016-09-22,16265
2016-09-23,17334
2016-09-24,19824
2016-09-25,14987
2016-09-26,17555
2016-09-27,18661
2016-09-28,19027
2016-09-29,21304
2016-09-30,20573
2016-10-01,23558
2016-10-02,17620
2016-10-03,22734
2016-10-04,22771
2016-10-05,22363
2016-10-06,23242
2016-10-07,22796
2016-10-08,27240
2016-10-09,21314
2016-10-10,19008
2016-10-11,20934
2016-10-12,18440
2016-10-13,18246
2016-10-14,18978
2016-10-15,21806
2016-10-16,15404
2016-10-17,18380
2016-10-18,19264
2016-10-19,18357
2016-10-20,21835
2016-10-21,19076
2016-10-22,25454
2016-10-23,20242
2016-10-24,21310
2016-10-25,23012
2016-10-26,23330
2016-10-27,22079
2016-10-28,20680
2016-10-29,27103
2016-10-30,19680
2016-10-31,21917
2016-11-01,22758
2016-11-02,22195
2016-11-03,22255
2016-11-04,22616
2016-11-05,27571
2016-11-06,20984
2016-11-07,23019
2016-11-08,23118
2016-11-09,22405
2016-11-10,22274
2016-11-11,21655
2016-11-12,26651
2016-11-13,20956
2016-11-14,23323
2016-11-15,23502
2016-11-16,23039
2016-11-17,23152
2016-11-18,21941
2016-11-19,27401
2016-11-20,20885
2016-11-21,23667
2016-11-22,24897
2016-11-23,25998
2016-11-24,25215
2016-11-25,24167
2016-11-26,21223
2016-11-27,25531
2016-11-28,23086
2016-11-29,22526
2016-11-30,22116
2016-12-01,23004
2016-12-02,24054
2016-12-03,20610
2016-12-04,22846
2016-12-05,23057
2016-12-06,24050
2016-12-07,23950
2016-12-08,22115
2016-12-09,23516
2016-12-10,20043
2016-12-11,24419
2016-12-12,22809
2016-12-13,22135
2016-12-14,22636
2016-12-15,22560
2016-12-16,21589
2016-12-17,22743
2016-12-18,19944
2016-12-19,23366
2016-12-20,22771
2016-12-21,23893
2016-12-22,25109
2016-12-23,25241
2016-12-24,20992
2016-12-25,21192
2016-12-26,21151
2016-12-27,23817
2016-12-28,25427
2016-12-29,25072
2016-12-30,24609
2016-12-31,26033
2017-01-01,17085
2017-01-02,25538
2017-01-03,25727
2017-01-04,29908
2017-01-05,29855
2017-01-06,29234
2017-01-07,31504
2017-01-08,23523
2017-01-09,24570
2017-01-10,27088
2017-01-11,28162
2017-01-12,27023
2017-01-13,25831
2017-01-14,25729
2017-01-15,26234
2017-01-16,25877
2017-01-17,28471
2017-01-18,27185
2017-01-19,27457
2017-01-20,26060
2017-01-21,25216
2017-01-22,23517
2017-01-23,24892
2017-01-24,27460
2017-01-25,25496
2017-01-26,27333
2017-01-27,25811
2017-01-28,25491
2017-01-29,30129
2017-01-30,26413
2017-01-31,28972
2017-02-01,29380
2017-02-02,26883
2017-02-03,29180
2017-02-04,27108
2017-02-05,25248
2017-02-06,24171
2017-02-07,29243
2017-02-08,27838
2017-02-09,29434
2017-02-10,25838
2017-02-11,23992
2017-02-12,22306
2017-02-13,26608
2017-02-14,26787
2017-02-15,25751
2017-02-16,28694
2017-02-17,27642
2017-02-18,26693
2017-02-19,22904
2017-02-20,27252
2017-02-21,27219
2017-02-22,25966
2017-02-23,28620
2017-02-24,30436
2017-02-25,26562
2017-02-26,24550
2017-02-27,27619
2017-02-28,25762
2017-03-01,29477
2017-03-02,28575
2017-03-03,30050
2017-03-04,26210
2017-03-05,22997
2017-03-06,28116
2017-03-07,28127
2017-03-08,26164
2017-03-09,27159
2017-03-10,28269
2017-03-11,26976
2017-03-12,24172
2017-03-13,30138
2017-03-14,28688
2017-03-15,27550
2017-03-16,33766
2017-03-17,30847
2017-03-18,28459
2017-03-19,28710
2017-03-20,30439
2017-03-21,29825
2017-03-22,31179
2017-03-23,28302
2017-03-24,27500
2017-03-25,25311
2017-03-26,25012
2017-03-27,27561
2017-03-28,29009
2017-03-29,28104
2017-03-30,28423
2017-03-31,27342
2017-04-01,28300
2017-04-02,26582
2017-04-03,30924
2017-04-04,28432
2017-04-05,30548
2017-04-06,29763
2017-04-07,30676
2017-04-08,27627
2017-04-09,28014
2017-04-10,32417
2017-04-11,32078
2017-04-12,30987
2017-04-13,31453
2017-04-14,26946
2017-04-15,29637
2017-04-16,25254
2017-04-17,28829
2017-04-18,32335
2017-04-19,32203
2017-04-20,30307
2017-04-21,34071
2017-04-22,30985
2017-04-23,29145
2017-04-24,31533
2017-04-25,31045
2017-04-26,35125
2017-04-27,37489
2017-04-28,36037
2017-04-29,34356
2017-04-30,32907
2017-05-01,37165
2017-05-02,39638
2017-05-03,39358
2017-05-04,42435
2017-05-05,40966
2017-05-06,38723
2017-05-07,38505
2017-05-08,45469
2017-05-09,45127
2017-05-10,44089
2017-05-11,42874
2017-05-12,41769
2017-05-13,36315
2017-05-14,33727
2017-05-15,43168
2017-05-16,42455
2017-05-17,40756
2017-05-18,38138
2017-05-19,43968
2017-05-20,36736
2017-05-21,38004
2017-05-22,41077
2017-05-23,51315
2017-05-24,46773
2017-05-25,58422
2017-05-26,50376
2017-05-27,45819
2017-05-28,40404
2017-05-29,47676
2017-05-30,55548
2017-05-31,56337
2017-06-01,54655
2017-06-02,49668
2017-06-03,52538
2017-06-04,42856
2017-06-05,51265
2017-06-06,52490
2017-06-07,53536
2017-06-08,47114
2017-06-09,46241
2017-06-10,41543
2017-06-11,37526
2017-06-12,46644
2017-06-13,52699
2017-06-14,48828
2017-06-15,47914
2017-06-16,42782
2017-06-17,37624
2017-06-18,35479
2017-06-19,44183
2017-06-20,51207
2017-06-21,49703
2017-06-22,43567
2017-06-23,41821
2017-06-24,37641
2017-06-25,32349
2017-06-26,41229
2017-06-27,44712
2017-06-28,42741
2017-06-29,38915
2017-06-30,40045
2017-07-01,33528
2017-07-02,31561
2017-07-03,40285
2017-07-04,46570
2017-07-05,41601
2017-07-06,40150
2017-07-07,40101
2017-07-08,34078
2017-07-09,28982
2017-07-10,39298
2017-07-11,46986
2017-07-12,39786
2017-07-13,37595
2017-07-14,36163
2017-07-15,34625
2017-07-16,30767
2017-07-17,35156
2017-07-18,43693
2017-07-19,39798
2017-07-20,39212
2017-07-21,41067
2017-07-22,33341
2017-07-23,26734
2017-07-24,36820
2017-07-25,39977
2017-07-26,37083
2017-07-27,36796
2017-07-28,42833
2017-07-29,35562
2017-07-30,31202
2017-07-31,34884
2017-08-01,16823
2017-08-02,33802
2017-08-03,37957
2017-08-04,38019
2017-08-05,39125
2017-08-06,35787
2017-08-07,45209
2017-08-08,53344
2017-08-09,44272
2017-08-10,46778
2017-08-11,47084
2017-08-12,44528
2017-08-13,42832
2017-08-14,48252
2017-08-15,56358
2017-08-16,45803
2017-08-17,47365
2017-08-18,49545
2017-08-19,42562
2017-08-20,37310
2017-08-21,45467
2017-08-22,35342
2017-08-23,46869
2017-08-24,38448
2017-08-25,40701
2017-08-26,34870
2017-08-27,35228
2017-08-28,42979
2017-08-29,48123
2017-08-30,44835
2017-08-31,46951
2017-09-01,47682
2017-09-02,46018
2017-09-03,34696
2017-09-04,45615
2017-09-05,46006
2017-09-06,46395
2017-09-07,43419
2017-09-08,46327
2017-09-09,34916
2017-09-10,33485
2017-09-11,39758
2017-09-12,42562
2017-09-13,42622
2017-09-14,45902
2017-09-15,50378
2017-09-16,35557
2017-09-17,30457
2017-09-18,39106
2017-09-19,40755
2017-09-20,33690
2017-09-21,35943
2017-09-22,34924
2017-09-23,27615
2017-09-24,26023
2017-09-25,36890
2017-09-26,37449
2017-09-27,42970
2017-09-28,44043
2017-09-29,44044
2017-09-30,35727
2017-10-01,33294
2017-10-02,46271
2017-10-03,44123
2017-10-04,38651
2017-10-05,37504
2017-10-06,43745
2017-10-07,32535
2017-10-08,34083
2017-10-09,43377
2017-10-10,45123
2017-10-11,41585
2017-10-12,45665
2017-10-13,53511
2017-10-14,42382
2017-10-15,37307
2017-10-16,46680
2017-10-17,51578
2017-10-18,48829
2017-10-19,47739
2017-10-20,49329
2017-10-21,43473
2017-10-22,41722
2017-10-23,45567
2017-10-24,51765
2017-10-25,46076
2017-10-26,44254
2017-10-27,45744
2017-10-28,32165
2017-10-29,47187
2017-10-30,49425
2017-10-31,48389
2017-11-01,49017
2017-11-02,52694
2017-11-03,52423
2017-11-04,39753
2017-11-05,41216
2017-11-06,46991
2017-11-07,49915
2017-11-08,51314
2017-11-09,55259
2017-11-10,47021
2017-11-11,32627
2017-11-12,31927
2017-11-13,48834
2017-11-14,43509
2017-11-15,51282
2017-11-16,44696
2017-11-17,51988
2017-11-18,41317
2017-11-19,38420
2017-11-20,54990
2017-11-21,64338
2017-11-22,57211
2017-11-23,55286
2017-11-24,58672
2017-11-25,48946
2017-11-26,58324
2017-11-27,72623
2017-11-28,67441
2017-11-29,73421
2017-11-30,65825
2017-12-01,61032
2017-12-02,44767
2017-12-03,50548
2017-12-04,57793
2017-12-05,66112
2017-12-06,78051
2017-12-07,81431
2017-12-08,73649
2017-12-09,62425
2017-12-10,51190
2017-12-11,66066
2017-12-12,75592
2017-12-13,79725
2017-12-14,79463
2017-12-15,73131
2017-12-16,66527
2017-12-17,78130
2017-12-18,81615
2017-12-19,83672
2017-12-20,79847
2017-12-21,78346
2017-12-22,76822
2017-12-23,65154
2017-12-24,52060
2017-12-25,54318
2017-12-26,59391
2017-12-27,71855
2017-12-28,71073
2017-12-29,74825
2017-12-30,71838
2017-12-31,57338
2018-01-01,54962
2018-01-02,79087
2018-01-03,84294
2018-01-04,105028
2018-01-05,101318
2018-01-06,94040
2018-01-07,78549
2018-01-08,88476
2018-01-09,96932
2018-01-10,90879
2018-01-11,80727
2018-01-12,73983
2018-01-13,65223
2018-01-14,60402
2018-01-15,75922
2018-01-16,88859
2018-01-17,77087
2018-01-18,72240
2018-01-19,63586
2018-01-20,55067
2018-01-21,51103
2018-01-22,58738
2018-01-23,55979
2018-01-24,57424
2018-01-25,54649
2018-01-26,52948
2018-01-27,42258
2018-01-28,48184
2018-01-29,51896
2018-01-30,56299
2018-01-31,53032
2018-02-01,56761
2018-02-02,56746
2018-02-03,36933
2018-02-04,36867
2018-02-05,52153
2018-02-06,60783
2018-02-07,49848
2018-02-08,32412
2018-02-09,40889
2018-02-10,43184
2018-02-11,36776
2018-02-12,45083
2018-02-13,45092
2018-02-14,47052
2018-02-15,48248
2018-02-16,42956
2018-02-17,39810
2018-02-18,38614
2018-02-19,44423
2018-02-20,46293
2018-02-21,43738
2018-02-22,46603
2018-02-23,41602
2018-02-24,35473
2018-02-25,30855
2018-02-26,42559
2018-02-27,43952
2018-02-28,47030
2018-03-01,42471
2018-03-02,42635
2018-03-03,41014
2018-03-04,36112
2018-03-05,42901
2018-03-06,47550
2018-03-07,49574
2018-03-08,48184
2018-03-09,46496
2018-03-10,33259
2018-03-11,29739
2018-03-12,40626
2018-03-13,46657
2018-03-14,42598
2018-03-15,44857
2018-03-16,39457
2018-03-17,33706
2018-03-18,35852
2018-03-19,40630
2018-03-20,37782
2018-03-21,38700
2018-03-22,40017
2018-03-23,38671
2018-03-24,32348
2018-03-25,28123
2018-03-26,37382
2018-03-27,35131
2018-03-28,32610
2018-03-29,39409
2018-03-30,41051
2018-03-31,29149
2018-04-01,26746
2018-04-02,32421
2018-04-03,36711
2018-04-04,34691
2018-04-05,33825
2018-04-06,34025
2018-04-07,28461
2018-04-08,25072
2018-04-09,34570
2018-04-10,34120
2018-04-11,34048
2018-04-12,38924
2018-04-13,43379
2018-04-14,30392
2018-04-15,32702
2018-04-16,38127
2018-04-17,40272
2018-04-18,39660
2018-04-19,43115
2018-04-20,49626
2018-04-21,39407
2018-04-22,37208
2018-04-23,44371
2018-04-24,52051
2018-04-25,45604
2018-04-26,43498
2018-04-27,47605
2018-04-28,46340
2018-04-29,39179
2018-04-30,45476
2018-05-01,40666
2018-05-02,45991
2018-05-03,50719
2018-05-04,47630
2018-05-05,40562
2018-05-06,35021
2018-05-07,42588
2018-05-08,46748
2018-05-09,43099
2018-05-10,43928
2018-05-11,43793
2018-05-12,37048
2018-05-13,31181
2018-05-14,43989
2018-05-15,42417
2018-05-16,38882
2018-05-17,36522
2018-05-18,41844
2018-05-19,31331
2018-05-20,31298
2018-05-21,38632
2018-05-22,36713
2018-05-23,39523
2018-05-24,37418
2018-05-25,36006
2018-05-26,27231
2018-05-27,26609
2018-05-28,36773
2018-05-29,35984
2018-05-30,35468
2018-05-31,36698
2018-06-01,40694
2018-06-02,31869
2018-06-03,31237
2018-06-04,36944
2018-06-05,36229
2018-06-06,37116
2018-06-07,37112
2018-06-08,37793
2018-06-09,28207
2018-06-10,33118
2018-06-11,38369
2018-06-12,36807
2018-06-13,36667
2018-06-14,34521
2018-06-15,35681
2018-06-16,24210
2018-06-17,23950
2018-06-18,31340
2018-06-19,31715
2018-06-20,31962
2018-06-21,32206
2018-06-22,35602
2018-06-23,24199
2018-06-24,25317
2018-06-25,31056
2018-06-26,28360
2018-06-27,28810
2018-06-28,28594
2018-06-29,32011
2018-06-30,26528
2018-07-01,24844
2018-07-02,33559
2018-07-03,33979
2018-07-04,31504
2018-07-05,32231
2018-07-06,33706
2018-07-07,25780
2018-07-08,24768
2018-07-09,31701
2018-07-10,31311
2018-07-11,28990
2018-07-12,28140
2018-07-13,30588
2018-07-14,22442
2018-07-15,22590
2018-07-16,29802
2018-07-17,33686
2018-07-18,38560
2018-07-19,35860
2018-07-20,34306
2018-07-21,24002
2018-07-22,23320
2018-07-23,34371
2018-07-24,40614
2018-07-25,36986
2018-07-26,33323
2018-07-27,32477
2018-07-28,25239
2018-07-29,24298
2018-07-30,32000
2018-07-31,34556
2018-08-01,32268
2018-08-02,30520
2018-08-03,33233
2018-08-04,25302
2018-08-05,22721
2018-08-06,30542
2018-08-07,30772
2018-08-08,33154
2018-08-09,29558
2018-08-10,30676
2018-08-11,23479
2018-08-12,21101
2018-08-13,29366
2018-08-14,32688
2018-08-15,29752
2018-08-16,30218
2018-08-17,30579
2018-08-18,22864
2018-08-19,20601
2018-08-20,26972
2018-08-21,27291
2018-08-22,29042
2018-08-23,26219
2018-08-24,28060
2018-08-25,22662
2018-08-26,22086
2018-08-27,29168
2018-08-28,33282
2018-08-29,31180
2018-08-30,29400
2018-08-31,31045
2018-09-01,27565
2018-09-02,25034
2018-09-03,29677
2018-09-04,30507
2018-09-05,33422
2018-09-06,33000
2018-09-07,30893
2018-09-08,25040
2018-09-09,25755
2018-09-10,28893
2018-09-11,29020
2018-09-12,28305
2018-09-13,28582
2018-09-14,28753
2018-09-15,22503
2018-09-16,20421
2018-09-17,28445
2018-09-18,28166
2018-09-19,29627
2018-09-20,29763
2018-09-21,36390
2018-09-22,25591
2018-09-23,23272
2018-09-24,26933
2018-09-25,30310
2018-09-26,29931
2018-09-27,29776
2018-09-28,32654
2018-09-29,24428
2018-09-30,24800
2018-10-01,30374
2018-10-02,30287
2018-10-03,28845
2018-10-04,28490
2018-10-05,28597
2018-10-06,24361
2018-10-07,21611
2018-10-08,29296
2018-10-09,29915
2018-10-10,30480
2018-10-11,32860
2018-10-12,29575
2018-10-13,22351
2018-10-14,21936
2018-10-15,38788
2018-10-16,30930
2018-10-17,28990
2018-10-18,29124
2018-10-19,26978
2018-10-20,21729
2018-10-21,21430
2018-10-22,30152
2018-10-23,30140
2018-10-24,30979
2018-10-25,35759
2018-10-26,31099
2018-10-27,22513
2018-10-28,22737
2018-10-29,33099
2018-10-30,33886
2018-10-31,33655
2018-11-01,32185
2018-11-02,32204
2018-11-03,25085
2018-11-04,24240
2018-11-05,32306
2018-11-06,31463
2018-11-07,30722
2018-11-08,29340
2018-11-09,29888
2018-11-10,22037
2018-11-11,21283
2018-11-12,30254
2018-11-13,29676
2018-11-14,32863
2018-11-15,36675
2018-11-16,32552
2018-11-17,24022
2018-11-18,22593
2018-11-19,33175
2018-11-20,40459
2018-11-21,33796
2018-11-22,27661
2018-11-23,29207
2018-11-24,23076
2018-11-25,28197
2018-11-26,31606
2018-11-27,30301
2018-11-28,31261
2018-11-29,31512
2018-11-30,30433
2018-12-01,23302
2018-12-02,20629
2018-12-03,28808
2018-12-04,31508
2018-12-05,30280
2018-12-06,32794
2018-12-07,32212
2018-12-08,22904
2018-12-09,21676
2018-12-10,27287
2018-12-11,26809
2018-12-12,25996
2018-12-13,26828
2018-12-14,27039
2018-12-15,21115
2018-12-16,20370
2018-12-17,27585
2018-12-18,28617
2018-12-19,33526
2018-12-20,31859
2018-12-21,31430
2018-12-22,22473
2018-12-23,21829
2018-12-24,28382
2018-12-25,23096
2018-12-26,24050
2018-12-27,26687
2018-12-28,29190
2018-12-29,22975
2018-12-30,21402
2018-12-31,23595
2019-01-01,17307
2019-01-02,26408
2019-01-03,26988
2019-01-04,26951
2019-01-05,21843
2019-01-06,22074
2019-01-07,27031
2019-01-08,27513
2019-01-09,28118
2019-01-10,30725
2019-01-11,28153
2019-01-12,20353
2019-01-13,20246
2019-01-14,25251
2019-01-15,28189
2019-01-16,27979
2019-01-17,28843
2019-01-18,26794
2019-01-19,21566
2019-01-20,22009
2019-01-21,26074
2019-01-22,27164
2019-01-23,26584
2019-01-24,26601
2019-01-25,26044
2019-01-26,21117
2019-01-27,20106
2019-01-28,29252
2019-01-29,28198
2019-01-30,27605
2019-01-31,30037
2019-02-01,27045
2019-02-02,20824
2019-02-03,19822
2019-02-04,23853
2019-02-05,24753
2019-02-06,25345
2019-02-07,24144
2019-02-08,26035
2019-02-09,21899
2019-02-10,19375
2019-02-11,25802
2019-02-12,26163
2019-02-13,26665
2019-02-14,24198
2019-02-15,24981
2019-02-16,21495
2019-02-17,20341
2019-02-18,30872
2019-02-19,31467
2019-02-20,29550
2019-02-21,28002
2019-02-22,28334
2019-02-23,23747
2019-02-24,28061
2019-02-25,31737
2019-02-26,31784
2019-02-27,30546
2019-02-28,30352
2019-03-01,30982
2019-03-02,24206
2019-03-03,22583
2019-03-04,29752
2019-03-05,32319
2019-03-06,31326
2019-03-07,31435
2019-03-08,31968
2019-03-09,25297
2019-03-10,22675
2019-03-11,32033
2019-03-12,32475
2019-03-13,32662
2019-03-14,32955
2019-03-15,33989
2019-03-16,28338
2019-03-17,24331
2019-03-18,32877
2019-03-19,33943
2019-03-20,34119
2019-03-21,34012
2019-03-22,33182
2019-03-23,26064
2019-03-24,25898
2019-03-25,34968
2019-03-26,35437
2019-03-27,37886
2019-03-28,34665
2019-03-29,35942
2019-03-30,31668
2019-03-31,28841
2019-04-01,36654
2019-04-02,50121
2019-04-03,49360
2019-04-04,39365
2019-04-05,36222
2019-04-06,28746
2019-04-07,30650
2019-04-08,41201
2019-04-09,37903
2019-04-10,38591
2019-04-11,39097
2019-04-12,33735
2019-04-13,25724
2019-04-14,24318
2019-04-15,34319
2019-04-16,34426
2019-04-17,34645
2019-04-18,35925
2019-04-19,33912
2019-04-20,28015
2019-04-21,28746
2019-04-22,34881
2019-04-23,38984
2019-04-24,39663
2019-04-25,37411
2019-04-26,40743
2019-04-27,27950
2019-04-28,26738
2019-04-29,32300
2019-04-30,36748
2019-05-01,29852
2019-05-02,32065
2019-05-03,36745
2019-05-04,32240
2019-05-05,30812
2019-05-06,38270
2019-05-07,44412
2019-05-08,46033
2019-05-09,39352
2019-05-10,38758
2019-05-11,37766
2019-05-12,35583
2019-05-13,39005
2019-05-14,42723
2019-05-15,51800
2019-05-16,60524
2019-05-17,53293
2019-05-18,40948
2019-05-19,43831
2019-05-20,52764
2019-05-21,56743
2019-05-22,54177
2019-05-23,50888
2019-05-24,52725
2019-05-25,41294
2019-05-26,40828
2019-05-27,59461
2019-05-28,53943
2019-05-29,53097
2019-05-30,55908
2019-05-31,46925
2019-06-01,41069
2019-06-02,39406
2019-06-03,45314
2019-06-04,49675
2019-06-05,45409
2019-06-06,42969
2019-06-07,39136
2019-06-08,32849
2019-06-09,30561
2019-06-10,43208
2019-06-11,44369
2019-06-12,44020
2019-06-13,44028
2019-06-14,47951
2019-06-15,40954
2019-06-16,41905
2019-06-17,46547
2019-06-18,45937
2019-06-19,44042
2019-06-20,45840
2019-06-21,51108
2019-06-22,51904
