t,indicators_sopr_less_155
2010-09-23,1.00216203330373
2010-09-24,0.99898301687486
2010-09-25,1.00528887717245
2010-09-26,1.00295753396868
2010-09-27,0.994224263558501
2010-09-28,0.996853823601187
2010-09-29,0.993674996593822
2010-09-30,0.990868168914055
2010-10-01,1.00874898758315
2010-10-02,0.994336401662395
2010-10-03,0.99435369089765
2010-10-04,0.98209870977859
2010-10-05,1.00216617912692
2010-10-06,1.01419032009727
2010-10-07,1.02907008539239
2010-10-08,1.12409091413381
2010-10-09,1.28153196610268
2010-10-10,1.24316906251348
2010-10-11,1.25749889934044
2010-10-12,1.03722509626791
2010-10-13,1.07931691432593
2010-10-14,1.06337880261729
2010-10-15,1.41055894756643
2010-10-16,1.04299004288311
2010-10-17,1.06413016917627
2010-10-18,1.06518288262046
2010-10-19,1.02497697532684
2010-10-20,1.09525276719684
2010-10-21,1.28320735207439
2010-10-22,1.04396635242903
2010-10-23,1.08133269931109
2010-10-24,1.23821366034284
2010-10-25,1.27861000856804
2010-10-26,1.3698581175119
2010-10-27,1.39622312011922
2010-10-28,1.86478319375867
2010-10-29,1.18238490437734
2010-10-30,1.26186810114418
2010-10-31,1.35017642107575
2010-11-01,1.07935125154747
2010-11-02,1.26140703658791
2010-11-03,1.19096291723801
2010-11-04,1.55017998018793
2010-11-05,1.29093670741807
2010-11-06,1.42170924628077
2010-11-07,1.26470924035697
2010-11-08,1.32173256431661
2010-11-09,1.17852990809674
2010-11-10,0.826150843467217
2010-11-11,1.14417447009496
2010-11-12,1.05244479034113
2010-11-13,1.41624301396438
2010-11-14,1.15983006049256
2010-11-15,1.13449180801769
2010-11-16,1.08682019490002
2010-11-17,1.04435811701195
2010-11-18,1.14494589634187
2010-11-19,1.39995993115532
2010-11-20,1.18863382659582
2010-11-21,1.07706540073586
2010-11-22,1.06749338866391
2010-11-23,1.02133553997507
2010-11-24,1.0700436257391
2010-11-25,1.15254846608174
2010-11-26,0.902384875432616
2010-11-27,1.06528760793363
2010-11-28,1.02061155731022
2010-11-29,0.987653007477976
2010-11-30,0.863675480777191
2010-12-01,0.885765466260914
2010-12-02,1.3883499893629
2010-12-03,1.019420202471
2010-12-04,0.97723525444795
2010-12-05,1.12731184802772
2010-12-06,0.969147386570274
2010-12-07,1.06782035772047
2010-12-08,1.08422576453726
2010-12-09,0.956555681072263
2010-12-10,1.00273578667053
2010-12-11,0.97051209043117
2010-12-12,1.01463013607379
2010-12-13,1.07908316808932
2010-12-14,1.01024960373983
2010-12-15,1.37726966388212
2010-12-16,1.08810181032045
2010-12-17,1.04890536471908
2010-12-18,1.11079248978638
2010-12-19,1.00691038998536
2010-12-20,1.10840284069162
2010-12-21,1.10702828435435
2010-12-22,1.02366193944505
2010-12-23,1.16687208148384
2010-12-24,0.96843798413121
2010-12-25,1.06851502975102
2010-12-26,1.1118670151053
2010-12-27,1.00639220801872
2010-12-28,1.09997600908816
2010-12-29,1.28999539668123
2010-12-30,1.1416110633789
2010-12-31,1.06352986680446
2011-01-01,1.05820022120303
2011-01-02,1.19177956699949
2011-01-03,1.13542792322889
2011-01-04,1.07502988589334
2011-01-05,1.0876637043484
2011-01-06,1.01537209921637
2011-01-07,1.12780135422184
2011-01-08,1.10341125738756
2011-01-09,1.11456159588071
2011-01-10,1.51031860396151
2011-01-11,1.17630500318408
2011-01-12,1.05535038973366
2011-01-13,1.47411982512315
2011-01-14,1.1734811672274
2011-01-15,1.14505613045875
2011-01-16,1.15670492640048
2011-01-17,1.21428495577244
2011-01-18,0.979970383550884
2011-01-19,1.18290349027569
2011-01-20,1.12846878114915
2011-01-21,1.15709675308514
2011-01-22,1.21014792085162
2011-01-23,1.41522649342261
2011-01-24,1.15377779951599
2011-01-25,1.15299295289385
2011-01-26,1.23257519819858
2011-01-27,1.20442302706893
2011-01-28,1.07151532329098
2011-01-29,1.17421973488203
2011-01-30,1.17681505646256
2011-01-31,1.42142153974927
2011-02-01,1.59705692323468
2011-02-02,1.6677230571553
2011-02-03,1.15871175983121
2011-02-04,1.27104916625922
2011-02-05,1.37527936781171
2011-02-06,1.57409932692679
2011-02-07,1.40205053380342
2011-02-08,1.09059339184546
2011-02-09,1.40901654661326
2011-02-10,1.13547026850151
2011-02-11,1.12470691886724
2011-02-12,1.12948543123633
2011-02-13,1.16248038998948
2011-02-14,1.1337997129557
2011-02-15,1.04127090788556
2011-02-16,1.0366448922066
2011-02-17,1.05434864312038
2011-02-18,1.07946478572369
2011-02-19,1.02206183942727
2011-02-20,1.08712525419205
2011-02-21,0.993999844771733
2011-02-22,1.07589019426314
2011-02-23,1.02448030591473
2011-02-24,1.05733831432203
2011-02-25,1.01643747618259
2011-02-26,1.05762823458231
2011-02-27,1.19942913977557
2011-02-28,1.18755751345052
2011-03-01,1.60307252493431
2011-03-02,1.00070089926412
2011-03-03,0.999360448719535
2011-03-04,1.0121687826412
2011-03-05,1.00939501171654
2011-03-06,0.948653483915155
2011-03-07,0.993104464763452
2011-03-08,1.0535707473854
2011-03-09,0.991138723285443
2011-03-10,1.00859627887074
2011-03-11,1.01506176026553
2011-03-12,1.20116376768904
2011-03-13,1.04769811574636
2011-03-14,1.09637497090216
2011-03-15,1.07403905960633
2011-03-16,1.08954974321479
2011-03-17,1.04414521928844
2011-03-18,0.991231273586354
2011-03-19,0.997849502819663
2011-03-20,0.988954713768233
2011-03-21,1.01973528334436
2011-03-22,0.973313177358989
2011-03-23,1.0703086715243
2011-03-24,1.04630403320039
2011-03-25,1.02651051263381
2011-03-26,1.08256273782848
2011-03-27,0.979064657595719
2011-03-28,0.968471108917339
2011-03-29,0.967638811789194
2011-03-30,0.964007691108675
2011-03-31,0.986601240481069
2011-04-01,0.998241544128836
2011-04-02,0.961564462992958
2011-04-03,0.983630955313664
2011-04-04,0.9226647472933
2011-04-05,1.01052209159613
2011-04-06,0.966536585706102
2011-04-07,1.0095552740512
2011-04-08,0.998648509429002
2011-04-09,1.00218888463192
2011-04-10,0.968394240843202
2011-04-11,1.01987608094173
2011-04-12,1.06783621299566
2011-04-13,1.09741986236642
2011-04-14,1.10432281774673
2011-04-15,1.12131478894294
2011-04-16,1.05339847505462
2011-04-17,1.0527872752098
2011-04-18,1.288149482283
2011-04-19,1.0333033953789
2011-04-20,1.03908884758407
2011-04-21,1.10325435619196
2011-04-22,1.23494316324823
2011-04-23,1.32902358902681
2011-04-24,1.36564793588442
2011-04-25,1.05686619262118
2011-04-26,1.08874596386654
2011-04-27,1.21788604720461
2011-04-28,1.3216787236997
2011-04-29,2.89728704005355
2011-04-30,1.79697921384432
2011-05-01,1.19521825238238
2011-05-02,1.09882921304963
2011-05-03,1.29683409181509
2011-05-04,1.80436743033191
2011-05-05,1.17252035058748
2011-05-06,1.55234112625015
2011-05-07,1.07764590047139
2011-05-08,1.01614585190732
2011-05-09,1.12936522345757
2011-05-10,1.16436774276189
2011-05-11,1.42717268210988
2011-05-12,1.14781480091014
2011-05-13,1.38690516130332
2011-05-14,1.25260074707703
2011-05-15,1.47620744199273
2011-05-16,1.21854428166508
2011-05-17,1.25134269095206
2011-05-18,1.12853910012159
2011-05-19,1.09552921348802
2011-05-20,1.20462605601395
2011-05-21,0.811107250191041
2011-05-22,1.11254470945741
2011-05-23,1.09994393861811
2011-05-24,1.09223032534814
2011-05-25,1.11624768884682
2011-05-26,1.2293938912594
2011-05-27,1.26673297845544
2011-05-28,1.06259118817171
2011-05-29,1.0829574757025
2011-05-30,1.20634311512853
2011-05-31,1.20053624578433
2011-06-01,1.1512194281875
2011-06-02,1.23261018312099
2011-06-03,1.38272254147065
2011-06-04,1.44150070844085
2011-06-05,1.21288435915359
2011-06-06,2.30001368143063
2011-06-07,1.20093192038996
2011-06-08,1.71165179637235
2011-06-09,1.41924884514346
2011-06-10,1.2350085473759
2011-06-11,0.903255200801525
2011-06-12,1.30349603440647
2011-06-13,1.04100128325233
2011-06-14,1.34287190735473
2011-06-15,1.07839541790866
2011-06-16,1.05587493374459
2011-06-17,0.966076567825823
2011-06-18,1.049471202938
2011-06-19,0.996036535629635
2011-06-20,1.02179338711591
2011-06-21,1.0941999677808
2011-06-22,0.999530781078541
2011-06-23,1.04516791162154
2011-06-24,1.03827480914811
2011-06-25,1.01362509524858
2011-06-26,0.980256353855266
2011-06-27,1.02012658541604
2011-06-28,1.03643204822389
2011-06-29,1.03083066488654
2011-06-30,1.0405263446778
2011-07-01,0.977711949491015
2011-07-02,0.977002110269574
2011-07-03,1.00105677865882
2011-07-04,0.97591578226825
2011-07-05,0.985442796247185
2011-07-06,1.00240288037135
2011-07-07,0.982976548205892
2011-07-08,0.950353748662019
2011-07-09,0.989879880471676
2011-07-10,1.0019464785303
2011-07-11,0.990795336493238
2011-07-12,0.995067513520899
2011-07-13,1.00636953072541
2011-07-14,0.989907274762015
2011-07-15,0.996261136390369
2011-07-16,0.986250691136964
2011-07-17,0.995324084378981
2011-07-18,0.803792761574837
2011-07-19,1.0226579555543
2011-07-20,0.877248216589052
2011-07-21,0.988491029513883
2011-07-22,0.986589988893985
2011-07-23,1.00121171843755
2011-07-24,0.991651500854627
2011-07-25,1.01215062957235
2011-07-26,0.998751386138732
2011-07-27,1.00411314523759
2011-07-28,0.960066044033049
2011-07-29,0.998409306541548
2011-07-30,1.01123676171792
2011-07-31,0.982324280037471
2011-08-01,0.982581129678301
2011-08-02,0.966345669318729
2011-08-03,0.862496701825027
2011-08-04,0.907556628617322
2011-08-05,0.955528198968219
2011-08-06,0.789324878852908
2011-08-07,0.774493554366909
2011-08-08,0.84975762415107
2011-08-09,1.02869966037612
2011-08-10,0.980186398663529
2011-08-11,0.964418735611072
2011-08-12,0.970878878942967
2011-08-13,0.98591175499404
2011-08-14,0.999264808463566
2011-08-15,1.06117405717595
2011-08-16,1.03792767979451
2011-08-17,1.01640147478033
2011-08-18,0.999612522607542
2011-08-19,1.00792352683949
2011-08-20,1.00462152649904
2011-08-21,0.989324260704356
2011-08-22,0.998176019926816
2011-08-23,0.974635290547753
2011-08-24,0.97947720879659
2011-08-25,1.04733990774402
2011-08-26,0.929239848449331
2011-08-27,0.708555275836153
2011-08-28,0.987094524277732
2011-08-29,0.946231176685888
2011-08-30,0.956530100485714
2011-08-31,0.96035995870696
2011-09-01,0.931721012687896
2011-09-02,0.991338189236235
2011-09-03,0.985592766654318
2011-09-04,0.959245443167149
2011-09-05,0.919246269440865
2011-09-06,0.821790252370743
2011-09-07,0.895415161715847
2011-09-08,0.780789382848071
2011-09-09,0.789966478479613
2011-09-10,0.883133787393293
2011-09-11,0.72573065228548
2011-09-12,0.854925854096373
2011-09-13,0.868262103318943
2011-09-14,0.87358869612715
2011-09-15,0.903759528956911
2011-09-16,0.921921367340416
2011-09-17,0.94881382154489
2011-09-18,0.960134949355737
2011-09-19,0.921309390747815
2011-09-20,0.987757018088438
2011-09-21,0.997464508499799
2011-09-22,0.905231597706875
2011-09-23,0.957635405983265
2011-09-24,0.972769529247073
2011-09-25,0.731360804714222
2011-09-26,0.921795462121818
2011-09-27,0.943822683819444
2011-09-28,0.936508928341794
2011-09-29,0.966707446295491
2011-09-30,0.985609170132632
2011-10-01,0.906644633286959
2011-10-02,0.900763101497258
2011-10-03,0.938857119395787
2011-10-04,0.953457188213364
2011-10-05,0.952016585433643
2011-10-06,0.911526684717114
2011-10-07,0.884661985375364
2011-10-08,0.913342219257997
2011-10-09,0.872753741948954
2011-10-10,0.940978354295257
2011-10-11,0.846559069596829
2011-10-12,0.892684140251634
2011-10-13,0.956410382735947
2011-10-14,0.890729215802712
2011-10-15,0.93693254240115
2011-10-16,0.910817977664246
2011-10-17,0.683234323886874
2011-10-18,0.778183335704307
2011-10-19,0.643313336784278
2011-10-20,0.901066516315449
2011-10-21,0.931692502858464
2011-10-22,0.925978718451704
2011-10-23,0.977763050562338
2011-10-24,0.938685135972312
2011-10-25,0.948350621918002
2011-10-26,0.816327960349829
2011-10-27,0.970617865651711
2011-10-28,1.01933394103705
2011-10-29,1.00173140843082
2011-10-30,0.97386193079412
2011-10-31,0.961133206303594
2011-11-01,0.967185553869503
2011-11-02,0.988418133388714
2011-11-03,0.896796557318847
2011-11-04,0.95280591791585
2011-11-05,0.960724636834799
2011-11-06,0.971255723665203
2011-11-07,0.9592972808721
2011-11-08,0.958777882565061
2011-11-09,0.596385558818085
2011-11-10,0.938311440847834
2011-11-11,0.935998406355952
2011-11-12,0.974329490669313
2011-11-13,0.977525216800612
2011-11-14,0.863765784270148
2011-11-15,0.926961365402528
2011-11-16,0.629970185640591
2011-11-17,0.992567296431657
2011-11-18,0.971006914638799
2011-11-19,0.991024004012765
2011-11-20,0.995121187622205
2011-11-21,0.992090590323906
2011-11-22,0.999673263308182
2011-11-23,0.975973397045457
2011-11-24,1.01046793478992
2011-11-25,1.02637298489442
2011-11-26,0.956914094457347
2011-11-27,0.996132200603394
2011-11-28,0.987567522491802
2011-11-29,1.0144413737214
2011-11-30,1.00890394031051
2011-12-01,1.00101588569132
2011-12-02,1.00371073712927
2011-12-03,0.984805595740578
2011-12-04,0.998987358448094
2011-12-05,1.0019902891525
2011-12-06,1.00288421143318
2011-12-07,0.990758608225779
2011-12-08,0.997811040853953
2011-12-09,1.00459757173518
2011-12-10,1.00017735331449
2011-12-11,1.03642203347008
2011-12-12,1.01317962956039
2011-12-13,1.00432416996009
2011-12-14,0.948153441671045
2011-12-15,1.00743759225379
2011-12-16,1.00595375526424
2011-12-17,1.00065744474384
2011-12-18,0.999152445967388
2011-12-19,1.0415130650404
2011-12-20,1.12331909386813
2011-12-21,1.04643956091974
2011-12-22,1.03500249533136
2011-12-23,1.05931904755881
2011-12-24,1.0306196227345
2011-12-25,1.07017238695967
2011-12-26,1.02284533534551
2011-12-27,1.01681383506599
2011-12-28,1.04250661996081
2011-12-29,1.00951221194065
2011-12-30,1.0338080867154
2011-12-31,1.07286866795338
2012-01-01,1.0898585646612
2012-01-02,1.12561951988385
2012-01-03,1.04721470606918
2012-01-04,1.10209496004742
2012-01-05,1.17917186986671
2012-01-06,1.16718992379856
2012-01-07,1.11917886412556
2012-01-08,1.14764628398505
2012-01-09,1.12939262388574
2012-01-10,1.06931433835227
2012-01-11,1.10250643240225
2012-01-12,1.1023488470041
2012-01-13,1.066872185303
2012-01-14,1.0772282646184
2012-01-15,1.0777736114763
2012-01-16,1.06209216394969
2012-01-17,1.04390276357682
2012-01-18,0.95882610443994
2012-01-19,1.06514831810501
2012-01-20,1.02283920661285
2012-01-21,1.01630539116202
2012-01-22,1.00708380983567
2012-01-23,1.01426245474427
2012-01-24,1.0170424662026
2012-01-25,0.995067556045655
2012-01-26,0.959215468291576
2012-01-27,0.938883974680483
2012-01-28,0.980050319596122
2012-01-29,0.973001957828733
2012-01-30,0.971126725192278
2012-01-31,0.978331628013295
2012-02-01,1.01372724860522
2012-02-02,1.02782776403966
2012-02-03,1.01479677396102
2012-02-04,1.00540668048985
2012-02-05,0.988308064200429
2012-02-06,0.98097624833705
2012-02-07,0.984618084766556
2012-02-08,0.993671812233637
2012-02-09,1.00130207378535
2012-02-10,1.02352381007169
2012-02-11,1.00775313739434
2012-02-12,0.993896132745961
2012-02-13,0.975973230067945
2012-02-14,1.00526411933824
2012-02-15,0.983509443496765
2012-02-16,0.94434128606861
2012-02-17,0.962016235948336
2012-02-18,0.967185558678405
2012-02-19,0.947709437420237
2012-02-20,0.979304040913525
2012-02-21,0.960395488982005
2012-02-22,0.981161841998358
2012-02-23,1.02522411631534
2012-02-24,1.02924617254555
2012-02-25,1.02991946114163
2012-02-26,1.01085341242082
2012-02-27,1.01547416880632
2012-02-28,1.01236034730131
2012-02-29,0.997334947149074
2012-03-01,1.00769897255232
2012-03-02,0.973486795091259
2012-03-03,0.972728489651635
2012-03-04,1.01037255292994
2012-03-05,1.01802980432396
2012-03-06,1.01262470016699
2012-03-07,1.01162223019268
2012-03-08,1.00184137132351
2012-03-09,1.00321009486485
2012-03-10,0.999780189261101
2012-03-11,1.0046055808987
2012-03-12,0.991091913766242
2012-03-13,1.02597589065878
2012-03-14,1.05316317528375
2012-03-15,1.02848725607141
2012-03-16,1.04166500891904
2012-03-17,1.03417992393847
2012-03-18,1.02478634418471
2012-03-19,0.981610032012328
2012-03-20,0.968939032896178
2012-03-21,0.977047729395198
2012-03-22,0.977714256423225
2012-03-23,0.979810982632984
2012-03-24,0.977936752813849
2012-03-25,0.957761828270521
2012-03-26,0.985516176927363
2012-03-27,0.98723211415326
2012-03-28,1.0055321115057
2012-03-29,0.993676826795312
2012-03-30,1.00007119973449
2012-03-31,1.00807615919241
2012-04-01,0.990127034565207
2012-04-02,1.00891009386773
2012-04-03,1.00841134582879
2012-04-04,1.00917514539048
2012-04-05,1.00315254092924
2012-04-06,1.01263205111496
2012-04-07,0.99196151665375
2012-04-08,0.987946311186128
2012-04-09,1.00899034031083
2012-04-10,0.996496767325256
2012-04-11,1.01177584989738
2012-04-12,1.00382813223282
2012-04-13,1.00192514786826
2012-04-14,1.01604311880906
2012-04-15,1.01207722490491
2012-04-16,1.00655682091853
2012-04-17,1.00690185275292
2012-04-18,1.02658050205533
2012-04-19,1.01993551598345
2012-04-20,1.02614052108199
2012-04-21,1.0241924627194
2012-04-22,1.03863346454488
2012-04-23,1.00254478295298
2012-04-24,1.00192264075247
2012-04-25,1.00285687029468
2012-04-26,0.999703667591001
2012-04-27,1.00196290219932
2012-04-28,0.988240210468067
2012-04-29,0.989234060470661
2012-04-30,0.991518783170363
2012-05-01,0.998052656712715
2012-05-02,1.00757929680791
2012-05-03,1.00491915548373
2012-05-04,1.00310069815304
2012-05-05,0.999193763677809
2012-05-06,0.97870861449919
2012-05-07,0.999261223017414
2012-05-08,0.991677261146949
2012-05-09,1.0006156796235
2012-05-10,0.996976324395715
2012-05-11,0.983350193814133
2012-05-12,0.996105426877318
2012-05-13,0.995249481552318
2012-05-14,0.998376571265907
2012-05-15,1.00008206019182
2012-05-16,1.00509464184032
2012-05-17,0.999913851120175
2012-05-18,1.00466711207832
2012-05-19,1.0080628401365
2012-05-20,1.00476084824003
2012-05-21,1.00235160255747
2012-05-22,1.00200053237586
2012-05-23,1.00646990756637
2012-05-24,1.00328034307974
2012-05-25,1.00179880797765
2012-05-26,1.00019130102593
2012-05-27,1.00140410444075
2012-05-28,1.00377681204147
2012-05-29,1.00307608419943
2012-05-30,0.999447604943961
2012-05-31,1.00564876399689
2012-06-01,1.00575434267771
2012-06-02,1.00402882457222
2012-06-03,1.00543315014512
2012-06-04,1.00662914140364
2012-06-05,1.02300864926284
2012-06-06,1.0165663520064
2012-06-07,1.01943540920115
2012-06-08,1.02223541293192
2012-06-09,1.01445428225695
2012-06-10,1.0003424718788
2012-06-11,1.01540032411572
2012-06-12,1.0260237126819
2012-06-13,1.03027601354944
2012-06-14,1.02031748415453
2012-06-15,1.06142304220694
2012-06-16,1.04987878771967
2012-06-17,1.03445424820897
2012-06-18,1.01985758460581
2012-06-19,1.03189569086953
2012-06-20,1.0417908758476
2012-06-21,1.03624236940413
2012-06-22,1.02621182201072
2012-06-23,1.01020418407235
2012-06-24,1.00849135001776
2012-06-25,0.996281384324213
2012-06-26,1.0128880775925
2012-06-27,1.01684272202063
2012-06-28,1.01761492687479
2012-06-29,1.01862927438133
2012-06-30,1.02516931564001
2012-07-01,1.01008218753377
2012-07-02,1.02320710011543
2012-07-03,0.999706400502366
2012-07-04,1.00627861283738
2012-07-05,1.01561775858308
2012-07-06,1.00919213568272
2012-07-07,1.01835818762443
2012-07-08,1.02652726572657
2012-07-09,1.01999973315913
2012-07-10,1.03633523033382
2012-07-11,1.0200256809501
2012-07-12,1.01536024137464
2012-07-13,1.05265084440102
2012-07-14,1.03377266084247
2012-07-15,1.0091970561427
2012-07-16,1.07064317157481
2012-07-17,1.09621299320728
2012-07-18,1.07654128248299
2012-07-19,1.08323232378219
2012-07-20,0.989388827474916
2012-07-21,1.04609262085864
2012-07-22,1.02764261242597
2012-07-23,1.01542557424044
2012-07-24,1.02067530261945
2012-07-25,1.01288918605919
2012-07-26,1.06218844710748
2012-07-27,1.0321842377417
2012-07-28,1.02661800250243
2012-07-29,1.03971223114934
2012-07-30,1.02741650746746
2012-07-31,1.02820883381182
2012-08-01,1.03331453266475
2012-08-02,1.07390075533085
2012-08-03,1.0835399625525
2012-08-04,1.07295613523697
2012-08-05,1.04724860345149
2012-08-06,1.04576709287739
2012-08-07,1.02603441218797
2012-08-08,1.04655317095016
2012-08-09,1.03970413078323
2012-08-10,1.03045295393259
2012-08-11,1.02331186275352
2012-08-12,1.02864108776906
2012-08-13,1.03071699084862
2012-08-14,1.0467945694533
2012-08-15,1.05215769573411
2012-08-16,1.08702549876522
2012-08-17,1.07800775119827
2012-08-18,0.953458976889399
2012-08-19,0.942284181169915
2012-08-20,1.01374945622371
2012-08-21,1.00083905743409
2012-08-22,1.00463116291087
2012-08-23,1.00152008493812
2012-08-24,1.01210728476781
2012-08-25,1.02483748809188
2012-08-26,1.0154243072029
2012-08-27,1.05287100752051
2012-08-28,1.01214299626269
2012-08-29,1.00674388859507
2012-08-30,0.998320556710821
2012-08-31,1.03050593017152
2012-09-01,0.964701502892683
2012-09-02,1.00309520634385
2012-09-03,1.01099948588209
2012-09-04,1.01307541742036
2012-09-05,1.01656904321653
2012-09-06,1.01678051910162
2012-09-07,1.01331210208759
2012-09-08,1.01385327707285
2012-09-09,1.01563763655043
2012-09-10,1.08275462659585
2012-09-11,1.00325288947748
2012-09-12,1.02081131294881
2012-09-13,1.01352023554077
2012-09-14,1.01502940307603
2012-09-15,1.02455961278565
2012-09-16,1.02516283936336
2012-09-17,1.01607390100839
2012-09-18,1.01446054536845
2012-09-19,1.02941576231709
2012-09-20,1.04191932742911
2012-09-21,1.01027928939161
2012-09-22,1.00981373653277
2012-09-23,1.00579836989882
2012-09-24,1.00986201939065
2012-09-25,1.01056954299857
2012-09-26,1.01304286128885
2012-09-27,1.02242561445419
2012-09-28,1.01662094720278
2012-09-29,1.0240325839616
2012-09-30,1.01747087191875
2012-10-01,1.00713107043113
2012-10-02,1.01733902260451
2012-10-03,1.02336129501308
2012-10-04,1.02123649019354
2012-10-05,1.00822284116738
2012-10-06,1.00394828776532
2012-10-07,0.981633218918135
2012-10-08,0.968570833119184
2012-10-09,1.00060678674856
2012-10-10,1.00237076124145
2012-10-11,1.00038525035207
2012-10-12,0.996963766462944
2012-10-13,0.996040466753948
2012-10-14,0.991726115736817
2012-10-15,0.989270210862534
2012-10-16,1.00775286186389
2012-10-17,1.00092578997032
2012-10-18,1.0036411875551
2012-10-19,0.998272773749737
2012-10-20,0.994441144096717
2012-10-21,1.02101287417076
2012-10-22,0.997499800349752
2012-10-23,1.00136745775942
2012-10-24,1.00596365991818
2012-10-25,0.986345254259205
2012-10-26,0.950110876002977
2012-10-27,0.972854659073104
2012-10-28,0.983133431316738
2012-10-29,0.994531733901634
2012-10-30,0.991698649423122
2012-10-31,1.00931150101076
2012-11-01,0.992762294797422
2012-11-02,0.977347212623984
2012-11-03,0.988695831569189
2012-11-04,0.992693768925716
2012-11-05,0.998745006306982
2012-11-06,1.00127009489608
2012-11-07,1.00771828955921
2012-11-08,1.00234928334313
2012-11-09,1.00119414400427
2012-11-10,0.99870208800359
2012-11-11,0.992178489987687
2012-11-12,1.00854131755666
2012-11-13,1.01013008194451
2012-11-14,1.00439854243045
2012-11-15,1.00694034187775
2012-11-16,1.0245951440062
2012-11-17,1.01669929155017
2012-11-18,1.01619539261673
2012-11-19,1.01949459850095
2012-11-20,1.00967858042124
2012-11-21,1.01107261023505
2012-11-22,1.02346025025464
2012-11-23,1.01967478526074
2012-11-24,1.02162003788575
2012-11-25,1.02417795511439
2012-11-26,1.02212245157445
2012-11-27,1.00185355820074
2012-11-28,1.01400902374529
2012-11-29,1.01485900193377
2012-11-30,1.01962208293581
2012-12-01,1.01895701531219
2012-12-02,1.00762934553949
2012-12-03,1.01381037675565
2012-12-04,1.03035157340866
2012-12-05,1.03989065809546
2012-12-06,1.02451766278473
2012-12-07,1.01654198555312
2012-12-08,1.01496706970519
2012-12-09,1.01836859042613
2012-12-10,1.01624216459487
2012-12-11,1.01759024621728
2012-12-12,1.01390482503192
2012-12-13,1.02287031275936
2012-12-14,1.01446077622281
2012-12-15,1.00496445338349
2012-12-16,1.0050356159655
2012-12-17,0.993650649141092
2012-12-18,1.00678232835804
2012-12-19,1.01020769109124
2012-12-20,1.00783309179519
2012-12-21,1.01332564483326
2012-12-22,0.999517050187962
2012-12-23,0.995915186183128
2012-12-24,1.00055403258086
2012-12-25,1.00013778097648
2012-12-26,1.00421091515417
2012-12-27,1.00411753489417
2012-12-28,1.00699136883966
2012-12-29,1.00357996690213
2012-12-30,1.00110590205953
2012-12-31,1.01035828855859
2013-01-01,0.992657267465045
2013-01-02,0.997992163767049
2013-01-03,0.99764025730965
2013-01-04,1.00662349315063
2013-01-05,0.998178935357399
2013-01-06,0.998773273196156
2013-01-07,1.00098761407513
2013-01-08,1.01314978091963
2013-01-09,1.01225061393885
2013-01-10,1.02700743883736
2013-01-11,1.01853816638227
2013-01-12,1.01055410954995
2013-01-13,1.00342796050705
2013-01-14,1.0104035832805
2013-01-15,1.02050448296443
2013-01-16,1.01793724308326
2013-01-17,1.03538808344676
2013-01-18,1.03231594218599
2013-01-19,1.01922363861084
2013-01-20,1.0126506025607
2013-01-21,1.05132925417601
2013-01-22,1.06335917004329
2013-01-23,1.03053358931552
2013-01-24,1.0572957206173
2013-01-25,1.00010295453978
2013-01-26,1.00588650901129
2013-01-27,1.04019819345874
2013-01-28,1.03157614152775
2013-01-29,1.06030353642047
2013-01-30,1.05064002379137
2013-01-31,1.06688487215107
2013-02-01,1.05044383963966
2013-02-02,1.00865994510086
