t,market_mvrv_more_155,addresses_accumulation_balance,addresses_new_non_zero_count,indicators_sopr_account_based,indicators_sopr_adjusted,transactions_rate,market_mvrv,addresses_accumulation_count,entities_receiving_count,market_marketcap_usd,indicators_nvts,addresses_min_1k_count,indicators_puell_multiple,transactions_transfers_volume_entity_adjusted_sum,entities_net_growth_count,indicators_sopr_more_155,market_price_drawdown_relative,entities_min_1k_count,market_price_realized_usd,market_mvrv_less_155,indicators_net_unrealized_profit_loss_account_based,transactions_transfers_volume_adjusted_sum,indicators_hodled_lost_coins,indicators_sopr,addresses_profit_relative,entities_new_count,market_mvrv_z_score,indicators_mvrv_account_based,transactions_size_sum,entities_profit_relative,transactions_transfers_volume_miners_net,indicators_nupl_more_155_account_based,indicators_liveliness,indicators_liveliness_account_based,transactions_entity_adjusted_count,transactions_count,addresses_min_10k_count,indicators_reserve_risk,indicators_realized_profit,addresses_count,indicators_nupl_more_155,addresses_active_count,market_marketcap_realized_usd,market_price_usd_close,addresses_non_zero_count,indicators_nvt,entities_active_count,indicators_net_unrealized_profit_loss,indicators_sopr_less_155
2010-07-07,,418207.06,207.0,,,0.0007175925925925926,,65.0,44.0,,,97.0,,34366.15,55.0,,,298.0,0.04951000000000864,,,49128.31,3028816.544554021,,,95.0,,,32141.0,,559.5,,0.0654973482601521,0.0664362112955366,210.0,62.0,24.0,,,71028.0,,230.0,160466.861000028,,47364.0,,83.0,,
2010-07-08,,418927.06,208.0,,,0.0008333333333333334,,66.0,48.0,,,98.0,,19006.0,40.0,,,298.0,0.049510000000008623,,,16502.0,3035679.9623624207,,,97.0,,,19614.0,,3600.0,,0.0655564735005555,0.0664783999380615,220.0,72.0,25.0,,,71236.0,,164.0,160840.661500028,,47465.0,,100.0,,
2010-07-09,,419485.06,253.0,,,0.0007986111111111113,,66.0,50.0,,,97.0,,20099.0,53.0,,,298.0,0.04951000000000859,,,11622.0,3045874.835327118,,,113.0,,,18824.0,,5600.0,,0.0652811528487331,0.0661883096298518,265.0,69.0,25.0,,,71489.0,,165.0,161333.28600002802,,47605.0,,103.0,,
2010-07-10,,421400.06,229.0,,,0.00048611111111111115,,68.0,32.0,,,98.0,,24603.87,79.0,,,295.0,0.04951000000000857,,,20502.74,3056005.147177444,,,113.0,,,24823.0,,1800.0,,0.0650129578774841,0.0659229624550531,238.0,42.0,25.0,,,71718.0,,213.0,161823.435000028,,47653.0,,61.0,,
2010-07-11,,425190.11,432.0,,,0.002013888888888889,,72.0,154.0,,,100.0,,32852.0,123.0,,,298.0,0.04951000000000854,,,47231.99,3064321.7880999907,,,179.0,,,51548.0,,2525.0,,0.0650286692092966,0.0660482241472993,344.0,174.0,25.0,,,72150.0,,418.0,162266.54950002802,,47830.0,,205.0,,
2010-07-12,,427034.21,3323.0,,,0.018993055555555555,,137.0,1107.0,,,101.0,,166958.24,1321.0,,,301.0,0.04951000000000876,,,2600829.96,3088246.6850121017,,,1498.0,,,459097.0,,23667.15,,0.0671076954410035,0.068889947120834,2073.0,1641.0,23.0,,,75473.0,,2943.0,163897.904000029,,49460.0,,1219.0,,
2010-07-13,,381175.95,1733.0,,,0.009108796296296295,,170.0,477.0,,,103.0,,79287.52,617.0,,,304.0,0.04951000000000867,,,302337.01,3119390.369289776,,,852.0,,,210718.0,,24609.369999999995,,0.0674468253244319,0.0693032802309989,1362.0,787.0,23.0,,,77206.0,,1411.0,165610.950000029,,50353.0,,675.0,,
2010-07-14,,399380.54,6478.0,,,0.06428240740740741,,213.0,527.0,,,105.0,,83977.73,632.0,,,306.0,0.0495100000000086,,,321445.79,3148152.8366963468,,,838.0,,,1520808.0,,17758.0257142857,,0.066909856043052,0.06912096444778901,5782.0,5554.0,25.0,,,83684.0,,6286.0,167041.789000029,,51174.0,,716.0,,
2010-07-15,,422463.55,1508.0,,,0.008171296296296295,,253.0,441.0,,,105.0,,107928.46,538.0,,,308.0,0.04951000000000852,,,85847.1000000001,3175100.0044778017,,,750.0,,,409617.0,,8810.599999999999,,0.0675320466725006,0.0696401060056009,1226.0,706.0,22.0,,,85192.0,,1496.0,168584.025500029,,51682.0,,639.0,,
2010-07-16,,433976.64,1340.0,,,0.007824074074074074,,305.0,446.0,,,108.0,,60562.2,443.0,,,310.0,0.049510000000008735,,,60494.66,3187908.723426381,,,653.0,,,199955.0,,11002.14,,0.0706753761492614,0.0725167205788978,1115.0,676.0,22.0,,,86532.0,,1305.0,169836.62850003,,52238.0,,630.0,,
2010-07-17,,436667.19,447.0,,1.0,0.0027199074074074074,0.999999999999824,317.0,164.0,170264.89,,112.0,,29861.21,124.0,,0.0,309.0,0.04951000000000872,0.9999999859507259,,24097.71,3194274.776865452,1.0,,217.0,,,89064.0,,-3810.030000000001,,0.0711617397890515,0.0732718519081688,394.0,235.0,22.0,,0.0,86979.0,,635.0,170264.89000003,0.049510000000000005,52252.0,,250.0,,
2010-07-18,,441242.63,467.0,1.21647219374303,1.19812676150261,0.0028703703703703703,1.2997918703071387,325.0,201.0,222567.22799999968,76.24895187985597,117.0,,40370.37,128.0,,-0.00011648223645888135,309.0,0.04966729735431576,1.39530206499361,0.421777234006699,35964.26,3195665.1748037464,1.17475978713072,0.9993868557194864,226.0,1.0357085469557301,1.27695344978303,108428.0,0.9974395530856296,-4849.259999999989,0.423229263746505,0.0730754220896431,0.0749957549697294,383.0,248.0,23.0,,84.7329375,87446.0,,757.0,171232.974358739,0.08584,52189.0,95.86183616735056,291.0,0.42175643537113006,1.32599439454205
2010-07-19,,438074.96,605.0,1.40772939832191,1.3783109641286102,0.004097222222222223,1.8132741830270116,334.0,282.0,313801.98521739163,106.06733133043257,119.0,,50097.68,140.0,,-0.1318362522832277,310.0,0.05007036729341319,1.04916639865485,0.38063088767720704,47143.610000000095,3200381.8996742745,1.31853573084096,0.9903265274910148,289.0,2.77041255502074,1.771708059215,108090.0,0.988263931148396,-2610.17,0.38725247524752504,0.0740439488255433,0.0758022329466077,470.0,354.0,23.0,,215.1101076,88051.0,,808.0,173058.210476224,0.0808,52307.0,73.31428373855951,423.0,0.380821262553844,1.11794580873402
2010-07-20,,431181.27,674.0,1.21270052534855,,0.004780092592592593,1.5848009416268471,334.0,184.0,275741.2325458882,92.51393147025385,121.0,,23965.7,116.0,,-0.1970201640342396,310.0,0.05020880523907917,0.966367460810932,0.328545267553084,29902.33,3208375.1726061436,1.09051712218598,0.9849053726962588,220.0,1.97006690458696,1.58161054025974,153831.0,0.9830758122743682,3549.890000000001,0.33743906033661497,0.0741555188924223,0.0759026598383961,576.0,413.0,23.0,,44.2679751666667,88725.0,,728.0,173991.08323524302,0.07473333333333332,52468.0,115.88896249890894,282.0,0.328775460407883,0.998935782726389
2010-07-21,,397472.02,469.0,1.11473748121907,,0.002962962962962963,1.3982451438184202,350.0,172.0,244462.55119767468,81.74297620485497,121.0,,31696.49,125.0,,-0.1489201676157731,309.0,0.050302171799278136,1.04889468735727,0.365129740511423,27649.54,3215799.7394346013,1.06553209757381,0.9894698758473608,227.0,1.3317950002108,1.41477540556728,84395.0,0.9873956834532374,-1350.0499999999993,0.37487693360346297,0.0747763790216068,0.0765357283096834,432.0,256.0,24.0,,9.8383281,89194.0,,621.0,174835.25852275098,0.07921,52515.0,125.70552710822676,272.0,0.36548064317174606,0.923286037926233
2010-07-22,,402780.04,434.0,0.9504175689627621,,0.0025578703703703705,1.3515143385563073,357.0,158.0,236982.21263450306,78.51258308392539,124.0,,44949.71,101.0,,-0.3988933061136779,312.0,0.0503216211257796,0.9000469944607379,0.20953555868704501,39631.62,3223610.799839206,0.9135416911114991,0.9780901434099704,186.0,1.16841301526286,1.3420596176529298,62859.0,0.9752087458035638,5399.98,0.22181404385976602,0.0748713445719022,0.0768031672686833,366.0,221.0,24.0,,75.5203498333333,89628.0,,427.0,175345.688812779,0.055945,52714.0,87.92221968216288,235.0,0.10203775672399601,0.7999537132896909
2010-07-23,,399403.46,434.0,1.06386539072777,,0.0025115740740740736,1.2584068238874309,360.0,173.0,221497.44544772524,73.07736936816823,124.0,,28107.04,103.0,,-0.3307904444683213,313.0,0.050373241424808264,0.8969882474164009,0.19153345393707302,20614.58,3231173.6056685685,1.04230693742033,0.9744704992435704,212.0,0.855794966714929,1.2620865926628602,60610.0,0.9717342793385592,3750.0399999999986,0.20497691528604803,0.0752751400410483,0.0773797362820733,391.0,217.0,23.0,,12.463099765942,90062.0,,471.0,176014.180186565,0.062283333333333336,52878.0,169.50139173342365,276.0,0.192521690929745,0.9140779936002199
2010-07-24,,405855.61,706.0,1.02099801406828,,0.008159722222222223,1.1346272835643472,364.0,137.0,200507.300639483,65.73849668359071,127.0,,48989.91,122.0,,-0.4139894702911787,314.0,0.05043781359620768,0.83307543239703,0.0762578553373183,43741.959999999905,3233823.429291965,1.00903398814194,0.9665237996337066,206.0,0.44556103885482296,1.1050458902951001,247720.0,0.96159767362299,1249.9899999999998,0.0921070982990698,0.0770129923673981,0.0791652351444496,663.0,705.0,23.0,,9.30195991666665,90768.0,,788.0,176716.445606353,0.05454,52961.0,80.09814832257193,212.0,0.0775242899701581,0.89548348329739
2010-07-25,,402525.66,1847.0,1.04489918606988,,0.018425925925925925,1.1402888401113913,370.0,135.0,202307.2816069869,65.82340768547017,131.0,,44426.09,114.0,,-0.4573976576770172,321.0,0.05047154520285332,0.7891429459842231,0.00154955665036752,47058.53,3236279.0057134144,1.01956210587547,0.00032047656750744635,190.0,0.46345591496582894,1.10983067727953,695316.0,0.000312588803637397,1353.5394733355006,0.0194758214357085,0.0793471194488466,0.0816221176489873,1782.0,1592.0,23.0,,17.6110352833333,92615.0,,1912.0,177417.57569707,0.0505,53044.0,74.69846593168126,198.0,0.00306771225377473,0.9476707750791469
2010-07-26,,405606.37,461.0,1.04337026429596,1.03257476033968,0.0025925925925925925,0.9965993448143928,382.0,171.0,177257.2819819816,56.85422024704228,128.0,,84936.99,99.0,,-0.3983023530675836,323.0,0.05042372595740684,0.914404656490738,0.0987442116182296,86950.36,3244608.241011255,1.02816825135668,0.9680259587468452,217.0,-0.0112295326429693,1.01163407675567,190425.0,0.9643798350760859,-20750.5220425882,0.115777559541102,0.0801569900885212,0.0825021657929137,443.0,224.0,24.0,,18.6427366666667,93076.0,,1010.0,177862.12975585897,0.055999999999999994,52697.0,40.56739960593608,275.0,0.100294271540338,0.893524560805268
2010-07-27,,404771.52,471.0,1.0635749078449,1.0708570444683,0.0030092592592592593,1.1712287482791053,388.0,185.0,208989.97526408386,66.68331581137822,130.0,,26774.06,116.0,,-0.35699533206785816,323.0,0.050467810523418616,0.979886571929241,0.156029224065678,31897.93,3227117.031503283,1.04259648486522,0.9671929192805564,207.0,0.564638822228093,1.16521709734352,90379.0,0.965259144188674,-1199.3499999999894,0.17258014413358902,0.0872634362837717,0.0892680380631866,386.0,260.0,24.0,,33.4651630277777,93547.0,,611.0,178436.514277125,0.059844444444444436,52761.0,110.84261580610405,257.0,0.157396417720604,0.9795429080586079
2010-07-28,,406936.64,392.0,1.03187537528289,,0.02074074074074074,1.1410469852660912,395.0,153.0,204488.90616366407,64.42082187926185,132.0,,73949.56,97.0,,-0.3671430106371548,320.0,0.05057404129935997,0.9625048598744251,0.141600575416491,67478.68,3229120.6151539194,1.03374595826373,0.9651935270180751,187.0,0.46529650899639,1.1469886126101299,510201.0,0.9629034983944568,1600.8900000000006,0.15931291257318803,0.0887328765915764,0.09075572247374801,327.0,1792.0,24.0,,151.531598338889,93939.0,,518.0,179211.644046347,0.0589,52831.0,52.51362356228665,225.0,0.14300772148420002,1.02115838567557
2010-07-29,,410748.56,387.0,1.04318885766549,,0.019525462962962963,1.1819808112484176,401.0,140.0,212446.67278116013,67.37721900416679,130.0,,23087.54,80.0,,-0.2564736220049424,320.0,0.050593321972486914,1.12953762114547,0.268872005543305,18984.56,3237610.101926858,1.0337688802679101,0.9845149851939872,168.0,0.5989886107079909,1.17935365682369,402387.0,0.982885085574572,6950.8600000000015,0.284446646369726,0.0886646112912068,0.0908478315975003,329.0,1687.0,24.0,,71.3225044777778,94326.0,,355.0,179737.835639457,0.06920000000000001,53015.0,187.1310159413755,205.0,0.270072218318635,1.03680789966033
2010-07-30,,413478.86,348.0,1.1495726292031798,,0.0016550925925925926,1.2755639980055091,400.0,119.0,230185.0356332091,72.73492040364356,133.0,,28260.5,89.0,,-0.30930124279216364,321.0,0.050666102491758715,1.04068611375529,0.21165893084789603,20161.53,3246828.9315226567,1.13308705312035,0.977926774144945,168.0,0.904221177845731,1.2782216715994,73427.0,0.9762558869701728,1650.2299999999993,0.22971089029574104,0.0884047136135394,0.0907185182589107,320.0,143.0,24.0,,127.99498218888901,94674.0,,408.0,180457.457244897,0.06428333333333333,53092.0,176.658219887082,191.0,0.212992322501556,1.1090383754506798
2010-07-31,,413126.07,317.0,1.06727778681423,,0.0010648148148148149,1.2672020841598122,403.0,89.0,229576.88927715074,72.3197895567629,138.0,,23707.13,102.0,,-0.2709788331363491,323.0,0.05072114817010121,1.09746394350123,0.25232339640105805,15433.19,3256455.1559621133,1.03068090642885,0.9793725342851776,154.0,0.873563046164535,1.26028066579557,51675.0,0.9779728294291944,4399.339999999998,0.270202896937557,0.0883001369144524,0.0907311802159185,295.0,92.0,24.0,,26.6161878666667,94991.0,,285.0,181168.33309137603,0.06785,53226.0,231.43951444905426,132.0,0.253709172588989,0.9906434740505742
2010-08-01,,415353.79,397.0,1.02422609825584,,0.0014467592592592592,1.2032845588586352,405.0,124.0,219085.466096385,65.3303291036693,140.0,,79127.98,137.0,,-0.3435048887933813,324.0,0.05080441548480021,0.9861424705085409,0.16870650507555499,270098.9,3264936.590947913,1.0050036138177,0.9667003972715688,199.0,0.663125595147078,1.20861524710975,51613.0,0.9642170922558548,4050.1,0.189578867391589,0.088973550156841,0.091470181599772,355.0,125.0,24.0,,84.594154288889,95388.0,,398.0,182072.86421442698,0.0611,53360.0,13.268473140764366,176.0,0.170308121409009,1.00964648932865
2010-08-02,,416392.14,390.0,1.01340497302626,,0.0018055555555555555,1.209473213943698,412.0,119.0,221130.1915624993,65.29630989550515,144.0,,75246.65,96.0,,-0.3553239497152681,327.0,0.050844523530371256,0.9671869867886791,0.15263760599858803,63563.16,3277121.729099029,1.01170340921075,0.9519998504085716,201.0,0.681132302278328,1.20709309792864,53613.0,0.9497875413114116,2914.0400000000013,0.174721370147612,0.0886504827445064,0.0912224207386224,389.0,156.0,24.0,,66.46341383333339,95778.0,,416.0,182831.822162862,0.06,53475.0,56.57207728501855,213.0,0.154291437105496,1.00932764790106
2010-08-03,,416999.38,653.0,1.03233444471385,,0.004872685185185185,1.2117392443176276,417.0,137.0,222412.43066113125,65.34158628284888,146.0,,40342.11,82.0,,-0.3553239497152681,328.0,0.05088310918354702,0.968936367196625,0.151838780981434,40483.6,3288383.95719814,1.00723095943519,0.9493443908999216,192.0,0.686464147014137,1.21008822881738,138255.0,0.9470198675496688,434.77999999999884,0.174719584546209,0.0883958812951307,0.0909773014992584,625.0,421.0,24.0,,37.9525997055555,96431.0,,774.0,183548.09560235,0.06,53534.0,89.10398284737524,234.0,0.15364201538942002,0.9789738813941121
2010-08-04,,420089.79,460.0,1.03035457975243,,0.002268518518518519,1.182990355683894,434.0,121.0,218034.29291457363,63.79757826847381,148.0,,28146.79,101.0,,-0.3773503814333298,330.0,0.05092218374551445,0.938212274887148,0.121205514314248,33616.08,3297136.093753396,1.0080775271006,0.9407876361605064,172.0,0.591814237128705,1.1674048125419398,66418.0,0.9393202542138712,3899.9599999999987,0.145524196953596,0.0890379361901431,0.0917918739308515,431.0,196.0,24.0,,3.1696592999999997,96891.0,,511.0,184307.751848515,0.05795,53701.0,107.66871092643757,186.0,0.12312514170779598,0.97123676131884
2010-08-05,,428208.27,595.0,1.0088013681599,,0.0034375,1.178119237137811,438.0,115.0,217909.15382096102,63.60101468744996,148.0,,39033.04,93.0,,-0.3445793488771892,330.0,0.05094994401087459,0.9894860366353871,0.16463154365637303,40802.01,3308052.3206976294,0.993871443760852,0.9588458251272712,182.0,0.574808100822864,1.17849263252007,155249.0,0.9563156299093241,3199.94,0.188248269637715,0.0887661293288077,0.0915949796967841,489.0,297.0,24.0,,22.099841544444498,97486.0,,619.0,184963.581742678,0.061,53818.0,88.97355792030834,195.0,0.16658357248209602,0.9854013310256949
2010-08-06,,422751.64,380.0,1.0832821414715,,0.002453703703703704,1.2165503550687216,440.0,128.0,225656.0754077257,65.80080541603199,152.0,,23796.23,65.0,,-0.33276028795530244,333.0,0.0509912936496128,1.0070539420359799,0.178729966745232,18582.01,3315478.0346974307,1.06250700968908,0.9683090747066686,146.0,0.697735867712831,1.21293947549326,79537.0,0.965252558600198,1549.96,0.202623178860329,0.0885659602497682,0.0915126187156839,342.0,212.0,24.0,,17.548705933333302,97866.0,,493.0,185488.479344514,0.0621,53860.0,195.7619224185113,196.0,0.180690170716913,1.00890675362105
2010-08-07,,424107.69,275.0,1.06310991587297,,0.0013657407407407407,1.1919973114397362,443.0,89.0,221710.39635444924,64.43060357706713,153.0,,23964.13,73.0,,-0.36606855055334697,332.0,0.051022953360769736,0.957633629491019,0.13495223902977002,24934.97,3320509.3181867218,1.02044916741683,0.9389569413511508,133.0,0.6177110356721921,1.19233827534286,65843.0,0.9356964388676864,-597.7699999999994,0.160727351460707,0.0891234656864206,0.0921419940734866,261.0,118.0,24.0,,11.16048955,98141.0,,362.0,185999.07418135,0.059000000000000004,53876.0,146.19628577856722,141.0,0.13713941486137501,0.983315205669182
2010-08-08,,425567.99,409.0,1.04849056507318,,0.0022222222222222227,1.1669689300494461,450.0,94.0,217760.75103896027,63.24795828041522,155.0,,19170.89,62.0,,-0.3456538089609971,335.0,0.05104948267186152,0.9894756498722391,0.16144563267006398,10231.0,3328215.954577588,1.03135067485697,0.9499935176782176,129.0,0.536294600850069,1.16672746007221,62335.0,0.9477838993503824,3349.989999999999,0.18691168460564497,0.0894945888690307,0.0926102292704752,376.0,192.0,24.0,,3.9528987000000098,98550.0,,398.0,186603.726484589,0.0609,53989.0,357.28179063630137,150.0,0.16358839427150101,0.9895462068903621
2010-08-09,,419389.41,466.0,1.09552210886697,,0.002708333333333333,1.251747584041679,445.0,159.0,234546.88837099625,67.0825768639383,150.0,,76577.38,86.0,,-0.2371333404964007,334.0,0.05112775340985006,1.1411407451303501,0.278719135203664,76711.39,3335280.129639861,1.07419550431199,0.9863707813222377,192.0,0.806866737996942,1.2601148267258402,256190.0,0.9846317919549346,1604.3199999999995,0.302572327809048,0.0899272467795786,0.0931389386919963,388.0,234.0,24.0,,282.80076129829104,99016.0,,595.0,187375.547084089,0.071,54071.0,47.77452214071468,250.0,0.28070217786941803,1.05240675832949
2010-08-10,,423106.21,341.0,1.07105764084652,,0.001724537037037037,1.339545666554306,452.0,124.0,252059.7134765627,71.80376143077012,154.0,,33584.77,68.0,,-0.24787794133447935,337.0,0.051210554941050236,1.07312230835711,0.23577848922719002,33871.85,3342757.4598643393,1.05241811267567,0.9752728481468488,172.0,1.08404219446564,1.3423361408626002,49613.0,0.9743974670415154,999.67,0.262130448856341,0.0902576039994722,0.0937400819924431,334.0,149.0,24.0,,90.8035011694446,99357.0,,406.0,188168.063075395,0.07,54147.0,108.479460082635,214.0,0.26931686102095104,1.0504575227717299
2010-08-11,,425591.39,406.0,1.0696642390164601,,0.0020717592592592593,1.3577949876474045,450.0,139.0,256871.92559012212,72.42398225311426,154.0,,58290.16,101.0,,-0.28011174384871595,332.0,0.05132408531550955,1.0644880249916702,0.232811037307682,54737.16,3352618.1000617496,1.0406346413960401,0.971741616556609,215.0,1.1367321078785702,1.35129800140636,65415.0,0.9706026457618814,1149.9699999999993,0.260917832863718,0.0904577799916578,0.0939635826701746,397.0,179.0,24.0,,133.232137101068,99763.0,,497.0,189183.144677234,0.067,54210.0,67.34090698165559,239.0,0.235131219090835,1.03297904982939
2010-08-12,,426892.49,415.0,1.04493544491461,,0.002025462962962963,1.270295435903933,458.0,136.0,241190.2644146328,67.95007485485529,156.0,,23957.35,117.0,,-0.24787794133447935,336.0,0.05135909149021667,1.11226153468291,0.264957035801576,15699.83,3363005.6002663192,0.978121109301908,0.982134980149978,201.0,0.855585236729282,1.2754471784285402,52958.0,0.9809523809523808,7299.959999999999,0.292593119577087,0.0903174009937193,0.0940033623006365,374.0,175.0,24.0,,14.814154668115899,100178.0,,378.0,189869.42533018198,0.07,54404.0,235.4738872968688,213.0,0.26739891078107897,0.9614461832250601
2010-08-13,,429745.95,566.0,1.12095082008572,,0.0034837962962962965,1.2906357778655082,466.0,118.0,246152.38335841356,68.8805414094567,157.0,,35378.7,76.0,,-0.3069732459439132,338.0,0.05144007757211145,1.0210496364943,0.20080654280435603,35062.5799999999,3372340.8739416036,1.0796372887646701,0.9614247681997612,164.0,0.9170812030632309,1.30434206228302,133647.0,0.9602231187890932,2395.6800000000007,0.232271743321724,0.0904371033021985,0.0941937629610259,406.0,301.0,24.0,,46.6723612777779,100744.0,,655.0,190721.80361023897,0.0645,54461.0,105.74378725125221,200.0,0.203469514064885,1.01681805711461
2010-08-14,,432249.88,408.0,1.01885639512596,1.0189572142104,0.0017708333333333332,1.2959068424104565,468.0,96.0,248389.10134257952,69.30233540019886,160.0,,23700.43,104.0,,-0.28011174384871595,342.0,0.05150120502961953,1.05918854285036,0.22976382705432397,16001.68,3386744.088365925,1.01214047608759,0.9689644445257746,200.0,0.929050980373355,1.2792718854840601,77693.0,0.9678682327528014,7050.3,0.2609187058631,0.0900007823398111,0.0937422550668678,427.0,153.0,24.0,,14.891611090476198,101152.0,,332.0,191672.034758735,0.067,54643.0,232.58182890796462,184.0,0.23231648132288396,1.00606276034986
2010-08-15,,427198.38,278.0,1.06309400686867,1.0644466379257198,0.00125,1.2928459236150924,468.0,58.0,248765.28904181914,69.27917681370245,162.0,,22583.07,86.0,,-0.2984850112818309,343.0,0.05155794013016359,1.03072713494565,0.20873831405476997,16916.58,3398222.5578659256,1.04578535241414,0.9592108868389808,164.0,0.916412648251369,1.2972296000805301,38964.0,0.958271598286684,3350.0,0.241546251791105,0.0894488128867712,0.0931686016553796,307.0,108.0,24.0,1.1320359170869434,6.94272223333334,101430.0,,247.0,192416.81046277698,0.06529,54741.0,220.6149233473905,131.0,0.211346537078156,0.9953969896895859
2010-08-16,,426993.59,465.0,1.07921720285823,,0.0035416666666666665,1.2723261892907218,470.0,172.0,245519.8581775068,67.54479947662661,161.0,,52961.19,34.0,,-0.29622864510583424,345.0,0.05160434073682303,1.03360609230732,0.210023323808325,67626.75,3405047.5305589973,1.01688997456682,0.9599452554744524,162.0,0.8506048191857151,1.26934635876196,122584.0,0.9590902974027722,-599.3499999999995,0.24397828065078198,0.0894134003960535,0.0932564524628433,410.0,306.0,24.0,0.5607677577902794,52.3721753611111,101895.0,,630.0,192969.271751276,0.0655,54796.0,55.29468738332095,287.0,0.213144155803242,0.993577800315692
2010-08-17,,430613.55,331.0,1.04577037307892,,0.0021875,1.2717858259643522,471.0,110.0,245975.4605292577,67.15177552029657,159.0,,43854.03,50.0,,-0.24787794133447935,345.0,0.0516330071573496,1.10244191276425,0.260036966613189,49995.98,3409741.9765197346,1.01906869091328,0.9818976507011472,126.0,0.8473537684194329,1.2715906023994399,59271.0,0.9804327375352776,3050.0,0.29255552866010803,0.0897281053646744,0.0939535277151244,290.0,189.0,25.0,0.3731860088474852,105.947677966667,102226.0,,365.0,193409.49986035802,0.07,54906.0,74.9230238111144,174.0,0.263136474746963,1.02060852454997
2010-08-18,,429382.42,415.0,1.12591119056941,,0.002824074074074074,1.3670150349922368,476.0,144.0,265300.13781481487,71.89244548816484,165.0,,35055.26,83.0,,-0.26936714301063713,350.0,0.05171820979333405,1.06546645804413,0.23689483160080604,37385.94,3415617.8554563043,1.0820540600103399,0.9684802796897192,171.0,1.1417933138304601,1.36320708971951,237974.0,0.9672548809268398,-2548.7599999999993,0.27172419648851304,0.0897753882861281,0.0941570714264868,335.0,244.0,25.0,0.2947411567889478,117.37812924444401,102641.0,,595.0,194072.582249486,0.068,54914.0,100.37195801416254,224.0,0.24017765000922,1.0635439217618698
2010-08-19,,430784.72,316.0,1.02584522256728,,0.0021990740740740738,1.3048858264747998,481.0,112.0,253855.86019313405,68.91448812358547,164.0,,22543.16,55.0,,-0.2833351241001397,350.0,0.051750371419611634,1.04380454674262,0.221485543070427,20401.6,3420938.11851711,1.01684812816284,0.9591517816582776,137.0,0.9463396577411608,1.30164372696233,55013.0,0.958198323648341,2898.81,0.25753036453298395,0.0899945152578013,0.0944711793772554,282.0,190.0,25.0,0.22463917486363716,35.5549743999999,102957.0,,336.0,194542.583759175,0.0667,55029.0,184.26250882283745,183.0,0.22484937473653,1.01873028966954
2010-08-20,,432425.35,403.0,1.00727979269706,,0.002662037037037037,1.2725862044980822,487.0,118.0,248381.6133983408,67.48186093869111,168.0,,30809.01,67.0,,-0.29622864510583424,355.0,0.05178662618308366,1.02521956624471,0.20663077151610798,29577.4,3430643.138691253,0.9970322849690499,0.9516740767625442,164.0,0.843736206706228,1.2707800165168002,73303.0,0.9508954824913124,1799.999999999999,0.24392813511664302,0.0897494922414357,0.0942537143723695,374.0,230.0,25.0,0.18295238805074893,8.70683653333334,103360.0,,480.0,195178.61542142398,0.0655,55101.0,127.42499340712841,204.0,0.21011226873744898,0.976949575639687
2010-08-21,,426987.17,340.0,1.01797126185277,,0.0019560185185185184,1.2602235530086665,493.0,106.0,246791.97566914532,66.76062910992472,169.0,,42065.54,74.0,,-0.2865585043515634,360.0,0.05184098218909425,1.03962066742661,0.21679802394927497,38677.71,3439028.791042386,1.03123711890331,0.9557808963331824,147.0,0.804001331460253,1.2587860966753999,56005.0,0.9546206381389392,4049.99,0.254176402024909,0.0896139585068665,0.0940738678915364,309.0,169.0,25.0,0.15601116392389858,14.227395800000002,103700.0,,365.0,195831.90226841302,0.0664,55221.0,97.66736448460884,173.0,0.220041830330891,0.9809830710450921
2010-08-22,,429295.24,346.0,1.06990732074393,,0.0017824074074074075,1.2170010584000803,495.0,96.0,239212.04540484614,64.5201765392067,171.0,,25433.35,71.0,,-0.2908563446867949,360.0,0.0518877598281285,1.03390132592872,0.211347197092586,20418.19,3446352.834894932,1.0459592255518102,0.9550608532108432,151.0,0.6693005707929549,1.21618128742184,54462.0,0.9535880708294502,1299.9599999999991,0.249657016790503,0.0902279912635636,0.0944863937252682,341.0,154.0,25.0,0.13309528247658178,5.43945803333332,104046.0,,387.0,196558.617392925,0.066,55293.0,185.52819814097137,168.0,0.21460065891356603,0.987719185783515
2010-08-23,,430702.78,379.0,1.01972945495376,,0.0018055555555555555,1.256857838869576,497.0,118.0,247945.89084962453,66.71861940875492,174.0,,24697.75,63.0,,-0.3025679596003009,361.0,0.051930718062666366,1.01611178611401,0.197465422325451,17776.09,3457130.1386487107,1.012136654005,0.9423250605108195,156.0,0.7902102769159621,1.25157379701267,58014.0,0.942155351161678,1350.0299999999988,0.23705726500656601,0.0899415239947586,0.0941825448576899,352.0,156.0,25.0,0.12246847173050544,21.564953233333398,104425.0,,453.0,197274.41177645698,0.06491,55358.0,213.70278840847453,203.0,0.20077966086063798,1.01541106959767
2010-08-24,,428683.69,396.0,1.0316515680874,,0.001898148148148148,1.262836337363369,497.0,118.0,250052.4032801716,67.17484359657415,176.0,,25901.24,99.0,,-0.3016009455248737,362.0,0.05197688936853434,1.01691971868594,0.197872822319562,21093.11,3468460.7747994517,1.01556525947127,0.940683162602799,187.0,0.8065093536722809,1.25661489138731,133390.0,0.939841450804677,1600.8000000000009,0.238110460677566,0.0895353060599147,0.0937897819784336,360.0,164.0,25.0,0.11077678443024024,18.722310500000003,104821.0,,448.0,198008.5588939,0.065,55444.0,180.60636861989533,194.0,0.20120969426371899,1.00442452285195
