t,indicators_hodled_lost_coins
2010-03-07,2165330.6689174804
2010-03-08,2170131.5524377353
2010-03-09,2175683.819290523
2010-03-10,2183837.2848586533
2010-03-11,2190320.8200495318
2010-03-12,2196314.8414524277
2010-03-13,2204033.6628266484
2010-03-14,2210290.411451348
2010-03-15,2217187.218411004
2010-03-16,2223596.1976617887
2010-03-17,2229593.67393752
2010-03-18,2236487.7851214213
2010-03-19,2243775.340167693
2010-03-20,2253311.662215679
2010-03-21,2262439.9618269308
2010-03-22,2271573.972316646
2010-03-23,2281681.2346770675
2010-03-24,2289886.6057280474
2010-03-25,2298931.7576253456
2010-03-26,2308050.6105117276
2010-03-27,2317029.34580895
2010-03-28,2326155.237573582
2010-03-29,2336058.0091063846
2010-03-30,2346968.881669964
2010-03-31,2357628.4697186328
2010-04-01,2366236.6331429733
2010-04-02,2374204.509346262
2010-04-03,2382393.0954505834
2010-04-04,2391019.7021819646
2010-04-05,2398418.417075536
2010-04-06,2404627.450666427
2010-04-07,2412607.595335577
2010-04-08,2421100.1848893757
2010-04-09,2430479.4222275103
2010-04-10,2438477.16714634
2010-04-11,2447817.756490436
2010-04-12,2456203.232296388
2010-04-13,2465567.3851155518
2010-04-14,2474693.0251999316
2010-04-15,2474649.6541800867
2010-04-16,2448237.573405132
