t,indicators_hodled_lost_coins
2012-08-04,5992562.812543123
2012-08-05,5998048.975689757
2012-08-06,6002397.42226489
2012-08-07,6007752.330553328
2012-08-08,6010049.453074233
2012-08-09,6015260.085281362
2012-08-10,6022451.547142728
2012-08-11,6030901.266182869
2012-08-12,6039487.710165844
2012-08-13,6046945.036005765
2012-08-14,6052709.434646074
2012-08-15,6058208.3780128965
2012-08-16,6062692.168220195
2012-08-17,6055128.069949984
2012-08-18,6044675.6866075145
2012-08-19,6032168.478480736
2012-08-20,6027656.321642314
2012-08-21,6033173.17458261
2012-08-22,6037347.962733315
2012-08-23,6041688.866837763
2012-08-24,6047292.45788306
2012-08-25,6054517.62327126
2012-08-26,6063550.639440139
2012-08-27,6064643.396059428
2012-08-28,6053892.8110935055
2012-08-29,6059437.155859747
2012-08-30,6067889.939080057
2012-08-31,6054094.190180425
2012-09-01,6053436.388183875
2012-09-02,6062423.228460099
2012-09-03,6070390.260918668
2012-09-04,6076890.889928789
2012-09-05,6086473.932023746
2012-09-06,6094789.634450437
2012-09-07,6102244.122351007
2012-09-08,6110588.95382316
2012-09-09,6115673.598286506
2012-09-10,6097803.8593652
2012-09-11,6100533.775240634
2012-09-12,6108329.571026871
2012-09-13,6114009.131011004
2012-09-14,6122569.373002023
2012-09-15,6127955.485598457
2012-09-16,6135451.582543036
2012-09-17,6136862.204589184
2012-09-18,6137906.867128734
2012-09-19,6137574.818470331
2012-09-20,6138694.663576301
2012-09-21,6141872.584164313
2012-09-22,6144525.1452047
2012-09-23,6150606.109040856
2012-09-24,6155192.945779796
2012-09-25,6156599.631431018
2012-09-26,6159947.087432454
2012-09-27,6165556.109475245
2012-09-28,6170053.947119707
2012-09-29,6165753.570305938
2012-09-30,6172924.173329614
2012-10-01,6178721.072423512
2012-10-02,6184351.549450699
2012-10-03,6187811.7797364015
2012-10-04,6186016.56100883
2012-10-05,6189634.586575041
2012-10-06,6197738.7014882695
2012-10-07,6204557.887630733
2012-10-08,6202024.821983284
2012-10-09,6207278.066961269
2012-10-10,6213362.560721932
2012-10-11,6218378.092879245
2012-10-12,6224379.190374244
2012-10-13,6231243.032656048
2012-10-14,6232022.22965232
2012-10-15,6237030.181694094
2012-10-16,6243562.478489272
2012-10-17,6236841.629240357
2012-10-18,6239606.740978035
2012-10-19,6244947.420106659
2012-10-20,6252187.512819431
2012-10-21,6254626.705350868
2012-10-22,6262841.061030295
2012-10-23,6269474.167845543
2012-10-24,6276328.744576176
2012-10-25,6277064.011504151
2012-10-26,6279398.03492405
2012-10-27,6282462.700730828
2012-10-28,6291996.724722465
2012-10-29,6300525.123892868
2012-10-30,6306134.467003471
2012-10-31,6309400.766350743
2012-11-01,6313700.875048131
2012-11-02,6319064.806561245
2012-11-03,6326645.582296964
2012-11-04,6333318.907046914
2012-11-05,6340210.934324487
2012-11-06,6346111.648049059
2012-11-07,6353147.8448779965
2012-11-08,6357414.510824637
2012-11-09,6364297.99371505
2012-11-10,6371939.438396708
2012-11-11,6378475.202353186
2012-11-12,6380586.068737471
2012-11-13,6386843.967672097
2012-11-14,6389742.141281333
2012-11-15,6394736.312510744
2012-11-16,6396743.689991587
2012-11-17,6400300.243019048
2012-11-18,6406682.100266241
2012-11-19,6411730.029025459
2012-11-20,6418192.56637325
2012-11-21,6424534.679550878
2012-11-22,6431236.4472508
2012-11-23,6438447.9422330335
2012-11-24,6444428.625352733
2012-11-25,6452011.834114169
2012-11-26,6455701.762274244
2012-11-27,6459200.774660258
2012-11-28,6464738.412396705
2012-11-29,6469802.955218958
2012-11-30,6472096.621006334
2012-12-01,6475005.885606621
2012-12-02,6480329.637451513
2012-12-03,6484974.555520804
2012-12-04,6474365.905859842
2012-12-05,6459870.103986147
2012-12-06,6462487.036763028
2012-12-07,6458832.249197826
2012-12-08,6460878.032503678
2012-12-09,6464986.559041463
2012-12-10,6466196.849076347
2012-12-11,6467306.21563239
2012-12-12,6468151.842756853
2012-12-13,6465146.779752507
2012-12-14,6461407.297936864
2012-12-15,6463503.154160429
2012-12-16,6466306.144048763
2012-12-17,6470219.702463879
2012-12-18,6473100.4062922755
2012-12-19,6476093.138986451
2012-12-20,6473159.589737032
2012-12-21,6475537.917381139
2012-12-22,6479021.49048625
2012-12-23,6484437.079822885
2012-12-24,6488791.847735652
2012-12-25,6493444.518946082
2012-12-26,6499228.118937844
2012-12-27,6505555.925975167
2012-12-28,6511710.74566888
2012-12-29,6516207.414967835
2012-12-30,6522078.279859306
2012-12-31,6521415.697529806
2013-01-01,6518361.749407901
2013-01-02,6523389.324723259
2013-01-03,6528334.69457444
2013-01-04,6531290.146359633
2013-01-05,6534052.276503872
2013-01-06,6539391.335556842
2013-01-07,6545234.214485761
2013-01-08,6548343.631300466
2013-01-09,6548501.82191839
2013-01-10,6548836.670009882
2013-01-11,6550985.3528519
2013-01-12,6553546.460290888
2013-01-13,6556593.4523025025
2013-01-14,6559571.968840022
2013-01-15,6562173.821503214
2013-01-16,6563997.056429259
2013-01-17,6564842.1432731245
2013-01-18,6563884.5782890525
2013-01-19,6566773.962183211
2013-01-20,6571050.805602061
2013-01-21,6573785.040292825
2013-01-22,6565219.4832820855
2013-01-23,6562146.272146173
2013-01-24,6561991.173588597
2013-01-25,6559252.786940708
2013-01-26,6558843.527047637
2013-01-27,6553063.499731425
2013-01-28,6553046.638116747
2013-01-29,6545367.459666627
2013-01-30,6535518.512392658
2013-01-31,6529546.826930232
2013-02-01,6500170.568965459
2013-02-02,6488919.574235407
2013-02-03,6490849.405352662
2013-02-04,6493138.878107508
2013-02-05,6487294.945635917
2013-02-06,6489984.146133827
2013-02-07,6491747.356780139
2013-02-08,6489876.870078411
2013-02-09,6489016.078822112
2013-02-10,6484569.890200998
2013-02-11,6488254.537868517
2013-02-12,6488079.34926901
2013-02-13,6488004.938491062
2013-02-14,6487339.030734439
2013-02-15,6482845.951955796
2013-02-16,6466559.552889682
2013-02-17,6466865.102448737
2013-02-18,6468700.030777896
2013-02-19,6468023.228617431
2013-02-20,6468345.613462109
2013-02-21,6467175.324400351
2013-02-22,6469875.803899093
2013-02-23,6471302.280022174
2013-02-24,6472974.48521594
2013-02-25,6457837.74247406
2013-02-26,6442028.486452137
2013-02-27,6443908.5500514805
2013-02-28,6439386.635719092
2013-03-01,6426503.957419068
2013-03-02,6426308.38582008
2013-03-03,6429635.8489310555
2013-03-04,6433765.703462028
2013-03-05,6430494.1439813925
2013-03-06,6418331.160653584
2013-03-07,6398700.344024562
2013-03-08,6398549.87263354
2013-03-09,6396145.863178908
2013-03-10,6399174.449509907
2013-03-11,6402253.283814735
2013-03-12,6399170.6125933
2013-03-13,6397390.061591926
2013-03-14,6396892.479743354
2013-03-15,6398266.742757003
2013-03-16,6399554.663053761
2013-03-17,6404682.583653617
2013-03-18,6407593.621906007
2013-03-19,6408750.81752434
2013-03-20,6408235.2145781955
2013-03-21,6406909.019522117
2013-03-22,6400077.610232256
2013-03-23,6392652.361268503
2013-03-24,6393841.069990197
2013-03-25,6386444.089283545
2013-03-26,6378153.59400782
2013-03-27,6373827.366873275
2013-03-28,6367731.875172012
2013-03-29,6365076.335955614
2013-03-30,6360207.716761039
2013-03-31,6355466.1682870425
2013-04-01,6356844.475239746
2013-04-02,6333045.405218946
2013-04-03,6314354.935863831
2013-04-04,6288522.318076265
2013-04-05,6263320.836897955
2013-04-06,6247448.6602530945
2013-04-07,6243238.55198082
2013-04-08,6232027.337517468
2013-04-09,6213747.286147874
2013-04-10,6159090.331893777
2013-04-11,6121460.950445522
2013-04-12,6106996.658662128
2013-04-13,6100128.172997375
2013-04-14,6098630.77095809
2013-04-15,6095158.7214620095
2013-04-16,6080665.541790738
2013-04-17,6067774.75291831
2013-04-18,6068130.686997407
2013-04-19,6069786.442035324
2013-04-20,6070685.106170297
2013-04-21,6070407.688341556
2013-04-22,6068861.629246305
2013-04-23,6070724.024462555
2013-04-24,6066176.430531471
2013-04-25,6056815.828904711
2013-04-26,6060993.586022086
2013-04-27,6063147.959925319
2013-04-28,6065977.072980312
2013-04-29,6069834.396928221
2013-04-30,6072486.492067319
2013-05-01,6072989.180256435
2013-05-02,6070473.038017802
2013-05-03,6066940.007616901
2013-05-04,6061300.584977
2013-05-05,6065123.445093587
2013-05-06,6070238.282884345
2013-05-07,6074294.748392634
2013-05-08,6078923.531428027
2013-05-09,6084151.473863911
2013-05-10,6087355.827169476
2013-05-11,6087057.113947747
2013-05-12,6092744.550736654
2013-05-13,6099363.0543292025
2013-05-14,6104598.01603233
2013-05-15,6104176.70523161
2013-05-16,6106476.434123522
2013-05-17,6111625.494401931
2013-05-18,6114336.803254565
2013-05-19,6117120.450883377
2013-05-20,6121997.929622962
2013-05-21,6127136.003954641
2013-05-22,6132775.57255865
2013-05-23,6138669.802371998
2013-05-24,6144225.249674873
2013-05-25,6140686.063147063
2013-05-26,6141426.215874258
2013-05-27,6148988.8287578225
2013-05-28,6153081.493847351
2013-05-29,6156441.328011037
2013-05-30,6159645.675962787
2013-05-31,6164018.456864882
2013-06-01,6166278.440018247
2013-06-02,6174496.868705576
2013-06-03,6180934.319975221
2013-06-04,6188003.671223082
2013-06-05,6184189.930085261
2013-06-06,6184333.309614952
2013-06-07,6184525.151356916
2013-06-08,6187781.892841584
2013-06-09,6189860.856676967
2013-06-10,6192128.261296249
2013-06-11,6198119.143523633
2013-06-12,6202142.085989449
2013-06-13,6210379.277183746
2013-06-14,6216207.701454622
2013-06-15,6218733.467080506
2013-06-16,6224131.548917215
2013-06-17,6230329.036391956
2013-06-18,6235980.905340099
2013-06-19,6239605.103177172
2013-06-20,6244699.8552191155
2013-06-21,6250844.957894406
2013-06-22,6257612.80362351
2013-06-23,6263887.130508664
2013-06-24,6268984.1565658
2013-06-25,6270324.202291708
2013-06-26,6274142.991802213
2013-06-27,6278234.431282321
2013-06-28,6282273.151842138
2013-06-29,6281858.389320675
2013-06-30,6284838.413647514
2013-07-01,6284369.665866297
2013-07-02,6275001.448272621
2013-07-03,6277045.575720335
2013-07-04,6274781.767873989
2013-07-05,6278636.262291745
2013-07-06,6280123.899349386
2013-07-07,6286389.923229754
2013-07-08,6293401.846678013
2013-07-09,6300027.538477001
2013-07-10,6303385.564600302
2013-07-11,6305273.815526442
2013-07-12,6308132.140457325
2013-07-13,6308368.8284492465
2013-07-14,6312909.109426495
2013-07-15,6319376.816247091
2013-07-16,6325116.497301705
2013-07-17,6329751.7575086625
2013-07-18,6334254.165399113
2013-07-19,6339583.29947412
2013-07-20,6344676.104721209
2013-07-21,6351979.391042611
2013-07-22,6358113.031022949
2013-07-23,6361358.754896159
2013-07-24,6365984.937708609
2013-07-25,6370823.10962788
2013-07-26,6374585.605012054
2013-07-27,6381186.185418554
2013-07-28,6387684.201425959
2013-07-29,6391106.808537568
2013-07-30,6394889.881827988
2013-07-31,6397001.538552923
2013-08-01,6400931.845312001
2013-08-02,6404316.840066854
2013-08-03,6387490.157148242
2013-08-04,6382418.758790068
2013-08-05,6387861.59962573
2013-08-06,6393912.515377853
2013-08-07,6400223.376164207
2013-08-08,6405818.930257324
2013-08-09,6411826.289124769
2013-08-10,6419462.755270267
2013-08-11,6426304.727494414
2013-08-12,6432960.15945557
2013-08-13,6430833.092696237
2013-08-14,6417016.747976848
2013-08-15,6416891.710888646
2013-08-16,6421028.95709238
2013-08-17,6424317.022956691
2013-08-18,6431347.107490242
2013-08-19,6437205.301852479
2013-08-20,6441690.402590352
2013-08-21,6444968.153143734
2013-08-22,6450853.910449045
2013-08-23,6457569.562652799
2013-08-24,6463919.494340649
2013-08-25,6470688.286165535
2013-08-26,6475821.528482959
2013-08-27,6480582.497373797
2013-08-28,6485795.429489803
2013-08-29,6486556.564361903
2013-08-30,6488004.813661026
2013-08-31,6492592.956787117
2013-09-01,6498676.682811728
2013-09-02,6505237.6808330165
2013-09-03,6508296.775617664
2013-09-04,6510524.505397197
2013-09-05,6515220.181984759
2013-09-06,6521688.479250599
2013-09-07,6526402.18846328
2013-09-08,6531412.600126414
2013-09-09,6536555.423245967
2013-09-10,6537175.178408443
2013-09-11,6543395.807947303
2013-09-12,6548375.452967576
2013-09-13,6550847.714042339
2013-09-14,6555851.947533811
2013-09-15,6561074.086844275
2013-09-16,6566879.602414259
2013-09-17,6571246.530799626
2013-09-18,6574529.64405698
2013-09-19,6571805.960888593
2013-09-20,6575075.149876466
2013-09-21,6582000.470936335
2013-09-22,6587156.623046095
2013-09-23,6593929.238907718
2013-09-24,6600399.8690893585
2013-09-25,6606359.721543688
2013-09-26,6610338.925793481
2013-09-27,6615747.961354294
2013-09-28,6622121.369424623
2013-09-29,6628183.212998154
2013-09-30,6632812.606007214
2013-10-01,6636886.476869991
2013-10-02,6639927.32351233
2013-10-03,6638596.043294808
2013-10-04,6644791.466877831
2013-10-05,6652558.5419885125
2013-10-06,6658516.394047731
2013-10-07,6659111.0837865565
2013-10-08,6649430.154743404
2013-10-09,6652217.013499164
2013-10-10,6654858.639457973
2013-10-11,6661108.946746456
2013-10-12,6667956.929258949
2013-10-13,6675951.687537859
2013-10-14,6684079.327705166
2013-10-15,6692288.682526156
2013-10-16,6695992.377868265
2013-10-17,6691097.055345661
2013-10-18,6693375.172216628
2013-10-19,6697985.459014862
2013-10-20,6701505.56922496
2013-10-21,6686404.798341769
2013-10-22,6666605.837275852
2013-10-23,6654471.149590953
2013-10-24,6644538.457995904
2013-10-25,6601475.745202256
2013-10-26,6592057.483536458
2013-10-27,6596972.386671668
2013-10-28,6600240.684460873
2013-10-29,6600729.072883065
2013-10-30,6603939.338924006
2013-10-31,6608622.424184001
2013-11-01,6611278.911437996
2013-11-02,6616373.241167931
2013-11-03,6622776.2814345285
2013-11-04,6623560.430430398
2013-11-05,6611072.209796551
2013-11-06,6604758.9155737115
2013-11-07,6596612.561550253
2013-11-08,6583566.892922596
2013-11-09,6572162.386665549
2013-11-10,6566264.831027263
2013-11-11,6563749.007205277
2013-11-12,6556992.6039096685
2013-11-13,6550708.238613726
2013-11-14,6535843.775311199
2013-11-15,6521458.074060128
2013-11-16,6515030.697024956
2013-11-17,6510526.461468474
2013-11-18,6495460.249547609
2013-11-19,6469860.675799162
2013-11-20,6448518.900282294
2013-11-21,6440791.795950394
2013-11-22,6434316.413551587
2013-11-23,6420792.338384369
2013-11-24,6417119.888563166
2013-11-25,6406707.900120568
2013-11-26,6352821.525105895
2013-11-27,6324130.172774548
2013-11-28,6308785.71918521
2013-11-29,6292106.562213019
2013-11-30,6285889.723468214
2013-12-01,6285971.928436677
2013-12-02,6283602.011484884
2013-12-03,6280955.420011824
2013-12-04,6282395.098182599
2013-12-05,6282136.850549779
2013-12-06,6282789.963913098
2013-12-07,6281246.4426811915
2013-12-08,6284555.183817792
2013-12-09,6290324.783889999
2013-12-10,6295510.707109685
2013-12-11,6295179.3014529
2013-12-12,6299414.791511902
2013-12-13,6303038.974066077
2013-12-14,6306972.322658329
2013-12-15,6309355.940676072
2013-12-16,6303923.297390655
2013-12-17,6307551.699221058
2013-12-18,6304174.565987889
2013-12-19,6301705.276672602
2013-12-20,6305385.662277966
2013-12-21,6197492.258882857
2013-12-22,6178000.028521798
2013-12-23,6181617.163958246
2013-12-24,6186775.517177721
2013-12-25,6160042.450541151
2013-12-26,6165738.435017477
2013-12-27,6165057.465043962
2013-12-28,6169730.9777299175
2013-12-29,6176118.334390586
2013-12-30,6182219.593152729
2013-12-31,6189045.9963337295
2014-01-01,6196430.102654669
2014-01-02,6200679.902586716
2014-01-03,6204167.556098689
2014-01-04,6203548.82793885
2014-01-05,6200968.266953714
2014-01-06,6203480.8320769165
2014-01-07,6208276.456512455
2014-01-08,6211171.3264319
2014-01-09,6215577.65255722
2014-01-10,6222316.760188661
2014-01-11,6228964.780633858
2014-01-12,6224143.105614198
2014-01-13,6228786.209533274
2014-01-14,6231774.659326253
2014-01-15,6232478.300793614
2014-01-16,6235904.200057195
2014-01-17,6240039.264255279
2014-01-18,6246303.489027246
2014-01-19,6251185.541349908
2014-01-20,6256222.321941492
2014-01-21,6260827.541316645
2014-01-22,6264828.412597803
2014-01-23,6270465.467966515
2014-01-24,6275618.832869132
2014-01-25,6279009.589784172
2014-01-26,6284661.577896328
2014-01-27,6288970.920515158
2014-01-28,6292820.156561394
2014-01-29,6296905.975120619
2014-01-30,6300392.698261225
2014-01-31,6306956.85910837
2014-02-01,6312079.072714436
2014-02-02,6318655.977534451
2014-02-03,6325507.422171824
2014-02-04,6330359.085183796
2014-02-05,6320748.108832679
2014-02-06,6190621.561697834
2014-02-07,6193820.089398774
2014-02-08,6198948.56914175
2014-02-09,6203383.318870479
2014-02-10,6206618.778605096
2014-02-11,6209187.146552953
2014-02-12,6211007.96310767
2014-02-13,6216363.954782852
2014-02-14,6221603.563530427
2014-02-15,6227652.991512998
2014-02-16,6233902.440392536
2014-02-17,6239123.199548454
2014-02-18,6242554.108606682
2014-02-19,6244750.69542919
2014-02-20,6249767.681333114
2014-02-21,6252425.470522266
2014-02-22,6258290.573214837
2014-02-23,6264976.814510468
2014-02-24,6268124.516325336
2014-02-25,6265339.831549864
2014-02-26,6266916.2534790635
2014-02-27,6272917.691420034
2014-02-28,6275313.683756803
2014-03-01,6268018.819717144
2014-03-02,6269575.604059654
2014-03-03,6269734.0427671075
2014-03-04,6270304.429755841
2014-03-05,6270531.402059487
2014-03-06,6273892.035831571
2014-03-07,6151238.77342999
2014-03-08,6113913.013173864
2014-03-09,6113923.967727087
2014-03-10,6024593.3988059675
2014-03-11,6016732.540589628
2014-03-12,6021599.275221342
2014-03-13,6023219.665627321
2014-03-14,6027172.308468497
2014-03-15,6033188.392243128
2014-03-16,6039835.598953831
2014-03-17,6045447.336703093
2014-03-18,6049032.492446413
2014-03-19,6051327.730033367
2014-03-20,6052316.477777354
2014-03-21,6054037.038806903
2014-03-22,6048636.70664458
2014-03-23,6056071.6585114105
2014-03-24,6063584.766620826
2014-03-25,6066688.675349955
2014-03-26,6072310.018055447
2014-03-27,6075075.340698722
2014-03-28,6077902.43117029
2014-03-29,6083113.379153893
2014-03-30,6087357.368613974
2014-03-31,6092047.179996089
2014-04-01,6097924.057513254
2014-04-02,6104668.818716706
2014-04-03,6103321.869813602
2014-04-04,6109388.234212751
2014-04-05,6112071.445036443
2014-04-06,6111000.765381225
2014-04-07,6112806.351103643
2014-04-08,6118186.953602452
2014-04-09,6121673.865315332
2014-04-10,6119246.371441439
2014-04-11,6118951.296868753
2014-04-12,6125192.611600921
2014-04-13,6133084.17418186
2014-04-14,6140365.2918094
2014-04-15,6146924.045256935
2014-04-16,6145104.730712524
2014-04-17,6141044.566611269
2014-04-18,6144135.439554067
2014-04-19,6150644.146147494
2014-04-20,6157148.370056982
2014-04-21,6164347.067141885
2014-04-22,6169773.042027063
2014-04-23,6173281.719629849
2014-04-24,6176411.784668628
2014-04-25,6182644.080233728
2014-04-26,6189501.654306034
2014-04-27,6196741.560235097
2014-04-28,6202978.033073075
2014-04-29,6207758.719460314
2014-04-30,6212675.269401293
2014-05-01,6218531.225407277
2014-05-02,6225365.907540494
2014-05-03,6231180.835386469
2014-05-04,6237605.910051886
2014-05-05,6242140.801663474
2014-05-06,6248008.148690647
2014-05-07,6254216.123610857
2014-05-08,6260008.676741709
2014-05-09,6266750.715466828
2014-05-10,6274282.854190496
2014-05-11,6281008.495980053
2014-05-12,6287315.131794808
2014-05-13,6293993.917215134
2014-05-14,6294871.259855328
2014-05-15,6300471.29470684
2014-05-16,6307827.2337994175
2014-05-17,6315276.438146238
2014-05-18,6322197.87749347
2014-05-19,6329034.529369954
2014-05-20,6335099.548190188
2014-05-21,6340320.971328388
2014-05-22,6345999.34063477
2014-05-23,6351267.324663471
2014-05-24,6352843.440866086
2014-05-25,6350371.4231177755
2014-05-26,6353818.191396591
2014-05-27,6355811.423020728
2014-05-28,6335834.088000021
2014-05-29,6340174.360616905
2014-05-30,6344461.44022056
2014-05-31,6346252.809614383
2014-06-01,6349844.852463669
2014-06-02,6355537.913060245
2014-06-03,6359950.077631739
2014-06-04,6365807.203208637
2014-06-05,6370243.908369846
2014-06-06,6374480.527175079
2014-06-07,6378688.563313225
2014-06-08,6383827.047622612
2014-06-09,6388027.248541082
2014-06-10,6386765.178756134
2014-06-11,6381847.982223433
2014-06-12,6368461.777908769
2014-06-13,6340875.411023759
2014-06-14,6346867.043647375
2014-06-15,6354918.325590076
2014-06-16,6361294.405533551
2014-06-17,6368634.705741128
2014-06-18,6374737.772742958
2014-06-19,6380246.93358778
2014-06-20,6386792.673511706
2014-06-21,6394446.142597367
2014-06-22,6401661.336370242
2014-06-23,6407597.797157775
2014-06-24,6409456.619489865
2014-06-25,6415263.649261158
2014-06-26,6420752.198890374
2014-06-27,6427181.782525642
2014-06-28,6434738.857296736
2014-06-29,6439341.814695287
2014-06-30,6433986.977418604
2014-07-01,6436504.652343563
2014-07-02,6436889.584884857
2014-07-03,6438988.958128319
2014-07-04,6442375.540138948
2014-07-05,6448694.664797745
2014-07-06,6454257.469959287
2014-07-07,6459494.1398463985
2014-07-08,6465174.248851441
2014-07-09,6469695.621839706
2014-07-10,6471954.005448807
2014-07-11,6477900.616991866
2014-07-12,6484071.539160589
2014-07-13,6490262.3418684825
2014-07-14,6495919.224415077
2014-07-15,6501386.306169012
2014-07-16,6506605.127600977
2014-07-17,6512645.274409066
2014-07-18,6517807.625290902
2014-07-19,6523342.858947703
2014-07-20,6528016.979885889
2014-07-21,6532077.397565031
2014-07-22,6534899.1832140125
2014-07-23,6538419.640249597
2014-07-24,6539188.072886826
2014-07-25,6543339.4132230515
2014-07-26,6547804.602128744
2014-07-27,6553000.4828126775
2014-07-28,6557413.389673632
2014-07-29,6560319.0547267925
2014-07-30,6565099.804088389
2014-07-31,6568849.133707843
2014-08-01,6571316.582705099
2014-08-02,6574619.137976633
2014-08-03,6580064.14243425
2014-08-04,6582643.98338809
2014-08-05,6578573.328931441
2014-08-06,6566698.65453907
2014-08-07,6570586.908072615
2014-08-08,6576036.472447277
2014-08-09,6581938.534781607
2014-08-10,6588909.8446821235
2014-08-11,6595361.359087175
2014-08-12,6601507.100299748
2014-08-13,6604917.335609688
2014-08-14,6610029.390461895
2014-08-15,6615019.119450427
2014-08-16,6619475.079117989
2014-08-17,6624968.754067876
2014-08-18,6629276.201699457
2014-08-19,6634890.887110917
2014-08-20,6640138.566180613
2014-08-21,6644448.982757612
2014-08-22,6644476.933150398
2014-08-23,6648272.6110552605
2014-08-24,6649868.13993821
2014-08-25,6652794.423384143
2014-08-26,6655929.590842935
2014-08-27,6661204.700606742
2014-08-28,6662471.570187462
2014-08-29,6664372.842025198
2014-08-30,6664388.714286324
2014-08-31,6670147.324010533
2014-09-01,6674480.422878839
2014-09-02,6676305.703901289
2014-09-03,6681237.009143988
2014-09-04,6685638.030395075
2014-09-05,6688635.559134228
2014-09-06,6687204.763041251
2014-09-07,6690695.33860287
2014-09-08,6694563.199979694
2014-09-09,6698200.199642128
2014-09-10,6696056.178190227
2014-09-11,6700838.114363358
2014-09-12,6705370.505368153
2014-09-13,6710986.682604261
2014-09-14,6717303.612174635
2014-09-15,6721615.463482854
2014-09-16,6726161.812531268
2014-09-17,6732164.544707365
2014-09-18,6736270.425907054
2014-09-19,6738563.478137254
2014-09-20,6737566.17357203
2014-09-21,6737796.9587710975
2014-09-22,6743391.653575689
2014-09-23,6747862.962577309
2014-09-24,6752357.634020698
2014-09-25,6758077.414662404
2014-09-26,6761850.882135148
2014-09-27,6765270.892428235
2014-09-28,6769329.667479123
2014-09-29,6769540.891941025
2014-09-30,6769773.383888825
2014-10-01,6773871.129038602
2014-10-02,6777221.896210719
2014-10-03,6778985.074103465
2014-10-04,6778956.630083024
2014-10-05,6775457.591497161
2014-10-06,6764155.64340596
2014-10-07,6764380.929290872
2014-10-08,6766210.1139587695
2014-10-09,6766097.544348148
2014-10-10,6766754.855594188
2014-10-11,6771498.733219309
2014-10-12,6772800.207740468
2014-10-13,6776237.497624153
2014-10-14,6779619.162123306
2014-10-15,6781210.267921906
2014-10-16,6783446.988055561
2014-10-17,6786895.13085684
2014-10-18,6791788.305917937
2014-10-19,6796834.4442821685
2014-10-20,6801791.321507674
2014-10-21,6807279.353717104
2014-10-22,6812423.964431769
2014-10-23,6815288.145361504
2014-10-24,6817623.025549931
2014-10-25,6821038.389333676
2014-10-26,6826352.016246157
2014-10-27,6831585.891333211
2014-10-28,6836042.3882511575
2014-10-29,6840044.318700446
2014-10-30,6845287.818038157
2014-10-31,6851361.24591605
2014-11-01,6854999.870578875
2014-11-02,6859102.529010532
2014-11-03,6865091.624069104
2014-11-04,6869785.861408125
2014-11-05,6872984.548257702
2014-11-06,6876908.801047797
2014-11-07,6869103.947001971
2014-11-08,6871440.112830869
2014-11-09,6874941.288194459
2014-11-10,6877631.813733035
2014-11-11,6881444.768081975
2014-11-12,6884453.098558691
2014-11-13,6885371.668647173
2014-11-14,6887379.8291881345
2014-11-15,6890967.853098287
2014-11-16,6896313.1586767
2014-11-17,6901456.678261058
2014-11-18,6905404.32973507
2014-11-19,6908995.606419825
2014-11-20,6911602.921675532
2014-11-21,6913662.098873427
2014-11-22,6918916.106266718
2014-11-23,6924812.065766837
2014-11-24,6930290.058980688
2014-11-25,6934332.080580083
2014-11-26,6938205.216549535
2014-11-27,6941416.342840272
2014-11-28,6935390.076649186
2014-11-29,6909173.002656526
2014-11-30,6914475.81703557
2014-12-01,6917993.48897045
2014-12-02,6920701.290131544
2014-12-03,6921768.844615006
2014-12-04,6923698.693330386
2014-12-05,6918254.713543215
2014-12-06,6922905.874751299
2014-12-07,6927485.052308291
2014-12-08,6922941.379832525
2014-12-09,6897256.324041457
2014-12-10,6899104.834215892
2014-12-11,6903069.495100376
2014-12-12,6907670.41568978
2014-12-13,6911984.739416448
2014-12-14,6917266.972868489
2014-12-15,6922098.631839401
2014-12-16,6925778.887580815
2014-12-17,6929523.21787076
2014-12-18,6932451.572957192
2014-12-19,6934929.607979496
2014-12-20,6939083.267806354
2014-12-21,6942632.027317156
2014-12-22,6944823.664150231
2014-12-23,6949568.023634074
2014-12-24,6933445.0798049765
2014-12-25,6939079.472532961
2014-12-26,6945135.552029975
2014-12-27,6951167.104281359
2014-12-28,6957884.446446763
2014-12-29,6963063.246162768
2014-12-30,6959311.7660843935
2014-12-31,6946553.563451564
2015-01-01,6949598.855103225
2015-01-02,6956051.495733936
2015-01-03,6961253.758967044
2015-01-04,6964069.9189800285
2015-01-05,6966765.147781907
2015-01-06,6968974.690188813
2015-01-07,6961612.435614253
2015-01-08,6958472.914077508
2015-01-09,6960141.312363885
2015-01-10,6961413.728659957
2015-01-11,6964567.2976841675
2015-01-12,6967570.191719929
2015-01-13,6964942.622506544
2015-01-14,6961366.30067686
2015-01-15,6959495.602645852
2015-01-16,6957486.562329835
2015-01-17,6960988.589648987
2015-01-18,6965818.893518571
2015-01-19,6970538.739178079
2015-01-20,6974667.0179750845
2015-01-21,6972331.638937107
2015-01-22,6973504.098547977
2015-01-23,6977818.769180439
2015-01-24,6981470.745404174
2015-01-25,6985362.120495171
2015-01-26,6980918.971321943
2015-01-27,6981358.905549086
2015-01-28,6986464.078545257
2015-01-29,6991241.902340146
2015-01-30,6995863.942787095
2015-01-31,7001047.0943650855
2015-02-01,7006503.735404814
2015-02-02,7011577.955460511
2015-02-03,7014367.990763982
2015-02-04,7018798.267256881
2015-02-05,7021059.71870934
2015-02-06,7026691.214700316
2015-02-07,7032811.340262224
2015-02-08,7038056.173203383
2015-02-09,7043224.781604882
2015-02-10,7047072.146046103
2015-02-11,7052597.808027415
2015-02-12,7055965.46814755
2015-02-13,7060135.25189439
2015-02-14,7064076.44598084
2015-02-15,7067756.038176741
2015-02-16,7072969.428157837
2015-02-17,7077870.127339182
