t,distribution_herfindahl
2010-05-12,0.00410159860466185
2010-05-13,0.00410224481608572
2010-05-14,0.00408521702894652
2010-05-15,0.00408868231558715
2010-05-16,0.00408088637147885
2010-05-17,0.00409180872798069
2010-05-18,0.00409102084290461
2010-05-19,0.00409401725570761
2010-05-20,0.00407924032493185
2010-05-21,0.0039879560482417
2010-05-22,0.00397447969618456
2010-05-23,0.00404090617186646
2010-05-24,0.00403194425674041
2010-05-25,0.00402105304846732
2010-05-26,0.00399737645778773
2010-05-27,0.00395102669865483
2010-05-28,0.00383101914401613
2010-05-29,0.00392018097073433
2010-05-30,0.00391003495097028
2010-05-31,0.00391549434799871
2010-06-01,0.00394463360411027
2010-06-02,0.00394484520109939
2010-06-03,0.00395734888254981
2010-06-04,0.00421183924672866
2010-06-05,0.00420744114622409
2010-06-06,0.00420054941264277
2010-06-07,0.00446590384099413
2010-06-08,0.00444918088813938
2010-06-09,0.00438623810943603
2010-06-10,0.00420079000346246
2010-06-11,0.00418427335603578
2010-06-12,0.00418045659638888
2010-06-13,0.00417740116510754
2010-06-14,0.0041779591772747
2010-06-15,0.00416885117625041
2010-06-16,0.00452452302527726
2010-06-17,0.0045138058354674
2010-06-18,0.00447589273099056
2010-06-19,0.00452850373417537
2010-06-20,0.00451657757796336
2010-06-21,0.00451683547927895
2010-06-22,0.00443373919852864
2010-06-23,0.00431032425177228
2010-06-24,0.0041483259889539
2010-06-25,0.00406226689658057
2010-06-26,0.0043645429144785
2010-06-27,0.00437017530749086
2010-06-28,0.00428937448136731
2010-06-29,0.00452887558845945
2010-06-30,0.00444000232889062
2010-07-01,0.00452572617734442
2010-07-02,0.00470423317362829
2010-07-03,0.00465483314985474
2010-07-04,0.00469383006874116
2010-07-05,0.00445134045771499
2010-07-06,0.0046472122578546
2010-07-07,0.00469087932948566
2010-07-08,0.00468971152865508
2010-07-09,0.00467165159618235
2010-07-10,0.00478090852509394
2010-07-11,0.00470031556829165
2010-07-12,0.00416479813645365
2010-07-13,0.00416880031402345
2010-07-14,0.00397622818873986
2010-07-15,0.00398695234234075
2010-07-16,0.0039232331855226
2010-07-17,0.00390995087350588
2010-07-18,0.00396055151765752
2010-07-19,0.00384700260595441
2010-07-20,0.00384156927107391
2010-07-21,0.00387795917350912
2010-07-22,0.00376075291841465
2010-07-23,0.00379462775984192
2010-07-24,0.00378476755507789
2010-07-25,0.00380533407955983
2010-07-26,0.00391149379722707
2010-07-27,0.00390474778738891
2010-07-28,0.00379662682818284
2010-07-29,0.00375674708995756
2010-07-30,0.00369534652281758
2010-07-31,0.00368942267188472
2010-08-01,0.00371183582903582
2010-08-02,0.00371079662420493
2010-08-03,0.00372193405984593
2010-08-04,0.00371854305860734
2010-08-05,0.00380028458845184
2010-08-06,0.00378795043645044
2010-08-07,0.00378003156595228
2010-08-08,0.00377278269558161
2010-08-09,0.00367205291080758
2010-08-10,0.00374886987716209
2010-08-11,0.0039740261536266
2010-08-12,0.00387983929414786
2010-08-13,0.00392598319754598
2010-08-14,0.00390402329752708
2010-08-15,0.00394171843851892
2010-08-16,0.00379672746771974
2010-08-17,0.00382220204657744
2010-08-18,0.00381570059740175
2010-08-19,0.0038370328126645
2010-08-20,0.00379052599840051
2010-08-21,0.00362661709842605
2010-08-22,0.0036267766170704
2010-08-23,0.00365954891373257
2010-08-24,0.00371621577014196
2010-08-25,0.00366753590111675
2010-08-26,0.00362638605746151
2010-08-27,0.00351914760965861
2010-08-28,0.00350129320914165
2010-08-29,0.00345511975938673
2010-08-30,0.00345915032934241
2010-08-31,0.00366655010938797
2010-09-01,0.0036431483387181
2010-09-02,0.00372074019924978
2010-09-03,0.00369614309640622
2010-09-04,0.00363427249576883
2010-09-05,0.00356974337961791
2010-09-06,0.00355293978556758
2010-09-07,0.00354808047910039
2010-09-08,0.00356988428408868
2010-09-09,0.00354202704887558
2010-09-10,0.00352754007343259
2010-09-11,0.00351333665451712
2010-09-12,0.00354633819933336
2010-09-13,0.00352780208659145
2010-09-14,0.00346760089639469
2010-09-15,0.00348148636033756
2010-09-16,0.00353629809581753
2010-09-17,0.00350644451236023
2010-09-18,0.00344862694082435
2010-09-19,0.00347109778311947
2010-09-20,0.00338628994827403
2010-09-21,0.00338219212169242
2010-09-22,0.00337993157283513
2010-09-23,0.00342915265013912
2010-09-24,0.00339326531423195
2010-09-25,0.00340112455650521
2010-09-26,0.00345242441147488
2010-09-27,0.00350063452370867
2010-09-28,0.00359445371787515
2010-09-29,0.00354308932790189
2010-09-30,0.00353637101039397
2010-10-01,0.0034598412542855
2010-10-02,0.0029234809248313
2010-10-03,0.00293436274173605
2010-10-04,0.00303890425498866
2010-10-05,0.00288143454177261
2010-10-06,0.00303531009775225
2010-10-07,0.0029836030876717
2010-10-08,0.00312553996665999
2010-10-09,0.00322341505701797
2010-10-10,0.00315848835471455
2010-10-11,0.00316076897031937
2010-10-12,0.00322362539203834
2010-10-13,0.00322468735354977
2010-10-14,0.00359552846597539
2010-10-15,0.00350828198237608
2010-10-16,0.00360197871841512
2010-10-17,0.00364003843955019
2010-10-18,0.00357892416976126
2010-10-19,0.0035559072342418
2010-10-20,0.00346903612326307
2010-10-21,0.00380722796059234
2010-10-22,0.00382191373088588
2010-10-23,0.00390530017773262
2010-10-24,0.0036918372893872
2010-10-25,0.00373053068490489
2010-10-26,0.00375983859513458
2010-10-27,0.00405892336147807
2010-10-28,0.00398941369175341
2010-10-29,0.00398148114989095
2010-10-30,0.00403899609660288
2010-10-31,0.00404390802867897
2010-11-01,0.00410424702250301
2010-11-02,0.00414784738733911
2010-11-03,0.00419277554550066
2010-11-04,0.00399944853969113
2010-11-05,0.00399956132589171
2010-11-06,0.00400525487259883
2010-11-07,0.00406253288158385
2010-11-08,0.00551959418634123
2010-11-09,0.00551817892705841
2010-11-10,0.00552065562661519
2010-11-11,0.00550788937975938
2010-11-12,0.00554727909407741
2010-11-13,0.00555545307050335
2010-11-14,0.00556415667654299
2010-11-15,0.00635726786829971
2010-11-16,0.00636970567358877
2010-11-17,0.00636775176287681
2010-11-18,0.00632775657141849
2010-11-19,0.00633720553091362
2010-11-20,0.00634219603723825
2010-11-21,0.0063210460840031
2010-11-22,0.00629751191206144
2010-11-23,0.00630997115334069
2010-11-24,0.00629047467044441
2010-11-25,0.00628771690911257
2010-11-26,0.00628035541481284
2010-11-27,0.00623640322854222
2010-11-28,0.0062405672002697
2010-11-29,0.00621906749574007
2010-11-30,0.00605484628351275
2010-12-01,0.00606287341727882
2010-12-02,0.00608766164866219
2010-12-03,0.00608797422848886
2010-12-04,0.00607745017321756
2010-12-05,0.00606920693549163
2010-12-06,0.00584502451808203
2010-12-07,0.00590098260119624
2010-12-08,0.00589489548875041
2010-12-09,0.00589333528979729
2010-12-10,0.00591491098576115
2010-12-11,0.00592712949133062
2010-12-12,0.00597660856298012
2010-12-13,0.0060079702786419
2010-12-14,0.00598698966804114
2010-12-15,0.00600279026717553
2010-12-16,0.00599253619345297
2010-12-17,0.00597447936879241
2010-12-18,0.00596384032379611
2010-12-19,0.00591643781448376
2010-12-20,0.00594599517611693
2010-12-21,0.00590866643893802
2010-12-22,0.00591219941247857
2010-12-23,0.00589659990617642
2010-12-24,0.00587895236741186
2010-12-25,0.00584960044697589
2010-12-26,0.00583792468703476
2010-12-27,0.00612094788381873
2010-12-28,0.00613415387327693
2010-12-29,0.00642543297294995
2010-12-30,0.00656409813888016
2010-12-31,0.00654466621978743
2011-01-01,0.00653482005631578
2011-01-02,0.00652569369745808
2011-01-03,0.00654292921317137
2011-01-04,0.00656748207220826
2011-01-05,0.00655362022205809
2011-01-06,0.00656723317821514
2011-01-07,0.00655400322064027
2011-01-08,0.00657423972118006
2011-01-09,0.00658318983925443
2011-01-10,0.00653617450926185
2011-01-11,0.00711962764277976
2011-01-12,0.00710086640747979
2011-01-13,0.00734194195972386
2011-01-14,0.00731821845728104
2011-01-15,0.00730922135651855
2011-01-16,0.00731333702967566
2011-01-17,0.00730427045482015
2011-01-18,0.00734200353840136
2011-01-19,0.00735073651899654
2011-01-20,0.00736202543580717
2011-01-21,0.00745676423896155
2011-01-22,0.00771005713694168
2011-01-23,0.00776583447861835
2011-01-24,0.00782529994321714
2011-01-25,0.00784124939128538
2011-01-26,0.00784609646449975
2011-01-27,0.00679568746617352
2011-01-28,0.00681442139238031
2011-01-29,0.00681326102063176
2011-01-30,0.00679745427226323
2011-01-31,0.006828656393078
2011-02-01,0.00692840798610982
2011-02-02,0.00679379716792943
2011-02-03,0.00681254255343491
2011-02-04,0.00682587093805414
2011-02-05,0.00681085595611429
2011-02-06,0.00680370050355652
2011-02-07,0.00583581729534554
2011-02-08,0.00586040364540528
2011-02-09,0.00579365851541703
2011-02-10,0.00578847842967178
2011-02-11,0.00573844421920003
2011-02-12,0.00571272479143198
2011-02-13,0.00569794072037312
2011-02-14,0.00576050305014041
2011-02-15,0.00578021062860954
2011-02-16,0.00575944786892659
2011-02-17,0.00574187513735441
2011-02-18,0.00568602375475449
2011-02-19,0.00567039424917259
2011-02-20,0.00564968894751361
2011-02-21,0.00563391383601126
2011-02-22,0.00562595283870619
2011-02-23,0.00559978587462197
2011-02-24,0.00558942319926025
2011-02-25,0.00557712251847599
2011-02-26,0.00555454889915101
2011-02-27,0.00553679291564634
2011-02-28,0.00517934963134093
2011-03-01,0.00469344341613793
2011-03-02,0.00411191851503171
2011-03-03,0.0041018531055713
2011-03-04,0.0040672611094033
2011-03-05,0.00406891315617738
2011-03-06,0.00406868393580331
2011-03-07,0.00414988534781939
2011-03-08,0.00414203743537089
2011-03-09,0.0041363450173347
2011-03-10,0.00413894414367098
2011-03-11,0.004127942923953
2011-03-12,0.00409953807525
2011-03-13,0.00408824727739001
2011-03-14,0.00407663488311124
2011-03-15,0.00407170900134122
2011-03-16,0.00407526106338567
2011-03-17,0.00408646424608043
2011-03-18,0.00407903489495647
2011-03-19,0.00406613873242472
2011-03-20,0.00405423130560588
2011-03-21,0.00406545435938557
2011-03-22,0.00405293504025589
2011-03-23,0.00407181169477499
2011-03-24,0.00406406133498324
2011-03-25,0.00406140859216616
2011-03-26,0.00398837012617461
2011-03-27,0.00397881231674877
2011-03-28,0.00397692343199247
2011-03-29,0.00396026915431841
2011-03-30,0.0039571581786528
2011-03-31,0.00395103031551146
2011-04-01,0.00395687292012586
2011-04-02,0.00393753163707802
2011-04-03,0.00394532196625413
2011-04-04,0.00395448436911355
2011-04-05,0.0039031292465447
2011-04-06,0.00390219144214944
2011-04-07,0.00390143245922186
2011-04-08,0.00390920299393003
2011-04-09,0.00390612314365831
2011-04-10,0.00390114704674646
2011-04-11,0.00389328048292297
2011-04-12,0.00389989905460695
2011-04-13,0.00392115473042913
2011-04-14,0.00392457036933537
2011-04-15,0.00392640639262326
2011-04-16,0.00394887634585993
2011-04-17,0.00399675048105343
2011-04-18,0.00407564626695812
2011-04-19,0.00409142520122949
2011-04-20,0.00409535113508766
2011-04-21,0.00403911623821559
2011-04-22,0.00404782721503227
2011-04-23,0.00401282879384926
2011-04-24,0.00401940018926836
2011-04-25,0.00401570374884163
2011-04-26,0.00400974952868488
2011-04-27,0.00406177830679568
2011-04-28,0.00408936804963684
2011-04-29,0.00363853407758414
2011-04-30,0.00353258933306789
2011-05-01,0.00354223687488213
2011-05-02,0.0035334678422073
2011-05-03,0.00353554143012013
2011-05-04,0.00332923805789996
2011-05-05,0.00331954545941496
2011-05-06,0.00329486598180932
2011-05-07,0.00330108159780639
2011-05-08,0.00317524847523984
2011-05-09,0.00316987263144462
2011-05-10,0.00304618762049789
2011-05-11,0.0032734009940025
2011-05-12,0.00329490370003333
2011-05-13,0.00330488931739624
2011-05-14,0.0035964795619528
2011-05-15,0.00349709711899822
2011-05-16,0.0034842033976664
2011-05-17,0.00347193043699331
2011-05-18,0.00369512218868846
2011-05-19,0.00371375534563332
2011-05-20,0.0037270447306814
2011-05-21,0.0043676503218145
2011-05-22,0.0043508471965383
2011-05-23,0.00404932643850243
2011-05-24,0.00402992000764144
2011-05-25,0.00401083955787733
2011-05-26,0.00400262197974671
2011-05-27,0.00424215390107486
2011-05-28,0.00423153530171394
2011-05-29,0.00421933541128619
2011-05-30,0.00420993761594088
2011-05-31,0.0042008718276499
2011-06-01,0.00419074056937253
2011-06-02,0.00417972491597203
2011-06-03,0.00418150894422836
2011-06-04,0.00423111478360624
2011-06-05,0.00421191647275383
2011-06-06,0.00429266158431859
2011-06-07,0.00429299504060531
2011-06-08,0.00462149986478472
2011-06-09,0.00475471874392834
2011-06-10,0.00520639825014491
2011-06-11,0.00575336218823013
2011-06-12,0.00632302051173856
2011-06-13,0.00629942989132544
2011-06-14,0.00621706784090595
2011-06-15,0.00634813586202966
2011-06-16,0.0061661444017768
2011-06-17,0.00616107888189204
2011-06-18,0.00615179882537698
2011-06-19,0.0061599156486693
2011-06-20,0.0061414941004926
2011-06-21,0.00611208707094563
2011-06-22,0.00609057802177754
2011-06-23,0.00607016448975971
2011-06-24,0.00604601842377813
2011-06-25,0.00604008195152262
2011-06-26,0.00598541583639853
2011-06-27,0.00600603311146573
2011-06-28,0.00604875114930588
2011-06-29,0.00595613301797037
2011-06-30,0.00595570273854463
2011-07-01,0.005952528712157
2011-07-02,0.00590612900070619
2011-07-03,0.00589408323078504
2011-07-04,0.0058856060026419
2011-07-05,0.00589938818725525
2011-07-06,0.00588426941048084
2011-07-07,0.00587342964686479
2011-07-08,0.00586346916771791
2011-07-09,0.00585331191911794
2011-07-10,0.00583586492599464
2011-07-11,0.00582805037138111
2011-07-12,0.00581888809024894
2011-07-13,0.00580313418262076
2011-07-14,0.0057941857416277
2011-07-15,0.00577992836906862
2011-07-16,0.00577714633475314
2011-07-17,0.00576334655679716
2011-07-18,0.00485534424770053
2011-07-19,0.00484668406056619
2011-07-20,0.00484665304688212
2011-07-21,0.00483204550241131
2011-07-22,0.00482923896114209
2011-07-23,0.00484071499864833
2011-07-24,0.00481400209595771
2011-07-25,0.00481611685716108
2011-07-26,0.00480678741905316
2011-07-27,0.00480059574731047
2011-07-28,0.00479272975696551
2011-07-29,0.00476057755782354
2011-07-30,0.00475637356292149
2011-07-31,0.00469308327029997
2011-08-01,0.00459280214874753
2011-08-02,0.00459991178162447
2011-08-03,0.00461908557037103
2011-08-04,0.00467424718837901
2011-08-05,0.00460390578318688
2011-08-06,0.00463027725821731
2011-08-07,0.00465380370234987
2011-08-08,0.00461010652646632
2011-08-09,0.00460038198927053
2011-08-10,0.00460267246286
2011-08-11,0.00462034566213024
2011-08-12,0.00460928874736539
2011-08-13,0.00460885721377
2011-08-14,0.00461520685370176
2011-08-15,0.00462696930549635
2011-08-16,0.00463384897717854
2011-08-17,0.00455178715914509
2011-08-18,0.00455282660005546
2011-08-19,0.00455192326668355
2011-08-20,0.00455331285109573
2011-08-21,0.00455465921556187
2011-08-22,0.00455906832255239
2011-08-23,0.00456907392544637
2011-08-24,0.00464406368169194
2011-08-25,0.00468082208064173
2011-08-26,0.00478674587903638
2011-08-27,0.00191791371172624
2011-08-28,0.00191581956083255
2011-08-29,0.00191340339175139
2011-08-30,0.0019070857400173
2011-08-31,0.00190388902283231
2011-09-01,0.00193224122127554
2011-09-02,0.00193717576179485
2011-09-03,0.00193919999790713
2011-09-04,0.00189636312429973
2011-09-05,0.00192889577653895
2011-09-06,0.001956638215386
2011-09-07,0.00190273876622215
2011-09-08,0.00190884938059761
2011-09-09,0.00195014006962184
2011-09-10,0.0019505411797793
2011-09-11,0.00835328991825784
2011-09-12,0.0084248089099548
2011-09-13,0.00842097543368359
2011-09-14,0.00839174026940192
2011-09-15,0.00838496253395775
2011-09-16,0.00840842045257848
2011-09-17,0.00834792051792359
2011-09-18,0.00836823281322169
2011-09-19,0.00836336406199535
2011-09-20,0.00838148477659449
2011-09-21,0.00946200880581179
2011-09-22,0.00945096327367999
2011-09-23,0.00943342741549556
2011-09-24,0.00942298561559631
2011-09-25,0.00941607400586847
2011-09-26,0.00939713301421446
2011-09-27,0.00939959099317677
2011-09-28,0.0093719736908714
2011-09-29,0.00936828087919616
2011-09-30,0.00934706871492857
2011-10-01,0.00931453076903082
2011-10-02,0.00929633069215756
2011-10-03,0.00927016081107495
2011-10-04,0.00927192239532181
2011-10-05,0.00925014824983962
2011-10-06,0.00922052419105233
2011-10-07,0.0092172500040969
2011-10-08,0.00921809310090954
2011-10-09,0.0092083217698977
2011-10-10,0.00918375541055473
2011-10-11,0.00917254861219396
2011-10-12,0.00915270417526854
2011-10-13,0.00915196825924299
2011-10-14,0.00913995537114848
2011-10-15,0.00911936699066944
2011-10-16,0.00910483625802339
2011-10-17,0.00909716130388572
2011-10-18,0.00908114453514549
2011-10-19,0.00907053722358222
2011-10-20,0.00907739590778098
2011-10-21,0.00904568849517139
2011-10-22,0.00903462524291561
2011-10-23,0.00902693468448515
2011-10-24,0.0090140883146497
2011-10-25,0.00899453395327215
2011-10-26,0.00899319884307523
2011-10-27,0.00897287365094848
2011-10-28,0.00894393620552159
2011-10-29,0.00897576243629855
2011-10-30,0.00897328017957799
2011-10-31,0.00900081130824562
2011-11-01,0.00892989894401827
2011-11-02,0.0089117237812793
2011-11-03,0.00889229398697234
2011-11-04,0.00887410430737954
2011-11-05,0.00886203758634154
2011-11-06,0.0088511970812657
2011-11-07,0.00883595493587197
2011-11-08,0.00883131226566777
2011-11-09,0.0087896411885571
2011-11-10,0.00877642487952915
2011-11-11,0.00877479177147106
2011-11-12,0.00875320320612982
2011-11-13,0.00874302600646619
2011-11-14,0.00874021142987255
2011-11-15,0.00872315418555624
2011-11-16,0.00698653022497534
2011-11-17,0.00613248326279103
2011-11-18,0.0061476544761268
2011-11-19,0.00609962959538602
2011-11-20,0.00669841227978857
2011-11-21,0.00605873225731094
2011-11-22,0.00670149281063059
2011-11-23,0.00604890615763727
2011-11-24,0.00602789325303097
2011-11-25,0.00603500157860014
2011-11-26,0.00601999475808088
2011-11-27,0.00600240321501454
2011-11-28,0.00591311555347929
2011-11-29,0.00563325690173957
2011-11-30,0.00554611115890376
2011-12-01,0.00597295342225679
2011-12-02,0.00562292342128595
2011-12-03,0.00586121844114669
2011-12-04,0.00585709882602478
2011-12-05,0.00576551013278261
2011-12-06,0.00251008009423455
2011-12-07,0.00551234848878748
2011-12-08,0.00257191459056502
2011-12-09,0.00238614020441738
2011-12-10,0.00237048652723142
2011-12-11,0.00251863172642753
2011-12-12,0.00279242192434705
2011-12-13,0.00286932354310909
2011-12-14,0.00295389994231166
2011-12-15,0.0028481984055736
2011-12-16,0.00280691403617312
2011-12-17,0.00282211818933123
2011-12-18,0.00286122551330722
2011-12-19,0.00279788889624905
2011-12-20,0.00276265595086805
2011-12-21,0.00266399857728245
2011-12-22,0.00255833892073712
2011-12-23,0.00249856456086606
2011-12-24,0.00251558842482713
2011-12-25,0.00253925876828308
2011-12-26,0.00262627740399781
2011-12-27,0.00273614513816916
2011-12-28,0.00275075220978755
2011-12-29,0.00278210236354268
2011-12-30,0.00276180223304319
2011-12-31,0.00275450489739562
2012-01-01,0.00277670610010078
2012-01-02,0.00280137728186681
2012-01-03,0.00281853404657009
2012-01-04,0.0027662710272483
2012-01-05,0.00281917858586845
2012-01-06,0.00279102296974536
2012-01-07,0.00277225580486977
2012-01-08,0.002789356933801
2012-01-09,0.00276126461926439
2012-01-10,0.00280912567643665
2012-01-11,0.00279161581959936
2012-01-12,0.00279822109089552
2012-01-13,0.00276715982410541
2012-01-14,0.00278950031010838
2012-01-15,0.00282408400741913
2012-01-16,0.00286530261409439
2012-01-17,0.00297995472083165
2012-01-18,0.00295697643428946
2012-01-19,0.00296894710735008
2012-01-20,0.00298109787873109
2012-01-21,0.00297600914456809
2012-01-22,0.00296382449286113
2012-01-23,0.00297390399613537
2012-01-24,0.00296321531753872
2012-01-25,0.00293712447205934
2012-01-26,0.00292056876784361
2012-01-27,0.00296557819013878
2012-01-28,0.00295954715070811
2012-01-29,0.00298720364089533
2012-01-30,0.00290310488099213
2012-01-31,0.00291843946704769
2012-02-01,0.00297325465737052
2012-02-02,0.00297879274207808
2012-02-03,0.00294458256361846
2012-02-04,0.0029759782658403
2012-02-05,0.00299987597249712
2012-02-06,0.0030651381001941
2012-02-07,0.00305698480971901
2012-02-08,0.00303052285009917
2012-02-09,0.00302685978633961
2012-02-10,0.00302228347891299
2012-02-11,0.00304398856130823
2012-02-12,0.00307928214895744
2012-02-13,0.00339597457135471
2012-02-14,0.00294362712419601
2012-02-15,0.00250356755701658
2012-02-16,0.00258142610939881
2012-02-17,0.0025227270105381
2012-02-18,0.002519027767547
2012-02-19,0.00249320245341003
2012-02-20,0.00248408246375379
2012-02-21,0.00245933202741654
2012-02-22,0.00244781717203057
2012-02-23,0.00246005870358977
2012-02-24,0.00252076126571434
2012-02-25,0.00260922868603854
2012-02-26,0.00263580414949517
2012-02-27,0.00258249050792845
2012-02-28,0.00258510223566316
2012-02-29,0.00259489596705827
2012-03-01,0.00253293245083045
2012-03-02,0.0025484837668711
2012-03-03,0.00252448203880327
2012-03-04,0.00255731579932306
2012-03-05,0.00259399150504821
2012-03-06,0.00261276973399543
2012-03-07,0.00266955379736707
2012-03-08,0.00265229661180156
2012-03-09,0.00264542133094305
2012-03-10,0.00261142628714569
2012-03-11,0.00265567224145187
2012-03-12,0.00265303296008804
2012-03-13,0.00268168284875779
2012-03-14,0.0026512017533578
2012-03-15,0.00268519791043358
2012-03-16,0.00269754946641334
2012-03-17,0.00276771276840722
2012-03-18,0.00280264751003299
2012-03-19,0.00280853253792012
2012-03-20,0.00281430203077736
2012-03-21,0.00278053113286513
2012-03-22,0.00278051466678657
2012-03-23,0.00273887004905038
2012-03-24,0.00270299076227555
2012-03-25,0.00287923803071584
2012-03-26,0.00286111446058831
2012-03-27,0.00285667958987162
2012-03-28,0.00285027802748412
2012-03-29,0.00284765219202236
2012-03-30,0.00280321700079881
2012-03-31,0.00279811680804274
2012-04-01,0.00279135770357366
2012-04-02,0.00284843495037938
2012-04-03,0.00283288863104243
2012-04-04,0.0028729429860218
2012-04-05,0.0029184953977931
2012-04-06,0.00304280536942307
2012-04-07,0.0030427222499719
2012-04-08,0.0030431433450784
2012-04-09,0.00301994081727855
2012-04-10,0.00312137833093811
2012-04-11,0.00311233780330389
2012-04-12,0.00310102316379187
2012-04-13,0.00314388617059548
2012-04-14,0.00322427773995461
2012-04-15,0.00336698146682883
2012-04-16,0.00326613031591278
2012-04-17,0.00338723049064582
2012-04-18,0.00342167744383901
2012-04-19,0.00345217399209781
2012-04-20,0.00335030275049609
2012-04-21,0.00336451295505111
2012-04-22,0.00319123157022418
2012-04-23,0.00317634245520764
2012-04-24,0.00312699532596674
2012-04-25,0.00310197638644332
2012-04-26,0.00317137893395048
2012-04-27,0.00316013750472504
2012-04-28,0.00316832067069944
2012-04-29,0.00322926781618485
2012-04-30,0.00321699427843401
2012-05-01,0.00319377758479056
2012-05-02,0.00320405826375832
2012-05-03,0.00317533418794723
2012-05-04,0.00318600353490655
2012-05-05,0.00317688585296798
2012-05-06,0.00316058164341179
2012-05-07,0.00316510370158392
2012-05-08,0.00317068721903463
2012-05-09,0.00323549469042381
2012-05-10,0.00331093373936238
2012-05-11,0.0033706805228797
2012-05-12,0.00337229242977622
2012-05-13,0.0033892473848985
2012-05-14,0.00336895277788931
2012-05-15,0.00345241774327588
2012-05-16,0.0035554412274607
2012-05-17,0.00355752176819423
2012-05-18,0.0035819656655716
2012-05-19,0.00357879886745991
2012-05-20,0.00354323842517203
2012-05-21,0.00358866888126645
2012-05-22,0.00372766045473409
2012-05-23,0.00375466235551171
