t,indicators_net_unrealized_profit_loss_account_based
2010-10-05,0.128456525027652
2010-10-06,0.149708316803307
2010-10-07,0.199685626632971
2010-10-08,0.372540729539742
2010-10-09,0.417219828138659
2010-10-10,0.428177527432899
2010-10-11,0.415828827135286
2010-10-12,0.413437751123725
2010-10-13,0.466614444159185
2010-10-14,0.44799900558864
2010-10-15,0.457093005399873
2010-10-16,0.431601420863467
2010-10-17,0.435329251261858
2010-10-18,0.435701517992358
2010-10-19,0.403581610823362
2010-10-20,0.411836196552961
2010-10-21,0.449830159511152
2010-10-22,0.443245664744747
2010-10-23,0.435971606500031
2010-10-24,0.479976051901772
2010-10-25,0.542788110592865
2010-10-26,0.591695744994178
2010-10-27,0.665393311436282
2010-10-28,0.623986953219243
2010-10-29,0.653620985688047
2010-10-30,0.665414649487463
2010-10-31,0.64938045319583
2010-11-01,0.652677389985395
2010-11-02,0.646038946237784
2010-11-03,0.641691127828263
2010-11-04,0.657811083320512
2010-11-05,0.723541372531168
2010-11-06,0.796219885749257
2010-11-07,0.766727484844696
2010-11-08,0.633427419879042
2010-11-09,0.572271626301675
2010-11-10,0.620084829287194
2010-11-11,0.595444164221493
2010-11-12,0.662298172234329
2010-11-13,0.668243542060525
2010-11-14,0.668377391631083
2010-11-15,0.647019139728683
2010-11-16,0.576985151143595
2010-11-17,0.613055641521988
2010-11-18,0.64017383921986
2010-11-19,0.64695430888359
2010-11-20,0.655393414449772
2010-11-21,0.644752306569541
2010-11-22,0.652752864433757
2010-11-23,0.649498760367524
2010-11-24,0.647221817846038
2010-11-25,0.640442855822245
2010-11-26,0.646405040727445
2010-11-27,0.642725518909117
2010-11-28,0.625832196316779
2010-11-29,0.563311193380507
2010-11-30,0.509759028260233
2010-12-01,0.551037119143915
2010-12-02,0.595462854495886
2010-12-03,0.587854331449624
2010-12-04,0.496291695175765
2010-12-05,0.466013527244191
2010-12-06,0.494464884477173
2010-12-07,0.561506674915126
2010-12-08,0.56378196397941
2010-12-09,0.456845364234431
2010-12-10,0.4873135139115
2010-12-11,0.540915891713909
2010-12-12,0.523400376006264
2010-12-13,0.542287404433113
2010-12-14,0.572076775171607
2010-12-15,0.557231819661343
2010-12-16,0.573607887720192
2010-12-17,0.554654354496513
2010-12-18,0.554887784519183
2010-12-19,0.551782865662461
2010-12-20,0.594042853707078
2010-12-21,0.542234364088933
2010-12-22,0.559479258404427
2010-12-23,0.5561284117584
2010-12-24,0.553989494595213
2010-12-25,0.556028636533216
2010-12-26,0.580053972289892
2010-12-27,0.579091636702556
2010-12-28,0.60161053854908
2010-12-29,0.621806819122439
2010-12-30,0.620150294375394
2010-12-31,0.61874878636687
2011-01-01,0.617287545771564
2011-01-02,0.614998918579345
2011-01-03,0.606721237857653
2011-01-04,0.610839056635669
2011-01-05,0.609422524599851
2011-01-06,0.607085931345797
2011-01-07,0.63244651987712
2011-01-08,0.633810019137337
2011-01-09,0.632351985061843
2011-01-10,0.632289668946987
2011-01-11,0.625284938117704
2011-01-12,0.614495690687146
2011-01-13,0.605375114190177
2011-01-14,0.683128660996777
2011-01-15,0.669746676757287
2011-01-16,0.667480563369104
2011-01-17,0.629022294699554
2011-01-18,0.585139065102401
2011-01-19,0.582348076844811
2011-01-20,0.662989494928228
2011-01-21,0.684905972892334
2011-01-22,0.699317734680241
2011-01-23,0.693450486444585
2011-01-24,0.674517998434725
2011-01-25,0.664724327971587
2011-01-26,0.663676678010024
2011-01-27,0.636338239390745
2011-01-28,0.645519951258146
2011-01-29,0.644835102862017
2011-01-30,0.673122384954822
2011-01-31,0.709158657735109
2011-02-01,0.766346183478541
2011-02-02,0.760852226195065
2011-02-03,0.751257279191826
2011-02-04,0.782764965429396
2011-02-05,0.801578961995044
2011-02-06,0.793452766478336
2011-02-07,0.783576254475408
2011-02-08,0.787698589383958
2011-02-09,0.81400488892814
2011-02-10,0.78888153441646
2011-02-11,0.803151278733111
2011-02-12,0.802145437066163
2011-02-13,0.793585825548541
2011-02-14,0.791338330386413
2011-02-15,0.783600942630863
2011-02-16,0.776829142195515
2011-02-17,0.777350440017411
2011-02-18,0.739067884724165
2011-02-19,0.751249152707776
2011-02-20,0.719801895765907
2011-02-21,0.713263479375269
2011-02-22,0.73195390648262
2011-02-23,0.729467345236577
2011-02-24,0.753111873313933
2011-02-25,0.728393520876682
2011-02-26,0.736879053751926
2011-02-27,0.710827094143676
2011-02-28,0.701229214181835
2011-03-01,0.683319247330559
2011-03-02,0.68845694887959
2011-03-03,0.686972212428085
2011-03-04,0.671424478092614
2011-03-05,0.672130281271007
2011-03-06,0.662775348268222
2011-03-07,0.661029030535363
2011-03-08,0.653409182357888
2011-03-09,0.65039615120187
2011-03-10,0.676720105203684
2011-03-11,0.654338057152579
2011-03-12,0.665507079259
2011-03-13,0.653731246697898
2011-03-14,0.65305335815966
2011-03-15,0.641413511565258
2011-03-16,0.633192988118754
2011-03-17,0.616276909830244
2011-03-18,0.611588770198021
2011-03-19,0.584590063236857
2011-03-20,0.570540085371376
2011-03-21,0.579302853065339
2011-03-22,0.605088821274892
2011-03-23,0.622443653318608
2011-03-24,0.625741470832078
2011-03-25,0.631710179248374
2011-03-26,0.615383391211487
2011-03-27,0.601314300638774
2011-03-28,0.586185405276067
2011-03-29,0.582084761945874
2011-03-30,0.580231200176506
2011-03-31,0.576402041501705
2011-04-01,0.569762753796239
2011-04-02,0.573559674701369
2011-04-03,0.571151126942119
2011-04-04,0.506559885990325
2011-04-05,0.527460514036098
2011-04-06,0.545951104593915
2011-04-07,0.553372456025076
2011-04-08,0.550051011008156
2011-04-09,0.547284417563522
2011-04-10,0.54076512777024
2011-04-11,0.559519906943445
2011-04-12,0.603481235622568
2011-04-13,0.634741522080236
2011-04-14,0.653803341531401
2011-04-15,0.64636420775216
2011-04-16,0.664023515470395
2011-04-17,0.685582616351951
2011-04-18,0.686120001192329
2011-04-19,0.693684672702074
2011-04-20,0.676674953069225
2011-04-21,0.691169750835058
2011-04-22,0.730744495610913
2011-04-23,0.766144483232525
2011-04-24,0.756341314929243
2011-04-25,0.747270941983898
2011-04-26,0.771786458862607
2011-04-27,0.781355593268663
2011-04-28,0.806366730813308
2011-04-29,0.812910322605265
2011-04-30,0.822034530993632
2011-05-01,0.789848325740801
2011-05-02,0.797221657400613
2011-05-03,0.803018079310885
2011-05-04,0.789955917031609
2011-05-05,0.782222926335489
2011-05-06,0.780452860606948
2011-05-07,0.789027228882634
2011-05-08,0.798198267918246
2011-05-09,0.790643534693562
2011-05-10,0.852322966990082
2011-05-11,0.83645924291207
2011-05-12,0.847648648714203
2011-05-13,0.863316967611175
2011-05-14,0.824548698566737
2011-05-15,0.814228147595645
2011-05-16,0.822903885169007
2011-05-17,0.79878973236573
2011-05-18,0.779845338771234
2011-05-19,0.781003285227798
2011-05-20,0.724133828106926
2011-05-21,0.760711311645473
2011-05-22,0.774655632134385
2011-05-23,0.782439535191484
2011-05-24,0.787417183974781
2011-05-25,0.808346540094736
2011-05-26,0.811382383337455
2011-05-27,0.789623673661359
2011-05-28,0.783571165657278
2011-05-29,0.782013390489219
2011-05-30,0.788389005657121
2011-05-31,0.783471004927575
2011-06-01,0.800248875554377
2011-06-02,0.816394973251781
2011-06-03,0.847717176214502
2011-06-04,0.876341545575195
2011-06-05,0.852362291627347
2011-06-06,0.834684317752318
2011-06-07,0.866195690642895
2011-06-08,0.872542476500529
2011-06-09,0.853528718534992
2011-06-10,0.805991359332219
2011-06-11,0.682023929632524
2011-06-12,0.724754149817294
2011-06-13,0.723960293873118
2011-06-14,0.699444418788121
2011-06-15,0.695918120841218
2011-06-16,0.642748890653127
2011-06-17,0.599039617832208
2011-06-18,0.61993340916617
2011-06-19,0.628496332551706
2011-06-20,0.627431948817817
2011-06-21,0.629523660658412
2011-06-22,0.630083659886352
2011-06-23,0.629998363347792
2011-06-24,0.635820749638753
2011-06-25,0.624432860279518
2011-06-26,0.582286442810948
2011-06-27,0.586957156822437
2011-06-28,0.591375426119507
2011-06-29,0.582019546127998
2011-06-30,0.559358937073703
2011-07-01,0.535690302273647
2011-07-02,0.535369527065031
2011-07-03,0.536105978584935
2011-07-04,0.483456811899686
2011-07-05,0.437791130297903
2011-07-06,0.513101771583889
2011-07-07,0.516504560673519
2011-07-08,0.496363515319375
2011-07-09,0.499229227518636
2011-07-10,0.503727394326573
2011-07-11,0.489751357694639
2011-07-12,0.482045967585378
2011-07-13,0.478759765172896
2011-07-14,0.480909252895348
2011-07-15,0.471871542171594
2011-07-16,0.468592609589203
2011-07-17,0.445331139059215
2011-07-18,0.491584883718935
2011-07-19,0.493683588946989
2011-07-20,0.493125025515108
2011-07-21,0.490219065573112
2011-07-22,0.493091835667191
2011-07-23,0.49348326702514
2011-07-24,0.502373792552366
2011-07-25,0.503144549086729
2011-07-26,0.496193269299213
2011-07-27,0.496337497176069
2011-07-28,0.480665432686198
2011-07-29,0.482178884823078
2011-07-30,0.481747085238688
2011-07-31,0.475844237339471
2011-08-01,0.458868277409687
2011-08-02,0.427530080183522
2011-08-03,0.248075775513788
2011-08-04,0.351751708093383
2011-08-05,0.282180783859237
2011-08-06,-0.0813661559723066
2011-08-07,0.159772112724991
2011-08-08,0.144153743186744
2011-08-09,0.286122024922704
2011-08-10,0.329924035560143
2011-08-11,0.290310592651999
2011-08-12,0.290471961141985
2011-08-13,0.335479154057369
2011-08-14,0.377809749026653
2011-08-15,0.396175561852536
2011-08-16,0.384646301904053
2011-08-17,0.385427727669298
2011-08-18,0.375815926382673
2011-08-19,0.422275489546191
2011-08-20,0.407888840249058
2011-08-21,0.400716875501239
2011-08-22,0.381970269512643
2011-08-23,0.378113414505803
2011-08-24,0.373630786958416
2011-08-25,0.277253006150642
2011-08-26,0.153796463433039
2011-08-27,0.241159484337505
2011-08-28,0.28250876149084
2011-08-29,0.275164743907494
2011-08-30,0.260628057535945
2011-08-31,0.207646019626228
2011-09-01,0.211701857294957
2011-09-02,0.248715160197502
2011-09-03,0.230521899211936
2011-09-04,0.207661811672512
2011-09-05,0.150363328521767
2011-09-06,0.0593896624021204
2011-09-07,0.100174820003021
2011-09-08,0.0170967034568637
2011-09-09,-0.257040237900076
2011-09-10,-0.344107135639428
2011-09-11,-0.0548042812557224
2011-09-12,-0.0114169421113823
2011-09-13,-0.0515526338054101
2011-09-14,-0.102909579844981
2011-09-15,-0.267034784964623
2011-09-16,-0.262832442558389
2011-09-17,-0.272978607172328
2011-09-18,-0.156860042104005
2011-09-19,-0.0975588420683281
2011-09-20,0.0106933238306269
2011-09-21,-0.0687320753624951
2011-09-22,-0.102657593006596
2011-09-23,-0.0857620172948339
2011-09-24,-0.1029329612933
2011-09-25,-0.130588137907934
2011-09-26,-0.229746913593071
2011-09-27,-0.270297397142913
2011-09-28,-0.268712580939759
2011-09-29,-0.247760642999973
2011-09-30,-0.161092320136939
2011-10-01,-0.18755328232279
2011-10-02,-0.190053253109
2011-10-03,-0.182708090124607
2011-10-04,-0.197293844561462
2011-10-05,-0.215659699137517
2011-10-06,-0.250558865266258
2011-10-07,-0.38434595521195
2011-10-08,-0.474806920808652
2011-10-09,-0.43396501885613
2011-10-10,-0.451196224725828
2011-10-11,-0.455905620650534
2011-10-12,-0.401758087941533
2011-10-13,-0.447130841476431
2011-10-14,-0.465021989510018
2011-10-15,-0.518798842981091
2011-10-16,-0.619340883481283
2011-10-17,-1.201996802871
2011-10-18,-1.4073809280009
2011-10-19,-1.56504202703177
2011-10-20,-1.43485184988965
2011-10-21,-1.22368652796328
2011-10-22,-0.758259978972736
2011-10-23,-0.801060258386706
2011-10-24,-1.24188043849506
2011-10-25,-1.04925917711743
2011-10-26,-1.03490775774016
2011-10-27,-0.900126397282927
2011-10-28,-0.778190372313726
2011-10-29,-0.569004135517435
2011-10-30,-0.733794597609019
2011-10-31,-0.744197215436928
2011-11-01,-0.802304482841618
2011-11-02,-0.733572859826041
2011-11-03,-0.774855426041461
2011-11-04,-0.804627709424274
2011-11-05,-0.892878645090493
2011-11-06,-0.893873162619396
2011-11-07,-0.868813784210917
2011-11-08,-0.846914662903731
2011-11-09,-0.844321203995991
2011-11-10,-0.902012765461081
2011-11-11,-0.765593539816744
2011-11-12,-0.789176404095908
2011-11-13,-0.815488569465003
2011-11-14,-1.52333471898416
2011-11-15,-1.33654553641008
2011-11-16,-0.987336455200303
2011-11-17,-1.22321060952083
2011-11-18,-1.32072905627675
2011-11-19,-1.2653908903101
2011-11-20,-1.26040663144716
2011-11-21,-1.16868138850203
2011-11-22,-1.13648808398919
2011-11-23,-1.12267257516755
2011-11-24,-1.042413754789
2011-11-25,-0.990216101240792
2011-11-26,-0.998735529772466
2011-11-27,-0.994973381252096
2011-11-28,-0.920323536822061
2011-11-29,-0.7633927489233
2011-11-30,-0.668057426177782
2011-12-01,-0.592978087921196
2011-12-02,-0.586776716472211
2011-12-03,-0.745711666265088
2011-12-04,-0.726292345365499
2011-12-05,-0.712500388701537
2011-12-06,-0.650376823342998
2011-12-07,-0.625955495209771
2011-12-08,-0.626013976983837
2011-12-09,-0.647295175040822
2011-12-10,-0.592414701279557
2011-12-11,-0.499768517697254
2011-12-12,-0.530629259032245
2011-12-13,-0.49709844479607
2011-12-14,-0.556591355454404
2011-12-15,-0.515111922102067
2011-12-16,-0.517701803455774
2011-12-17,-0.517194014055455
2011-12-18,-0.520765086489392
2011-12-19,-0.378398255144297
2011-12-20,-0.225191470057526
2011-12-21,-0.25761760476048
2011-12-22,-0.250539647430537
2011-12-23,-0.242133443197019
2011-12-24,-0.242015531538376
2011-12-25,-0.158051829813191
2011-12-26,-0.226461978323282
2011-12-27,-0.192171926683162
2011-12-28,-0.171200830226009
2011-12-29,-0.171868407473859
2011-12-30,-0.154375136278417
2011-12-31,-0.0397330452016572
2012-01-01,0.0681314786059529
2012-01-02,0.0581356583062766
2012-01-03,-0.0106035517619643
2012-01-04,0.117814451754497
2012-01-05,0.287471901536812
2012-01-06,0.251420377927649
2012-01-07,0.262690500678076
2012-01-08,0.293457930450704
2012-01-09,0.18380389694127
2012-01-10,0.213405919292827
2012-01-11,0.262965106361142
2012-01-12,0.232818062303093
2012-01-13,0.203533967479426
2012-01-14,0.240430237689057
2012-01-15,0.268411874506941
2012-01-16,0.225086182950383
2012-01-17,0.0808908913766308
2012-01-18,0.129677359771835
2012-01-19,0.184184049365302
2012-01-20,0.189093230450236
2012-01-21,0.152745702544069
2012-01-22,0.169511463635789
2012-01-23,0.186495320481479
2012-01-24,0.171210403184738
2012-01-25,0.108532077896465
2012-01-26,0.0323423639951682
2012-01-27,0.0246616336910302
2012-01-28,0.0919522475448297
2012-01-29,0.0466550684249126
2012-01-30,0.0642565550524924
2012-01-31,0.063467649687613
2012-02-01,0.153467612407949
2012-02-02,0.157547318052896
2012-02-03,0.135035960248743
2012-02-04,0.122689761747775
2012-02-05,0.088001348248418
2012-02-06,0.0554803801115126
2012-02-07,0.0929660988920231
2012-02-08,0.0909676302002661
2012-02-09,0.118126117794861
2012-02-10,0.131504389069626
2012-02-11,0.0794363889126008
2012-02-12,0.064365431375194
2012-02-13,0.0444185657336124
2012-02-14,-0.147675068180565
2012-02-15,-0.156969412511677
2012-02-16,-0.192897468907792
2012-02-17,-0.16241127481709
2012-02-18,-0.176260170064992
2012-02-19,-0.149188774759362
2012-02-20,-0.146956710792725
2012-02-21,-0.165071146401736
2012-02-22,-0.126246153690729
2012-02-23,0.00207235241924102
2012-02-24,0.00370121935658439
2012-02-25,-0.0507775713250921
2012-02-26,-0.017789778160269
2012-02-27,-0.0112839676124944
2012-02-28,-0.0314926663950214
2012-02-29,-0.0267364729538901
2012-03-01,-0.0144399421186626
2012-03-02,-0.0571383320001723
2012-03-03,-0.0735413487478644
2012-03-04,-0.0318550225023037
2012-03-05,-0.0355628180034629
2012-03-06,0.00275153158326642
2012-03-07,-0.011695511115177
2012-03-08,-0.00987441824739726
2012-03-09,-0.0237500045493142
2012-03-10,-0.0286815352241283
2012-03-11,-0.016365513130085
2012-03-12,-0.0149170059842933
2012-03-13,0.0565539288276633
2012-03-14,0.0746721736269159
2012-03-15,0.0673513100278177
2012-03-16,0.0646709555537337
2012-03-17,0.0356808398129899
2012-03-18,0.0499985711775685
2012-03-19,-0.0680277536053467
2012-03-20,-0.0307715175279242
2012-03-21,-0.0348720447785113
2012-03-22,-0.0449347986155523
2012-03-23,-0.0645100880790851
2012-03-24,-0.0627966534116608
2012-03-25,-0.0889427181340275
2012-03-26,-0.0628439521883669
2012-03-27,-0.0288329375040308
2012-03-28,-0.028835545515291
2012-03-29,-0.0368782857564879
2012-03-30,-0.00266155981601987
2012-03-31,0.00446159969617888
2012-04-01,-0.0148398293318688
2012-04-02,0.0217990546565788
2012-04-03,0.0199516198876991
2012-04-04,0.00376467174279783
2012-04-05,0.0133845940862248
2012-04-06,0.0143182881685027
2012-04-07,-0.0307775136096535
2012-04-08,-0.0147124222791605
2012-04-09,-0.00861650787668219
2012-04-10,-0.00538335456066613
2012-04-11,0.00731821232284287
2012-04-12,0.00745652555060633
2012-04-13,0.0092644381533076
2012-04-14,0.0137161768318823
2012-04-15,0.0207577176374788
2012-04-16,0.0150830611661901
2012-04-17,0.0202392790034922
2012-04-18,0.0507565011456807
2012-04-19,0.0442365322787047
2012-04-20,0.0898672080954055
2012-04-21,0.06635109373476
2012-04-22,0.0585282568691166
2012-04-23,0.0472139038352318
2012-04-24,0.0335541473588575
2012-04-25,0.0495559838271795
2012-04-26,0.0383549039850908
2012-04-27,0.0396087229699441
2012-04-28,0.0145490224706779
2012-04-29,-0.002588234377501
2012-04-30,0.0101948491597315
2012-05-01,0.0223818573386024
2012-05-02,0.028679966068329
2012-05-03,0.0424459480243317
2012-05-04,0.0404221476600509
2012-05-05,0.0305707912053436
2012-05-06,0.0344648785612653
2012-05-07,0.0339343075925667
2012-05-08,0.0338089852090444
2012-05-09,0.0213686910097797
2012-05-10,0.0181213462314182
2012-05-11,0.0164961896640658
2012-05-12,0.0126732476423067
2012-05-13,0.0100431682740586
2012-05-14,0.025886609197248
2012-05-15,0.0256897634224167
2012-05-16,0.0354392300103647
2012-05-17,0.0434663791020949
2012-05-18,0.0512742562938197
2012-05-19,0.0490377603612488
2012-05-20,0.0503837901418924
2012-05-21,0.0516578867586937
2012-05-22,0.0519943246555516
2012-05-23,0.0594736441865819
2012-05-24,0.0590694950821092
2012-05-25,0.0617729307991827
2012-05-26,0.0583417375717941
2012-05-27,0.0582727519825732
2012-05-28,0.0641993687286304
2012-05-29,0.0665839624401793
2012-05-30,0.0639912596900594
2012-05-31,0.075809891191934
2012-06-01,0.0884811821926991
2012-06-02,0.0638303132130689
2012-06-03,0.0809505572386667
2012-06-04,0.0885040895954642
2012-06-05,0.112243484643839
2012-06-06,0.113620483816937
2012-06-07,0.140249044286685
2012-06-08,0.14518788666517
2012-06-09,0.133244423515076
2012-06-10,0.118162324745988
2012-06-11,0.137086071619108
2012-06-12,0.157393179787413
2012-06-13,0.181325902421947
2012-06-14,0.186618880763128
2012-06-15,0.258732391455784
2012-06-16,0.244280447503277
2012-06-17,0.207615540148204
2012-06-18,0.223898599075611
2012-06-19,0.246780905200321
2012-06-20,0.268165324977118
2012-06-21,0.265774771610039
2012-06-22,0.246859654420278
2012-06-23,0.236055933052175
2012-06-24,0.22503900309732
2012-06-25,0.219317579293546
2012-06-26,0.235338960881798
2012-06-27,0.256205516220699
2012-06-28,0.249238154910534
2012-06-29,0.258361006614887
2012-06-30,0.259978991229435
2012-07-01,0.251634619387748
2012-07-02,0.266015435861038
2012-07-03,0.230673440627562
2012-07-04,0.237488161832243
2012-07-05,0.253692243313765
2012-07-06,0.256089115759923
2012-07-07,0.272354806489183
2012-07-08,0.268131262961915
2012-07-09,0.282913922244584
2012-07-10,0.313594637898176
2012-07-11,0.310214980230137
2012-07-12,0.35837861102101
2012-07-13,0.348513702146218
2012-07-14,0.34603475164705
2012-07-15,0.349535764847805
2012-07-16,0.408857517583761
2012-07-17,0.423679390370434
2012-07-18,0.44370782456209
2012-07-19,0.425925128670642
2012-07-20,0.402761171064973
2012-07-21,0.421627413449904
2012-07-22,0.398144681896125
2012-07-23,0.402645732216946
2012-07-24,0.398643912249127
2012-07-25,0.412442614025068
2012-07-26,0.411303246251777
2012-07-27,0.41397360353383
2012-07-28,0.412389747696165
2012-07-29,0.396826187602614
2012-07-30,0.424676333497183
2012-07-31,0.438789954751069
2012-08-01,0.446206046248093
2012-08-02,0.486359868788951
2012-08-03,0.505726836655536
2012-08-04,0.501212342277
2012-08-05,0.498228867685043
2012-08-06,0.50083287988738
2012-08-07,0.497183656537406
2012-08-08,0.50285307988991
2012-08-09,0.501877473690751
2012-08-10,0.514856433398827
2012-08-11,0.516973307930048
2012-08-12,0.520060603450612
2012-08-13,0.531397263087416
2012-08-14,0.537139235856502
2012-08-15,0.569808429245931
2012-08-16,0.574915162703637
2012-08-17,0.494670796814681
2012-08-18,0.493975710105832
2012-08-19,0.274614220247171
2012-08-20,0.413018910622425
2012-08-21,0.413737257457248
2012-08-22,0.402893649798983
2012-08-23,0.421762396462591
2012-08-24,0.448240358078133
2012-08-25,0.443910353598155
2012-08-26,0.444320709012522
2012-08-27,0.448816771255886
2012-08-28,0.452691582154022
2012-08-29,0.445659679544105
2012-08-30,0.43904264011589
2012-08-31,0.401662863793507
2012-09-01,0.396531067712019
2012-09-02,0.40849312529059
2012-09-03,0.424308046172043
2012-09-04,0.416750918596192
2012-09-05,0.449052103022575
2012-09-06,0.454256523976937
2012-09-07,0.446271955432005
2012-09-08,0.446102396157629
2012-09-09,0.44240145768851
2012-09-10,0.441799564608036
2012-09-11,0.44479238570338
2012-09-12,0.447414410095126
2012-09-13,0.447234287377612
2012-09-14,0.464949190992193
2012-09-15,0.463193233204661
2012-09-16,0.469448014947174
2012-09-17,0.470640241337442
2012-09-18,0.485520673974199
2012-09-19,0.490933881287393
2012-09-20,0.479023814041328
2012-09-21,0.478358066248986
2012-09-22,0.471808394433023
2012-09-23,0.467627393659466
2012-09-24,0.462339980676309
2012-09-25,0.462120205551358
2012-09-26,0.471224387735866
2012-09-27,0.468872145592531
2012-09-28,0.459099344643296
2012-09-29,0.470803017612823
2012-09-30,0.468245789709367
2012-10-01,0.467761336055083
2012-10-02,0.481749322254052
2012-10-03,0.471941391591538
2012-10-04,0.475996135284116
2012-10-05,0.473191073158778
2012-10-06,0.465496711689194
2012-10-07,0.433177818085211
2012-10-08,0.426853670721984
2012-10-09,0.435488379974672
2012-10-10,0.443887590852082
2012-10-11,0.444274010296584
2012-10-12,0.435658412138202
2012-10-13,0.432552615061103
2012-10-14,0.421385516455343
2012-10-15,0.428113496637096
2012-10-16,0.432286621893277
2012-10-17,0.430735705537832
2012-10-18,0.432423019097003
2012-10-19,0.423248647111719
2012-10-20,0.418066516385211
2012-10-21,0.416380093750949
2012-10-22,0.419644614300896
2012-10-23,0.417918442090048
2012-10-24,0.411544302143464
2012-10-25,0.365280333449957
2012-10-26,0.324940847912872
2012-10-27,0.344562334617256
2012-10-28,0.363645654707261
2012-10-29,0.355144348258659
2012-10-30,0.36954730116213
2012-10-31,0.383309164599307
2012-11-01,0.356640996041463
2012-11-02,0.355354021289602
2012-11-03,0.3585302481527
2012-11-04,0.370323122595849
2012-11-05,0.363950551677552
2012-11-06,0.370668347776878
2012-11-07,0.372476353408307
2012-11-08,0.367300626056585
2012-11-09,0.368130238110527
2012-11-10,0.371070919273198
2012-11-11,0.350448308325373
2012-11-12,0.376296728449175
2012-11-13,0.370268070710834
2012-11-14,0.373382062838495
2012-11-15,0.385964095045557
2012-11-16,0.413279965999253
2012-11-17,0.411056985030041
2012-11-18,0.404949733419908
2012-11-19,0.408680837017091
2012-11-20,0.409176026154895
2012-11-21,0.405348357365844
2012-11-22,0.435199979404958
2012-11-23,0.432446084152718
2012-11-24,0.434446097563831
2012-11-25,0.438565662926598
2012-11-26,0.423532143391497
2012-11-27,0.417590126682188
2012-11-28,0.426727224584463
2012-11-29,0.432450159943168
2012-11-30,0.434575146884301
2012-12-01,0.43319895280821
2012-12-02,0.429772520886379
2012-12-03,0.438657710275175
2012-12-04,0.466340446715755
2012-12-05,0.456131463926413
2012-12-06,0.460976519489214
2012-12-07,0.461570978521351
2012-12-08,0.465164293051218
2012-12-09,0.455177584318584
2012-12-10,0.460165449817883
2012-12-11,0.463448961317179
2012-12-12,0.463157821537604
2012-12-13,0.46571909714412
2012-12-14,0.459616287411678
2012-12-15,0.455322391336838
2012-12-16,0.450278014897425
2012-12-17,0.443477055865696
2012-12-18,0.443168261282951
2012-12-19,0.45408634026762
2012-12-20,0.451798078849291
2012-12-21,0.448857687440453
2012-12-22,0.444952934267656
2012-12-23,0.443367612658013
2012-12-24,0.446370994515101
2012-12-25,0.444244814478327
2012-12-26,0.446780440212176
2012-12-27,0.44518790978479
2012-12-28,0.446075761425352
2012-12-29,0.444633851316966
2012-12-30,0.446419939872116
2012-12-31,0.447635987150954
2013-01-01,0.435046425789145
2013-01-02,0.425752651851549
2013-01-03,0.433169308665001
2013-01-04,0.430908102185999
2013-01-05,0.430335349626207
2013-01-06,0.430503935856221
2013-01-07,0.43226318839951
2013-01-08,0.443574263222593
2013-01-09,0.446302756847697
2013-01-10,0.460981779107091
2013-01-11,0.459817931607423
2013-01-12,0.454565689049738
2013-01-13,0.443780484796673
