t,addresses_accumulation_count
2017-09-28,286262
2017-09-29,287356
2017-09-30,287413
2017-10-01,287824
2017-10-02,288905
2017-10-03,290736
2017-10-04,292902
2017-10-05,293080
2017-10-06,294038
2017-10-07,293797
2017-10-08,293041
2017-10-09,293169
2017-10-10,294118
2017-10-11,295834
2017-10-12,296387
2017-10-13,298688
2017-10-14,300018
2017-10-15,299962
2017-10-16,301096
2017-10-17,304635
2017-10-18,310014
2017-10-19,313560
2017-10-20,316393
2017-10-21,317043
2017-10-22,316759
2017-10-23,318750
2017-10-24,319882
2017-10-25,321093
2017-10-26,322317
2017-10-27,325273
2017-10-28,326427
2017-10-29,325012
2017-10-30,324686
2017-10-31,326492
2017-11-01,329425
2017-11-02,332245
2017-11-03,335442
2017-11-04,336491
2017-11-05,336975
2017-11-06,339029
2017-11-07,341035
2017-11-08,340890
2017-11-09,340845
2017-11-10,341915
2017-11-11,343591
2017-11-12,344714
2017-11-13,347290
2017-11-14,351349
2017-11-15,353245
2017-11-16,354546
2017-11-17,354635
2017-11-18,353364
2017-11-19,352388
2017-11-20,352113
2017-11-21,353673
2017-11-22,354337
2017-11-23,354832
2017-11-24,356804
2017-11-25,358153
2017-11-26,359986
2017-11-27,362891
2017-11-28,366479
2017-11-29,370020
2017-11-30,373631
2017-12-01,376921
2017-12-02,377950
2017-12-03,374722
2017-12-04,376357
2017-12-05,378777
2017-12-06,382150
2017-12-07,386977
2017-12-08,390777
2017-12-09,390159
2017-12-10,391148
2017-12-11,394960
2017-12-12,398824
2017-12-13,400954
2017-12-14,405840
2017-12-15,408283
2017-12-16,410524
2017-12-17,412081
2017-12-18,416173
2017-12-19,421036
2017-12-20,425473
2017-12-21,430944
2017-12-22,434580
2017-12-23,438044
2017-12-24,436956
2017-12-25,436791
2017-12-26,438154
2017-12-27,441157
2017-12-28,443884
2017-12-29,446716
2017-12-30,447699
2017-12-31,445967
2018-01-01,446357
2018-01-02,446976
2018-01-03,450740
2018-01-04,454597
2018-01-05,460476
2018-01-06,463341
2018-01-07,464969
2018-01-08,468375
2018-01-09,474054
2018-01-10,476191
2018-01-11,468428
2018-01-12,464959
2018-01-13,462461
2018-01-14,460539
2018-01-15,460517
2018-01-16,461994
2018-01-17,461045
2018-01-18,459447
2018-01-19,454349
2018-01-20,445573
2018-01-21,442690
2018-01-22,438286
2018-01-23,435315
2018-01-24,432602
2018-01-25,429069
2018-01-26,426242
2018-01-27,419679
2018-01-28,418173
2018-01-29,418532
2018-01-30,417350
2018-01-31,416884
2018-02-01,416580
2018-02-02,414515
2018-02-03,405394
2018-02-04,400540
2018-02-05,398914
2018-02-06,399637
2018-02-07,400246
2018-02-08,398026
2018-02-09,397217
2018-02-10,393876
2018-02-11,392212
2018-02-12,390919
2018-02-13,391243
2018-02-14,391846
2018-02-15,392788
2018-02-16,392998
2018-02-17,393456
2018-02-18,393249
2018-02-19,393537
2018-02-20,392427
2018-02-21,391499
2018-02-22,391944
2018-02-23,392227
2018-02-24,392723
2018-02-25,391838
2018-02-26,392332
2018-02-27,392104
2018-02-28,392006
2018-03-01,391447
2018-03-02,390596
2018-03-03,390537
2018-03-04,390513
2018-03-05,390817
2018-03-06,382507
2018-03-07,380437
2018-03-08,381248
2018-03-09,382029
2018-03-10,381992
2018-03-11,381941
2018-03-12,381582
2018-03-13,381641
2018-03-14,381798
2018-03-15,381912
2018-03-16,382720
2018-03-17,383126
2018-03-18,382205
2018-03-19,382143
2018-03-20,382340
2018-03-21,382292
2018-03-22,381661
2018-03-23,381162
2018-03-24,381203
2018-03-25,381437
2018-03-26,380862
2018-03-27,381036
2018-03-28,381837
2018-03-29,382333
2018-03-30,382355
2018-03-31,382213
2018-04-01,382662
2018-04-02,383082
2018-04-03,382523
2018-04-04,383036
2018-04-05,383215
2018-04-06,383279
2018-04-07,382581
2018-04-08,383052
2018-04-09,383526
2018-04-10,383820
2018-04-11,383640
2018-04-12,382920
2018-04-13,383003
2018-04-14,382846
2018-04-15,382725
2018-04-16,382490
2018-04-17,383055
2018-04-18,383392
2018-04-19,383893
2018-04-20,384264
2018-04-21,384373
2018-04-22,384938
2018-04-23,382868
2018-04-24,382155
2018-04-25,382435
2018-04-26,382668
2018-04-27,382538
2018-04-28,383100
2018-04-29,383602
2018-04-30,384209
2018-05-01,384866
2018-05-02,384708
2018-05-03,385272
2018-05-04,384137
2018-05-05,382570
2018-05-06,382646
2018-05-07,381681
2018-05-08,381561
2018-05-09,381682
2018-05-10,382044
2018-05-11,382529
2018-05-12,382786
2018-05-13,382995
2018-05-14,383221
2018-05-15,383970
2018-05-16,384647
2018-05-17,385185
2018-05-18,385606
2018-05-19,385613
2018-05-20,386117
2018-05-21,386199
2018-05-22,386052
2018-05-23,385960
2018-05-24,386200
2018-05-25,386131
2018-05-26,386642
2018-05-27,387003
2018-05-28,387333
2018-05-29,387708
2018-05-30,388036
2018-05-31,388277
2018-06-01,389208
2018-06-02,389928
2018-06-03,390237
2018-06-04,390733
2018-06-05,391440
2018-06-06,391863
2018-06-07,392260
2018-06-08,392637
2018-06-09,392953
2018-06-10,393132
2018-06-11,394022
2018-06-12,394766
2018-06-13,394740
2018-06-14,394510
2018-06-15,395279
2018-06-16,395707
2018-06-17,396083
2018-06-18,396869
2018-06-19,397033
2018-06-20,397383
2018-06-21,397654
2018-06-22,397692
2018-06-23,399242
2018-06-24,399036
2018-06-25,399261
2018-06-26,399252
2018-06-27,399092
2018-06-28,399021
2018-06-29,399574
2018-06-30,398941
2018-07-01,399220
2018-07-02,399164
2018-07-03,398480
2018-07-04,398992
2018-07-05,398462
2018-07-06,398736
2018-07-07,399015
2018-07-08,398806
2018-07-09,397428
2018-07-10,396029
2018-07-11,395300
2018-07-12,394901
2018-07-13,395307
2018-07-14,395792
2018-07-15,396078
2018-07-16,396214
2018-07-17,395867
2018-07-18,395651
2018-07-19,395567
2018-07-20,395562
2018-07-21,395970
2018-07-22,396340
2018-07-23,396830
2018-07-24,397053
2018-07-25,398034
2018-07-26,398317
2018-07-27,399205
2018-07-28,398237
2018-07-29,398595
2018-07-30,398565
2018-07-31,398337
2018-08-01,398944
2018-08-02,399350
2018-08-03,399454
2018-08-04,399700
2018-08-05,399687
2018-08-06,399958
2018-08-07,398359
2018-08-08,398154
2018-08-09,398812
2018-08-10,399169
2018-08-11,399295
2018-08-12,399502
2018-08-13,399646
2018-08-14,399659
2018-08-15,400436
2018-08-16,399965
2018-08-17,400919
2018-08-18,401094
2018-08-19,401213
2018-08-20,399543
2018-08-21,398585
2018-08-22,398076
2018-08-23,397350
2018-08-24,397444
2018-08-25,398327
2018-08-26,398347
2018-08-27,398275
2018-08-28,398342
2018-08-29,400231
2018-08-30,399791
2018-08-31,399780
2018-09-01,399072
2018-09-02,399166
2018-09-03,399082
2018-09-04,398680
2018-09-05,398323
2018-09-06,397665
2018-09-07,397640
2018-09-08,397943
2018-09-09,397906
2018-09-10,396998
2018-09-11,395725
2018-09-12,395096
2018-09-13,394957
2018-09-14,394717
2018-09-15,394946
2018-09-16,395013
2018-09-17,394928
2018-09-18,394972
2018-09-19,394939
2018-09-20,395071
2018-09-21,394311
2018-09-22,394582
2018-09-23,394825
2018-09-24,394678
2018-09-25,395063
2018-09-26,394926
2018-09-27,395014
2018-09-28,394821
2018-09-29,395338
2018-09-30,395780
2018-10-01,395465
2018-10-02,391429
2018-10-03,391701
2018-10-04,391840
2018-10-05,392310
2018-10-06,392687
2018-10-07,393062
2018-10-08,393094
2018-10-09,393249
2018-10-10,393549
2018-10-11,393164
2018-10-12,391346
2018-10-13,391216
2018-10-14,391515
2018-10-15,390809
2018-10-16,389975
2018-10-17,389979
2018-10-18,389984
2018-10-19,390140
2018-10-20,390567
2018-10-21,390775
2018-10-22,390615
2018-10-23,390684
2018-10-24,390608
2018-10-25,391008
2018-10-26,390941
2018-10-27,391159
2018-10-28,391242
2018-10-29,391050
2018-10-30,391235
2018-10-31,391759
2018-11-01,391842
2018-11-02,392105
2018-11-03,392377
2018-11-04,389916
2018-11-05,389669
2018-11-06,390205
2018-11-07,389828
2018-11-08,389397
2018-11-09,389228
2018-11-10,389408
2018-11-11,389774
2018-11-12,388967
2018-11-13,388847
2018-11-14,388681
2018-11-15,388402
2018-11-16,388499
2018-11-17,388983
2018-11-18,389537
2018-11-19,389101
2018-11-20,388497
2018-11-21,388801
2018-11-22,388758
2018-11-23,389025
2018-11-24,389310
2018-11-25,389204
2018-11-26,389100
2018-11-27,389276
2018-11-28,389811
2018-11-29,390158
2018-11-30,390844
2018-12-01,391279
2018-12-02,392000
2018-12-03,391693
2018-12-04,390237
2018-12-05,389985
2018-12-06,390559
2018-12-07,389752
2018-12-08,389874
2018-12-09,390211
2018-12-10,389698
2018-12-11,389978
2018-12-12,390015
2018-12-13,390426
2018-12-14,389860
2018-12-15,390078
2018-12-16,390401
2018-12-17,390211
2018-12-18,390276
2018-12-19,390208
2018-12-20,389917
2018-12-21,389960
2018-12-22,390048
2018-12-23,390044
2018-12-24,390423
2018-12-25,391214
2018-12-26,390965
2018-12-27,390936
2018-12-28,391482
2018-12-29,391840
2018-12-30,392422
2018-12-31,392997
2019-01-01,393437
2019-01-02,393960
2019-01-03,394456
2019-01-04,394894
2019-01-05,395324
2019-01-06,395471
2019-01-07,395141
2019-01-08,395088
2019-01-09,395511
2019-01-10,396206
2019-01-11,396880
2019-01-12,397346
2019-01-13,397911
2019-01-14,397801
2019-01-15,398164
2019-01-16,398835
2019-01-17,398961
2019-01-18,399406
2019-01-19,399621
2019-01-20,400047
2019-01-21,400145
2019-01-22,400385
2019-01-23,400820
2019-01-24,400852
2019-01-25,401464
2019-01-26,401539
2019-01-27,401932
2019-01-28,402188
2019-01-29,402404
2019-01-30,402642
2019-01-31,403182
2019-02-01,402804
2019-02-02,403280
2019-02-03,403855
2019-02-04,403754
2019-02-05,404454
2019-02-06,402333
2019-02-07,402310
2019-02-08,402496
2019-02-09,402539
2019-02-10,402845
2019-02-11,402325
2019-02-12,404379
2019-02-13,404004
2019-02-14,404292
2019-02-15,404667
2019-02-16,404610
2019-02-17,404678
2019-02-18,404468
2019-02-19,405097
2019-02-20,405567
2019-02-21,406149
2019-02-22,405894
2019-02-23,406273
2019-02-24,406627
2019-02-25,407336
2019-02-26,407516
2019-02-27,408379
2019-02-28,408726
2019-03-01,409064
2019-03-02,409480
2019-03-03,409729
2019-03-04,410138
2019-03-05,410611
2019-03-06,411009
2019-03-07,410816
2019-03-08,410894
2019-03-09,411431
2019-03-10,411867
2019-03-11,410846
2019-03-12,411758
2019-03-13,411701
2019-03-14,411410
2019-03-15,411625
2019-03-16,411702
2019-03-17,411790
2019-03-18,412277
2019-03-19,412770
2019-03-20,412901
2019-03-21,412252
2019-03-22,412408
2019-03-23,413034
2019-03-24,413155
2019-03-25,413104
2019-03-26,413881
2019-03-27,413374
2019-03-28,413490
2019-03-29,411200
2019-03-30,411010
2019-03-31,410850
2019-04-01,411436
2019-04-02,411139
2019-04-03,410035
2019-04-04,410258
2019-04-05,410332
2019-04-06,410042
2019-04-07,409778
2019-04-08,409957
2019-04-09,410443
2019-04-10,410695
2019-04-11,410625
2019-04-12,410765
2019-04-13,411134
2019-04-14,411546
2019-04-15,411338
2019-04-16,410882
2019-04-17,411079
2019-04-18,410874
2019-04-19,410575
2019-04-20,410644
2019-04-21,410363
2019-04-22,410876
2019-04-23,411907
2019-04-24,412043
2019-04-25,412752
2019-04-26,412960
2019-04-27,413095
2019-04-28,413548
2019-04-29,414004
2019-04-30,414854
2019-05-01,414760
2019-05-02,414915
2019-05-03,415071
2019-05-04,415441
2019-05-05,415029
2019-05-06,415289
2019-05-07,416241
2019-05-08,416573
2019-05-09,416491
2019-05-10,417089
2019-05-11,417012
2019-05-12,415698
2019-05-13,416429
2019-05-14,417561
2019-05-15,419127
2019-05-16,420398
2019-05-17,421879
2019-05-18,420319
2019-05-19,419842
2019-05-20,420660
2019-05-21,421668
2019-05-22,423037
2019-05-23,424231
2019-05-24,424892
2019-05-25,425134
2019-05-26,424363
2019-05-27,424151
2019-05-28,425474
2019-05-29,426311
2019-05-30,426828
2019-05-31,430007
2019-06-01,429172
2019-06-02,426876
2019-06-03,426509
2019-06-04,429308
2019-06-05,431294
2019-06-06,431132
2019-06-07,430182
2019-06-08,430896
2019-06-09,431624
2019-06-10,432891
2019-06-11,434118
2019-06-12,435185
2019-06-13,435173
2019-06-14,435656
2019-06-15,435301
2019-06-16,435893
2019-06-17,438104
2019-06-18,437866
2019-06-19,438587
2019-06-20,439802
2019-06-21,441366
2019-06-22,441719
2019-06-23,440215
2019-06-24,437176
2019-06-25,438327
2019-06-26,440313
2019-06-27,442675
2019-06-28,443905
2019-06-29,441551
2019-06-30,442141
2019-07-01,442325
2019-07-02,440006
2019-07-03,439939
2019-07-04,438546
2019-07-05,436694
2019-07-06,437137
2019-07-07,437436
2019-07-08,435877
2019-07-09,435666
2019-07-10,436225
2019-07-11,436979
2019-07-12,435345
2019-07-13,435368
2019-07-14,435772
2019-07-15,436681
2019-07-16,437769
2019-07-17,439292
2019-07-18,440844
2019-07-19,442058
2019-07-20,441577
2019-07-21,441700
2019-07-22,442107
2019-07-23,442663
2019-07-24,443278
2019-07-25,442995
2019-07-26,443104
2019-07-27,443799
2019-07-28,444157
2019-07-29,444310
2019-07-30,443639
2019-07-31,443606
2019-08-01,444145
2019-08-02,443761
2019-08-03,443736
2019-08-04,444043
2019-08-05,443534
2019-08-06,442780
2019-08-07,442882
2019-08-08,442334
2019-08-09,442107
2019-08-10,442546
2019-08-11,442826
2019-08-12,443121
2019-08-13,443161
2019-08-14,443865
2019-08-15,444734
2019-08-16,445886
2019-08-17,446742
2019-08-18,447326
2019-08-19,447816
2019-08-20,448381
2019-08-21,451472
2019-08-22,450646
2019-08-23,448069
2019-08-24,443938
2019-08-25,444124
2019-08-26,443916
2019-08-27,443360
2019-08-28,443492
2019-08-29,443968
2019-08-30,444470
2019-08-31,445029
2019-09-01,445355
2019-09-02,445814
2019-09-03,445411
2019-09-04,444895
2019-09-05,445141
2019-09-06,445495
2019-09-07,446226
2019-09-08,446421
2019-09-09,446384
2019-09-10,447168
2019-09-11,447720
2019-09-12,448090
2019-09-13,447456
2019-09-14,447686
2019-09-15,448087
2019-09-16,447773
2019-09-17,447918
2019-09-18,447628
2019-09-19,448045
2019-09-20,448230
2019-09-21,448253
2019-09-22,448752
2019-09-23,452380
2019-09-24,451998
2019-09-25,453048
2019-09-26,453564
2019-09-27,453964
2019-09-28,454759
2019-09-29,455255
2019-09-30,455533
2019-10-01,455941
2019-10-02,456849
2019-10-03,456926
2019-10-04,457382
2019-10-05,458234
2019-10-06,458754
2019-10-07,458443
2019-10-08,458536
2019-10-09,458674
2019-10-10,458364
2019-10-11,458195
2019-10-12,458453
2019-10-13,458575
2019-10-14,458827
2019-10-15,458990
2019-10-16,458835
2019-10-17,459488
2019-10-18,459547
2019-10-19,459691
2019-10-20,459861
2019-10-21,460106
2019-10-22,459766
2019-10-23,459990
2019-10-24,460390
2019-10-25,460465
2019-10-26,458198
2019-10-27,457958
2019-10-28,457432
2019-10-29,456338
2019-10-30,456654
2019-10-31,456829
2019-11-01,456787
2019-11-02,457269
2019-11-03,457487
2019-11-04,457297
2019-11-05,457742
