t,distribution_balance_exchanges
2014-03-29,365248.61600844964
2014-03-30,369609.00270092976
2014-03-31,387810.3268042297
2014-04-01,393368.41613391973
2014-04-02,389993.3339447896
2014-04-03,392799.30513605964
2014-04-04,392436.26225053973
2014-04-05,385580.05200514966
2014-04-06,383482.7385296797
2014-04-07,384729.8696363497
2014-04-08,384755.8050278396
2014-04-09,384792.1419398997
2014-04-10,400591.5519065198
2014-04-11,398966.85912572977
2014-04-12,399610.32515906985
2014-04-13,401201.2589302497
2014-04-14,402383.60133637977
2014-04-15,402765.52679612976
2014-04-16,404377.7025452997
2014-04-17,398058.2333986799
2014-04-18,395960.34791265975
2014-04-19,395882.27906619984
2014-04-20,395704.2010358098
2014-04-21,395413.5704414898
2014-04-22,388614.07232202985
2014-04-23,389361.39011901995
2014-04-24,390069.8364863398
2014-04-25,392624.34979709977
2014-04-26,393855.8785822998
2014-04-27,395060.34157760977
2014-04-28,391984.9209379596
2014-04-29,391704.90555820975
2014-04-30,392586.77830502973
2014-05-01,392281.8829146797
2014-05-02,384759.0992691397
2014-05-03,390006.0201290098
2014-05-04,391509.55551123986
2014-05-05,397253.63412959984
2014-05-06,396135.42470862984
2014-05-07,392624.22076961974
2014-05-08,388758.46614003973
2014-05-09,391269.8292543198
2014-05-10,392226.6818702998
2014-05-11,389716.54494916985
2014-05-12,402602.81871993974
2014-05-13,399615.8450996498
2014-05-14,395214.79696461983
2014-05-15,400389.52069278987
2014-05-16,401577.2287895198
2014-05-17,401607.09983113984
2014-05-18,401360.8905786298
2014-05-19,399215.56026776985
2014-05-20,402344.05230528984
2014-05-21,406810.1740104899
2014-05-22,409297.2859799298
2014-05-23,407185.53071721975
2014-05-24,405558.55482812977
2014-05-25,408884.33378054976
2014-05-26,411253.2909373497
2014-05-27,411598.2537181898
2014-05-28,415705.1015801797
2014-05-29,416222.6169581498
2014-05-30,418592.1084680398
2014-05-31,416167.49602657976
2014-06-01,413255.6348313897
2014-06-02,416083.54217571975
2014-06-03,417585.8634426897
2014-06-04,416443.49841784977
2014-06-05,417835.3459388898
2014-06-06,417844.0823244299
2014-06-07,416632.9164596799
2014-06-08,418541.80391656986
2014-06-09,417740.8017057998
2014-06-10,419701.87303016987
2014-06-11,421129.8715335298
2014-06-12,422237.2443601298
2014-06-13,423895.5598725497
2014-06-14,423789.96668420976
2014-06-15,423532.68944315973
2014-06-16,428654.65583788976
2014-06-17,429514.7080122598
2014-06-18,428701.75732021965
2014-06-19,430144.5198391398
2014-06-20,429575.4661011598
2014-06-21,429898.7297931697
2014-06-22,430547.0737132999
2014-06-23,430575.7223820698
2014-06-24,435090.5016788399
2014-06-25,440253.31136161985
2014-06-26,439320.86984189984
2014-06-27,441273.9576035098
2014-06-28,440789.7884495698
2014-06-29,442068.6924064198
2014-06-30,446257.73758112977
2014-07-01,450031.62675689976
2014-07-02,450473.55686156976
2014-07-03,431741.7876995398
2014-07-04,435863.21597877983
2014-07-05,437399.0288068798
2014-07-06,437083.36785872985
2014-07-07,418973.9069252698
2014-07-08,420042.4632206698
2014-07-09,420049.2291404398
2014-07-10,419098.4519033898
2014-07-11,420217.66417756974
2014-07-12,418709.75439211976
2014-07-13,423037.3733039998
2014-07-14,422685.8610433298
2014-07-15,422832.52769325965
2014-07-16,428881.7021815197
2014-07-17,428124.22361188976
2014-07-18,430120.4138698798
2014-07-19,428650.98342546984
2014-07-20,428476.3603321198
2014-07-21,429140.0085122997
2014-07-22,428423.27744269965
2014-07-23,429624.20101537975
2014-07-24,431137.2087881897
2014-07-25,429962.5314344597
2014-07-26,432321.6969116297
2014-07-27,432004.86896586954
2014-07-28,432313.8685899896
2014-07-29,433901.6533298096
2014-07-30,435786.29622782953
2014-07-31,436165.75908939965
2014-08-01,438313.5673843896
2014-08-02,438845.10206421954
2014-08-03,437317.7427114496
2014-08-04,437914.39492528973
2014-08-05,436463.30080333963
2014-08-06,439522.6570704195
2014-08-07,439042.11905943963
2014-08-08,437943.40867057955
2014-08-09,438767.18792561966
2014-08-10,439647.99961348966
2014-08-11,438639.5362060296
2014-08-12,441105.5971503897
2014-08-13,442590.5889215597
2014-08-14,452499.36161848967
2014-08-15,452668.8560582697
2014-08-16,445261.6128614097
2014-08-17,453638.0465824698
2014-08-18,464829.3951728698
2014-08-19,466245.0556122597
2014-08-20,461851.2839366896
2014-08-21,462777.78594718967
2014-08-22,460714.63831990963
2014-08-23,461716.0258494296
2014-08-24,462285.84865090955
2014-08-25,467658.7792225296
2014-08-26,470766.4496832995
2014-08-27,470048.81767041946
2014-08-28,468638.62528748944
2014-08-29,470498.68821986945
2014-08-30,473784.3531162795
2014-08-31,475605.6831070894
2014-09-01,474607.5829266395
2014-09-02,476254.5696744295
2014-09-03,476415.13267228944
2014-09-04,478824.2150298394
2014-09-05,479984.30912932946
2014-09-06,484117.89152305946
2014-09-07,483435.8271955495
2014-09-08,483473.64899383945
2014-09-09,482745.7704809595
2014-09-10,487060.69656355947
2014-09-11,486843.5874724195
2014-09-12,490394.8858444894
2014-09-13,490421.61052880937
2014-09-14,490618.5571592794
2014-09-15,491989.2609318693
2014-09-16,491807.0150036793
2014-09-17,493304.89987119945
2014-09-18,500784.77656884934
2014-09-19,509776.92679794936
2014-09-20,509081.51807600947
2014-09-21,512856.25851641945
2014-09-22,512785.55833847955
2014-09-23,516955.5688912495
2014-09-24,518815.59011523944
2014-09-25,514171.5973245895
2014-09-26,514402.95101064956
2014-09-27,512385.8669319194
2014-09-28,514738.4740746493
2014-09-29,514726.0984898994
2014-09-30,513739.59877474944
2014-10-01,515313.63768425956
2014-10-02,516615.61264328955
2014-10-03,519179.0443208095
2014-10-04,530662.5610243693
2014-10-05,578274.890192369
2014-10-06,567347.167912339
2014-10-07,562709.1994676188
2014-10-08,565871.127729719
2014-10-09,573822.647758879
2014-10-10,568117.2566418389
2014-10-11,574011.2877538587
2014-10-12,575981.0185459488
2014-10-13,577426.9919579186
2014-10-14,578298.8318434388
2014-10-15,576989.8661021187
2014-10-16,575826.1056949988
2014-10-17,572116.955059939
2014-10-18,564635.721882039
2014-10-19,563221.957793089
2014-10-20,561149.5505125088
2014-10-21,561529.5038171989
2014-10-22,561347.833751589
2014-10-23,558410.5150817287
2014-10-24,558850.0746708688
2014-10-25,558035.0717504488
2014-10-26,559771.3965615086
2014-10-27,561530.3602280887
2014-10-28,564790.4048867787
2014-10-29,560313.5094342688
2014-10-30,565397.876638579
2014-10-31,567084.3488360589
2014-11-01,563483.0567176688
2014-11-02,560752.4755557087
2014-11-03,563599.3030734988
2014-11-04,573016.989386919
2014-11-05,566685.7744218791
2014-11-06,567486.718790759
2014-11-07,569330.0070273889
2014-11-08,569193.560174529
2014-11-09,574044.4688043492
2014-11-10,575667.976338639
2014-11-11,572703.3828989291
2014-11-12,574842.3299295091
2014-11-13,573507.141427719
2014-11-14,582262.700166919
2014-11-15,584191.025886049
2014-11-16,590303.4681590091
2014-11-17,588261.2989598293
2014-11-18,588716.9763718289
2014-11-19,592687.9139672188
2014-11-20,594534.029669269
2014-11-21,595107.6703064189
2014-11-22,594157.710155479
2014-11-23,594497.273249269
2014-11-24,596295.4710416588
2014-11-25,590013.1909347989
2014-11-26,590193.6952528391
2014-11-27,588755.9964657092
2014-11-28,592878.2670959892
2014-11-29,597124.2886548691
2014-11-30,602386.5938221392
2014-12-01,601612.2461942792
2014-12-02,604129.2089755591
2014-12-03,603808.6617824993
2014-12-04,589317.2268108493
2014-12-05,571590.2168198391
2014-12-06,531367.035540079
2014-12-07,532054.7264153492
2014-12-08,533693.0675610392
2014-12-09,532175.7620406193
2014-12-10,529934.5880564292
2014-12-11,527183.9678520192
2014-12-12,528439.3742913591
2014-12-13,526157.2508943991
2014-12-14,525206.6041389592
2014-12-15,527206.913039609
2014-12-16,534183.961806039
2014-12-17,532241.3470305193
2014-12-18,540689.3615630793
2014-12-19,540299.6762095093
2014-12-20,540805.6697339091
2014-12-21,542063.2042674691
2014-12-22,537002.9194030992
2014-12-23,539395.7841644192
2014-12-24,536698.3015943791
2014-12-25,538038.0239326591
2014-12-26,536964.323896209
2014-12-27,536454.9413842291
2014-12-28,535840.5736524692
2014-12-29,539515.015248339
2014-12-30,536230.350317779
2014-12-31,536595.3460106989
2015-01-01,536719.453622179
2015-01-02,537509.848214429
2015-01-03,542144.0725453389
2015-01-04,541236.779696469
2015-01-05,549132.788031989
2015-01-06,547052.1028205291
2015-01-07,547939.150960539
2015-01-08,547648.6957025293
2015-01-09,534672.5966069291
2015-01-10,521423.3292117091
2015-01-11,519412.1154782792
2015-01-12,521087.6362622091
2015-01-13,523027.3716801791
2015-01-14,534872.1471205389
2015-01-15,537320.4804386788
2015-01-16,532978.7615512488
2015-01-17,532127.0406607189
2015-01-18,535636.823780109
2015-01-19,537483.056415359
2015-01-20,540134.3755667292
2015-01-21,552076.6916987391
2015-01-22,556666.5899306491
2015-01-23,547556.018157729
2015-01-24,550026.7968329389
2015-01-25,553144.8309148692
2015-01-26,560302.7661803392
2015-01-27,554174.6573600691
2015-01-28,551648.009284619
2015-01-29,559754.352145579
2015-01-30,567151.033590269
2015-01-31,575111.5007505091
2015-02-01,570186.9872984791
2015-02-02,570583.548769929
2015-02-03,565527.5541457591
2015-02-04,571845.721465979
2015-02-05,573487.4151235094
2015-02-06,574780.6919444691
2015-02-07,573295.227702609
2015-02-08,575737.582554379
2015-02-09,572526.5749676392
2015-02-10,569919.367774579
2015-02-11,572155.9388757893
2015-02-12,573006.8350014591
2015-02-13,582794.3403990889
2015-02-14,584622.2875438288
2015-02-15,581042.6715510989
2015-02-16,572901.4769410986
2015-02-17,574324.1879103887
2015-02-18,572238.8365538889
2015-02-19,577077.8543940887
2015-02-20,577662.1818497786
2015-02-21,574948.5137791387
2015-02-22,578639.3585917787
2015-02-23,576354.4392039885
2015-02-24,577974.8824196887
2015-02-25,566707.1830808686
2015-02-26,573916.4374387187
2015-02-27,575126.7707259987
2015-02-28,576008.8500473587
2015-03-01,577661.0532530387
2015-03-02,570301.2451942487
2015-03-03,573529.1060045987
2015-03-04,572565.0909626187
2015-03-05,569322.8297266886
2015-03-06,570468.1773454489
2015-03-07,572343.2172859488
2015-03-08,571513.2340429486
2015-03-09,579437.0668797686
2015-03-10,581807.1526665887
2015-03-11,596509.808967949
2015-03-12,595335.313173139
2015-03-13,593413.941719179
2015-03-14,591518.1774998792
2015-03-15,593682.575177959
2015-03-16,606759.1112006991
2015-03-17,616935.4878010293
2015-03-18,613439.7372772794
2015-03-19,618449.0146588692
2015-03-20,618937.2882658592
2015-03-21,622343.4848871194
2015-03-22,624643.0572409094
2015-03-23,632718.1650371893
2015-03-24,633359.9371094494
2015-03-25,634600.9741039297
2015-03-26,637444.3610785097
2015-03-27,642154.8451575596
2015-03-28,640062.8640411894
2015-03-29,641993.4058186995
2015-03-30,641857.4735400697
2015-03-31,635021.8106079198
2015-04-01,633910.1608585299
2015-04-02,633773.0510936499
2015-04-03,630732.3881975097
2015-04-04,633032.9788031398
2015-04-05,637469.5811047297
2015-04-06,636172.0711425298
2015-04-07,636081.9115679298
2015-04-08,635922.9013842599
2015-04-09,633423.9231621299
2015-04-10,635864.4460967598
2015-04-11,637005.7440829098
2015-04-12,638745.8691974196
2015-04-13,642521.8558838598
2015-04-14,643426.1144935098
2015-04-15,636966.0477073597
2015-04-16,644957.5715011195
2015-04-17,647199.8579053598
2015-04-18,645134.7419619898
2015-04-19,646917.5966180495
2015-04-20,637315.6092138096
2015-04-21,635649.2260318599
2015-04-22,634668.7425939499
2015-04-23,633777.8665728897
2015-04-24,632554.5108128298
2015-04-25,635363.9786048197
2015-04-26,636929.36664073
2015-04-27,643191.6576359798
2015-04-28,646037.5219870398
2015-04-29,637103.0837850797
2015-04-30,638307.9106622
2015-05-01,649273.9786302698
2015-05-02,648540.1885183401
2015-05-03,648409.11454843
2015-05-04,645808.31095427
2015-05-05,645822.1322168199
2015-05-06,639153.6070071898
2015-05-07,640145.4627889199
2015-05-08,640439.3372272897
2015-05-09,639304.8967181698
2015-05-10,640534.2102098397
2015-05-11,644352.5808187798
2015-05-12,639068.3876187399
2015-05-13,643393.5709166197
2015-05-14,643058.1803488198
2015-05-15,643305.8235703999
2015-05-16,644547.9900496999
2015-05-17,646072.9796064598
2015-05-18,646289.4396457799
2015-05-19,643162.9462695797
2015-05-20,652293.7620408998
2015-05-21,649700.3333278496
2015-05-22,654687.9634861696
2015-05-23,654129.2406089196
2015-05-24,659504.6015092995
2015-05-25,658605.9117780895
2015-05-26,661205.7762065795
2015-05-27,663889.5136879993
2015-05-28,659525.9442421095
2015-05-29,659363.8702003997
2015-05-30,659736.0330003096
2015-05-31,660502.0233208595
2015-06-01,664438.1229013498
2015-06-02,661474.8638203598
2015-06-03,663972.4562518898
2015-06-04,666795.9311502597
2015-06-05,662399.6915639398
2015-06-06,663520.1426401897
2015-06-07,664239.76572749
2015-06-08,662608.86327566
2015-06-09,665688.8948611398
2015-06-10,666859.1943730499
2015-06-11,667046.7565930198
2015-06-12,663987.2753060202
2015-06-13,666267.8363765499
2015-06-14,668318.8790068901
2015-06-15,666996.7691639601
2015-06-16,667863.8279397499
2015-06-17,668925.88619277
2015-06-18,662140.6471289898
2015-06-19,664035.2918127698
2015-06-20,663836.1782313099
2015-06-21,666037.2829569898
2015-06-22,671780.9119598198
2015-06-23,669124.7119027898
2015-06-24,671375.39567865
2015-06-25,670540.06783737
2015-06-26,668872.9651547201
2015-06-27,669543.0425584198
2015-06-28,669249.77271733
2015-06-29,678713.9334919802
2015-06-30,680934.07913409
2015-07-01,678860.4472038001
2015-07-02,679530.0308213001
2015-07-03,679290.0028249001
2015-07-04,678431.6865774
2015-07-05,686736.3719364
2015-07-06,685521.6915656603
2015-07-07,689650.60071838
2015-07-08,681774.6879526
2015-07-09,681652.6158462899
2015-07-10,681487.5882808401
2015-07-11,683055.0484043299
2015-07-12,690199.1160204099
2015-07-13,691713.9677384798
2015-07-14,690880.1826271696
2015-07-15,703145.4999228996
2015-07-16,696544.0207210697
2015-07-17,695699.6472332997
2015-07-18,696070.9859778798
2015-07-19,698011.2491695897
2015-07-20,697640.0529017998
2015-07-21,697307.5303603697
2015-07-22,693903.3010897295
2015-07-23,696665.0905010297
2015-07-24,699871.7798098299
2015-07-25,702343.4293731297
2015-07-26,703619.6701678898
2015-07-27,692959.5086840898
2015-07-28,690695.8916950498
2015-07-29,689365.0661694997
2015-07-30,693346.2869286198
2015-07-31,692657.6645959098
2015-08-01,698975.7880399897
2015-08-02,699010.4333195899
2015-08-03,697664.9684184698
2015-08-04,701644.3967978896
2015-08-05,705799.3499652497
2015-08-06,707004.3541991098
2015-08-07,706850.9287548598
2015-08-08,740171.3829250896
2015-08-09,764184.7983219398
2015-08-10,733398.87538355
2015-08-11,728968.9308469995
2015-08-12,700295.3839903098
2015-08-13,708977.2353664098
2015-08-14,774063.7891889496
2015-08-15,718616.1384219897
2015-08-16,745728.0152609798
2015-08-17,768010.0869693996
2015-08-18,773516.4737806397
2015-08-19,766580.90759343
2015-08-20,791874.9789553498
2015-08-21,758149.5498970998
2015-08-22,786799.2025015098
2015-08-23,789173.1846516898
2015-08-24,783386.9066092398
2015-08-25,755775.2878767697
2015-08-26,789695.7448265797
2015-08-27,785123.2125172596
2015-08-28,784283.8046354494
2015-08-29,782540.8097842097
2015-08-30,782808.3743185697
2015-08-31,775201.7998929296
2015-09-01,771342.6552456596
2015-09-02,752080.0833055296
2015-09-03,770687.1035572195
2015-09-04,766796.0444608799
2015-09-05,770618.22370346
2015-09-06,771479.9456736199
2015-09-07,774266.2851015698
2015-09-08,771257.2226694698
2015-09-09,776672.14388344
2015-09-10,786329.94767583
2015-09-11,789087.2948458099
2015-09-12,790697.4155487998
2015-09-13,789584.9292254898
2015-09-14,771841.8157617298
2015-09-15,783469.7326565697
2015-09-16,762500.4752262197
2015-09-17,778529.9665003397
2015-09-18,774831.9931063697
2015-09-19,775010.1277919596
2015-09-20,773227.2924435595
2015-09-21,772980.2583640696
2015-09-22,762591.1651076995
2015-09-23,782691.3055754596
2015-09-24,778315.6243169196
2015-09-25,776893.4408872395
2015-09-26,765052.4728969194
2015-09-27,766509.6152273093
2015-09-28,774426.9716055393
2015-09-29,769622.3325650594
2015-09-30,756127.3255875795
2015-10-01,740853.9408717894
2015-10-02,749688.039211309
2015-10-03,753562.805052059
2015-10-04,764191.8123216393
2015-10-05,763284.4780606192
2015-10-06,761264.290498929
2015-10-07,766339.368037059
2015-10-08,766174.732869359
2015-10-09,762637.1412866692
2015-10-10,764592.9317428389
2015-10-11,761839.0460978289
2015-10-12,763469.1454428689
2015-10-13,763809.3071198991
2015-10-14,779153.7599686588
2015-10-15,780108.074829699
2015-10-16,774115.6470232191
2015-10-17,773592.452031409
2015-10-18,772458.0720285792
2015-10-19,771040.6020437691
2015-10-20,767043.7898500091
2015-10-21,765154.2331631491
2015-10-22,766511.3740829191
2015-10-23,769625.700142589
2015-10-24,772313.3414096494
2015-10-25,774918.2535872391
2015-10-26,776531.7101191891
2015-10-27,780073.5462717392
2015-10-28,778559.6938741591
2015-10-29,772288.9166784191
2015-10-30,780792.4651138592
2015-10-31,777166.5737597189
2015-11-01,782416.9378308291
2015-11-02,782069.9076739191
2015-11-03,779533.7116919389
2015-11-04,793415.5858755789
2015-11-05,795129.3500835492
2015-11-06,789208.8288185091
2015-11-07,793488.1230143792
2015-11-08,798213.3514119692
2015-11-09,788409.9031596591
2015-11-10,790849.0001037491
2015-11-11,803761.2132446889
2015-11-12,811660.651495809
2015-11-13,807456.536740749
2015-11-14,806678.5279344193
2015-11-15,808343.4781717492
2015-11-16,788105.3060172693
2015-11-17,789737.5462195093
2015-11-18,792218.431774199
2015-11-19,794079.3544718992
2015-11-20,791305.9168379792
2015-11-21,791979.3324671596
2015-11-22,789207.1029105793
2015-11-23,789991.2084502192
2015-11-24,790873.1317470593
2015-11-25,794963.4145672991
2015-11-26,809045.7929234889
2015-11-27,808093.6143125393
2015-11-28,806643.6144099992
2015-11-29,810257.9592205493
2015-11-30,811275.3463692094
2015-12-01,814609.9452694393
2015-12-02,807787.1735891394
2015-12-03,811416.4856301995
2015-12-04,811625.4339397997
2015-12-05,814773.4199809094
2015-12-06,812759.3942975894
2015-12-07,811208.8318286794
2015-12-08,811092.2466777993
2015-12-09,817936.8537072092
2015-12-10,808859.0822410993
2015-12-11,825684.474083589
2015-12-12,830179.8937775693
2015-12-13,827972.7878437191
2015-12-14,825857.8341995793
2015-12-15,827096.7535835194
2015-12-16,819546.0261841097
2015-12-17,814819.1578150998
2015-12-18,812199.4946374296
2015-12-19,812993.4689492995
2015-12-20,808797.7336864896
2015-12-21,802614.9624635198
2015-12-22,793216.0778754996
2015-12-23,790702.8345790996
2015-12-24,786360.3337935596
2015-12-25,781432.2981474297
2015-12-26,785078.6253669697
2015-12-27,788442.9474026297
2015-12-28,788737.6735420994
2015-12-29,787546.3962817695
2015-12-30,786851.6125678093
2015-12-31,792417.1694201892
2016-01-01,795500.5610190693
2016-01-02,793904.1198155395
2016-01-03,806449.206928589
2016-01-04,809122.0272355693
2016-01-05,791799.2506423893
2016-01-06,794472.1499710992
2016-01-07,788080.2775705593
2016-01-08,791571.3630642593
2016-01-09,794158.4690735594
2016-01-10,787989.3554673393
2016-01-11,809223.6289007394
2016-01-12,795576.7024764696
2016-01-13,802950.3335434794
2016-01-14,803173.0096649597
2016-01-15,809299.3648119792
2016-01-16,814309.3701615597
2016-01-17,818032.0842827397
2016-01-18,813724.6191290795
2016-01-19,815028.6562341396
2016-01-20,823034.3823197596
2016-01-21,820339.3013964697
2016-01-22,828353.3402605498
2016-01-23,830406.4261224095
2016-01-24,834056.6835157294
2016-01-25,839132.0040450495
2016-01-26,862533.5641197695
2016-01-27,858618.7959694494
2016-01-28,860325.5083746796
2016-01-29,852571.5714683299
2016-01-30,854849.5290864194
2016-01-31,852881.1454577699
2016-02-01,867959.9106142998
2016-02-02,856595.3363702998
2016-02-03,862450.8858769096
2016-02-04,853144.7504200895
2016-02-05,841224.5713432695
2016-02-06,845295.3385516693
2016-02-07,843114.3620682794
2016-02-08,856035.9365005095
2016-02-09,851182.1289257496
2016-02-10,867357.4648682096
2016-02-11,872366.2468703594
2016-02-12,872989.5297443995
2016-02-13,873959.9027907697
2016-02-14,876846.7691386897
2016-02-15,878639.4709720695
2016-02-16,873996.6873061595
2016-02-17,874038.6877247096
2016-02-18,872521.3172716995
2016-02-19,877155.0581906696
2016-02-20,873931.1172627895
2016-02-21,874090.4843595796
2016-02-22,875371.6201292095
2016-02-23,875921.2788435495
2016-02-24,871010.9702862693
2016-02-25,866212.0841372092
2016-02-26,866788.2688893892
2016-02-27,861136.3721558593
2016-02-28,865240.0933123193
2016-02-29,870092.6229056991
2016-03-01,887899.6295582193
2016-03-02,892138.7764701493
2016-03-03,914305.5521705595
2016-03-04,914947.5801646393
2016-03-05,928787.8486020294
2016-03-06,936066.3271571891
2016-03-07,939781.9925487292
2016-03-08,940227.8319137193
2016-03-09,944987.1658659393
2016-03-10,944012.5473199494
2016-03-11,944071.1374591693
2016-03-12,943554.1812647394
2016-03-13,938857.2428324491
2016-03-14,932038.572853759
2016-03-15,932387.6598067892
2016-03-16,937384.3562260793
2016-03-17,937377.3924775291
2016-03-18,936384.4546117292
2016-03-19,936551.3330210792
2016-03-20,942506.2878457492
2016-03-21,939114.9136746989
2016-03-22,941401.4960639591
2016-03-23,937595.573728619
2016-03-24,933146.526501019
2016-03-25,940972.2451831391
2016-03-26,938286.643661089
2016-03-27,940518.399626479
2016-03-28,938789.7614043589
2016-03-29,937707.919328719
2016-03-30,939767.5930449689
2016-03-31,943732.8620196991
2016-04-01,933028.5228184389
2016-04-02,939694.5968203892
2016-04-03,938403.6157509689
2016-04-04,934687.5244101487
2016-04-05,930583.608653019
2016-04-06,931926.6635130887
2016-04-07,945197.9549885088
2016-04-08,945776.7153294986
2016-04-09,945561.1498708287
2016-04-10,954476.3916922787
2016-04-11,953383.9498025787
2016-04-12,958506.9976903087
2016-04-13,955249.0100116888
2016-04-14,961621.6283311287
2016-04-15,963461.3130542387
2016-04-16,961566.8404810486
2016-04-17,954946.1395862186
2016-04-18,961243.8963836087
2016-04-19,960789.5132866887
2016-04-20,960809.5516790188
2016-04-21,952606.7045754486
2016-04-22,953806.9093646787
2016-04-23,955282.6107664987
2016-04-24,957884.784066259
2016-04-25,952805.8370508191
2016-04-26,957401.1733227592
2016-04-27,959504.901589029
2016-04-28,960958.1149154091
2016-04-29,956733.8083336292
2016-04-30,958146.7156288191
2016-05-01,959109.3036141794
2016-05-02,952196.0587258392
2016-05-03,948596.8291625894
2016-05-04,1045367.597237129
2016-05-05,1036872.9958684592
2016-05-06,967080.3586700489
2016-05-07,967305.3707736491
2016-05-08,964700.880423429
2016-05-09,962024.8463923889
2016-05-10,975730.673947219
2016-05-11,982082.6574855789
2016-05-12,982370.3808700889
2016-05-13,985752.5540637791
2016-05-14,996196.941758479
2016-05-15,998452.320138799
2016-05-16,989483.8040553993
2016-05-17,987969.502614009
2016-05-18,996007.7612979092
2016-05-19,1010894.9852031989
2016-05-20,1005193.4881528488
2016-05-21,998160.5445375887
2016-05-22,995850.1488220189
2016-05-23,991039.6454381287
2016-05-24,991836.1905893687
2016-05-25,994232.4592105085
2016-05-26,996910.2007240287
2016-05-27,1011143.7840298584
2016-05-28,1019617.0000203388
2016-05-29,1015453.4106100386
2016-05-30,1014520.6613539386
2016-05-31,1000618.3170292085
2016-06-01,996611.8144265184
2016-06-02,999729.0431555787
2016-06-03,998427.7579781588
2016-06-04,1002630.7065106587
2016-06-05,995865.3060635888
2016-06-06,992427.7369922188
2016-06-07,995139.3346373489
2016-06-08,1001371.3762615487
2016-06-09,1039729.989840069
2016-06-10,990961.185344549
2016-06-11,1000679.4392771391
2016-06-12,1008104.826508499
2016-06-13,1011004.6066102192
2016-06-14,1002156.4241149389
2016-06-15,1038100.9471275193
2016-06-16,1028402.584335759
2016-06-17,1035956.5438994492
2016-06-18,1041871.688083339
2016-06-19,1037525.3233131189
2016-06-20,1034160.2196901388
2016-06-21,1051705.7201802991
2016-06-22,1050133.074150939
2016-06-23,1048351.8250655187
2016-06-24,1052342.7085346289
2016-06-25,1060233.7299975385
2016-06-26,1049989.1174129087
2016-06-27,1045640.569773649
2016-06-28,1056519.666114939
2016-06-29,1042189.774967979
2016-06-30,1049362.1288361792
2016-07-01,1045088.2359535991
2016-07-02,1042697.6240224595
2016-07-03,1038027.3677590691
2016-07-04,1041671.827738769
2016-07-05,1042742.323142699
2016-07-06,1050078.3658695088
2016-07-07,1036988.6384237788
2016-07-08,1032939.2985645686
2016-07-09,1031321.8149961489
2016-07-10,1030858.6403706387
2016-07-11,1039392.1119099385
2016-07-12,1038827.087712099
2016-07-13,1040393.972970049
2016-07-14,1043588.8162778992
2016-07-15,1036031.8630261793
2016-07-16,1037317.6517990492
2016-07-17,1042952.399714439
2016-07-18,1046541.0930144489
2016-07-19,1039956.8527469988
2016-07-20,1046907.0067108589
2016-07-21,1045616.6355854587
2016-07-22,1044823.0208569987
2016-07-23,1044619.0241423488
2016-07-24,1044355.376325369
2016-07-25,1046457.1632552791
2016-07-26,1051401.909034589
2016-07-27,1061462.5202700892
2016-07-28,1060669.8618207395
2016-07-29,1059159.4061191294
2016-07-30,1057578.0225855694
2016-07-31,1061531.2248068794
2016-08-01,1062362.5877149487
2016-08-02,1059052.7197915383
2016-08-03,1054733.3018433389
2016-08-04,1050527.6338436985
2016-08-05,1045116.8155873483
2016-08-06,1042280.2292440984
2016-08-07,1030092.5168578181
2016-08-08,1028078.6529951983
2016-08-09,1019884.4412735886
2016-08-10,1023940.8484204186
2016-08-11,1026666.5595786087
2016-08-12,1029495.1671079486
2016-08-13,1021322.2857266988
2016-08-14,1017691.9534976785
2016-08-15,1012959.0649451888
2016-08-16,1007913.5967236286
2016-08-17,1007580.4352774587
2016-08-18,1009126.1836327786
2016-08-19,1003039.8299606688
2016-08-20,993542.0501836688
2016-08-21,992659.4306928389
2016-08-22,997218.3030440889
2016-08-23,994801.5323007287
2016-08-24,1002016.8382457586
2016-08-25,998796.5909230387
2016-08-26,1000112.3573702286
2016-08-27,997347.6329111984
2016-08-28,1001527.9427515287
2016-08-29,1006180.5843897286
2016-08-30,1019607.7358370484
2016-08-31,1022247.0903883186
2016-09-01,1009873.8635653085
2016-09-02,1003617.3375544683
2016-09-03,1002153.6763538183
2016-09-04,1003712.6410351085
2016-09-05,1009930.2843661983
2016-09-06,1008344.7002383482
2016-09-07,1004253.9511386984
2016-09-08,1000376.8132381885
2016-09-09,996907.8447393887
2016-09-10,997456.5455245285
2016-09-11,1001925.7547130686
2016-09-12,994197.1276868687
2016-09-13,994122.2340511784
2016-09-14,996566.1685634485
2016-09-15,997509.5809706587
2016-09-16,993834.5425555583
2016-09-17,994297.1678337585
2016-09-18,999723.2419577484
2016-09-19,1000485.2799779386
2016-09-20,1003297.8745687582
2016-09-21,998236.2042544783
2016-09-22,1000902.8391029183
2016-09-23,998299.8516155384
2016-09-24,993282.7572297283
2016-09-25,1000084.9679072383
2016-09-26,1005960.6582663481
2016-09-27,995871.1262718183
2016-09-28,998420.7415031585
2016-09-29,998324.5460309485
2016-09-30,997599.5903221784
2016-10-01,1000737.9295182487
2016-10-02,998392.7591367383
2016-10-03,987750.7428270585
2016-10-04,984411.0765257187
2016-10-05,981422.5420707187
2016-10-06,984582.6554358983
2016-10-07,985969.0008235086
2016-10-08,975197.4363315384
2016-10-09,974926.9273500183
2016-10-10,980162.1754767783
2016-10-11,986143.9057131485
2016-10-12,988575.1587399982
2016-10-13,984897.4205938181
2016-10-14,978551.4703704681
2016-10-15,981014.2323529781
