t,distribution_balance_exchanges
2016-10-16,983258.6894700481
2016-10-17,983631.3692540982
2016-10-18,981747.3922269581
2016-10-19,976114.4531344983
2016-10-20,980070.3400929482
2016-10-21,973210.4626730679
2016-10-22,979092.5175397182
2016-10-23,982145.0231000881
2016-10-24,983717.787939258
2016-10-25,987944.8970648579
2016-10-26,983524.4623447781
2016-10-27,979538.1611881077
2016-10-28,982319.3304286079
2016-10-29,989172.8398148078
2016-10-30,984331.9717927777
2016-10-31,990169.8619691778
2016-11-01,996117.8419625177
2016-11-02,998629.5223551178
2016-11-03,998046.0822976776
2016-11-04,987191.3992028378
2016-11-05,978886.3541436178
2016-11-06,978945.8432519675
2016-11-07,981308.8259943676
2016-11-08,985864.8571873975
2016-11-09,989774.6030170877
2016-11-10,992429.0508405976
2016-11-11,991157.3973781476
2016-11-12,990285.2670951876
2016-11-13,985218.8600910676
2016-11-14,986120.996704948
2016-11-15,986430.0240439479
2016-11-16,980871.8085172679
2016-11-17,988820.6199748879
2016-11-18,987397.3462797678
2016-11-19,979307.601466318
2016-11-20,972608.7391765281
2016-11-21,967591.4428459677
2016-11-22,975014.393174368
2016-11-23,979251.9571914179
2016-11-24,959814.6753136778
2016-11-25,955261.983396618
2016-11-26,955112.7287154179
2016-11-27,951497.4533256879
2016-11-28,941934.2356926678
2016-11-29,939151.0497169478
2016-11-30,936528.3284595978
2016-12-01,935236.7008320978
2016-12-02,939516.0335834275
2016-12-03,942820.7528657477
2016-12-04,941957.3167358977
2016-12-05,936864.6496818276
2016-12-06,940704.5441767977
2016-12-07,945414.5138781777
2016-12-08,944660.0473828778
2016-12-09,931384.9611721475
2016-12-10,934108.1904135878
2016-12-11,934345.3198188376
2016-12-12,936560.1368491675
2016-12-13,937660.9448218277
2016-12-14,936516.113130798
2016-12-15,940465.643772508
2016-12-16,938470.3190905579
2016-12-17,941907.9909569378
2016-12-18,939236.1588207777
2016-12-19,936632.6194648377
2016-12-20,935311.1831176179
2016-12-21,940941.9598207877
2016-12-22,945817.3238069478
2016-12-23,956227.1196599274
2016-12-24,956275.7175563276
2016-12-25,948107.4306747377
2016-12-26,950979.7450911474
2016-12-27,947945.8941452475
2016-12-28,946463.6613346474
2016-12-29,947372.0071571174
2016-12-30,946961.4354037574
2016-12-31,942711.5019319874
2017-01-01,947411.6334445275
2017-01-02,950208.5112371176
2017-01-03,950060.6144555276
2017-01-04,982177.9518940776
2017-01-05,973428.9404278776
2017-01-06,985266.8924170876
2017-01-07,986800.9016293974
2017-01-08,982456.4951827173
2017-01-09,979312.7979395972
2017-01-10,977799.7381047673
2017-01-11,984446.9333380174
2017-01-12,979887.1444044772
2017-01-13,982987.7969802372
2017-01-14,986116.6758653773
2017-01-15,1010239.4229973775
2017-01-16,1008839.0397906374
2017-01-17,1017476.4211728974
2017-01-18,1023950.6828421677
2017-01-19,1024994.3486783075
2017-01-20,1029897.1540467677
2017-01-21,1029532.9304086978
2017-01-22,1025976.7041337176
2017-01-23,1024947.6352804876
2017-01-24,1038129.062767118
2017-01-25,1041755.0096226981
2017-01-26,1038424.259103878
2017-01-27,1044962.9553215778
2017-01-28,1046592.3981572678
2017-01-29,1044696.6361724583
2017-01-30,1041746.341463798
2017-01-31,1038937.414562558
2017-02-01,1054210.5282582182
2017-02-02,1054255.8955873882
2017-02-03,1049682.3441764484
2017-02-04,1048460.2093945188
2017-02-05,1045038.2111544688
2017-02-06,1048318.7219613788
2017-02-07,1056208.7671129988
2017-02-08,1048804.4224152185
2017-02-09,1050682.8814408786
2017-02-10,1048261.9544487585
2017-02-11,1047701.0805038086
2017-02-12,1041016.2284783389
2017-02-13,1041940.2816435788
2017-02-14,1046143.0314585489
2017-02-15,1042283.223982069
2017-02-16,1035922.3804531188
2017-02-17,1047083.5187826289
2017-02-18,1046471.918516459
2017-02-19,1047374.8697471888
2017-02-20,1047407.3622501588
2017-02-21,1056575.9246533785
2017-02-22,1057036.0285674487
2017-02-23,1060913.8567591088
2017-02-24,1063785.993672149
2017-02-25,1069586.8651295893
2017-02-26,1067638.0662980287
2017-02-27,1061495.787036199
2017-02-28,1068518.4593304386
2017-03-01,1075266.4534409384
2017-03-02,1089860.9455285484
2017-03-03,1107864.2322398478
2017-03-04,1132104.266748008
2017-03-05,1130979.7559191778
2017-03-06,1136461.8838747174
2017-03-07,1139586.6885247673
2017-03-08,1150147.3488491976
2017-03-09,1155798.8617902477
2017-03-10,1160187.8934468578
2017-03-11,1149135.9771074683
2017-03-12,1152459.8235063485
2017-03-13,1152334.9119166182
2017-03-14,1149474.7029705078
2017-03-15,1154412.061108058
2017-03-16,1163939.3854063882
2017-03-17,1192050.1593136978
2017-03-18,1242055.619148888
2017-03-19,1244728.634874878
2017-03-20,1237401.035203998
2017-03-21,1244797.785870548
2017-03-22,1251714.594557418
2017-03-23,1253055.6654195879
2017-03-24,1273864.2703121775
2017-03-25,1312919.4274597077
2017-03-26,1315098.2282392278
2017-03-27,1317046.8738522974
2017-03-28,1312988.8143639474
2017-03-29,1300273.9903695676
2017-03-30,1301224.1223031974
2017-03-31,1306218.0944387973
2017-04-01,1289067.937326317
2017-04-02,1288729.2570912873
2017-04-03,1290776.4371303767
2017-04-04,1277637.020129577
2017-04-05,1275518.904279517
2017-04-06,1281863.3303511473
2017-04-07,1284531.871379727
2017-04-08,1279328.6912499869
2017-04-09,1278855.898976197
2017-04-10,1278284.875837127
2017-04-11,1279301.423313717
2017-04-12,1273166.8214181564
2017-04-13,1256186.1946128667
2017-04-14,1264706.3011030667
2017-04-15,1268039.238056697
2017-04-16,1265555.995381347
2017-04-17,1256298.449191147
2017-04-18,1247484.8064607368
2017-04-19,1238082.420879527
2017-04-20,1231223.6349163365
2017-04-21,1230550.002766717
2017-04-22,1229707.3770725566
2017-04-23,1224842.474279437
2017-04-24,1211681.848162307
2017-04-25,1213861.8845884472
2017-04-26,1217737.1324301972
2017-04-27,1229194.6197540571
2017-04-28,1235835.955252607
2017-04-29,1245327.6977378074
2017-04-30,1256342.0042331875
2017-05-01,1276481.4951376575
2017-05-02,1286294.541464188
2017-05-03,1280015.2569926572
2017-05-04,1291848.625031598
2017-05-05,1296429.3358895974
2017-05-06,1301199.4943731774
2017-05-07,1312297.4227363677
2017-05-08,1325105.4858803174
2017-05-09,1330374.1856089178
2017-05-10,1325975.9582212782
2017-05-11,1334124.0109316378
2017-05-12,1325113.6548948984
2017-05-13,1331788.436023628
2017-05-14,1329818.5875986184
2017-05-15,1325651.0956877777
2017-05-16,1318078.3971755381
2017-05-17,1308208.742776748
2017-05-18,1319954.0624739483
2017-05-19,1323299.580348228
2017-05-20,1342799.869790798
2017-05-21,1360304.1890510682
2017-05-22,1373484.716413898
2017-05-23,1377757.836637908
2017-05-24,1390581.4971223376
2017-05-25,1431369.6745652875
2017-05-26,1439659.5434684777
2017-05-27,1453836.9680796778
2017-05-28,1455612.8641624877
2017-05-29,1443494.3935180374
2017-05-30,1444670.3430895174
2017-05-31,1422302.5620468175
2017-06-01,1428063.6423937178
2017-06-02,1428942.8996353676
2017-06-03,1421997.9252689874
2017-06-04,1426896.4921171176
2017-06-05,1428006.1337398877
2017-06-06,1438570.965198448
2017-06-07,1426267.7642182682
2017-06-08,1425671.660900528
2017-06-09,1427113.5190716377
2017-06-10,1442160.909268658
2017-06-11,1452555.2604843276
2017-06-12,1467641.9544075776
2017-06-13,1471231.4979793774
2017-06-14,1475026.445435048
2017-06-15,1470835.7787674381
2017-06-16,1472486.9819294778
2017-06-17,1477671.4835677485
2017-06-18,1467685.8225586885
2017-06-19,1468511.7837426986
2017-06-20,1477155.5141285784
2017-06-21,1476896.2205687177
2017-06-22,1473870.4947807684
2017-06-23,1474936.436118408
2017-06-24,1479544.635330608
2017-06-25,1483416.0657143276
2017-06-26,1488834.739663458
2017-06-27,1495258.6466722079
2017-06-28,1477830.005292178
2017-06-29,1496561.1584771976
2017-06-30,1484943.0725023777
2017-07-01,1477673.8902571078
2017-07-02,1477552.456266718
2017-07-03,1465927.272529668
2017-07-04,1465422.5707569374
2017-07-05,1458976.198979217
2017-07-06,1449292.8648759073
2017-07-07,1435535.975773207
2017-07-08,1414650.8706034268
2017-07-09,1434186.081613547
2017-07-10,1442886.8913879767
2017-07-11,1449431.812658067
2017-07-12,1437529.3176187067
2017-07-13,1421822.9424145469
2017-07-14,1427860.6563500369
2017-07-15,1441393.415826737
2017-07-16,1450297.276761677
2017-07-17,1462018.745810167
2017-07-18,1465916.7620444468
2017-07-19,1444207.000694887
2017-07-20,1465681.7390156272
2017-07-21,1468257.848864737
2017-07-22,1465099.8369936973
2017-07-23,1441367.8122279567
2017-07-24,1444084.3472112971
2017-07-25,1456686.5089322177
2017-07-26,1443614.9337352074
2017-07-27,1420919.9519659677
2017-07-28,1370064.6711983576
2017-07-29,1397521.8294077076
2017-07-30,1406247.2009867774
2017-07-31,1446695.1357043772
2017-08-01,1483462.2458088875
2017-08-02,1500216.1856555778
2017-08-03,1505002.4067780084
2017-08-04,1515418.4901821278
2017-08-05,1522320.7165685778
2017-08-06,1510691.629399828
2017-08-07,1485314.933969238
2017-08-08,1515626.9546226885
2017-08-09,1528749.7286960282
2017-08-10,1522557.1058475885
2017-08-11,1523059.8275957087
2017-08-12,1533125.2117630185
2017-08-13,1546699.0387507386
2017-08-14,1562418.6581972386
2017-08-15,1566453.7751393989
2017-08-16,1565962.2602795085
2017-08-17,1561574.067494298
2017-08-18,1578148.6788711187
2017-08-19,1572168.2943928384
2017-08-20,1580687.5556419685
2017-08-21,1586960.2393871192
2017-08-22,1579364.9182417584
2017-08-23,1595041.3382701082
2017-08-24,1563662.4306855784
2017-08-25,1568727.0061004788
2017-08-26,1575184.0429417589
2017-08-27,1572221.4022322388
2017-08-28,1565747.4042968887
2017-08-29,1585057.5761115483
2017-08-30,1588988.7783698784
2017-08-31,1590732.4937420979
2017-09-01,1586737.458029758
2017-09-02,1590581.7916294478
2017-09-03,1585246.7393135978
2017-09-04,1584177.9777185777
2017-09-05,1567053.8533910376
2017-09-06,1571234.8768757675
2017-09-07,1564449.8357784175
2017-09-08,1582232.9215673474
2017-09-09,1578672.7733142478
2017-09-10,1597700.2753889482
2017-09-11,1594545.8931516674
2017-09-12,1596279.522021148
2017-09-13,1591255.5645331878
2017-09-14,1610786.900389438
2017-09-15,1631539.920524388
2017-09-16,1623798.7118377578
2017-09-17,1619020.083279558
2017-09-18,1608408.4227825073
2017-09-19,1595275.2841309677
2017-09-20,1597352.9888982777
2017-09-21,1593177.4538408876
2017-09-22,1595199.394006478
2017-09-23,1590049.3025229478
2017-09-24,1595697.2674292787
2017-09-25,1599430.7707096685
2017-09-26,1590408.6294416978
2017-09-27,1591685.3743063884
2017-09-28,1594482.3021748585
2017-09-29,1602131.8575465383
2017-09-30,1608665.2417016283
2017-10-01,1611391.2051962982
2017-10-02,1606758.612483828
2017-10-03,1606713.1386009082
2017-10-04,1595126.0804324988
2017-10-05,1597383.862725718
2017-10-06,1599335.395694038
2017-10-07,1602828.3052795683
2017-10-08,1608458.6915661085
2017-10-09,1614063.4848195286
2017-10-10,1616801.8103527687
2017-10-11,1624670.629285299
2017-10-12,1638543.867698209
2017-10-13,1652739.297378399
2017-10-14,1654470.3834726093
2017-10-15,1653710.2790597696
2017-10-16,1653434.538728869
2017-10-17,1644303.1517226489
2017-10-18,1624971.8383138087
2017-10-19,1620433.0087772189
2017-10-20,1628016.0199466287
2017-10-21,1631559.538703769
2017-10-22,1633830.081620149
2017-10-23,1621300.6316557685
2017-10-24,1628871.2328499286
2017-10-25,1616018.3188497687
2017-10-26,1616892.4434322286
2017-10-27,1606235.7654412184
2017-10-28,1596152.1703122188
2017-10-29,1608189.4901889288
2017-10-30,1608581.5937580587
2017-10-31,1605964.1806388195
2017-11-01,1603217.1509468693
2017-11-02,1605004.7077311294
2017-11-03,1604491.6214451292
2017-11-04,1613468.823092999
2017-11-05,1621780.2876362198
2017-11-06,1617293.7746041392
2017-11-07,1612481.6038807894
2017-11-08,1636068.4901449792
2017-11-09,1627468.1738293793
2017-11-10,1647819.6799861994
2017-11-11,1658621.1123815994
2017-11-12,1740334.57653433
2017-11-13,1746898.5288416296
2017-11-14,1752208.7787892201
2017-11-15,1749675.9588372305
2017-11-16,1760177.6933169302
2017-11-17,1774100.1716143799
2017-11-18,1771625.7969086997
2017-11-19,1779570.7212578899
2017-11-20,1772806.2878055593
2017-11-21,1759332.1763355597
2017-11-22,1740428.2955969998
2017-11-23,1745008.828478629
2017-11-24,1744792.8186214091
2017-11-25,1746410.142310879
2017-11-26,1747510.2290582592
2017-11-27,1751868.8430374493
2017-11-28,1753082.8691716995
2017-11-29,1763689.8177103498
2017-11-30,1760738.6147894799
2017-12-01,1761964.59682641
2017-12-02,1760900.2306094193
2017-12-03,1767222.6515787798
2017-12-04,1775638.3939857895
2017-12-05,1779241.4469480694
2017-12-06,1771869.6450375903
2017-12-07,1786504.89062583
2017-12-08,1801348.08797999
2017-12-09,1808273.6135221396
2017-12-10,1808172.4366786894
2017-12-11,1814995.6268584593
2017-12-12,1822597.6102455992
2017-12-13,1846359.399735179
2017-12-14,1856020.4347459488
2017-12-15,1853327.1960006596
2017-12-16,1859874.9741234886
2017-12-17,1868569.0099394792
2017-12-18,1871353.387196189
2017-12-19,1874311.3552979487
2017-12-20,1912536.245941009
2017-12-21,1923253.2878657784
2017-12-22,1953812.067517299
2017-12-23,1958120.3499823087
2017-12-24,1968385.284083139
2017-12-25,1969463.3242566793
2017-12-26,1977599.637187119
2017-12-27,1981316.9153025988
2017-12-28,1975131.1537568788
2017-12-29,1978932.9781060691
2017-12-30,1980205.6363160186
2017-12-31,1986313.530358129
2018-01-01,1976336.793814529
2018-01-02,1991145.1561633886
2018-01-03,1994414.6960595986
2018-01-04,1999196.593758189
2018-01-05,2014954.2771200286
2018-01-06,2009703.695374679
2018-01-07,2019274.8044146886
2018-01-08,2016786.9852397984
2018-01-09,2020483.0021754885
2018-01-10,2034914.632530028
2018-01-11,2038257.6528901386
2018-01-12,2042744.3549839682
2018-01-13,2045622.5807424085
2018-01-14,2038233.7467674385
2018-01-15,2045776.767493379
2018-01-16,2057999.8606308089
2018-01-17,2079062.2733371188
2018-01-18,2105820.7329425984
2018-01-19,2077298.044220459
2018-01-20,2081371.635259569
2018-01-21,2079985.860740069
2018-01-22,2082976.0602835992
2018-01-23,2083745.0765491591
2018-01-24,2086986.989150059
2018-01-25,2089186.973546949
2018-01-26,2083965.9510459495
2018-01-27,2081452.6558257795
2018-01-28,2084258.4732505793
2018-01-29,2082914.8600772794
2018-01-30,2085884.4422778294
2018-01-31,2082365.3259574994
2018-02-01,2111583.3576948587
2018-02-02,2143121.3638542993
2018-02-03,2143334.7538297093
2018-02-04,2169984.5359998494
2018-02-05,2200456.6905337796
2018-02-06,2220901.5223824508
2018-02-07,2226614.276944371
2018-02-08,2235287.4132404504
2018-02-09,2233607.44757698
2018-02-10,2232227.1822524806
2018-02-11,2236482.5048277117
2018-02-12,2230716.47555305
2018-02-13,2226451.00904497
2018-02-14,2219693.2151876
2018-02-15,2214068.88350876
2018-02-16,2211808.002221919
2018-02-17,2211392.8967126594
2018-02-18,2207531.5781926992
2018-02-19,2205383.2495239694
2018-02-20,2219576.6802571993
2018-02-21,2210296.1928369803
2018-02-22,2218349.6724410392
2018-02-23,2214325.3654136793
2018-02-24,2217063.61158911
2018-02-25,2221752.6564600295
2018-02-26,2225992.5399765694
2018-02-27,2221911.1853967784
2018-02-28,2218646.966886068
2018-03-01,2233741.904751219
2018-03-02,2238212.427033318
2018-03-03,2239977.568833258
2018-03-04,2241571.401946738
2018-03-05,2213839.531079089
2018-03-06,2212402.5213752175
2018-03-07,2209877.728210279
2018-03-08,2206332.371984009
2018-03-09,2206133.5647222097
2018-03-10,2204438.0592657
2018-03-11,2199278.4243743997
2018-03-12,2200646.039936709
2018-03-13,2192731.265643559
2018-03-14,2208943.8594383984
2018-03-15,2216271.6974070887
2018-03-16,2221080.768934928
2018-03-17,2213650.065206008
2018-03-18,2229935.625509409
2018-03-19,2240667.4333704994
2018-03-20,2243067.8326399107
2018-03-21,2246328.6597862705
2018-03-22,2237051.8110881
2018-03-23,2233098.3166208803
2018-03-24,2236145.165043271
2018-03-25,2234543.991095882
2018-03-26,2239285.030464601
2018-03-27,2239569.0285554905
2018-03-28,2239775.59728968
2018-03-29,2248643.24199661
2018-03-30,2256085.875023271
2018-03-31,2257253.6475625797
2018-04-01,2254437.7621904705
2018-04-02,2260594.926631862
2018-04-03,2268104.949998092
2018-04-04,2269163.672090692
2018-04-05,2270362.434306162
2018-04-06,2264683.3559874324
2018-04-07,2255945.025459692
2018-04-08,2256567.258290372
2018-04-09,2249531.250733262
2018-04-10,2246709.609575822
2018-04-11,2258200.7926344206
2018-04-12,2271864.043527761
2018-04-13,2261544.265883731
2018-04-14,2270479.9597117095
2018-04-15,2273771.4955440103
2018-04-16,2274782.1607145094
2018-04-17,2263435.065191671
2018-04-18,2263466.4820321896
2018-04-19,2269112.0056021707
2018-04-20,2266597.7414609
2018-04-21,2267868.5301091606
2018-04-22,2259955.16132772
2018-04-23,2263511.26270332
2018-04-24,2272671.178092951
2018-04-25,2277043.406515191
2018-04-26,2278582.07861107
2018-04-27,2281331.8174272403
2018-04-28,2282486.85169658
2018-04-29,2286203.132285801
2018-04-30,2285813.10643944
2018-05-01,2280807.06368231
2018-05-02,2280726.4214064493
2018-05-03,2286415.1384398993
2018-05-04,2288214.7312302394
2018-05-05,2297420.225511098
2018-05-06,2292227.5286100986
2018-05-07,2299255.0922860284
2018-05-08,2290748.6166987787
2018-05-09,2296254.7406856394
2018-05-10,2297578.241395129
2018-05-11,2301335.42691444
2018-05-12,2305659.9865791183
2018-05-13,2305359.8924836987
2018-05-14,2299146.191403738
2018-05-15,2295823.1010888885
2018-05-16,2288219.2202200484
2018-05-17,2299822.940337959
2018-05-18,2295596.067952668
2018-05-19,2296109.2958051586
2018-05-20,2296023.403915398
2018-05-21,2296377.245955688
2018-05-22,2297985.349883837
2018-05-23,2307632.6320403563
2018-05-24,2309661.769009826
2018-05-25,2305548.0395528646
2018-05-26,2303189.2356722658
2018-05-27,2298628.209212606
2018-05-28,2297327.591114775
2018-05-29,2284887.053657856
2018-05-30,2287276.292162206
2018-05-31,2286777.349083186
2018-06-01,2287070.3321148558
2018-06-02,2293320.4204240954
2018-06-03,2295438.800553136
2018-06-04,2299979.745212976
2018-06-05,2301978.8129427764
2018-06-06,2300166.2320246263
2018-06-07,2299070.7181958756
2018-06-08,2287613.8773112968
2018-06-09,2288040.1534128464
2018-06-10,2292213.9916595863
2018-06-11,2286636.784727836
2018-06-12,2288663.7415730166
2018-06-13,2294137.4717830163
2018-06-14,2292149.1744469064
2018-06-15,2290118.929620466
2018-06-16,2291055.9365769257
2018-06-17,2294650.756042506
2018-06-18,2299986.2999628065
2018-06-19,2294826.3883569953
2018-06-20,2296252.7741431254
2018-06-21,2291956.2907487764
2018-06-22,2297722.908475936
2018-06-23,2296568.894846686
2018-06-24,2301424.982761496
2018-06-25,2299317.279017926
2018-06-26,2301651.3543140665
2018-06-27,2306878.805793237
2018-06-28,2314106.949684566
2018-06-29,2318283.493851976
2018-06-30,2320778.766478526
2018-07-01,2320365.0794541864
2018-07-02,2324686.422365856
2018-07-03,2317282.915207557
2018-07-04,2315963.575192876
2018-07-05,2316080.3804485365
2018-07-06,2311505.431109866
2018-07-07,2312018.6760722967
2018-07-08,2313525.243910146
2018-07-09,2311063.3891102658
2018-07-10,2315970.9616493154
2018-07-11,2312618.316791855
2018-07-12,2314039.1237012753
2018-07-13,2308259.882436635
2018-07-14,2303948.6345011955
2018-07-15,2301988.3749668747
2018-07-16,2308704.8070688453
2018-07-17,2317659.671020535
2018-07-18,2323386.416680475
2018-07-19,2324736.5032859254
2018-07-20,2332734.3594989763
2018-07-21,2338079.1611243854
2018-07-22,2338832.742129576
2018-07-23,2347128.9233806455
2018-07-24,2354226.3433134644
2018-07-25,2355882.195057664
2018-07-26,2354700.7404895145
2018-07-27,2355793.779581375
2018-07-28,2358252.3596062255
2018-07-29,2358740.2884337255
2018-07-30,2363408.4675227953
2018-07-31,2365718.628630175
2018-08-01,2365067.673592746
2018-08-02,2369107.9651513053
2018-08-03,2375956.857717725
2018-08-04,2376269.5492943134
2018-08-05,2379253.2494516345
2018-08-06,2373764.4528024346
2018-08-07,2376246.5943144043
2018-08-08,2369344.8899548645
2018-08-09,2365783.5218699845
2018-08-10,2368108.0756903435
2018-08-11,2368706.5454903236
2018-08-12,2368423.090922513
2018-08-13,2372038.523389843
2018-08-14,2376240.946486723
2018-08-15,2384793.2964002336
2018-08-16,2386754.2827014127
2018-08-17,2378673.080399243
2018-08-18,2380433.1104501532
2018-08-19,2379174.8450674936
2018-08-20,2380567.2512229327
2018-08-21,2390126.974082123
2018-08-22,2399932.989068113
2018-08-23,2401252.075108733
2018-08-24,2406674.2690881616
2018-08-25,2407339.7459550323
2018-08-26,2408472.770189453
2018-08-27,2414273.726556433
2018-08-28,2409106.415819542
2018-08-29,2418419.985160421
2018-08-30,2422421.498237061
2018-08-31,2431266.184882712
2018-09-01,2434784.8320013518
2018-09-02,2437104.589227092
2018-09-03,2443465.471493932
2018-09-04,2450830.025328302
2018-09-05,2459050.4546339614
2018-09-06,2474966.7853735215
2018-09-07,2473211.9249475817
2018-09-08,2474472.475079963
2018-09-09,2474745.513320613
2018-09-10,2474720.287094713
2018-09-11,2474116.7076737722
2018-09-12,2472341.483344532
2018-09-13,2475821.0500024813
2018-09-14,2477832.587236741
2018-09-15,2478382.710763301
2018-09-16,2477173.7606048514
2018-09-17,2478638.6135167703
2018-09-18,2478443.9631397296
2018-09-19,2482218.357717759
2018-09-20,2484675.0797593896
2018-09-21,2492579.6039838
2018-09-22,2493080.9629681595
2018-09-23,2492359.78811081
2018-09-24,2496951.98763023
2018-09-25,2492760.8370293104
2018-09-26,2491188.164688021
2018-09-27,2493358.3406063607
2018-09-28,2490459.611395101
2018-09-29,2485491.5389041207
2018-09-30,2487084.4987886096
2018-10-01,2487048.66831861
2018-10-02,2484891.152666671
2018-10-03,2487545.1164005506
2018-10-04,2482382.0668796697
2018-10-05,2480926.8340050196
2018-10-06,2478727.9905400495
2018-10-07,2475912.48018686
2018-10-08,2476760.78913928
2018-10-09,2477622.3718079003
2018-10-10,2481314.505395081
2018-10-11,2477674.7545708907
2018-10-12,2480651.72553783
2018-10-13,2479115.0960712004
2018-10-14,2479169.6369623104
2018-10-15,2485004.9690922503
2018-10-16,2482430.2897565598
2018-10-17,2480775.4705007593
2018-10-18,2482207.679672119
2018-10-19,2482210.277612381
2018-10-20,2484288.60711705
2018-10-21,2484196.14567703
2018-10-22,2480902.0335798697
2018-10-23,2482769.3476301297
2018-10-24,2483660.1516338396
2018-10-25,2484345.110355989
2018-10-26,2483230.117476189
2018-10-27,2484677.3539544395
2018-10-28,2483760.940593949
2018-10-29,2488556.5662331097
2018-10-30,2490022.7676499896
2018-10-31,2470284.735743329
2018-11-01,2467597.44459647
2018-11-02,2468727.2677241103
2018-11-03,2465634.76946498
2018-11-04,2466320.541192601
2018-11-05,2464374.470683071
2018-11-06,2472754.54419561
2018-11-07,2476213.9214071995
2018-11-08,2479885.3555696104
2018-11-09,2484182.6474571503
2018-11-10,2484681.792576061
2018-11-11,2485924.281458449
2018-11-12,2490478.5937014804
2018-11-13,2500803.5082405005
2018-11-14,2518802.6157926694
2018-11-15,2532594.7673254497
2018-11-16,2535699.061975349
2018-11-17,2538211.59091088
2018-11-18,2535062.6737541705
2018-11-19,2564937.1136436104
2018-11-20,2603405.46949071
2018-11-21,2601551.343172301
2018-11-22,2596178.35587555
2018-11-23,2605291.55662992
2018-11-24,2617473.5529083796
2018-11-25,2641286.63949978
2018-11-26,2654941.4883603095
2018-11-27,2657381.2362777204
2018-11-28,2654424.2830127
2018-11-29,2648965.282791071
2018-11-30,2642269.5802096617
2018-12-01,2642407.109459371
2018-12-02,2642864.7837855713
2018-12-03,2643612.9763792604
2018-12-04,2645945.1758598303
2018-12-05,2652805.391666571
2018-12-06,2660132.5442590807
2018-12-07,2679638.2307969104
2018-12-08,2682232.4367055404
2018-12-09,2681061.482401701
2018-12-10,2680549.250379921
2018-12-11,2687069.6694572507
2018-12-12,2692161.080554951
2018-12-13,2696854.849464231
2018-12-14,2693905.105646712
2018-12-15,2694678.0061149024
2018-12-16,2694973.645280863
2018-12-17,2702534.956014822
2018-12-18,2705831.235315283
2018-12-19,2707854.3989369133
2018-12-20,2719085.6856048424
2018-12-21,2713893.1097829435
2018-12-22,2713810.6529363836
2018-12-23,2718536.4822880626
2018-12-24,2724500.636552102
2018-12-25,2726085.2845111825
2018-12-26,2728391.770879043
2018-12-27,2727377.319261084
2018-12-28,2728004.9925615736
2018-12-29,2725074.455984794
2018-12-30,2723559.780180374
2018-12-31,2720474.3073174343
2019-01-01,2719012.267937644
2019-01-02,2714783.0349263437
2019-01-03,2714520.7244387236
2019-01-04,2717567.6104629436
2019-01-05,2722792.5006224136
2019-01-06,2726413.4850382633
2019-01-07,2726808.0018059933
2019-01-08,2726200.3105617333
2019-01-09,2729093.075913445
2019-01-10,2728997.899803515
2019-01-11,2725384.1918282947
2019-01-12,2724138.338501674
2019-01-13,2724205.015425344
2019-01-14,2727565.9469665736
2019-01-15,2729239.9082992743
2019-01-16,2732247.6729499144
2019-01-17,2735551.7253751946
2019-01-18,2733626.2220213143
2019-01-19,2733332.5432288954
2019-01-20,2733689.568832245
2019-01-21,2731892.042927935
2019-01-22,2733128.830306245
2019-01-23,2726990.129418945
2019-01-24,2727101.046539115
2019-01-25,2724620.589081366
2019-01-26,2722875.237628445
2019-01-27,2723900.327787865
2019-01-28,2729864.315233195
2019-01-29,2730597.168723446
2019-01-30,2714922.6296439758
2019-01-31,2727007.566421196
2019-02-01,2728992.865140856
2019-02-02,2723646.034678366
2019-02-03,2724351.2659188556
2019-02-04,2723409.8917914857
2019-02-05,2722365.4592778967
2019-02-06,2724678.849569436
2019-02-07,2733282.2009255975
2019-02-08,2739421.1860623364
2019-02-09,2740824.599568877
2019-02-10,2740674.4045381276
2019-02-11,2736920.2760285065
2019-02-12,2738089.3597762175
2019-02-13,2738997.421718257
2019-02-14,2737701.3105253372
2019-02-15,2733057.870915247
2019-02-16,2735434.5280367467
2019-02-17,2734315.3822811176
2019-02-18,2736121.7532710275
2019-02-19,2740945.183659287
2019-02-20,2735868.646878597
2019-02-21,2739081.8561070766
2019-02-22,2745250.270722318
2019-02-23,2744644.7566433675
2019-02-24,2744626.7149306075
2019-02-25,2742446.977617858
2019-02-26,2739253.1127373176
2019-02-27,2737314.3277528575
2019-02-28,2744205.8657566668
2019-03-01,2738534.360702998
2019-03-02,2739841.119994748
2019-03-03,2739460.3469771976
2019-03-04,2744165.6246380075
2019-03-05,2735176.6685144785
2019-03-06,2729725.239823728
2019-03-07,2733018.1881761467
2019-03-08,2732185.7323721764
2019-03-09,2732497.779049368
2019-03-10,2732591.586108487
2019-03-11,2728974.313848738
2019-03-12,2735165.8822293663
2019-03-13,2737179.8572627166
2019-03-14,2733951.3760494078
2019-03-15,2730324.5063607674
2019-03-16,2731567.2707146676
2019-03-17,2729927.449328007
2019-03-18,2731522.6786874374
2019-03-19,2736657.705606747
2019-03-20,2738377.4246989866
2019-03-21,2735967.8490193966
2019-03-22,2733869.2610229966
2019-03-23,2732772.8923981064
2019-03-24,2731732.0488808267
2019-03-25,2727399.635914596
2019-03-26,2733015.1799635864
2019-03-27,2732779.010143505
2019-03-28,2733550.1908836756
2019-03-29,2734285.747416246
2019-03-30,2731734.720461927
2019-03-31,2734622.1234487765
2019-04-01,2731377.872287357
2019-04-02,2744905.196350016
