t,o
2012-12-31,"{'1d_1w': 0.078794738930293, '1m_3m': 0.189017725120273, '1w_1m': 0.135356433304035, '1y_2y': 0.25555966012086, '24h': 0.0506937803290903, '2y_3y': 0.00122145207609236, '3m_6m': 0.208191619908969, '3y_5y': 0.00068711461229855, '5y_7y': 0, '6m_12m': 0.0804774755980525, '7y_10y': 0, 'more_10y': 0}"
2013-01-01,"{'1d_1w': 0.0831553950721291, '1m_3m': 0.180000127722907, '1w_1m': 0.135987247849503, '1y_2y': 0.255539391438141, '24h': 0.046093594396007, '2y_3y': 0.00123905857955574, '3m_6m': 0.216272862996394, '3y_5y': 0.00068801522834109, '5y_7y': 0, '6m_12m': 0.0810243067169862, '7y_10y': 0, 'more_10y': 0}"
2013-01-02,"{'1d_1w': 0.0799701165161751, '1m_3m': 0.179980953392691, '1w_1m': 0.131862779603218, '1y_2y': 0.25584067928858, '24h': 0.0519703159999756, '2y_3y': 0.0012420682840729, '3m_6m': 0.217470855994615, '3y_5y': 0.000689231579540025, '5y_7y': 0, '6m_12m': 0.0809729993410963, '7y_10y': 0, 'more_10y': 0}"
2013-01-03,"{'1d_1w': 0.0773062422189654, '1m_3m': 0.1842448704744, '1w_1m': 0.123506506893067, '1y_2y': 0.256134945870063, '24h': 0.0573327800145309, '2y_3y': 0.00124227848872596, '3m_6m': 0.217879872059752, '3y_5y': 0.000690352214715078, '5y_7y': 0, '6m_12m': 0.0816621517657435, '7y_10y': 0, 'more_10y': 0}"
2013-01-04,"{'1d_1w': 0.0805889772507916, '1m_3m': 0.183592131418195, '1w_1m': 0.118628748766098, '1y_2y': 0.256278453123528, '24h': 0.0618271677578192, '2y_3y': 0.00124635773767178, '3m_6m': 0.215711893949452, '3y_5y': 0.000691329241899258, '5y_7y': 0, '6m_12m': 0.0814349407545087, '7y_10y': 0, 'more_10y': 0}"
2013-01-05,"{'1d_1w': 0.0836697512851162, '1m_3m': 0.184499209759629, '1w_1m': 0.118133007841778, '1y_2y': 0.256893722732135, '24h': 0.0573575660541857, '2y_3y': 0.00124552666985539, '3m_6m': 0.216237966913325, '3y_5y': 0.000692626808569311, '5y_7y': 0, '6m_12m': 0.08127062193537, '7y_10y': 0, 'more_10y': 0}"
2013-01-06,"{'1d_1w': 0.0902518496540272, '1m_3m': 0.17832511798083, '1w_1m': 0.117349772114968, '1y_2y': 0.257259302917697, '24h': 0.0489545738641366, '2y_3y': 0.00124584511989331, '3m_6m': 0.22424745769461, '3y_5y': 0.000694043878926819, '5y_7y': 0, '6m_12m': 0.0816720367748733, '7y_10y': 0, 'more_10y': 0}"
2013-01-07,"{'1d_1w': 0.0805233707091223, '1m_3m': 0.178624482218492, '1w_1m': 0.116246644452814, '1y_2y': 0.25781185647193, '24h': 0.0581730928997094, '2y_3y': 0.00124476415146166, '3m_6m': 0.225292840860036, '3y_5y': 0.000695168429237136, '5y_7y': 0, '6m_12m': 0.0813877798071602, '7y_10y': 0, 'more_10y': 0}"
2013-01-08,"{'1d_1w': 0.0822370650533938, '1m_3m': 0.174940336038804, '1w_1m': 0.109103820623337, '1y_2y': 0.257622228392511, '24h': 0.0684170677465558, '2y_3y': 0.00124323982404186, '3m_6m': 0.224678896706713, '3y_5y': 0.000695280515242775, '5y_7y': 0, '6m_12m': 0.0810620650993635, '7y_10y': 0, 'more_10y': 0}"
2013-01-09,"{'1d_1w': 0.0861184675436405, '1m_3m': 0.176449592528812, '1w_1m': 0.110209575022726, '1y_2y': 0.257115457149935, '24h': 0.0627957357629362, '2y_3y': 0.00125498437724188, '3m_6m': 0.223009099667539, '3y_5y': 0.000695748286231382, '5y_7y': 0, '6m_12m': 0.0823513396608997, '7y_10y': 0, 'more_10y': 0}"
2013-01-10,"{'1d_1w': 0.0918030868812447, '1m_3m': 0.17317904665183, '1w_1m': 0.108382976856381, '1y_2y': 0.256413268599794, '24h': 0.0635257714885644, '2y_3y': 0.00125344258371388, '3m_6m': 0.217836389755179, '3y_5y': 0.000694803852540031, '5y_7y': 0, '6m_12m': 0.0869112133307133, '7y_10y': 0, 'more_10y': 0}"
2013-01-11,"{'1d_1w': 0.0873650915250508, '1m_3m': 0.173738877979612, '1w_1m': 0.113476634961623, '1y_2y': 0.25618967841658, '24h': 0.0632277962238744, '2y_3y': 0.00125483026619553, '3m_6m': 0.217516101986539, '3y_5y': 0.000694275116484475, '5y_7y': 0, '6m_12m': 0.0865367135240016, '7y_10y': 0, 'more_10y': 0}"
2013-01-12,"{'1d_1w': 0.0921308029967859, '1m_3m': 0.180314512088107, '1w_1m': 0.109631166587517, '1y_2y': 0.256932914176562, '24h': 0.0553272930403858, '2y_3y': 0.0012837382069121, '3m_6m': 0.217764401784585, '3y_5y': 0.000695294470479248, '5y_7y': 0, '6m_12m': 0.0859198766486258, '7y_10y': 0, 'more_10y': 0}"
2013-01-13,"{'1d_1w': 0.0937381770282405, '1m_3m': 0.181009702086862, '1w_1m': 0.109913312552421, '1y_2y': 0.256816923212235, '24h': 0.053087448228592, '2y_3y': 0.00138470133226972, '3m_6m': 0.214813973682167, '3y_5y': 0.000696040724706624, '5y_7y': 0, '6m_12m': 0.0885397211524679, '7y_10y': 0, 'more_10y': 0}"
2013-01-14,"{'1d_1w': 0.105195424562454, '1m_3m': 0.179000047685873, '1w_1m': 0.110195703681173, '1y_2y': 0.256816880625088, '24h': 0.042615715494058, '2y_3y': 0.00139405377255279, '3m_6m': 0.214987229502465, '3y_5y': 0.000696447470691431, '5y_7y': 0, '6m_12m': 0.0890984972056059, '7y_10y': 0, 'more_10y': 0}"
2013-01-15,"{'1d_1w': 0.0822697773543316, '1m_3m': 0.17045268691371, '1w_1m': 0.109287460440469, '1y_2y': 0.256375617021739, '24h': 0.071368983386867, '2y_3y': 0.00140110831660859, '3m_6m': 0.21891280780429, '3y_5y': 0.000695501918678493, '5y_7y': 0, '6m_12m': 0.0892360568432669, '7y_10y': 0, 'more_10y': 0}"
2013-01-16,"{'1d_1w': 0.0904318695127998, '1m_3m': 0.167508444579155, '1w_1m': 0.107764024074944, '1y_2y': 0.255770207576632, '24h': 0.0660809871496615, '2y_3y': 0.00150671531592257, '3m_6m': 0.221005063311202, '3y_5y': 0.000694336869106124, '5y_7y': 0, '6m_12m': 0.0892383516105367, '7y_10y': 0, 'more_10y': 0}"
2013-01-17,"{'1d_1w': 0.0828033846307194, '1m_3m': 0.172072075204274, '1w_1m': 0.103995937525657, '1y_2y': 0.254395958403003, '24h': 0.076210672836812, '2y_3y': 0.00150074525218784, '3m_6m': 0.218863962647418, '3y_5y': 0.000691013642379421, '5y_7y': 0, '6m_12m': 0.0894662498575096, '7y_10y': 0, 'more_10y': 0}"
2013-01-18,"{'1d_1w': 0.090344426339907, '1m_3m': 0.172581899062998, '1w_1m': 0.104408922534078, '1y_2y': 0.253761036027879, '24h': 0.0713112045537315, '2y_3y': 0.00149460994084391, '3m_6m': 0.215505729504772, '3y_5y': 0.000688269549317138, '5y_7y': 0, '6m_12m': 0.0899039024864341, '7y_10y': 0, 'more_10y': 0}"
2013-01-19,"{'1d_1w': 0.101904980163563, '1m_3m': 0.173008387240951, '1w_1m': 0.107154394206959, '1y_2y': 0.253291410762741, '24h': 0.0575052341105205, '2y_3y': 0.00149693265529188, '3m_6m': 0.21374359043506, '3y_5y': 0.000687111569722286, '5y_7y': 0, '6m_12m': 0.0912079588551491, '7y_10y': 0, 'more_10y': 0}"
2013-01-20,"{'1d_1w': 0.10565789258539, '1m_3m': 0.173813941146597, '1w_1m': 0.107647320506755, '1y_2y': 0.252815528139821, '24h': 0.053453170818714, '2y_3y': 0.0014965246766886, '3m_6m': 0.212609581093262, '3y_5y': 0.00068737224917149, '5y_7y': 0, '6m_12m': 0.0918186687835608, '7y_10y': 0, 'more_10y': 0}"
2013-01-21,"{'1d_1w': 0.105175666133803, '1m_3m': 0.167432374606012, '1w_1m': 0.106505241139285, '1y_2y': 0.251094935730443, '24h': 0.0647191582049919, '2y_3y': 0.00149507071038506, '3m_6m': 0.21076418457608, '3y_5y': 0.000683989365727035, '5y_7y': 0, '6m_12m': 0.0921293795332334, '7y_10y': 0, 'more_10y': 0}"
2013-01-22,"{'1d_1w': 0.0909569036927563, '1m_3m': 0.162242883279416, '1w_1m': 0.107873298349522, '1y_2y': 0.248288928008426, '24h': 0.0918247276745849, '2y_3y': 0.00148384408543705, '3m_6m': 0.205997243446555, '3y_5y': 0.00067629023736803, '5y_7y': 0, '6m_12m': 0.0906558812258944, '7y_10y': 0, 'more_10y': 0}"
2013-01-23,"{'1d_1w': 0.114230712452913, '1m_3m': 0.158964834923596, '1w_1m': 0.109398042204976, '1y_2y': 0.246984552820327, '24h': 0.0730318015043451, '2y_3y': 0.00147802544357068, '3m_6m': 0.203454974743104, '3y_5y': 0.000674366397678272, '5y_7y': 0, '6m_12m': 0.0917826895094502, '7y_10y': 0, 'more_10y': 0}"
2013-01-24,"{'1d_1w': 0.105806316775707, '1m_3m': 0.154000726948975, '1w_1m': 0.112588081424327, '1y_2y': 0.244043129084087, '24h': 0.0918878950355272, '2y_3y': 0.00146619585326597, '3m_6m': 0.198685846092939, '3y_5y': 0.000668667027960089, '5y_7y': 0, '6m_12m': 0.0908531417571727, '7y_10y': 0, 'more_10y': 0}"
2013-01-25,"{'1d_1w': 0.119422651036049, '1m_3m': 0.15478782971416, '1w_1m': 0.114659955738699, '1y_2y': 0.243285568439213, '24h': 0.0778886089675723, '2y_3y': 0.00147061929084098, '3m_6m': 0.196763977065233, '3y_5y': 0.000669535625150106, '5y_7y': 0, '6m_12m': 0.0910512541230441, '7y_10y': 0, 'more_10y': 0}"
2013-01-26,"{'1d_1w': 0.124298882710846, '1m_3m': 0.154796695982642, '1w_1m': 0.113783579061254, '1y_2y': 0.242340309377773, '24h': 0.0762924669529478, '2y_3y': 0.00147069686156042, '3m_6m': 0.194342729970444, '3y_5y': 0.000669500999278109, '5y_7y': 0, '6m_12m': 0.0920051380832148, '7y_10y': 0, 'more_10y': 0}"
2013-01-27,"{'1d_1w': 0.140638350967349, '1m_3m': 0.152509173093316, '1w_1m': 0.111252239503018, '1y_2y': 0.240396053700958, '24h': 0.0768746107764939, '2y_3y': 0.00146105290142423, '3m_6m': 0.184526911271705, '3y_5y': 0.000665227282243458, '5y_7y': 0, '6m_12m': 0.091676380503452, '7y_10y': 0, 'more_10y': 0}"
2013-01-28,"{'1d_1w': 0.131104284086152, '1m_3m': 0.149210463446177, '1w_1m': 0.118587769857486, '1y_2y': 0.238942434296533, '24h': 0.0839095346910204, '2y_3y': 0.00146669282542408, '3m_6m': 0.184887301225374, '3y_5y': 0.000662122288299587, '5y_7y': 0, '6m_12m': 0.0912293972834946, '7y_10y': 0, 'more_10y': 0}"
2013-01-29,"{'1d_1w': 0.124068006703075, '1m_3m': 0.145973562003219, '1w_1m': 0.125726270839366, '1y_2y': 0.235590130994433, '24h': 0.103765749828136, '2y_3y': 0.00144861055069351, '3m_6m': 0.173692536534086, '3y_5y': 0.000653688031267455, '5y_7y': 0, '6m_12m': 0.0890814445156842, '7y_10y': 0, 'more_10y': 0}"
2013-01-30,"{'1d_1w': 0.149645119547212, '1m_3m': 0.145179115695806, '1w_1m': 0.130977198796495, '1y_2y': 0.232564447495676, '24h': 0.0893657012435827, '2y_3y': 0.0014539214662914, '3m_6m': 0.162076068640805, '3y_5y': 0.00064616184980095, '5y_7y': 0, '6m_12m': 0.0880922652642922, '7y_10y': 0, 'more_10y': 0}"
2013-01-31,"{'1d_1w': 0.15378734399355, '1m_3m': 0.138532465196005, '1w_1m': 0.134298123948834, '1y_2y': 0.229628682298695, '24h': 0.0958642077984036, '2y_3y': 0.00149123750333449, '3m_6m': 0.160028840206461, '3y_5y': 0.000636881847260016, '5y_7y': 0, '6m_12m': 0.0857322172074194, '7y_10y': 0, 'more_10y': 0}"
2013-02-01,"{'1d_1w': 0.147841929505782, '1m_3m': 0.134079472150256, '1w_1m': 0.131628183235955, '1y_2y': 0.221648951346881, '24h': 0.123539081102253, '2y_3y': 0.00147406283774053, '3m_6m': 0.155156977132296, '3y_5y': 0.000623699734643392, '5y_7y': 0, '6m_12m': 0.0840076429541566, '7y_10y': 0, 'more_10y': 0}"
2013-02-02,"{'1d_1w': 0.173286002681977, '1m_3m': 0.135097613902296, '1w_1m': 0.13444592714548, '1y_2y': 0.219098406586706, '24h': 0.0989182893505941, '2y_3y': 0.00147994857221538, '3m_6m': 0.152869257910826, '3y_5y': 0.000623164875598286, '5y_7y': 0, '6m_12m': 0.0841813889742708, '7y_10y': 0, 'more_10y': 0}"
2013-02-03,"{'1d_1w': 0.19343110070885, '1m_3m': 0.142042693756262, '1w_1m': 0.126883435023892, '1y_2y': 0.218268068589966, '24h': 0.0804903813754261, '2y_3y': 0.00148435394558412, '3m_6m': 0.152592577905331, '3y_5y': 0.000622359444608061, '5y_7y': 0, '6m_12m': 0.0841850292500438, '7y_10y': 0, 'more_10y': 0}"
2013-02-04,"{'1d_1w': 0.184026003664057, '1m_3m': 0.142604029733345, '1w_1m': 0.126488074442809, '1y_2y': 0.215752166696514, '24h': 0.0932548528938037, '2y_3y': 0.00148712404137651, '3m_6m': 0.148495385684138, '3y_5y': 0.000627013585464688, '5y_7y': 0, '6m_12m': 0.0872653492584547, '7y_10y': 0, 'more_10y': 0}"
2013-02-05,"{'1d_1w': 0.166549569376593, '1m_3m': 0.141547912779395, '1w_1m': 0.142929576535159, '1y_2y': 0.214691762148377, '24h': 0.0978348201738186, '2y_3y': 0.0014996425063265, '3m_6m': 0.146984002033278, '3y_5y': 0.000625152554868344, '5y_7y': 0, '6m_12m': 0.0873375618921449, '7y_10y': 0, 'more_10y': 0}"
2013-02-06,"{'1d_1w': 0.146580482406134, '1m_3m': 0.138993016871219, '1w_1m': 0.163579223197515, '1y_2y': 0.213095799308348, '24h': 0.101773200148308, '2y_3y': 0.00151985189078068, '3m_6m': 0.146270182568139, '3y_5y': 0.000622214543855682, '5y_7y': 0, '6m_12m': 0.0875660290656637, '7y_10y': 0, 'more_10y': 0}"
2013-02-07,"{'1d_1w': 0.144608611415844, '1m_3m': 0.139334373790928, '1w_1m': 0.174126024214184, '1y_2y': 0.211404599220747, '24h': 0.0953070180528591, '2y_3y': 0.00153307378906452, '3m_6m': 0.145802427342814, '3y_5y': 0.000620162411154484, '5y_7y': 0, '6m_12m': 0.0872637097623657, '7y_10y': 0, 'more_10y': 0}"
2013-02-08,"{'1d_1w': 0.123950276661917, '1m_3m': 0.137985385457876, '1w_1m': 0.195309468844979, '1y_2y': 0.208747598457249, '24h': 0.104823916862098, '2y_3y': 0.00153654423421596, '3m_6m': 0.140443008852675, '3y_5y': 0.000614464027186768, '5y_7y': 0, '6m_12m': 0.0865893366017664, '7y_10y': 0, 'more_10y': 0}"
2013-02-09,"{'1d_1w': 0.134810746393415, '1m_3m': 0.137417624426099, '1w_1m': 0.203140498654052, '1y_2y': 0.204823650563914, '24h': 0.091520685603067, '2y_3y': 0.00159225623017641, '3m_6m': 0.139186573525587, '3y_5y': 0.000610315901109199, '5y_7y': 0, '6m_12m': 0.0868976487025439, '7y_10y': 0, 'more_10y': 0}"
2013-02-10,"{'1d_1w': 0.13844824040754, '1m_3m': 0.140283223842781, '1w_1m': 0.206495227555927, '1y_2y': 0.203869425376029, '24h': 0.0841011143224406, '2y_3y': 0.00162453823314307, '3m_6m': 0.136995824943168, '3y_5y': 0.000608140943643746, '5y_7y': 0, '6m_12m': 0.0875742643752896, '7y_10y': 0, 'more_10y': 0}"
2013-02-11,"{'1d_1w': 0.139747895268484, '1m_3m': 0.138515914287758, '1w_1m': 0.21302614923734, '1y_2y': 0.202220602444317, '24h': 0.0805971532756582, '2y_3y': 0.00164290691928789, '3m_6m': 0.136176827312867, '3y_5y': 0.000604966788697633, '5y_7y': 0, '6m_12m': 0.0874675844655527, '7y_10y': 0, 'more_10y': 0}"
2013-02-12,"{'1d_1w': 0.13405058367363, '1m_3m': 0.137227765724323, '1w_1m': 0.219296102723269, '1y_2y': 0.199959384467681, '24h': 0.0858458974249592, '2y_3y': 0.00164058202526534, '3m_6m': 0.133062398091624, '3y_5y': 0.000599519408681374, '5y_7y': 0, '6m_12m': 0.0883177664605325, '7y_10y': 0, 'more_10y': 0}"
2013-02-13,"{'1d_1w': 0.133038589947885, '1m_3m': 0.133377569016959, '1w_1m': 0.220871357084746, '1y_2y': 0.197201360705113, '24h': 0.0963211269886216, '2y_3y': 0.0016308715083657, '3m_6m': 0.126810834671383, '3y_5y': 0.000592245785579027, '5y_7y': 0, '6m_12m': 0.0901560442913125, '7y_10y': 0, 'more_10y': 0}"
2013-02-14,"{'1d_1w': 0.145994699435864, '1m_3m': 0.133860444489169, '1w_1m': 0.216584268421017, '1y_2y': 0.194692304390567, '24h': 0.0925945509565449, '2y_3y': 0.00164238174022481, '3m_6m': 0.123064082467166, '3y_5y': 0.000586031602116327, '5y_7y': 0, '6m_12m': 0.0909812364972964, '7y_10y': 0, 'more_10y': 0}"
2013-02-15,"{'1d_1w': 0.134194391776368, '1m_3m': 0.132938241171081, '1w_1m': 0.223950656456168, '1y_2y': 0.1910656143666, '24h': 0.106851504099799, '2y_3y': 0.00164534744884739, '3m_6m': 0.119172827236082, '3y_5y': 0.000571906208861141, '5y_7y': 0, '6m_12m': 0.0896095112361592, '7y_10y': 0, 'more_10y': 0}"
2013-02-16,"{'1d_1w': 0.171632266768325, '1m_3m': 0.133465398078278, '1w_1m': 0.225901444263237, '1y_2y': 0.18925934461928, '24h': 0.0734093974165908, '2y_3y': 0.00164132427464334, '3m_6m': 0.114404695965844, '3y_5y': 0.000569509134796931, '5y_7y': 0, '6m_12m': 0.0897166194789704, '7y_10y': 0, 'more_10y': 0}"
2013-02-17,"{'1d_1w': 0.17212337268501, '1m_3m': 0.134722477554963, '1w_1m': 0.217111013643454, '1y_2y': 0.187620706872863, '24h': 0.0845306809932562, '2y_3y': 0.00164083822054857, '3m_6m': 0.112128361071275, '3y_5y': 0.000566219336290091, '5y_7y': 0, '6m_12m': 0.089556329622307, '7y_10y': 0, 'more_10y': 0}"
2013-02-18,"{'1d_1w': 0.174739988815172, '1m_3m': 0.132850756164162, '1w_1m': 0.219616333761513, '1y_2y': 0.186066264397744, '24h': 0.0839465975667077, '2y_3y': 0.0016390477708423, '3m_6m': 0.110846747398903, '3y_5y': 0.000563507674347829, '5y_7y': 0, '6m_12m': 0.0897307564505734, '7y_10y': 0, 'more_10y': 0}"
2013-02-19,"{'1d_1w': 0.167033886557743, '1m_3m': 0.129682209739554, '1w_1m': 0.218861995535509, '1y_2y': 0.183609934735133, '24h': 0.098496513368079, '2y_3y': 0.0016980900207493, '3m_6m': 0.111133276837644, '3y_5y': 0.000557909413005284, '5y_7y': 0, '6m_12m': 0.0889261837925496, '7y_10y': 0, 'more_10y': 0}"
2013-02-20,"{'1d_1w': 0.164946245608251, '1m_3m': 0.132719527850459, '1w_1m': 0.21807042486799, '1y_2y': 0.179932453076744, '24h': 0.104120474373833, '2y_3y': 0.00168250016119577, '3m_6m': 0.110022013432884, '3y_5y': 0.000552334754024351, '5y_7y': 0, '6m_12m': 0.0879540258745846, '7y_10y': 0, 'more_10y': 0}"
2013-02-21,"{'1d_1w': 0.168965648440206, '1m_3m': 0.136155898181603, '1w_1m': 0.21977210386191, '1y_2y': 0.17831650338525, '24h': 0.0978960043170707, '2y_3y': 0.00168246195418278, '3m_6m': 0.109504900259325, '3y_5y': 0.000549342128838894, '5y_7y': 0, '6m_12m': 0.0871571374715804, '7y_10y': 0, 'more_10y': 0}"
2013-02-22,"{'1d_1w': 0.160733285860076, '1m_3m': 0.132149750072511, '1w_1m': 0.227927211511379, '1y_2y': 0.176089168314779, '24h': 0.103310352360231, '2y_3y': 0.00168418762627981, '3m_6m': 0.109838028301802, '3y_5y': 0.000544003795430052, '5y_7y': 0, '6m_12m': 0.0877240121574793, '7y_10y': 0, 'more_10y': 0}"
2013-02-23,"{'1d_1w': 0.173395127256552, '1m_3m': 0.135099924402062, '1w_1m': 0.228997299867375, '1y_2y': 0.175129056901847, '24h': 0.087268159213957, '2y_3y': 0.00168743664601352, '3m_6m': 0.109980223378057, '3y_5y': 0.000542794654927589, '5y_7y': 0, '6m_12m': 0.0878999776791756, '7y_10y': 0, 'more_10y': 0}"
2013-02-24,"{'1d_1w': 0.176273367627544, '1m_3m': 0.135564319998014, '1w_1m': 0.230653052929493, '1y_2y': 0.173409619850159, '24h': 0.0848845955339846, '2y_3y': 0.00170096840135787, '3m_6m': 0.108694732080235, '3y_5y': 0.000539722593846026, '5y_7y': 0, '6m_12m': 0.088279620985332, '7y_10y': 0, 'more_10y': 0}"
2013-02-25,"{'1d_1w': 0.168276652443079, '1m_3m': 0.134140785864371, '1w_1m': 0.225779892452765, '1y_2y': 0.168360909192015, '24h': 0.11129595241979, '2y_3y': 0.0016726742328872, '3m_6m': 0.10574790395913, '3y_5y': 0.000527252963786934, '5y_7y': 0, '6m_12m': 0.0841979764721423, '7y_10y': 0, 'more_10y': 0}"
2013-02-26,"{'1d_1w': 0.172075097468244, '1m_3m': 0.131526475477576, '1w_1m': 0.229131605946701, '1y_2y': 0.166320815770407, '24h': 0.110085468033598, '2y_3y': 0.00167015603037728, '3m_6m': 0.105355744018634, '3y_5y': 0.000522701968249106, '5y_7y': 0, '6m_12m': 0.0833119352861805, '7y_10y': 0, 'more_10y': 0}"
2013-02-27,"{'1d_1w': 0.18356129649766, '1m_3m': 0.13143485658626, '1w_1m': 0.240229752488811, '1y_2y': 0.165294322299115, '24h': 0.0888597041056824, '2y_3y': 0.00187521673934496, '3m_6m': 0.10471186334913, '3y_5y': 0.000520815862639049, '5y_7y': 0, '6m_12m': 0.0835121720713249, '7y_10y': 0, 'more_10y': 0}"
2013-02-28,"{'1d_1w': 0.161274865254437, '1m_3m': 0.137878837696062, '1w_1m': 0.229209586388469, '1y_2y': 0.159616215598486, '24h': 0.12672623538252, '2y_3y': 0.0031986946160188, '3m_6m': 0.102576856136266, '3y_5y': 0.000509034851323798, '5y_7y': 0, '6m_12m': 0.0790096740763853, '7y_10y': 0, 'more_10y': 0}"
2013-03-01,"{'1d_1w': 0.181118120597751, '1m_3m': 0.145733727273088, '1w_1m': 0.221094327537649, '1y_2y': 0.156131491273886, '24h': 0.111809024259019, '2y_3y': 0.00424258590243878, '3m_6m': 0.101288942711658, '3y_5y': 0.000503554499137651, '5y_7y': 0, '6m_12m': 0.0780782259453416, '7y_10y': 0, 'more_10y': 0}"
2013-03-02,"{'1d_1w': 0.203947903600286, '1m_3m': 0.150843107321411, '1w_1m': 0.217688204724423, '1y_2y': 0.155069809854679, '24h': 0.0900762503897059, '2y_3y': 0.00422245154005367, '3m_6m': 0.100021754327988, '3y_5y': 0.000500786172070936, '5y_7y': 0, '6m_12m': 0.0776297320693505, '7y_10y': 0, 'more_10y': 0}"
2013-03-03,"{'1d_1w': 0.224929713661955, '1m_3m': 0.165782935752605, '1w_1m': 0.210765616500047, '1y_2y': 0.154101490239473, '24h': 0.062730805282817, '2y_3y': 0.00424203766474337, '3m_6m': 0.0995169689766081, '3y_5y': 0.000499355337962396, '5y_7y': 0, '6m_12m': 0.0774310765837578, '7y_10y': 0, 'more_10y': 0}"
2013-03-04,"{'1d_1w': 0.180146488958293, '1m_3m': 0.166048560063187, '1w_1m': 0.220246003174331, '1y_2y': 0.152230992780238, '24h': 0.0983836107009168, '2y_3y': 0.0041982051445246, '3m_6m': 0.101120725761646, '3y_5y': 0.000494795309497307, '5y_7y': 0, '6m_12m': 0.0771306181073354, '7y_10y': 0, 'more_10y': 0}"
2013-03-05,"{'1d_1w': 0.163150107519971, '1m_3m': 0.160810971185241, '1w_1m': 0.218661319946909, '1y_2y': 0.147090803061586, '24h': 0.13296497232817, '2y_3y': 0.00409438725703715, '3m_6m': 0.0978557308555775, '3y_5y': 0.000481426680437615, '5y_7y': 0, '6m_12m': 0.0748902811650432, '7y_10y': 0, 'more_10y': 0}"
2013-03-06,"{'1d_1w': 0.154238764885302, '1m_3m': 0.154419705701306, '1w_1m': 0.200126167989727, '1y_2y': 0.137950698661493, '24h': 0.186300611643677, '2y_3y': 0.00389479013075066, '3m_6m': 0.0918296174759788, '3y_5y': 0.000456711142600243, '5y_7y': 0, '6m_12m': 0.0707829323691388, '7y_10y': 0, 'more_10y': 0}"
2013-03-07,"{'1d_1w': 0.210259960096415, '1m_3m': 0.154022617533971, '1w_1m': 0.200544989901187, '1y_2y': 0.135237535735424, '24h': 0.136284110278858, '2y_3y': 0.00383971762866526, '3m_6m': 0.0895339673142653, '3y_5y': 0.000450257103557249, '5y_7y': 0, '6m_12m': 0.069826844407632, '7y_10y': 0, 'more_10y': 0}"
2013-03-08,"{'1d_1w': 0.243027398270997, '1m_3m': 0.154542630254243, '1w_1m': 0.201231919099549, '1y_2y': 0.133994474213827, '24h': 0.104395149591234, '2y_3y': 0.00381493932255339, '3m_6m': 0.0890117641636979, '3y_5y': 0.000446962218948576, '5y_7y': 0, '6m_12m': 0.0695347628649257, '7y_10y': 0, 'more_10y': 0}"
2013-03-09,"{'1d_1w': 0.246157980649529, '1m_3m': 0.153872723183757, '1w_1m': 0.196357649378278, '1y_2y': 0.131687682809334, '24h': 0.111567017891824, '2y_3y': 0.00375663137589782, '3m_6m': 0.0876294989085201, '3y_5y': 0.000440498507618008, '5y_7y': 0, '6m_12m': 0.0685303172952191, '7y_10y': 0, 'more_10y': 0}"
2013-03-10,"{'1d_1w': 0.26424977911599, '1m_3m': 0.159232051834782, '1w_1m': 0.191925001012145, '1y_2y': 0.130096062408243, '24h': 0.0947041650893942, '2y_3y': 0.00372339964179356, '3m_6m': 0.0876928506185926, '3y_5y': 0.00043609157286975, '5y_7y': 0, '6m_12m': 0.0679405987061682, '7y_10y': 0, 'more_10y': 0}"
2013-03-11,"{'1d_1w': 0.270487011563598, '1m_3m': 0.160170573916044, '1w_1m': 0.191725654771308, '1y_2y': 0.128070348502342, '24h': 0.0915763827034754, '2y_3y': 0.00378520177642937, '3m_6m': 0.0867479485230121, '3y_5y': 0.000430973350611823, '5y_7y': 0, '6m_12m': 0.0670059048931585, '7y_10y': 0, 'more_10y': 0}"
2013-03-12,"{'1d_1w': 0.234676226369245, '1m_3m': 0.158123517703516, '1w_1m': 0.206552454161652, '1y_2y': 0.126735233322812, '24h': 0.117613592716094, '2y_3y': 0.00375380090295704, '3m_6m': 0.0859966910708883, '3y_5y': 0.000427563191201892, '5y_7y': 0, '6m_12m': 0.0661209205616121, '7y_10y': 0, 'more_10y': 0}"
2013-03-13,"{'1d_1w': 0.215161082328229, '1m_3m': 0.15348074640959, '1w_1m': 0.243394962827039, '1y_2y': 0.124602309254204, '24h': 0.109097146759, '2y_3y': 0.00378844971437395, '3m_6m': 0.0848910527284715, '3y_5y': 0.000421747060501194, '5y_7y': 0, '6m_12m': 0.0651625029185716, '7y_10y': 0, 'more_10y': 0}"
2013-03-14,"{'1d_1w': 0.209535421648026, '1m_3m': 0.152426230531194, '1w_1m': 0.256249026091668, '1y_2y': 0.12288905398352, '24h': 0.105751627779337, '2y_3y': 0.00378007233583264, '3m_6m': 0.0833608259303176, '3y_5y': 0.000416960363880955, '5y_7y': 0, '6m_12m': 0.065590781336204, '7y_10y': 0, 'more_10y': 0}"
2013-03-15,"{'1d_1w': 0.214405455515338, '1m_3m': 0.152861399932434, '1w_1m': 0.258785096811461, '1y_2y': 0.121216022971409, '24h': 0.102051586341563, '2y_3y': 0.00378016967119566, '3m_6m': 0.0817530472799321, '3y_5y': 0.000412468127063804, '5y_7y': 0, '6m_12m': 0.0647347533495858, '7y_10y': 0, 'more_10y': 0}"
