t,open_interest
2020-11-18 21:40:00,53846.8080890796
2020-11-18 21:40:00,34890.8440525303
2020-11-18 21:40:00,10621.18491396
2020-11-18 21:40:00,48422.5187919652
2020-11-18 21:40:00,23312.1117331922
2020-11-18 21:40:00,25405.4017
2020-11-18 21:40:00,3948.29941935418
2020-11-18 21:40:00,62736.5473763573
