t,o
2011-05-22,"{'0001_001': 3.115124431899868e-08, '001_01': 0.0002654901788069801, '01_1': 0.0004688582272664824, '100_1k': 0.08894318407551294, '10_100': 0.43262903736524816, '10k_100k': 0.1923748582202549, '1_10': 0.0046908342238454, '1k_10k': 0.20989902699871027, 'above_100k': 0.07072867720051287, 'less_0001': 2.3585976379725323e-09}"
2011-05-23,"{'0001_001': 3.14209659723266e-08, '001_01': 0.0002664552637974942, '01_1': 0.0004819756898189623, '100_1k': 0.09055519770924221, '10_100': 0.4305766968255097, '10k_100k': 0.20585816170743493, '1_10': 0.0048760013694874845, '1k_10k': 0.21266996184877704, 'above_100k': 0.05471551581169981, 'less_0001': 2.353266553707365e-09}"
2011-05-24,"{'0001_001': 3.239512265763148e-08, '001_01': 0.00027130069162514223, '01_1': 0.0004917359862608545, '100_1k': 0.09269012027132476, '10_100': 0.42951454083906565, '10k_100k': 0.20537142241471154, '1_10': 0.004974389261946056, '1k_10k': 0.21210031067063656, 'above_100k': 0.05458614425195068, 'less_0001': 3.2173561176833668e-09}"
2011-05-25,"{'0001_001': 3.335600033672657e-08, '001_01': 0.0002765444174405635, '01_1': 0.0005055627043991216, '100_1k': 0.09358462406385186, '10_100': 0.428525541848327, '10k_100k': 0.2049171512727096, '1_10': 0.00524114314073014, '1k_10k': 0.21249544972823511, 'above_100k': 0.05445394625889975, 'less_0001': 3.209406476346012e-09}"
2011-05-26,"{'0001_001': 3.707365362552284e-08, '001_01': 0.0002769915129749195, '01_1': 0.0005200375932947441, '100_1k': 0.09423026631986174, '10_100': 0.4269557674134212, '10k_100k': 0.2044447486506835, '1_10': 0.005600941635886624, '1k_10k': 0.2136441164058849, 'above_100k': 0.0543270899060419, 'less_0001': 3.488296889584749e-09}"
2011-05-27,"{'0001_001': 4.2681948282562404e-08, '001_01': 0.00027749418695241897, '01_1': 0.0005266105129232672, '100_1k': 0.09485479584358394, '10_100': 0.4260775797503372, '10k_100k': 0.18865893050160093, '1_10': 0.005780867662668264, '1k_10k': 0.21431956015211462, 'above_100k': 0.06950411512967614, 'less_0001': 3.5781949025172065e-09}"
2011-05-28,"{'0001_001': 5.0214024274789456e-08, '001_01': 0.0002807852711876739, '01_1': 0.0005409074188027041, '100_1k': 0.09603205218686835, '10_100': 0.4253411260236501, '10k_100k': 0.1885231017790467, '1_10': 0.005726529465821111, '1k_10k': 0.21413590205593697, 'above_100k': 0.06941954165844193, 'less_0001': 3.926220369761639e-09}"
2011-05-29,"{'0001_001': 4.928453018475433e-08, '001_01': 0.00028227860282547255, '01_1': 0.0005487141859799269, '100_1k': 0.09625006909786668, '10_100': 0.4250512349059489, '10k_100k': 0.18827630760431066, '1_10': 0.005722992843580339, '1k_10k': 0.21454676433722616, 'above_100k': 0.06932158523272824, 'less_0001': 3.905003081826901e-09}"
2011-05-30,"{'0001_001': 5.246853315719676e-08, '001_01': 0.0002873165871955852, '01_1': 0.0005661606893962437, '100_1k': 0.09707850574711895, '10_100': 0.4246588213172104, '10k_100k': 0.188174650062403, '1_10': 0.0058307778180137805, '1k_10k': 0.21416568091949398, 'above_100k': 0.06923802966966751, 'less_0001': 4.7209675075216444e-09}"
2011-05-31,"{'0001_001': 5.336834526185393e-08, '001_01': 0.0002912313412618552, '01_1': 0.0005778105761982119, '100_1k': 0.09846239334864894, '10_100': 0.42399790830340434, '10k_100k': 0.18796172238485548, '1_10': 0.005938309374125554, '1k_10k': 0.21361376029449117, 'above_100k': 0.06915680628444931, 'less_0001': 4.72421977998679e-09}"
2011-06-01,"{'0001_001': 5.715068224766079e-08, '001_01': 0.00029182487479945243, '01_1': 0.000593028806999451, '100_1k': 0.09865584183654567, '10_100': 0.4229625054508828, '10k_100k': 0.18924888931615966, '1_10': 0.006128556933123292, '1k_10k': 0.21306401502873162, 'above_100k': 0.06905527501063964, 'less_0001': 5.5914359485799785e-09}"
2011-06-02,"{'0001_001': 6.03079899061369e-08, '001_01': 0.00029306495692295044, '01_1': 0.0006042895671172874, '100_1k': 0.09904206639513226, '10_100': 0.42091771024278535, '10k_100k': 0.19223516857367695, '1_10': 0.006208629905290259, '1k_10k': 0.21174603832803168, 'above_100k': 0.0689529660788647, 'less_0001': 5.644188751952195e-09}"
2011-06-03,"{'0001_001': 6.401803468015493e-08, '001_01': 0.0002940807986425036, '01_1': 0.0006326083600707729, '100_1k': 0.0976559708255411, '10_100': 0.4208832846276345, '10k_100k': 0.1935779381218419, '1_10': 0.006234165228316139, '1k_10k': 0.21187735447329833, 'above_100k': 0.06884452746867481, 'less_0001': 6.077945351443922e-09}"
2011-06-04,"{'0001_001': 7.210541830268083e-08, '001_01': 0.00029907752872832574, '01_1': 0.0006582236839850251, '100_1k': 0.09865089335006538, '10_100': 0.4203566122850177, '10k_100k': 0.19324094116390853, '1_10': 0.0064326513052425476, '1k_10k': 0.21163684509280176, 'above_100k': 0.06872467698743127, 'less_0001': 6.497401057359623e-09}"
2011-06-05,"{'0001_001': 7.052238921304918e-08, '001_01': 0.0002999707698974723, '01_1': 0.0006810699999404306, '100_1k': 0.09829817121463116, '10_100': 0.42052104041590943, '10k_100k': 0.19620166885830434, '1_10': 0.006636872654779342, '1k_10k': 0.2087473688341951, 'above_100k': 0.06861376015492146, 'less_0001': 6.57503219136384e-09}"
2011-06-06,"{'0001_001': 7.395410216886098e-08, '001_01': 0.0003016224711822991, '01_1': 0.0007188563453103632, '100_1k': 0.10034289951196787, '10_100': 0.4195347466588984, '10k_100k': 0.19632509411751103, '1_10': 0.006791563910609275, '1k_10k': 0.20904425556738931, 'above_100k': 0.06694088079087133, 'less_0001': 6.672158101548456e-09}"
2011-06-07,"{'0001_001': 7.463014152214042e-08, '001_01': 0.00030358465887190997, '01_1': 0.0007272478934684281, '100_1k': 0.10080818329604144, '10_100': 0.4190052345864489, '10k_100k': 0.19499170779562933, '1_10': 0.006924932520902013, '1k_10k': 0.21038617199221027, 'above_100k': 0.066852855829176, 'less_0001': 6.797110265445395e-09}"
2011-06-08,"{'0001_001': 8.118127789097681e-08, '001_01': 0.000295893074953616, '01_1': 0.0007416906315898099, '100_1k': 0.10221353084257492, '10_100': 0.41824319035932134, '10k_100k': 0.18815916712776903, '1_10': 0.007070284533322682, '1k_10k': 0.21651882796109834, 'above_100k': 0.0667573266236549, 'less_0001': 7.664437495776383e-09}"
2011-06-09,"{'0001_001': 8.45360320684282e-08, '001_01': 0.00029821098873234446, '01_1': 0.0007779148542479732, '100_1k': 0.10209229116233372, '10_100': 0.41810329792990086, '10k_100k': 0.18432790311368483, '1_10': 0.007335376643449672, '1k_10k': 0.22042186142316314, 'above_100k': 0.06664305133649688, 'less_0001': 8.011958592193845e-09}"
2011-06-10,"{'0001_001': 8.759095620090247e-08, '001_01': 0.0003001703237171176, '01_1': 0.0008081956931928169, '100_1k': 0.10345028149971573, '10_100': 0.4172993701052076, '10k_100k': 0.18646498469084186, '1_10': 0.0076601597499083825, '1k_10k': 0.21902760357173937, 'above_100k': 0.06498913826058038, 'less_0001': 8.514140575077314e-09}"
2011-06-11,"{'0001_001': 1.0370846775419522e-07, '001_01': 0.0003018675905605052, '01_1': 0.0008423733375652778, '100_1k': 0.1033653161663511, '10_100': 0.4134875989626437, '10k_100k': 0.1856120058887195, '1_10': 0.007970748592977129, '1k_10k': 0.22355665945519637, 'above_100k': 0.06486331701744102, 'less_0001': 9.280077769342494e-09}"
2011-06-12,"{'0001_001': 1.0950740237356661e-07, '001_01': 0.00030263341944816193, '01_1': 0.000864158033421338, '100_1k': 0.09611274800794838, '10_100': 0.4130667011843596, '10k_100k': 0.18241855196039436, '1_10': 0.008318999143478377, '1k_10k': 0.21344565524959017, 'above_100k': 0.0854704340110378, 'less_0001': 9.4829195296642e-09}"
2011-06-13,"{'0001_001': 1.2151372092126345e-07, '001_01': 0.00030547177194417533, '01_1': 0.0009123725938560932, '100_1k': 0.09583245438892869, '10_100': 0.4090358626215239, '10k_100k': 0.18619927371648914, '1_10': 0.0085465579104941, '1k_10k': 0.21384597401821737, 'above_100k': 0.08532190122947034, 'less_0001': 1.0235355340280838e-08}"
2011-06-14,"{'0001_001': 1.5817687622023828e-07, '001_01': 0.00030726219558665146, '01_1': 0.0009653014419100447, '100_1k': 0.09734641409883474, '10_100': 0.40639517325128904, '10k_100k': 0.17315795063740808, '1_10': 0.00892906032358549, '1k_10k': 0.22773780163861623, 'above_100k': 0.08516086723109133, 'less_0001': 1.1004802225631311e-08}"
2011-06-15,"{'0001_001': 2.1374814722542407e-07, '001_01': 0.00030952212440700467, '01_1': 0.000975343698137787, '100_1k': 0.09769942622220636, '10_100': 0.40655822139685316, '10k_100k': 0.1692434203426761, '1_10': 0.00923474636721507, '1k_10k': 0.23099939408383324, 'above_100k': 0.08497970006289013, 'less_0001': 1.1953633842424272e-08}"
2011-06-16,"{'0001_001': 2.8645858694925235e-07, '001_01': 0.0003125085572922841, '01_1': 0.0009998066525996683, '100_1k': 0.09782413435325274, '10_100': 0.4049096562619535, '10k_100k': 0.16631935029614733, '1_10': 0.009385879666115838, '1k_10k': 0.23538513667130637, 'above_100k': 0.08486322651793106, 'less_0001': 1.45648141913535e-08}"
2011-06-17,"{'0001_001': 3.363221760882646e-07, '001_01': 0.000313538605770301, '01_1': 0.0010210669582654962, '100_1k': 0.0994575633109556, '10_100': 0.4042845901333311, '10k_100k': 0.1638692084698433, '1_10': 0.009703975783754627, '1k_10k': 0.23660649948934537, 'above_100k': 0.08474320547540243, 'less_0001': 1.545115566032264e-08}"
2011-06-18,"{'0001_001': 6.067987866318953e-07, '001_01': 0.0003152680705487984, '01_1': 0.0010442991299687836, '100_1k': 0.09933354156857524, '10_100': 0.4046810944420918, '10k_100k': 0.16203325012613487, '1_10': 0.010011827873686888, '1k_10k': 0.2379636384602559, 'above_100k': 0.08461645605877863, 'less_0001': 1.747117239980515e-08}"
2011-06-19,"{'0001_001': 8.662964271490823e-07, '001_01': 0.00031648394845667415, '01_1': 0.0010696043428937007, '100_1k': 0.09763285742251182, '10_100': 0.40304325907269106, '10k_100k': 0.2471376789819488, '1_10': 0.010221500566521805, '1k_10k': 0.22012870970120552, 'above_100k': 0.020449019893460974, 'less_0001': 1.9773882583970525e-08}"
2011-06-20,"{'0001_001': 1.0768517737141717e-06, '001_01': 0.00031832248746139943, '01_1': 0.0010975808869148709, '100_1k': 0.09797374253977978, '10_100': 0.40249398733475916, '10k_100k': 0.24661740835554474, '1_10': 0.010688832888620572, '1k_10k': 0.2203962120140279, 'above_100k': 0.02041281569391485, 'less_0001': 2.0947202973800365e-08}"
2011-06-21,"{'0001_001': 1.3734276091495855e-06, '001_01': 0.0003201744949325383, '01_1': 0.001111230921894646, '100_1k': 0.09825929329847895, '10_100': 0.4023817449529316, '10k_100k': 0.24425427629614513, '1_10': 0.011132592780356299, '1k_10k': 0.22216547341906762, 'above_100k': 0.020373815794088687, 'less_0001': 2.4614495266344087e-08}"
2011-06-22,"{'0001_001': 1.5746073653891357e-06, '001_01': 0.0003226819442785091, '01_1': 0.0011374433550878156, '100_1k': 0.09841731547676756, '10_100': 0.402321440265546, '10k_100k': 0.24376089253838976, '1_10': 0.0116448714105039, '1k_10k': 0.2220598609060251, 'above_100k': 0.020333891806458847, 'less_0001': 2.7689577173805942e-08}"
2011-06-23,"{'0001_001': 1.7552103474438219e-06, '001_01': 0.00032450823940712075, '01_1': 0.0011600332787152572, '100_1k': 0.09897841925242057, '10_100': 0.4024763409233614, '10k_100k': 0.17951168522069247, '1_10': 0.011979983285001404, '1k_10k': 0.22143674896005652, 'above_100k': 0.08413049596709782, 'less_0001': 2.966290003310276e-08}"
2011-06-24,"{'0001_001': 1.8608503823622974e-06, '001_01': 0.0003260625858530218, '01_1': 0.0011796975451566082, '100_1k': 0.09897455309294173, '10_100': 0.40157817285119213, '10k_100k': 0.17880906413128606, '1_10': 0.012278743482598154, '1k_10k': 0.2228578098848986, 'above_100k': 0.08399400454163578, 'less_0001': 3.103405550121792e-08}"
2011-06-25,"{'0001_001': 1.9156866449920894e-06, '001_01': 0.0003277137519676118, '01_1': 0.001209106691090836, '100_1k': 0.10041195555116868, '10_100': 0.4022489162584801, '10k_100k': 0.17610428850582202, '1_10': 0.012541472800863703, '1k_10k': 0.2232507113262489, 'above_100k': 0.08390388555909083, 'less_0001': 3.386862233293527e-08}"
2011-06-26,"{'0001_001': 2.0271558471751896e-06, '001_01': 0.0003281139399119773, '01_1': 0.0012211742311221336, '100_1k': 0.10227761370726311, '10_100': 0.40233728780231487, '10k_100k': 0.17473115412203877, '1_10': 0.012638942891423723, '1k_10k': 0.2226534603917239, 'above_100k': 0.0838101908530413, 'less_0001': 3.49053130180721e-08}"
2011-06-27,"{'0001_001': 2.2945220016365252e-06, '001_01': 0.0003304029559803442, '01_1': 0.001243027907641689, '100_1k': 0.10430569863678339, '10_100': 0.40075905522023336, '10k_100k': 0.17789307968011217, '1_10': 0.012726285237484293, '1k_10k': 0.2190359408609242, 'above_100k': 0.08370417262924387, 'less_0001': 4.2349595186210617e-08}"
2011-06-28,"{'0001_001': 2.4009235023200155e-06, '001_01': 0.0003314828854617977, '01_1': 0.0012612104223107795, '100_1k': 0.10676147438615462, '10_100': 0.4000457115409133, '10k_100k': 0.1744594436893968, '1_10': 0.012913383552629618, '1k_10k': 0.22062080098651085, 'above_100k': 0.08360404722691282, 'less_0001': 4.4386207214052e-08}"
2011-06-29,"{'0001_001': 2.521479622007433e-06, '001_01': 0.00033221311118226363, '01_1': 0.0012818071609983217, '100_1k': 0.10746726260172605, '10_100': 0.40034013276056307, '10k_100k': 0.17225415308256567, '1_10': 0.013159767731402627, '1k_10k': 0.22166541661098282, 'above_100k': 0.08349667923420162, 'less_0001': 4.622675558549254e-08}"
2011-06-30,"{'0001_001': 2.6218370329913243e-06, '001_01': 0.00033255612978441967, '01_1': 0.0012878971860802158, '100_1k': 0.10804200441202859, '10_100': 0.4005572901784443, '10k_100k': 0.16785971339015648, '1_10': 0.013372491493473488, '1k_10k': 0.22516760471534367, 'above_100k': 0.08337777351446929, 'less_0001': 4.714318648600323e-08}"
2011-07-01,"{'0001_001': 2.7061214285586377e-06, '001_01': 0.00033306521089397997, '01_1': 0.0013059583488598966, '100_1k': 0.10718826309535794, '10_100': 0.4000567427333285, '10k_100k': 0.17175675619861588, '1_10': 0.01359543874421816, '1k_10k': 0.22249065517965289, 'above_100k': 0.08327036548491346, 'less_0001': 4.888273102743196e-08}"
2011-07-02,"{'0001_001': 2.7458292617757765e-06, '001_01': 0.00033338715677448075, '01_1': 0.001320061897341397, '100_1k': 0.1074011414310747, '10_100': 0.4001166225517248, '10k_100k': 0.17134438593240675, '1_10': 0.013769156700139557, '1k_10k': 0.22254674090720686, 'above_100k': 0.0831657077466978, 'less_0001': 4.984737194941878e-08}"
2011-07-03,"{'0001_001': 2.794430045544831e-06, '001_01': 0.00033441970767158813, '01_1': 0.0013275856074769163, '100_1k': 0.10834315732931052, '10_100': 0.3999181693037982, '10k_100k': 0.17091668900524887, '1_10': 0.013970447009953443, '1k_10k': 0.22212290653612016, 'above_100k': 0.08306378061393185, 'less_0001': 5.045644295604403e-08}"
2011-07-04,"{'0001_001': 2.851104965447486e-06, '001_01': 0.00033476336875311666, '01_1': 0.0013431961395851504, '100_1k': 0.1086883338186066, '10_100': 0.40033524546348487, '10k_100k': 0.17062241494646996, '1_10': 0.01410663660826858, '1k_10k': 0.22160747838569764, 'above_100k': 0.08295902873109477, 'less_0001': 5.143307382053109e-08}"
2011-07-05,"{'0001_001': 2.9189917795782858e-06, '001_01': 0.0003344983686336448, '01_1': 0.001368678023319455, '100_1k': 0.10916001323916849, '10_100': 0.3985516917991253, '10k_100k': 0.17110497824236293, '1_10': 0.014279969404464537, '1k_10k': 0.22232362594649224, 'above_100k': 0.08287357237206999, 'less_0001': 5.361258392786503e-08}"
2011-07-06,"{'0001_001': 2.9957995159621784e-06, '001_01': 0.00033563259627998794, '01_1': 0.001378167144736092, '100_1k': 0.10921456367503778, '10_100': 0.39825544262811646, '10k_100k': 0.1711260158359531, '1_10': 0.014477518364855007, '1k_10k': 0.22243234713892723, 'above_100k': 0.08277726120806753, 'less_0001': 5.560851083351493e-08}"
2011-07-07,"{'0001_001': 3.0955068230464955e-06, '001_01': 0.00033649900898176344, '01_1': 0.0014013509461239097, '100_1k': 0.1097097582296874, '10_100': 0.39828683588575625, '10k_100k': 0.17094249403393413, '1_10': 0.014695528637941872, '1k_10k': 0.2219273092905017, 'above_100k': 0.0826970708150995, 'less_0001': 5.764515030036527e-08}"
2011-07-08,"{'0001_001': 3.1367832393254403e-06, '001_01': 0.00033727835751869015, '01_1': 0.0014200379049270442, '100_1k': 0.11059613561160754, '10_100': 0.39788252408160246, '10k_100k': 0.17058644722801963, '1_10': 0.014885184258440194, '1k_10k': 0.2216929080360416, 'above_100k': 0.08259628846772019, 'less_0001': 5.9270883537835356e-08}"
2011-07-09,"{'0001_001': 3.1464081816363136e-06, '001_01': 0.0003378719943573848, '01_1': 0.0014321372859971684, '100_1k': 0.11130645994206179, '10_100': 0.39749507123398975, '10k_100k': 0.17016049469401692, '1_10': 0.015074117913847258, '1k_10k': 0.22168515066070857, 'above_100k': 0.08250548979215566, 'less_0001': 6.00746837966533e-08}"
2011-07-10,"{'0001_001': 3.21724481550437e-06, '001_01': 0.00033907343338688634, '01_1': 0.001442289991479213, '100_1k': 0.11335821897880194, '10_100': 0.39732413987966503, '10k_100k': 0.1697061526514022, '1_10': 0.015331494356350166, '1k_10k': 0.22007317248194175, 'above_100k': 0.08242217974585539, 'less_0001': 6.123630174765834e-08}"
2011-07-11,"{'0001_001': 3.2770469312429987e-06, '001_01': 0.00034057689168083105, '01_1': 0.0014517166008273141, '100_1k': 0.11365047892960273, '10_100': 0.39687175962670235, '10k_100k': 0.16958587020611654, '1_10': 0.015577489809285283, '1k_10k': 0.22019185333116, 'above_100k': 0.08232691428952486, 'less_0001': 6.32681687603341e-08}"
2011-07-12,"{'0001_001': 3.332083885970707e-06, '001_01': 0.0003412937251541042, '01_1': 0.0014674186571829726, '100_1k': 0.11408708543219756, '10_100': 0.3968077510969886, '10k_100k': 0.16915683410604132, '1_10': 0.015723668212710908, '1k_10k': 0.22017100772242923, 'above_100k': 0.08224154491949351, 'less_0001': 6.404391603175541e-08}"
2011-07-13,"{'0001_001': 3.36285523008873e-06, '001_01': 0.0003419639539316669, '01_1': 0.0014823799915986988, '100_1k': 0.11511133806592883, '10_100': 0.3967050820313977, '10k_100k': 0.17014658972336205, '1_10': 0.015872974520844334, '1k_10k': 0.2182100594019116, 'above_100k': 0.08212618468218831, 'less_0001': 6.477360667606194e-08}"
2011-07-14,"{'0001_001': 3.45991126802079e-06, '001_01': 0.0003436521413058417, '01_1': 0.0015010498019309983, '100_1k': 0.11575438858146833, '10_100': 0.3967540156149153, '10k_100k': 0.16991628686310678, '1_10': 0.016060163731253182, '1k_10k': 0.21762748842285345, 'above_100k': 0.08203942526722467, 'less_0001': 6.966467334131682e-08}"
2011-07-15,"{'0001_001': 3.48854299255234e-06, '001_01': 0.0003445236645775841, '01_1': 0.0015065301440488836, '100_1k': 0.11635018290372462, '10_100': 0.39656461620342415, '10k_100k': 0.16967322511059998, '1_10': 0.016243976957101065, '1k_10k': 0.2173713460128444, 'above_100k': 0.0819420397757179, 'less_0001': 7.068496896804051e-08}"
2011-07-16,"{'0001_001': 3.522640398060645e-06, '001_01': 0.00034544070208684794, '01_1': 0.001512143064678078, '100_1k': 0.11650004599499655, '10_100': 0.39671135119316353, '10k_100k': 0.16930972835385014, '1_10': 0.016362008502586626, '1k_10k': 0.2174078075318947, 'above_100k': 0.08184788036627448, 'less_0001': 7.165007094769081e-08}"
2011-07-17,"{'0001_001': 3.556423912416206e-06, '001_01': 0.00034555956355404263, '01_1': 0.0015189702750412993, '100_1k': 0.11641929798303895, '10_100': 0.39684868142941593, '10k_100k': 0.16904420039007284, '1_10': 0.016425725996841632, '1k_10k': 0.21764776753553242, 'above_100k': 0.08174616803045194, 'less_0001': 7.237213859227511e-08}"
2011-07-18,"{'0001_001': 3.599492539227823e-06, '001_01': 0.00034430633415778186, '01_1': 0.0015015862670234548, '100_1k': 0.11365619618285047, '10_100': 0.395882538767001, '10k_100k': 0.17757716134056437, '1_10': 0.01615131789114613, '1k_10k': 0.21902887840070437, 'above_100k': 0.07585434283106676, 'less_0001': 7.249294653978758e-08}"
2011-07-19,"{'0001_001': 3.6441261876234597e-06, '001_01': 0.0003448188981360318, '01_1': 0.0015043574030772521, '100_1k': 0.11433183597320949, '10_100': 0.3959092400550883, '10k_100k': 0.17692579298647837, '1_10': 0.016305133108190113, '1k_10k': 0.21889931919473887, 'above_100k': 0.07577578369690277, 'less_0001': 7.455799111518117e-08}"
2011-07-20,"{'0001_001': 3.6875903303663696e-06, '001_01': 0.00034471080159534113, '01_1': 0.0015078494722965065, '100_1k': 0.11526532361300781, '10_100': 0.3953916357895456, '10k_100k': 0.17670862996506162, '1_10': 0.016411453382542004, '1k_10k': 0.218673399574378, 'above_100k': 0.0756932338151083, 'less_0001': 7.599613439440153e-08}"
2011-07-21,"{'0001_001': 3.722880000912507e-06, '001_01': 0.0003454244468564502, '01_1': 0.0015076819757726008, '100_1k': 0.1155553312401512, '10_100': 0.3955834380606432, '10k_100k': 0.1762712042069622, '1_10': 0.016402781125601788, '1k_10k': 0.2187208327523723, 'above_100k': 0.07560950476221881, 'less_0001': 7.854942044187389e-08}"
2011-07-22,"{'0001_001': 3.749069151392502e-06, '001_01': 0.00034499856442518005, '01_1': 0.0015084561487521784, '100_1k': 0.11551020581732517, '10_100': 0.39563211060814535, '10k_100k': 0.17586561595705133, '1_10': 0.01654521892937593, '1k_10k': 0.21906305645116775, 'above_100k': 0.07552650976901315, 'less_0001': 7.86855925649607e-08}"
2011-07-23,"{'0001_001': 3.780274506130407e-06, '001_01': 0.0003459190811713385, '01_1': 0.0015084463583033964, '100_1k': 0.11551347890597796, '10_100': 0.39565983569638463, '10k_100k': 0.17570649257891208, '1_10': 0.016690366255494873, '1k_10k': 0.21912516637434712, 'above_100k': 0.07544643602451975, 'less_0001': 7.845038273282785e-08}"
2011-07-24,"{'0001_001': 3.7963901268660774e-06, '001_01': 0.0003464608901009535, '01_1': 0.0015234328985291332, '100_1k': 0.11548172327208021, '10_100': 0.3955390820672784, '10k_100k': 0.17543143767815236, '1_10': 0.016824147591372816, '1k_10k': 0.2194942405333852, 'above_100k': 0.07535559929642041, 'less_0001': 7.938255385141839e-08}"
2011-07-25,"{'0001_001': 3.825709987822842e-06, '001_01': 0.00034679667478140124, '01_1': 0.0015380762804897378, '100_1k': 0.11628928419769458, '10_100': 0.39487872023454285, '10k_100k': 0.17493307294743404, '1_10': 0.01707915684131621, '1k_10k': 0.21966546047464533, 'above_100k': 0.07526552627885852, 'less_0001': 8.036024972133722e-08}"
2011-07-26,"{'0001_001': 3.858096147206924e-06, '001_01': 0.00034693828282549824, '01_1': 0.0015354273772922359, '100_1k': 0.11605713654781132, '10_100': 0.3949014433881474, '10k_100k': 0.17446028347660716, '1_10': 0.017005009702674087, '1k_10k': 0.22052013404244916, 'above_100k': 0.07516968543239308, 'less_0001': 8.365365276945778e-08}"
2011-07-27,"{'0001_001': 3.883731235178709e-06, '001_01': 0.0003472382829929578, '01_1': 0.0015438310252464975, '100_1k': 0.11584880321755818, '10_100': 0.39513204668218094, '10k_100k': 0.17392758572664188, '1_10': 0.017125207283379733, '1k_10k': 0.22099614417448116, 'above_100k': 0.07507517332172994, 'less_0001': 8.655455341454877e-08}"
2011-07-28,"{'0001_001': 3.933273312206727e-06, '001_01': 0.00034803423258614056, '01_1': 0.0015489572353648254, '100_1k': 0.11763929211933764, '10_100': 0.38977507539702694, '10k_100k': 0.17155347305776789, '1_10': 0.017265445957805447, '1k_10k': 0.22687451735722394, 'above_100k': 0.07499118142771316, 'less_0001': 8.994186186713378e-08}"
2011-07-29,"{'0001_001': 3.971340467794857e-06, '001_01': 0.000348687551184507, '01_1': 0.0015618386342840431, '100_1k': 0.11844978805998063, '10_100': 0.38971613859849097, '10k_100k': 0.17150734431330392, '1_10': 0.017441644709360837, '1k_10k': 0.22606797737571016, 'above_100k': 0.07490251696377001, 'less_0001': 9.245344717817389e-08}"
2011-07-30,"{'0001_001': 4.015318272325155e-06, '001_01': 0.00034898247368757486, '01_1': 0.0015647609009329948, '100_1k': 0.11893656234804363, '10_100': 0.3897535251741647, '10k_100k': 0.1711357066224696, '1_10': 0.017451072454735695, '1k_10k': 0.22598475411278535, 'above_100k': 0.07482052714986392, 'less_0001': 9.344504407104297e-08}"
2011-07-31,"{'0001_001': 4.071789367046577e-06, '001_01': 0.00034949525787001865, '01_1': 0.001570645467142222, '100_1k': 0.11903467417860655, '10_100': 0.3898936766781009, '10k_100k': 0.1723115094971138, '1_10': 0.017537526070237733, '1k_10k': 0.22601042813380906, 'above_100k': 0.07328787600079209, 'less_0001': 9.692696046942511e-08}"
2011-08-01,"{'0001_001': 4.129163621775585e-06, '001_01': 0.000349157540623581, '01_1': 0.0015814140817996432, '100_1k': 0.1197256067057657, '10_100': 0.389641073366984, '10k_100k': 0.17469345176282408, '1_10': 0.0176059283277304, '1k_10k': 0.2260716702403722, 'above_100k': 0.07032746135575386, 'less_0001': 1.0745452485269786e-07}"
2011-08-02,"{'0001_001': 4.2059041668177365e-06, '001_01': 0.00034969478335697597, '01_1': 0.0015869461839457118, '100_1k': 0.11953750007391943, '10_100': 0.3895705337999035, '10k_100k': 0.17474787834606778, '1_10': 0.017736911590028055, '1k_10k': 0.22621647181880442, 'above_100k': 0.07024974305529702, 'less_0001': 1.1444451033519845e-07}"
2011-08-03,"{'0001_001': 4.254884839556111e-06, '001_01': 0.00034941678237899716, '01_1': 0.001585625197331233, '100_1k': 0.1192158182802778, '10_100': 0.3892691768883992, '10k_100k': 0.17461361437949455, '1_10': 0.0177470456473056, '1k_10k': 0.22704423450197436, 'above_100k': 0.07017068738659378, 'less_0001': 1.2605140519371292e-07}"
2011-08-04,"{'0001_001': 4.289530946043354e-06, '001_01': 0.00035009207266057627, '01_1': 0.001590512758448913, '100_1k': 0.11935379039513713, '10_100': 0.388773910479758, '10k_100k': 0.17733658692204904, '1_10': 0.01770620309812716, '1k_10k': 0.22477862240939234, 'above_100k': 0.07010586385623699, 'less_0001': 1.2847724370666548e-07}"
2011-08-05,"{'0001_001': 4.357136222625049e-06, '001_01': 0.00035098233744617973, '01_1': 0.0015953704173889277, '100_1k': 0.11737075232446065, '10_100': 0.3889735351231654, '10k_100k': 0.18030267089583113, '1_10': 0.017811748814128392, '1k_10k': 0.22355480006265374, 'above_100k': 0.0700356481245107, 'less_0001': 1.3476419234062383e-07}"
2011-08-06,"{'0001_001': 4.427816847526464e-06, '001_01': 0.00035087365124676206, '01_1': 0.001595433727320212, '100_1k': 0.11800445513030917, '10_100': 0.3883972256166216, '10k_100k': 0.1862278839417939, '1_10': 0.01784048867460973, '1k_10k': 0.21760450000892168, 'above_100k': 0.06997457471812532, 'less_0001': 1.3671420403977578e-07}"
2011-08-07,"{'0001_001': 4.4826687610757975e-06, '001_01': 0.0003511364379000507, '01_1': 0.001603227682698287, '100_1k': 0.11776205264942921, '10_100': 0.3886101383561922, '10k_100k': 0.18963100395925098, '1_10': 0.01792990826812765, '1k_10k': 0.21419629769881754, 'above_100k': 0.069911610616179, 'less_0001': 1.4166264407913392e-07}"
