t,addresses_count
2020-07-29,683595626
2020-07-30,684094316
2020-07-31,684629757
2020-08-01,685088485
2020-08-02,685532519
2020-08-03,686048047
2020-08-04,686562981
2020-08-05,687038385
2020-08-06,687593095
2020-08-07,688106046
2020-08-08,688550601
2020-08-09,688963072
2020-08-10,689452667
2020-08-11,689992808
2020-08-12,690523339
2020-08-13,691022748
2020-08-14,691577276
2020-08-15,692055714
2020-08-16,692471441
2020-08-17,692936901
2020-08-18,693477570
2020-08-19,693985076
2020-08-20,694497771
2020-08-21,694984414
2020-08-22,695449253
2020-08-23,695864910
2020-08-24,696351585
2020-08-25,696838216
2020-08-26,697336995
2020-08-27,697839502
2020-08-28,698357878
2020-08-29,698796057
2020-08-30,699194517
2020-08-31,699665241
2020-09-01,700233230
2020-09-02,700740682
2020-09-03,701230563
2020-09-04,701706969
2020-09-05,702180665
2020-09-06,702579175
2020-09-07,703057645
2020-09-08,703556527
2020-09-09,704041000
2020-09-10,704581259
2020-09-11,705070168
2020-09-12,705510600
2020-09-13,705899271
2020-09-14,706422051
2020-09-15,706939486
2020-09-16,707473716
2020-09-17,708009895
2020-09-18,708506156
2020-09-19,708957720
2020-09-20,709346398
2020-09-21,709804557
2020-09-22,710296832
2020-09-23,710818959
2020-09-24,711311505
2020-09-25,711847825
2020-09-26,712281158
2020-09-27,712674051
2020-09-28,713125209
2020-09-29,713661677
2020-09-30,714195763
2020-10-01,714689106
2020-10-02,715181437
2020-10-03,715648288
2020-10-04,716061504
2020-10-05,716519058
2020-10-06,717016295
2020-10-07,717562057
2020-10-08,718072551
2020-10-09,718587417
2020-10-10,719050707
2020-10-11,719449940
2020-10-12,719923050
2020-10-13,720453808
2020-10-14,720939001
2020-10-15,721472320
2020-10-16,721983086
2020-10-17,722411399
2020-10-18,722784943
2020-10-19,723274751
2020-10-20,723794739
2020-10-21,724285391
2020-10-22,724824721
2020-10-23,725335890
2020-10-24,725814297
2020-10-25,726216550
2020-10-26,726634596
2020-10-27,727068474
2020-10-28,727509737
2020-10-29,727973662
2020-10-30,728413781
2020-10-31,728855463
2020-11-01,729280796
2020-11-02,729662935
2020-11-03,730192007
2020-11-04,730701279
