t,ma128,ma14,ma200,ma25,ma40,ma60,ma9,ma90
2011-07-26,2542666636928846.0,7026975868338497.0,1684384114085474.0,6762563365217604.0,6070455160029161.0,4818147817601546.0,7201321280720115.0,3470327631261526.0
2011-07-27,2596847085106653.5,7066203586124360.0,1720345625762676.2,6816113621306350.0,6157851442662480.0,4908057142380400.0,7262342175053680.0,3546613323395413.5
2011-07-28,2651027533284461.5,7105431303910224.0,1756307137439878.8,6869663877395096.0,6245247725295799.0,4997966467159255.0,7262342175053680.0,3622899015529301.5
2011-07-29,2705207981462270.0,7144659021696088.0,1792268649117081.5,6923214133483844.0,6332644007929119.0,5087875791938112.0,7262342175053680.0,3698358043742795.5
2011-07-30,2759388429640079.0,7183886739481952.0,1828230160794284.8,6976764389572590.0,6420040290562438.0,5177785116716970.0,7262342175053680.0,3773817071956290.0
2011-07-31,2813810967498801.0,7223114457267816.0,1864191672471488.0,6998731911532675.0,6507436573195758.0,5267694441495827.0,7262342175053680.0,3849276100169785.0
2011-08-01,2874873622182188.5,7323051814593483.0,1904402858916477.0,7054696831635048.0,6616081229668009.0,5371769348833971.0,7356779392115596.0,3934178850089470.5
2011-08-02,2935936276865576.5,7383761454133287.0,1944614045361466.5,7110661751737422.0,6724725886140260.0,5475844256172116.0,7451216609177513.0,4019081600009157.0
2011-08-03,2996998931548964.5,7444471093673090.0,1984779485606123.2,7166626671839795.0,6779443170034658.0,5579919163510261.0,7545653826239430.0,4103984349928843.5
2011-08-04,3058061586232352.5,7505180733212894.0,2024944925850779.8,7222591591942170.0,6834160453929056.0,5683994070848406.0,7640091043301347.0,4188887099848530.0
2011-08-05,3119124240915740.0,7565890372752697.0,2065110366095436.2,7278556512044543.0,6888877737823454.0,5778591954990839.0,7734528260363263.0,4273789849768215.5
2011-08-06,3180186895599128.0,7626600012292501.0,2105275806340092.8,7334521432146917.0,6943595021717852.0,5873189839133274.0,7828965477425180.0,4358692599687902.0
2011-08-07,3241249550282516.0,7687309651832304.0,2145441246584749.5,7390486352249290.0,6998312305612250.0,5967787723275708.0,7923402694487096.0,4441316808919440.5
2011-08-08,3302312204965904.0,7748019291372109.0,2185606686829406.0,7446451272351665.0,7053029589506648.0,6062385607418142.0,8017839911549013.0,4523941018150979.0
2011-08-09,3363374859649292.0,7808728930911912.0,2225772127074062.8,7502416192454039.0,7107746873401046.0,6156983491560576.0,8112277128610930.0,4606565227382517.0
2011-08-10,3424437514332680.0,7869438570451715.0,2265937567318719.5,7558381112556413.0,7162464157295445.0,6251581375703010.0,8112277128610930.0,4689189436614056.0
2011-08-11,3485051618084068.5,7930148209991519.0,2306103007563376.0,7614346032658788.0,7217181441189843.0,6346179259845444.0,8112277128610930.0,4771813645845594.0
2011-08-12,3545665721835457.0,7990857849531322.0,2346268447808032.5,7670310952761162.0,7271898725084242.0,6440777143987878.0,8112277128610930.0,4854437855077133.0
2011-08-13,3606279825586845.5,8051567489071126.0,2386433888052689.5,7704308350903452.0,7326616008978640.0,6535375028130313.0,8112277128610930.0,4937062064308671.0
2011-08-14,3666893929338234.0,8112277128610929.0,2426599328297346.0,7738305749045742.0,7381333292873038.0,6607804799111813.0,8112277128610930.0,5019686273540210.0
2011-08-15,3724720133942753.5,8086787764982411.0,2464903746196635.5,7758029103556063.0,7407390090667042.0,6674287051913327.0,8072627007411013.0,5098345470651757.0
2011-08-16,3782546338547273.0,8061298401353893.0,2503208164095925.0,7777752458066383.0,7433446888461045.0,6740769304714841.0,8032976886211095.0,5172867369388154.0
2011-08-17,3840372543151792.0,8035809037725375.0,2541512581995214.5,7797475812576701.0,7459503686255046.0,6807251557516353.0,7993326765011179.0,5247389268124550.0
2011-08-18,3898198747756311.5,8010319674096857.0,2579816999894504.0,7817199167087022.0,7485560484049050.0,6873733810317867.0,7953676643811262.0,5321911166860946.0
2011-08-19,3956024952360831.0,7984830310468339.0,2618121417793793.5,7836922521597343.0,7511617281843053.0,6940216063119380.0,7914026522611346.0,5396433065597343.0
2011-08-20,4013851156965350.5,7959340946839822.0,2656425835693083.0,7856645876107663.0,7537674079637056.0,7006698315920894.0,7874376401411429.0,5470954964333740.0
2011-08-21,4071677361569869.5,7933851583211304.0,2694730253592372.5,7876369230617981.0,7563730877431058.0,7073180568722406.0,7834726280211513.0,5545476863070136.0
2011-08-22,4129503566174389.0,7908362219582786.0,2733034671491662.0,7896092585128302.0,7589787675225061.0,7139662821523920.0,7795076159011596.0,5619998761806533.0
2011-08-23,4187329770778908.5,7882872855954269.0,2771339089390951.5,7915815939638623.0,7615844473019064.0,7170193492606865.0,7755426037811680.0,5694520660542930.0
2011-08-24,4244820365738346.5,7857383492325751.0,2809643507290241.5,7935539294148943.0,7641901270813067.0,7200724163689810.0,7755426037811680.0,5759938919981702.0
2011-08-25,4302310960697784.0,7831894128697233.0,2847947925189530.5,7955262648659263.0,7667958068607069.0,7231254834772754.0,7755426037811680.0,5825357179420473.0
2011-08-26,4359801555657222.0,7806404765068715.0,2886252343088822.5,7940988605027293.0,7694014866401072.0,7261785505855699.0,7755426037811680.0,5890775438859245.0
2011-08-27,4417292150616660.0,7780915401440198.0,2924471173057584.0,7926714561395323.0,7720071664195075.0,7292316176938644.0,7755426037811680.0,5956193698298017.0
2011-08-28,4474782745576098.0,7755426037811680.0,2962690003026347.0,7912440517763354.0,7732398760764026.0,7322846848021589.0,7755426037811680.0,6021611957736789.0
2011-08-29,4532273340535534.0,7755426037811680.0,3000908832995107.0,7898166474131383.0,7744725857332974.0,7353377519104533.0,7755426037811680.0,6087030217175560.0
2011-08-30,4588826882542215.0,7746858696529391.0,3038527949074103.0,7879094719381331.0,7754054384453123.0,7381909143888277.0,7742099062483675.0,6151115779081531.0
2011-08-31,4645380424548901.0,7738291355247102.0,3076147065153102.0,7860022964631279.0,7763382911573272.0,7410440768672021.0,7728772087155669.0,6215201340987502.0
2011-09-01,4701933966555590.0,7729724013964811.0,3113766181232103.0,7840951209881228.0,7772711438693421.0,7438972393455765.0,7715445111827663.0,6279286902893473.0
2011-09-02,4758487508562280.0,7721156672682523.0,3151385297311104.5,7821879455131176.0,7782039965813570.0,7467504018239509.0,7702118136499658.0,6343372464799445.0
2011-09-03,4815041050568969.0,7712589331400233.0,3189004413390105.5,7802807700381123.0,7791368492933718.0,7496035643023253.0,7688791161171652.0,6407458026705415.0
2011-09-04,4871594592575657.0,7704021990117945.0,3226623529469106.0,7783735945631071.0,7800697020053867.0,7511407795253388.0,7675464185843647.0,6465225573147580.0
2011-09-05,4927566886513317.0,7695454648835655.0,3264242645548105.5,7764664190881018.0,7810025547174014.0,7526779947483521.0,7662137210515642.0,6522993119589743.0
2011-09-06,4983539180450977.0,7686887307553367.0,3301637091737608.5,7745592436130966.0,7819354074294163.0,7542152099713655.0,7648810235187636.0,6580760666031906.0
2011-09-07,5039511474388637.0,7678319966271077.0,3339031537927111.0,7726520681380913.0,7828682601414312.0,7557524251943790.0,7635483259859631.0,6638528212474069.0
2011-09-08,5095483768326296.0,7669752624988787.0,3376425984116613.0,7707448926630861.0,7838011128534461.0,7572896404173924.0,7635483259859631.0,6696295758916231.0
2011-09-09,5151456062263955.0,7661185283706498.0,3413820430306115.0,7702651215512778.0,7847339655654608.0,7588268556404058.0,7635483259859631.0,6754063305358393.0
2011-09-10,5207428356201615.0,7652617942424209.0,3451214876495618.0,7697853504394696.0,7835419808935826.0,7603640708634192.0,7635483259859631.0,6811830851800556.0
2011-09-11,5263400650139275.0,7644050601141920.0,3488609322685120.5,7693055793276614.0,7823499962217043.0,7619012860864326.0,7635483259859631.0,6869598398242719.0
2011-09-12,5319372944076934.0,7635483259859631.0,3526003768874622.5,7688258082158533.0,7811580115498261.0,7634385013094461.0,7635483259859631.0,6927365944684881.0
2011-09-13,5374595324588988.0,7628626908539808.0,3562918270471737.5,7679620814301350.0,7797260545817539.0,7648157350016636.0,7624817824473239.0,6969288205481116.0
2011-09-14,5428215606179688.0,7621770557219984.0,3599832772068852.5,7670983546444166.0,7782940976136818.0,7661929686938811.0,7614152389086847.0,7011210466277352.0
2011-09-15,5481835887770388.0,7614914205900160.0,3636336467963986.0,7662346278586982.0,7768621406456096.0,7675702023860986.0,7603486953700454.0,7053132727073587.0
2011-09-16,5535456169361088.0,7608057854580337.0,3672840163859119.5,7653709010729800.0,7754301836775376.0,7689474360783162.0,7592821518314062.0,7095054987869823.0
2011-09-17,5589076450951788.0,7601201503260513.0,3709343859754253.0,7645071742872617.0,7739982267094654.0,7694093563555301.0,7582156082927669.0,7136977248666058.0
2011-09-18,5642696732542488.0,7594345151940689.0,3745847555649386.0,7636434475015433.0,7725662697413933.0,7698712766327441.0,7571490647541276.0,7178899509462293.0
2011-09-19,5696317014133188.0,7587488800620865.0,3782351251544519.5,7627797207158249.0,7711343127733211.0,7703331969099581.0,7560825212154884.0,7220821770258529.0
2011-09-20,5749937295723888.0,7580632449301041.0,3818854947439653.0,7619159939301065.0,7697023558052490.0,7707951171871721.0,7550159776768491.0,7262744031054764.0
2011-09-21,5803557577314589.0,7573776097981217.0,3855358643334787.0,7610522671443881.0,7682703988371770.0,7712570374643861.0,7539494341382098.0,7304666291851001.0
2011-09-22,5857177858905289.0,7566919746661393.0,3891862339229920.5,7601885403586697.0,7668384418691046.0,7717189577416000.0,7539494341382098.0,7322620831501524.0
2011-09-23,5907889102575962.0,7560063395341569.0,3928366035125054.5,7593248135729513.0,7654064849010326.0,7721808780188141.0,7539494341382098.0,7340575371152048.0
2011-09-24,5958600346246635.0,7553207044021745.0,3964869731020189.0,7589408578990412.0,7648666556599587.0,7726427982960282.0,7539494341382098.0,7358529910802573.0
2011-09-25,6009311589917308.0,7546350692701921.0,4000930978685629.0,7585569022251310.0,7643268264188848.0,7731047185732422.0,7539494341382098.0,7376484450453097.0
2011-09-26,6060022833587980.0,7539494341382097.0,4036992226351068.0,7581729465512209.0,7637869971778106.0,7735666388504561.0,7539494341382098.0,7394438990103620.0
2011-09-27,6108516434120919.0,7519218746979960.0,4071634182408358.5,7566535575907910.0,7625375221326618.0,7735554619249536.0,7507954527867662.0,7409239548402701.0
2011-09-28,6157010034653858.0,7498943152577823.0,4106276138465648.5,7551341686303612.0,7612880470875130.0,7735442849994511.0,7476414714353227.0,7424040106701781.0
2011-09-29,6205503635186797.0,7478667558175686.0,4140918094522939.0,7536147796699314.0,7600385720423642.0,7735331080739486.0,7444874900838791.0,7438840665000862.0
2011-09-30,6253997235719736.0,7458391963773549.0,4175560050580229.0,7520953907095016.0,7587890969972154.0,7721053728925173.0,7413335087324356.0,7453641223299942.0
2011-10-01,6296089839871532.0,7438116369371411.0,4210202006637519.5,7505760017490717.0,7575396219520666.0,7706776377110861.0,7381795273809920.0,7468441781599023.0
2011-10-02,6338182444023328.0,7417840774969274.0,4244843962694809.5,7490566127886420.0,7562901469069178.0,7692499025296548.0,7350255460295484.0,7483242339898103.0
2011-10-03,6380275048175125.0,7397565180567137.0,4279485918752100.5,7475372238282124.0,7550406718617693.0,7678221673482238.0,7318715646781049.0,7498042898197185.0
2011-10-04,6422367652326921.0,7377289586165000.0,4314127874809390.5,7460178348677827.0,7537911968166205.0,7663944321667925.0,7287175833266613.0,7504070474793859.0
2011-10-05,6464460256478717.0,7357013991762863.0,4348769830866681.0,7444984459073530.0,7525417217714717.0,7649666969853613.0,7255636019752178.0,7510098051390532.0
2011-10-06,6506552860630513.0,7336738397360726.0,4383411786923971.0,7429790569469233.0,7512922467263229.0,7635389618039300.0,7255636019752178.0,7516125627987206.0
