t,volumes
2019-08-09,"{'BTC.TOP': 22.0696001875256, 'Bixin': 43.5568621488377, 'F2Pool': 83.12584597, 'HuobiPool': 84.5371679286028, 'Poolin': 9.77741831, 'SlushPool': 26.93127927, 'other': 306.219175496179}"
2019-08-10,"{'BTC.TOP': 15.4321143195163, 'Bixin': 10, 'F2Pool': 66.24666318, 'HuobiPool': 57.3393558117798, 'Poolin': 102.24203177, 'SlushPool': 26.30999978, 'other': 10.452039696121599}"
2019-08-11,"{'BTC.TOP': 22.6645689345821, 'F2Pool': 66.94204618, 'HuobiPool': 82.9255600992959, 'Poolin': 2.17509531, 'SlushPool': 14.35511292, 'other': 15.9145076839577}"
2019-08-12,"{'BTC.TOP': 22.9877357766944, 'F2Pool': 64.03269245, 'HuobiPool': 80.8368188762846, 'Poolin': 101.71058022, 'SlushPool': 21.82440138, 'other': 70.70356281900561}"
2019-08-13,"{'BTC.TOP': 14.8443107623383, 'F2Pool': 65.41548847, 'HuobiPool': 55.9391306020663, 'Poolin': 0.71902667, 'SlushPool': 12.01456535, 'other': 22.5218116447869}"
2019-08-14,"{'BTC.TOP': 20.5480054602489, 'F2Pool': 67.58489101, 'HuobiPool': 97.364245716759, 'Poolin': 48.99466424, 'SlushPool': 10.59452781, 'other': 216.16480828800198}"
2019-08-15,"{'BTC.TOP': 18.4182530464982, 'Bixin': 50, 'F2Pool': 68.28286704, 'HuobiPool': 44.0543661881129, 'Poolin': 48.24939753, 'SlushPool': 39.89116886, 'other': 268.25164825121396}"
2019-08-16,"{'BTC.TOP': 21.3611995199656, 'F2Pool': 69.15141132, 'HuobiPool': 19.1896287735907, 'NovaBlock': 25.5118358794383, 'Poolin': 9.68542468, 'SlushPool': 19.98510363, 'other': 47.276196218496196}"
2019-08-17,"{'BTC.TOP': 23.9639402881156, 'Bixin': 9.53426362098586, 'F2Pool': 70.14692637, 'HuobiPool': 80.161151142557, 'NovaBlock': 42.0295934124156, 'Poolin': 2.37067314, 'SlushPool': 21.89263787, 'other': 16.656569964085598}"
2019-08-18,"{'BTC.TOP': 16.026365484175, 'Bixin': 22.1042590563316, 'F2Pool': 68.7221749, 'HuobiPool': 52.5075789519446, 'NovaBlock': 38.2498319168388, 'Poolin': 2.74927533, 'SlushPool': 13.75924776, 'other': 26.359028903712296}"
2019-08-19,"{'BTC.TOP': 11.7687932943898, 'Bixin': 44.4657436505328, 'F2Pool': 69.20987549, 'HuobiPool': 44.4201498274602, 'NovaBlock': 16.4819821996115, 'Poolin': 2.35343476, 'SlushPool': 28.751707, 'other': 52.368345214125796}"
2019-08-20,"{'BTC.TOP': 23.7786615956652, 'Bixin': 1.58406652232012, 'F2Pool': 69.34007376, 'HuobiPool': 91.0187609480738, 'NovaBlock': 16.9605087098835, 'Poolin': 67.58739108, 'SlushPool': 5.98389471, 'other': 1.474028169998627}"
2019-08-21,"{'BTC.TOP': 15.5423390635101, 'F2Pool': 284.572691, 'HuobiPool': 71.5648540932771, 'NovaBlock': 43.1680233726377, 'Poolin': 5.48002249, 'SlushPool': 11.39211612, 'other': 9.54570792274785}"
2019-08-22,"{'BTC.TOP': 15.1091996235997, 'F2Pool': 66.42745796, 'HuobiPool': 29.9059995482264, 'NovaBlock': 24.3077906241255, 'Poolin': 10.97432781, 'SlushPool': 10.82318543, 'other': 58.5831441520121}"
2019-08-23,"{'BTC.TOP': 21.8639190829075, 'F2Pool': 65.00701416, 'HuobiPool': 53.628336914712, 'NovaBlock': 30.9163779652187, 'Poolin': 3.60916393, 'SlushPool': 30.1196356, 'other': 15.089701408749349}"
2019-08-24,"{'BTC.TOP': 16.0924393535941, 'F2Pool': 69.97150851, 'HuobiPool': 58.7728738500726, 'NovaBlock': 24.7052635846982, 'Poolin': 3.81972201, 'SlushPool': 19.45276708, 'other': 23.6999660683554}"
2019-08-25,"{'BTC.TOP': 23.2563761226363, 'F2Pool': 70.2903393, 'HuobiPool': 169.642797138341, 'NovaBlock': 29.3252537472882, 'Poolin': 6.30392657, 'SlushPool': 16.61311432, 'other': 3.65220764595496}"
2019-08-26,"{'1THash&58COIN': 2.02081488405567, 'BTC.TOP': 8.04381176925538, 'Bixin': 11.8149682552025, 'F2Pool': 67.56927159, 'HuobiPool': 81.5969550820653, 'NovaBlock': 15.6248614941591, 'Poolin': 134.08545436, 'SlushPool': 27.93228511, 'other': 74.5711821462031}"
2019-08-27,"{'1THash&58COIN': 2.65771835909125, 'BTC.TOP': 20.0635595362662, 'F2Pool': 67.94091887, 'HuobiPool': 31.5604240886114, 'Poolin': 13.19784789, 'SlushPool': 10.06803357, 'other': 15.571906868171801}"
2019-08-28,"{'1THash&58COIN': 1.89113378204781, 'BTC.TOP': 18.2785745508774, 'F2Pool': 69.84232896, 'HuobiPool': 209.229559645456, 'NovaBlock': 19.0199231300559, 'Poolin': 29.40591328, 'SlushPool': 15.45844086, 'other': 313.41119246838497}"
2019-08-29,"{'1THash&58COIN': 3.57971584856416, 'BTC.TOP': 10.7992253097156, 'Bixin': 10.55526687, 'F2Pool': 73.24284141, 'HuobiPool': 6.87166990333834, 'NovaBlock': 23.785413461237, 'OKExPool': 56.6854923854426, 'Poolin': 502.96638693, 'SlushPool': 25.43111121, 'other': 50.057886146253495}"
2019-08-30,"{'1THash&58COIN': 6.37169731589403, 'BTC.TOP': 14.7478090469262, 'Bixin': 10.3812847159163, 'F2Pool': 74.45760937, 'HuobiPool': 34.2163975881862, 'NovaBlock': 35.7491791968312, 'OKExPool': 12.4506937762625, 'Poolin': 12.91125067, 'SlushPool': 17.45189665, 'other': 49.6502594021344}"
2019-08-31,"{'1THash&58COIN': 1.79238160148439, 'BTC.TOP': 17.5313404075984, 'F2Pool': 75.91505676, 'HuobiPool': 20.887667839162, 'NovaBlock': 39.9228699339021, 'Poolin': 400.66957156, 'SlushPool': 13.58351425, 'other': 37.629873837734124}"
2019-09-01,"{'1THash&58COIN': 3.78342228882142, 'BTC.TOP': 17.1296291460321, 'Bixin': 86.571909507788, 'F2Pool': 126.47735468, 'HuobiPool': 66.6215944, 'NovaBlock': 0.850027258611056, 'Poolin': 2.53997703, 'SlushPool': 16.04505691, 'other': 61.153437470372396}"
2019-09-02,"{'BTC.TOP': 19.4841852361574, 'Bixin': 0.476062269336052, 'F2Pool': 71.73258803, 'HuobiPool': 108.904978248554, 'NovaBlock': 23.838621322584, 'Poolin': 1.23125745, 'SlushPool': 18.98845428, 'other': 55.0818558899321}"
2019-09-03,"{'1THash&58COIN': 2.9281364816618, 'BTC.TOP': 16.4847008173387, 'F2Pool': 73.38765077, 'HuobiPool': 101.260113097783, 'NovaBlock': 25.3737001161456, 'Poolin': 17.11626108, 'SlushPool': 22.22004295, 'other': 80.79855831494201}"
2019-09-04,"{'1THash&58COIN': 4.37680552136283, 'BTC.TOP': 18.3486329490292, 'F2Pool': 79.4819116, 'HuobiPool': 62.2547799706109, 'NovaBlock': 41.8357949083853, 'Poolin': 6.95754295, 'SlushPool': 17.94360325, 'other': 43.22809634300598}"
2019-09-05,"{'1THash&58COIN': 4.51918661371536, 'BTC.TOP': 15.4230705675081, 'F2Pool': 74.34081658, 'HuobiPool': 136.926400524875, 'OKExPool': 25.1878860726873, 'Poolin': 78.87213135, 'SlushPool': 15.06548681, 'other': 50.27749681315768}"
2019-09-06,"{'1THash&58COIN': 3.31527048766616, 'BTC.TOP': 11.8092340412873, 'F2Pool': 75.54473718, 'HuobiPool': 76.0588216165245, 'NovaBlock': 40.417252353608, 'OKExPool': 12.3002424701426, 'Poolin': 27.01418204, 'SlushPool': 15.1400264, 'other': 55.2530616156793}"
2019-09-07,"{'1THash&58COIN': 3.16354062124425, 'BTC.TOP': 22.2437081945707, 'F2Pool': 88.30464116, 'HuobiPool': 85.6610060810361, 'NovaBlock': 55.4219240623709, 'Poolin': 6.496105, 'SlushPool': 22.25732882, 'other': 80.392131312395}"
2019-09-08,"{'1THash&58COIN': 2.50144299437665, 'BTC.TOP': 19.0699716756233, 'F2Pool': 76.39784519, 'HuobiPool': 69.7472837642787, 'NovaBlock': 45.9811584848963, 'Poolin': 0.71530766, 'SlushPool': 21.66730032, 'other': 75.7951665904449}"
2019-09-09,"{'1THash&58COIN': 3.5196147106363, 'BTC.TOP': 19.5034970732733, 'F2Pool': 75.34375492, 'HuobiPool': 37.2601822325176, 'NovaBlock': 26.3997456323713, 'Poolin': 6.16885802, 'SlushPool': 18.90199303, 'other': 44.52224771904629}"
2019-09-10,"{'1THash&58COIN': 1.99783960251161, 'BTC.TOP': 13.8967217378757, 'F2Pool': 79.2843607, 'HuobiPool': 211.252402392858, 'NovaBlock': 18.7557325558752, 'Poolin': 5.52525324, 'SlushPool': 28.99025959, 'other': 86.1665811795202}"
2019-09-11,"{'BTC.TOP': 18.2932632798573, 'F2Pool': 79.28642957, 'HuobiPool': 97.464046553959, 'NovaBlock': 5.87204914794312, 'Poolin': 1.9865079, 'SlushPool': 22.23101236, 'other': 187.85466957023402}"
2019-09-12,"{'1THash&58COIN': 6.40892096131305, 'BTC.TOP': 16.8791151267845, 'F2Pool': 79.64242508, 'HuobiPool': 223.477409191981, 'NovaBlock': 41.0945867512086, 'Poolin': 0.78754522, 'SlushPool': 17.5857278, 'other': 58.046052290336604}"
2019-09-13,"{'1THash&58COIN': 5.79068478455812, 'BTC.TOP': 12.0680308979088, 'F2Pool': 78.93337632, 'HuobiPool': 83.8295926781798, 'NovaBlock': 23.7818202172078, 'Poolin': 0.32886731, 'SlushPool': 8.78381246, 'other': 50.8667831737746}"
2019-09-14,"{'1THash&58COIN': 6.54411846650264, 'BTC.TOP': 16.3924950978874, 'F2Pool': 74.21290657, 'HuobiPool': 109.120804612051, 'NovaBlock': 85.052628224798, 'Poolin': 0.51492322, 'SlushPool': 20.93851421, 'other': 335.382996400803}"
2019-09-15,"{'1THash&58COIN': 1.71843398573612, 'BTC.TOP': 17.1717549461378, 'F2Pool': 85.56536272, 'HuobiPool': 82.91868508915, 'NovaBlock': 14.8332250326804, 'Poolin': 1.88276478, 'SlushPool': 12.99300631, 'other': 86.21497335725638}"
2019-09-16,"{'1THash&58COIN': 5.54692146947372, 'BTC.TOP': 15.4383746202645, 'F2Pool': 71.19316777, 'HuobiPool': 78.7391545323354, 'NovaBlock': 1.77343545553834, 'Poolin': 6.50127136, 'SlushPool': 16.41063704, 'other': 54.3681505300492}"
2019-09-17,"{'1THash&58COIN': 1.82110938307607, 'BTC.TOP': 17.9060685118091, 'F2Pool': 75.83556387, 'HuobiPool': 62.9342593330724, 'Poolin': 2.97059598, 'SlushPool': 22.70867242, 'other': 89.1052505947092}"
2019-09-18,"{'1THash&58COIN': 5.27769828596149, 'BTC.TOP': 9.59282220188459, 'F2Pool': 77.90487614, 'HuobiPool': 35.5426553802913, 'NovaBlock': 24.3940596715632, 'Poolin': 1.6826686, 'SlushPool': 20.30402218, 'other': 128.8021396446172}"
2019-09-19,"{'1THash&58COIN': 5.75790344714486, 'BTC.TOP': 15.0751865666056, 'F2Pool': 77.0385138, 'HuobiPool': 120.27504856527, 'NovaBlock': 36.3728247799103, 'Poolin': 9.25209069, 'SlushPool': 24.00116544, 'other': 68.1927612352252}"
2019-09-20,"{'1THash&58COIN': 4.73505346969212, 'BTC.TOP': 9.9334191355115, 'F2Pool': 78.51463404, 'HuobiPool': 48.6383343442964, 'NovaBlock': 34.2765254438712, 'Poolin': 8.96953271, 'SlushPool': 9.63738497, 'other': 71.1096687818935}"
2019-09-21,"{'1THash&58COIN': 1.4307518193125, 'BTC.TOP': 17.6139118715608, 'F2Pool': 78.3478741, 'HuobiPool': 100.273175499944, 'NovaBlock': 13.14499821219, 'Poolin': 2.72536168, 'SlushPool': 20.98679508, 'other': 96.4193441538136}"
2019-09-22,"{'BTC.TOP': 12.2014633409929, 'F2Pool': 78.05930923, 'HuobiPool': 109.368240469883, 'NovaBlock': 39.6793972869007, 'Poolin': 6.96031973, 'SlushPool': 17.31236233, 'other': 118.68154330632701}"
2019-09-23,"{'1THash&58COIN': 2.10704343069373, 'BTC.TOP': 12.155463766441, 'F2Pool': 78.13173599, 'HuobiPool': 34.9040360086742, 'Poolin': 1.34984794, 'SlushPool': 7.93103396, 'other': 77.43108059795152}"
2019-09-24,"{'BTC.TOP': 12.028416601222, 'F2Pool': 78.86889116, 'HuobiPool': 91.2734610065228, 'NovaBlock': 29.8935272408649, 'Poolin': 2.28381328, 'SlushPool': 4.5225104, 'other': 344.175763188415}"
2019-09-25,"{'1THash&58COIN': 1.79245253068017, 'BTC.TOP': 18.6509339036588, 'F2Pool': 78.37160398, 'HuobiPool': 41.9851767532882, 'NovaBlock': 30.5982574465688, 'Poolin': 4.28267605, 'SlushPool': 21.01366901, 'other': 134.2073813151917}"
2019-09-26,"{'BTC.TOP': 15.0325801429757, 'F2Pool': 79.64149605, 'HuobiPool': 59.1070933541773, 'NovaBlock': 40.5990055177855, 'Poolin': 2.00672329, 'SlushPool': 13.04628673, 'other': 85.64031528162131}"
2019-09-27,"{'1THash&58COIN': 1.75386829178979, 'BTC.TOP': 13.9858319543955, 'F2Pool': 70.94702103, 'HuobiPool': 16.8401442726544, 'NovaBlock': 58.6564183186319, 'Poolin': 4.15276695, 'SlushPool': 7.42920776, 'other': 77.31319859266762}"
2019-09-28,"{'1THash&58COIN': 9.30434004648237, 'BTC.TOP': 11.0475624809517, 'F2Pool': 68.90821333, 'HuobiPool': 88.3940031418194, 'NovaBlock': 29.2491005305692, 'Poolin': 21.65335919, 'SlushPool': 8.86163262, 'other': 74.7350765014282}"
2019-09-29,"{'1THash&58COIN': 1.73595781847022, 'BTC.TOP': 8.65597637966301, 'F2Pool': 77.70199107, 'HuobiPool': 68.6495548040901, 'NovaBlock': 7.52225522401777, 'Poolin': 11.74756903, 'SlushPool': 19.50440236, 'other': 71.4853067053082}"
2019-09-30,"{'BTC.TOP': 21.822059063747, 'F2Pool': 76.33232362, 'HuobiPool': 49.8499774431725, 'NovaBlock': 7.7905902296096, 'Poolin': 1.41810543, 'SlushPool': 7.6799652, 'other': 42.81644958992189}"
2019-10-01,"{'1THash&58COIN': 8.62387987833845, 'BTC.TOP': 10.4336163656829, 'F2Pool': 80.12917167, 'HuobiPool': 59.2865051917943, 'NovaBlock': 12.4825472748302, 'Poolin': 502.1531587, 'SlushPool': 14.32413864, 'other': 145.017999026865}"
2019-10-02,"{'1THash&58COIN': 3.53848442100824, 'BTC.TOP': 12.5232237312099, 'F2Pool': 76.67854783, 'HuobiPool': 78.0923437604901, 'NovaBlock': 12.5680049817829, 'Poolin': 1.29610892, 'SlushPool': 13.17519172, 'other': 146.48137509415602}"
2019-10-03,"{'1THash&58COIN': 1.79797282425038, 'BTC.TOP': 11.5201959858629, 'F2Pool': 86.61331014, 'HuobiPool': 90.5848027398145, 'Poolin': 1.17018209, 'SlushPool': 16.31746321, 'other': 127.3548482359796}"
2019-10-04,"{'1THash&58COIN': 8.18768814779092, 'BTC.TOP': 38.8511215020844, 'F2Pool': 78.87547209, 'HuobiPool': 16.3174200411843, 'Poolin': 2.66800567, 'SlushPool': 10.43478945, 'other': 154.255933564835}"
2019-10-05,"{'1THash&58COIN': 3.35099003354876, 'BTC.TOP': 9.40587673195501, 'F2Pool': 78.86171969, 'HuobiPool': 99.25039200738, 'NovaBlock': 3.81072895341055, 'Poolin': 3.65734369, 'SlushPool': 22.43947711, 'other': 139.988866081487}"
2019-10-06,"{'BTC.TOP': 19.5012920083583, 'F2Pool': 81.70092735, 'HuobiPool': 96.4100587272166, 'NovaBlock': 1.88311081478965, 'Poolin': 4.55321218, 'SlushPool': 24.55932133, 'other': 133.1804448927175}"
2019-10-07,"{'1THash&58COIN': 4.94390159276984, 'BTC.TOP': 14.2344509594258, 'F2Pool': 80.29199552, 'HuobiPool': 87.0227276628845, 'NovaBlock': 13.2381506114293, 'Poolin': 7.17463147, 'SlushPool': 5.72742173, 'other': 130.3082238297832}"
2019-10-08,"{'1THash&58COIN': 5.151967686805, 'BTC.TOP': 13.832628413636, 'F2Pool': 80.18033581, 'HuobiPool': 68.4688811226847, 'NovaBlock': 24.2489857880687, 'Poolin': 1.56167247, 'SlushPool': 8.14246569, 'other': 134.0343922384306}"
2019-10-09,"{'1THash&58COIN': 2.69827254254122, 'BTC.TOP': 20.9992711900276, 'F2Pool': 80.84639453, 'HuobiPool': 37.1922643265501, 'NovaBlock': 25.6853626314998, 'Poolin': 11.44236543, 'SlushPool': 26.6352437, 'other': 148.43576509181997}"
2019-10-10,"{'1THash&58COIN': 9.93273707330687, 'BTC.TOP': 13.8640883204227, 'F2Pool': 79.77225129, 'HuobiPool': 69.0709927791277, 'NovaBlock': 26.4056401236441, 'Poolin': 8.23994165, 'SlushPool': 11.58900432, 'other': 271.233340986632}"
2019-10-11,"{'1THash&58COIN': 9.62109325380602, 'BTC.TOP': 13.2583658842454, 'F2Pool': 87.36381447, 'HuobiPool': 86.1015688576346, 'NovaBlock': 28.9837392427573, 'Poolin': 10.73343932, 'SlushPool': 11.74346355, 'other': 162.932106850815}"
2019-10-12,"{'1THash&58COIN': 10.2248843532376, 'BTC.TOP': 9.50055297395412, 'F2Pool': 73.86008285, 'HuobiPool': 44.6491342706955, 'NovaBlock': 12.5589659860094, 'Poolin': 2.56133732, 'SlushPool': 11.76213134, 'other': 416.468416736508}"
2019-10-13,"{'1THash&58COIN': 6.04813897189401, 'BTC.TOP': 13.7914610668344, 'F2Pool': 73.49883292, 'HuobiPool': 60.5613880484668, 'NovaBlock': 38.9556097897758, 'Poolin': 4.81216876, 'SlushPool': 14.00567484, 'other': 75.6157663927919}"
2019-10-14,"{'1THash&58COIN': 4.97833688594497, 'BTC.TOP': 16.7763978104746, 'F2Pool': 75.365622, 'HuobiPool': 41.5543321670859, 'NovaBlock': 28.5614314824386, 'Poolin': 3.23444576, 'SlushPool': 6.15691706, 'other': 393.57177952959}"
2019-10-15,"{'1THash&58COIN': 3.77842646004622, 'BTC.TOP': 18.9257894580821, 'F2Pool': 77.92415916, 'HuobiPool': 44.0346247945671, 'NovaBlock': 3.13229319856157, 'Poolin': 17.89815711, 'SlushPool': 19.53448699, 'other': 17.7594923207623}"
2019-10-16,"{'1THash&58COIN': 7.10457805771879, 'BTC.TOP': 16.4667794304647, 'F2Pool': 80.03879717, 'HuobiPool': 52.4477817667164, 'NovaBlock': 4.84784675204766, 'Poolin': 10.40169884, 'SlushPool': 21.34528887, 'other': 145.708073781079}"
2019-10-17,"{'1THash&58COIN': 2.02758773443495, 'BTC.TOP': 18.2265277840122, 'F2Pool': 77.05139248, 'HuobiPool': 83.3786883852522, 'NovaBlock': 11.5492953533238, 'Poolin': 78.84347409, 'SlushPool': 28.63775869, 'other': 252.627408706199}"
2019-10-18,"{'1THash&58COIN': 8.7391114682946, 'BTC.TOP': 15.1408892873174, 'F2Pool': 75.88162613, 'HuobiPool': 74.712094568569, 'NovaBlock': 26.379011901448, 'Poolin': 0.10508879, 'SlushPool': 21.27010207, 'other': 226.398127754843}"
2019-10-19,"{'1THash&58COIN': 9.96907434487605, 'BTC.TOP': 9.13670708561725, 'F2Pool': 74.16274284, 'HuobiPool': 67.0154051241465, 'NovaBlock': 10.1128338830029, 'Poolin': 1.48435769, 'SlushPool': 5.01338062, 'other': 130.648216179493}"
2019-10-20,"{'1THash&58COIN': 5.96299291533322, 'BTC.TOP': 7.79400362790931, 'F2Pool': 74.76045699, 'HuobiPool': 89.0424793754204, 'NovaBlock': 4.16353856196299, 'Poolin': 0.73056183, 'SlushPool': 19.48361798, 'other': 116.2357291073554}"
2019-10-21,"{'1THash&58COIN': 10.0458836677748, 'BTC.TOP': 11.8364460040052, 'F2Pool': 75.45787326, 'HuobiPool': 73.7328934770072, 'NovaBlock': 60.6605380106863, 'Poolin': 404.72912994, 'SlushPool': 9.61355031, 'other': 130.46908025847762}"
2019-10-22,"{'1THash&58COIN': 5.57990138532204, 'BTC.TOP': 14.3936467782581, 'F2Pool': 73.47046781, 'HuobiPool': 75.1191135960839, 'NovaBlock': 24.3658380341072, 'Poolin': 23.09467063, 'SlushPool': 14.08191714, 'other': 158.766870763328}"
2019-10-23,"{'1THash&58COIN': 9.63906594861908, 'BTC.TOP': 12.4432851319277, 'F2Pool': 73.09703028, 'HuobiPool': 4.40796558603826, 'NovaBlock': 16.0079590641059, 'Poolin': 1.04030221, 'SlushPool': 16.22000487, 'other': 169.63653104743}"
2019-10-24,"{'1THash&58COIN': 8.55612247275199, 'BTC.TOP': 3.92843509574775, 'F2Pool': 74.88278468, 'NovaBlock': 4.76700633398868, 'Poolin': 0.27946094, 'SlushPool': 9.96943796, 'other': 105.90447155869211}"
2019-10-25,"{'1THash&58COIN': 11.5150562834311, 'BTC.TOP': 10.2746501114853, 'F2Pool': 270.64988109, 'NovaBlock': 12.8017361727038, 'Poolin': 4.55167403, 'SlushPool': 7.06046886, 'other': 136.7503217487536}"
2019-10-26,"{'1THash&58COIN': 9.02382107123149, 'BTC.TOP': 10.7547517459455, 'F2Pool': 69.22283529, 'Poolin': 46.81816266, 'SlushPool': 5.30931782, 'other': 128.150197509648}"
2019-10-27,"{'1THash&58COIN': 4.36729666997851, 'BTC.TOP': 14.8074570755669, 'F2Pool': 64.16244933, 'NovaBlock': 12.3879986140467, 'Poolin': 1.54601566, 'SlushPool': 23.95986549, 'other': 120.378902117999}"
2019-10-28,"{'1THash&58COIN': 3.37776407387511, 'BTC.TOP': 1.74288876, 'F2Pool': 1067.13341673, 'NovaBlock': 21.2329874546059, 'Poolin': 24.37752029, 'SlushPool': 25.29496707, 'other': 136.93342156916398}"
2019-10-29,"{'1THash&58COIN': 3.97898378547603, 'BTC.TOP': 9.75745443611456, 'F2Pool': 73.11520327, 'NovaBlock': 22.9862769820493, 'Poolin': 3.92952733, 'SlushPool': 13.59519451, 'other': 126.60142948492191}"
2019-10-30,"{'1THash&58COIN': 4.85405434602525, 'BTC.TOP': 11.0902885945854, 'F2Pool': 64.51796876, 'NovaBlock': 24.6855915139332, 'Poolin': 3.30939957, 'SlushPool': 8.64257673, 'other': 133.87889390420372}"
2019-10-31,"{'1THash&58COIN': 6.83260996922499, 'BTC.TOP': 8.60856587360027, 'F2Pool': 65.32199145, 'NovaBlock': 11.8616576005749, 'Poolin': 6.34773536, 'SlushPool': 7.64623452, 'other': 125.7991760872258}"
2019-11-01,"{'1THash&58COIN': 2.19903785155231, 'BTC.TOP': 10.7181603526695, 'F2Pool': 83.74416683, 'NovaBlock': 4.66278747223812, 'Poolin': 7.82699066, 'SlushPool': 4.48299015, 'other': 232.99919500896598}"
2019-11-02,"{'1THash&58COIN': 5.62320614457482, 'BTC.TOP': 13.0439388017482, 'F2Pool': 67.57761737, 'NovaBlock': 12.4354505167232, 'Poolin': 1.20328465, 'SlushPool': 14.92416691, 'other': 119.0463153239841}"
2019-11-03,"{'1THash&58COIN': 9.7809050361921, 'BTC.TOP': 6.64045948616736, 'F2Pool': 71.35712872, 'NovaBlock': 36.5349097375562, 'Poolin': 6.02798987, 'SlushPool': 5.37639837, 'other': 145.78210204241302}"
2019-11-04,"{'1THash&58COIN': 15.4551452465715, 'BTC.TOP': 7.26071801339139, 'F2Pool': 68.92518021, 'NovaBlock': 6.75710799009427, 'Poolin': 19.12278707, 'SlushPool': 16.27682304, 'other': 123.46944062036292}"
2019-11-05,"{'1THash&58COIN': 6.36923345323433, 'BTC.TOP': 7.45692589588401, 'F2Pool': 69.78565687, 'NovaBlock': 27.2693997659155, 'Poolin': 89.00883523, 'SlushPool': 4.38907893, 'other': 169.266626159907}"
2019-11-06,"{'1THash&58COIN': 11.7374474509858, 'BTC.TOP': 1.06205301, 'F2Pool': 68.38795997, 'NovaBlock': 12.4985576706566, 'Poolin': 119.56689112, 'SlushPool': 4.57503458, 'other': 172.29823941426102}"
2019-11-07,"{'1THash&58COIN': 9.48784233525326, 'BTC.TOP': 8.17362998860415, 'F2Pool': 68.38164513, 'NovaBlock': 17.258217047838, 'Poolin': 30.63498491, 'SlushPool': 10.59994661, 'other': 127.58470168976142}"
2019-11-08,"{'1THash&58COIN': 10.8784555559716, 'BTC.TOP': 5.46609421009403, 'F2Pool': 79.24010024, 'NovaBlock': 28.7074333854154, 'Poolin': 41.68871765, 'SlushPool': 12.1544739, 'other': 174.11342330124398}"
2019-11-09,"{'1THash&58COIN': 10.0487637656568, 'BTC.TOP': 7.95176846464076, 'F2Pool': 79.00750165, 'HuobiPool': 36.48380445, 'NovaBlock': 24.4817995128099, 'Poolin': 47.35478839, 'SlushPool': 9.62632812, 'other': 143.10386093733902}"
2019-11-10,"{'1THash&58COIN': 4.61003708122379, 'BTC.TOP': 7.29818142794231, 'F2Pool': 93.01762622, 'NovaBlock': 11.6144361930315, 'Poolin': 3.75531287, 'SlushPool': 6.73170014, 'other': 140.7476667999692}"
2019-11-11,"{'1THash&58COIN': 1.98756909953649, 'BTC.TOP': 17.1680369506599, 'F2Pool': 72.83295073, 'Poolin': 8.11585324, 'SlushPool': 10.51273188, 'other': 142.489459091844}"
2019-11-12,"{'1THash&58COIN': 79.5800859319953, 'BTC.TOP': 14.3834413158471, 'F2Pool': 73.54443855, 'NovaBlock': 8.37439759222539, 'Poolin': 20.80517639, 'SlushPool': 21.19369172, 'other': 168.485920256654}"
2019-11-13,"{'1THash&58COIN': 12.4165865216937, 'BTC.TOP': 8.21719344211547, 'F2Pool': 73.31200747, 'NovaBlock': 12.8962996626178, 'Poolin': 36.7883592, 'SlushPool': 16.32281521, 'other': 133.00241300719208}"
2019-11-14,"{'1THash&58COIN': 11.0817928598155, 'BTC.TOP': 12.2831612756083, 'F2Pool': 74.40634151, 'HuobiPool': 0.014371965878809, 'NovaBlock': 24.211976166455, 'Poolin': 12.47116896, 'SlushPool': 6.98772114, 'other': 141.6159223808991}"
2019-11-15,"{'1THash&58COIN': 10.3895546515496, 'BTC.TOP': 9.45507341404312, 'F2Pool': 72.22611351, 'NovaBlock': 28.1397639924469, 'OKExPool': 59.3104812824314, 'Poolin': 22.08719255, 'SlushPool': 25.73954313, 'other': 109.22779574645759}"
