t,transactions_entity_adjusted_count
2013-11-28,79613
2013-11-29,73205
2013-11-30,60322
2013-12-01,57613
2013-12-02,62272
2013-12-03,62271
2013-12-04,63731
2013-12-05,67285
2013-12-06,57084
2013-12-07,54650
2013-12-08,38393
2013-12-09,52705
2013-12-10,52804
2013-12-11,52909
2013-12-12,45789
2013-12-13,46953
2013-12-14,41782
2013-12-15,41599
2013-12-16,52363
2013-12-17,51046
2013-12-18,62309
2013-12-19,51977
2013-12-20,48180
2013-12-21,39629
2013-12-22,36623
2013-12-23,39553
2013-12-24,39739
2013-12-25,39562
2013-12-26,39214
2013-12-27,39904
2013-12-28,35195
2013-12-29,37430
2013-12-30,42336
2013-12-31,36231
2014-01-01,31188
2014-01-02,44681
2014-01-03,47533
2014-01-04,41212
2014-01-05,43059
2014-01-06,52846
2014-01-07,48598
2014-01-08,46212
2014-01-09,44512
2014-01-10,40760
2014-01-11,40841
2014-01-12,36539
2014-01-13,41521
2014-01-14,44925
2014-01-15,46771
2014-01-16,42934
2014-01-17,44947
2014-01-18,38723
2014-01-19,36371
2014-01-20,46392
2014-01-21,52712
2014-01-22,49805
2014-01-23,48756
2014-01-24,50176
2014-01-25,42110
2014-01-26,42842
2014-01-27,50490
2014-01-28,53791
2014-01-29,48835
2014-01-30,48255
2014-01-31,47504
2014-02-01,41825
2014-02-02,39812
2014-02-03,44550
2014-02-04,54482
2014-02-05,53298
2014-02-06,53486
2014-02-07,54575
2014-02-08,47715
2014-02-09,43756
2014-02-10,52025
2014-02-11,52409
2014-02-12,49152
2014-02-13,52507
2014-02-14,55838
2014-02-15,46497
2014-02-16,42538
2014-02-17,46851
2014-02-18,49401
2014-02-19,52318
2014-02-20,55654
2014-02-21,52943
2014-02-22,45091
2014-02-23,46193
2014-02-24,56978
2014-02-25,61600
2014-02-26,58792
2014-02-27,55187
2014-02-28,54581
2014-03-01,50631
2014-03-02,44254
2014-03-03,66017
2014-03-04,67749
2014-03-05,55501
2014-03-06,54861
2014-03-07,55284
2014-03-08,51323
2014-03-09,49158
2014-03-10,54701
2014-03-11,57495
2014-03-12,58686
2014-03-13,58745
2014-03-14,57955
2014-03-15,48672
2014-03-16,45730
2014-03-17,52965
2014-03-18,44899
2014-03-19,57778
2014-03-20,56120
2014-03-21,55116
2014-03-22,51677
2014-03-23,42291
2014-03-24,53195
2014-03-25,53525
2014-03-26,50923
2014-03-27,54242
2014-03-28,51714
2014-03-29,39704
2014-03-30,43115
2014-03-31,48467
2014-04-01,50294
2014-04-02,50201
2014-04-03,50402
2014-04-04,47008
2014-04-05,40752
2014-04-06,37932
2014-04-07,48520
2014-04-08,51175
2014-04-09,49512
2014-04-10,52692
2014-04-11,49211
2014-04-12,36510
2014-04-13,36747
2014-04-14,50479
2014-04-15,55501
2014-04-16,54507
2014-04-17,48725
2014-04-18,45481
2014-04-19,41577
2014-04-20,37745
2014-04-21,41803
2014-04-22,56416
2014-04-23,47850
2014-04-24,52055
2014-04-25,53145
2014-04-26,40722
2014-04-27,36713
2014-04-28,47724
2014-04-29,45345
2014-04-30,47267
2014-05-01,44259
2014-05-02,42658
2014-05-03,39550
2014-05-04,37060
2014-05-05,48270
2014-05-06,54175
2014-05-07,51937
2014-05-08,50750
2014-05-09,48117
2014-05-10,40460
2014-05-11,38192
2014-05-12,52398
2014-05-13,49051
2014-05-14,49603
2014-05-15,53655
2014-05-16,48043
2014-05-17,39502
2014-05-18,37150
2014-05-19,48024
2014-05-20,53839
2014-05-21,50601
2014-05-22,53517
2014-05-23,53985
2014-05-24,40290
2014-05-25,42757
2014-05-26,49787
2014-05-27,52786
2014-05-28,53334
2014-05-29,49288
2014-05-30,50274
2014-05-31,41081
2014-06-01,43271
2014-06-02,50465
2014-06-03,54545
2014-06-04,52433
2014-06-05,51869
2014-06-06,48512
2014-06-07,40777
2014-06-08,38471
2014-06-09,46353
2014-06-10,48749
2014-06-11,50135
2014-06-12,50203
2014-06-13,49955
2014-06-14,39138
2014-06-15,37682
2014-06-16,48100
2014-06-17,52235
2014-06-18,48554
2014-06-19,46345
2014-06-20,43670
2014-06-21,39953
2014-06-22,38555
2014-06-23,47673
2014-06-24,48968
2014-06-25,46904
2014-06-26,45572
2014-06-27,47152
2014-06-28,39910
2014-06-29,36023
2014-06-30,54131
2014-07-01,53276
2014-07-02,52573
2014-07-03,49782
2014-07-04,44742
2014-07-05,39056
2014-07-06,40917
2014-07-07,51596
2014-07-08,55561
2014-07-09,52419
2014-07-10,48321
2014-07-11,46349
2014-07-12,40970
2014-07-13,37919
2014-07-14,47711
2014-07-15,52618
2014-07-16,49673
2014-07-17,49597
2014-07-18,48303
2014-07-19,45448
2014-07-20,39656
2014-07-21,49093
2014-07-22,51704
2014-07-23,51178
2014-07-24,51886
2014-07-25,47305
2014-07-26,40801
2014-07-27,39490
2014-07-28,50105
2014-07-29,46259
2014-07-30,49891
2014-07-31,51052
2014-08-01,50319
2014-08-02,41509
2014-08-03,41158
2014-08-04,52632
2014-08-05,57545
2014-08-06,58199
2014-08-07,52491
2014-08-08,50797
2014-08-09,44606
2014-08-10,42504
2014-08-11,55537
2014-08-12,56626
2014-08-13,57372
2014-08-14,58650
2014-08-15,56519
2014-08-16,52493
2014-08-17,45885
2014-08-18,54567
2014-08-19,56094
2014-08-20,56165
2014-08-21,56464
2014-08-22,52258
2014-08-23,45222
2014-08-24,44040
2014-08-25,53755
2014-08-26,55816
2014-08-27,54939
2014-08-28,50938
2014-08-29,52041
2014-08-30,46528
2014-08-31,43827
2014-09-01,52555
2014-09-02,55328
2014-09-03,54152
2014-09-04,54839
2014-09-05,52785
2014-09-06,46605
2014-09-07,45419
2014-09-08,57918
2014-09-09,61575
2014-09-10,54750
2014-09-11,50282
2014-09-12,54097
2014-09-13,48389
2014-09-14,50401
2014-09-15,59649
2014-09-16,67751
2014-09-17,60360
2014-09-18,59312
2014-09-19,54339
2014-09-20,49362
2014-09-21,45413
2014-09-22,56010
2014-09-23,58710
2014-09-24,56776
2014-09-25,59223
2014-09-26,56354
2014-09-27,47331
2014-09-28,47605
2014-09-29,60525
2014-09-30,60539
2014-10-01,59437
2014-10-02,56275
2014-10-03,55713
2014-10-04,49188
2014-10-05,52006
2014-10-06,59303
2014-10-07,61496
2014-10-08,59384
2014-10-09,63326
2014-10-10,58394
2014-10-11,51450
2014-10-12,49963
2014-10-13,58476
2014-10-14,61371
2014-10-15,58541
2014-10-16,57614
2014-10-17,54775
2014-10-18,49792
2014-10-19,47526
2014-10-20,61700
2014-10-21,60989
2014-10-22,56873
2014-10-23,57792
2014-10-24,58184
2014-10-25,55583
2014-10-26,56207
2014-10-27,63510
2014-10-28,65078
2014-10-29,66002
2014-10-30,64807
2014-10-31,63048
2014-11-01,51962
2014-11-02,56047
2014-11-03,62208
2014-11-04,60695
2014-11-05,66326
2014-11-06,65720
2014-11-07,60542
2014-11-08,52128
2014-11-09,52494
2014-11-10,65792
2014-11-11,64416
2014-11-12,71967
2014-11-13,69544
2014-11-14,62329
2014-11-15,55760
2014-11-16,57615
2014-11-17,65552
2014-11-18,64567
2014-11-19,64677
2014-11-20,65731
2014-11-21,62713
2014-11-22,55640
2014-11-23,57495
2014-11-24,61844
2014-11-25,66890
2014-11-26,65647
2014-11-27,62991
2014-11-28,67005
2014-11-29,60670
2014-11-30,61848
2014-12-01,76152
2014-12-02,76461
2014-12-03,75137
2014-12-04,69920
2014-12-05,68061
2014-12-06,61352
2014-12-07,60000
2014-12-08,68968
2014-12-09,70879
2014-12-10,69285
2014-12-11,64828
2014-12-12,62931
2014-12-13,59848
2014-12-14,62743
2014-12-15,70628
2014-12-16,76152
2014-12-17,73899
2014-12-18,75273
2014-12-19,72719
2014-12-20,64608
2014-12-21,58835
2014-12-22,71626
2014-12-23,69307
2014-12-24,60013
2014-12-25,50043
2014-12-26,57224
2014-12-27,56384
2014-12-28,55152
2014-12-29,63514
2014-12-30,64605
2014-12-31,57663
2015-01-01,44491
2015-01-02,59651
2015-01-03,63187
2015-01-04,63959
2015-01-05,66955
2015-01-06,66433
2015-01-07,67516
2015-01-08,78149
2015-01-09,76177
2015-01-10,78101
2015-01-11,67059
2015-01-12,75797
2015-01-13,79576
2015-01-14,77401
2015-01-15,87603
2015-01-16,78800
2015-01-17,65566
2015-01-18,63914
2015-01-19,70329
2015-01-20,73371
2015-01-21,73091
2015-01-22,70075
2015-01-23,70069
2015-01-24,60176
2015-01-25,65582
2015-01-26,81618
2015-01-27,74824
2015-01-28,67671
2015-01-29,71188
2015-01-30,64751
2015-01-31,69512
2015-02-01,64731
2015-02-02,68398
2015-02-03,74288
2015-02-04,70108
2015-02-05,67836
2015-02-06,66953
2015-02-07,61324
2015-02-08,61878
2015-02-09,71996
2015-02-10,70563
2015-02-11,69164
2015-02-12,69046
2015-02-13,82120
2015-02-14,70842
2015-02-15,67879
2015-02-16,73411
2015-02-17,78111
2015-02-18,78711
2015-02-19,68127
2015-02-20,73219
2015-02-21,65942
2015-02-22,64541
2015-02-23,77613
2015-02-24,80233
2015-02-25,76865
2015-02-26,73571
2015-02-27,75319
2015-02-28,68151
2015-03-01,68180
2015-03-02,78032
2015-03-03,82614
2015-03-04,75462
2015-03-05,78196
2015-03-06,72506
2015-03-07,70624
2015-03-08,66581
2015-03-09,78370
2015-03-10,78782
2015-03-11,76849
2015-03-12,75625
2015-03-13,71988
2015-03-14,66611
2015-03-15,62935
2015-03-16,81133
2015-03-17,75519
2015-03-18,73868
2015-03-19,75945
2015-03-20,75337
2015-03-21,67953
2015-03-22,68367
2015-03-23,77755
2015-03-24,70674
2015-03-25,74678
2015-03-26,76088
2015-03-27,75294
2015-03-28,66825
2015-03-29,67795
2015-03-30,81657
2015-03-31,87956
2015-04-01,91175
2015-04-02,85128
2015-04-03,79957
2015-04-04,69227
2015-04-05,68784
2015-04-06,81467
2015-04-07,84168
2015-04-08,84454
2015-04-09,85957
2015-04-10,86990
2015-04-11,78971
2015-04-12,71033
2015-04-13,87007
2015-04-14,81295
2015-04-15,80875
2015-04-16,76817
2015-04-17,77906
2015-04-18,72201
2015-04-19,68802
2015-04-20,84005
2015-04-21,85840
2015-04-22,85222
2015-04-23,83438
2015-04-24,83175
2015-04-25,72477
2015-04-26,71201
2015-04-27,86773
2015-04-28,85484
2015-04-29,87853
2015-04-30,85907
2015-05-01,75242
2015-05-02,71210
2015-05-03,65464
2015-05-04,84735
2015-05-05,88881
2015-05-06,85050
2015-05-07,85076
2015-05-08,84350
2015-05-09,73149
2015-05-10,70743
2015-05-11,85263
2015-05-12,85659
2015-05-13,81761
2015-05-14,77630
2015-05-15,79104
2015-05-16,69281
2015-05-17,63525
2015-05-18,77337
2015-05-19,84227
2015-05-20,79736
2015-05-21,76671
2015-05-22,77145
2015-05-23,68555
2015-05-24,69504
2015-05-25,79044
2015-05-26,82065
2015-05-27,82618
2015-05-28,83289
2015-05-29,91955
2015-05-30,92213
2015-05-31,76620
2015-06-01,100775
2015-06-02,98693
2015-06-03,94390
2015-06-04,93456
2015-06-05,83479
2015-06-06,72141
2015-06-07,66188
2015-06-08,85572
2015-06-09,97523
2015-06-10,100675
2015-06-11,94674
2015-06-12,94074
2015-06-13,78258
2015-06-14,74896
2015-06-15,95323
2015-06-16,93529
2015-06-17,96477
2015-06-18,89549
2015-06-19,91516
2015-06-20,74331
2015-06-21,71620
2015-06-22,95919
2015-06-23,94158
2015-06-24,86648
2015-06-25,83697
2015-06-26,85008
2015-06-27,76969
2015-06-28,75898
2015-06-29,94231
2015-06-30,129277
2015-07-01,109513
2015-07-02,109809
2015-07-03,93684
2015-07-04,77968
2015-07-05,92897
2015-07-06,141946
2015-07-07,171545
2015-07-08,183977
2015-07-09,137922
2015-07-10,124601
2015-07-11,115050
2015-07-12,109116
2015-07-13,102229
2015-07-14,95433
2015-07-15,86143
2015-07-16,85375
2015-07-17,81138
2015-07-18,92192
2015-07-19,76564
2015-07-20,93615
2015-07-21,101320
2015-07-22,98782
2015-07-23,86012
2015-07-24,82608
2015-07-25,75776
2015-07-26,73849
2015-07-27,91740
2015-07-28,96117
2015-07-29,119803
2015-07-30,103604
2015-07-31,115750
2015-08-01,103203
2015-08-02,76573
2015-08-03,91228
2015-08-04,110696
2015-08-05,112521
2015-08-06,113669
2015-08-07,91089
2015-08-08,79826
2015-08-09,71384
2015-08-10,89572
2015-08-11,87009
2015-08-12,93172
2015-08-13,91544
2015-08-14,88628
2015-08-15,78075
2015-08-16,74759
2015-08-17,91442
2015-08-18,95459
2015-08-19,95132
2015-08-20,94756
2015-08-21,89051
2015-08-22,82219
2015-08-23,76786
2015-08-24,97806
2015-08-25,96481
2015-08-26,96888
2015-08-27,93659
2015-08-28,93733
2015-08-29,86482
2015-08-30,77243
2015-08-31,100668
2015-09-01,99702
2015-09-02,131338
2015-09-03,103813
2015-09-04,83909
2015-09-05,98626
2015-09-06,84663
2015-09-07,96671
2015-09-08,101368
2015-09-09,101653
2015-09-10,100258
2015-09-11,114281
2015-09-12,100926
2015-09-13,88264
2015-09-14,103032
2015-09-15,105686
2015-09-16,108612
2015-09-17,119143
2015-09-18,107142
2015-09-19,93354
2015-09-20,87213
2015-09-21,102410
2015-09-22,105065
2015-09-23,100196
2015-09-24,96902
2015-09-25,98686
2015-09-26,89893
2015-09-27,85052
2015-09-28,106485
2015-09-29,108233
2015-09-30,109638
2015-10-01,107617
2015-10-02,109112
2015-10-03,97939
2015-10-04,86725
2015-10-05,104155
2015-10-06,117006
2015-10-07,109455
2015-10-08,113994
2015-10-09,98885
2015-10-10,108049
2015-10-11,87346
2015-10-12,110814
2015-10-13,109778
2015-10-14,111847
2015-10-15,117879
2015-10-16,115030
2015-10-17,111537
2015-10-18,97299
2015-10-19,115208
2015-10-20,121410
2015-10-21,118197
2015-10-22,115546
2015-10-23,113486
2015-10-24,115820
2015-10-25,104838
2015-10-26,93989
2015-10-27,121564
2015-10-28,130278
2015-10-29,129076
2015-10-30,127355
2015-10-31,125779
2015-11-01,120613
2015-11-02,130731
2015-11-03,146501
2015-11-04,159487
2015-11-05,142623
2015-11-06,132435
2015-11-07,119178
2015-11-08,102605
2015-11-09,123323
2015-11-10,126729
2015-11-11,120470
2015-11-12,119923
2015-11-13,119456
2015-11-14,116588
2015-11-15,110264
2015-11-16,120132
2015-11-17,125073
2015-11-18,127968
2015-11-19,120629
2015-11-20,117310
2015-11-21,118145
2015-11-22,100676
2015-11-23,112364
2015-11-24,118701
2015-11-25,118340
2015-11-26,124079
2015-11-27,124249
2015-11-28,122871
2015-11-29,101235
2015-11-30,142083
2015-12-01,134753
2015-12-02,136119
2015-12-03,127989
2015-12-04,140796
2015-12-05,142644
2015-12-06,129941
2015-12-07,142579
2015-12-08,144045
2015-12-09,160575
2015-12-10,154035
2015-12-11,162633
2015-12-12,159684
2015-12-13,143133
2015-12-14,174227
2015-12-15,164140
2015-12-16,162150
2015-12-17,157614
2015-12-18,157220
2015-12-19,164239
2015-12-20,144857
2015-12-21,172408
2015-12-22,167580
2015-12-23,167535
2015-12-24,156882
2015-12-25,131545
2015-12-26,132081
2015-12-27,121445
2015-12-28,136627
2015-12-29,144216
2015-12-30,138252
2015-12-31,125719
2016-01-01,99593
2016-01-02,121652
2016-01-03,115757
2016-01-04,142554
2016-01-05,145926
2016-01-06,138507
2016-01-07,156732
2016-01-08,143696
2016-01-09,140693
2016-01-10,125609
2016-01-11,144423
2016-01-12,150254
2016-01-13,147550
2016-01-14,142742
2016-01-15,151688
2016-01-16,158481
2016-01-17,160552
2016-01-18,162472
2016-01-19,149278
2016-01-20,168254
2016-01-21,179164
2016-01-22,167835
2016-01-23,151149
2016-01-24,162815
2016-01-25,172865
2016-01-26,179366
2016-01-27,178855
2016-01-28,176809
2016-01-29,179393
2016-01-30,144680
2016-01-31,135216
2016-02-01,172539
2016-02-02,191780
2016-02-03,146987
2016-02-04,155240
2016-02-05,170966
2016-02-06,173379
2016-02-07,171884
2016-02-08,185302
2016-02-09,188639
2016-02-10,184970
2016-02-11,172707
2016-02-12,159781
2016-02-13,146214
2016-02-14,141678
2016-02-15,169538
2016-02-16,173686
2016-02-17,176039
2016-02-18,164055
2016-02-19,172742
2016-02-20,165263
2016-02-21,163159
2016-02-22,187469
2016-02-23,182760
2016-02-24,167294
2016-02-25,163567
2016-02-26,154522
2016-02-27,142393
2016-02-28,185843
2016-02-29,201582
2016-03-01,215138
2016-03-02,203052
2016-03-03,166505
2016-03-04,160695
2016-03-05,173001
2016-03-06,123205
2016-03-07,139939
2016-03-08,151562
2016-03-09,145283
2016-03-10,145965
2016-03-11,142343
2016-03-12,126903
2016-03-13,121602
2016-03-14,147815
2016-03-15,153439
2016-03-16,164332
2016-03-17,163269
2016-03-18,163774
2016-03-19,142272
2016-03-20,141043
2016-03-21,155634
2016-03-22,157774
2016-03-23,147083
2016-03-24,147909
2016-03-25,136172
2016-03-26,123815
2016-03-27,125605
2016-03-28,151017
2016-03-29,157083
2016-03-30,156805
2016-03-31,158761
2016-04-01,160702
2016-04-02,144519
2016-04-03,138894
2016-04-04,162327
2016-04-05,172754
2016-04-06,169812
2016-04-07,168408
2016-04-08,167790
2016-04-09,152569
2016-04-10,150316
2016-04-11,182754
2016-04-12,187700
2016-04-13,180204
2016-04-14,180136
2016-04-15,169457
2016-04-16,142508
2016-04-17,146530
2016-04-18,174886
2016-04-19,180291
2016-04-20,170124
2016-04-21,168611
2016-04-22,167465
2016-04-23,147559
2016-04-24,149852
2016-04-25,174293
2016-04-26,197077
2016-04-27,194843
2016-04-28,199856
2016-04-29,207027
2016-04-30,173363
2016-05-01,157468
2016-05-02,180347
2016-05-03,183731
2016-05-04,185136
2016-05-05,177630
2016-05-06,179038
2016-05-07,163006
2016-05-08,151766
2016-05-09,177807
2016-05-10,192030
2016-05-11,188835
2016-05-12,187549
2016-05-13,185247
2016-05-14,176334
2016-05-15,166638
2016-05-16,198344
2016-05-17,190655
2016-05-18,190933
2016-05-19,180432
2016-05-20,168890
2016-05-21,153947
2016-05-22,146599
2016-05-23,178406
2016-05-24,198998
2016-05-25,197684
2016-05-26,177962
2016-05-27,174239
2016-05-28,155310
2016-05-29,144199
2016-05-30,169773
2016-05-31,172912
2016-06-01,190748
2016-06-02,188217
2016-06-03,193293
2016-06-04,164257
2016-06-05,153902
2016-06-06,177464
2016-06-07,190361
2016-06-08,186346
2016-06-09,192315
2016-06-10,187705
2016-06-11,175904
2016-06-12,168444
2016-06-13,202574
2016-06-14,207441
2016-06-15,216529
2016-06-16,218886
2016-06-17,207258
2016-06-18,191103
2016-06-19,177947
2016-06-20,203741
2016-06-21,203459
2016-06-22,197758
2016-06-23,198538
2016-06-24,201118
2016-06-25,170863
2016-06-26,147399
2016-06-27,178741
2016-06-28,173474
2016-06-29,184764
2016-06-30,189881
2016-07-01,167782
2016-07-02,162571
2016-07-03,145941
2016-07-04,173679
2016-07-05,172250
2016-07-06,178180
2016-07-07,174243
2016-07-08,172971
2016-07-09,152158
2016-07-10,131239
2016-07-11,174686
2016-07-12,178352
2016-07-13,176059
2016-07-14,176518
2016-07-15,174944
2016-07-16,145739
2016-07-17,137444
2016-07-18,177848
2016-07-19,181922
2016-07-20,184255
2016-07-21,177510
2016-07-22,181470
2016-07-23,161863
2016-07-24,150076
2016-07-25,196449
2016-07-26,194564
2016-07-27,193235
2016-07-28,190711
2016-07-29,190328
2016-07-30,169807
2016-07-31,156862
2016-08-01,180794
2016-08-02,200240
2016-08-03,190700
2016-08-04,183582
2016-08-05,182941
2016-08-06,158307
2016-08-07,158455
2016-08-08,196440
2016-08-09,193595
2016-08-10,199931
2016-08-11,210667
2016-08-12,189102
2016-08-13,175480
2016-08-14,161260
2016-08-15,161922
2016-08-16,208617
2016-08-17,196493
2016-08-18,191891
2016-08-19,195704
2016-08-20,167284
2016-08-21,147669
2016-08-22,178754
2016-08-23,190577
2016-08-24,184560
2016-08-25,191390
2016-08-26,183536
2016-08-27,155869
2016-08-28,139365
2016-08-29,181442
2016-08-30,204367
2016-08-31,182130
2016-09-01,193108
2016-09-02,183120
2016-09-03,150678
2016-09-04,144475
2016-09-05,188097
2016-09-06,185087
2016-09-07,197577
2016-09-08,182191
2016-09-09,176459
2016-09-10,154360
2016-09-11,143374
2016-09-12,165673
2016-09-13,192440
2016-09-14,182659
2016-09-15,189011
2016-09-16,170160
2016-09-17,172374
2016-09-18,153323
2016-09-19,183050
2016-09-20,198340
2016-09-21,191563
2016-09-22,188436
2016-09-23,182054
2016-09-24,169436
2016-09-25,157558
2016-09-26,184022
2016-09-27,192238
2016-09-28,185611
2016-09-29,197368
2016-09-30,203699
2016-10-01,172865
2016-10-02,158495
2016-10-03,208328
2016-10-04,212631
2016-10-05,215950
2016-10-06,221523
2016-10-07,212427
2016-10-08,195452
2016-10-09,168839
2016-10-10,185230
2016-10-11,217394
2016-10-12,186530
2016-10-13,187318
2016-10-14,198201
2016-10-15,170645
2016-10-16,163068
2016-10-17,197120
2016-10-18,202655
2016-10-19,162282
2016-10-20,224575
2016-10-21,210096
2016-10-22,176284
2016-10-23,155376
2016-10-24,181058
2016-10-25,192112
2016-10-26,186904
2016-10-27,262210
2016-10-28,202914
2016-10-29,188686
2016-10-30,168406
2016-10-31,196543
2016-11-01,200482
2016-11-02,218938
2016-11-03,221050
2016-11-04,205375
2016-11-05,196778
2016-11-06,183092
2016-11-07,225852
2016-11-08,238187
2016-11-09,220408
2016-11-10,217989
2016-11-11,206553
2016-11-12,186693
2016-11-13,181789
2016-11-14,218927
2016-11-15,227118
2016-11-16,232358
2016-11-17,227389
2016-11-18,226422
2016-11-19,204820
2016-11-20,204879
2016-11-21,242307
2016-11-22,246485
2016-11-23,233658
2016-11-24,270697
2016-11-25,265642
2016-11-26,227514
2016-11-27,197121
2016-11-28,245163
2016-11-29,236703
2016-11-30,243737
2016-12-01,199099
2016-12-02,268372
2016-12-03,233563
2016-12-04,201395
2016-12-05,227141
2016-12-06,267658
2016-12-07,252280
2016-12-08,228873
2016-12-09,222849
2016-12-10,205830
2016-12-11,182141
2016-12-12,221463
2016-12-13,237938
2016-12-14,239859
2016-12-15,236628
2016-12-16,231065
2016-12-17,197613
2016-12-18,191509
2016-12-19,229514
2016-12-20,242145
2016-12-21,260414
2016-12-22,252147
2016-12-23,245741
2016-12-24,198898
2016-12-25,160435
2016-12-26,200587
2016-12-27,237058
2016-12-28,246127
2016-12-29,249902
2016-12-30,233331
2016-12-31,202873
2017-01-01,146707
2017-01-02,240022
2017-01-03,247772
2017-01-04,270398
2017-01-05,240525
2017-01-06,285087
2017-01-07,234822
2017-01-08,211253
2017-01-09,228202
2017-01-10,266699
2017-01-11,249022
2017-01-12,238552
2017-01-13,225211
2017-01-14,200475
2017-01-15,194652
2017-01-16,219974
2017-01-17,239968
2017-01-18,246795
2017-01-19,245125
2017-01-20,243635
2017-01-21,215208
2017-01-22,194099
2017-01-23,195864
2017-01-24,236336
2017-01-25,254603
2017-01-26,260867
2017-01-27,214000
2017-01-28,205900
2017-01-29,199378
2017-01-30,208645
2017-01-31,264350
2017-02-01,287409
2017-02-02,215318
2017-02-03,276230
2017-02-04,240431
2017-02-05,241660
2017-02-06,194101
2017-02-07,275053
2017-02-08,259069
2017-02-09,289461
2017-02-10,253404
2017-02-11,220363
2017-02-12,198938
2017-02-13,239722
2017-02-14,261137
2017-02-15,247269
2017-02-16,237206
2017-02-17,268475
2017-02-18,237161
2017-02-19,210572
2017-02-20,239024
2017-02-21,239283
2017-02-22,243091
2017-02-23,275267
2017-02-24,292473
2017-02-25,267087
2017-02-26,217038
2017-02-27,245067
2017-02-28,270150
2017-03-01,262785
2017-03-02,279213
2017-03-03,288566
2017-03-04,228170
2017-03-05,238725
2017-03-06,243074
2017-03-07,270946
2017-03-08,251482
2017-03-09,255793
2017-03-10,260907
2017-03-11,239133
2017-03-12,186226
2017-03-13,229561
2017-03-14,259062
2017-03-15,242242
2017-03-16,267198
2017-03-17,237177
2017-03-18,220876
2017-03-19,224609
2017-03-20,231409
2017-03-21,238772
2017-03-22,257186
2017-03-23,235369
2017-03-24,224321
2017-03-25,201442
2017-03-26,181600
2017-03-27,195548
2017-03-28,245807
2017-03-29,238416
2017-03-30,229153
2017-03-31,218247
2017-04-01,213371
2017-04-02,194596
2017-04-03,230587
2017-04-04,214967
2017-04-05,261232
2017-04-06,239197
2017-04-07,235588
2017-04-08,187514
2017-04-09,195158
2017-04-10,226604
2017-04-11,249613
2017-04-12,230671
2017-04-13,191660
2017-04-14,245784
2017-04-15,222698
2017-04-16,175867
2017-04-17,207624
2017-04-18,253867
2017-04-19,261295
2017-04-20,225953
2017-04-21,277953
2017-04-22,221304
2017-04-23,205725
2017-04-24,190594
2017-04-25,278660
2017-04-26,283086
2017-04-27,256121
2017-04-28,263246
2017-04-29,283128
2017-04-30,228943
2017-05-01,242944
2017-05-02,278960
2017-05-03,253530
2017-05-04,303612
2017-05-05,230080
2017-05-06,309580
2017-05-07,266499
2017-05-08,307721
2017-05-09,276697
2017-05-10,256233
2017-05-11,249185
2017-05-12,269011
2017-05-13,279452
2017-05-14,313825
2017-05-15,277526
2017-05-16,194099
2017-05-17,261854
2017-05-18,245752
2017-05-19,266357
2017-05-20,295799
2017-05-21,278625
2017-05-22,280147
2017-05-23,312637
2017-05-24,283923
2017-05-25,301411
2017-05-26,293859
2017-05-27,287417
2017-05-28,264949
2017-05-29,275732
2017-05-30,296637
2017-05-31,272623
2017-06-01,270206
2017-06-02,229739
2017-06-03,251794
2017-06-04,221919
2017-06-05,235792
2017-06-06,246761
2017-06-07,283649
2017-06-08,258597
2017-06-09,237225
2017-06-10,214230
2017-06-11,186861
2017-06-12,223429
2017-06-13,245257
2017-06-14,239602
2017-06-15,244620
2017-06-16,224528
2017-06-17,196991
2017-06-18,174118
2017-06-19,215937
2017-06-20,221392
2017-06-21,231792
2017-06-22,220644
2017-06-23,211530
2017-06-24,185627
2017-06-25,147328
2017-06-26,211662
2017-06-27,216805
2017-06-28,226904
2017-06-29,192894
2017-06-30,222026
2017-07-01,178357
2017-07-02,153403
2017-07-03,202477
2017-07-04,211786
2017-07-05,197251
2017-07-06,189211
2017-07-07,204692
2017-07-08,180762
2017-07-09,158044
2017-07-10,206351
2017-07-11,219545
2017-07-12,213393
2017-07-13,206589
2017-07-14,191234
2017-07-15,186329
2017-07-16,166423
2017-07-17,191498
2017-07-18,216171
2017-07-19,212465
2017-07-20,189182
2017-07-21,225646
2017-07-22,176182
2017-07-23,147240
2017-07-24,194540
2017-07-25,204678
2017-07-26,199495
2017-07-27,184821
2017-07-28,202666
2017-07-29,174592
2017-07-30,152613
2017-07-31,200257
2017-08-01,113273
2017-08-02,178004
2017-08-03,179229
2017-08-04,188920
2017-08-05,193652
2017-08-06,162714
2017-08-07,202119
2017-08-08,226250
2017-08-09,221703
2017-08-10,215912
2017-08-11,231312
2017-08-12,218708
2017-08-13,214607
2017-08-14,215075
2017-08-15,263569
2017-08-16,234717
2017-08-17,278763
2017-08-18,233649
2017-08-19,218963
2017-08-20,177681
2017-08-21,199100
2017-08-22,169832
2017-08-23,269831
2017-08-24,170877
2017-08-25,179147
2017-08-26,193599
2017-08-27,207231
2017-08-28,190851
2017-08-29,231355
2017-08-30,219018
2017-08-31,230476
2017-09-01,227747
2017-09-02,195409
2017-09-03,159354
2017-09-04,218458
2017-09-05,225776
2017-09-06,230152
2017-09-07,210786
2017-09-08,229131
2017-09-09,180858
2017-09-10,163371
2017-09-11,207689
2017-09-12,207514
2017-09-13,215526
2017-09-14,221420
2017-09-15,240291
2017-09-16,190763
2017-09-17,164306
2017-09-18,186260
2017-09-19,237970
2017-09-20,199909
2017-09-21,208450
2017-09-22,190861
2017-09-23,170938
2017-09-24,157567
2017-09-25,190864
