t,o
2013-02-04,"{'crossed': 1, 'ma30': 21953887431357.26, 'ma60': 21897155622122.75}"
2013-02-05,"{'crossed': 0, 'ma30': 22077994757390.6, 'ma60': 21956456699845.59}"
2013-02-06,"{'crossed': 0, 'ma30': 22044827292729.45, 'ma60': 21975951859877.242}"
2013-02-07,"{'crossed': 0, 'ma30': 22193261229232.746, 'ma60': 22033293158823.445}"
2013-02-08,"{'crossed': 0, 'ma30': 22313475302432.625, 'ma60': 22048886654233.992}"
2013-02-09,"{'crossed': 0, 'ma30': 22293618197999.375, 'ma60': 22040519684297.92}"
2013-02-10,"{'crossed': 0, 'ma30': 22530692774752.64, 'ma60': 22110525046156.758}"
2013-02-11,"{'crossed': 0, 'ma30': 22734288300093.254, 'ma60': 22189395087600.777}"
2013-02-12,"{'crossed': 0, 'ma30': 22765106782870.387, 'ma60': 22267535360845.785}"
2013-02-13,"{'crossed': 0, 'ma30': 22857545111662.527, 'ma60': 22405974976925.07}"
2013-02-14,"{'crossed': 0, 'ma30': 23015757215049.87, 'ma60': 22498684850717.984}"
2013-02-15,"{'crossed': 0, 'ma30': 23282247727515.086, 'ma60': 22616904111812.74}"
2013-02-16,"{'crossed': 0, 'ma30': 23697704337175.516, 'ma60': 22774943949059.164}"
2013-02-17,"{'crossed': 0, 'ma30': 24073369196926.312, 'ma60': 22893582038139.355}"
2013-02-18,"{'crossed': 0, 'ma30': 24197457370500.816, 'ma60': 23068188270397.07}"
2013-02-19,"{'crossed': 0, 'ma30': 24476184879301.758, 'ma60': 23197354294569.15}"
2013-02-20,"{'crossed': 0, 'ma30': 24948783316394.332, 'ma60': 23358611978691.574}"
2013-02-21,"{'crossed': 0, 'ma30': 25229359109356.94, 'ma60': 23540946535048.5}"
2013-02-22,"{'crossed': 0, 'ma30': 25584615240928.105, 'ma60': 23694373936070.64}"
2013-02-23,"{'crossed': 0, 'ma30': 25800847923783.82, 'ma60': 23841016395196.133}"
2013-02-24,"{'crossed': 0, 'ma30': 26079936718694.613, 'ma60': 23905715827140.56}"
2013-02-25,"{'crossed': 0, 'ma30': 26549395411792.13, 'ma60': 24152390077763.348}"
2013-02-26,"{'crossed': 0, 'ma30': 26791490700759.727, 'ma60': 24236569332247.75}"
2013-02-27,"{'crossed': 0, 'ma30': 27241805335784.957, 'ma60': 24467692666098.125}"
2013-02-28,"{'crossed': 0, 'ma30': 27491042958178.92, 'ma60': 24571436260411.56}"
2013-03-01,"{'crossed': 0, 'ma30': 27710387863705.418, 'ma60': 24666286350024.395}"
2013-03-02,"{'crossed': 0, 'ma30': 27865440179065.855, 'ma60': 24806832070821.05}"
2013-03-03,"{'crossed': 0, 'ma30': 28286703541068.047, 'ma60': 24999362600950.316}"
2013-03-04,"{'crossed': 0, 'ma30': 28801971759150.15, 'ma60': 25236371490036.777}"
2013-03-05,"{'crossed': 0, 'ma30': 28906854303687.7, 'ma60': 25369314810521.055}"
2013-03-06,"{'crossed': 0, 'ma30': 29212070721705.473, 'ma60': 25582979076531.36}"
2013-03-07,"{'crossed': 0, 'ma30': 29523236720389.473, 'ma60': 25800615738890.027}"
2013-03-08,"{'crossed': 0, 'ma30': 29897785321379.137, 'ma60': 25971306307054.293}"
2013-03-09,"{'crossed': 0, 'ma30': 30282807307787.297, 'ma60': 26238034268510.02}"
2013-03-10,"{'crossed': 0, 'ma30': 30769416215019.81, 'ma60': 26541445758726.21}"
2013-03-11,"{'crossed': 0, 'ma30': 31197044170512.418, 'ma60': 26745331184255.89}"
2013-03-12,"{'crossed': 0, 'ma30': 31304051739895.92, 'ma60': 26917372257324.273}"
2013-03-13,"{'crossed': 0, 'ma30': 31574600723236.08, 'ma60': 27154444511664.668}"
2013-03-14,"{'crossed': 0, 'ma30': 32209266528927.285, 'ma60': 27487186655898.832}"
2013-03-15,"{'crossed': 0, 'ma30': 32647137870921.227, 'ma60': 27752341491291.875}"
2013-03-16,"{'crossed': 0, 'ma30': 33244919545449.727, 'ma60': 28130338380249.8}"
2013-03-17,"{'crossed': 0, 'ma30': 33944974349012.812, 'ma60': 28613611038263.953}"
2013-03-18,"{'crossed': 0, 'ma30': 34443717027112.25, 'ma60': 29070710682143.883}"
2013-03-19,"{'crossed': 0, 'ma30': 34792411155366.254, 'ma60': 29432890176146.29}"
2013-03-20,"{'crossed': 0, 'ma30': 35540287514299.7, 'ma60': 29868872442400.26}"
2013-03-21,"{'crossed': 0, 'ma30': 36337145242311.96, 'ma60': 30406665060806.867}"
2013-03-22,"{'crossed': 0, 'ma30': 36974232112750.695, 'ma60': 30961507714572.51}"
2013-03-23,"{'crossed': 0, 'ma30': 37649655625311.484, 'ma60': 31439507367334.21}"
2013-03-24,"{'crossed': 0, 'ma30': 38396369524141.41, 'ma60': 31990492382534.758}"
2013-03-25,"{'crossed': 0, 'ma30': 38994494916158.24, 'ma60': 32397671419971.035}"
2013-03-26,"{'crossed': 0, 'ma30': 39728279017189.61, 'ma60': 32904107867942.113}"
2013-03-27,"{'crossed': 0, 'ma30': 39937493615439.43, 'ma60': 33243444513615.785}"
2013-03-28,"{'crossed': 0, 'ma30': 40982185380532.84, 'ma60': 33886838040646.285}"
2013-03-29,"{'crossed': 0, 'ma30': 41742381556928.305, 'ma60': 34492093446356.637}"
2013-03-30,"{'crossed': 0, 'ma30': 42655284251295.09, 'ma60': 35073163604737.008}"
2013-03-31,"{'crossed': 0, 'ma30': 43544670881499.11, 'ma60': 35627529372602.266}"
2013-04-01,"{'crossed': 0, 'ma30': 44694053937884.18, 'ma60': 36279747058475.016}"
2013-04-02,"{'crossed': 0, 'ma30': 45523553135704.35, 'ma60': 36905128338386.2}"
2013-04-03,"{'crossed': 0, 'ma30': 46189195398508.71, 'ma60': 37495583578829.43}"
2013-04-04,"{'crossed': 0, 'ma30': 46882210732039.734, 'ma60': 37894532517863.73}"
2013-04-05,"{'crossed': 0, 'ma30': 47573493244589.2, 'ma60': 38392781983147.336}"
2013-04-06,"{'crossed': 0, 'ma30': 48504983263749.91, 'ma60': 39014109992069.695}"
2013-04-07,"{'crossed': 0, 'ma30': 49403524483057.86, 'ma60': 39650654902218.51}"
2013-04-08,"{'crossed': 0, 'ma30': 50163734420260.766, 'ma60': 40223270864024.03}"
2013-04-09,"{'crossed': 0, 'ma30': 51100176208656.586, 'ma60': 40934796211838.2}"
2013-04-10,"{'crossed': 0, 'ma30': 52333385223672.39, 'ma60': 41765214697092.4}"
2013-04-11,"{'crossed': 0, 'ma30': 53355141628922.24, 'ma60': 42329596684409.07}"
2013-04-12,"{'crossed': 0, 'ma30': 54442413183317.875, 'ma60': 43008506953276.98}"
2013-04-13,"{'crossed': 0, 'ma30': 55187118940444.016, 'ma60': 43698192734685.65}"
2013-04-14,"{'crossed': 0, 'ma30': 55765921765728.766, 'ma60': 44206529818324.99}"
2013-04-15,"{'crossed': 0, 'ma30': 56424947291013.1, 'ma60': 44834933418231.41}"
2013-04-16,"{'crossed': 0, 'ma30': 57000805859441.87, 'ma60': 45472890104227.336}"
2013-04-17,"{'crossed': 0, 'ma30': 57759641187880.5, 'ma60': 46101679107496.37}"
2013-04-18,"{'crossed': 0, 'ma30': 58604854649846.945, 'ma60': 46698632902606.59}"
2013-04-19,"{'crossed': 0, 'ma30': 58905577827567.38, 'ma60': 47222932670933.53}"
2013-04-20,"{'crossed': 0, 'ma30': 59448412582045.84, 'ma60': 47892778912178.89}"
2013-04-21,"{'crossed': 0, 'ma30': 60236700944881.48, 'ma60': 48605466528816.07}"
2013-04-22,"{'crossed': 0, 'ma30': 60794547435806.875, 'ma60': 49222101530559.17}"
2013-04-23,"{'crossed': 0, 'ma30': 61543457694543.83, 'ma60': 49969913609342.61}"
2013-04-24,"{'crossed': 0, 'ma30': 62329462930986.305, 'ma60': 50661978923572.266}"
2013-04-25,"{'crossed': 0, 'ma30': 63215745957054.734, 'ma60': 51472012487122.164}"
2013-04-26,"{'crossed': 0, 'ma30': 64287543227594.66, 'ma60': 52112518421517.04}"
2013-04-27,"{'crossed': 0, 'ma30': 64477301996869.64, 'ma60': 52729743688701.25}"
2013-04-28,"{'crossed': 0, 'ma30': 65190784134685.42, 'ma60': 53466582845806.87}"
2013-04-29,"{'crossed': 0, 'ma30': 65847612194514.766, 'ma60': 54251448222904.92}"
2013-04-30,"{'crossed': 0, 'ma30': 66374748947566.54, 'ma60': 54959709914532.805}"
2013-05-01,"{'crossed': 0, 'ma30': 66674708333269.914, 'ma60': 55684381135577.04}"
2013-05-02,"{'crossed': 0, 'ma30': 66952499505151.65, 'ma60': 56238026320427.99}"
2013-05-03,"{'crossed': 0, 'ma30': 67379710746966.266, 'ma60': 56784453072737.48}"
2013-05-04,"{'crossed': 0, 'ma30': 68280435401848.945, 'ma60': 57581323066944.32}"
2013-05-05,"{'crossed': 0, 'ma30': 69192067945803.04, 'ma60': 58382780595196.12}"
2013-05-06,"{'crossed': 0, 'ma30': 69849594520765.91, 'ma60': 59177288892257.9}"
2013-05-07,"{'crossed': 0, 'ma30': 70615843222897.84, 'ma60': 60009683852977.84}"
2013-05-08,"{'crossed': 0, 'ma30': 71372389400074.08, 'ma60': 60768061910167.414}"
2013-05-09,"{'crossed': 0, 'ma30': 71852863612544.19, 'ma60': 61476519910600.38}"
2013-05-10,"{'crossed': 0, 'ma30': 72291547054459.64, 'ma60': 62312466139066.016}"
2013-05-11,"{'crossed': 0, 'ma30': 73357194690333.67, 'ma60': 63356168159627.96}"
2013-05-12,"{'crossed': 0, 'ma30': 73992256601333.92, 'ma60': 64217334892325.89}"
2013-05-13,"{'crossed': 0, 'ma30': 75049714192362.47, 'ma60': 65118416566403.24}"
2013-05-14,"{'crossed': 0, 'ma30': 75945794155484.05, 'ma60': 65855857960606.39}"
2013-05-15,"{'crossed': 0, 'ma30': 76495903299209.34, 'ma60': 66460425295111.21}"
2013-05-16,"{'crossed': 0, 'ma30': 76993786570801.81, 'ma60': 66997296215121.836}"
2013-05-17,"{'crossed': 0, 'ma30': 77705704769196.67, 'ma60': 67732672978538.58}"
2013-05-18,"{'crossed': 0, 'ma30': 78245549853564.6, 'ma60': 68425202251705.76}"
2013-05-19,"{'crossed': 0, 'ma30': 79134407262866.44, 'ma60': 69019992545216.89}"
2013-05-20,"{'crossed': 0, 'ma30': 79235498036641.98, 'ma60': 69341955309343.9}"
2013-05-21,"{'crossed': 0, 'ma30': 79445582635358.14, 'ma60': 69841141790119.79}"
2013-05-22,"{'crossed': 0, 'ma30': 80045746248020.3, 'ma60': 70420146841913.58}"
2013-05-23,"{'crossed': 0, 'ma30': 80738786806965.05, 'ma60': 71141122250754.42}"
2013-05-24,"{'crossed': 0, 'ma30': 81507440480273.55, 'ma60': 71918451705629.92}"
2013-05-25,"{'crossed': 0, 'ma30': 82073795347131.92, 'ma60': 72644770652093.33}"
2013-05-26,"{'crossed': 0, 'ma30': 82828812036754.5, 'ma60': 73558177632174.58}"
2013-05-27,"{'crossed': 0, 'ma30': 84161434549610.02, 'ma60': 74319368273239.83}"
2013-05-28,"{'crossed': 0, 'ma30': 84676263406819.14, 'ma60': 74933523770752.28}"
2013-05-29,"{'crossed': 0, 'ma30': 85450075164518.23, 'ma60': 75648843679516.52}"
2013-05-30,"{'crossed': 0, 'ma30': 86719189888024.23, 'ma60': 76546969417795.4}"
2013-05-31,"{'crossed': 0, 'ma30': 87695759714681.64, 'ma60': 77185234023975.8}"
2013-06-01,"{'crossed': 0, 'ma30': 89665096704480.72, 'ma60': 78308798104816.2}"
2013-06-02,"{'crossed': 0, 'ma30': 91307785837531.23, 'ma60': 79343748292248.77}"
2013-06-03,"{'crossed': 0, 'ma30': 92969012718100.9, 'ma60': 80624724059974.94}"
2013-06-04,"{'crossed': 0, 'ma30': 94519125000688.97, 'ma60': 81855596473246.02}"
2013-06-05,"{'crossed': 0, 'ma30': 95858912623351.83, 'ma60': 82854253572058.89}"
2013-06-06,"{'crossed': 0, 'ma30': 97682007118884.75, 'ma60': 84148925170891.3}"
2013-06-07,"{'crossed': 0, 'ma30': 99113577931088.23, 'ma60': 85242983665581.16}"
2013-06-08,"{'crossed': 0, 'ma30': 101057054701811.33, 'ma60': 86454959157177.77}"
2013-06-09,"{'crossed': 0, 'ma30': 102359088353180.48, 'ma60': 87325317703820.06}"
2013-06-10,"{'crossed': 0, 'ma30': 103701004414737.16, 'ma60': 88529099552535.42}"
2013-06-11,"{'crossed': 0, 'ma30': 105471274694267.05, 'ma60': 89731765647800.5}"
2013-06-12,"{'crossed': 0, 'ma30': 107524790771156.23, 'ma60': 91287252481759.36}"
2013-06-13,"{'crossed': 0, 'ma30': 109488512447513.34, 'ma60': 92717153301498.72}"
2013-06-14,"{'crossed': 0, 'ma30': 111504479614820.27, 'ma60': 94000191457014.81}"
2013-06-15,"{'crossed': 0, 'ma30': 113213866333759.58, 'ma60': 95103826452280.73}"
2013-06-16,"{'crossed': 0, 'ma30': 115105219243873.11, 'ma60': 96405462006534.97}"
2013-06-17,"{'crossed': 0, 'ma30': 117001980580728.44, 'ma60': 97623765217146.55}"
2013-06-18,"{'crossed': 0, 'ma30': 118584671536151.17, 'ma60': 98859539399508.84}"
2013-06-19,"{'crossed': 0, 'ma30': 120557480425665.17, 'ma60': 99896489231153.66}"
2013-06-20,"{'crossed': 0, 'ma30': 122675418612505.28, 'ma60': 101060500623931.75}"
2013-06-21,"{'crossed': 0, 'ma30': 125206117009004.55, 'ma60': 102625931628512.47}"
2013-06-22,"{'crossed': 0, 'ma30': 127650926545193.78, 'ma60': 104194856676079.45}"
2013-06-23,"{'crossed': 0, 'ma30': 129726974198614.39, 'ma60': 105617207339443.97}"
2013-06-24,"{'crossed': 0, 'ma30': 131397865609817.23, 'ma60': 106735830478474.58}"
2013-06-25,"{'crossed': 0, 'ma30': 133153461376928.02, 'ma60': 107991136706841.25}"
2013-06-26,"{'crossed': 0, 'ma30': 135193154655810.92, 'ma60': 109677294602710.47}"
2013-06-27,"{'crossed': 0, 'ma30': 137385359646958.53, 'ma60': 111030811526888.81}"
2013-06-28,"{'crossed': 0, 'ma30': 139438744262106.97, 'ma60': 112444409713312.58}"
2013-06-29,"{'crossed': 0, 'ma30': 141391525469137.34, 'ma60': 114055357678580.78}"
2013-06-30,"{'crossed': 0, 'ma30': 143310463288304.66, 'ma60': 115503111501493.16}"
2013-07-01,"{'crossed': 0, 'ma30': 144625451401678.2, 'ma60': 117145274053079.47}"
2013-07-02,"{'crossed': 0, 'ma30': 146094111705152.72, 'ma60': 118700948771341.98}"
2013-07-03,"{'crossed': 0, 'ma30': 148252097612792.9, 'ma60': 120610555165446.9}"
2013-07-04,"{'crossed': 0, 'ma30': 149742247319836.34, 'ma60': 122130686160262.66}"
2013-07-05,"{'crossed': 0, 'ma30': 152212484830224.84, 'ma60': 124035698726788.31}"
2013-07-06,"{'crossed': 0, 'ma30': 154157760162629.38, 'ma60': 125919883640757.03}"
2013-07-07,"{'crossed': 0, 'ma30': 156623472516017.66, 'ma60': 127868525223552.94}"
2013-07-08,"{'crossed': 0, 'ma30': 158686391221808.7, 'ma60': 129871722961810}"
2013-07-09,"{'crossed': 0, 'ma30': 161054810238317.34, 'ma60': 131706949295748.9}"
2013-07-10,"{'crossed': 0, 'ma30': 163613369386173.88, 'ma60': 133657186900455.5}"
2013-07-11,"{'crossed': 0, 'ma30': 166458243958032.56, 'ma60': 135964759326149.81}"
2013-07-12,"{'crossed': 0, 'ma30': 168049420581336.53, 'ma60': 137787105676246.4}"
2013-07-13,"{'crossed': 0, 'ma30': 169859915378504.56, 'ma60': 139674213913008.97}"
2013-07-14,"{'crossed': 0, 'ma30': 172672674768520.28, 'ma60': 142088577191670.28}"
2013-07-15,"{'crossed': 0, 'ma30': 175329493083306.8, 'ma60': 144271679708533.22}"
2013-07-16,"{'crossed': 0, 'ma30': 177212794929388.5, 'ma60': 146159007086630.84}"
2013-07-17,"{'crossed': 0, 'ma30': 180599514426266.53, 'ma60': 148800747503497.53}"
2013-07-18,"{'crossed': 0, 'ma30': 183039172522610.5, 'ma60': 150811922029380.88}"
2013-07-19,"{'crossed': 0, 'ma30': 186137494163480.9, 'ma60': 153347487294573.06}"
2013-07-20,"{'crossed': 0, 'ma30': 188990772351705.44, 'ma60': 155833095482105.38}"
2013-07-21,"{'crossed': 0, 'ma30': 192152723520402.7, 'ma60': 158679420264703.62}"
2013-07-22,"{'crossed': 0, 'ma30': 193966888519439.84, 'ma60': 160808907532316.84}"
2013-07-23,"{'crossed': 0, 'ma30': 196043333623668.78, 'ma60': 162885153911141.6}"
2013-07-24,"{'crossed': 0, 'ma30': 199469076487842, 'ma60': 165433471048829.66}"
2013-07-25,"{'crossed': 0, 'ma30': 201972507571223.38, 'ma60': 167562984474075.7}"
2013-07-26,"{'crossed': 0, 'ma30': 205119381623925.3, 'ma60': 170156268139868.16}"
2013-07-27,"{'crossed': 0, 'ma30': 208407653225207.28, 'ma60': 172896506436082.94}"
2013-07-28,"{'crossed': 0, 'ma30': 211762054192463.88, 'ma60': 175600399227285.47}"
2013-07-29,"{'crossed': 0, 'ma30': 215277405862684.97, 'ma60': 178334465665911.16}"
2013-07-30,"{'crossed': 0, 'ma30': 220150650929287.62, 'ma60': 181730557108796.2}"
2013-07-31,"{'crossed': 0, 'ma30': 224521277112077.4, 'ma60': 184573364256877.84}"
2013-08-01,"{'crossed': 0, 'ma30': 228029267125501.5, 'ma60': 187061689415327.2}"
2013-08-02,"{'crossed': 0, 'ma30': 231644389215938.7, 'ma60': 189948243414365.88}"
2013-08-03,"{'crossed': 0, 'ma30': 235503100491261.94, 'ma60': 192622673905549.16}"
2013-08-04,"{'crossed': 0, 'ma30': 239618547568221.72, 'ma60': 195915516199223.28}"
2013-08-05,"{'crossed': 0, 'ma30': 244562756442941.2, 'ma60': 199360258302785.28}"
2013-08-06,"{'crossed': 0, 'ma30': 249720381402061.88, 'ma60': 203171926959039.7}"
2013-08-07,"{'crossed': 0, 'ma30': 254553049295092.62, 'ma60': 206619720258450.6}"
2013-08-08,"{'crossed': 0, 'ma30': 260592989234854.72, 'ma60': 210823899736586}"
2013-08-09,"{'crossed': 0, 'ma30': 265793737222465.16, 'ma60': 214703553304319.53}"
2013-08-10,"{'crossed': 0, 'ma30': 271281596212589.9, 'ma60': 218869920085311.2}"
2013-08-11,"{'crossed': 0, 'ma30': 277752401860855.53, 'ma60': 222900911221096}"
2013-08-12,"{'crossed': 0, 'ma30': 284683986970763.8, 'ma60': 227271951174634.2}"
2013-08-13,"{'crossed': 0, 'ma30': 288858290055491.3, 'ma60': 230765482412005.8}"
2013-08-14,"{'crossed': 0, 'ma30': 295787009091203, 'ma60': 235558251087254.88}"
2013-08-15,"{'crossed': 0, 'ma30': 302430225983400.25, 'ma60': 239821510456394.4}"
2013-08-16,"{'crossed': 0, 'ma30': 308566464803963.2, 'ma60': 244582989615114.88}"
2013-08-17,"{'crossed': 0, 'ma30': 317781328056679.2, 'ma60': 250410250289644.88}"
2013-08-18,"{'crossed': 0, 'ma30': 326411201202242.94, 'ma60': 256274347682861.94}"
2013-08-19,"{'crossed': 0, 'ma30': 333439720434999.3, 'ma60': 261215246393352.4}"
2013-08-20,"{'crossed': 0, 'ma30': 340330203230723, 'ma60': 266241463375562.88}"
2013-08-21,"{'crossed': 0, 'ma30': 348962722317149.44, 'ma60': 271464805418294.66}"
2013-08-22,"{'crossed': 0, 'ma30': 359676155079914.94, 'ma60': 277859744351791.88}"
2013-08-23,"{'crossed': 0, 'ma30': 367973241302907.25, 'ma60': 283721158895374.7}"
2013-08-24,"{'crossed': 0, 'ma30': 376784544160206.56, 'ma60': 289378525865715}"
2013-08-25,"{'crossed': 0, 'ma30': 384461994872669.6, 'ma60': 294790688248297.5}"
2013-08-26,"{'crossed': 0, 'ma30': 393782318706688.94, 'ma60': 301094985965948.1}"
2013-08-27,"{'crossed': 0, 'ma30': 403260181473640.2, 'ma60': 307511117833052.06}"
2013-08-28,"{'crossed': 0, 'ma30': 413521307775325.2, 'ma60': 314399356819005.06}"
2013-08-29,"{'crossed': 0, 'ma30': 423978054317652.3, 'ma60': 322064352623469.9}"
2013-08-30,"{'crossed': 0, 'ma30': 436341624994406.56, 'ma60': 330431451053241.9}"
2013-08-31,"{'crossed': 0, 'ma30': 451642369951495.75, 'ma60': 339835818538498.56}"
2013-09-01,"{'crossed': 0, 'ma30': 465472114216928, 'ma60': 348558251716433.25}"
2013-09-02,"{'crossed': 0, 'ma30': 479610962148190.94, 'ma60': 357557031319726.3}"
2013-09-03,"{'crossed': 0, 'ma30': 489768529464115.25, 'ma60': 364693538516168.44}"
2013-09-04,"{'crossed': 0, 'ma30': 500359393884996.2, 'ma60': 372461075163968.7}"
2013-09-05,"{'crossed': 0, 'ma30': 514308042360557.6, 'ma60': 382014211881309.75}"
2013-09-06,"{'crossed': 0, 'ma30': 528825665317520.4, 'ma60': 391689357306306.56}"
2013-09-07,"{'crossed': 0, 'ma30': 537177430980111.2, 'ma60': 398885210107483.06}"
2013-09-08,"{'crossed': 0, 'ma30': 547471299049320.44, 'ma60': 406632518135893}"
2013-09-09,"{'crossed': 0, 'ma30': 563676108687430.6, 'ma60': 417478852450010.4}"
2013-09-10,"{'crossed': 0, 'ma30': 577910488432309, 'ma60': 427831445146582.2}"
2013-09-11,"{'crossed': 0, 'ma30': 592996282980072.2, 'ma60': 438840134975418.06}"
2013-09-12,"{'crossed': 0, 'ma30': 612209544487530, 'ma60': 450533917271510.7}"
2013-09-13,"{'crossed': 0, 'ma30': 627264611989061.6, 'ma60': 461525810540132.4}"
2013-09-14,"{'crossed': 0, 'ma30': 644140154231550.1, 'ma60': 473285190107475.25}"
2013-09-15,"{'crossed': 0, 'ma30': 663472116759832.2, 'ma60': 486019290781897.8}"
2013-09-16,"{'crossed': 0, 'ma30': 675878909628599.5, 'ma60': 496830118842639.44}"
2013-09-17,"{'crossed': 0, 'ma30': 693006850124627.6, 'ma60': 509709025663435.4}"
2013-09-18,"{'crossed': 0, 'ma30': 707240407159194.5, 'ma60': 520340063797097.06}"
2013-09-19,"{'crossed': 0, 'ma30': 727014186638410.4, 'ma60': 533672194934566.8}"
2013-09-20,"{'crossed': 0, 'ma30': 747007021744230.4, 'ma60': 547984872030690.06}"
2013-09-21,"{'crossed': 0, 'ma30': 764249400895008, 'ma60': 561962777987461.6}"
2013-09-22,"{'crossed': 0, 'ma30': 785765846555751.8, 'ma60': 576869543929329.6}"
2013-09-23,"{'crossed': 0, 'ma30': 808180886117482.6, 'ma60': 592482715138844.8}"
2013-09-24,"{'crossed': 0, 'ma30': 828537304078671.8, 'ma60': 606499649475670.9}"
2013-09-25,"{'crossed': 0, 'ma30': 853791771504633.5, 'ma60': 623787045105661.5}"
2013-09-26,"{'crossed': 0, 'ma30': 874316967723351.8, 'ma60': 638788574598496.1}"
2013-09-27,"{'crossed': 0, 'ma30': 898378510592146.2, 'ma60': 655949909183735.9}"
2013-09-28,"{'crossed': 0, 'ma30': 920892691330964.5, 'ma60': 672435372824308.5}"
2013-09-29,"{'crossed': 0, 'ma30': 940258052095021.6, 'ma60': 688299838544714.1}"
2013-09-30,"{'crossed': 0, 'ma30': 954911695884795.8, 'ma60': 703277032918145.8}"
2013-10-01,"{'crossed': 0, 'ma30': 974694016091322.9, 'ma60': 720083065154125.5}"
2013-10-02,"{'crossed': 0, 'ma30': 994511053493571.5, 'ma60': 737061007820881.1}"
2013-10-03,"{'crossed': 0, 'ma30': 1022109571523664, 'ma60': 755939050493889.6}"
2013-10-04,"{'crossed': 0, 'ma30': 1042760170251297.1, 'ma60': 771559782068146.9}"
2013-10-05,"{'crossed': 0, 'ma30': 1070426806990772.5, 'ma60': 792367424675665.4}"
2013-10-06,"{'crossed': 0, 'ma30': 1094296927511981.1, 'ma60': 811561296414750.8}"
2013-10-07,"{'crossed': 0, 'ma30': 1121818510170699.5, 'ma60': 829497970575405.5}"
2013-10-08,"{'crossed': 0, 'ma30': 1150152633258274.8, 'ma60': 848811966153797.9}"
2013-10-09,"{'crossed': 0, 'ma30': 1173434184845520.8, 'ma60': 868555146766476}"
2013-10-10,"{'crossed': 0, 'ma30': 1206004389357631.2, 'ma60': 891957438894970.2}"
2013-10-11,"{'crossed': 0, 'ma30': 1235244666746455.8, 'ma60': 914120474863264.2}"
2013-10-12,"{'crossed': 0, 'ma30': 1267340220753112.2, 'ma60': 939774882620321.4}"
2013-10-13,"{'crossed': 0, 'ma30': 1305110909474406.2, 'ma60': 966187760731734.1}"
2013-10-14,"{'crossed': 0, 'ma30': 1352331545940273.2, 'ma60': 998235850085912}"
2013-10-15,"{'crossed': 0, 'ma30': 1399946043417544.5, 'ma60': 1031709080088688.6}"
2013-10-16,"{'crossed': 0, 'ma30': 1445206165373006.8, 'ma60': 1060542537500803.4}"
2013-10-17,"{'crossed': 0, 'ma30': 1486754042921561, 'ma60': 1089880446523094.6}"
2013-10-18,"{'crossed': 0, 'ma30': 1537544425988763.8, 'ma60': 1122392416573979.4}"
2013-10-19,"{'crossed': 0, 'ma30': 1600798469241743.2, 'ma60': 1163906327940076.8}"
2013-10-20,"{'crossed': 0, 'ma30': 1651375516584372, 'ma60': 1199191269164301.2}"
2013-10-21,"{'crossed': 0, 'ma30': 1708628485346338.2, 'ma60': 1236438943120672.8}"
2013-10-22,"{'crossed': 0, 'ma30': 1775874146941952, 'ma60': 1280819996748851.8}"
2013-10-23,"{'crossed': 0, 'ma30': 1834704209446524.8, 'ma60': 1321442547782003.5}"
2013-10-24,"{'crossed': 0, 'ma30': 1892049282805170.8, 'ma60': 1360293293441921}"
2013-10-25,"{'crossed': 0, 'ma30': 1948151860646253.8, 'ma60': 1400971816075443.8}"
2013-10-26,"{'crossed': 0, 'ma30': 2017594585832709, 'ma60': 1445955776778031}"
2013-10-27,"{'crossed': 0, 'ma30': 2089581303404323, 'ma60': 1493979906998235.2}"
2013-10-28,"{'crossed': 0, 'ma30': 2159184817496897.2, 'ma60': 1540038754413931.5}"
2013-10-29,"{'crossed': 0, 'ma30': 2221434431924309.5, 'ma60': 1580846242009666.2}"
2013-10-30,"{'crossed': 0, 'ma30': 2304935386703511.5, 'ma60': 1629923541294153.8}"
2013-10-31,"{'crossed': 0, 'ma30': 2396556616265770, 'ma60': 1685625316178546.8}"
2013-11-01,"{'crossed': 0, 'ma30': 2487818073109423, 'ma60': 1741164563301497.5}"
2013-11-02,"{'crossed': 0, 'ma30': 2569743894120722, 'ma60': 1795926732822193.5}"
2013-11-03,"{'crossed': 0, 'ma30': 2649991703070161.5, 'ma60': 1846375936660729.5}"
2013-11-04,"{'crossed': 0, 'ma30': 2721266451888678.5, 'ma60': 1895846629439725.5}"
2013-11-05,"{'crossed': 0, 'ma30': 2789764211631673.5, 'ma60': 1942030569571827.8}"
2013-11-06,"{'crossed': 0, 'ma30': 2879290431443990.5, 'ma60': 2000554470807345.2}"
2013-11-07,"{'crossed': 0, 'ma30': 2947556882223622.5, 'ma60': 2048854757740949}"
2013-11-08,"{'crossed': 0, 'ma30': 3008999280667308.5, 'ma60': 2091216732756414.8}"
2013-11-09,"{'crossed': 0, 'ma30': 3072883881391222.5, 'ma60': 2139444135374427}"
2013-11-10,"{'crossed': 0, 'ma30': 3158743583611887, 'ma60': 2196994125179171.5}"
2013-11-11,"{'crossed': 0, 'ma30': 3249526638005976.5, 'ma60': 2258433429379545}"
2013-11-12,"{'crossed': 0, 'ma30': 3351458109201741, 'ma60': 2328284509338073.5}"
2013-11-13,"{'crossed': 0, 'ma30': 3415052846388755, 'ma60': 2383692196164514}"
2013-11-14,"{'crossed': 0, 'ma30': 3486422998581570, 'ma60': 2443184520999557}"
2013-11-15,"{'crossed': 0, 'ma30': 3549219676369662.5, 'ma60': 2497212920871335}"
