t,entities_profit_relative
2010-12-03,0.9577261479241133
2010-12-04,0.9350494958962987
2010-12-05,0.9299290391767632
2010-12-06,0.9327821055988338
2010-12-07,0.9508129712053774
2010-12-08,0.9505365146919003
2010-12-09,0.9201690166305134
2010-12-10,0.9283330326537976
2010-12-11,0.9441638041355156
2010-12-12,0.9353269359517965
2010-12-13,0.9490228265933139
2010-12-14,0.9605018997967659
2010-12-15,0.9509229481474955
2010-12-16,0.9611191700734099
2010-12-17,0.9456567029978727
2010-12-18,0.9453265100817916
2010-12-19,0.9383227268764711
2010-12-20,0.9677222898903776
2010-12-21,0.9330627482473466
2010-12-22,0.9524500671548026
2010-12-23,0.9451551560203993
2010-12-24,0.9422807206818427
2010-12-25,0.9455653409702633
2010-12-26,0.9679707652622528
2010-12-27,0.9671515619636114
2010-12-28,0.9806180797978283
2010-12-29,0.9904018811457888
2010-12-30,0.9900597269624574
2010-12-31,0.9883490596178832
2011-01-01,0.9859394609772181
2011-01-02,0.985358493773641
2011-01-03,0.9828120358188686
2011-01-04,0.9861061103462883
2011-01-05,0.9833400283304087
2011-01-06,0.9820516069090756
2011-01-07,0.9907421075940024
2011-01-08,0.9908836347558794
2011-01-09,0.988534281446574
2011-01-10,0.9884968198324902
2011-01-11,0.9865556441125887
2011-01-12,0.9788548100073275
2011-01-13,0.9758280361324858
2011-01-14,0.9922532417364431
2011-01-15,0.9884513560276
2011-01-16,0.9858835287014096
2011-01-17,0.9782812012885794
2011-01-18,0.9626016935082184
2011-01-19,0.9608452454940957
2011-01-20,0.990186944910254
2011-01-21,0.992876610505451
2011-01-22,0.9937167813439908
2011-01-23,0.9897436951472673
2011-01-24,0.9848404037088702
2011-01-25,0.9804765124044824
2011-01-26,0.9825533829665385
2011-01-27,0.9870527691553668
2011-01-28,0.9887459479296214
2011-01-29,0.9879370771864048
2011-01-30,0.9923106653918916
2011-01-31,0.9920472297173927
2011-02-01,0.9908370329826268
2011-02-02,0.9885125005065035
2011-02-03,0.9860880482767
2011-02-04,0.9919878603945371
2011-02-05,0.9926427488630621
2011-02-06,0.9898577662841441
2011-02-07,0.9898883888025511
2011-02-08,0.9928627593298252
2011-02-09,0.9922715593383652
2011-02-10,0.9778532554721329
2011-02-11,0.9874312034037238
2011-02-12,0.9839814725465599
2011-02-13,0.9751796837565884
2011-02-14,0.9798462299699311
2011-02-15,0.962409008189263
2011-02-16,0.9470251261981737
2011-02-17,0.9443162850015941
2011-02-18,0.9016366003347591
2011-02-19,0.9079877168966666
2011-02-20,0.8896896602441535
2011-02-21,0.8815227314223115
2011-02-22,0.9026939869920466
2011-02-23,0.8971318554771844
2011-02-24,0.9372619154073146
2011-02-25,0.8914747977598009
2011-02-26,0.9106852988919472
2011-02-27,0.8647724283083399
2011-02-28,0.8561162372887269
2011-03-01,0.8714393835145177
2011-03-02,0.8990808446661656
2011-03-03,0.8928450379609545
2011-03-04,0.8430687723560775
2011-03-05,0.845629355949282
2011-03-06,0.8289873967840069
2011-03-07,0.8283875045743372
2011-03-08,0.8171152061513987
2011-03-09,0.8142857142857143
2011-03-10,0.8976323463990905
2011-03-11,0.8251318535070569
2011-03-12,0.8701011326197774
2011-03-13,0.8303765594597688
2011-03-14,0.83549197442255
2011-03-15,0.8093091382537229
2011-03-16,0.7963110295669681
2011-03-17,0.7752705242013866
2011-03-18,0.7745885089405418
2011-03-19,0.7704167204231712
2011-03-20,0.7646651864723107
2011-03-21,0.7677730397148677
2011-03-22,0.7837132416913172
2011-03-23,0.799047220023897
2011-03-24,0.8207512372052992
2011-03-25,0.8378647012049667
2011-03-26,0.7954863860632272
2011-03-27,0.7542607826205517
2011-03-28,0.7377974259547052
2011-03-29,0.7364940023449479
2011-03-30,0.7336359686577674
2011-03-31,0.7303768540232117
2011-04-01,0.7231663685152058
2011-04-02,0.7284655895742211
2011-04-03,0.7243489988588028
2011-04-04,0.6986995390211932
2011-04-05,0.7067878610174462
2011-04-06,0.7134455130543921
2011-04-07,0.7209762917224908
2011-04-08,0.7147397753330818
2011-04-09,0.7125108475556842
2011-04-10,0.7022626653014724
2011-04-11,0.7367929274778984
2011-04-12,0.8235024099150792
2011-04-13,0.9167167510947025
2011-04-14,0.9539883435232273
2011-04-15,0.9435852071681315
2011-04-16,0.9698131493807277
2011-04-17,0.989758470598276
2011-04-18,0.9873737373737373
2011-04-19,0.9887209023278137
2011-04-20,0.9699984520777338
2011-04-21,0.9888252510117489
2011-04-22,0.9890473267105704
2011-04-23,0.9867074527252503
2011-04-24,0.9787178030565447
2011-04-25,0.9761008370912801
2011-04-26,0.9880513694863051
2011-04-27,0.9831677477625421
2011-04-28,0.9826375659935775
2011-04-29,0.9868508362109825
2011-04-30,0.9806913440708298
2011-05-01,0.9672324091535262
2011-05-02,0.9708217149413633
2011-05-03,0.9770972072682803
2011-05-04,0.9730062161089803
2011-05-05,0.957618859475833
2011-05-06,0.9688089499056801
2011-05-07,0.9812023686584138
2011-05-08,0.9877239980233556
2011-05-09,0.9745416855606659
2011-05-10,0.9874998387492099
2011-05-11,0.9775215990346227
2011-05-12,0.9880287821366384
2011-05-13,0.9866275734591115
2011-05-14,0.9625967053699178
2011-05-15,0.9675055309734514
2011-05-16,0.9678500073095853
2011-05-17,0.9139885445874374
2011-05-18,0.8830746089756396
2011-05-19,0.8705208548538897
2011-05-20,0.8249021090285379
2011-05-21,0.8452164137155705
2011-05-22,0.8784686536485098
2011-05-23,0.9185276263901813
2011-05-24,0.947166646699413
2011-05-25,0.9825953743696675
2011-05-26,0.9832537650046898
2011-05-27,0.9602406981506568
2011-05-28,0.9402632537328963
2011-05-29,0.947114887634642
2011-05-30,0.9762642109123507
2011-05-31,0.9531353532919704
2011-06-01,0.9851532041758483
2011-06-02,0.9857190926724991
2011-06-03,0.9835797352771165
2011-06-04,0.9850741965246809
2011-06-05,0.9523664528897939
2011-06-06,0.9644040358406747
2011-06-07,0.9834228388155442
2011-06-08,0.9753457938764805
2011-06-09,0.9526327245025665
2011-06-10,0.9029251390045395
2011-06-11,0.8247471890248215
2011-06-12,0.8737015908515118
2011-06-13,0.8673106779368639
2011-06-14,0.8679988765861837
2011-06-15,0.8556354311178375
2011-06-16,0.7869889614852723
2011-06-17,0.7690366728999437
2011-06-18,0.8016023073225444
2011-06-19,0.7943541407688314
2011-06-20,0.8073346867299974
2011-06-21,0.837330457631495
2011-06-22,0.852352501867065
2011-06-23,0.8614292663512139
2011-06-24,0.8871956330031848
2011-06-25,0.8123454469205073
2011-06-26,0.679125468191668
2011-06-27,0.6808070210262154
2011-06-28,0.6936056526171477
2011-06-29,0.697658695030913
2011-06-30,0.6455466526312873
2011-07-01,0.6287614148971284
2011-07-02,0.628716361918714
2011-07-03,0.6294346672848893
2011-07-04,0.6030762135988172
2011-07-05,0.5936104176506308
2011-07-06,0.6365281137550006
2011-07-07,0.6345634503585255
2011-07-08,0.6145943796394485
2011-07-09,0.6199182023006429
2011-07-10,0.6308411828846937
2011-07-11,0.6007421247239897
2011-07-12,0.5877105143377332
2011-07-13,0.5814397370532364
2011-07-14,0.6014673231006854
2011-07-15,0.5730191593966938
2011-07-16,0.5768102417916744
2011-07-17,0.5599112850287112
2011-07-18,0.5989374059756631
2011-07-19,0.6050101086681829
2011-07-20,0.5860700153741463
2011-07-21,0.5819401775449046
2011-07-22,0.5995014280703512
2011-07-23,0.6010419009069785
2011-07-24,0.6458164701194227
2011-07-25,0.6482652092728953
2011-07-26,0.6161744717657235
2011-07-27,0.6174263890599976
2011-07-28,0.54986920157695
2011-07-29,0.5562520276929293
2011-07-30,0.5617303903929545
2011-07-31,0.5475563715506812
2011-08-01,0.5286013740291526
2011-08-02,0.5232958693042309
2011-08-03,0.5097474616924454
2011-08-04,0.5237903854690293
2011-08-05,0.5101190867427117
2011-08-06,0.4065038227985388
2011-08-07,0.4825785214322214
2011-08-08,0.4757734310652343
2011-08-09,0.5264418256243291
2011-08-10,0.5372049003009782
2011-08-11,0.5221976038076481
2011-08-12,0.5266543472667305
2011-08-13,0.5530428999002328
2011-08-14,0.5705951127579006
2011-08-15,0.5741731954697549
2011-08-16,0.5651246045562065
2011-08-17,0.5721490063932421
2011-08-18,0.5551746155925885
2011-08-19,0.6004495773743305
2011-08-20,0.5870912417104962
2011-08-21,0.5765704158332337
2011-08-22,0.5564256548492397
2011-08-23,0.5476109370032248
2011-08-24,0.5381095227023992
2011-08-25,0.4976647815084662
2011-08-26,0.4568125833352166
2011-08-27,0.47496684256567995
2011-08-28,0.49874856253805044
2011-08-29,0.49770946828148216
2011-08-30,0.4841143653330786
2011-08-31,0.45488907333049194
2011-09-01,0.45841456582633056
2011-09-02,0.4894959393247869
2011-09-03,0.4700679930051567
2011-09-04,0.453861595940445
2011-09-05,0.43331085562063565
2011-09-06,0.39372238729565207
2011-09-07,0.4193172421065484
2011-09-08,0.37772124678549257
2011-09-09,0.36971204725151124
2011-09-10,0.3658350263220535
2011-09-11,0.38066445219448297
2011-09-12,0.38398306346239724
2011-09-13,0.37895698498657154
2011-09-14,0.37303761949998077
2011-09-15,0.3627421448405418
2011-09-16,0.364659086562891
2011-09-17,0.36204526861194436
2011-09-18,0.38309661180393245
2011-09-19,0.39355687476895646
2011-09-20,0.41128319184138434
2011-09-21,0.3941457916781811
2011-09-22,0.38490884592282343
2011-09-23,0.39169165113578047
2011-09-24,0.3846008528094133
2011-09-25,0.3741880185226115
2011-09-26,0.36371511896946934
2011-09-27,0.3538492941707312
2011-09-28,0.3539936410575361
2011-09-29,0.36304780876494025
2011-09-30,0.3861741441735345
2011-10-01,0.37867442854091005
2011-10-02,0.37911079821220944
2011-10-03,0.38546628728539917
2011-10-04,0.37585743357048357
2011-10-05,0.3653030045832626
2011-10-06,0.35529474102530134
2011-10-07,0.34779458047044015
2011-10-08,0.3489908062982141
2011-10-09,0.35057537945510353
2011-10-10,0.3476248644208797
2011-10-11,0.35194491169049624
2011-10-12,0.3647597998813567
2011-10-13,0.35331165766427186
2011-10-14,0.3487202853237387
2011-10-15,0.342475500839747
2011-10-16,0.3392865542924343
2011-10-17,0.33171668868018106
2011-10-18,0.32740102247677016
2011-10-19,0.3280294394736705
2011-10-20,0.33375278187982277
2011-10-21,0.34077571669477236
2011-10-22,0.355297237935393
2011-10-23,0.3537066633564531
2011-10-24,0.3318406726786286
2011-10-25,0.3427865877549337
2011-10-26,0.3470065320451118
2011-10-27,0.3576293402554679
2011-10-28,0.36580263056687945
2011-10-29,0.3791747117841979
2011-10-30,0.3649680974626354
2011-10-31,0.36767420573842163
2011-11-01,0.353645666039554
2011-11-02,0.37185829897694306
2011-11-03,0.3579084993920648
2011-11-04,0.3499502002154603
2011-11-05,0.34268733377997035
2011-11-06,0.3448013781921362
2011-11-07,0.3494620390894645
2011-11-08,0.3523117282234544
2011-11-09,0.3418283442799923
2011-11-10,0.33492094692330565
2011-11-11,0.365625362088856
2011-11-12,0.3577402278491204
2011-11-13,0.35244289212734353
2011-11-14,0.3131739922420325
2011-11-15,0.32004050511076243
2011-11-16,0.3299185052274937
2011-11-17,0.31693053344148364
2011-11-18,0.3128385712356381
2011-11-19,0.31701686445971267
2011-11-20,0.31470655719715485
2011-11-21,0.32903974268330327
2011-11-22,0.33343939228222286
2011-11-23,0.33460408662329205
2011-11-24,0.34119329040969404
2011-11-25,0.34663541816344023
2011-11-26,0.3432327888962536
2011-11-27,0.3462830992458462
2011-11-28,0.3541097750672823
2011-11-29,0.363968032499963
2011-11-30,0.38003654434326073
2011-12-01,0.39674600012787786
2011-12-02,0.3974018580591968
2011-12-03,0.35695940713438484
2011-12-04,0.36505771402590165
2011-12-05,0.363964166170601
2011-12-06,0.39647669403766966
2011-12-07,0.387262702502786
2011-12-08,0.38889348108313115
2011-12-09,0.37491201584442946
2011-12-10,0.4039462587605781
2011-12-11,0.42400119938289815
2011-12-12,0.415258902958477
2011-12-13,0.43136351418807356
2011-12-14,0.3984578299395688
2011-12-15,0.4266756032171582
2011-12-16,0.4247358607830951
2011-12-17,0.42524069687476124
2011-12-18,0.4209629781609799
2011-12-19,0.447798221054035
2011-12-20,0.45947512722676537
2011-12-21,0.45121390407289586
2011-12-22,0.4544392578614567
2011-12-23,0.4594893042702695
2011-12-24,0.4602588932713196
2011-12-25,0.47608649615285065
2011-12-26,0.45976741233288343
2011-12-27,0.4733814031756179
2011-12-28,0.4770145974091829
2011-12-29,0.4747846383142265
2011-12-30,0.4816846816060369
2011-12-31,0.4918945709756907
2012-01-01,0.5183306712995395
2012-01-02,0.5128444303490476
2012-01-03,0.48969984261061494
2012-01-04,0.5323952697049144
2012-01-05,0.5714477827189806
2012-01-06,0.556936200922452
2012-01-07,0.5643600932788437
2012-01-08,0.588207092708607
2012-01-09,0.5262390402325817
2012-01-10,0.5388358866159068
2012-01-11,0.5659278789376837
2012-01-12,0.5434575063380764
2012-01-13,0.5247782566066991
2012-01-14,0.5586021064896997
2012-01-15,0.5816750999031656
2012-01-16,0.5354457548132989
2012-01-17,0.4841858843452707
2012-01-18,0.4973173079965466
2012-01-19,0.5223470110055591
2012-01-20,0.5222681906785575
2012-01-21,0.49579288316659104
2012-01-22,0.509680429204572
2012-01-23,0.5289082586066345
2012-01-24,0.5074234401831712
2012-01-25,0.480771461975778
2012-01-26,0.4570356539680135
2012-01-27,0.45836651348189145
2012-01-28,0.4872381239953464
2012-01-29,0.46442100407200076
2012-01-30,0.47555785828473246
2012-01-31,0.4726762058517814
2012-02-01,0.5220888323527852
2012-02-02,0.5257421375325305
2012-02-03,0.5136266959060465
2012-02-04,0.4988351648351648
2012-02-05,0.4824966626853088
2012-02-06,0.4554496695508786
2012-02-07,0.49150723571253374
2012-02-08,0.49130172391173155
2012-02-09,0.5132238842484186
2012-02-10,0.5251471480119202
2012-02-11,0.4720935804997059
2012-02-12,0.4570239913660674
2012-02-13,0.44474669957674623
2012-02-14,0.39957672691947405
2012-02-15,0.3975746664300769
2012-02-16,0.39628512366377955
2012-02-17,0.4027079103570459
2012-02-18,0.40116043834956056
2012-02-19,0.41060771298292015
2012-02-20,0.4127067156595821
2012-02-21,0.40343975926821646
2012-02-22,0.4236091813483021
2012-02-23,0.469711719096902
2012-02-24,0.47250512637964626
2012-02-25,0.4383674790102011
2012-02-26,0.4569727131585104
2012-02-27,0.46340396248215865
2012-02-28,0.4441810664687798
2012-02-29,0.44474561340352453
2012-03-01,0.45784295054910173
2012-03-02,0.42452758434182947
2012-03-03,0.4150841455230023
2012-03-04,0.4461192464654377
2012-03-05,0.43912725376749195
2012-03-06,0.4884388936949346
2012-03-07,0.46351315640454527
2012-03-08,0.4684029973904775
2012-03-09,0.44465688776577494
2012-03-10,0.4368335283302691
2012-03-11,0.46094650343226495
2012-03-12,0.4639871932230806
2012-03-13,0.5137890460965338
2012-03-14,0.520084627989463
2012-03-15,0.515795229534138
2012-03-16,0.5131324164639293
2012-03-17,0.48571499480883695
2012-03-18,0.49499876002314624
2012-03-19,0.3988934536220814
2012-03-20,0.42536359211687746
2012-03-21,0.41884665771325463
2012-03-22,0.40796132483028186
2012-03-23,0.39672804998355804
2012-03-24,0.40011500626373403
2012-03-25,0.38985714168492397
2012-03-26,0.4057840406357529
2012-03-27,0.4434211226172308
2012-03-28,0.4451189620236617
2012-03-29,0.4314387414380067
2012-03-30,0.4641149495567105
2012-03-31,0.47498371070206874
2012-04-01,0.4412470609292752
2012-04-02,0.49911669028927885
2012-04-03,0.49425366597456527
2012-04-04,0.45861704411508564
2012-04-05,0.4833836735849133
2012-04-06,0.48529150516795866
2012-04-07,0.4010020614065166
2012-04-08,0.42567167306739095
2012-04-09,0.44094260168683713
2012-04-10,0.44742926876264494
2012-04-11,0.47714121878746807
2012-04-12,0.47967645704446715
2012-04-13,0.4866508590872922
2012-04-14,0.49263657387990845
2012-04-15,0.51151151550979
2012-04-16,0.4990368778091064
2012-04-17,0.5127664745088821
2012-04-18,0.5285419751317444
2012-04-19,0.5182714617169374
2012-04-20,0.5491047356234339
2012-04-21,0.5307160139868448
2012-04-22,0.5252983548454726
2012-04-23,0.5064501717805479
2012-04-24,0.49414388631204975
2012-04-25,0.5256222143336094
2012-04-26,0.5038846688482242
2012-04-27,0.5091305886516456
2012-04-28,0.4712300145705612
2012-04-29,0.42771594958167863
2012-04-30,0.4558544427888009
2012-05-01,0.4906153936522233
2012-05-02,0.49166243009659377
2012-05-03,0.5199942181627821
2012-05-04,0.5122257689396009
2012-05-05,0.48636110233948904
2012-05-06,0.4925004672606068
2012-05-07,0.4903836808322869
2012-05-08,0.4922383828184166
2012-05-09,0.4617535179318555
2012-05-10,0.4531136268603553
2012-05-11,0.45350761853198235
2012-05-12,0.4505800481957489
2012-05-13,0.4363210911207658
2012-05-14,0.48990703544658387
2012-05-15,0.48940453323088745
2012-05-16,0.5121777191279764
2012-05-17,0.5296784767856869
2012-05-18,0.5429178724754474
2012-05-19,0.5381922974159319
2012-05-20,0.5304116673404474
2012-05-21,0.521699093223338
2012-05-22,0.5228301048144757
2012-05-23,0.5488221106442365
2012-05-24,0.5404200687743324
2012-05-25,0.5487420074912035
2012-05-26,0.5247902191694909
2012-05-27,0.523767296712917
2012-05-28,0.5513017595418409
2012-05-29,0.5559580775249789
2012-05-30,0.5429566432620676
2012-05-31,0.5617900365887982
2012-06-01,0.5674684075611987
2012-06-02,0.5149400675316508
2012-06-03,0.5546323752117353
2012-06-04,0.570040522085656
2012-06-05,0.579444094482319
2012-06-06,0.5758714473336632
2012-06-07,0.597655669490266
2012-06-08,0.600144733912269
2012-06-09,0.5819664236605027
2012-06-10,0.5664548187091694
2012-06-11,0.5923140816213522
2012-06-12,0.6091948517084207
2012-06-13,0.618525144252271
2012-06-14,0.6243164098246642
2012-06-15,0.6503107179412195
2012-06-16,0.6399905114683503
2012-06-17,0.6141695846556895
2012-06-18,0.6257841621965633
2012-06-19,0.6486804285340998
2012-06-20,0.6593861625741756
2012-06-21,0.6542681691933804
2012-06-22,0.628749905271249
2012-06-23,0.6158589990808989
2012-06-24,0.6025204788909893
2012-06-25,0.5999295625330175
2012-06-26,0.6315946199023431
2012-06-27,0.6556327456298435
2012-06-28,0.64449469074673
2012-06-29,0.6604559669841632
2012-06-30,0.6632334125714123
2012-07-01,0.6376400692421124
2012-07-02,0.6679350998846663
2012-07-03,0.5970256041519092
2012-07-04,0.6112594625923147
2012-07-05,0.6500062183530247
2012-07-06,0.6604838881283559
2012-07-07,0.6730500147008293
2012-07-08,0.6704759077866825
2012-07-09,0.6776142579848244
2012-07-10,0.6953923412287559
2012-07-11,0.6929385174014981
2012-07-12,0.7131592159451176
2012-07-13,0.7086739773667456
2012-07-14,0.6980028355883846
2012-07-15,0.7076638429737614
2012-07-16,0.7347918442640133
2012-07-17,0.7440767724300681
2012-07-18,0.7504467567030922
2012-07-19,0.7338258688841187
2012-07-20,0.7219930653120263
2012-07-21,0.7375333066420002
2012-07-22,0.7114827109553011
2012-07-23,0.713068279677306
2012-07-24,0.7070684825920293
2012-07-25,0.7383529169243455
2012-07-26,0.7364429808479798
2012-07-27,0.7371612043789387
2012-07-28,0.7312498936152104
2012-07-29,0.6955110356536502
2012-07-30,0.7572636886729155
2012-07-31,0.7631546836232493
2012-08-01,0.7654724230698859
2012-08-02,0.7747341064521697
2012-08-03,0.7795184139803099
2012-08-04,0.7685279974137582
2012-08-05,0.773033760765679
2012-08-06,0.7788895975294552
2012-08-07,0.7745334811633913
2012-08-08,0.7909418026186984
2012-08-09,0.7842030183447098
2012-08-10,0.7977230799913577
2012-08-11,0.8003171622603451
2012-08-12,0.7945454906608577
2012-08-13,0.8072383585381744
2012-08-14,0.8046045273232968
2012-08-15,0.8180939417253555
2012-08-16,0.8239564606603598
2012-08-17,0.7465916792659403
2012-08-18,0.7459818774306108
2012-08-19,0.6101458399589805
2012-08-20,0.7050644227218843
2012-08-21,0.6994496113001074
2012-08-22,0.6880789894003194
2012-08-23,0.7195630624251709
2012-08-24,0.7417726967566196
2012-08-25,0.739201201953174
2012-08-26,0.7419763053521199
2012-08-27,0.7443476370981661
2012-08-28,0.7477627796724805
2012-08-29,0.7294286305930328
2012-08-30,0.7181464115075734
2012-08-31,0.6917274877459528
2012-09-01,0.6905975325847679
2012-09-02,0.7076026352595706
2012-09-03,0.7274067898836986
2012-09-04,0.7184471223271095
2012-09-05,0.7702292671257884
2012-09-06,0.780129939933427
2012-09-07,0.7640202835298365
2012-09-08,0.7669237065167285
2012-09-09,0.7585708217244094
2012-09-10,0.7796450080424943
2012-09-11,0.7859218016112476
2012-09-12,0.7848085938712782
2012-09-13,0.7845603883290636
2012-09-14,0.8016886377127028
2012-09-15,0.795778645785125
2012-09-16,0.804097043009097
2012-09-17,0.8023928735985256
2012-09-18,0.81316800612323
2012-09-19,0.8126264657841488
2012-09-20,0.7887633825330403
2012-09-21,0.7941789074704223
2012-09-22,0.7874298134395943
2012-09-23,0.7832238139243669
2012-09-24,0.7734896411117441
2012-09-25,0.7816526021578506
2012-09-26,0.8073032821297667
2012-09-27,0.8046464676454433
2012-09-28,0.7684009156408154
2012-09-29,0.8143253780718337
2012-09-30,0.8124464037861396
2012-10-01,0.813631107171579
2012-10-02,0.8273855475238029
2012-10-03,0.8054181883842708
2012-10-04,0.8091358827559777
2012-10-05,0.7962846238362343
2012-10-06,0.7777672255509701
2012-10-07,0.7028034600154046
2012-10-08,0.7072169883905826
2012-10-09,0.7197035473308477
2012-10-10,0.7512948238162722
2012-10-11,0.7561675660740165
2012-10-12,0.7123704270006521
2012-10-13,0.7011079531904507
2012-10-14,0.6813018424465853
2012-10-15,0.7054744106773537
2012-10-16,0.7220121366262856
2012-10-17,0.7220844152791489
2012-10-18,0.7459505942077874
2012-10-19,0.6908460958243653
2012-10-20,0.6781671025191168
2012-10-21,0.6821153506642539
2012-10-22,0.7021539124025936
2012-10-23,0.6972631718119918
2012-10-24,0.6722718187142059
2012-10-25,0.6022976395279604
2012-10-26,0.5738669209125454
2012-10-27,0.5895501154532223
2012-10-28,0.6156940440242119
2012-10-29,0.6058771250667917
2012-10-30,0.6298915246674593
2012-10-31,0.6576483847751993
2012-11-01,0.5968936374302599
2012-11-02,0.5954034740366878
2012-11-03,0.6083709851220296
2012-11-04,0.6370517380389323
2012-11-05,0.6255641486875128
2012-11-06,0.641197344014624
2012-11-07,0.6428941053450056
2012-11-08,0.6237391106531601
2012-11-09,0.6266215725246308
2012-11-10,0.6436941346556521
2012-11-11,0.5786342177006449
2012-11-12,0.6684518375406042
2012-11-13,0.6403339670905249
2012-11-14,0.6575656859712163
2012-11-15,0.697591761288619
2012-11-16,0.7416026934607705
2012-11-17,0.7372868651322797
2012-11-18,0.7092016124369978
2012-11-19,0.7329692048052368
2012-11-20,0.7407200750252791
2012-11-21,0.720407864386922
2012-11-22,0.8142227770218923
2012-11-23,0.8104081850877216
2012-11-24,0.8169547900070901
2012-11-25,0.826199615622998
2012-11-26,0.774862018231498
2012-11-27,0.7578256610150164
2012-11-28,0.7935330654945919
2012-11-29,0.8199542232417798
2012-11-30,0.8258707109376411
2012-12-01,0.8204442383013811
2012-12-02,0.8000771922601894
2012-12-03,0.8352219183710151
2012-12-04,0.8568014079563882
2012-12-05,0.8406780181637605
2012-12-06,0.845492189259464
2012-12-07,0.8515325719487932
2012-12-08,0.8592899144940621
2012-12-09,0.829919725445167
2012-12-10,0.8528742675500747
2012-12-11,0.8609984029831358
